step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-training/rollout_probs_diff_max_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-training/rollout_probs_diff_max_step
97,0.5674744248390198,0.23103278875350952
98,0.19244910776615143,0.34714511036872864
99,0.2901288568973541,0.256889283657074
100,0.21152716875076297,0.25539809465408325
101,0.2430787980556488,0.20848619937896729
102,0.1852105557918549,0.24595943093299863
103,0.1611282229423523,0.20057256519794464
104,0.30068567395210266,0.5178735256195068
105,0.2199641466140747,0.1752790808677673
106,0.3265582025051117,0.24134314060211184
107,0.2057846188545227,0.24244415760040283
108,0.27581894397735596,0.22411072254180908
109,0.27178657054901123,0.5312753915786743
110,0.2410304844379425,0.2527708411216736
111,0.2949988842010498,0.5124700665473938
112,0.2931720018386841,0.29306018352508545
113,0.3680659532546997,0.16619306802749634
114,0.19985049962997437,0.19925430417060852
115,0.30269744992256165,0.23953330516815183
116,0.240012526512146,0.2706933319568634
117,0.6497076153755188,0.30488187074661255
118,0.57164067029953,0.21482083201408383
119,0.26894426345825195,0.20017319917678833
120,0.2587011456489563,0.5712180733680725
121,0.25929200649261475,0.23726099729537964
122,0.19238924980163577,0.27152013778686523
123,0.4240843653678894,0.3006947636604309
124,0.2459036111831665,0.24521654844284055
125,0.2134447991847992,0.3016982674598694
126,0.2706955075263977,0.23326623439788816
127,0.4101686179637909,0.4945476055145264
128,0.2516002058982849,0.20162099599838257
129,0.29320257902145386,0.28720277547836304
130,0.25793057680130005,0.48628368973731995
131,0.19988247752189636,0.4972740709781647
132,0.18249067664146423,0.15812796354293823
133,0.2426428198814392,0.21325305104255676
134,0.215635746717453,0.2294641137123108
135,0.5008748769760132,0.2006356716156006
136,0.2532079219818115,0.2427750825881958
137,0.30260592699050903,0.229493111371994
138,0.18007344007492063,0.22507131099700928
139,0.19018620252609253,0.17273658514022827
140,0.6358938217163086,0.26704317331314087
141,0.24401772022247312,0.42526349425315857
142,0.4729856252670288,0.32938095927238464
143,0.5755441784858704,0.2986307442188263
144,0.3237197995185852,0.24866187572479248
145,0.297273188829422,0.2304744124412537
146,0.30262628197669983,0.464542031288147
147,0.23477348685264587,0.2151120901107788
148,0.2788948118686676,0.30160385370254517
149,0.22659516334533691,0.32913878560066223
150,0.24038198590278623,0.3020821809768677
151,0.22959744930267337,0.23380118608474731
152,0.5455827713012695,0.21484291553497312
153,0.18080884218215945,0.15416204929351807
154,0.33331695199012756,0.21300125122070312
155,0.34725087881088257,0.2265821099281311
156,0.33115434646606445,0.2102866768836975
157,0.22408327460289,0.20975905656814575
158,0.16887471079826355,0.17365390062332153
159,0.17331606149673462,0.1548411250114441
160,0.1942678689956665,0.25491490960121155
161,0.236009418964386,0.2543962001800537
162,0.30263540148735046,0.2006100118160248
163,0.2356083393096924,0.18424741923809052
164,0.3835553824901581,0.18436098098754883
165,0.41301852464675903,0.2159487009048462
166,0.2237539291381836,0.18460258841514587
167,0.15647739171981812,0.15351271629333496
168,0.3183407187461853,0.28065812587738037
169,0.18535363674163816,0.23692801594734192
170,0.4177562892436981,0.42826494574546814
171,0.20583420991897583,0.8705666065216064
172,0.5078352093696594,0.6867544651031494
173,0.2303696870803833,0.28688254952430725
174,0.23678305745124817,0.1926705837249756
175,0.3019065260887146,0.19590067863464355
176,0.2183215618133545,0.2738116383552551
177,0.1696572303771973,0.3310936689376831
178,0.20346331596374512,0.38497230410575867
179,0.5990732908248901,0.32274550199508667
180,0.1915152072906494,0.27817702293395996
181,0.1351943016052246,0.17546796798706055
182,0.4232068061828614,0.2351461946964264
183,0.2622678875923157,0.3186202049255371
184,0.2526409924030304,0.18478646874427795
185,0.41018298268318176,0.5404230952262878
186,0.21309110522270203,0.2449190318584442
187,0.1972171664237976,0.16888123750686646
188,0.30657199025154114,0.28549960255622864
189,0.18469208478927612,0.35196182131767273
190,0.27316251397132874,0.2432209849357605
191,0.3084023594856262,0.21376633644104004
192,0.7903075814247131,0.182557076215744
193,0.4339512288570404,0.3244163990020752
194,0.23441654443740845,0.24388086795806885
195,0.2651689350605011,0.24127113819122312
196,0.3091548681259155,0.30270805954933167
197,0.18193817138671875,0.21288180351257324
198,0.4227026700973511,0.21506336331367493
199,0.43454498052597046,0.2546176016330719
200,0.1879209280014038,0.29323387145996094
201,0.4674232006072998,0.23094600439071655
202,0.216266006231308,0.22463196516036987
203,0.2932414710521698,0.21835732460021973
204,0.23588183522224423,0.2945948839187622
205,0.5894484519958496,0.34025269746780396
206,0.1724487543106079,0.3048197031021118
207,0.2698887586593628,0.3016347885131836
208,0.2164764404296875,0.1745699644088745
209,0.17497402429580688,0.1927204728126526
210,0.21603572368621823,0.20543137192726135
211,0.4095545709133148,0.244750052690506
212,0.5722092390060425,0.28848451375961304
213,0.409743219614029,0.6289229393005371
214,0.28987717628479004,0.24135366082191467
215,0.219541534781456,0.2151223123073578
216,0.18891869485378265,0.814882755279541
217,0.15321043133735657,0.3487786054611206
218,0.2743237316608429,0.4262464642524719
219,0.3068311810493469,0.2355823665857315
220,0.2674080729484558,0.23594407737255096
221,0.3438604474067688,0.6355337500572205
222,0.2714006304740906,0.2810558080673218
223,0.42865198850631714,0.3165161907672882
224,0.1911538541316986,0.5019212961196899
225,0.21288365125656128,0.31715068221092224
226,0.3980821967124939,0.26226621866226196
227,0.27361446619033813,0.2935873866081238
228,0.28612369298934937,0.2549135684967041
229,0.1745298206806183,0.22498196363449097
230,0.3238171935081482,0.2099018394947052
231,0.26432788372039795,0.3535170257091522
232,0.30847299098968506,0.22101566195487976
233,0.20646172761917111,0.19515031576156616
234,0.2540028393268585,0.21349593997001648
235,0.26794037222862244,0.19687607884407043
236,0.26601216197013855,0.22369436919689176
237,0.24784982204437256,0.359937846660614
238,0.2654392123222351,0.24605809152126312
239,0.2541506588459015,0.23594677448272705
240,0.1620284914970398,0.17917847633361816
241,0.35074639320373535,0.33647581934928894
242,0.214403435587883,0.1846192181110382
243,0.18395638465881348,0.18363898992538452
244,0.19982481002807617,0.22840043902397156
245,0.2863543629646301,0.23105815052986145
246,0.2020590901374817,0.25835752487182617
247,0.2134692370891571,0.4652577042579651
248,0.5071978569030762,0.41199392080307007
249,0.2591679096221924,0.3527776598930359
250,0.1841278076171875,0.25528037548065186
251,0.1672181487083435,0.2795032262802124
252,0.17304426431655884,0.22937840223312375
253,0.2294943630695343,0.18260091543197632
254,0.3176324665546417,0.27184513211250305
255,0.3836633861064911,0.2501894235610962
256,0.20863640308380127,0.20066845417022705
257,0.25501132011413574,0.24029541015625
258,0.4433962106704712,0.15218159556388855
259,0.18496423959732056,0.2440001964569092
260,0.17819032073020935,0.22818392515182495
261,0.19270059466362,0.2339313328266144
262,0.2931744158267975,0.17854192852973938
263,0.4619464576244354,0.26222559809684753
264,0.3263619542121887,0.2248185873031616
265,0.21058765053749084,0.17917710542678833
266,0.26989078521728516,0.3471240699291229
267,0.2395516037940979,0.2057816982269287
268,0.2112046182155609,0.22949302196502688
269,0.2528530955314636,0.29713553190231323
270,0.1791115701198578,0.629612147808075
271,0.2694331407546997,0.2285303771495819
272,0.19291913509368896,0.29323500394821167
273,0.27065566182136536,0.2736740708351135
274,0.23101654648780823,0.2143089771270752
275,0.32474079728126526,0.3036037087440491
276,0.21685439348220825,0.3261672854423523
277,0.46216997504234314,0.5838282108306885
278,0.2092381715774536,0.20559614896774292
279,0.327864408493042,0.2003648579120636
280,0.21511298418045044,0.39621585607528687
281,0.24401989579200745,0.25208204984664917
282,0.24884331226348877,0.2678149938583374
283,0.2932262122631073,0.2044864296913147
284,0.2094184458255768,0.26162752509117126
285,0.18142130970954895,0.1778874397277832
286,0.1629804968833923,0.34293878078460693
287,0.2915302515029907,0.26685500144958496
288,0.2013823390007019,0.20799262821674347
289,0.23627954721450808,0.24245016276836395
290,0.2296086847782135,0.2141307592391968
291,0.1846165657043457,0.23100578784942627
292,0.17570233345031738,0.23781806230545044
293,0.2965467870235443,0.19772884249687195
294,0.2868243455886841,0.3519207835197449
295,0.20040899515151975,0.23945574462413788
296,0.6607245802879333,0.18213686347007751
297,0.6335834264755249,0.38885095715522766
298,0.245525524020195,0.20437973737716675
299,0.3472188115119934,0.2413434088230133
300,0.2520405650138855,0.2486354559659958
