step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-training/rollout_probs_diff_mean_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-training/rollout_probs_diff_mean_step
161,0.0038644459564238782,0.0038044496905058622
162,0.003935137297958136,0.003887228900566697
163,0.0039003107231110334,0.003821021178737283
164,0.003976434003561735,0.003857663366943598
165,0.0038417528849095106,0.0037488953676074743
166,0.0038373484276235104,0.003677475033327937
167,0.0039452132768929005,0.003794632153585553
168,0.003844702150672674,0.003688182681798935
169,0.0037877471186220646,0.0035923870746046305
170,0.003961598034948111,0.00378979230299592
171,0.003771050600335002,0.0036628798115998502
172,0.003892968874424696,0.003738710191100836
173,0.0038490828592330217,0.003724415088072419
174,0.0038226970937103033,0.00367066846229136
175,0.003837449941784143,0.0037458869628608222
176,0.00387456058524549,0.003755060955882072
177,0.003957128617912531,0.00382297346368432
178,0.0038696371484547858,0.0036300031933933496
179,0.003745251102373004,0.003670757869258523
180,0.0038205257151275873,0.0036901768762618303
181,0.003910987172275782,0.003775042481720447
182,0.003870652755722403,0.0036958300042897463
183,0.0038202707655727863,0.003726814640685916
184,0.003822334110736847,0.003636852605268359
185,0.003851680783554912,0.003730607219040394
186,0.003933996427804232,0.00374048319645226
187,0.003909124527126551,0.003752646967768669
188,0.003869483945891261,0.003711832221597433
189,0.003772758413106203,0.003577474504709244
190,0.003969792276620865,0.003749086055904627
191,0.00380868767388165,0.003647338133305311
192,0.003807069966569543,0.003648086218163371
193,0.003853348549455404,0.0037032701075077057
194,0.003859878284856677,0.00367024727165699
195,0.003898430150002241,0.003761005587875843
196,0.003850156208500266,0.003697122447192669
197,0.0038775266148149967,0.003643342526629567
198,0.003910549916327,0.003763539250940085
199,0.003741595894098282,0.0036428344901651144
200,0.003807625966146588,0.003697042120620608
201,0.003761536907404661,0.003580368589609862
202,0.003876195522025227,0.0037451295647770166
203,0.0038934003096073866,0.0037854465190321207
204,0.0038760274183005095,0.0037820800207555294
205,0.0039304569363594055,0.0038448332343250513
206,0.003875067690387368,0.00379184284247458
207,0.003837933531031013,0.0037634873297065496
208,0.003961069043725729,0.0038585991133004423
209,0.004008947871625423,0.0039224885404109955
210,0.003788076573982835,0.0037602742668241262
211,0.003925694152712822,0.003829717403277755
212,0.003954255022108555,0.0038826160598546262
213,0.003773848293349147,0.003718411317095161
214,0.0038940110243856903,0.0038246612530201674
215,0.0039631980471313,0.003886755555868149
216,0.003865340724587441,0.003776074852794409
217,0.003810366615653038,0.003847590647637844
218,0.0038709549698978662,0.003925441764295101
219,0.0038410788401961327,0.0038329230155795817
220,0.003911022562533617,0.0038990722969174385
221,0.003814640222117305,0.003849441185593605
222,0.003820559475570917,0.003925521858036518
223,0.00382739631459117,0.0038654422387480736
224,0.0038894074968993664,0.003932211548089981
225,0.003919810522347689,0.003967988770455122
226,0.003917794208973646,0.0039893644861876965
227,0.003772240597754717,0.0038479561917483807
228,0.003861798206344247,0.00396344717592001
229,0.003877669107168913,0.003934256266802549
230,0.003859217744320631,0.003950927872210741
231,0.003965665120631456,0.0040351953357458115
232,0.003969771787524223,0.0041263229213654995
233,0.003849384840577841,0.00397780304774642
234,0.0039767916314303875,0.004082063212990761
235,0.003923288080841303,0.004085565451532602
236,0.003773745382204652,0.0038931076414883137
237,0.003880135715007782,0.003915229346603155
238,0.003864894388243556,0.004020397551357746
239,0.003866497427225113,0.004054599441587925
240,0.0038952797185629606,0.003950997721403837
241,0.003769653150811791,0.003908918704837561
242,0.003816749667748809,0.003960827831178904
243,0.003906295634806156,0.004102982115000486
244,0.0038651747163385153,0.004039532504975796
245,0.0038424991071224217,0.004046448040753603
246,0.003910218831151724,0.004099149256944656
247,0.003860280616208911,0.004060712177306414
248,0.003817936638370156,0.0040130410343408585
249,0.003899825038388371,0.0041674417443573475
250,0.004020268097519875,0.004232493694871664
251,0.0037376596592366695,0.004005367401987314
252,0.003971455618739128,0.0041978200897574425
253,0.003936618100851774,0.0041717118583619595
254,0.003942474722862244,0.004118392243981361
255,0.0038928359281271696,0.004132232628762722
256,0.003864791942760348,0.004039095714688301
257,0.003889227053150534,0.0040772464126348495
258,0.003861671313643455,0.004073441028594971
259,0.003939042799174786,0.004198547452688217
260,0.00392519636079669,0.0041619339026510715
261,0.0038834884762763977,0.004096095450222492
262,0.0037570104468613863,0.003989923745393753
263,0.0038436446338891983,0.004151711240410805
264,0.0038617709651589394,0.0040594227612018585
265,0.003855900838971138,0.004103876184672117
266,0.00387206906452775,0.004139187280088663
267,0.003875116351991892,0.004103609826415777
268,0.0038641479332000017,0.004016753286123276
269,0.003889557207003236,0.00412628473713994
270,0.0038763827178627257,0.004108702763915062
271,0.003925146069377661,0.004145494196563959
272,0.0038848742842674255,0.004133810289204121
273,0.003986171446740627,0.00416173692792654
274,0.003980024717748165,0.00413542753085494
275,0.003798309713602066,0.00401596212759614
276,0.003895220579579473,0.004037131555378437
277,0.003849387401714921,0.004054293502122164
278,0.003860261291265488,0.0040150294080376625
279,0.0038952757604420185,0.003999453969299793
280,0.003996134269982576,0.004159470088779926
281,0.003886913415044546,0.0040828026831150055
282,0.003824162296950817,0.004002982750535011
283,0.0038572410121560097,0.0039805276319384575
284,0.003739730454981327,0.003895364934578538
285,0.003820702899247408,0.003956390544772148
286,0.0038772006519138817,0.003950600046664476
287,0.0038339050952345137,0.003942416049540043
288,0.0039163450710475445,0.004023603163659573
289,0.003847431624308229,0.0038840309716761112
290,0.003855828894302249,0.003946848679333925
291,0.003860805416479707,0.003930315840989351
292,0.003894254332408309,0.004006142262369394
293,0.003946779761463404,0.004050778690725565
294,0.003853044006973505,0.003934796899557114
295,0.00390126439742744,0.003946992103010416
296,0.003876946633681655,0.003889773041009903
297,0.0038373619318008423,0.0038900193758308887
298,0.003810260910540819,0.003882038639858365
299,0.003973617684096098,0.0039976355619728565
300,0.0038392399437725544,0.003820288460701704
