step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-training/rollout_actor_probs_pearson_corr_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-training/rollout_actor_probs_pearson_corr_step
206,0.999667465686798,0.9995145201683044
207,0.9992157816886902,0.9995017647743224
208,0.999964714050293,0.9994890093803406
209,0.9996440410614014,0.99950510263443
210,0.9996522665023804,1
211,0.9996935129165648,0.9994513392448424
212,0.999643862247467,0.9994872212409972
213,0.9993151426315308,0.9995081424713136
214,0.9996603727340698,0.9994538426399232
215,0.9996626377105712,0.9994866251945496
216,0.9996511936187744,0.9995234608650208
217,0.9996452927589417,0.9997084140777588
218,0.999664545059204,0.9995192885398864
219,0.9995768666267396,0.9995083808898926
220,0.9993849396705629,0.9995155334472656
221,0.9996424913406372,1
222,0.9996477365493774,0.9995211958885192
223,0.9996524453163148,0.9995474219322203
224,0.9996192455291748,0.9993310570716858
225,0.9996365904808044,0.9995266795158386
226,0.999652624130249,0.9995189905166626
227,0.9996641278266908,0.9995118379592896
228,0.9996139407157898,0.9995059967041016
229,0.9996606707572936,0.999532163143158
230,0.9996459484100342,0.9995149970054626
231,0.9996485710144044,0.999515414237976
232,0.9996487498283386,0.9993810057640076
233,0.9996968507766724,0.9995001554489136
234,0.9996405243873596,0.9995055198669434
235,0.999649941921234,0.9994795322418212
236,0.9996569752693176,0.9995052218437196
237,0.9996328949928284,0.9994980096817015
238,0.9996423125267028,0.9996162056922911
239,0.9996486902236938,0.9994789958000184
240,0.9996576309204102,0.99946528673172
241,0.9996508955955504,0.9995187520980836
242,0.999957799911499,0.9994248747825624
243,0.9996587634086608,0.9994781613349916
244,0.999649941921234,0.999557375907898
245,0.9996498823165894,0.9995144009590148
246,0.9996477961540222,0.9994893074035645
247,0.999644100666046,0.9995031952857972
248,0.9996392726898192,0.99950510263443
249,0.9996383190155028,0.9995025992393494
250,0.9996358156204224,0.9995079636573792
251,0.9996559023857116,0.9995127320289612
252,0.9996885657310486,0.999481439590454
253,0.9993506669998168,0.9995290040969848
254,0.99964040517807,0.999544084072113
255,0.9996267557144164,0.999522626399994
256,0.9996500611305236,0.9995067715644836
257,0.9996411204338074,0.9995054602622986
258,0.999543309211731,0.99952495098114
259,0.9996572136878968,0.9996615052223206
260,0.9996480345726012,0.9990193247795104
261,0.99966299533844,0.999511420726776
262,0.999608874320984,0.9994905591011048
263,0.9996567368507384,0.9995527267456056
264,0.9996257424354552,1
265,0.9996421933174132,0.999502658843994
266,0.9996346831321716,0.9995050430297852
267,0.99955153465271,0.9995149970054626
268,0.9996400475502014,0.999500036239624
269,0.9996364712715148,0.9993867874145508
270,0.9996470808982848,0.9995049834251404
271,0.9996325373649596,0.9995181560516356
272,0.999628484249115,0.999515175819397
273,0.9995273351669312,0.9995176196098328
274,0.999641180038452,0.9995086193084716
275,0.9996387958526612,0.9995368719100952
276,0.9996654391288756,0.9995328783988952
277,0.9996394515037536,0.9993848204612732
278,0.9996366500854492,0.9995417594909668
279,0.9996453523635864,0.9990902543067932
280,0.9996312856674194,0.999519944190979
281,0.9996442794799804,0.9995260834693908
282,0.9996556043624878,0.9994657039642334
283,0.9996508359909058,0.9994178414344788
284,0.999648928642273,0.999691903591156
285,0.9996387958526612,0.9995170831680298
286,0.999630570411682,0.999528169631958
287,0.999664306640625,0.9995320439338684
288,0.9996403455734252,0.9995444416999816
289,0.9996843338012696,0.9997751712799072
290,0.9994460940361024,0.9995203018188475
291,0.9996392726898192,0.9995433688163756
292,0.9996449947357178,0.9999252557754515
293,0.9996383786201476,0.9995174407958984
294,0.999616265296936,0.9995324015617372
295,0.999638557434082,0.9995326995849608
296,0.9993433952331544,0.9995362162590028
297,0.9996085166931152,0.999484121799469
298,0.9996368288993835,0.9995225667953492
299,0.9996224641799928,0.9994633793830872
300,0.9996447563171388,0.9995253682136536
