step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-rollout_corr/rollout_log_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-rollout_corr/rollout_log_ppl_step
123,0.5263869762420654,0.3320920765399933
124,0.5615819096565247,0.331135094165802
125,0.5469754934310913,0.3395155668258667
126,0.5452707409858704,0.3401714265346527
127,0.5483121275901794,0.32765626907348633
128,0.5240781903266907,0.3310408592224121
129,0.5463106036186218,0.33527082204818726
130,0.5644455552101135,0.3510698676109314
131,0.5663648843765259,0.3527473509311676
132,0.5517535209655762,0.3358765244483948
133,0.5317025184631348,0.33302223682403564
134,0.5437240600585938,0.3340417444705963
135,0.5344657897949219,0.3492780923843384
136,0.5613004565238953,0.3623007237911224
137,0.5057960748672485,0.32408905029296875
138,0.507123589515686,0.3306090235710144
139,0.5639491081237793,0.36073052883148193
140,0.5366998314857483,0.35748031735420227
141,0.5190612077713013,0.34214791655540466
142,0.5117509365081787,0.33581405878067017
143,0.5324628353118896,0.35359352827072144
144,0.5589239597320557,0.36284515261650085
145,0.5204535126686096,0.3490484654903412
146,0.574999988079071,0.3879684805870056
147,0.5476669073104858,0.3863058090209961
148,0.5186708569526672,0.37867793440818787
149,0.5125017762184143,0.36784690618515015
150,0.5385385155677795,0.3946168124675751
151,0.5534636378288269,0.41364121437072754
152,0.5241550803184509,0.3850053548812866
153,0.5422505736351013,0.39937371015548706
154,0.5222606062889099,0.3913334608078003
155,0.5493190288543701,0.3931978940963745
156,0.5466329455375671,0.38388580083847046
157,0.5696563720703125,0.40674489736557007
158,0.5355000495910645,0.3867446780204773
159,0.5658921003341675,0.4073398113250733
160,0.5171624422073364,0.3707212209701538
161,0.5385866165161133,0.3813251852989197
162,0.5382537245750427,0.38285768032073975
163,0.5244026184082031,0.37030935287475586
164,0.5300004482269287,0.3750202655792236
165,0.5638304352760315,0.36141183972358704
166,0.5221875905990601,0.3520829677581787
167,0.5600665807723999,0.3712311089038849
168,0.5197113752365112,0.3500547707080841
169,0.5148686170578003,0.3408246338367462
170,0.5511035919189453,0.35938164591789246
171,0.5167267322540283,0.3472757935523987
172,0.5305726528167725,0.35660383105278015
173,0.5343998670578003,0.3531673848628998
174,0.5267650485038757,0.33625471591949463
175,0.5251494646072388,0.3537311851978302
176,0.5338321328163147,0.35427165031433105
177,0.532934308052063,0.35827532410621643
178,0.5292943120002747,0.3553406596183777
179,0.5197196006774902,0.3500358462333679
180,0.501838207244873,0.34650981426239014
181,0.5271400809288025,0.35738036036491394
182,0.5329197645187378,0.3514766991138458
183,0.542858898639679,0.3510553240776062
184,0.5108181238174438,0.33684054017066956
185,0.517730176448822,0.349274605512619
186,0.5189376473426819,0.3366372883319855
187,0.5482914447784424,0.3509349822998047
188,0.5571506023406982,0.35384824872016907
189,0.5030068159103394,0.32428041100502014
190,0.5458206534385681,0.3534311056137085
191,0.5275540351867676,0.3421994745731354
192,0.5221763849258423,0.34061023592948914
193,0.5080491304397583,0.3344959020614624
194,0.5322539210319519,0.3447175920009613
195,0.5551089644432068,0.359559029340744
196,0.5183080434799194,0.3424207866191864
197,0.5145175457000732,0.3315433859825134
198,0.5269166231155396,0.35126620531082153
199,0.5016478896141052,0.33792978525161743
200,0.5246731638908386,0.3480989933013916
201,0.5173414945602417,0.34045395255088806
202,0.531413733959198,0.36153116822242737
203,0.5524058938026428,0.3653867542743683
204,0.5471728444099426,0.36781972646713257
205,0.5568734407424927,0.3720579445362091
206,0.537257730960846,0.35450148582458496
207,0.5311901569366455,0.3610246181488037
208,0.5478035807609558,0.3734910786151886
209,0.5356684327125549,0.38139358162879944
210,0.5387229323387146,0.3685610890388489
211,0.5389993190765381,0.3796265721321106
212,0.5375869274139404,0.3712412416934967
213,0.5007103681564331,0.36223146319389343
214,0.5181053876876831,0.3750123381614685
215,0.5284410715103149,0.3796145617961883
216,0.5258151888847351,0.3672962188720703
217,0.5181106328964233,0.3745386600494385
218,0.5461074113845825,0.4021326303482056
219,0.541242241859436,0.3810495138168335
220,0.5352839231491089,0.3926946818828583
221,0.5352937579154968,0.3898453712463379
222,0.5155779123306274,0.3961102962493897
223,0.51874178647995,0.3945050537586212
224,0.5255254507064819,0.3975788354873657
225,0.5389055609703064,0.4103330075740814
226,0.5155900716781616,0.40178585052490234
227,0.5252082943916321,0.387154221534729
228,0.5094090104103088,0.39608168601989746
229,0.5316749811172485,0.40478402376174927
230,0.5233947038650513,0.4012897610664368
231,0.5358069539070129,0.41141003370285034
232,0.5412443280220032,0.4196354150772095
233,0.5156078934669495,0.3845186233520508
234,0.5478671789169312,0.39810091257095337
235,0.5405641198158264,0.4023506045341492
236,0.5034456253051758,0.3662829399108886
237,0.5141977071762085,0.3750702738761902
238,0.5207056999206543,0.379483699798584
239,0.5344032049179077,0.3912499248981476
240,0.505748450756073,0.3715307712554931
241,0.524692177772522,0.37738603353500366
242,0.5162895917892456,0.3745400905609131
243,0.5438684821128845,0.40884947776794434
244,0.5373528003692627,0.3950449824333191
245,0.5227851271629333,0.40551990270614624
246,0.5282673239707947,0.4134022295475006
247,0.5228016972541809,0.4031903743743897
248,0.5180235505104065,0.4048479497432709
249,0.5272442698478699,0.4276706576347351
250,0.5357307195663452,0.4348180890083313
251,0.5004892349243164,0.409048467874527
252,0.5361749529838562,0.4380859136581421
253,0.5332998633384705,0.44118258357048035
254,0.5102540850639343,0.4299245774745941
255,0.5300030708312988,0.4368856549263001
256,0.5302579402923584,0.4135916829109192
257,0.519712507724762,0.4137817323207855
258,0.5196612477302551,0.4155675172805786
259,0.5359102487564087,0.433047890663147
260,0.5405091643333435,0.4338068962097168
261,0.5290064811706543,0.4270435273647308
262,0.5014985203742981,0.4038272202014923
263,0.5059311389923096,0.4376007616519928
264,0.522698163986206,0.4275023937225342
265,0.5219721794128418,0.434571236371994
266,0.5192832350730896,0.4291480779647827
267,0.5175009965896606,0.4224434494972229
268,0.5286044478416443,0.4148142635822296
269,0.5120869278907776,0.42988109588623047
270,0.5296198129653931,0.4312570989131927
271,0.5444795489311218,0.4465177059173584
272,0.5155239105224609,0.4348376095294952
273,0.5088376998901367,0.43361252546310425
274,0.5168631076812744,0.4328332245349884
275,0.5108237862586975,0.4161869883537293
276,0.5279260873794556,0.42787855863571167
277,0.5109109878540039,0.4341701567173004
278,0.5209790468215942,0.4202973246574402
279,0.4921373426914215,0.4122768938541413
280,0.5466026067733765,0.4584963917732239
281,0.549170732498169,0.4446166753768921
282,0.4998949468135834,0.4139917492866516
283,0.512116014957428,0.4285025596618652
284,0.48799771070480347,0.41126734018325806
285,0.5100968480110168,0.4130668342113495
286,0.546139121055603,0.4340389370918274
287,0.5193370580673218,0.4177969694137573
288,0.5318267345428467,0.4235009551048279
289,0.4950293004512787,0.4046553373336792
290,0.5173262357711792,0.4157375991344452
291,0.5078606605529785,0.4178405702114105
292,0.5120239853858948,0.41761454939842224
293,0.5216609835624695,0.42785319685935974
294,0.5219780206680298,0.42453497648239136
295,0.5133960247039795,0.4125272333621979
296,0.5066968202590942,0.4113273024559021
297,0.5140568614006042,0.4187224805355072
298,0.510915994644165,0.40572410821914673
299,0.4973427653312683,0.4065469801425934
300,0.4983017742633819,0.396249920129776
