step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-rollout_corr/training_log_ppl_step
232,0.5416668057441711,0.4200718104839325
233,0.5159972310066223,0.3848864436149597
234,0.5482805967330933,0.3985015153884888
235,0.5409668684005737,0.4027611017227173
236,0.5038319230079651,0.3667135238647461
237,0.514581561088562,0.37548500299453735
238,0.5210840106010437,0.3798956274986267
239,0.5348289608955383,0.39167729020118713
240,0.5061392188072205,0.3719104826450348
241,0.5250948071479797,0.37775918841362
242,0.5166960954666138,0.374962866306305
243,0.5442873239517212,0.4092853367328644
244,0.537764310836792,0.3954598605632782
245,0.5231486558914185,0.40595972537994385
246,0.5286592841148376,0.4138264060020447
247,0.5232003927230835,0.4035888910293579
248,0.518409788608551,0.4052558839321137
249,0.527647078037262,0.4280703365802765
250,0.5361707210540771,0.43526339530944824
251,0.5008782148361206,0.4094541668891907
252,0.5365861654281616,0.43850135803222656
253,0.5337203145027161,0.4415743947029114
254,0.51066654920578,0.4303280711174011
255,0.5304335355758667,0.43733078241348267
256,0.5306935906410217,0.41401371359825134
257,0.5201193690299988,0.4142153561115265
258,0.5200557112693787,0.415975034236908
259,0.5363391637802124,0.43350541591644287
260,0.5409244894981384,0.43422332406044006
261,0.5294046401977539,0.4274900257587433
262,0.5018764138221741,0.4042482376098633
263,0.5063316822052002,0.4380263686180115
264,0.5231133699417114,0.4279361665248871
265,0.5223552584648132,0.435005784034729
266,0.5196935534477234,0.42955654859542847
267,0.5179007649421692,0.42287370562553406
268,0.5290371179580688,0.4152708649635315
269,0.5124597549438477,0.4303167462348938
270,0.5299676656723022,0.4316987991333008
271,0.5448843240737915,0.4469353258609772
272,0.5159509778022766,0.43526914715766907
273,0.5091937780380249,0.4340483546257019
274,0.5172522068023682,0.43326643109321594
275,0.511225700378418,0.4165910184383392
276,0.5283249616622925,0.4282848536968231
277,0.5113073587417603,0.4345569312572479
278,0.5213505625724792,0.420740008354187
279,0.49252426624298096,0.4127088487148285
280,0.5470001697540283,0.4589648842811585
281,0.5495716333389282,0.4450104832649231
282,0.5002727508544922,0.41440892219543457
283,0.5125284194946289,0.4289197325706482
284,0.488382488489151,0.41169002652168274
285,0.5104461312294006,0.4134675860404968
286,0.5465708374977112,0.43447166681289673
287,0.5197559595108032,0.41821902990341187
288,0.5321959257125854,0.4238791763782501
289,0.49542781710624695,0.4050240218639374
290,0.5176872611045837,0.4161261022090912
291,0.5082442760467529,0.4182552695274353
292,0.512426495552063,0.418037086725235
293,0.5220698118209839,0.4282328486442566
294,0.5224001407623291,0.4249701201915741
295,0.5138221979141235,0.41296133399009705
296,0.5071045160293579,0.4117257595062256
297,0.5144566297531128,0.41911250352859497
298,0.511317789554596,0.40614253282547
299,0.49772971868515015,0.4069364666938782
300,0.4986745715141296,0.3966606557369232
