step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-rollout_corr/training_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-rollout_corr/training_ppl_step
249,1.7282042503356934,1.5498751401901243
250,1.7348830699920654,1.5576486587524414
251,1.6769369840621948,1.5170949697494511
252,1.7454864978790283,1.5652095079421997
253,1.7369601726531982,1.5695774555206299
254,1.6966334581375122,1.5530327558517456
255,1.7361156940460205,1.5639774799346924
256,1.7389343976974487,1.5252264738082886
257,1.7215532064437866,1.5278631448745728
258,1.7137086391448977,1.5293333530426023
259,1.7424530982971191,1.5574630498886108
260,1.7551182508468628,1.5598421096801758
261,1.7326014041900637,1.5479787588119511
262,1.6829898357391355,1.5120220184326172
263,1.6802743673324585,1.5633103847503662
264,1.7309544086456299,1.5478991270065308
265,1.7174071073532104,1.5585803985595703
266,1.7107104063034058,1.5507960319519043
267,1.7096104621887207,1.5401206016540527
268,1.738671898841858,1.532320261001587
269,1.7006200551986694,1.554300308227539
270,1.7357348203659058,1.5554664134979248
271,1.7610905170440674,1.5767707824707031
272,1.703360676765442,1.5595316886901855
273,1.6827887296676636,1.5573434829711914
274,1.706358790397644,1.5561702251434326
275,1.7103253602981567,1.5312345027923584
276,1.7324978113174438,1.5512008666992188
277,1.6992120742797852,1.5624951124191284
278,1.7180430889129639,1.5370782613754272
279,1.6610125303268433,1.5246272087097168
280,1.7651091814041138,1.5975171327590942
281,1.7789431810379028,1.5780003070831299
282,1.6815539598464966,1.527235984802246
283,1.6927729845046997,1.5491344928741455
284,1.653616189956665,1.523966908454895
285,1.7071142196655271,1.528031349182129
286,1.7646738290786743,1.5592904090881348
287,1.7115917205810551,1.5327353477478027
288,1.7360780239105225,1.5428481101989746
289,1.6663389205932615,1.5133299827575684
290,1.7177832126617432,1.5325913429260254
291,1.697130799293518,1.5349997282028198
292,1.7004976272583008,1.532886028289795
293,1.7232784032821655,1.5532125234603882
294,1.7127594947814941,1.5432896614074707
295,1.7009817361831665,1.5258125066757202
296,1.6887931823730469,1.5229512453079224
297,1.7062243223190308,1.5354312658309937
298,1.7003549337387085,1.5154401063919067
299,1.665351152420044,1.5150235891342163
300,1.67239511013031,1.5023505687713623
