step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-rollout_corr/rollout_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-rollout_corr/rollout_ppl_step
158,1.745831847190857,1.483224630355835
159,1.809415578842163,1.5184686183929443
160,1.7054426670074463,1.4607245922088623
161,1.7549195289611816,1.4764024019241333
162,1.7439994812011719,1.4790593385696411
163,1.7236621379852295,1.4592902660369873
164,1.7305505275726318,1.4672755002975464
165,1.8228697776794431,1.4469490051269531
166,1.7220889329910278,1.4339584112167358
167,1.8059402704238892,1.4611812829971311
168,1.7125097513198853,1.4295766353607178
169,1.699357509613037,1.4152911901474
170,1.7826672792434692,1.442887783050537
171,1.7089027166366575,1.4250322580337524
172,1.7342324256896973,1.4384207725524902
173,1.7476799488067627,1.4337351322174072
174,1.7335646152496338,1.4093008041381836
175,1.7273404598236084,1.4366021156311035
176,1.7428058385849,1.4361333847045898
177,1.7406883239746094,1.442702293395996
178,1.7295353412628174,1.4373153448104858
179,1.71117103099823,1.4289910793304443
180,1.687307596206665,1.4251514673233032
181,1.7266851663589478,1.4410972595214844
182,1.7355053424835205,1.4317748546600342
183,1.7573935985565186,1.4305148124694824
184,1.7006059885025024,1.410879135131836
185,1.701528549194336,1.4292840957641602
186,1.7074376344680786,1.4101284742355351
187,1.7798758745193481,1.4320405721664429
188,1.7960304021835327,1.4339998960494995
189,1.6805415153503418,1.3917667865753174
190,1.763590931892395,1.4343692064285278
191,1.7360866069793701,1.4204705953598022
192,1.7205288410186768,1.4160513877868652
193,1.693297028541565,1.4073971509933472
194,1.7392048835754397,1.4218250513076782
195,1.7888438701629639,1.4434858560562134
196,1.7137517929077148,1.4202338457107544
197,1.7037885189056396,1.4032602310180664
198,1.7389771938323977,1.4317182302474976
199,1.683729887008667,1.4131637811660769
200,1.7233837842941284,1.4272735118865971
201,1.712831974029541,1.4168789386749268
202,1.7363808155059814,1.4495042562484741
203,1.7858535051345823,1.455254316329956
204,1.7688287496566772,1.457035779953003
205,1.785044550895691,1.4630208015441897
206,1.7519294023513794,1.4369919300079346
207,1.745789647102356,1.4476382732391355
208,1.7677186727523804,1.4626343250274658
209,1.7457982301712036,1.4764506816864014
210,1.757216453552246,1.4576029777526855
211,1.7509305477142334,1.4738523960113523
212,1.741154432296753,1.461788535118103
213,1.6712098121643066,1.4472688436508179
214,1.7143293619155884,1.4671592712402344
215,1.728445291519165,1.4739441871643066
216,1.732301950454712,1.4563814401626587
217,1.7131141424179075,1.4656962156295776
218,1.7723207473754885,1.5109528303146362
219,1.7602688074111938,1.4763569831848145
220,1.7412035465240479,1.4931395053863523
221,1.7551801204681396,1.489788293838501
222,1.7021400928497314,1.4972858428955078
223,1.711703896522522,1.497774600982666
224,1.7190600633621216,1.5003365278244019
225,1.7487848997116089,1.52079439163208
226,1.710856556892395,1.5098302364349363
227,1.7336632013320925,1.484439492225647
228,1.6913814544677734,1.4977306127548218
229,1.7333087921142578,1.5105429887771606
230,1.721299648284912,1.5057282447814941
231,1.744809627532959,1.5226439237594604
232,1.7581387758255005,1.5357661247253418
233,1.7087632417678833,1.4827673435211182
234,1.7700730562210083,1.5016690492630005
235,1.7674709558486938,1.5090603828430176
236,1.6926119327545166,1.4529869556427002
237,1.7083518505096436,1.4667651653289795
238,1.7182674407958984,1.4718501567840576
239,1.7493966817855835,1.4894412755966189
240,1.681998610496521,1.4603660106658936
241,1.7382073402404783,1.4682470560073853
242,1.720238208770752,1.4658163785934448
243,1.7638273239135742,1.5199174880981443
244,1.7532485723495483,1.497231364250183
245,1.7157680988311768,1.51372492313385
246,1.7249817848205566,1.5253171920776367
247,1.7257311344146729,1.5085444450378418
248,1.7107516527175903,1.511946678161621
249,1.72747802734375,1.5492366552352903
250,1.7340999841690063,1.5569391250610352
251,1.676256537437439,1.5164647102355957
252,1.744738221168518,1.5645503997802734
253,1.7361892461776731,1.568939447402954
254,1.6958929300308228,1.552390456199646
255,1.7353302240371704,1.563255786895752
256,1.7381281852722168,1.524560809135437
257,1.7208070755004885,1.5271785259246826
258,1.713012456893921,1.5286964178085327
259,1.7416712045669556,1.556738018989563
260,1.7543678283691406,1.559171438217163
261,1.7318572998046875,1.5472618341445925
262,1.6823241710662842,1.5113658905029297
263,1.6795735359191897,1.5626391172409058
264,1.7301983833312988,1.5472030639648438
265,1.7167302370071411,1.5578902959823608
266,1.709981083869934,1.550149917602539
267,1.7088873386383057,1.539441704750061
268,1.7378709316253662,1.5315955877304075
269,1.6999473571777344,1.5535995960235596
270,1.7350976467132568,1.5547553300857544
271,1.7603305578231812,1.576096534729004
272,1.7026103734970093,1.558845043182373
273,1.6821719408035278,1.5566550493240356
274,1.7056622505187988,1.5554821491241455
275,1.7095963954925537,1.5305933952331543
276,1.7317728996276855,1.550550937652588
277,1.6985081434249878,1.561880111694336
278,1.7173694372177124,1.5363726615905762
279,1.660348653793335,1.5239499807357788
280,1.7643710374832149,1.596754550933838
281,1.778192400932312,1.5773589611053471
282,1.6808799505233765,1.5265852212905884
283,1.692046880722046,1.5484702587127686
284,1.6529511213302612,1.5233021974563599
285,1.7064917087554932,1.5274039506912231
286,1.7638592720031738,1.5585931539535522
287,1.7108575105667114,1.532071828842163
288,1.7353993654251099,1.5422487258911133
289,1.6656447649002075,1.5127530097961426
290,1.7171299457550049,1.5319799184799194
291,1.6964240074157717,1.5343379974365234
292,1.6997883319854736,1.5322202444076538
293,1.7225408554077148,1.5526061058044434
294,1.712003469467163,1.5425933599472046
295,1.7002230882644649,1.5251315832138062
296,1.6880826950073242,1.5223301649093628
297,1.7055130004882812,1.5348107814788818
298,1.6996288299560551,1.5147825479507446
299,1.6646825075149536,1.514413833618164
300,1.6717419624328609,1.5017290115356443
