step,deepseek1.5b_sync_8gpu_lr3e-6-actor/entropy_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-actor/entropy_step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-actor/entropy_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-actor/entropy_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-actor/entropy_step,deepseek1.5b_sync_8gpu_lr5e-6-actor/entropy_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-actor/entropy_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-actor/entropy_step,deepseek1.5b_fa_partial_lr1e-6-actor/entropy_step,deepseek1.5b_fa_partial_lr1e-5-actor/entropy_step,deepseek1.5b_sync_lr1e-5-actor/entropy_step,deepseek1.5b_sync_lr1e-6-actor/entropy_step
20,,0.6329424381256104,0.635726809501648,0.47831371426582336,,0.5015507340431213,,8.337108444709044,0.642268180847168,0.545525312423706,0.476461261510849,0.6576676368713379
21,0.5063900351524353,0.5911800265312195,,0.46239790320396423,0.6120635867118835,0.493670254945755,1.360837697982788,9.7277236027377,0.6525729298591614,0.6105329990386963,0.472739040851593,0.6518266797065735
22,,0.5662609338760376,0.5796399712562561,0.41958120465278625,0.5650008916854858,0.44982579350471497,1.4077174663543701,10.566492268672356,0.6198071837425232,0.5407155156135559,0.4160642623901367,0.5904058814048767
23,,0.59129798412323,0.5715405344963074,0.4322802424430847,,0.4743198156356811,1.2879842519760132,11.434571825540983,0.6241330504417419,0.6061422824859619,0.4585677981376648,0.6205952167510986
24,0.4662864208221435,0.5747504830360413,0.6351357102394104,0.4262346029281616,0.5682306885719299,0.48047691583633423,1.9831693172454832,11.622480777899424,0.6285080313682556,0.5600202679634094,0.4277559220790863,0.6109815239906311
25,0.44284936785697937,0.5564141273498535,0.6404309868812561,0.3938193619251251,,,1.8524184226989744,11.705767090503986,0.6402713060379028,0.609302282333374,0.39117175340652466,0.5693325400352478
26,0.4557106792926788,0.5579364895820618,0.5569313764572144,0.3932432532310486,,,,11.752677138035114,0.6016078591346741,0.5699183344841003,0.3917386531829834,0.5769062042236328
27,0.46159765124320984,0.5658007264137268,,,,,,,0.5947355031967163,0.5693268775939941,0.400414764881134,0.6057898998260498
28,0.46448320150375366,,0.6201624870300293,0.3903794586658478,0.5590562224388123,0.46016189455986023,2.7014219760894775,11.813043693701426,0.6353918313980103,0.6011704802513123,0.3750082850456238,0.5971689820289612
29,0.4461168050765991,0.5179705619812012,,0.37604227662086487,0.5208948850631714,0.4457777738571167,2.686168909072876,11.835002339404562,0.608837366104126,0.5630483627319336,0.3605931103229522,0.5758752226829529
30,0.4354957342147827,0.5339201092720032,0.5770379304885864,0.3679702579975128,0.5699508786201477,,4.469458103179932,11.847305606912684,0.6402152180671692,0.5914270281791687,0.35858315229415894,0.5412008762359619
31,,,0.5347524285316467,0.3747399151325226,0.5026451945304871,0.4502620995044708,3.917383909225464,11.857528972625731,0.5753320455551147,0.5503195524215698,0.3706815242767334,0.5675458908081055
32,0.4367945194244385,0.5161570906639099,0.5895385146141052,0.35963451862335205,0.5231738090515137,0.4283958375453949,,11.863995855504816,0.6180636286735535,0.5566487312316895,0.3301084637641907,0.5589937567710876
33,0.4543302655220032,0.5248674750328064,0.6088510751724243,0.3609560430049896,0.5326153039932251,0.44302767515182495,,11.867760951178417,0.6169919371604919,0.5595038533210754,0.3506849706172943,0.5549735426902771
34,0.4556337594985962,0.5196263194084167,0.5447478890419006,0.359094500541687,0.5332216620445251,0.4396535456180573,3.677377700805664,,0.5779872536659241,0.5762602686882019,0.3428536355495453,0.5467654466629028
35,,,0.5566828846931458,0.33901047706604004,0.5280454754829407,0.4161090850830078,,11.87710962976728,0.593916654586792,0.5376039147377014,0.3233063817024231,0.5426963567733765
36,0.44342443346977234,0.5328288078308105,0.538709282875061,0.3482785224914551,0.5043851137161255,,,,0.5563727617263794,0.522772490978241,0.3332132399082184,0.5448501110076904
37,0.4229104220867157,0.4683644473552704,0.5494505763053894,0.327250212430954,0.5200136303901672,0.4101311862468719,4.105651378631592,,0.5760648846626282,0.5243586897850037,0.3130636513233185,0.5070177316665649
38,0.42716068029403687,0.4904666841030121,0.5516189336776733,0.3302914500236511,0.5272256135940552,0.41685250401496887,4.474418640136719,11.884690248966216,0.5818443894386292,0.5417259931564331,0.3267708718776703,0.5341444611549377
39,0.43375420570373535,0.4865149259567261,0.5350874066352844,0.32595276832580566,0.5153390765190125,0.41655561327934265,,11.888138499753229,0.5754148960113525,0.5220512747764587,0.3238498568534851,0.5324174165725708
40,0.4169069528579712,0.45431289076805115,0.5181028246879578,0.30830153822898865,0.49911820888519287,,3.612854480743408,,0.5571414232254028,0.5138649940490723,0.3071254789829254,0.5125487446784973
41,0.44256341457366943,0.4593919515609741,0.5425959229469299,0.3228413164615631,0.5307056307792664,0.41373637318611145,4.434045791625977,,0.5845634341239929,0.5309513211250305,0.3262102007865906,0.5298706889152527
42,0.41357457637786865,0.4154743254184723,0.5432448387145996,0.29965782165527344,0.528746485710144,0.3976267874240875,4.227287292480469,11.893916842184568,0.5675982236862183,0.5183719396591187,0.3000373840332031,0.49258705973625183
43,0.40703633427619934,0.4149070382118225,0.5550005435943604,,0.5358258485794067,0.3943987190723419,4.441061973571777,11.89474093914032,0.5887466073036194,0.5205907225608826,0.28954464197158813,0.4795666038990021
44,0.4082796275615692,0.392084687948227,0.5211858749389648,0.2934097647666931,0.5325383543968201,0.40779465436935425,4.894155979156494,11.89573620666157,0.5884291529655457,0.53525710105896,0.2894722521305084,0.4717687368392944
45,0.407551109790802,0.4132768511772156,0.5088944435119629,0.3024127781391144,0.5291191935539246,0.41408419609069824,5.928603172302246,11.896769054234028,0.5914134979248047,0.5110920071601868,0.2943164110183716,0.4866221249103546
46,0.4034382104873657,0.37620022892951965,0.5368029475212097,0.29666003584861755,0.5037499666213989,0.40574347972869873,6.758941173553467,11.898773405700922,0.5426707863807678,0.5088300108909607,0.26964735984802246,0.4814755320549011
47,0.3886322677135467,0.36582908034324646,0.5304866433143616,,0.5099014639854431,0.3814204931259155,7.1126508712768555,,0.5483981370925903,0.5106061100959778,0.2720180153846741,0.4675793945789337
48,0.4087047576904297,0.37869468331336975,0.45466846227645874,0.2919863760471344,0.5010765790939331,0.3882872760295868,7.880090713500977,11.901615651030289,0.5320950746536255,0.4746776521205902,0.2756884694099426,0.47703638672828674
49,0.38352805376052856,0.37854763865470886,0.4695228636264801,0.2733256220817566,0.5006040334701538,,8.788018226623535,11.90233409145604,0.5259221196174622,0.486581951379776,0.2567760944366455,0.4647915065288544
50,0.3845833837985992,0.35598698258399963,0.5271382331848145,0.27653005719184875,0.5110838413238525,0.3635675311088562,9.16949462890625,11.900936613912169,0.5569332838058472,0.5149069428443909,0.2503221035003662,0.4652249217033386
51,0.368112713098526,0.34397175908088684,0.5192714333534241,0.26049280166625977,0.5039551854133606,0.3367186486721039,9.056243896484377,11.899833199523744,0.5322001576423645,0.4932398796081543,0.2508738934993744,0.4388807713985443
52,0.36635276675224304,0.3506993055343628,0.45534420013427734,0.25727578997612,0.510189414024353,0.3319033682346344,9.036199569702148,11.903704316843124,0.5558433532714844,0.5043866038322449,0.2397087961435318,0.4359629452228546
53,0.3770146369934082,0.343097984790802,0.4335254728794098,0.2640139162540436,0.47480636835098267,0.33328792452812195,9.348651885986328,11.905191929444022,0.5017452836036682,0.4786010682582855,0.2464773505926132,0.4538637399673462
54,0.38888034224510193,0.3622726202011109,0.5093978643417358,0.2750316262245178,0.4971682131290436,0.34050068259239197,9.56417179107666,11.905504043285664,0.5282479524612427,0.4958729445934296,0.2564500570297241,0.4691300690174103
55,0.3882350027561188,0.3692844808101654,0.4947780668735504,0.2780902087688446,0.4698407649993897,0.34410732984542847,10.342340469360352,11.905212906690744,0.5088739395141602,0.4635103642940521,0.262154221534729,0.4516614079475403
56,0.3862508833408356,0.3562186360359192,0.415836900472641,0.28181296586990356,0.48112770915031433,0.34807756543159485,10.891993522644045,11.906399567921955,0.5223038792610168,0.470799058675766,0.2545906901359558,0.4680236876010895
57,0.3650060296058655,0.34286975860595703,0.42405131459236145,0.2671172022819519,0.4719381332397461,0.3286462724208832,11.311725616455078,11.908166491068329,0.4958099722862244,0.4728939235210418,0.25218111276626587,0.4607136845588684
58,0.3572043478488922,0.3498779535293579,0.4716261625289917,0.26117032766342163,0.4720631539821625,0.33052799105644226,11.618612289428713,11.90661244852501,0.5221238732337952,0.4836016297340393,0.24420931935310364,0.4509621858596802
59,0.33994024991989136,0.32843679189682007,0.4483742117881775,0.2583285868167877,0.44054746627807617,0.31580427289009094,11.73471736907959,11.900094771871762,0.4925817549228668,0.4452790319919586,0.23285862803459167,0.42971158027648926
60,0.366808146238327,0.35957664251327515,0.3962838053703308,0.2712048888206482,0.46737200021743774,0.34161391854286194,11.756584167480469,,0.515985369682312,0.4653704762458801,0.2574881315231323,0.47075000405311584
61,0.34967872500419617,0.353609174489975,0.3892383277416229,0.265495628118515,0.4531843364238739,0.3164876401424408,11.773918151855469,11.908644768427004,0.4815605878829956,0.44629937410354614,0.2500627338886261,0.4460327923297882
62,0.34685444831848145,0.3433685004711151,0.4604387879371643,0.2613618075847626,0.4616527557373047,0.307463139295578,11.786190032958984,11.909472496345126,0.503354012966156,0.44841906428337097,0.2354346215724945,0.4454841017723083
63,0.325690358877182,0.33259129524230957,0.4285403490066528,0.24916276335716248,0.4492426812648773,0.2801729142665863,11.799601554870604,11.908224650498097,0.4826133847236634,0.45539993047714233,0.2306189090013504,0.4214909076690674
64,0.3426002562046051,0.3443862795829773,0.3920406103134155,0.26781603693962097,0.4545529782772064,0.30554452538490295,11.810616493225098,11.91058977161135,0.503985583782196,0.4430265724658966,0.24258042871952057,0.4468412101268768
65,0.3148682415485382,0.32099124789237976,0.39564135670661926,0.24334749579429624,0.4495862126350403,0.2875683605670929,11.819070816040039,11.910876892763993,0.4934666156768799,0.4406367838382721,0.2237589806318283,0.41654786467552185
66,0.309038907289505,0.3151361048221588,0.44750261306762695,0.23688852787017825,0.44755819439888,0.28360962867736816,11.826496124267578,11.910112325487466,0.4884099960327149,0.4466264545917511,0.21381381154060364,0.41802823543548584
67,0.3219648003578186,0.29874297976493835,0.4242769181728363,0.243125319480896,0.43732950091362,0.2871568202972412,11.83145809173584,11.911416156538602,0.4787704348564148,0.4156781733036041,0.2243176102638245,0.4340672492980957
68,0.2910974621772766,0.2785649001598358,0.3720991313457489,0.22546519339084625,0.4455615282058716,0.2561566233634949,11.834643363952637,11.912032892927527,0.4839371740818024,0.44005143642425537,0.1918792575597763,0.39859849214553833
69,0.30289822816848755,0.2782002091407776,0.3486126959323883,0.2257830649614334,0.41663017868995667,0.2588457465171814,11.83620834350586,11.910823261151547,0.4621986150741577,0.4129054546356201,0.1966744065284729,0.4037773311138153
70,0.3005484342575073,0.30321547389030457,0.4029149115085602,0.21748404204845428,0.4215153157711029,0.25730305910110474,11.838032722473145,11.913006929556529,0.46194735169410706,0.4075290262699127,0.19803132116794583,0.4122801423072815
71,0.3089624047279358,0.3169521391391754,0.4047850966453552,0.22695595026016235,0.42848384380340576,0.2703794240951538,11.840181350708008,11.912854675323732,0.4502361118793487,0.40623366832733154,0.21320705115795135,0.42992451786994934
72,0.3240663707256317,0.3261968791484833,0.3439967632293701,0.2353262156248093,0.43260252475738525,0.268952876329422,11.846179008483888,11.91103958692707,0.4603005051612854,0.4128629267215729,0.2185174971818924,0.44024407863616943
73,0.30166879296302795,0.28988802433013916,0.3969593346118927,0.2105294764041901,0.43816909193992615,0.2569260597229004,11.852136611938477,11.915081288665531,0.48856237530708313,0.4293973445892334,0.19693970680236816,0.4131548106670379
74,0.28796935081481934,0.31645745038986206,0.444545716047287,0.20541556179523468,0.4371812343597412,0.24834145605564115,11.855250358581545,11.908203403739368,0.4728782176971435,0.43492135405540466,0.19576632976531985,0.4035441875457764
75,0.2893051207065582,0.3014757037162781,0.44517797231674194,0.20680734515190125,0.4280661940574646,0.24427829682826996,11.859607696533203,11.91236976665609,0.494588166475296,0.4327164888381958,0.198811799287796,0.39955031871795654
76,0.3077652156352997,0.30101826786994934,0.36197200417518616,0.21326501667499545,0.4321333169937134,0.2605952024459839,11.863564491271973,11.909435859946315,0.4534105658531189,0.41682955622673035,0.20305214822292328,0.4215649366378784
77,0.27331557869911194,0.2873363196849823,0.3421535789966583,0.19115173816680908,0.397343397140503,0.23730362951755524,11.86638069152832,11.905844430128733,0.4556465148925781,0.4135122001171112,0.1842583417892456,0.3906001150608063
78,0.27844613790512085,0.2965148091316223,0.4387493133544922,0.19562022387981415,0.4169718027114868,0.23728246986865997,11.867406845092772,11.902452290058136,0.4669244587421417,0.4234920144081116,0.18443317711353305,0.40435680747032166
79,0.2876301109790802,0.32658058404922485,0.42323267459869385,0.20264014601707456,0.4246748089790344,0.23759476840496063,11.866395950317385,11.907280878587205,0.46031999588012695,0.4204317629337311,0.18865519762039185,0.40888339281082153
80,0.27416399121284485,0.31263047456741333,0.34757110476493835,0.18978551030158997,0.405129998922348,0.22829017043113708,11.866016387939451,11.911435408251624,0.4514886736869812,0.39898350834846497,0.17712324857711792,0.3937312960624695
81,0.2730405330657959,0.3176271617412567,0.3439716398715973,0.1937478482723236,0.4104460179805755,0.22787365317344663,11.86845874786377,11.912476760499615,0.45402148365974426,0.39629387855529785,0.17715395987033844,0.3905996084213257
82,0.28386446833610535,0.3118654489517212,0.3828132450580597,0.19717532396316528,0.39155539870262146,0.23766839504241943,11.871249198913574,11.913427300569488,0.4248170852661133,0.37044790387153625,0.18178506195545197,0.40162354707717896
83,0.27668076753616333,0.3108479678630829,0.39558088779449463,0.19618143141269684,0.4447133541107178,0.22591571509838104,11.87467098236084,11.913957352223605,0.46557363867759705,0.4129171371459961,0.1845497339963913,0.39107975363731384
84,0.26636460423469543,0.2938222587108612,0.35560479760169983,0.18267640471458435,0.41618871688842773,0.2243139445781708,11.876319885253906,11.913588778539138,0.457485169172287,0.4012430608272553,0.17031700909137726,0.38792169094085693
85,0.26865753531455994,0.28972554206848145,0.31229713559150696,0.19374270737171173,0.3988456726074219,0.2163594216108322,11.87806224822998,11.912438982411436,0.4343871474266052,0.3668040931224823,0.1747615784406662,0.3868795335292816
86,0.26588135957717896,0.28244492411613464,0.3999483585357666,0.18782658874988556,0.4039961099624634,0.22375722229480743,11.880597114562988,11.914004696740044,0.4354594647884369,0.38839542865753174,0.17634329199790957,0.3844226598739624
87,0.26141950488090515,0.2886126637458801,0.39069604873657227,0.191238135099411,0.41292959451675415,0.2199125736951828,11.88066864013672,11.915109564860662,0.446209192276001,0.3931533098220825,0.16874781250953674,0.37069472670555115
88,0.25196364521980286,0.3044452369213104,0.37163421511650085,0.18235579133033752,0.41128063201904297,0.208864226937294,11.880160331726074,11.91582237780094,0.4501951038837433,0.3935653865337372,0.1673021912574768,0.3717766404151917
89,0.2451593577861786,0.2873334586620331,0.3846510350704193,0.17921459674835205,0.40414637327194214,0.20254835486412048,11.881213188171388,11.91661284999414,0.4352621138095856,0.3923085629940033,0.16377496719360352,0.36757341027259827
90,0.24864792823791504,0.26689767837524414,0.4279042184352875,0.17484857141971588,0.4012172222137451,0.20287804305553436,11.880979537963867,11.917067497968674,0.4359871447086334,0.3806037306785583,0.15671515464782715,0.356905072927475
91,0.25029340386390686,0.27537012100219727,0.4370734095573426,0.1795228123664856,0.4034831523895264,0.20168815553188324,11.884450912475586,11.917234344302484,0.4362948834896088,0.3909835517406464,0.1625792235136032,0.3677775263786316
92,0.24597835540771484,0.26761502027511597,0.3723104894161224,0.1762641966342926,0.3879998028278351,0.19645929336547852,11.885985374450684,11.917084055918234,0.4256844818592071,0.36264902353286743,0.16033408045768738,0.363199770450592
93,0.25231119990348816,0.2739778757095337,0.34059640765190125,0.17126011848449707,0.3805956542491913,0.20163239538669583,11.887456893920898,11.917337477207184,0.4144120514392853,0.3586244285106659,0.17145660519599917,0.3742074966430664
94,0.25189027190208435,0.25931867957115173,0.44581273198127747,0.17686842381954193,0.388926237821579,0.1981400102376938,11.889530181884766,11.917583009371391,0.4319379329681397,0.36058446764945984,0.16805711388587952,0.3720463216304779
95,0.23696257174015045,0.269773930311203,0.4077591896057129,0.1636386513710022,0.3738918602466583,0.18831034004688263,11.889479637145996,11.918042367359376,0.4158957004547119,0.3531874716281891,0.15460537374019623,0.35498523712158203
96,0.22069711983203888,0.26044005155563354,0.3878851234912872,0.16537708044052124,0.3870287537574768,0.17639882862567902,11.888765335083008,11.918331680474456,0.43498945236206055,0.35200485587120056,0.154554083943367,0.3413742184638977
97,0.2394871562719345,0.2728528082370758,0.39654672145843506,0.17436763644218445,0.3784611225128174,0.18905802071094513,11.889095306396484,11.918175487682737,0.4291698932647705,0.34687939286231995,0.16217586398124695,0.3638596534729004
98,0.2454514056444168,0.25865936279296875,0.4552196264266968,0.16806472837924957,0.3777735233306885,0.18947675824165344,11.891338348388672,11.918302908278347,0.4164544045925141,0.35674208402633667,0.15446488559246063,0.3660513162612915
99,0.2200895994901657,0.25717562437057495,0.4610844850540161,0.16227810084819794,0.3656051456928253,0.17668263614177704,11.890847206115724,11.918698687986891,0.4272889196872711,0.35272881388664246,0.15003973245620728,0.35032811760902405
100,0.22754517197608948,0.2769014835357666,0.4096437990665436,0.16408643126487732,0.3602444529533386,0.17627540230751038,11.892077445983888,11.919019468899432,0.40894556045532227,0.3469817042350769,0.1473713517189026,0.34791919589042664
101,0.2243098020553589,0.254233181476593,0.3880081474781037,0.16393117606639862,0.3682059645652771,0.1721145659685135,11.894949913024902,11.919314569234848,0.4244149625301361,0.3552003502845764,0.15059667825698853,0.3466051518917084
102,0.23066769540309903,0.27287590503692627,0.4157296419143677,0.16349279880523682,0.35406503081321716,0.17748965322971344,11.894969940185549,11.91876076348126,0.4142281115055084,0.35332414507865906,0.1510888636112213,0.3569001257419586
103,0.21816471219062805,0.25223833322525024,0.4557477533817291,0.15188492834568024,0.3649144470691681,0.1589648574590683,11.896284103393556,11.91829376907672,0.4289630353450775,0.36083948612213135,0.14235171675682068,0.3289582431316376
104,0.22568251192569733,0.23925845324993136,0.3918144702911377,0.16236428916454315,0.3483104705810547,0.17470352351665497,11.89718532562256,11.919530679072652,0.4116382300853729,0.3490566313266754,0.14386169612407684,0.3445422649383545
105,0.22569838166236875,0.2489410638809204,0.41425058245658875,0.16376589238643646,0.35647052526474,0.1777149885892868,11.897929191589355,11.919748948017755,0.4174125492572784,0.34678828716278076,0.14617657661437988,0.3466649651527405
106,0.21244549751281736,0.2750050127506256,0.4059069752693176,0.15560966730117798,0.3504863679409027,0.17230704426765442,11.898683547973633,11.920017913464577,0.4077469408512115,0.34914103150367737,0.14725282788276672,0.3326931893825531
107,0.22034455835819244,0.25711479783058167,0.4475410580635071,0.16086630523204803,0.35278046131134033,0.17642535269260406,11.899785041809082,11.919443979407802,0.4175441563129425,0.34828728437423706,0.1482202112674713,0.3358607590198517
108,0.2112484872341156,0.2588985562324524,0.4362325668334961,0.1499444842338562,0.3396179676055908,0.16569747030735016,11.900501251220703,11.9178021454042,0.41666632890701294,0.3451310992240906,0.13941684365272522,0.3192313611507416
109,0.20640763640403748,0.268905907869339,0.4393673539161682,0.1428658664226532,0.34736987948417664,0.15678492188453674,11.901019096374512,11.919740523061444,0.41113606095314026,0.3267481327056885,0.13435113430023193,0.31088986992836
110,0.2090795487165451,0.2593950927257538,0.37660568952560425,0.1488727331161499,0.34718725085258484,0.16242827475070953,11.901315689086914,11.91994870826602,0.4158543348312378,0.352421373128891,0.14486362040042877,0.32025712728500366
111,0.21249613165855408,0.26215723156929016,0.3985058069229126,0.1508060097694397,0.3438079357147217,0.16676081717014313,11.902719497680664,11.920164187749227,0.4139770269393921,0.3313572406768799,0.14304926991462708,0.31594881415367126
112,0.20579947531223297,0.23582832515239716,0.4567201435565949,0.14521116018295288,0.3335719406604767,0.15595607459545135,11.90375518798828,11.917932094033084,0.4083785712718963,0.3281414210796356,0.13813982903957367,0.29927507042884827
113,0.21383437514305115,0.25274863839149475,0.4702808260917664,0.1467929184436798,0.3474658131599426,0.1635560244321823,11.904115676879885,11.91923867117974,0.43851596117019653,0.33957579731941223,0.14705853164196014,0.3082539141178131
114,0.1957793086767197,0.23102447390556335,0.3794457614421845,0.13558082282543182,0.34590408205986023,0.15060342848300934,11.904722213745115,11.920484556092156,0.4158082902431488,0.3389403223991394,0.1318824142217636,0.3008720576763153
115,0.1951596587896347,0.2356707602739334,0.4081695079803467,0.14182625710964203,0.3307940661907196,0.15289044380187988,11.904510498046877,11.920471597801557,0.3996586799621582,0.3268565833568573,0.13385477662086487,0.29613491892814636
116,0.19597004354000092,0.2574346959590912,0.4745275676250458,0.14219729602336884,0.3221592605113983,0.15847457945346832,11.90523910522461,11.920557430561852,0.39642390608787537,0.31987375020980835,0.13989882171154022,0.30720165371894836
117,0.18816250562667847,0.23194749653339383,0.487933874130249,0.13067901134490967,0.33442360162734985,0.1398877501487732,11.905083656311035,11.917527496814728,0.4162724316120148,0.34921756386756897,0.13149447739124298,0.2830909192562103
118,0.19400005042552948,0.2648308277130127,0.35509437322616577,0.14066554605960846,0.32227298617362976,0.15136036276817322,11.906146049499512,11.919167373110266,0.4067197740077973,0.319810152053833,0.13997069001197815,0.3022971749305725
119,0.19741684198379517,0.25085219740867615,0.40417951345443726,0.13916508853435516,0.3232817053794861,0.1473514586687088,11.906908988952637,11.92107918858528,0.3946995437145233,0.33917495608329773,0.13949036598205566,0.29135531187057495
120,0.18718987703323364,0.2418798804283142,0.6008834838867188,0.13756191730499268,0.3370891809463501,0.14105111360549927,11.907390594482422,11.921334100806195,0.411283016204834,0.3185608685016632,0.1385861486196518,0.28756362199783325
121,0.19444423913955688,0.2210189700126648,0.6126302480697632,0.14651548862457275,0.3313857316970825,0.14662735164165497,11.908029556274414,11.907914909294671,0.41782259941101074,0.3678198754787445,0.139761820435524,0.29361557960510254
122,0.175201877951622,0.225387379527092,0.41211020946502686,0.13253162801265717,0.32829660177230835,0.14013685286045074,11.90817165374756,11.919713465703856,0.4077387750148773,0.3445243537425995,0.12686628103256226,0.2749372124671936
123,0.18200920522212985,0.21493831276893616,0.441561222076416,0.13062413036823273,0.3228297531604767,0.14369280636310575,11.908279418945312,11.918672500654708,0.41616907715797424,0.3614862263202667,0.13262943923473358,0.2867695093154907
124,0.1729223132133484,0.2151284366846085,0.5511074662208557,0.12874624133110046,0.3274347186088562,0.1356026828289032,11.908771514892578,11.916712092764584,0.3971249461174011,0.34262388944625854,0.12131178379058838,0.27379924058914185
125,0.17848533391952515,0.2101748138666153,0.5528342127799988,0.1293492168188095,0.30141565203666687,0.13672930002212524,11.908815383911133,11.9157125216264,0.38168326020240784,0.3040553629398346,0.12572552263736725,0.28560104966163635
126,0.17572028934955597,0.21944452822208405,0.41859036684036255,0.12873154878616333,0.32870614528656006,0.1400592476129532,11.908790588378906,11.914565175771711,0.4104728102684021,0.3243139386177063,0.130980983376503,0.28305983543395996
127,0.16380566358566284,0.20486921072006223,0.44468042254447937,0.12455301731824876,0.3195975124835968,0.12902002036571503,11.909525871276855,11.91268711090088,0.3993549346923828,0.3222748935222626,0.12157614529132844,0.27119526267051697
128,0.16425664722919464,0.18952083587646484,0.5875604748725891,0.11847004294395448,0.30919647216796875,0.12692631781101227,11.90984058380127,11.911969525473458,0.3923705816268921,0.33576756715774536,0.120870403945446,0.2664547264575958
129,0.15763360261917114,0.22099368274211884,0.5782151818275452,0.1247021108865738,0.3283143937587738,0.13330557942390442,11.9100980758667,11.912742173671722,0.4081974327564239,0.33418506383895874,0.12273550033569336,0.26209157705307007
