step,deepseek1.5b_sync_8gpu_lr3e-6-actor/entropy_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-actor/entropy_step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-actor/entropy_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-actor/entropy_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-actor/entropy_step,deepseek1.5b_sync_8gpu_lr5e-6-actor/entropy_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-actor/entropy_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-actor/entropy_step,deepseek1.5b_fa_partial_lr1e-6-actor/entropy_step,deepseek1.5b_fa_partial_lr1e-5-actor/entropy_step,deepseek1.5b_sync_lr1e-5-actor/entropy_step,deepseek1.5b_sync_lr1e-6-actor/entropy_step
130,0.1615922600030899,0.2344389855861664,0.3890189826488495,0.1245487779378891,0.31551480293273926,0.12800650298595428,11.909842491149902,11.914651989936829,0.4150843918323517,0.3386405110359192,0.1265300810337067,0.26911088824272156
131,0.17069722712039948,0.2332030087709427,0.3994329869747162,0.1211509108543396,0.32971057295799255,0.1307453811168671,11.90933895111084,11.916070924355434,0.39775604009628296,0.32638123631477356,0.13117294013500214,0.2734750509262085
132,0.1556050330400467,0.2217008471488953,0.6119375824928284,0.1188548505306244,0.30440112948417664,0.12339072674512865,11.909850120544434,11.917154107242824,0.3864023685455322,0.30603450536727905,0.1252449005842209,0.2661842703819275
133,0.15444953739643097,0.24384145438671112,0.6511659622192383,0.11751248687505722,0.3194408118724823,0.11994882673025133,11.909330368041992,11.918110963545349,0.3967518508434296,0.3235161006450653,0.1270999014377594,0.25183728337287903
134,0.1556740701198578,0.2335025817155838,0.4241079092025757,0.11378287523984908,0.3038296699523926,0.12718062102794647,11.902450561523438,11.918542562529096,0.382578581571579,0.31902408599853516,0.1220414862036705,0.25227755308151245
135,0.16200794279575348,0.2421864718198776,0.42235881090164185,0.1175583079457283,0.31743383407592773,0.12380018830299376,11.889955520629885,11.91767984942386,0.4016968011856079,0.326452374458313,0.12682440876960754,0.26037755608558655
136,0.1643311232328415,0.25611305236816406,0.6968331336975098,0.11901887506246568,0.3144516944885254,0.124923974275589,11.900176048278809,11.917181172791649,0.38887089490890503,0.31039270758628845,0.1308036595582962,0.2678358256816864
137,0.14230868220329285,0.23917941749095917,0.6336208581924438,0.10901743173599245,0.2958945035934448,0.11062243580818176,11.90213394165039,11.9181791767478,0.3797661364078522,0.30948561429977417,0.1176406666636467,0.2289036512374878
138,0.1473676711320877,0.22054195404052737,0.4618840515613556,0.11093562096357346,0.3036341071128845,0.11401169747114182,11.903148651123049,11.91897382395608,0.3905154168605805,0.31843671202659607,0.11515695601701736,0.23032023012638092
139,0.16125251352787018,0.2500898241996765,0.4600187838077545,0.11757953464984894,0.3015333116054535,0.123699352145195,11.906807899475098,11.919074074218148,0.39543530344963074,0.3068227469921112,0.11956631392240524,0.2567649185657501
140,0.15598513185977936,0.2454615831375122,0.7047455310821533,0.11575482785701752,0.2966119647026062,0.12044312059879304,11.90895938873291,11.919449230035148,0.3790970742702484,0.2998099625110626,0.1241908073425293,0.24923358857631683
141,0.14508852362632751,0.2507495880126953,0.6360388398170471,0.1097555011510849,0.3028808832168579,0.11104456335306168,11.909778594970703,11.91999839440636,0.3842744529247284,0.30225834250450134,0.1162499487400055,0.2283097505569458
142,0.14927780628204346,0.2495795786380768,0.4324640035629273,0.11019311100244522,0.2848411500453949,0.1128380075097084,11.910335540771484,11.919942583726801,0.37290868163108826,0.28780367970466614,0.11299975216388702,0.22496749460697177
143,0.1430513560771942,0.2371930480003357,0.5004520416259766,0.10947558283805849,0.2923506200313568,0.1140383630990982,11.911242485046388,11.9199045868147,0.39251208305358887,0.29279646277427673,0.11748616397380827,0.23204976320266724
144,0.15677867829799652,0.22868603467941284,0.706397533416748,0.11469338089227676,0.27719777822494507,0.11729463934898376,11.911456108093262,11.920149862766266,0.3606297373771667,0.28655722737312317,0.12218839675188065,0.24120892584323883
145,0.14099286496639252,0.22617237269878387,0.6811642646789551,0.1066676303744316,0.29525482654571533,0.108292818069458,11.911499977111816,11.92039621770382,0.40252047777175903,0.28638172149658203,0.11828993260860445,0.21880918741226196
146,0.15192551910877228,0.25507286190986633,0.4347613453865051,0.11125927418470384,0.3010987639427185,0.11130218207836153,11.91139316558838,11.920795906673778,0.3948014676570892,0.2987942099571228,0.1178903728723526,0.2322661131620407
147,0.14362680912017822,0.2420702576637268,0.4559405744075775,0.11120046675205232,0.2805761992931366,0.10924868285655975,11.911995887756348,11.921208544917729,0.37064263224601746,0.27534323930740356,0.11679264903068542,0.22413134574890137
148,0.13728022575378418,0.23060709238052368,0.7496704459190369,0.10409809648990632,0.29049888253211975,0.1005806401371956,11.9121675491333,11.92119232416153,0.3847377300262451,0.2806119918823242,0.1127646267414093,0.21249112486839297
149,0.1329031139612198,0.2344135940074921,0.7566283345222473,0.10007814317941666,0.29107972979545593,0.09882928431034088,11.909844398498535,11.920918414592744,0.38200023770332336,0.2875000238418579,0.10899386554956436,0.20533517003059387
150,0.14300864934921265,0.2235205769538879,0.5496798157691956,0.10535667091608047,0.28744736313819885,0.10557788610458374,11.909344673156738,11.920926050706344,0.37507498264312744,0.2832307517528534,0.10915052890777588,0.21694572269916537
151,0.1400337517261505,0.24761144816875455,0.4443311989307403,0.10683050751686096,0.28360864520072937,0.10531441122293472,11.910585403442385,11.92107657952742,0.3703547716140747,0.27188190817832947,0.11961174756288528,0.21532641351222992
152,0.12783029675483704,0.22619031369686127,0.8043702840805054,0.09940017014741898,0.29296520352363586,0.09810203313827516,11.910161018371582,11.92162797125903,0.36705878376960754,0.2820202112197876,0.10542287677526474,0.20650456845760343
153,0.1326999068260193,0.25280559062957764,0.7085562944412231,0.10309965163469316,0.28048351407051086,0.1008315235376358,11.909819602966309,11.921997765700022,0.37430939078330994,0.27459755539894104,0.10857108980417252,0.2012282162904739
154,0.13623884320259094,0.2374086081981659,0.5001832842826843,0.09938998520374298,0.2626652419567108,0.10010043531656264,11.910394668579102,11.922176378113884,0.3587748408317566,0.26050859689712524,0.10927355289459229,0.2020310014486313
155,0.13630691170692444,0.2195737659931183,0.4838168621063232,0.10208278894424438,0.28350284695625305,0.10355238616466522,11.90999698638916,11.922082969775566,0.3737142086029053,0.2881620228290558,0.10878363996744156,0.20205862820148468
156,0.13076789677143097,0.24209122359752655,0.8828667998313904,0.09779909253120422,0.2810342609882355,0.0985001027584076,11.909979820251465,11.922022562760572,0.3654138743877411,0.26496273279190063,0.10526648163795473,0.1947448253631592
157,0.13356751203536987,0.257284015417099,0.7923712730407715,0.10060632228851318,0.2790289521217346,0.1011197715997696,11.911304473876951,11.921450429237806,0.36536628007888794,0.2751390337944031,0.10681100189685822,0.20124982297420504
158,0.13096556067466736,0.2546473741531372,0.4764938950538635,0.0991818755865097,0.27508360147476196,0.09953783452510834,11.910896301269531,11.921765115796305,0.3738197088241577,0.26362356543540955,0.09920557588338852,0.19600538909435272
159,0.14200562238693237,0.26948386430740356,0.5356960892677307,0.1055224910378456,0.2852880358695984,0.10595934838056564,11.909891128540039,11.922527652520401,0.3769635558128357,0.27057820558547974,0.1079978421330452,0.20335638523101807
160,0.1254943311214447,0.2766037881374359,0.6734789609909058,0.0990823209285736,0.2738179564476013,0.09692242741584778,11.909841537475586,11.922660571557504,0.36136144399642944,0.2662082016468048,0.10094260424375534,0.18368250131607056
161,0.12834247946739197,0.2657961845397949,0.7129726409912109,0.09601765871047974,0.27774256467819214,0.09861914068460464,11.90941047668457,11.92255610433118,0.35836949944496155,0.26345911622047424,0.1005241647362709,0.18716059625148773
162,0.12836575508117676,0.29079052805900574,0.388118714094162,0.10113712400197984,0.2855433225631714,0.10295798629522324,11.908534049987791,11.92247313040274,0.36895522475242615,0.2776642441749573,0.1003718003630638,0.18814946711063385
163,0.1263810396194458,0.28890684247016907,0.656728208065033,0.10178354382514954,0.2811870574951172,0.0963067263364792,11.907444953918455,11.92263814917317,0.3860418498516083,0.27617254853248596,0.0991092398762703,0.17860500514507294
164,0.12665532529354095,0.2820303440093994,1.0567612648010254,0.09901037067174911,0.2701801359653473,0.09873518347740172,11.906953811645508,11.922948982034413,0.3703980445861816,0.28131741285324097,0.10211537778377532,0.18566836416721344
165,0.12405207753181458,0.3004823327064514,1.058448314666748,0.09879498183727264,0.2711409032344818,0.10035429894924164,11.905582427978516,11.923165078820851,0.3646266162395478,0.27036207914352417,0.10703681409358978,0.18246963620185852
166,0.1180492341518402,0.2852743864059448,0.731730043888092,0.09701382368803024,0.251857191324234,0.09310000389814375,11.904062271118164,11.923040028413135,0.3496093153953552,0.2673172652721405,0.10058829933404922,0.1730609834194183
167,0.12309470772743224,0.2955189347267151,0.8246247172355652,0.10083211213350296,0.2720509469509125,0.0961396023631096,11.902216911315918,11.922297370433808,0.358331561088562,0.26048654317855835,0.10281990468502045,0.1821456402540207
168,0.1182360127568245,0.3210143446922302,0.9305282235145568,0.0950002446770668,0.2529366910457611,0.09277743846178056,11.901835441589355,11.922129134337109,0.35490936040878296,0.2650868892669678,0.10513635724782944,0.16874124109745026
169,0.11393431574106216,0.28244495391845703,0.8001995086669922,0.09107206016778946,0.27084872126579285,0.09244538843631744,11.903448104858398,11.922738384782225,0.34386909008026123,0.25261032581329346,0.1000434011220932,0.15791986882686615
170,0.11630165576934814,0.29647669196128845,0.517032265663147,0.09812169522047044,0.2441442310810089,0.0949624478816986,11.905176162719728,11.923021654287972,0.35812750458717346,0.2761639952659607,0.10612694919109344,0.17154070734977722
171,0.10982919484376907,0.325463205575943,0.6471981406211853,0.09348850697278976,0.265815407037735,0.09072289615869522,11.906774520874023,11.92342693959513,0.3492819666862488,0.2565155625343323,0.10036487132310867,0.15759436786174774
172,0.11224386096000671,0.31890103220939636,1.03930401802063,0.09500197321176528,0.2527706027030945,0.09057794511318208,11.908270835876465,11.923457066829387,0.36144134402275085,0.26681679487228394,0.10387082397937776,0.16101564466953278
173,0.11215429753065108,0.31027349829673767,0.9541045427322388,0.09323393553495408,0.26486629247665405,0.09164560586214066,11.90929889678955,11.922649612932494,0.35109713673591614,0.2542641758918762,0.09680957347154616,0.16078685224056244
174,0.10646848380565643,0.33142200112342834,0.6529799699783325,0.08936677128076553,0.25162920355796814,0.08936560153961182,11.91006851196289,11.921807475628391,0.3496744930744171,0.25203239917755127,0.09574496746063232,0.15122327208518982
175,0.1093546897172928,0.31198447942733765,0.7344035506248474,0.09553871303796768,0.26234790682792664,0.09531965106725691,11.910771369934082,11.923075636879345,0.3454914689064026,0.262366384267807,0.09935282170772552,0.15631334483623505
176,0.11122602969408037,0.2978805899620056,1.0657711029052734,0.0925426110625267,0.2608151435852051,0.0895424410700798,11.910809516906738,11.923653919850626,0.3536895513534546,0.26592400670051575,0.09606066346168518,0.1576848328113556
177,0.112168587744236,0.29550522565841675,1.028028130531311,0.0935511514544487,0.24568328261375427,0.08896805346012115,11.911442756652832,11.923592358827593,0.3312978744506836,0.2571936547756195,0.09386780112981796,0.1514011025428772
178,0.10793103277683258,0.3134708106517792,0.6950315833091736,0.09132783114910126,0.2549627721309662,0.0878714844584465,11.911730766296388,11.923757869805865,0.34712886810302734,0.2381758093833923,0.09555631130933762,0.1463867574930191
179,0.10544232279062273,0.2993846833705902,0.6635266542434692,0.08992322534322739,0.253048300743103,0.08359571546316147,11.91146469116211,11.923324512712885,0.3440242409706116,0.2588554620742798,0.08811919391155243,0.1408456414937973
180,0.10183318704366684,0.28572455048561096,0.835985541343689,0.08992960304021835,0.25855308771133423,0.0838625431060791,11.911255836486816,11.923009291527764,0.34223097562789917,0.2573319375514984,0.09247718006372452,0.1364453136920929
181,0.1056067869067192,0.3096938729286194,0.8224805593490601,0.09440311044454576,0.2581164836883545,0.08908093720674515,11.911249160766602,11.92399235886912,0.347148060798645,0.27024444937705994,0.09775646030902864,0.14611218869686127
182,0.09979048371315002,0.2879497706890106,0.5991473197937012,0.08825433999300003,0.2672206461429596,0.0845722109079361,11.911059379577637,11.924278546893408,0.3479970395565033,0.2757021486759186,0.09286923706531525,0.14290452003479004
183,0.0999450609087944,0.2850160002708435,0.7212517261505127,0.08741500228643417,0.25854822993278503,0.08475285023450851,11.910680770874023,11.92441014990662,0.35546478629112244,0.2846210300922394,0.09063883125782012,0.14051108062267303
184,0.09946133196353912,0.2751384675502777,0.8036163449287415,0.09040834754705428,0.2492109388113022,0.0847872942686081,11.911031723022461,11.92387637807362,0.3346954882144928,0.25180983543395996,0.08704600483179092,0.1415019929409027
185,0.1010659635066986,0.283189594745636,0.7451336979866028,0.09279157221317293,0.2505961060523987,0.08664676547050476,11.911731719970703,11.922763315114109,0.33719393610954285,0.2554660737514496,0.09138063341379166,0.1363951414823532
186,0.09762165695428848,0.28820565342903137,0.6634923219680786,0.09115779399871826,0.24786338210105896,0.08687815070152283,11.912128448486328,11.924053244292736,0.3340698480606079,0.25350767374038696,0.08880160003900528,0.13943392038345337
187,0.10196096450090408,0.30156877636909485,0.7287344932556152,0.09294740855693816,0.2543545663356781,0.0871431902050972,11.912461280822754,11.924333075978865,0.3419096767902374,0.25260114669799805,0.09346432983875276,0.1400725096464157
188,0.0990617647767067,0.3034040033817291,0.8131059408187866,0.09057259559631348,0.23921315371990204,0.08667684346437454,11.912609100341797,11.924528278521638,0.3332003057003021,0.23898418247699735,0.0905383676290512,0.13430717587471008
189,0.093001089990139,0.30082136392593384,0.7869464159011841,0.08671566098928452,0.24848710000514984,0.08044368773698807,11.913152694702148,11.924037202316171,0.3343184292316437,0.25673872232437134,0.08224286884069443,0.1209489107131958
190,0.09682966768741608,0.30895140767097473,0.6638984680175781,0.09112832695245744,0.26012662053108215,0.08937729150056839,11.913362503051758,11.923348801977497,0.34567075967788696,0.25142237544059753,0.09241220355033876,0.13293205201625824
191,0.0968119204044342,0.30565938353538513,0.7053419351577759,0.08921641111373901,0.24302151799201965,0.08385217934846878,11.91319751739502,11.923545678456623,0.3349248766899109,0.24451440572738647,0.09237036108970642,0.1262956261634827
192,0.09224823117256165,0.28694868087768555,0.7683417201042175,0.08605742454528809,0.23687054216861725,0.08345380425453186,11.91348361968994,11.92446105407946,0.3241299092769623,0.2530176043510437,0.08552904427051544,0.12137223780155182
193,0.09387251734733582,0.2781859040260315,0.7488519549369812,0.08923313021659851,0.24037572741508484,0.08304829895496368,11.913267135620115,11.92451191123794,0.3391410708427429,0.24761919677257535,0.0862097293138504,0.12579438090324402
194,0.09396576136350632,0.2764473259449005,0.525600254535675,0.08635496348142624,0.23133188486099243,0.08452705293893814,11.913287162780762,11.923592576209236,0.31218820810317993,0.2308676540851593,0.0867026075720787,0.11937543749809264
195,0.09736812859773636,0.2660987079143524,0.6167764663696289,0.09128544479608536,0.25089535117149353,0.0872235968708992,11.913360595703123,11.923304348280936,0.34128206968307495,0.2542096674442291,0.08827877789735794,0.12855975329875946
196,0.0943463072180748,0.254833847284317,0.7236786484718323,0.08642591536045074,0.24498499929904935,0.08433450013399124,11.91341495513916,11.924578984578451,0.3351614475250244,0.25852108001708984,0.08728501945734024,0.11871082335710526
197,0.09042208641767502,0.2676248550415039,0.742333710193634,0.0856444388628006,0.23906010389328003,0.08040905743837357,11.91368293762207,11.924844339712342,0.3358064889907837,0.24011476337909696,0.08019055426120758,0.11469921469688416
198,0.09291142970323564,0.2844705581665039,0.5451209545135498,0.08549249917268753,0.23645079135894775,0.08315853029489517,11.913939476013184,11.92487952463767,0.322467178106308,0.23911389708518985,0.08586512506008148,0.12056522071361542
199,0.08610007911920547,0.2446931004524231,0.4871614873409271,0.08192172646522522,0.24229128658771515,0.07928489148616791,11.91420841217041,11.924072716165991,0.33486616611480713,0.2504703998565674,0.07965654134750366,0.1092228963971138
200,0.08991312235593796,0.24655143916606903,0.5630377531051636,0.08735089749097824,0.23418192565441132,0.08322417736053467,11.914459228515623,11.92330124798943,0.329428106546402,0.22869931161403656,0.08227283507585526,0.11683284491300584
201,0.08556389063596725,0.24453312158584595,0.5467319488525391,0.08097948879003525,0.22208574414253235,0.07860439270734787,11.914676666259766,11.924944330664244,0.3209463357925415,0.23094993829727173,0.08266489952802658,0.10612809658050536
202,0.0918254256248474,0.23364676535129547,0.49848514795303345,0.08490139245986938,0.2302263230085373,0.08479244261980057,11.91468334197998,11.925204857535984,0.32093489170074463,0.2455131709575653,0.08538249880075455,0.1146332547068596
203,0.09211620688438416,0.2447887063026428,0.4901699721813202,0.08713550865650177,0.23362715542316437,0.08421271294355392,11.914676666259766,11.92235894032887,0.31955307722091675,0.24471406638622284,0.0852493867278099,0.12303605675697328
204,0.09256879985332488,0.2363611161708832,0.6215823292732239,0.08639127761125565,0.23535960912704468,0.0824401006102562,11.914794921875,11.9233238065944,0.3376788794994354,0.24105821549892423,0.08461400121450424,0.1213872954249382
205,0.09162656962871552,0.24067673087120056,0.6118777990341187,0.08589276671409607,0.23611803352832791,0.08371815085411072,11.914755821228027,11.924562447211322,0.327812135219574,0.2538139522075653,0.08495012670755386,0.12044429779052734
206,0.08648941665887833,0.2342355400323868,0.5524562001228333,0.08439906686544418,0.23136352002620697,0.08059908449649811,11.915078163146973,11.924778067547342,0.3273148238658905,0.23751436173915863,0.08193191885948181,0.11188924312591551
207,0.08986591547727585,0.21202899515628815,0.5296220183372498,0.08454838395118713,0.22796489298343656,0.08328377455472946,11.915217399597168,11.921958264282772,0.3172510266304016,0.24596229195594788,0.08330763131380081,0.11387930065393448
208,0.09031512588262558,0.2349497675895691,0.5815656781196594,0.08520811051130295,0.23231476545333865,0.0827326849102974,11.915435791015623,11.92329296820304,0.3166429400444031,0.24264243245124817,0.08608855307102203,0.11466096341609956
209,0.09406407922506332,0.21960505843162537,0.5274908542633057,0.08856361359357834,0.2171932607889175,0.08573931455612183,11.91553020477295,11.924409152830348,0.30549293756484985,0.2213619649410248,0.08806728571653366,0.11414629966020584
210,0.08708639442920685,0.23349416255950928,0.40321123600006104,0.08390579372644424,0.21940340101718905,0.07819849252700806,11.915569305419922,11.924892266007031,0.31067371368408203,0.2391364574432373,0.08353331685066223,0.10871592909097672
211,0.0890670046210289,0.21081407368183136,0.42637181282043457,0.08351200819015503,0.216451495885849,0.08112601935863495,11.915604591369627,11.92013657093048,0.3087231516838074,0.2206536680459976,0.08419425040483475,0.10974987596273422
212,0.090322807431221,0.21305249631404877,0.4880734384059906,0.08346642553806305,0.218095064163208,0.07967332005500793,11.915609359741213,11.924543200170293,0.302670955657959,0.260064959526062,0.084862120449543,0.1058141142129898
213,0.082299143075943,0.22344136238098145,0.48423728346824646,0.08077365905046463,0.218673437833786,0.07759460806846619,11.91557788848877,11.923922347671846,0.3154841959476471,0.2362421602010727,0.07845562696456909,0.10111379623413086
214,0.0861605629324913,0.20242466032505035,0.35685184597969055,0.08160334080457687,0.21366657316684723,0.07678568363189697,11.915550231933594,11.923674213535646,0.29958298802375793,0.2479167282581329,0.08164150267839432,0.10309430211782455
215,0.0869346410036087,0.20221616327762604,0.3895359933376312,0.08394742757081985,0.222834050655365,0.08083667606115341,11.915762901306152,11.923816977125226,0.3088531792163849,0.23305508494377136,0.08297579735517502,0.10725246369838716
216,0.08466604351997375,0.20879267156124115,0.4861835241317749,0.08234160393476486,0.21915435791015625,0.07971882820129395,11.915885925292969,11.92388645869035,0.31030023097991943,0.23683461546897888,0.0844525396823883,0.10074147582054138
217,0.08554591983556747,0.20618537068367004,0.4233340620994568,0.08152879029512405,0.22042272984981537,0.07958429306745529,11.91598415374756,11.92434771675052,0.314665287733078,0.2470355778932571,0.08884506672620773,0.1015365719795227
218,0.08944915235042572,0.1998540759086609,0.31262972950935364,0.08458393812179565,0.2129513919353485,0.0849778950214386,11.916274070739746,11.9247977235424,0.31475088000297546,0.23568540811538696,0.08747228980064392,0.10357648879289628
219,0.08560936152935028,0.20704218745231628,0.28947070240974426,0.08161519467830658,0.21940234303474423,0.08160831779241562,11.916341781616213,11.924895163792282,0.31631457805633545,0.2300812155008316,0.08358051627874374,0.09822789579629898
220,0.08505264669656754,0.20913197100162503,0.4222867488861084,0.08236796408891678,0.2024441957473755,0.07905788719654083,11.916351318359377,11.924205062967358,0.28974124789237976,0.21083401143550873,0.0873531699180603,0.09762593358755112
221,0.08510363847017288,0.194458469748497,0.3895721435546875,0.08135926723480225,0.21995963156223297,0.08028694242238998,11.916561126708984,11.924152489864465,0.312406063079834,0.2409445643424988,0.08378007262945175,0.09647789597511292
222,0.08299845457077026,0.20061849057674408,0.32655635476112366,0.0802532508969307,0.2015155553817749,0.07697253674268723,11.91653537750244,11.924981967969376,0.28792688250541687,0.22338362038135529,0.08189159631729126,0.09249939769506454
223,0.08400192111730576,0.1918436586856842,0.3673009276390076,0.08188918977975845,0.2060505747795105,0.07891164720058441,11.916436195373535,11.925303331192804,0.2918807864189148,0.2218761444091797,0.08899197727441788,0.09534799307584764
224,0.08343765139579773,0.18697760999202728,0.4229862987995148,0.0816151425242424,0.21400220692157745,0.07772096991539001,11.916610717773438,11.925487150316654,0.30516308546066284,0.22106559574604032,0.08447694033384323,0.09526504576206209
225,0.08507966250181198,0.18240228295326233,0.4273547232151031,0.08174224942922592,0.20852746069431305,0.07886021584272385,11.916513442993164,11.924796388830458,0.29279860854148865,0.23186899721622467,0.08663031458854675,0.09595333784818648
226,0.08176891505718231,0.1827352344989777,0.33582815527915955,0.08240921050310135,0.21743297576904297,0.07972967624664307,11.916807174682615,11.924242251059589,0.3015887141227722,0.2275758683681488,0.09106706082820892,0.09422139823436736
227,0.08000180125236511,0.1814448982477188,0.36326345801353455,0.0778149962425232,0.19451573491096497,0.07708083838224411,11.916860580444336,11.925188772818622,0.28385692834854126,0.21991226077079773,0.0846826583147049,0.09396692365407944
228,0.08281565457582474,0.17958195507526398,0.39063549041748047,0.08069118857383728,0.1948924958705902,0.07765350490808487,11.917119979858398,11.92553912366138,0.290922075510025,0.2050759196281433,0.08869905024766922,0.09370585530996324
229,0.08045835793018341,0.18889708817005155,0.34272629022598267,0.07980477064847946,0.21498216688632965,0.07804177701473236,11.917051315307615,11.92571531849749,0.3014400601387024,0.2412523776292801,0.08634442090988159,0.09180432558059692
230,0.08126477152109146,0.2052117884159088,0.2743300497531891,0.08152065426111221,0.20360437035560608,0.07746828347444534,11.917276382446287,11.925005209445953,0.2942834496498108,0.19804808497428897,0.08917556703090668,0.09237805008888245
231,0.084365613758564,0.19085446000099185,0.28895360231399536,0.08380494266748428,0.2037382572889328,0.08054805546998978,11.917099952697754,11.924300990785872,0.2976250946521759,0.22914856672286987,0.08815134316682816,0.09683869034051897
232,0.08842723071575165,0.18295423686504364,0.3583645224571228,0.08349376916885376,0.2057252526283264,0.0800216943025589,11.917238235473633,11.925205735192783,0.2920675575733185,0.21662721037864685,0.08886750042438507,0.09373653680086136
233,0.07998225837945938,0.17600394785404205,0.3574921190738678,0.07999545335769653,0.1960037350654602,0.07639102637767792,11.91718578338623,11.925097807816096,0.2820671796798706,0.19477535784244537,0.08276769518852234,0.08683218061923981
234,0.08342360705137253,0.208059623837471,0.23588703572750092,0.08409371227025986,0.21066835522651672,0.08126380294561386,11.916982650756836,11.924705246516636,0.29861879348754883,0.21594953536987305,0.08793199807405472,0.09092754870653152
235,0.0804365798830986,0.18526892364025116,0.27186182141304016,0.08289988338947296,0.1929297298192978,0.0779721587896347,11.917230606079102,11.925129132611412,0.27176785469055176,0.21078695356845856,0.08475295454263687,0.08916354179382324
236,0.0757238119840622,0.19399520754814148,0.35714009404182434,0.07764793932437897,0.19915875792503357,0.0750434473156929,11.917512893676758,11.92447143793106,0.2875896990299225,0.2325069159269333,0.08368706703186035,0.08829092234373093
237,0.07842368632555008,0.2035525143146515,0.38457781076431274,0.08197388052940369,0.2096196711063385,0.07633283734321594,11.917546272277832,11.924004700253992,0.2847497761249542,0.22777585685253143,0.0843563824892044,0.08683624118566513
238,0.08268462866544724,0.1833556443452835,0.30717989802360535,0.08016593009233475,0.19682469964027405,0.0787571519613266,11.91767120361328,11.924996174433652,0.27359628677368164,0.22474507987499237,0.08651497960090637,0.08920218050479889
239,0.08172760903835297,0.200735867023468,0.2935252785682678,0.0853143185377121,0.1905026137828827,0.08130747079849243,11.917684555053713,11.925687709275412,0.2685737609863281,0.21287085115909576,0.0897563099861145,0.08820291608572006
240,0.0813693106174469,0.19427792727947235,0.3865356743335724,0.08126356452703476,0.19170935451984408,0.07831070572137833,11.917805671691896,11.922513246536257,0.2675665616989136,0.2241021692752838,0.08389858901500702,0.08833178877830505
241,0.07773323357105255,0.1796140968799591,0.38688093423843384,0.07876956462860107,0.20083773136138916,0.07549367845058441,11.917923927307127,11.924381475238238,0.28005489706993103,0.232804536819458,0.07706404477357864,0.08500521630048752
242,0.07823227345943451,0.19145332276821136,0.2339632511138916,0.07963129132986069,0.20525522530078888,0.07731303572654724,11.917953491210938,11.92558939667309,0.28149592876434326,0.24021242558956143,0.08116716146469116,0.0831821858882904
243,0.08509192615747452,0.19336305558681488,0.2424992173910141,0.08194605261087418,0.19755172729492188,0.07880305498838425,11.9180326461792,11.925691488911124,0.27942582964897156,0.22253555059432983,0.08433519303798676,0.08672048896551132
244,0.08067844808101654,0.1750013381242752,0.3619998097419739,0.07883507758378983,0.18503525853157043,0.07543284446001053,11.91796588897705,11.925695046356743,0.26312676072120667,0.22102895379066467,0.0800737664103508,0.0840814933180809
245,0.08039071410894394,0.17838521301746368,0.3477931618690491,0.07805335521697998,0.2042206823825836,0.07598142325878143,11.918035507202148,11.92542200675909,0.28100451827049255,0.23034200072288513,0.08026418834924698,0.08557359129190445
246,0.0793442577123642,0.19732607901096344,0.29737064242362976,0.07929354161024094,0.20085300505161283,0.07612768560647964,11.918210983276367,11.924510654381343,0.2784341275691986,0.23709845542907715,0.08089341968297958,0.08431394398212433
247,0.07943007349967957,0.18451263010501864,0.2952221930027008,0.07848772406578064,0.19479504227638245,0.07589009404182434,11.918384552001951,11.925320410728457,0.27242833375930786,0.2227860689163208,0.07987052947282791,0.08575169742107391
248,0.08025255054235458,0.18657153844833377,0.43226781487464905,0.07808364182710648,0.19334949553012848,0.07683693617582321,11.918420791625977,11.925689799445015,0.2651118338108063,0.23034143447875977,0.08058449625968933,0.0846686065196991
249,0.08123541623353958,0.18388532102108,0.3999837040901184,0.08219628781080246,0.1940685957670212,0.07789261639118195,11.918381690979004,11.9247933384301,0.2712158262729645,0.22045105695724487,0.08440201729536057,0.08892904222011566
250,0.08050286024808884,0.1926938444375992,0.29474374651908875,0.08043649792671204,0.1994262337684631,0.0765751451253891,11.918627738952637,11.92443939741107,0.2678433060646057,0.23508119583129883,0.08228886872529984,0.08683963119983673
251,0.07507158815860748,0.17833612859249115,0.3342374861240387,0.07492417097091675,0.191577672958374,0.07200334221124649,11.918622970581056,11.925648893628802,0.2767067551612854,0.23546136915683744,0.07495896518230438,0.08338609337806702
252,0.07858031988143921,0.185620054602623,0.40744298696517944,0.08029753714799881,0.2170218527317047,0.07712393999099731,11.918656349182127,11.924472051007408,0.28652051091194153,0.2500619888305664,0.08274874836206436,0.08419767767190933
253,0.08014795184135437,0.1839321106672287,0.3786937892436981,0.08066681772470474,0.18532900512218475,0.07734423130750656,11.918795585632324,11.924795339788709,0.2672528028488159,0.22205480933189392,0.08010628819465637,0.08800645917654037
254,0.08076081424951553,0.16039516031742096,0.26859328150749207,0.08080010861158371,0.20040413737297055,0.07693062722682953,11.918591499328612,11.92588815348489,0.261386901140213,0.2186594009399414,0.08090195804834366,0.0858423113822937
255,0.07833433896303177,0.18006819486618042,0.30321869254112244,0.0795082077383995,0.18749310076236725,0.07767660915851593,11.918741226196287,11.921593996456693,0.2569505572319031,0.21997645497322085,0.0789027139544487,0.08805020153522491
