step,deepseek1.5b_sync_8gpu_lr3e-6-actor/grad_norm_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-actor/grad_norm_step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-actor/grad_norm_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-actor/grad_norm_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-actor/grad_norm_step,deepseek1.5b_sync_8gpu_lr5e-6-actor/grad_norm_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-actor/grad_norm_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-actor/grad_norm_step,deepseek1.5b_fa_partial_lr1e-6-actor/grad_norm_step,deepseek1.5b_fa_partial_lr1e-5-actor/grad_norm_step,deepseek1.5b_sync_lr1e-5-actor/grad_norm_step,deepseek1.5b_sync_lr1e-6-actor/grad_norm_step
26,0.08762574940919876,0.08466712571680546,0.15450497530400753,0.07400385662913322,,,,0.04802831308916211,0.07299552671611309,0.14203145541250706,0.07642023451626301,0.07601643167436123
27,0.08864501304924488,0.08183134905993938,,,,,,,0.07572085596621037,0.1185081247240305,0.07514006644487381,0.0745170209556818
28,0.08461928181350231,,0.15315598994493484,0.07159106433391571,0.10352405533194542,0.07600338198244572,0.2940221931785345,0.02471658866852522,0.07634678855538368,0.12797837890684605,0.07151000574231148,0.07637732289731503
29,0.09140116721391678,0.09066241793334484,,0.07040677964687347,0.11751852370798588,0.07886636629700661,0.23767473176121712,0.014447239227592943,0.06933516543358564,0.1096217166632414,0.07698811404407024,0.08058893494307995
30,0.08827180415391922,0.09357580728828908,0.12557308934628963,0.07623380795121193,0.12668758817017078,,0.43628765642642975,0.01713908719830215,0.07305915467441082,0.07771443575620651,0.07824539206922054,0.07660518679767847
31,,,0.20527570322155952,0.0700017623603344,0.12865903414785862,0.07401550933718681,0.4806707985699177,0.0219027241691947,0.07211487460881472,0.07991122081875801,0.06632192712277174,0.07700725086033344
32,0.08658102713525295,0.09467846713960172,0.11054714769124983,0.07696297764778137,0.11233832873404026,0.0783358309417963,,0.025866533862426877,0.0738695003092289,0.07414454035460949,0.0752926841378212,0.07780945673584938
33,0.08193301409482956,0.09490041993558408,0.20028963685035703,0.0741060059517622,0.09438605234026907,0.07013354264199734,,0.02750791609287262,0.07447724416851997,0.07617163844406605,0.07192642986774445,0.079466019757092
34,0.08207502029836178,0.08853740245103836,0.12141725420951845,0.0757987592369318,0.08429326675832272,0.08135322015732527,0.5872749909758568,,0.07095424551516771,0.07060150988399982,0.08023817278444767,0.08266822062432766
35,,,0.19070621579885483,0.07435044832527637,0.08247915282845497,0.07519565895199776,,0.014685576781630516,0.07633523549884558,0.08253355138003826,0.07216177694499493,0.07956169173121452
36,0.08107137121260166,0.09154312498867512,0.11219972744584084,0.07323421537876129,0.07746178284287453,,,,0.07637946307659149,0.07316186837852001,0.07752309180796146,0.08230352401733398
37,0.08598878420889378,0.08782058954238892,0.18603011220693588,0.07254183385521173,0.08815405145287514,0.0773744210600853,0.31509859301149845,,0.07639513816684484,0.07740944810211658,0.07921631447970867,0.083885557949543
38,0.0845975112169981,0.08299680799245834,0.1178995445370674,0.07812461629509926,0.0793461948633194,0.08196610771119595,0.20028208382427692,0.010818037204444408,0.07520623970776796,0.07883206196129322,0.077455323189497,0.0869718324393034
39,0.08322183974087238,0.08506909944117069,0.1749749630689621,0.06952186301350594,0.0785259623080492,0.07753089256584644,,0.008948590140789747,0.07519342564046383,0.07285423018038273,0.07454427517950535,0.08185693994164467
40,0.0816136859357357,0.087968859821558,0.11859077028930189,0.07318606413900852,0.08134178258478642,,0.8997552823275328,,0.07672206312417984,0.08299721032381058,0.07389202527701855,0.08524955436587334
41,0.07491421699523926,0.08504680916666985,0.17921214550733566,0.06968486495316029,0.07691441848874092,0.07139875367283821,0.5181405376642942,,0.07772855646908283,0.07831748947501183,0.06508534029126167,0.08338325843214989
42,0.07774621434509754,0.09254438616335392,0.13493778370320797,0.0702172676101327,0.07808324322104454,0.06791900843381882,0.308266943320632,0.01465556281618774,0.07624232117086649,0.07479623146355152,0.06534538511186838,0.08198998495936394
43,0.07738534733653069,0.0949173104017973,0.12805765308439732,,0.08507389016449451,0.06592859700322151,0.09449215978384018,0.01586905959993601,0.08147825580090284,0.07896225154399872,0.07079147547483444,0.08153806440532207
44,0.07965344935655594,0.0947417002171278,0.10036379657685757,0.07309938967227936,0.07583854906260967,0.06968564447015524,0.13194354809820652,0.010534736211411657,0.08061367832124233,0.07893599756062031,0.0699483510106802,0.08399877697229385
45,0.0757402190938592,0.08477389812469482,0.1455075591802597,0.06524275243282318,0.08385072648525238,0.07213978283107281,0.09292993135750294,0.005081438168417662,0.07753538433462381,0.0749809704720974,0.07395453751087189,0.08491100743412971
46,0.07308300025761127,0.08509686030447483,0.12356138974428175,0.07542879693210125,0.08236950635910034,0.07261438108980656,0.1143079549074173,0.004062674997840077,0.07881620898842812,0.07886045053601265,0.0702013298869133,0.08474516868591309
47,0.07498933002352715,0.09611790254712103,0.131178829818964,,0.07810109853744507,0.07853131927549839,0.15639770962297916,,0.08225552178919315,0.07619347609579563,0.07442918419837952,0.08187415450811386
48,0.08003168925642967,0.09218010306358336,0.1159079410135746,0.06707070488482714,0.08106004446744919,0.06692816689610481,0.09045209363102912,0.006263495481107384,0.07427227683365345,0.06921947747468948,0.07364924810826778,0.0876075979322195
49,0.08039560727775097,0.08363151922821999,0.1394682079553604,0.0679037906229496,0.08039648830890656,,0.09929313696920872,0.014598151203244925,0.08102774992585182,0.07517937943339348,0.07664518430829048,0.08562394976615906
50,0.07827144395560026,0.08997398056089878,0.11869502440094948,0.06680621765553951,0.07935713231563568,0.07098979502916336,0.08677312172949314,0.015424044104292989,0.08324186317622662,0.0743942204862833,0.07174274325370789,0.08679199405014515
51,0.07721543125808239,0.08367080241441727,0.1564185917377472,0.07456683926284313,0.0785235296934843,0.07568911090493202,0.08611788973212242,0.007790474977809936,0.0844512190669775,0.07752557098865509,0.07588909938931465,0.08763397485017776
52,0.07618539780378342,0.07857970893383026,0.1407883781939745,0.06606286391615868,0.08219714090228081,0.07647515088319778,0.09501009993255138,0.005298570496961474,0.0855624321848154,0.07903150096535683,0.0722985789179802,0.08263490907847881
53,0.08292773924767971,0.08846448175609112,0.14330985397100449,0.06818482093513012,0.07815501652657986,0.07475927099585533,0.056004296988248825,0.0043229967704974115,0.08852890320122242,0.07146691717207432,0.07319831103086472,0.09040309116244316
54,0.07196130976080894,0.08125151693820953,0.12856638245284557,0.06589413993060589,0.0795290432870388,0.0687424074858427,0.1186952479183674,0.017459221766330302,0.08881236426532269,0.07649105787277222,0.06681237556040287,0.07895823195576668
55,0.07186524383723736,0.08568397536873817,0.16209585592150688,0.06854637525975704,0.0844931062310934,0.07124201022088528,0.039808445144444704,0.005505537730641663,0.0916987471282482,0.06907445192337036,0.07431594096124172,0.08103646337985992
56,0.079954469576478,0.08359360694885254,0.1358032301068306,0.07022254914045334,0.07635565474629402,0.07010000571608543,0.04379192506894469,0.0049347999156452715,0.08426221273839474,0.0772064533084631,0.07103295810520649,0.07829095982015133
57,0.07918154075741768,0.08611873164772987,0.15682431124150753,0.07403105311095715,0.06808054819703102,0.08239126950502396,0.048436406534165144,0.003741317719686776,0.08091486059129238,0.07221326045691967,0.07749038189649582,0.08424657769501209
58,0.07508687116205692,0.07952420227229595,0.1309117041528225,0.0665540024638176,0.0754716545343399,0.07183749414980412,0.048449416644871235,0.03198356437496841,0.08835421688854694,0.07965407148003578,0.06949486769735813,0.07884188741445541
59,0.07385768741369247,0.08453419245779514,0.17306094616651535,0.07264651544392109,0.07370991446077824,0.07540388964116573,0.033416174817830324,0.014280204777605832,0.08446193672716618,0.07229916378855705,0.072440005838871,0.08127535693347454
60,0.0703522302210331,0.07791016064584255,0.14051266573369503,0.06729450635612011,0.0774243026971817,0.06961939297616482,0.03514018980786204,,0.08259557373821735,0.07481537014245987,0.06877957005053759,0.07880857214331627
61,0.0768438708037138,0.09337667748332024,0.16607657633721828,0.07190442644059658,0.07898322492837906,0.0679878992959857,0.02008909243158996,0.005101979419123381,0.08326037973165512,0.0739400815218687,0.07100094854831696,0.08355719782412052
62,0.07992471195757389,0.09135420620441435,0.14199337363243103,0.07633565552532673,0.07912526093423367,0.07885764818638563,0.01991459960117936,0.016464138636365533,0.08741927519440651,0.07599165849387646,0.07062152214348316,0.08984155207872391
63,0.07343750260770321,0.07788531295955181,0.15244179964065552,0.06390935741364956,0.07568677887320518,0.0727276410907507,0.009185806848108768,0.005717150634154677,0.09019310958683492,0.07417170144617558,0.07131207454949617,0.08179746381938457
64,0.07699012011289597,0.07995614316314459,0.11361373402178288,0.06317630782723427,0.06370398122817278,0.07133332267403603,0.012956053717061876,0.0034845581103581935,0.08069750666618347,0.06944041885435581,0.06849394273012877,0.0847028587013483
65,0.07911484874784946,0.07641024142503738,0.15884611755609512,0.06969410553574562,0.0783658567816019,0.07086735591292381,0.03124451730400324,0.012659910367801784,0.09340903721749784,0.07187336310744286,0.06723856925964355,0.08653764054179192
66,0.07711063139140606,0.0859830304980278,0.1159209869801998,0.06735527981072664,0.07576632685959339,0.06282249558717012,0.03687903191894293,0.005244834872428328,0.08583840355277061,0.07117575965821743,0.06462372373789549,0.07973010092973709
67,0.07822981849312782,0.11772436834871768,0.14331385493278503,0.07537410967051983,0.07409048639237881,0.06372807174921036,0.04072390776127577,0.004403604718390852,0.08130071870982647,0.07351294904947281,0.070175064727664,0.08504436165094376
68,0.08151131868362427,0.12002462893724442,0.1225137747824192,0.07513783313333988,0.08049061708152294,0.06681847665458918,0.028121995739638805,0.01514341018628329,0.08632451109588146,0.07248862273991108,0.07253874838352203,0.08234350010752678
69,0.07250425405800343,0.09636077843606472,0.1298291441053152,0.07053561694920063,0.07559996843338013,0.06745692249387503,0.027868519304320216,0.005490192153956741,0.08038383349776268,0.06270278431475163,0.0779245812445879,0.08128263056278229
70,0.07546769268810749,0.08676041662693024,0.12829248793423176,0.07475642301142216,0.06814225949347019,0.07079247385263443,0.019764170749112964,0.003626301884651184,0.08720081485807896,0.06793218478560448,0.0781750250607729,0.0834591444581747
71,0.06760833412408829,0.08313817344605923,0.13535670191049576,0.06872218567878008,0.07373636215925217,0.06930868327617645,0.015263543464243412,0.015509630786255002,0.09371876530349256,0.0716993436217308,0.07155921496450901,0.08260244131088257
72,0.07736355625092983,0.07931219600141048,0.11537234112620354,0.07124346308410168,0.07236514613032341,0.06892692483961582,0.008048836956731975,0.009472606587223709,0.08673281967639923,0.0687725879251957,0.06645943038165569,0.0804030504077673
73,0.07664450444281101,0.08755299635231495,0.12047393061220646,0.07646379061043262,0.0712298471480608,0.06924775615334511,0.008746635052375495,0.002096293173963204,0.08651960268616676,0.07105564512312412,0.07804227992892265,0.0847355518490076
74,0.07414577342569828,0.08191960491240025,0.09947325475513936,0.07297431118786335,0.07122896052896976,0.06695316545665264,0.011965235462412238,0.07278804760426283,0.09186458215117456,0.07251694798469543,0.06579127814620733,0.08099939487874508
75,0.0769145917147398,0.08748544380068779,0.13007962703704834,0.07406512089073658,0.06646451074630022,0.07068699784576893,0.020618738140910864,0.047333136200904846,0.08331023901700974,0.06849372573196888,0.06666462309658527,0.08509087190032005
76,0.08187864534556866,0.10263958759605885,0.10690417140722276,0.08491815067827702,0.0698439460247755,0.07362203672528267,0.034633318427950144,0.03220080444589257,0.08287110552191734,0.07190687395632267,0.07519164495170116,0.08059073239564896
77,0.0798311848193407,0.07955999858677387,0.13075315207242966,0.06994917243719101,0.07496737316250801,0.07014938723295927,0.027172880247235295,0.00519125972641632,0.09197284281253816,0.07195104658603668,0.07088310457766056,0.08094900846481323
78,0.07963031530380249,0.08649313263595104,0.11704350262880324,0.09488237369805574,0.07384704798460007,0.07080704625695944,0.03370935609564185,0.00677768827881664,0.087403554469347,0.0751150194555521,0.07422464154660702,0.08715678751468658
79,0.08139638975262642,0.09737113118171692,0.13945116475224495,0.08094615861773491,0.07592309080064297,0.07368441298604012,0.03164037433452904,0.004526746983174235,0.09247474744915962,0.06806729547679424,0.07431072741746902,0.08753779996186495
80,0.07167802006006241,0.09732306934893133,0.13588511012494564,0.07802379131317139,0.06982726790010929,0.07075148448348045,0.01152140914928168,0.0027572937542572618,0.09691358171403408,0.07643747515976429,0.07947194389998913,0.08228844031691551
81,0.07841390557587147,0.10441712662577628,0.14597848057746887,0.07786465249955654,0.06988939270377159,0.0757848508656025,0.012224654434248803,0.004438999982085079,0.08529387600719929,0.06673188135027885,0.08620231039822102,0.08195899613201618
82,0.0751925352960825,0.09330325946211816,0.133764510974288,0.07538672722876072,0.06961320899426937,0.0686942208558321,0.00558010779786855,0.009417134337127209,0.08603845909237862,0.06686415243893862,0.0768042728304863,0.0837999265640974
83,0.07166992872953415,0.10085245221853256,0.14231568947434425,0.07786290533840656,0.07303142361342907,0.07511160895228386,0.007984460098668933,0.01233112986665219,0.08862855099141598,0.0707797147333622,0.07399486564099789,0.0886575635522604
84,0.07124453783035278,0.10502050071954729,0.1407724004238844,0.07553763501346111,0.07182007189840078,0.06589276902377605,0.011502919485792518,0.008374112716410309,0.09252054430544376,0.07210959494113922,0.0719399880617857,0.08158805407583714
85,0.07769489660859108,0.101367624476552,0.1651810072362423,0.07768815383315086,0.06837390922009945,0.07783325016498566,0.01918104558717459,0.0035062282695434988,0.0913113672286272,0.07529340498149395,0.07535049133002758,0.08212429471313953
86,0.06853296980261803,0.08667255565524101,0.13666369393467903,0.07768658548593521,0.07239401154220104,0.06541147269308567,0.026034783571958545,0.0025418260775040835,0.08400553278625011,0.06966325454413891,0.07554862089455128,0.08028392493724823
87,0.07636268995702267,0.09209222160279752,0.18417198956012729,0.07802016846835613,0.07369726710021496,0.06891045067459345,0.025286239804700017,0.002229239820735529,0.09009004198014736,0.07223464362323284,0.07606939040124416,0.08382289297878742
88,0.07640432938933372,0.10086938738822936,0.16457511857151985,0.07344535365700722,0.07338021323084831,0.0728729348629713,0.020387018099427223,0.002267962583573535,0.08982037380337715,0.07120847702026367,0.07215128280222416,0.08069562539458275
89,0.07165700942277908,0.09787159971892834,0.19607751443982124,0.07128651067614555,0.07238132506608963,0.07297321874648333,0.011801372282207012,0.0015751847240608186,0.09036553092300892,0.07992059737443924,0.07277567125856876,0.08101528510451317
90,0.0810272078961134,0.1006390992552042,0.15215302631258965,0.07549226842820644,0.07410315237939358,0.07697408087551594,0.008864928619004786,0.005715012375731021,0.08970347791910172,0.07606811076402664,0.0736805759370327,0.0803282056003809
91,0.07516047544777393,0.09722362272441389,0.17368901148438454,0.07168103754520416,0.06946524791419506,0.07414671964943409,0.006789731269236654,0.0064895618706941605,0.09280654229223728,0.07267970591783524,0.07358571328222752,0.08314467780292034
92,0.06810711976140738,0.08313897997140884,0.1439619716256857,0.07254745997488499,0.06983167864382267,0.08180283568799496,0.004760390205774456,0.005414205021224916,0.08705640770494938,0.07329045236110687,0.07361515425145626,0.07725580781698227
93,0.0739159258082509,0.09803059697151184,0.19399871677160263,0.09043942205607892,0.06991560198366642,0.07800072804093361,0.007705007679760456,0.004376330121885985,0.09027502872049809,0.07465486042201519,0.08420980162918568,0.08418074436485767
94,0.07030078582465649,0.0975916124880314,0.17145070619881153,0.08522056229412556,0.06926876492798328,0.07175679132342339,0.011583040002733467,0.002031091193202883,0.08734959736466408,0.07144721783697605,0.0723164714872837,0.08231524471193552
95,0.07829676195979118,0.11664693616330624,0.203536469489336,0.08062854036688805,0.06748845521360636,0.07890580222010612,0.025236414279788733,0.0037120016058906913,0.08438352681696415,0.0683189770206809,0.08534900099039078,0.08306488581001759
96,0.07714248634874821,0.12989008985459805,0.17918025702238083,0.08394957706332207,0.0687105767428875,0.07030642032623291,0.03972634999081493,0.004771958105266094,0.09013844653964044,0.07005815766751766,0.07682789862155914,0.07752883061766624
97,0.07949085533618927,0.11720869317650796,0.19510702416300776,0.08252766914665699,0.0637963181361556,0.07297069765627384,0.02738484158180654,0.004837621876504272,0.08007390052080154,0.07104012183845043,0.07945220544934273,0.08593492954969406
98,0.07825209014117718,0.10805473662912846,0.12373474054038525,0.0885353721678257,0.06911079958081245,0.07644926384091377,0.01165138720534742,0.004172535613179207,0.08305141516029835,0.06940512172877789,0.08443892747163773,0.08147155120968819
99,0.07580854184925556,0.11269204132258892,0.14201496355235577,0.08211069367825985,0.07221939414739609,0.07466733828186989,0.007346714730374515,0.002501185386790894,0.08764825761318207,0.07299497630447149,0.08537161722779274,0.07701821252703667
100,0.07831291668117046,0.12338935025036336,0.16029076278209686,0.07535265944898129,0.06968373991549015,0.08140371926128864,0.004046762420330197,0.001731509080855176,0.087058424949646,0.07026913948357105,0.08511160500347614,0.08332747220993042
101,0.06726381741464138,0.11805001646280287,0.1496187224984169,0.07335582934319973,0.07377356477081776,0.06650847382843494,0.00423460261663422,0.004724893136881292,0.0905126053839922,0.07748229429125786,0.08061828091740608,0.08254960179328918
102,0.07370150089263916,0.09906968474388124,0.1254369355738163,0.0829252153635025,0.0666583301499486,0.07325711846351624,0.003375460335519165,0.011341743869706988,0.08611606061458588,0.06749959383159876,0.07960348762571812,0.0812242217361927
103,0.07303312420845032,0.1006076354533434,0.13928050361573696,0.08032420091331005,0.06589598581194878,0.0809557568281889,0.005137235741131008,0.0029799383191857487,0.08167296089231968,0.0783208105713129,0.08477326110005379,0.0790097825229168
104,0.07165953889489174,0.09993190877139568,0.1616549976170063,0.08329522050917149,0.07566719688475132,0.0762808583676815,0.014654544065706432,0.0019643614068627357,0.084171487018466,0.08356261998414993,0.08124424330890179,0.07877226546406746
105,0.07849896885454655,0.10278558731079102,0.176895497366786,0.08249042183160782,0.06999549269676208,0.07603780552744865,0.024666151963174343,0.0017140817653853446,0.0844956524670124,0.08638062886893749,0.08289380557835102,0.08435981720685959
106,0.07532688044011593,0.10556799732148647,0.1405312903225422,0.08209473267197609,0.07003423012793064,0.07243005745112896,0.02538819657638669,0.0026537389785517007,0.08632706291973591,0.08902327343821526,0.07633666694164276,0.0781569704413414
107,0.07822095789015293,0.1117390003055334,0.16861624084413052,0.08000815473496914,0.07092412933707237,0.07286514155566692,0.010090771364048123,0.016910196747630835,0.07946812734007835,0.10240956395864488,0.08019241876900196,0.081725949421525
108,0.07713496685028076,0.1112185213714838,0.17509703151881695,0.0764645915478468,0.06815240532159805,0.07521889731287956,0.0047814162680879235,0.004829450917895883,0.08794636279344559,0.09981475211679935,0.08091789670288563,0.07902982458472252
109,0.079252939671278,0.13544254004955292,0.1545503344386816,0.08036500215530396,0.06395934615284204,0.07544991932809353,0.004751502827275544,0.002192903571994975,0.08231650665402412,0.11217280477285384,0.07289383560419083,0.08124320581555367
110,0.07230416312813759,0.12546833977103233,0.1118885725736618,0.07768126018345356,0.07093327306210995,0.06535219494253397,0.004641340987291187,0.0019131276931148025,0.08669552579522133,0.1278509721159935,0.0772066805511713,0.08087911643087864
111,0.07598129846155643,0.1326419562101364,0.12694141454994678,0.08189941383898258,0.07060051057487726,0.06965296342968941,0.011950925458222628,0.004584302136208862,0.08029363118112087,0.13191376626491547,0.07491716183722019,0.07926963269710541
112,0.07942955754697323,0.13118447735905647,0.12066101096570492,0.08168299868702888,0.06300105154514313,0.06313606910407543,0.022289453772827983,0.0243965977570042,0.07651258446276188,0.14266685582697392,0.07677876204252243,0.07659652084112167
113,0.0830314140766859,0.12575159408152103,0.14178614504635334,0.08653333969414234,0.06787781976163387,0.07337581180036068,0.01982680568471551,0.004005133465398103,0.0909120999276638,0.16127633675932884,0.08584320917725563,0.082383519038558
114,0.0772249847650528,0.1275719441473484,0.13047906011343002,0.08551317825913429,0.06922533921897411,0.07864287681877613,0.005344544362742454,0.0020231901726219803,0.08233986049890518,0.15276567451655865,0.09102115966379642,0.0816974975168705
115,0.07258867472410202,0.13460727222263813,0.11976242437958716,0.07732178457081318,0.07161262445151806,0.0733037805184722,0.002893877972383052,0.0020080377580597997,0.08302380330860615,0.13237590342760086,0.08384042419493198,0.06981209479272366
116,0.07494425214827061,0.10999304242432116,0.13839416578412056,0.08188656903803349,0.06989546678960323,0.0747836846858263,0.0034724463475868106,0.007302631391212344,0.0795243438333273,0.10928153060376644,0.07690363936126232,0.07220820523798466
117,0.07622383907437325,0.10116350837051868,0.15420087054371834,0.08034906163811684,0.07807003520429134,0.08410716243088245,0.002086047810735181,0.019319731160067025,0.08810217678546906,0.09742100536823271,0.07403827644884586,0.07985049486160278
118,0.08406172692775726,0.10322231613099576,0.1408525537699461,0.0852064248174429,0.07098048366606236,0.07718554232269526,0.003017052076756954,0.00497668789466843,0.08066805638372898,0.11004608869552612,0.07746176607906818,0.08305265009403229
119,0.08060982823371887,0.11490054242312908,0.13662088476121426,0.08231306448578835,0.07265126891434193,0.07705598883330822,0.0017475543718319386,0.002009952411754057,0.08529337868094444,0.11427496932446957,0.07683905214071274,0.0867079421877861
120,0.08296541683375835,0.11259645409882069,0.14415190555155277,0.07757150195538998,0.06335069611668587,0.08207384869456291,0.00883734948001802,0.0018647060787770895,0.07985351979732513,0.1166167389601469,0.08703452534973621,0.08493010140955448
121,0.0801581796258688,0.1149575673043728,0.12424288876354694,0.08286617137491703,0.0700913518667221,0.08138376846909523,0.012695756158791482,0.08556601172313094,0.08290813863277435,0.10764145478606224,0.08395733498036861,0.07599613256752491
122,0.07795342430472374,0.1165199987590313,0.11913813278079032,0.08102594129741192,0.07267862092703581,0.072864243760705,0.014741173828952014,0.032632640562951565,0.08048776350915432,0.09566211700439452,0.08500844985246658,0.0792608018964529
123,0.08192526921629906,0.11159812659025192,0.11808496341109276,0.08199278824031353,0.07066605612635612,0.07612518779933453,0.0027854522631969303,0.03739164350554347,0.08227107487618923,0.08123153448104858,0.07771717943251133,0.07875715009868145
124,0.08573475852608681,0.12207982689142229,0.12231571972370148,0.08396182395517826,0.06787907239049673,0.08719241619110107,0.0026025166735053062,0.028817683923989534,0.08547149039804935,0.07896719686686993,0.08913969248533249,0.07526131719350815
125,0.07919644750654697,0.18855427391827104,0.13906722329556942,0.08769891038537025,0.06710717361420393,0.08879563212394714,0.006337774801068008,0.028805850073695183,0.08132532425224781,0.07816426455974579,0.07775519415736198,0.08526039123535156
