step,deepseek1.5b_sync_8gpu_lr3e-6-actor/pg_loss_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-actor/pg_loss_step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-actor/pg_loss_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-actor/pg_loss_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-actor/pg_loss_step,deepseek1.5b_sync_8gpu_lr5e-6-actor/pg_loss_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-actor/pg_loss_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-actor/pg_loss_step,deepseek1.5b_fa_partial_lr1e-6-actor/pg_loss_step,deepseek1.5b_fa_partial_lr1e-5-actor/pg_loss_step,deepseek1.5b_sync_lr1e-5-actor/pg_loss_step,deepseek1.5b_sync_lr1e-6-actor/pg_loss_step
247,0.06562991902745807,0.01931877126844483,0.023513485966589087,0.028193441292387433,0.008332975308803725,0.026924908831006174,0.0003797633107751608,-0.47110895402147435,0.02869117834870849,0.009754223159120556,0.03088400666911184,0.05682825975736705
248,0.03567831999680493,0.03515524382419244,0.01620538646238856,0.03724350634001894,0.00828100685885147,0.020964477207598975,0.0021065293271931296,-0.4762217114039231,0.02092215511811446,0.013796578124129155,0.028496448172518285,0.03452327783634246
249,0.04731372143578483,0.013358097479795106,-0.009411542881025524,0.03347468702440892,0.008193761847451242,0.015295283033992746,0.0013465187374777088,-0.4548850051651243,0.021195940308643912,0.015395790949696677,0.01556218270707177,0.08314332704912886
250,0.032735439330281224,0.01255409424447862,-0.0028105772271374008,0.059931512270395615,0.008958595773947309,0.005941052366324584,0.0032837738490343327,-0.47534635549527593,0.01510424609864458,0.031324855660386675,0.027855134974629436,0.0018809019129548687
251,0.04169550147707923,0.028331488712865394,-0.04934774780849693,-0.005989236455206992,0.013179800636862636,0.022455964858636435,0.00272120345471194,-0.4769440543605014,0.016808569114800775,0.0017809339760788134,0.023876689994267508,0.007085882407409372
252,0.019583593581955935,0.0421354425486129,-0.03854958493684535,0.025761657561282902,0.019403545715249493,0.003078998520663845,0.0006538122470374219,-0.46225607421365567,0.02349947386392159,0.00886885470231391,0.004767783477291232,0.022685031639184672
253,0.015603337852553524,0.02135841433846508,0.013884350957596324,0.028260178292839555,0.018604041033881913,0.039943156652498146,0,-0.4769930244947318,0.028034424068209773,0.01103224720441176,0.028912437157487147,0.03715763365994462
254,0.010880459667987452,0.044211224699211016,0.0020339804195828037,0.041984257393778535,0.00535657880755025,-0.010145298588213336,0,-0.4770367046876345,0.015236932280913608,0.037547280664739446,0.047145403060312674,0.0029358858228079043
255,0.0489653827512484,0.0197662157479499,-0.02196679551707348,0.01871543899687822,0.011648005198367173,0.010705852313549258,0,-0.449652116978541,0.006793651794396283,0.01442069313270622,0.03269380052552151,0.051379661137616495
256,0.020680567513409187,0.014086055510233564,0.005672810009855311,0.01767645365180215,0.0074959276103072625,0.017927025825883902,0,-0.47703639924293384,0.017487543359038682,0.007432238545334258,0.01670475297032681,0.023336327634751797
257,0.07467259784243652,0.048969766878201426,-0.00238299227112293,-0.000463505290554167,0.017810051688144313,0.008660296698508319,0.00011353680747561155,-0.4256214492779691,0.009855635903250004,0.005418722867034376,0.038781242805583815,0.07052624098378146
258,0.027821123752801213,0.016698434052159428,0.0017925528127307189,0.015052514932449412,0.009379331018863011,0.03659115227492293,0.0002943305007647723,-0.4774353379616514,0.025801306000175828,0.010976566321915016,0.02462480472149764,0.057939853423704335
259,0.015012967376605957,0.02266905486703763,0.005573498596277204,0.04856028946232982,0.006450729399148258,0.010086644565490133,0.003311897674393549,-0.4769987020117696,0.014419897945117556,0.021613387167235487,0.024777064641057223,0.004404428005727823
260,0.014354686927617877,0.01195128753715835,0.006039132511432399,0.02022800829240623,0.012522468511633631,0.02017264621099457,0.0041664712543934,-0.4735067024885211,0.0254963222087099,0.01613414749272124,0.04835959247066057,0.028506227839443454
261,0.0342800579728646,0.005564962751350322,0.0030089236261119368,0.020794920459593413,0.007256124356445071,-0.004067881163791753,0.0010748940840130672,-0.4633369836083148,0.016681340859577176,0.005829416339111049,0.01969929092047096,0.0610223169346682
262,0.04239522353600478,0.010573419737283984,-0.01934128446100658,0.05721997997034123,0.006704276832124378,0.00491933058219729,0,-0.47697423203499056,0.033106487205031954,0.017215769627000554,0.020787043060408905,0.033558735200131196
263,0.0143431583965139,0.01023032112425426,-0.018114532084382517,0.05111487910471624,0.009177408741379622,0.006181101463880623,0,-0.4778511506738141,0.016889983617147664,0.008881475971975306,0.02979905110078107,0.01544931637334912
264,0.0668758618389802,0.006478791511653981,0.007854212113215908,0.0124223091697786,0.020483244797105726,0.02264738236408448,0,-0.47702159304753877,0.02435739237057533,0.027004375611795695,0.03262813736409953,0.03902918030212277
265,0.06043391845449264,0.0011061720324505586,-0.01220604468107922,0.045132184644330664,0.014830024619186588,0.01786224365059752,0,-0.47032650173059665,0.021016244323618594,0.019442542981778388,0.022017536414750793,0.07665573577997975
266,0.03502362132530834,0.021216669292698494,0.005185370035178494,0.041247701441875506,0.004844234513711854,0.02276128774246899,0.00028704509895760566,-0.45354267401853576,0.028102910967049866,0.009102122561671422,0.028597970899681968,0.04450919508235529
267,0.002744801337030367,0.014878503590807668,-0.011042308222386056,0.000764402087952476,0.015244940723277978,-0.007216654759758967,0.0012574368793139,-0.47697684762533754,0.012440773116395576,0.019974612242435796,0.01005498640734004,0.005136318129189021
268,0.031623041601505975,0.013224794962297892,-0.0017754542641341686,0.01607661990874476,0.011848699777829095,0.026501216074393597,0.004431411427503917,-0.4770233406743501,0.01199974898486289,0.025775463778927588,0.02020998077477998,0.02729214053852047
269,0.018825259714503773,0.025249689065390157,-0.00689272091130988,0.05124727554721176,0.010084829165862176,0.005296578676279751,0.001730377030071395,-0.4772516471275594,0.02963677778825513,0.019462878805825312,0.01992985720062279,-0.00042304724047426134
270,0.05080742768950586,0.018285110700617224,-0.015143189232730949,0.0401221966067169,0.010975540790440164,0.016880411195415945,0.0005742944726989663,-0.44407542774570175,0.01909840506061755,0.013377733143897784,0.04440621796675259,0.010924209457698453
271,0.06666072669190726,0.020152455918832857,0.004877992804267706,0.04185255627089646,0.005516896377230296,0.03280930898836232,0,-0.46428916809963994,0.02029542567288445,0.004141766788052337,0.05046625089744339,0.08473950472705383
272,0.04820791187103168,0.008091065003100084,-0.02574192611064063,0.021164402602153132,0.018597828564452357,0.010378154100180836,0,-0.47697160256211646,0.023465456906023977,0.019273977481134352,0.04891002200565708,0.019685300087530777
273,0.05226586051890081,0.019642001893316777,0.014566055074283211,0.021769731275526283,0.008450091921076819,0.026254060889186803,-0.0001405258954036981,-0.4659232105477713,0.024670150918723262,0.011956292920103806,0.02789666296393989,0.021516765867545473
274,0.040643020136485575,0.013624462466395926,0.004921540554278181,0.015976192838934367,0.010262560921503905,0.02184001339810493,0.00011591461952775715,-0.463560385920573,0.03091498818821492,0.01012948928928381,0.010369552292104345,0.003322031112247714
275,0.03683763669596374,0.021930892831733217,-0.0019364995716841804,0.030315629628603347,0.018245960717877097,0.0010990142632181232,0.0014254717498261016,-0.4778274631826207,0.025127480077571818,0.00946207658853382,0.03675989929615753,0.042846123577874096
276,0.017867102117634204,0.01257429539327859,0.01913766147026763,0.0484868539163017,0.013412420652457511,0.011118245165562255,0.0020575355028995546,-0.4770296801289078,0.016703242156381748,0.016725812015465635,0.02690909142165765,0.04963297690346735
277,0.03401907360967016,0.015302055353913602,0.018444504399667497,0.04087763468851335,0.016374285370261532,0.0177008185419254,0.002235435216789483,-0.46372216308373027,0.024808669318645116,0.006489143468570546,0.021189469702676433,0.03298005795397785
278,0.030503580794345453,0.0006494730969279772,0.002601774771392229,0.024814523370878305,0.007267057667831978,-0.00943849756004056,0,-0.4769497867964674,0.02655106981183053,0.01943697481419804,0.04259174383969366,0.02242607086100179
279,0.021947917295619845,0.010479658126314462,0.01102112939224753,0.02558972395672754,0.008573647191497002,0.023302319321373943,0,-0.477026680164272,0.015883879804277967,0.016210472205784754,0.018115521930212708,0.04186782053193383
280,-0.003697623268408279,-1.8468817870598286e-05,0.017819109315041715,0.011355652519796422,0.004501987942603591,0.025956626088373017,0,-0.4154661119100638,0.0201710481610462,0.02173152820461155,0.012547288764835685,0.01627754328910669
281,0.02755691096172086,0.004745000824982526,0.03635654640402208,0.01446997621042101,0.014065418586596934,0.03558124641131144,8.087296737357974e-05,-0.47694139563827775,0.01748705384443383,0.03082181346144353,0.02688113450858509,-0.0005845776040587225
282,0.03690431757047463,0.0010282958423886155,-0.017059744389143816,0.05417420550475072,0.011224027848868444,0.005198748279326537,7.499988714698702e-05,-0.47712019601021893,0.026617407437584006,0.03138808575204166,0.027124890551021963,0.034482173123251414
283,0.01598577304139326,0.006312815445426168,-0.00493948705116054,0.030200549739674894,0.017899239721373306,0.001878937700894312,0.0006679428115603514,-0.46861411569989286,0.020927578474584152,0.013315626931216684,0.05634209795425704,0.005035107966250507
284,0.05780804394021288,0.009545733788399955,0.004512168383371318,0.055221249609985534,0.007538299073644339,0.012262457027873095,0.002966033663142298,-0.4396635157754645,0.0251632825827528,0.016260278584013577,0.017159596393497623,0.029095263402268756
285,0.06496762600318107,0.008777923351544814,-0.0003433796427998459,0.023866856243330403,0.00879886613574854,-0.005580155289862887,0.0014733506195625523,-0.4768782271712553,0.030503618238071795,0.016929120075474202,0.04076835955311253,0.045160756631958066
286,0.034650562825845554,0.008115307828120422,-0.0019300338772154648,0.030874931368089165,0.016187884844839573,0.02308789282142243,0.0005278158096189145,-0.4582444650877733,0.020716184388675177,0.03225305284240676,0.023874203387094894,0.05696390450907529
287,0.06610369113786874,0.014326808730288576,-0.005534056133001286,0.06005230685514107,0.009163395157202103,0.027977672252745833,0,-0.476983019412728,0.02554377436467803,0.039477642481870134,0.01990499049270511,0.023672651423112256
288,0.02736824710473229,0.011623436090246742,0.013343704586873171,-0.006947397785552312,0.016604632301550737,-0.00590082420330873,0,-0.4770042864547577,0.012361638339825731,0.02547534632140014,0.04148218485443067,0.04412568560235286
289,0.05564925480007332,0.015550702409200312,0.0019664078809000785,0.012598525108842296,0.00641795243609522,0.00982510506582912,0,-0.4518886950390879,0.02507109132602636,0.00811183583255115,0.02547660590425949,0.03518633303292518
290,0.04558381209790241,0.013578687915469343,-0.02949077219363971,0.04390205567324301,0.006423864774660615,0.024028660274780123,0.0013062420148344245,-0.46619571998598985,0.018199484476554065,0.024055843639885666,0.008036148645260255,0.07756977229655604
291,-0.011881927808644832,0.011858592413773296,0.00730716382713581,0.01705968286114512,0.004010544771972491,0.044598686012250255,0.0003734786696441006,-0.4770061324525159,0.016379899658204522,0.017238670962797187,0.04640206223484711,0.03750226332005013
292,0.001207038914799341,0.009381926395690243,-0.005198119021997627,0.03526497829261643,0.0052874462453473825,0.012311942073210956,0.003653896297691972,-0.44534833065699786,0.02617544043187081,0.0359900340394006,0.02908356671287038,0.027522281926451345
293,0.03116540569544668,0.01486202950036386,0.01765491667902097,0.040500528364646016,0.009817295118409676,-0.0021143105259398,0.0021689116620109417,-0.47691688482882455,0.02611664390678925,0.030346956747507647,0.03212314635311486,0.012096909544197842
294,0.044422314391439954,0.01816009997492074,-0.006428143048651691,0.014427966155835747,0.016803935071038723,0.03221522543026367,0,-0.47597933816723526,0.021642277929458945,0.02556088800258749,0.008725720415895921,0.025229037230019458
295,0.017860688774590017,0.0051605369881144725,-0.006787171987525653,0.05808479898405494,0.009530570815513784,0.02784840871754568,0,-0.4767205316748005,0.024510450374691573,0.047173969512186886,0.010299404591933126,0.00883329032092206
296,0.013090340424810163,0.008576018827398002,-0.005373580193918315,0.024725495887878424,0.009719607702578514,0.013674597339559114,0,-0.47121083989623,0.02565185786306756,0.028886470940960866,0.04888679140640306,0.03586229295342491
297,0.02615712403530779,0.016430489209597,0.003835816041828366,0.005539170699648821,0.01372347678625374,0.0291429403150687,0.0006744621125562844,-0.4767026233312208,0.020612716100345096,0.013196648641496722,0.008128659693966256,0.030422105988691328
298,0.020462984572077403,0.012241847112818505,0.01769354745192686,0.04279036958655525,0.014528865413012682,0.04930014085221046,0.001845437025622232,-0.474784902355168,0.02592409578210209,0.04007300780904188,0.05795775547812809,0.023514027039709617
299,0.035277012599181035,0.011258869615630829,-0.006610560279113997,0.043810255234348006,0.013766380301603933,0.011063661259413491,0.0015170625047176145,-0.4403563227679115,0.02053595718575707,0.03862404283381693,0.01779585367967229,0.018624976987041464
300,0.00382699004285314,0.01330396901153108,0.025863541064609308,0.011957854347201646,0.010924169757345226,0.0335798586513647,0.00045313272494240664,-0.47386201974586584,0.026965649891906196,0.01100563786235398,0.0185947441945018,0.046095599374893936
