step,deepseek1.5b_sync_8gpu_lr3e-6-actor/pg_clipfrac_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-actor/pg_clipfrac_step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-actor/pg_clipfrac_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-actor/pg_clipfrac_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-actor/pg_clipfrac_step,deepseek1.5b_sync_8gpu_lr5e-6-actor/pg_clipfrac_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-actor/pg_clipfrac_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-actor/pg_clipfrac_step,deepseek1.5b_fa_partial_lr1e-6-actor/pg_clipfrac_step,deepseek1.5b_fa_partial_lr1e-5-actor/pg_clipfrac_step,deepseek1.5b_sync_lr1e-5-actor/pg_clipfrac_step,deepseek1.5b_sync_lr1e-6-actor/pg_clipfrac_step
122,0.0010309053559933838,0.0077708886383334175,0.006723716534861524,0.001456003906977934,0.0019240367538749035,0.001003485079013444,0.0009044471385804372,0.002080961654504184,0.00049766527976959,0.005134588453074684,0.0021796231205717916,0.0005049719755238345
123,0.001003169381408206,0.007715386862400919,0.00858424611077377,0.0015324077970944928,0.00157142138043967,0.0009879772819203936,0,0.0016495776510034143,0.0004515371574042995,0.0036931844981457594,0.0017006166112767504,0.0004824549881763036
124,0.001172586485977046,0.007737116509088082,0.007264751107956889,0.0015075916520676071,0.0013965699957422357,0.0014657697596872864,0,0.0007198569802750609,0.0004543210214160354,0.002914199146546351,0.002336896957289851,0.0005178961928322678
125,0.0008436751360666055,0.01124752465395245,0.010113078047135076,0.0017081075098758446,0.0010775181436446684,0.0015384234583962098,6.490722350435769e-06,9.957169663371482e-05,0.0004522122369174516,0.003719084104773024,0.0018257867523061575,0.0005890080480017595
126,0.0010084779738603034,0.011561421267106195,0.009001775882827072,0.0018443712427445764,0.0012063905817614375,0.001431405123184959,9.740387218752244e-05,0.00015549096565337095,0.00039778139177161417,0.004336265055268416,0.002019665270712391,0.0005127145213918993
127,0.00107007021732578,0.013503110601912992,0.012075722713649996,0.0020947250384779183,0.0022609849612604924,0.001990499576027105,0.001971521975363521,2.3529009043462188e-05,0.0011483586940448732,0.0038143586812461414,0.0019171645777706068,0.0005255960256493251
128,0.0009266742615636758,0.013026938431161955,0.010952835802051928,0.002572719652016531,0.0018629911217410344,0.001383588979968828,0.000708828839262465,0,0.0004660367573372544,0.0025897968977770924,0.002057997523161248,0.0006005089994557368
129,0.0015176362666783174,0.01152501926117111,0.014716730688546488,0.001547359120971722,0.0021443591043835376,0.001071409437827242,0,0,0.00048089896132658946,0.002531943052730033,0.002068232286200371,0.00059585478543709
130,0.0007901697660080183,0.007993440275458851,0.010761210965584824,0.001607362303357976,0.002073480904755342,0.0012746428854024132,0.0004063585633325432,0,0.0005453422606137792,0.0026140508149046404,0.002197591784756191,0.00052742992463719
131,0.0009572790830517128,0.008624502519617239,0.016011227703002076,0.0015291659192593126,0.0018061846064962497,0.0015780942260057711,0.0005750161412530967,0,0.00047489425302873394,0.002420871779572735,0.0017914678293130047,0.0005428326008086515
132,0.0008493087003731297,0.009777525137253225,0.013549861067661238,0.0016064307128544897,0.001466672317519624,0.0014463255479313375,0.01215657359830402,0,0.0005014934861071996,0.002404165646790909,0.0019054447851843625,0.0005881252143995087
133,0.0008199244595790589,0.010362873342819512,0.015467177778326138,0.0014473451993558782,0.0011759449992664137,0.001535154176235665,0.003660358922926328,0,0.00046325285433383777,0.0019384421437808096,0.001957240819634039,0.0005325282923550754
134,0.000902089490922756,0.008862958918959917,0.01035956345733919,0.001635912474872695,0.0015042075937308358,0.0010869800160890008,0,3.0621687010564128e-06,0.0005075575133658579,0.002313698076534572,0.002150534209355354,0.0005364215233289302
135,0.0008001182594030286,0.010638321384202495,0.016703164669888793,0.0014200624080881108,0.0016929944170062678,0.0011170618845637872,0,2.6649894535742197e-05,0.0005426500901144622,0.0022906155535353414,0.002398954955582588,0.0005096041418028108
136,0.0010449782534817046,0.009949490337887602,0.012969723901868388,0.0019072836378406712,0.0019009211400786324,0.001629784034472929,0,0,0.0004751873918734179,0.002303439676026518,0.002136770701488583,0.0006038005480009955
137,0.0010171526994385298,0.00768412043544231,0.0179011424996973,0.0018240668378850737,0.0016571127111931743,0.0017157062452830226,0,0,0.00054732154718522,0.0028987423250892348,0.0018776439533410112,0.0005727624163158068
138,0.0008617595086754001,0.006897636330809052,0.010760999763442669,0.001713022658245441,0.001412723076786838,0.0014494096173399845,0,0,0.0005095319275812761,0.0026841000009912796,0.0021013565517755415,0.0005722220668960492
139,0.0010913744408054089,0.007628427185792182,0.016842587474495,0.0017484804341553926,0.0014881801965700504,0.0015864553284345453,0,0,0.0004726787563189303,0.002205305053914317,0.0022414965935154,0.0006230708868807178
140,0.0009700202571842792,0.0059148939571490415,0.01157345603336013,0.0016493109393801812,0.0014295821940686435,0.001781804916195792,0,0,0.0005052168424829991,0.0018994936313750563,0.0022011164657583107,0.0006182569807335951
141,0.0012003671404161695,0.007562180092253794,0.01633500773365692,0.001645039462822578,0.0014015599396455798,0.0015726475293853408,6.248210191555117e-06,0,0.0004519351154447742,0.001743577388132177,0.0020863412424833292,0.0005479644713321594
142,0.001072166102088746,0.006518484563122528,0.009913652660828895,0.00159602497261381,0.001458594426926888,0.0016542381417377506,0.0002252866463352016,0,0.0005877421152631128,0.002669308964749517,0.0022074079205638207,0.0006010965909862373
143,0.0010575307483122742,0.005933600679362336,0.010005956712437024,0.0015550763091163216,0.001273156318643487,0.0013030931273844055,0.0004261183447498547,7.243624644442684e-07,0.0005407684761065765,0.0027883269309284856,0.002092530896249606,0.000516598767877868
144,0.0010929082196095184,0.007983358280877215,0.007180393969617528,0.0016222382665091572,0.0010886670191107093,0.0018427325469474456,0,0,0.0005038244373987723,0.0030799181363969793,0.002397866134848554,0.0006812334960052206
145,0.0013384461049449432,0.006840921730480132,0.011212007485374384,0.001527867223830981,0.0013972600138633703,0.0019917839903428104,0.0001592623998773704,0,0.0005454689545206127,0.00346129799341394,0.0023193242262398903,0.0005918237547754843
146,0.001177599447104047,0.007973561117614736,0.007632203409291703,0.00176040645882971,0.0012285890269280431,0.0020244990900696288,0.0005335149356176948,0,0.0005575939484742775,0.0030915617627705126,0.002566677076411788,0.0005877800182084635
147,0.0010976077919208778,0.009189187357395252,0.011795436839141376,0.0015177382322127371,0.0013334343900728875,0.002163524004052826,0.012170233575163694,0,0.000555311260618147,0.0031107948062202868,0.0027915477812923708,0.0006079494334109178
148,0.0010668579619494605,0.010866282700856284,0.00910667630473004,0.0016839216979178673,0.0011288777600026358,0.0017967546215314964,0.004145829536970232,0,0.0006269879642655779,0.0035024239090629492,0.002720780142882113,0.0006860740628486811
149,0.0011458885121142389,0.011666239995282098,0.01520007669185159,0.001689730986245628,0.002004940147040131,0.0018874169723059775,0.0053686715797133895,1.0003566912928364e-05,0.0014600843583931428,0.0028951292033105765,0.0025818869166652717,0.0005455019531837024
150,0.0010599679699669472,0.007852875129174208,0.008422863315562218,0.0014991549481773968,0.001236365788713047,0.001858746832704128,0.04236631589468804,3.441857436634812e-07,0.0005698710818995261,0.002886223863056743,0.0027381005581842963,0.0005745495802115971
151,0.0012042160422020569,0.006988320729717435,0.016082285452237603,0.0017498332207451755,0.0011574725629377516,0.002186330091221449,0.006303770446215316,0,0.0006098067888872364,0.003041596342499804,0.0027922639803198927,0.0006527858000529369
152,0.001596662339113372,0.007746853765274864,0.009683230852670435,0.0014953252237773994,0.00132205376265256,0.001831574917014223,0.01744719226111639,0,0.0006232870041308976,0.003622525734463125,0.0024643362911131303,0.0006246699750483779
153,0.001179913295451369,0.007232522663322189,0.01468744955900345,0.0012911713039523798,0.0011717171492399265,0.0016300151032954176,0.007598152572640257,0,0.0005256915547645818,0.003278099923924043,0.002232071916833692,0.0006252633645425177
154,0.001109366787356218,0.008909992654004046,0.009818763045578842,0.0014254221608475412,0.0012120995049613118,0.0014962192438664108,0.007710252530036937,0,0.0005223530261522077,0.00328351026081901,0.002504537938748822,0.0006385963610658731
155,0.0011743231674093595,0.007521469643972701,0.01506868817137036,0.0014654569878985058,0.0012146731636011492,0.0017976166455787833,0.020550143263891978,0,0.0005302027329387296,0.003495915595930199,0.002263855099912224,0.0005685915144668899
156,0.0011791612987941508,0.007718363932508509,0.007642773407228912,0.001673252792807034,0.0013478174710377434,0.0016222975875457562,0.008212209482740802,5.488833756736801e-07,0.0005741799835770205,0.004192589098780775,0.002899240863068068,0.000694806741241911
157,0.0010790315488650646,0.007666361883776717,0.013020198146866595,0.0014430508114855912,0.0011906328314245792,0.0015941769748596098,0.005125281632554127,0,0.0005513005763122458,0.0040005931712668525,0.00296600691994668,0.0007259479899929781
158,0.0016113764392598352,0.009218087660506503,0.006554487284976422,0.001752136536697435,0.0013890279480949753,0.0018692563784032583,0.0001746921224845142,0,0.0006594177424183042,0.003962493081747776,0.0024891585743780312,0.0006740047753762181
159,0.0013803919536734435,0.00955056149368396,0.009530185913725992,0.001413208665098864,0.0014920351821680155,0.0017481179714065678,0.000106960853389746,0,0.0005243993854729405,0.0037193381329522408,0.0022356350664902197,0.0005781351078679252
160,0.0011350206038493293,0.008554538655827367,0.009364894396281557,0.0016748877532802176,0.00140893662687174,0.0015758584349463316,0.00013150531633429003,0,0.0006056350548399016,0.003634299289310547,0.0024634279994974017,0.000657979884516336
161,0.0012150927249682097,0.009541971730262352,0.012780842027440844,0.0016146041049978522,0.0016524477698176827,0.0018553334838153595,0.00019055172132474192,1.0674491869426205e-06,0.0005870897870532976,0.0036944694029534737,0.002634371760161064,0.0006221567448033296
162,0.0011999613254887755,0.00928016396037059,0.01046347283572805,0.0014347686679971766,0.001745117619390007,0.001860185268621232,0.0002972302308410661,5.101609767061072e-07,0.0005828178839946959,0.004625511072831264,0.002873981225483086,0.0006961393147481859
163,0.0013140670407232218,0.008293604470302605,0.01323638902154734,0.001303460311979373,0.0018530191579639692,0.0018198508886641885,0.0002859946732562755,0,0.00048484356031277046,0.003920853482589377,0.0027664842341653725,0.000652856556649163
164,0.0011954079647041045,0.009445748812140664,0.003841610001875649,0.0012831328979365552,0.0016167240137838234,0.001828506403044008,0.0003408567841822174,0,0.000557129141320136,0.0048752165178545205,0.0024097623204811084,0.0007031715569090531
165,0.0014714385911486858,0.00969015775362178,0.008253241034143294,0.001587852761740332,0.0026964044150090656,0.0017924050558121962,0.0003225553475218303,0,0.000515525585168427,0.004725275564291783,0.0023485574207701243,0.0006708915152290394
166,0.0012053880312944275,0.009918692379539028,0.005026448906873144,0.00161755306735837,0.002931891744832843,0.0016955403384816322,1.835991734979972e-05,0,0.0005881432510692771,0.005886493612706545,0.0023378364489458777,0.0007173841837097175
167,0.00136524279484244,0.008451255142616625,0.008326059249902642,0.001636709138088358,0.003267010273754213,0.0018809910222692204,5.378390960686375e-06,8.896672170521924e-06,0.0005990560405763626,0.005568539033750615,0.0024021646063057383,0.0008177328143918547
168,0.0013761843882613384,0.011570204549377409,0.007054857193373629,0.0012885526612535611,0.004083270156670451,0.0019278605534302849,0,0,0.001601765247879366,0.007456151429808957,0.0022805072027082597,0.0007132894322096131
169,0.0013042820519331144,0.014197939258034843,0.012106691150355411,0.0016089473193534175,0.005839445496548961,0.0017760626763380814,0,0,0.0007105040641495114,0.006163222698607955,0.0024367589278318476,0.0007527358292593687
170,0.001367951246807241,0.007836058803962822,0.009216190164603604,0.001819618347481748,0.005613433844476579,0.0017261441626033047,0,0,0.0005447321116492645,0.00657057382613857,0.0021264393475980293,0.0007171582903194232
171,0.0013481857013608706,0.006761190915826971,0.013015853589265842,0.0013818825452517555,0.007475826112538412,0.0013885748932642111,0,3.85788171702335e-07,0.0005108045925191229,0.00560854225412296,0.0020787705554624176,0.0007143069160765908
172,0.0012270664832439728,0.007891966417639893,0.006815477896389995,0.0015854231874072866,0.005160819713812369,0.0017976866800618943,0,0,0.0005693880170525573,0.005257794901739213,0.002029900093396503,0.000850217411521283
173,0.0013580796470394976,0.008783322884676424,0.011698743209376094,0.0014520291913868277,0.005394423616904439,0.002208521656051067,0,2.0371688440883933e-05,0.0005909670682202968,0.004973969556472598,0.0017569337992527935,0.0007430850260248377
174,0.0014569461764256716,0.008248922812147915,0.00866699250865863,0.0017206923571176872,0.00296225918633354,0.0020526330128809714,0,0,0.0005345574940520238,0.004904639728028781,0.0023636835116438147,0.0007559543641467539
175,0.001466182351578027,0.007022981770321767,0.01279427666531774,0.0013892486558688688,0.001786616934983253,0.0019287526327908771,0,0,0.0005560179413611478,0.005516749087893611,0.002189728814068245,0.0007598687685458572
176,0.0015136914058270382,0.006688142857456114,0.006637306356824242,0.0017406629352990422,0.00267489762934649,0.0017599741693716383,0,0,0.0005718154705341889,0.005272028489456385,0.002111538834307996,0.0007556852407179651
177,0.001542267437687814,0.006053201580838736,0.011373645214302995,0.0016866090822403724,0.0026056660171489454,0.001834107345205536,0,7.546999825081002e-07,0.0006209872349586476,0.004987151520930265,0.0021929369879301725,0.0007864740743624519
178,0.0014223657484845637,0.0065609648579265925,0.009651634570309396,0.0016308537016941824,0.002392024519685947,0.0016909814874617784,2.25989929781968e-07,0,0.0005458365775426053,0.0056044184827639945,0.0020952126828690425,0.000778605688001568
179,0.0015003399023823607,0.007250907581692445,0.014332417976220311,0.0015127134824979294,0.001853871818328711,0.0018793367676979951,1.7999008366295573e-05,2.19398919425933e-05,0.0005456000785156705,0.006048400014530368,0.0019178426982155849,0.000815477772807514
180,0.0014408414782485844,0.007239846051961649,0.007618645015467197,0.0015839611896808492,0.0011455088076330027,0.0017996441639719174,3.889067419632655e-05,0,0.0006024901345995203,0.005954995531724169,0.0019064255131880875,0.0008655140080268861
181,0.0014521576940318308,0.00814189725992037,0.014359906630884128,0.0013252162664684874,0.0015786878429185729,0.001823045738269795,0,0,0.0005839344254630333,0.005860970801729006,0.0020856142179937983,0.0007350792626508534
182,0.0015578065382821176,0.005814318614138756,0.012174226489226688,0.0016198461408948343,0.0014347943617074954,0.0017438701045085466,0,0,0.000608711120817547,0.005147105405946301,0.002185887427794628,0.0008484088121852102
183,0.0015926800732857026,0.00565844814205775,0.016287753105210693,0.001334621121213786,0.0011978062957286263,0.001713516906089684,0,7.313270598939252e-07,0.0005903081655470656,0.003528382981647575,0.0022517589933007307,0.000775351167912713
184,0.0012921379171397037,0.005766089651588118,0.007371553742367117,0.0014291453701844147,0.0014403810427701012,0.0017370207564809102,0,3.786130327537635e-05,0.0006506950349451776,0.0033762821849519023,0.001849489707224579,0.0007409180161125227
185,0.0016647741670437555,0.00615600899385754,0.011286422731837043,0.0015366813238870236,0.0011940590554065868,0.0016660096983220527,0,0,0.0005437502460243636,0.0028707711662028404,0.0017643035836550148,0.0008822247989428433
186,0.0014995329614802834,0.0059359997909632515,0.010236322912154112,0.0012482165196161076,0.0011768438208981445,0.0019713359235937807,0,0,0.0005598432287446155,0.003576546658595317,0.0018103052282337257,0.0007946377055465264
187,0.001701377346762456,0.005747999862696994,0.013263110791394,0.0013477431210958458,0.0011687812101712012,0.0017623056397236983,0,0,0.0005820495699282964,0.004128011321978799,0.001893258777746941,0.0008686788763599099
188,0.001955449402969883,0.0048780904882519014,0.004035512821208917,0.0015423366904459808,0.001404517924711749,0.001684948627123297,0,3.612842002480444e-07,0.000544878216643004,0.00524114006423891,0.002180028988580792,0.0008450093686358167
189,0.0016047621240778383,0.004895073173247511,0.00846007392833049,0.001452858703703983,0.0013799760389212258,0.001838125973501354,0,3.5603536576565926e-05,0.0005868211542747303,0.006976244070339364,0.0021374455825431877,0.0009397734044083532
190,0.0016079206577073602,0.004614980565675069,0.004817628020282428,0.0015434260863652783,0.0015258972980005544,0.0021251732109290474,0,6.9366691444456044e-06,0.0006256109374711134,0.0079708449685467,0.0019112839171763576,0.0009135083856391076
191,0.0016006421159372188,0.00426259560874314,0.00919685839845773,0.0014337503834678678,0.001355062423814301,0.002010359749773569,1.991384449086451e-07,0,0.000599238816833419,0.007967627314178242,0.001920679721846914,0.0009601295674704152
192,0.0016717158183848031,0.004287916042085271,0.005625426674062814,0.0015407615850389924,0.001308672475665894,0.001627828037588949,0,0,0.0006498605314323152,0.007462628767822631,0.002194629564958935,0.0008898075124737883
193,0.001766875011082625,0.0046912070963298904,0.009808080111654889,0.00150195966298703,0.0010706224038949583,0.001801454870143392,0,3.7589510183726597e-06,0.0005557872017272364,0.0064457786637843115,0.00223027550593078,0.0010162317541373242
194,0.0013486359770550653,0.003977445291820913,0.010655480998941452,0.0014061702698070025,0.001189174085793638,0.0017802997178312746,0,1.7452113217372887e-05,0.0006864043626865168,0.004917016555048052,0.0018843262139930728,0.0008787125500116657
195,0.0014903683153667173,0.004442689220156229,0.016620508716588725,0.0015196488341643998,0.0012308741334813285,0.0016427634502013627,0,0,0.0006581372117447741,0.004355453162176765,0.0022916929946127903,0.0008948324238853938
196,0.0014240210526933392,0.004602905958331665,0.0051960544274801835,0.0013786559732513368,0.001439972512370542,0.001835581635780479,0,0,0.0007042132602376884,0.003398086803124236,0.001995846087973203,0.0009410636209265378
197,0.0014039990640185352,0.0051595842394920695,0.009040199749775244,0.001499583376244118,0.001469374150826627,0.00150535428620483,0,0,0.0006726361221073883,0.003436494594801237,0.002220917239438594,0.000991134653408413
198,0.0016791192264939863,0.004559598601325114,0.006711141175158749,0.0016677261280511589,0.001284162704399093,0.001849070031601679,0,3.230039831524824e-06,0.0013348085684848836,0.004068285502302333,0.0023400053260874383,0.001003852449780664
199,0.001471604082237208,0.003881225225120067,0.007283717472125103,0.0015489918894717248,0.0012893260635480775,0.0019040466274263296,0,1.835332151291796e-05,0.0006352191980824335,0.005342760299499511,0.002040166692660767,0.0010586592054735505
200,0.0014730656565916434,0.004455488757125399,0.007384451330707028,0.0013161238728172044,0.0014851645250278777,0.001915633252916781,0,0,0.0006548266069102369,0.00657968625044434,0.0019171468766217004,0.0010815609342292494
201,0.0015534055220260122,0.003851571514301381,0.010803731328671042,0.001409953367112307,0.001434442245923632,0.001747615082758389,4.307255494495621e-07,0,0.0006355623784896704,0.008212819273205902,0.002173530591306267,0.0009714521408498584
202,0.001563873207877415,0.00433405970343975,0.00923700570659798,0.0013926118326496582,0.0015616637992097982,0.001876471519236392,6.790889895471302e-06,2.1281136034066668e-06,0.0008156110932466675,0.008487960468452608,0.002382228232422874,0.0011012242672362705
203,0.0015355819150716429,0.004046860499160916,0.00949068843494626,0.001197247593353961,0.0012640947796661258,0.0019905665710190754,1.4302801933549095e-06,9.007359755872e-05,0.0005340697088935275,0.009349383986072443,0.0018836110215984677,0.0009582153055463196
204,0.0016924739318147615,0.004755686523384173,0.003219514709804711,0.0012495699836455015,0.0016207153018471076,0.0018296515308148544,0,0,0.0013580729913207183,0.006297355799830731,0.0020551140047325093,0.0009311798254489794
205,0.001626030015957928,0.003803591880434262,0.0056125687177215385,0.001456456093624833,0.0013811159489663482,0.0018421087011648884,0,0,0.0005809515353809564,0.004148484642214336,0.002273050142775901,0.0012458593944661275
206,0.0015363544678665476,0.00482665709164899,0.006096566355435719,0.0013589237813481836,0.001301325142350114,0.001765298322549246,0,1.9497972813121085e-06,0.0005742298325334228,0.004163091468486211,0.0017621149987793283,0.0012041120194704778
207,0.0014838517532692864,0.003578805750024643,0.005391020708812257,0.0012534346044448309,0.0015565998531446195,0.0017406571495507152,0,8.485880411431675e-05,0.0006637607230595677,0.005187314489582853,0.0017471598280694293,0.00109269013415282
208,0.0015203571989938307,0.0041880827916934826,0.0031219279739321633,0.0014182770385157836,0.0015998659153205815,0.001772745378647497,0,0,0.0006506295236547223,0.007179651894408986,0.0019963634841505236,0.0010584848519684807
209,0.0015284373906524706,0.004458884002815466,0.006921248184738468,0.0013393253879517683,0.001723184442058622,0.0016271762945259318,0,0,0.0006482675704184906,0.009069225368571712,0.0020240833704189176,0.001230629014104567
210,0.0015037493887489074,0.004151595598060257,0.006181629168997716,0.0013391420679302731,0.0018168754137937808,0.0022123812131708705,0,0,0.0006353858518380576,0.011311793605451715,0.001844068989447061,0.0010926687824039396
211,0.0014993746150594237,0.004019482419944661,0.006971592599061945,0.001369772995617712,0.002098363100953326,0.001850629093971954,1.1497999646326667e-05,0.0004889982296065552,0.0006387889112809055,0.008219433184214203,0.0020107540200445906,0.0012262327839763249
212,0.001583280292945302,0.004080160965073716,0.0042178740254831095,0.0013683925331168295,0.002366715293916698,0.0018930727467456811,7.674318122132169e-06,3.6095530851846834e-07,0.0006023943074766672,0.005253121637410501,0.001968704393386195,0.001209912572775442
213,0.0017039862443544692,0.004029183441566097,0.005007245932726315,0.001454042383639634,0.0020530652466018533,0.0018107375969768989,0,2.336461300407844e-06,0.0006127017571344034,0.004861787182976101,0.0023200768782771775,0.0012119153957428352
214,0.0016292139621216892,0.003892662152595056,0.005854441149141267,0.0013537194237704336,0.0021465073924879946,0.0016509637254869653,0,7.4860082109166e-06,0.0006318184725480271,0.004487768314158364,0.001851626528687947,0.001325989673478034
215,0.001538954085800669,0.004018523775206025,0.008019262796051408,0.0014866748007862469,0.0020069711708045083,0.0015184590291193506,0,8.933219746585095e-06,0.0006657433245802415,0.0046427003427830325,0.0016773874285718191,0.0011635119314010616
216,0.0014592634854638255,0.004099695935211558,0.004599036144607427,0.0013953311624901267,0.002298032424872732,0.0017855849792318796,0,1.8907451773814568e-07,0.00054573195645465,0.006086803809379805,0.0016671714650907563,0.0012942257031251134
217,0.0017053137235052418,0.0042636738443333246,0.008077417624533402,0.0014192974814994325,0.0021950413059200332,0.0018542043443905937,0,0,0.0006078009273930245,0.005144181888350762,0.0021215387805955774,0.0011844437438077492
218,0.001455690538607866,0.003316086408934401,0.005947779631488477,0.0013105881731462431,0.002594551451854716,0.0017696869814244564,4.3216588833714807e-07,4.685331186376957e-07,0.0006688530373787327,0.006478317958167084,0.0017689689682924836,0.0012686716309406442
219,0.0016579047434788663,0.00420946585034943,0.006235510436768739,0.0014874802750041867,0.002497613933810498,0.0014640213433500151,0,1.221437484144108e-06,0.0006010889776065266,0.005145866840409023,0.002263995723354883,0.0013245667797491475
220,0.0013486045291756454,0.004410420968067936,0.004258770125813629,0.0013412354391303695,0.0030467656351286752,0.0016194416922760782,9.218271858654504e-06,1.3554681558933666e-05,0.0007467450712845151,0.005236903222215584,0.0023528075614601047,0.0013154994328942848
221,0.0016982157065330084,0.004392066008424283,0.005874564543410088,0.0014366198648035193,0.0027549631938809695,0.001604825507921876,3.592474760048183e-05,0,0.0006638464295967509,0.004322705724521455,0.002105605110273246,0.0012447083089682563
222,0.0015919801209747675,0.004209641901575701,0.006868234645895555,0.0012009689139732573,0.0025119231220132004,0.0015978615474311884,2.653092949566642e-06,0,0.0009350339288873024,0.004735218307247862,0.001900198382903303,0.001322716264689916
223,0.0015619064556847747,0.0034106376643413335,0.006819042456949579,0.0012650940769328206,0.0020550211302403252,0.0017137899353036285,1.0992969232995885e-06,0,0.0007887564369217727,0.004231862489508454,0.0020095475045915617,0.001182964541749243
224,0.0016382803359623434,0.004296867745425616,0.0024227649665339995,0.0014863309592805134,0.001379977272562638,0.002034958820461595,0,1.5930315081883843e-06,0.0006362466346857246,0.004585779546307648,0.002171501468789453,0.0013273034291058946
225,0.0015203513548618592,0.0037960353649934943,0.004470093665668182,0.0014140593739877818,0.0017287057558900373,0.0017773181177538142,0,2.0891117648196605e-05,0.0007183499146743667,0.006125770291361153,0.001738715563912289,0.001267143349067714
226,0.0015521319250443152,0.003661627725604275,0.0037277497552072178,0.001304571552218688,0.0019930116889966256,0.001741236033508771,0,3.973482749001156e-06,0.0006405079909700362,0.0064866908948848735,0.0016941631682432974,0.0012586330311406574
227,0.001822994266058231,0.004278044563424946,0.004726530603920765,0.0013739486507388806,0.002277228136530399,0.002269282263262349,0,0,0.0007320084028363757,0.009428241180045337,0.0021014008959051957,0.0012850725152977825
228,0.0015713436762325728,0.0035193275465711916,0.002804032382357138,0.0012518932881600143,0.00226971102623513,0.0019449930312179656,0,1.8108908882234518e-07,0.000681228035401463,0.00918267582131877,0.001700945301839359,0.0011261901926422396
229,0.0015086882495535707,0.004137827705562813,0.006058486814379735,0.001336630009716274,0.0021454646236872157,0.0017760823266970956,1.8157530906716024e-06,1.9613357969373123e-06,0.0006584255818324892,0.00930586967670024,0.001970902962208735,0.001396108769404236
230,0.0016674420520558205,0.00370929423311113,0.005727093904530041,0.001323618674400172,0.002064667473472442,0.0019285495060433857,3.654401461972157e-06,1.602180162600624e-05,0.0006510082004288458,0.0073147271564981955,0.0018164837655755643,0.001456953568022738
231,0.0014857676075280325,0.003527225461396113,0.006918837293908962,0.0013889008296246177,0.002059323699342293,0.0017991683735503598,2.4217158665895556e-05,1.404906652169302e-06,0.000628386755681866,0.0059990739104132055,0.0016215087933915129,0.0013485988605392968
232,0.00148813062555746,0.0037166060878748622,0.00463010145305433,0.0013936113821767756,0.0020172512751937925,0.001592324024280716,1.4561380868825095e-05,1.8763275084379333e-07,0.0007482087059621243,0.004924674991031284,0.0016916643665657225,0.0012820376592859056
233,0.0012899225629505388,0.0038492885939410406,0.006371410446119722,0.001388513967218127,0.0017578032779769835,0.0022690025718516567,7.344316876259711e-07,1.7536229799069198e-07,0.0006103899598331093,0.0035597265825763605,0.001626282716983951,0.001273876829637211
234,0.0015224344763402383,0.0042259540676712745,0.005706524542275991,0.0012905684222708012,0.0015938937260160369,0.001987234400654746,0,2.803509596560616e-06,0.0005423457312702559,0.003581174459603582,0.0017943347568234458,0.001527816187358679
235,0.0016003747622488772,0.003974585679518188,0.008259649011281074,0.001226695223987579,0.0015788484679622643,0.002063193130472724,0,3.647567999515949e-07,0.0007062735720699658,0.004184904738739996,0.002162141766954543,0.0013746060139725926
236,0.0014797423876188986,0.0043726331655138725,0.005200587716085704,0.0013714904982320842,0.00170126787232314,0.0015623529106547226,0,2.0558082737157486e-05,0.0006783040014358014,0.00472503207880675,0.001834496510544644,0.0014301636631509089
237,0.0017026797217439683,0.003653729560836736,0.004657492867909241,0.0013787275823738633,0.001639457105307816,0.001807681341868078,4.1414372731196636e-07,1.6666631782915349e-06,0.0007481047008876629,0.004961952838784507,0.002094349998960566,0.0013000467062785248
238,0.0023577924132088157,0.003956246426241705,0.004402096561559827,0.0014011734186825317,0.0017648734503761792,0.0020210544798194246,1.1016363714588806e-06,0,0.0006586394247573808,0.00456430209064682,0.0017474264496573893,0.0015418714798502869
239,0.0016528925656356954,0.003259776953604564,0.007396244819220657,0.001400842081120177,0.0020252415417570985,0.001848525742308185,3.657665784527181e-07,2.892729914011023e-06,0.0006850738281858673,0.005671351600609515,0.0019228942167571336,0.001395692357482403
240,0.001569900217686947,0.004342479219135216,0.004318817601460978,0.0013512263444575838,0.0019974485166284676,0.0018651895738499163,3.220198949340728e-06,0.0001349435438377051,0.0007319234184403672,0.006598694961537592,0.0022428416793142483,0.0013531078035444615
241,0.001386324202621836,0.0040359706106590405,0.00570531293624299,0.0011784612436878722,0.0018752715147974624,0.001847815870198908,1.8163638272349072e-05,0,0.0006444607935986164,0.006663726996792958,0.001799233903690109,0.001257929519038283
242,0.0015680341398365272,0.00353989473036823,0.004478630731439313,0.0014495683589798732,0.002357339170950062,0.001602397561560623,1.779380166211634e-05,0,0.0006475860233776751,0.006414304192094277,0.001851545242607244,0.0015118469768367504
243,0.0013938748437112736,0.0034785470246182135,0.008093969794471276,0.001324039767092068,0.001708927676064867,0.0017677577279149167,1.0384730870782732e-06,0,0.0005462145527021873,0.005009695525962069,0.0017513050865650608,0.0015053752332278235
244,0.0014817195647943613,0.003461049584835895,0.003086642810239937,0.001235795777964605,0.0020893022391842704,0.0017059878868300386,0,2.6207235870450468e-06,0.0006519452607310748,0.005265240773087957,0.00154737873252124,0.0014599533128234355
