step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-actor/ratio_p99_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-actor/ratio_p99_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-actor/ratio_p99_step,deepseek1.5b_fa_partial_lr1e-6-actor/ratio_p99_step,deepseek1.5b_fa_partial_lr1e-5-actor/ratio_p99_step
47,1.1986896393292727,1.1164495238139258,1.204152373831813,1.1074883109298952,1.1250151586814137
48,1.2134548993337722,1.1169376293053994,1.1922688098514782,1.1083464948474897,1.1222418361791855
49,1.28135438390818,1.1118907666316735,1.1994814114238983,1.1083729310908863,1.1256175152002237
50,1.1737496066548476,1.116435632478077,1.1760047550562929,1.1084414978726551,1.128462549543109
51,1.2280362260237496,1.1146525898603377,1.1447420169179343,1.1074156016111374,1.1260477086939873
52,1.2531578544511164,1.1275551773116483,1.2074499770688514,1.121682743094998,1.1378524145827844
53,1.3088094690193732,1.1156396928700532,1.204055372199842,1.1055065385705116,1.129229951761663
54,1.1849454670303667,1.1137086709739863,1.2465525014059886,1.1070223494498717,1.1233520920202136
55,1.2398832172715926,1.11416714292283,1.2149772996703785,1.10913765935703,1.126750990202377
56,1.254051215122647,1.118206384042517,1.2110047365958785,1.1081429471572242,1.1266501167645822
57,1.3476701032113414,1.119838205657222,1.1799705686668556,1.106298970856837,1.1241349022688738
58,1.193569976698469,1.115486126177204,1.1248786997463969,1.1070023035022982,1.1251592760284739
59,1.2636731169408275,1.1185701646666215,1.11017231742541,1.106173970084139,1.1270082524189582
60,1.2645110289255777,1.1148061546473167,1.1417886890307232,1.107400425204209,1.1286180192977189
61,1.3460758882106612,1.1145128506845805,1.17070747525073,1.1064842228410825,1.1308266021884406
62,1.2095521060025016,1.1183644039211451,1.162455290985795,1.1058754472928571,1.1275432408601045
63,1.2842805833405964,1.1290091193964085,1.1061632450765524,1.1280099295422263,1.137169493003325
64,1.2456606261883725,1.1163220631324835,1.0966293932071751,1.1069391676873872,1.1278852091232936
65,1.3314687208695846,1.1181486033208858,1.099227916339741,1.106063364677388,1.1271569356322289
66,1.2067109556881697,1.1133917818466823,1.082857786171269,1.1049026193718114,1.1245960388332608
67,1.2810999890068162,1.1098477469168158,1.0800233772514682,1.1054984578027054,1.1246294335772595
68,1.2299402878660222,1.1141916744230564,1.0976654845807288,1.1059597781326764,1.1268531308571497
69,1.2774066750622786,1.1166515318382453,1.0871766050656635,1.1036941761949233,1.1234982756276926
70,1.1989436910744309,1.110944906106362,1.0827260422018856,1.1051187068737789,1.1230930145333209
71,1.2351380250399762,1.1140565996368723,1.1326239239424467,1.1097790012842623,1.1246313916022577
72,1.2512076696042311,1.1181442511401007,1.2124626419196527,1.1097157524961463,1.1269702461361886
73,1.2808584404878602,1.1116341567383363,1.1239517835947948,1.106879687725003,1.124713435806334
74,1.1789458944619478,1.112727893383754,1.1196980282664295,1.106532997276747,1.1273860509196918
75,1.2468932719024086,1.116580379123871,1.1232275951580672,1.1076266231924263,1.1319663764135195
76,1.2080271934626603,1.115534525236519,1.0926011904541937,1.1051798866779516,1.1257371238872902
77,1.2634798911985436,1.114648044541096,1.119425217358968,1.105099709868116,1.1287611822287242
78,1.2034988845624621,1.1186287145490057,1.08542072865225,1.1078641941554868,1.1314253686951141
79,1.2623769988703142,1.1159720701621492,1.09911453018063,1.1072227982005902,1.129523984156549
80,1.2294157169759274,1.113952177063777,1.2633560562195876,1.1056907084316778,1.125754523401459
81,1.2643257395626404,1.1170262080481927,1.2381827756762505,1.1060711255898843,1.1305235645862726
82,1.24087321896244,1.1148117950250362,1.1340275977693852,1.1056462989939044,1.1255438141524792
83,1.3318393923003566,1.127443384733938,1.1152226690513392,1.119382330411898,1.1393721401182686
84,1.265162301974164,1.115820941166921,1.1184712559103018,1.1081937937145558,1.1339409020848763
85,1.3339503412271103,1.113782153691146,1.202655727788806,1.1065952181540155,1.1269285483772935
86,1.2646891232150588,1.112105034025652,1.0750283884832643,1.1059130954849723,1.1297363434158838
87,1.3785659276852102,1.1183052299241734,1.1221796551098426,1.1052099676555271,1.1392386152233551
88,1.3335417741987885,1.1182546536879758,1.1437404150872128,1.107664896175265,1.1289833397169908
89,1.4289876978260043,1.1144751304617295,1.1782617145587528,1.1092972185545498,1.1396513851359489
90,1.3079613576141689,1.1170724797501137,1.1999977495521308,1.107847162763347,1.1300048624475796
91,1.4429359097944363,1.115371558231506,1.1167103439155552,1.106018573962725,1.1338859855230805
92,1.3288931394261974,1.1135884786822967,1.1188308980315924,1.1062409306596506,1.1320031061997782
93,1.4785125351377897,1.116622782624685,1.146857330486888,1.1068082397634331,1.127545521341814
94,1.3242499030266817,1.115480057158313,1.1267318132454935,1.1099305818235123,1.1335521960774293
95,1.5003447843255937,1.124929636430282,1.081933272726558,1.1175799518823624,1.1396995081255834
96,1.4773716982740623,1.1194401253113355,1.1244870267255078,1.10482156651837,1.130141415618933
97,1.6744820609688758,1.1147613748908043,1.1730064203819404,1.1039494417607787,1.1242586200435956
98,1.2054219547714211,1.119451799726748,1.1131244912235574,1.1048928590139726,1.1351746229368906
99,1.2784995246580717,1.1166085758355269,1.1532510787925938,1.109462582778472,1.123087688191579
100,1.2198716389200492,1.113211888819933,1.296929042573486,1.1073198785177534,1.139475301876664
101,1.2498675324506574,1.116727754355423,1.2247989050366663,1.1075207757522594,1.1311027853993267
102,1.1847220580468234,1.1133653731573196,1.17994590083567,1.1085575946953838,1.1391874047380592
103,1.2461448847005765,1.1114799128358182,1.102543605795537,1.1076735696714857,1.138381451666355
104,1.2475976374392446,1.1141431140533349,1.1378038018320995,1.1047409706797215,1.1389805530126278
105,1.3324007448985389,1.1188305405240793,1.095207518401363,1.1049629175090705,1.1491508075098198
106,1.2342673161998392,1.1166032913785715,1.1440624433801116,1.107154014954964,1.16507810067672
107,1.3328785794742761,1.1138223779316132,1.1519986385009189,1.106629994776282,1.1874468084673089
108,1.298501093313098,1.1192086948951083,1.2176465458291688,1.1057176581025123,1.2290144206831852
109,1.3590301539732779,1.113800685867928,1.2284985851528571,1.1076171705149531,1.2369538198869965
110,1.1857644241924086,1.112966589228465,1.12889608736854,1.1095446680486205,1.251608677059412
111,1.222107602232587,1.121356027380184,1.118553993460678,1.106543317437172,1.3127420630248694
112,1.1738184380478094,1.113703999640765,1.1416652477894198,1.1063526759820956,1.3104197282842929
113,1.2138817825061934,1.1203658785670996,1.1020072633550773,1.1079800113508798,1.4255089448256926
114,1.164500329333047,1.113973954297029,1.0862949988183876,1.1054894812108165,1.33394318635265
115,1.1946017852798103,1.114425130498906,1.1509095008688413,1.1029262776176134,1.259977557530752
116,1.2076064394786954,1.1162758466715996,1.1096597644275632,1.1042402019732065,1.2225178100913765
117,1.244975829422474,1.1165753763349475,1.0686343231077853,1.108560939754049,1.186071428639645
118,1.1970611958661013,1.1193175965547562,1.078101761565013,1.1095480492711067,1.2534167039146027
119,1.235450564359243,1.1186657037834329,1.070751865431176,1.1085052161841935,1.2082341225592026
120,1.2192625363667806,1.1161063694776825,1.1026468463725858,1.1100654342930356,1.3116410594185193
121,1.2423724583697544,1.1280835089908658,1.0734186232315772,1.107714452972779,1.1885332328471705
122,1.1860006547843416,1.1092554815113544,1.1182679649103773,1.103762275033033,1.2213229527696967
123,1.2065925655431218,1.144451359808445,1.1004373737004722,1.1049610181698115,1.1428078180303176
124,1.187344871503933,1.1182505429784455,1.1801560846966153,1.1180723892649016,1.1380357721118608
125,1.208583925004122,1.1162168618578177,1.1000321363154135,1.105443365408315,1.1713120441218747
126,1.2341458460918946,1.1268308637692377,1.102637693285942,1.1239166125890765,1.1508996020155875
127,1.2679588242562918,1.1183853047146732,1.1406726083988787,1.1192504860054362,1.16859142940778
128,1.2174780585491003,1.129327001479956,1.1131048812423692,1.1064792596548796,1.1267465515205493
129,1.2702939616782325,1.112425243578272,1.2168898590802362,1.1037227724409189,1.132249794987341
130,1.273876282800403,1.1444419126671097,1.168800152001534,1.1052730839078624,1.1500343418286252
131,1.3335858044028284,1.113129254824743,1.0973713468228068,1.1076943065361542,1.1337201305975515
132,1.2322911867605788,1.129113234293002,1.2134182288366206,1.1051597943981035,1.1361384103639107
133,1.2852550833815275,1.117126657297978,1.273888859604233,1.1049693914041632,1.1306249942404756
134,1.2868353129535226,1.1115991132933531,1.262947508015416,1.1071172901863853,1.1269082803888757
135,1.3522304862737655,1.1303876462791649,1.5243443883955479,1.107439501068809,1.130947658965985
136,1.2348012169287808,1.1121020156890151,1.4162957720232732,1.1035766203069326,1.1286352227239504
137,1.3193338374105783,1.12955646318885,1.1183035113100934,1.105813213499884,1.139326551136298
138,1.3160288812592629,1.1191612120201957,1.1797361917638236,1.123782301556481,1.1387908426378712
139,1.3965240744873881,1.1247960118681957,1.1044279926299625,1.106077343297465,1.131677764467895
140,1.2185692424559362,1.1161131907655644,1.101717113933869,1.1040673420454066,1.1288864007219672
141,1.288644053041935,1.1156897464836086,1.0831667086645973,1.1070665855694448,1.1240324609884709
142,1.2611240577799352,1.1216767146610298,1.0697358777352928,1.1091574324802915,1.1304676043747603
143,1.2770284343834803,1.1132947960247594,1.0944397906710703,1.111108547076583,1.1439654988203596
144,1.178390462164368,1.1173181934998586,1.1832826153629206,1.1062382193395135,1.1318726525455711
145,1.241356956864524,1.115530879738239,1.1478976082454448,1.1059524167167103,1.1450063309073448
146,1.230569010387574,1.1191121930113206,1.0808747940851997,1.1074977011109393,1.1327411327511072
147,1.2998381124898082,1.115049573435233,1.1492209656991892,1.1076459282631244,1.1687875026272554
148,1.2062688555036272,1.112934445176163,1.1801404532714648,1.10852625994294,1.1296786802548628
149,1.2852207736836538,1.1262702390651635,1.17645819859307,1.1157674017277632,1.169540185561547
150,1.2731368788651056,1.1129861876511045,1.2472577760343633,1.10246650590138,1.1351061768434716
151,1.3688023243889664,1.1141953073126614,1.248769871920648,1.1059133667984735,1.1436040158894585
152,1.2121932016575403,1.113622588735251,1.1718899248412464,1.1103436858493547,1.1402471137276062
153,1.293794154127439,1.1147997843760713,1.153697411919182,1.1060912450627676,1.149507206367704
154,1.2729644879306616,1.1091376151624228,1.1769942952021637,1.1049716164668402,1.1415439420021498
155,1.3937413661962466,1.1206815073696466,1.1573383055627344,1.1099243393761742,1.1506858605127304
156,1.1897934727471084,1.1131959210385334,1.234936610410965,1.110075978189707,1.1556483694911004
157,1.2682791488547611,1.1139592509512062,1.0940278069449736,1.105700912885368,1.168479375168681
158,1.2135063082371889,1.1204831470008734,1.054828605271048,1.1053233065331978,1.1631375319521986
159,1.2606698258273434,1.1162816529778334,1.0440982143747002,1.1053157242419926,1.1594664636130134
160,1.2236672188205313,1.1196725991943839,1.0371673790657,1.1075627350908788,1.148004879983954
161,1.255961802195419,1.1140964572106768,1.0471005344142517,1.1076099588225286,1.1534834547092516
162,1.3327536524851726,1.1333088122071728,1.0604486044116528,1.105773948250742,1.1494341828043644
163,1.4267275574960203,1.1166204755695968,1.05284871279516,1.1065369183720335,1.1829766170839549
164,1.142581452109984,1.1349580731070958,1.075714843253058,1.1074036852173184,1.1500229375312725
165,1.1955134070345332,1.124019506336241,1.0901467442814363,1.1070081279189747,1.208997738453058
166,1.1656904204596241,1.1497396615507838,1.070983161114984,1.1023850561388338,1.1546360570937395
167,1.2093411982059479,1.1498627274301954,1.0476418713728588,1.1038861330083236,1.2486602912346525
168,1.1929939165711403,1.2220121387515095,1.0438360028542004,1.126878795189702,1.1846066982496395
169,1.2555840992785636,1.15544076063312,1.0612017954771336,1.1087618772291403,1.2413973426480185
170,1.270362905538915,1.274055972943703,1.070543414780072,1.1066109192949058,1.1776673973848422
171,1.3456372896830242,1.1705226189012712,1.0687348311766982,1.1039086585250089,1.2010335174428697
172,1.196810622844431,1.2554731479549146,1.061006651806926,1.1056106858011898,1.1764155513590029
173,1.2921890157195846,1.1518832678214097,1.0503178341314197,1.103163525733081,1.1733761361771915
174,1.24279393529629,1.1822307874376956,1.03872212861674,1.103575410383443,1.1906677061331132
175,1.3022758588194847,1.1197858917844163,1.030714245270128,1.1038386936008695,1.170947267090281
176,1.2005749918796398,1.1207698317101369,1.0254642188262482,1.1065868253599511,1.1884130288795989
177,1.3168468617523708,1.1655044105763621,1.0109200836978207,1.1084829018761715,1.176302522825889
178,1.289506915708383,1.118341652728044,1.0186559927771126,1.107607446268093,1.1935934302923472
179,1.336678813485538,1.1274380553036163,1.0236677249463706,1.1030876949370614,1.211125603877008
180,1.23180377149047,1.1154783232853962,1.031684013686397,1.1018546862527727,1.1942361297763209
181,1.3697801768455815,1.1097190392786986,1.0394779345911482,1.1031214849684727,1.2079209501468218
182,1.308947406864415,1.1249944220532428,1.0205074972759336,1.1057157168177874,1.1723203840727607
183,1.4358920811542444,1.111746209699374,1.0184148297068618,1.1082881721465483,1.1695565059895698
184,1.2181220579271517,1.1155881568713064,1.0301928764717143,1.1054597708086171,1.135965396226807
185,1.3036131702083726,1.1172816253625428,1.0353122413835742,1.1033977966078303,1.1387054868335975
186,1.2843157346360383,1.1120653757109094,1.0355057608900649,1.1044375294717876,1.1507881961200204
187,1.3672875690140889,1.1147750404837369,1.0297282047760792,1.1047382079200312,1.1658291661987703
188,1.1612922256398532,1.1082124089296812,1.0227516547131998,1.1058832343046865,1.1926312375317016
189,1.2187395459757402,1.1162687235822282,1.0121625495887303,1.1052966481695572,1.1947215738680523
190,1.1785193841904402,1.1200896351574323,1.0134541080998525,1.1061338838438193,1.2530085473564956
191,1.2174139021133834,1.114380188859426,1.0186920746273938,1.1046068034805618,1.207485039993306
192,1.190621414670238,1.1140330457179757,1.018026282291406,1.102722340908188,1.2496667759865523
193,1.2663232503602138,1.1105194001644851,1.009709982908762,1.1048586571758443,1.2284613132734834
194,1.269518032670021,1.1119842929908863,1.0096778280056609,1.1047429749369622,1.172796890647574
195,1.394955159102877,1.1137942382054669,1.0086967707708276,1.1039169399033892,1.163236938227994
196,1.1797577746744667,1.116926162174115,1.0081823251392477,1.1018947777839807,1.1519295870128907
197,1.2185175095230636,1.1248307043870729,1.0183486204062189,1.103849009395792,1.1595845983549953
198,1.1935415183504423,1.1114357811441788,1.024942219789539,1.1199743823334576,1.1595222690058025
199,1.2057482851760497,1.1154216638283851,1.027635285098638,1.107482260384343,1.1858595704208268
200,1.2644548752655584,1.1155035303762326,1.0152371675418368,1.102306493474771,1.2066051890786458
201,1.304005555684368,1.1138452030145205,1.0129928353146234,1.1024604674225504,1.2248867574334144
202,1.332766989264272,1.119705249265437,1.0186440898747793,1.1080217516829824,1.2438132530078292
203,1.3271379283496312,1.1130138721374363,1.016853187694436,1.1020069071213188,1.2418122803591125
204,1.1500757932662964,1.1220437451967826,1.015368953899101,1.1120962217564765,1.2321328079894829
205,1.1795423025265337,1.117281038073393,1.0143788259220186,1.1070311729688989,1.1674925134871867
206,1.1857128803219117,1.1200566189777064,1.0207756461664323,1.1169415812995849,1.1866484999980615
207,1.193798900379435,1.1171054237491482,1.0204991779193795,1.1016838491459686,1.173890345052562
208,1.1399639361834788,1.112766020982475,1.0193454364643375,1.1043936509706755,1.214490973179539
209,1.2148615679015284,1.115828937635972,1.0166581713491016,1.1048505628537952,1.2741990712936353
210,1.1899641726100654,1.1219079628259272,1.0093649749452775,1.103526745347137,1.3159556550600309
211,1.1993177098532517,1.1214255141999039,1.0230252518996923,1.1045040493605265,1.2329824225178787
212,1.1607788427368455,1.1206376702002772,1.03232438668209,1.104123910019795,1.1807885521345518
213,1.1880156885211666,1.1302504060589351,1.017579795315388,1.1034024388717096,1.1690556689419531
214,1.1863985835678048,1.1214006984921605,1.0080552989061329,1.101348765448413,1.1525587665312218
215,1.2274732902646064,1.1287862045719073,1.0164032909529075,1.105060549570304,1.1970313622575741
216,1.1590813708802066,1.1289918918219897,1.0259918814580842,1.1145400029578896,1.1884687198568944
217,1.2399583610621367,1.1336017752496097,1.0345717735980686,1.1054876170713794,1.21708420127856
218,1.2131181492780645,1.121718244351201,1.027601961911686,1.1025214021404586,1.1786504176971706
219,1.2457131249209246,1.138562793502441,1.0203298181738882,1.103250779848207,1.1948946356152494
220,1.1671080440282822,1.125016454916734,1.015064251122319,1.1071555606287085,1.151760857702807
221,1.2062058489769698,1.1495157065005093,1.0372583542061462,1.101203529318802,1.1808330107318317
222,1.208234185973803,1.1218607683806678,1.042426092169618,1.0981207912166913,1.153859148312198
223,1.213401569585715,1.124545831634448,1.014109496264541,1.1119293110084394,1.1613688521143612
224,1.13169371061351,1.116150358227583,1.010610628988046,1.1047589951392376,1.1799123290116371
225,1.158105924528505,1.1168507913966756,1.0212736814375798,1.1003051919828764,1.182003107423132
226,1.14521806275374,1.1264338995663674,1.0284744039177895,1.1055398596823216,1.2419195199289577
227,1.1667708467692135,1.1192036731808612,1.03155622155883,1.1061071086426577,1.2177035935674654
228,1.1239883826571222,1.126817797582883,1.0283068539068587,1.1036132991201049,1.288399418098328
229,1.2003839861778989,1.1261958134174346,1.0215895145171972,1.1049933022633196,1.2376605352386831
230,1.186889516344915,1.1278655447638952,1.013073540375088,1.1062574076487122,1.2350153905080166
231,1.2056837115509835,1.1249128771286745,1.038485448261102,1.1043538545431355,1.1870882638122726
232,1.176460172863383,1.1258147677779196,1.037200648870751,1.1011005367854467,1.1709831192186384
233,1.2259643578019581,1.1182009586233357,1.016488077091681,1.1045446405003194,1.1529377651593042
234,1.2008819303968374,1.112870654440843,1.0120896878720549,1.105559041289237,1.1460148263803291
235,1.28629209343344,1.1183788158620396,1.0238503323228827,1.1031958607787435,1.156746721107507
236,1.1743209143414308,1.12044147801572,1.0322209295227622,1.1044626602012175,1.1647040985073105
237,1.1954395536333322,1.1168424742641272,1.0338333186227828,1.1025952427433086,1.1684212894037818
238,1.167342451711496,1.1187876351587065,1.0292091384564803,1.103173112173875,1.1812198081646452
239,1.232872124761343,1.12312850982442,1.0147136516041226,1.1050647589180511,1.1766420821703614
240,1.1577411804348232,1.1124132697398843,1.0112493053229168,1.1003390194509517,1.210702679151498
241,1.188467874005437,1.126019985515338,1.026982421902093,1.0995557755293208,1.2118260560753455
242,1.176741094028915,1.1170460164628842,1.0321906829873722,1.105488864494822,1.20114507060498
243,1.2520956301854715,1.121266382909738,1.0225352192483843,1.100669871756564,1.206612095118515
244,1.1302092178414265,1.1124027620523405,1.010127770869682,1.1011796380985868,1.1613971190621155
245,1.1984469121027934,1.1315398760942312,1.0232570510637016,1.104324100478129,1.1797396673096552
246,1.17772369666232,1.1185096714359064,1.0341149115376174,1.1053351152857596,1.1660378581083914
247,1.271375634409244,1.1480167902203706,1.036989783283976,1.1030863334103065,1.1747412915633184
248,1.126481528952718,1.1259563412148874,1.0306697460263252,1.1004514933874212,1.1479953690038132
249,1.186687246317926,1.167575501765196,1.0173010371444071,1.1034946102411909,1.1629015824069149
250,1.1425869440038998,1.1419728706004444,1.0158354488275114,1.1013205621678095,1.1486552584868908
251,1.1864891076101023,1.2370509763176625,1.0213163501940077,1.108098616031083,1.164135259359774
252,1.1356489192694426,1.15868796689006,1.029731286329632,1.110535752362548,1.144819595568785
253,1.1572630989941812,1.2256244484048624,1.0212868237702204,1.1253904572998483,1.145998383739165
254,1.1562135148989523,1.1545954350324776,1.0147833960617303,1.100841750610959,1.1394554921521998
255,1.1694264319503591,1.1581639114890123,1.026864317959392,1.0987053994428029,1.138109696148962
256,1.1119935005225918,1.1258380728272293,1.0315168877797467,1.106478390842676,1.161191201480952
257,1.134952882788241,1.140501761501962,1.0298559199552668,1.1050415886532177,1.1550798696992188
258,1.1069089155305516,1.119947920808425,1.0226240853614668,1.1002608397693343,1.164844604375452
259,1.1460223290730611,1.117408912204779,1.0129451092113466,1.1012694989822127,1.1659483438959781
260,1.100467792486552,1.126669710358748,1.0309634599323363,1.104194348694318,1.1788264942169189
261,1.1223329677715064,1.1167335260946016,1.040082115942941,1.0982575759833508,1.1853568994156691
262,1.1067368629303846,1.1313325080324659,1.0204474990224015,1.1002569879878026,1.1888314479589464
263,1.1202387393875557,1.1180306489619871,1.017209787724409,1.1048883234147029,1.2220150710098323
264,1.1079275544200624,1.1252765060550929,1.0266245844907274,1.0998418494381688,1.2147249807086256
265,1.1062505199072077,1.1200143883925873,1.0276523213030075,1.1023781104385852,1.243030477735653
266,1.0992089796325435,1.1124005004075856,1.0259650766703428,1.0996111037175764,1.1936039969325063
267,1.1073844214307442,1.1208855396327682,1.0181091496705594,1.10117056624343,1.1906067937623286
268,1.0870642078959425,1.1134562674148396,1.0186840897370637,1.104405707552126,1.1587458193881646
269,1.1055090091679067,1.125187350747486,1.0539905899587798,1.1076847125465672,1.137455494852648
270,1.091787602428509,1.1232270581217914,1.0222723878189628,1.1067970367995177,1.1536982118556596
271,1.1099788375819724,1.1178567318293529,1.0306779994717097,1.109760667818288,1.144496053262161
272,1.0934348956182385,1.119700701477436,1.0270067251851145,1.09762778358026,1.1489141075579439
273,1.1060060723462986,1.1121822266529005,1.020613081607164,1.1115594770597377,1.1573603970911166
274,1.095447241814564,1.1127242049673105,1.0171041151604117,1.1040168353170157,1.170693985901881
275,1.1121117400302405,1.1172594222426415,1.0112335123382403,1.0959477696093645,1.1697639193844749
276,1.0966496486216784,1.115531682982877,1.0169499108735216,1.106623812029377,1.1961338348575443
277,1.1113585652340028,1.133106490304837,1.0390606435511502,1.0988282472489106,1.2386773122105619
278,1.0836746055366735,1.1257298216452964,1.0281991676231264,1.0997741399863452,1.2600176648813344
279,1.1025299974051967,1.1464705264601078,1.0207858023836334,1.1085878803581,1.2402859668433666
280,1.0916070242438998,1.1202374165380995,1.0249853657675196,1.1006535695222293,1.1967509556118219
281,1.1044747211074546,1.1324773096121274,1.0215598887408708,1.0979989483049422,1.1854679735004905
282,1.0920955296605823,1.1160974798810024,1.0191215042668116,1.1019545358092044,1.212119718113743
283,1.1105941118051608,1.1304644917448359,1.0158950124812476,1.1037383975461126,1.2235450536539458
284,1.097664343714714,1.119806374172943,1.018439834146902,1.1019841253486544,1.2531552142261162
285,1.1234279787912964,1.1300106519673552,1.0431333747042195,1.1029504668617096,1.2334069116430797
286,1.0934532774984838,1.1198954934111007,1.0516599132880275,1.0997841038216245,1.2404597379267217
287,1.106527337804437,1.120343767454227,1.0167430382652651,1.1048721527042509,1.2344085343182087
288,1.0968460482926596,1.1280446654806533,1.0241576686209324,1.101833243051713,1.2064753174229632
289,1.108903638359446,1.122419310762332,1.021785643740612,1.1082947744689622,1.203302278286881
290,1.0978786292803155,1.1276096223304286,1.017508830452844,1.09820975699208,1.1643402914299443
291,1.1285651051004728,1.120039583971867,1.0131285417258464,1.1096656001855931,1.2001359550516315
292,1.096815406382084,1.1333425239874766,1.032182593238519,1.1002716595078803,1.1757844788008842
293,1.1159194388985634,1.131241769006428,1.0538577810284635,1.0968945529876333,1.2022867591124802
294,1.1028466445666092,1.1307076001195953,1.0264037034825957,1.1052605349909177,1.262372583541132
295,1.1242120862503848,1.1313638325111988,1.0212452565758374,1.0981785720214248,1.2702982852980491
296,1.099473542977302,1.1261158355583365,1.0215980840598076,1.1013831249579336,1.2097440549417546
297,1.1171126408236367,1.1251283613487315,1.018171344602265,1.1069608588905435,1.1720501270854755
298,1.107523190655879,1.1121831364585804,1.01588425075724,1.0964320571314203,1.1872998131882575
299,1.1291194481727405,1.1210248394990745,1.0380620151048614,1.1014628058002478,1.1794997485459366
300,1.1010216086243207,1.12152022675826,1.0513955830206425,1.109807738526301,1.2056528995644091
