step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-actor/ppo_kl_mean_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-actor/ppo_kl_mean_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-actor/ppo_kl_mean_step,deepseek1.5b_fa_partial_lr1e-6-actor/ppo_kl_mean_step,deepseek1.5b_fa_partial_lr1e-5-actor/ppo_kl_mean_step
34,0.001774115343229902,0.0006361556370754111,0.025706437439635955,0.0004449115687990002,0.0006400481367639004
35,0.0035055722787712172,0.0008211870521961373,,0.0004469728070437907,0.0006475434896789438
36,0.0015728941026258289,0.0005980037397331522,,0.0004445363393731188,0.0007057888427019218
37,0.0032603695946544432,0.0005620046128953282,0.0069743515856998785,0.00044839376343106506,0.0006699588170671379
38,0.0026227555732615607,0.0012960622424787566,0.003953336633908293,0.0010910922268489451,0.001184533153717604
39,0.0040589385567955105,0.000557907748161698,,0.00043065877846462257,0.0007206794729924488
40,0.001689039804885763,0.0005146785012897226,0.004338008953946764,0.0004050896079283375,0.0006485577144700119
41,0.003016621428145072,0.0005269407755733263,0.004308930895791743,0.00043083263542145105,0.0007081949926444672
42,0.0022119838347211865,0.0006323573772791038,0.004652977553258906,0.0004419042990993421,0.0007332860968193447
43,0.0034222304899715035,0.0005253128552386758,0.002231351669934156,0.0004281342722239729,0.0006571193946395197
44,0.0013510268686234535,0.0005877528731106046,0.00342675798815435,0.00049497389472766,0.0007835597393906459
45,0.00237178790157811,0.0005688491272618448,0.003922101269502794,0.00046858608943263816,0.0007745127755103769
46,0.0019476752756705552,0.0005553144676385867,0.003897380015854758,0.0004352007502292436,0.0006865396473708788
47,0.0028854428421089488,0.0005792177220170304,0.0034486041673639604,0.00044771877079265165,0.0007282582322254215
48,0.0015435327055299587,0.0005297367994313805,0.003959448460092045,0.0005247140827547226,0.0007080325428213081
49,0.002388005150674927,0.0005605270186305971,0.004404637730679093,0.0004468082324969265,0.0006925999701478029
50,0.002160092354299279,0.0005862413141849493,0.004820255650357515,0.0004659776226554267,0.0007706868541932491
51,0.003792653178489643,0.0006561372846054059,0.0043720288542995235,0.0004250646293073047,0.0007954200783608747
52,0.0028012191741925156,0.0015622335263105892,0.014878874546169148,0.0013500078612985649,0.0015010600562707405
53,0.0028328527266542856,0.0005818196250946657,0.005172391422092915,0.0004368647465130462,0.0007634522173943499
54,0.0023446261891427525,0.0005409621130287899,0.016602435315975786,0.00045232413584395006,0.0007285221551065982
55,0.003941110907439579,0.0005620128697053202,0.006792364804035363,0.0004122404324885258,0.0006606019597752926
56,0.0023052074217346785,0.0005703979488979135,0.007623708631452995,0.000456272046465737,0.0006779281687578566
57,0.0035787929588135658,0.0006186021090815591,0.008373349447437149,0.0003982337436322528,0.000786874783016824
58,0.00240597557949545,0.0005762234948214666,0.007494629636575054,0.0004395570466208667,0.000764731634992207
59,0.004086128980036716,0.0005712154289365755,0.006043409135115023,0.00039570146701038423,0.0007652142853089572
60,0.002561273861681871,0.0005195169018873203,0.006130275433431482,0.0004174607253067828,0.0007414671183816306
61,0.003857336969789166,0.0005487095054469035,0.006048992434583712,0.0004145939096557115,0.0007145421412228613
62,0.002645240345269655,0.0005917556907301484,0.005736070204595587,0.0004216744964070704,0.0007316034459410221
63,0.0050817890391032065,0.00167769593864449,0.004968296803454928,0.001565791723150816,0.001781095377635738
64,0.002381481544014208,0.0005766367512680057,0.004731877301154392,0.0004285803336343137,0.0007585340860403753
65,0.003907927959771768,0.0005636461273234079,0.004547738316625114,0.00044595940799247314,0.000730248139494923
66,0.002462047008222115,0.0005143640491294577,0.004458025240430224,0.00046692439764891934,0.0007347739566796463
67,0.0044081837259987745,0.0005029995646195294,0.00481468610385874,0.000443588185122511,0.000700627757846443
68,0.002253734166926892,0.0005651590690417473,0.005162522955086186,0.0004375057120405819,0.0008315309966343421
69,0.002938728997331974,0.0005112190073879815,0.004929877239313403,0.0004239642447373626,0.0007218558246169001
70,0.0020729160351507184,0.0005913783177284688,0.004683915166130576,0.0004340532581268078,0.0006850035989643289
71,0.002692474481869298,0.0005880260844730418,0.005206780772520384,0.00041450893557825545,0.0006868053792524146
72,0.0030831230996611657,0.0005267454630362474,0.006221884648160388,0.000427715155462404,0.0006789198113476512
73,0.003984964685538835,0.0005753408560249358,0.0043493645249467455,0.0004091370648541179,0.0006306035404253407
74,0.0016356726647074255,0.0005680316336356179,0.004965995379219141,0.00044433092094523137,0.0007452800996100942
75,0.002968417904559261,0.0005430077592414337,0.005164930757389669,0.00045889745644175353,0.0007579734089366778
76,0.0020630336818928154,0.0005500913447633218,0.003989357733059608,0.0004602844421275208,0.0007319167774090141
77,0.0031473441232354907,0.0005391658619836812,0.004565987010721775,0.00041327396731707906,0.0007243841910333041
78,0.002227878573280494,0.000555279088727404,0.00476828816913656,0.0004204990138630065,0.0008129779352847922
79,0.0034576253074685113,0.0005815862824531618,0.005376213212905424,0.0004183723644342433,0.0008371412481740965
80,0.002604166286488407,0.0005601866515883394,0.006649174106617769,0.0004118849601918183,0.0007462852594832073
81,0.0033812924514769957,0.0005495623441599715,0.005944188324307712,0.0003897509697503884,0.0008006601441842612
82,0.0033666301259708473,0.0005638612238810501,0.005505011840848186,0.0003732850088531122,0.0007310639241408213
83,0.005956675561361463,0.0014671151091000883,0.0056088919939914685,0.0011703774479653142,0.001672307933942544
84,0.003757844260228972,0.0005392591151859605,0.0046261093232296555,0.000421699711729774,0.0007125171655727714
85,0.005158934311182279,0.0004846560779286632,0.005507923657569335,0.0004512423687639184,0.0007800257707155603
86,0.00456222577239851,0.0005367698523604604,0.00443775602730446,0.0004084285918511268,0.0007934106135420594
87,0.007445439637121302,0.0005417815648294914,0.005369301626342349,0.00044468428975428446,0.0008876354998446818
88,0.006104085252931034,0.0006361784304966003,0.0051653950072131525,0.000380421800379267,0.000850876721832492
89,0.009028962647230965,0.0005798025761562732,0.0060791128002280845,0.00040021251407034065,0.000811741193906812
90,0.006597629601358571,0.0005652149012648229,0.005753116116991604,0.0004175397821722743,0.0009358125244034454
91,0.011761391031937416,0.0005496885453331831,0.004111702648515347,0.0004100690198498569,0.0008250931005265836
92,0.005753903813847555,0.0005388598553517048,0.004246897921459297,0.0004095837442719539,0.0008877885519303583
93,0.01058509162217628,0.0005523882823083043,0.00462464254445559,0.0003936801282031665,0.0007535809663971141
94,0.008512735351073476,0.0006393081724857646,0.004077299719653598,0.00041795620000522666,0.0007585513698295733
95,0.014363408145663331,0.0011298782506044677,0.004221791939252634,0.0010575423987216415,0.0014565748116339703
96,0.014731618563753449,0.0005578401763473182,0.005265749245555595,0.0004243945890654348,0.0006797338423180358
97,0.024865228575314785,0.0006550131356310484,0.0050288623971983994,0.00042436347649642183,0.0007685378940891496
98,0.0031355202703939474,0.0006084632278374441,0.00583890308266608,0.0003988552038881063,0.0007663599200201843
99,0.005555649467466324,0.0005078802792113855,0.005024840628109152,0.0004258783531729303,0.0007979842849732239
100,0.003004145818126174,0.000566039810238386,0.00756846517587768,0.0003725108731187118,0.0008430937646429963
101,0.003746501639423639,0.0005515532567404467,0.005851358798893422,0.0004220074653126261,0.0009183592758644356
102,0.0021667085170511582,0.0005347923917606184,0.006204989971820629,0.0004146451180888676,0.0008752836864187184
103,0.0036041413333926663,0.0005951621328381407,0.003430443350660572,0.00040535392466495534,0.0008857997761756072
104,0.003970024039786997,0.0005191465831405665,0.003793914913937139,0.0004196110702597885,0.0008834491126397273
105,0.006079025775797594,0.0005935884305038669,0.00422921515922252,0.00039535729912919585,0.0011628658615378147
106,0.004032256706587987,0.0005538046471185336,0.004733846807444602,0.0003706079358238412,0.0014173907457881376
107,0.006855657074511544,0.0006319596927635456,0.005395933788642627,0.00043009521083436,0.0018814024663394472
108,0.005514222564920601,0.0005944444738050455,0.005504158949294694,0.0004662776307395688,0.0035472682459658247
109,0.007040812053041358,0.0005303729312182796,0.005290202689076099,0.00046127021248663734,0.0023601243865764097
110,0.0025753263259282733,0.0006111533027045916,0.005108887996229366,0.0004247567036907185,0.0034046624852696068
111,0.0040315242935393975,0.000557633983881458,0.004418724691952645,0.000442678008013786,0.003875588021781788
112,0.0017673841386809386,0.0005402147684932067,0.0037255957246784153,0.0004317350380228883,0.004815982071349651
113,0.0026389642713989555,0.0004971243685788865,0.00464546257054251,0.00039027439795888495,0.007215961484524252
114,0.0016481976920346142,0.0006075927388991869,0.0034863402720778443,0.0004080905634460982,0.005074346202624535
115,0.0022360129136973226,0.0005711649016514759,0.003817657630050276,0.00044914561516549154,0.002850614285375831
116,0.0023125716819046935,0.0005555854087755727,0.0031184317385202446,0.0004022175592230813,0.001982118119290135
117,0.0033554041790375775,0.0006425316550843138,0.003120165538904525,0.0004225673594280721,0.0019133635383578817
118,0.002782992393263333,0.0005942973202819356,0.003468696169603459,0.00040086091059396086,0.002117780966194308
119,0.004148355048160722,0.0006198744376335223,0.0028877506758937287,0.0004105333744652667,0.0032377740523458847
120,0.0025412146350234366,0.0006850940978473838,0.0030343180910027256,0.0004205758681437288,0.0029782259719589397
121,0.0032200132727112822,0.0005749677567160724,0.003086107109111529,0.000399216514859891,0.002484648091476927
122,0.002091111832982051,0.0007363886398808772,0.004859104722397336,0.0004327276366503021,0.0015740316802066443
123,0.002503014498293194,0.000676199723084822,0.0033801091065390858,0.0004166536254393269,0.0011419670050599015
124,0.0022725143729683045,0.001227199871466264,0.0042860389426335275,0.0012784052849497368,0.0015531233148940503
125,0.00231268254923461,0.0005350726802817963,0.003015431386599399,0.0003942492988037808,0.000984565634307363
126,0.0036605786986158,0.0014636020256127691,0.0036825222471687834,0.001448048627565778,0.0020487842638718407
127,0.0038459589287560022,0.0013898815738407073,0.004759172381998073,0.001249232294811949,0.0017664116669668427
128,0.003031018980623186,0.0006383164654163857,0.005060939230794302,0.0004131697641720204,0.00091465056937044
129,0.0046280003469703285,0.0007675143666411062,0.004883684402484169,0.0004328307212917728,0.0008397338635898895
130,0.003500202745031958,0.000726436082673788,0.003798538240516791,0.00044613160341810953,0.000986335871613858
131,0.004850314057475771,0.0007971533668101724,0.0034802778079340768,0.0004044968934337331,0.0009695693948918916
132,0.003716057830652224,0.000569728063959829,0.0062762526497809785,0.0004005840593543986,0.0008345664950345129
133,0.005162619579803303,0.0005859988212068856,0.01745146132201751,0.00038911457773803615,0.0007680979183674601
134,0.0036709349626600817,0.0006566335421337497,0.011339781713058156,0.00038891329209240176,0.000817917924470583
135,0.004989468482681332,0.0005873262037812279,0.01482436773716472,0.0004198469442869426,0.0008283468921767204
136,0.004185079428356881,0.0008472745139025998,0.00980524311557699,0.0004389192100012796,0.0008327462931342336
137,0.007118037288623431,0.0005866460413063324,0.003739388524256463,0.0004206124548384575,0.0015892384474104715
138,0.00561265965048392,0.001420856389635044,0.006568398212594735,0.0014914790587654864,0.0008356459852701861
139,0.006750074045915729,0.0005612182056791554,0.003850028201352261,0.00044524179398981446,0.000831890362583465
140,0.003689869275406152,0.0005860012787698346,0.0031351872079492175,0.0003927436560140052,0.000746906784964807
141,0.00603258060126353,0.0006242832858984631,0.002748625269202363,0.0004250004706606067,0.0007244500102780538
142,0.003547856363654606,0.0005694909861189829,0.0032409217165760727,0.00039917164534374066,0.0007922729489704757
143,0.004516201012091622,0.0005992297669609551,0.005104648504482112,0.00044295998089846904,0.0009141485594117916
144,0.0022085124781926068,0.0005225861965680696,0.004077629286918885,0.00038979443438654816,0.000989654687898565
145,0.003705387934543636,0.0005672299568245237,0.0036290435119417153,0.0004334060127877384,0.0009167967784738226
146,0.0028237675823748177,0.0005693581875990415,0.003424652237754344,0.0004412186331017883,0.0009833782672920494
147,0.004277329305642482,0.0005390068511683064,0.01694755948998742,0.00039161511265398894,0.0010484188507157996
148,0.003330296788903248,0.0005494762743073995,0.0050451878457389715,0.0003984697768261663,0.0010725595312522694
149,0.006196207721384578,0.001440042423888916,0.006744066520945027,0.0014330710510797712,0.0019736583965039665
150,0.0043417329033202025,0.0005421399826947863,0.008585171121310188,0.0003897431751168121,0.0009936075080490396
151,0.007627951967242159,0.000520566426115657,0.005737917899328162,0.0004010655172808326,0.0008976370334177119
152,0.0035513562003903496,0.0005557376598297181,0.0058419668059966606,0.000405731370833258,0.0010903421413485583
153,0.006667522620442064,0.0005032883829686012,0.004821630989582363,0.0004269040780941048,0.0010661408991586886
154,0.006268838870155696,0.0005231377839303291,0.005037371503954977,0.0004002149704632529,0.0010453541697993769
155,0.010857678727483118,0.0005082539977562506,0.006491285640463548,0.00042994363880110166,0.0012269666474777042
156,0.002933448173141618,0.0005638037480037463,0.0051631942784602786,0.0003862448710703366,0.0011122147393201557
157,0.005365791436916981,0.0006019389176435317,0.0045007065631806715,0.0003472825324188238,0.0013832133660760823
158,0.0029108566167237422,0.0005168668829491678,0.0032670172938917487,0.0004548176976752332,0.0013601545688837807
159,0.003991475035004362,0.0006577569332503248,0.002982025958628363,0.0004364288285501061,0.001165864225373904
160,0.005113696430866354,0.0005769517300439786,0.003028245587104365,0.0004422492010904457,0.0011549468804003902
161,0.005562718547177307,0.0006659755518183347,0.003207842652981136,0.00042507775816443254,0.0010380899676685354
162,0.010009797250148016,0.0006083182424932812,0.003415865643743732,0.00042705549345368657,0.00123824028882819
163,0.016861185414982653,0.0007573424188387015,0.003449235633580071,0.00038603529324205966,0.0012052776203722087
164,0.0013570281230410532,0.000734370033721916,0.003872063589531333,0.0003991478139403047,0.0015270419055930992
165,0.0026304167710155266,0.0009673705052706798,0.00436047826982032,0.00043269684691361513,0.0014148397155048975
166,0.0016727436191866828,0.0008154599437139703,0.004201928130997759,0.0004315564015848852,0.0018714005730468368
167,0.003409223246717657,0.0023512157259707378,0.0038782434227565927,0.0004225964513457308,0.0028543646149709425
168,0.0032192982897132523,0.0015414375482997946,0.003684458603563074,0.0017522931070183868,0.002793692454633017
169,0.0055332788983599,0.0022822933527636875,0.0036676971826147143,0.0003826855608690015,0.0018090393230114168
170,0.006158265850189082,0.002170280708179841,0.0035969983825842587,0.0004170607676077159,0.0023386809639684243
171,0.009990813393071424,0.002629797678098093,0.00339205956152,0.0004137302768744826,0.001641248100949283
172,0.003685934103033712,0.00181023759811696,0.003206058286152603,0.00045415626981197777,0.0017612502833191518
173,0.0078957141056482,0.0019051556608389597,0.00305433150351746,0.00040614515608607154,0.001485353279129027
174,0.006611266639596887,0.0010584369967958853,0.0029321393471992,0.0004194825914197509,0.0016871149466267934
175,0.009235645880653464,0.0006308451761869547,0.002846346391252946,0.0004274801040174939,0.0017556655765292816
176,0.0036434790835536894,0.0008767552215069522,0.0028091985694071553,0.00038629216778763914,0.001669832777144455
177,0.009365160614955436,0.0008411057040108302,0.002763028824852889,0.0003689791040661324,0.0018709236045693755
178,0.012521371502180046,0.0009068147082150692,0.0028681059961161047,0.0004014749627147111,0.0019508523502232175
179,0.016569040508409884,0.000713133928092574,0.002986448789716889,0.0004065901983105767,0.002123506812192015
180,0.005950102271950843,0.0005581767128349104,0.0030820421332662757,0.0004238368407373608,0.0022623086257281652
181,0.013160744720087256,0.0006177889976243648,0.0031384378583701935,0.0004277577869707243,0.0019840593615992057
182,0.014164094733587262,0.0005835825816888564,0.0029949899571678137,0.000392712476163474,0.0018300606799220983
183,0.027104512808672813,0.0005616404315946091,0.0029111849008629743,0.0004417960418708535,0.001328175854617152
184,0.005177575303664147,0.0006401860186457935,0.0029143920594254845,0.0004401948365838848,0.001081247555342288
185,0.008084842319496814,0.0005527950838588297,0.0028464233908876355,0.00040226829280458554,0.0010675470590547794
186,0.01400203169086467,0.000556237761992625,0.0028153289022090824,0.00038848856880954166,0.0011533830517742847
187,0.017689586218922602,0.0005280586231133928,0.002763166793346709,0.00040621921576303063,0.001595762045109647
188,0.00206828165399268,0.0005566203570313706,0.0027284577909785397,0.00039768079863987296,0.0018441131392561753
189,0.00422477539616391,0.0005612625167448945,0.0026793090117126386,0.0004073424019129135,0.0024582125006714782
190,0.0030633645295971234,0.0006087675579898826,0.002724586272441749,0.0004323292178744964,0.0034646154520389526
191,0.005494228940865365,0.0005601557657738654,0.0028136029994043164,0.0004063096415487087,0.0027621824709630305
192,0.0026527597237031,0.0005057429062529422,0.0027998315653392294,0.0004054227857432424,0.003338598491148635
193,0.005588347410167234,0.0005024826392791226,0.002787629278659753,0.0004346344312482325,0.0034761566521469773
194,0.012663890137267956,0.0005629737003189753,0.002769916468332926,0.0004137855912347277,0.00204524067001013
195,0.019264817128280737,0.0005798200847870508,0.00276646668139366,0.00039886265465321975,0.0014371141189927134
196,0.003759252372516032,0.0005671488349909081,0.002783705745988449,0.000430342126729554,0.0011710907378397733
197,0.006078438743716912,0.0012372036591171978,0.0027715261118525327,0.00043513813219201814,0.001841860522653557
198,0.004707044355690944,0.0005640996156510553,0.0027028286775540827,0.0014178835161848843,0.0015556627319222634
199,0.005159849709962836,0.0005925611579702041,0.0026636995342934305,0.0003931987240989862,0.0021768773077322076
200,0.007975421821676203,0.0005820138823563726,0.0026279550416990695,0.0004236126029407973,0.0024433237663548935
201,0.00917937427000576,0.0005406290821672253,0.0026508740962401197,0.00043905844357285866,0.003348618237412831
202,0.025380753996979123,0.0005266272562070396,0.002711524807542948,0.0004223637687194504,0.0034232151712103587
203,0.022528165473638936,0.0006095050989677021,0.0026846915000143263,0.0003918506455352005,0.004405863665799454
204,0.0021806998624581938,0.000900726767271372,0.0026652664497353643,0.0008994089240491877,0.00297123351868757
205,0.002187581165837713,0.0005489135256426345,0.0025905399255207544,0.00040019408796674704,0.0016396738067841609
206,0.004356202232614913,0.0013575001517383098,0.002609039511749177,0.0013208847978685252,0.0021214848326587305
207,0.0035702090357024535,0.0005624868611523265,0.002565150323475948,0.000371847627182144,0.0018200263111509685
208,0.00144457606143078,0.0005988011162394862,0.002533367670693248,0.00036810765088691,0.0027505215906469026
209,0.0031853241549628284,0.0005947086243863326,0.002526470210028088,0.00037479086741574726,0.004653664762147224
210,0.0037994005235131418,0.0006438051278567435,0.002561615741493873,0.00035572114601864534,0.006628917583412575
211,0.004388990244527642,0.0007041092698956066,0.0027064774069794355,0.0003856803102564109,0.002797078882005215
212,0.002257438851851792,0.0007211293776126095,0.002798874340463034,0.000393245303711763,0.0019044788083940984
213,0.003222400055354531,0.0008489714627641941,0.0027254449354718138,0.0004087041514361107,0.001520013846718691
214,0.0056017964007821774,0.0007359824426437345,0.002669269487769805,0.0004127692997926147,0.0015054625614603558
215,0.006269712300300867,0.0007423965388369424,0.002639758698419906,0.0003982808459424114,0.001629907180068071
216,0.003357834981375822,0.0015597816816227369,0.002627938901543513,0.001351778874802157,0.002803169533075086
217,0.008424223333713598,0.0007116356201143284,0.0026468545218353698,0.00042189726526765904,0.002357057426647891
218,0.00427756211398389,0.0008821442822877892,0.002556825312011267,0.0004295724882753706,0.0024185610764897833
219,0.0058182413500333045,0.0008884339486425792,0.0025098740177002454,0.00040729128883497064,0.0016383673451305944
220,0.0029704929430771528,0.000962609391242145,0.0025319678397863754,0.0003946180989625366,0.001513807495387188
221,0.0036912417106066183,0.0011530478557220444,0.0027326816241177517,0.0004244659066381428,0.0014806576340284348
222,0.00712259565170526,0.0007554491206399334,0.0028401108856703485,0.0004384253039906601,0.001581263395745369
223,0.00807586949546492,0.0008019048523972462,0.002637130882397265,0.00039918923371696336,0.0016543951894673024
224,0.0013334092981439503,0.000594081022197114,0.0025683570243158343,0.0003863487545116554,0.0018231616562823785
225,0.0020317562150069307,0.0006039463290765096,0.0025554400248448375,0.00044263629594907297,0.0021609255535287794
226,0.001958553209195351,0.0007194106423538755,0.0025411316945489187,0.0003932261239805257,0.0035839943784875053
227,0.002128855722042999,0.0007028529223029887,0.002520776083532697,0.0003844845386645564,0.003465152200584326
228,0.0014227087372628432,0.0007161988656698144,0.0024712758360059843,0.00039379412159235017,0.004281825438706428
229,0.003721152680442347,0.0007845863719913163,0.0024409876195105344,0.0004391053096266735,0.003983696234475549
230,0.003909143128695132,0.0007670551989190681,0.002460059243127365,0.0003865026153658308,0.0028355325621154458
231,0.004193140273804263,0.0007017956272456817,0.002715527628474361,0.000419016037498033,0.002242573685765345
232,0.0031954241386804487,0.00073950054689511,0.002748443409176537,0.0004412822492325574,0.0018295393130315597
233,0.0060335056340758645,0.0006863173805484079,0.002619032427367974,0.00042570718820969994,0.0014072321230955028
234,0.005579270318266891,0.0005949402403606339,0.002542395550874403,0.0004016074087452609,0.001393993940953866
235,0.009722999064704634,0.0006040140126086039,0.002502307180600149,0.0003836086951576011,0.0014358259833229868
236,0.003500282859429143,0.0007300847057655278,0.002498727317414143,0.0003792620563484414,0.0016981095335024583
237,0.004770259474162231,0.000564106125495056,0.0024540867942353848,0.0003988700844985989,0.0017369746272389752
238,0.003286390294060008,0.0006990567146730412,0.0024069222866661744,0.00036965996414954595,0.001908307657017896
239,0.0050744139303257425,0.0006602709974094895,0.0023812515383703097,0.00035259488373909603,0.0021905942744307964
240,0.002479367680226119,0.000604165763299289,0.0024246317503510534,0.0004134815320569909,0.0029982041776369936
241,0.0036724938222164384,0.0006301236768204122,0.0026025412268489783,0.000365004434521467,0.003072837011309098
242,0.003096852675531525,0.0007404458318632435,0.002685255153773033,0.0004511885523570177,0.002508151530332725
243,0.006589546160310216,0.0005513728199039528,0.0026002775282722725,0.0004136945811523511,0.0026750824484960984
244,0.0018048660987271129,0.0007056032975886786,0.00251960162783386,0.00040549797859253806,0.0019183951308839437
245,0.003925941298156862,0.0006484550239460637,0.0025038070199843786,0.0003948533000728751,0.001952039970099519
246,0.003789615067835051,0.0008549210843791745,0.0024861997038169645,0.0003578694590161119,0.001979495478221709
247,0.007067771938259254,0.0007496838486733718,0.002454425261661493,0.0003555192796761601,0.0017148983557981777
248,0.0015585626981817313,0.00107783179872253,0.002401647832118336,0.00039204972574516714,0.001404090588540194
249,0.003510959331075164,0.0009310786557316182,0.002355792134283318,0.0003750732695745608,0.001440342496844887
250,0.002485383914625024,0.0015360206883306764,0.0023669692133123556,0.0003874677614344699,0.0016199226681049505
251,0.0033654726277336255,0.001810564613396519,0.0024639104858708368,0.0003963468801158703,0.0014023103790270046
252,0.002312025329638345,0.0020546472904464817,0.0025691576889325263,0.0004072268811987975,0.0012925275365868554
253,0.002618351651791987,0.0025921665139732727,0.002513480128478375,0.0024727425672551816,0.003229778489863776
254,0.004610082031185831,0.002876184333187946,0.00237765995717601,0.00039582277811648096,0.0011483428284159562
255,0.004636148977243963,0.000897998191213936,0.0023606966346626027,0.0003758507212741643,0.0013527319248716094
256,0.001177685110702565,0.0010968814960239553,0.0023636256813269977,0.0003896373113688393,0.0015674713498237283
257,0.00203444094543112,0.0007646968878409278,0.0023348960044270034,0.00038353469745743495,0.0017648541264703534
258,0.0008787452978638881,0.0006462810570876452,0.0022826086014581105,0.0004509661562584864,0.0015265112673749912
259,0.0017537707418355131,0.0007252757548236298,0.002268008409780176,0.000416398322238985,0.0018721623262764537
260,0.0008858320325428978,0.0006628952817351319,0.002490936908554217,0.0003966836997300133,0.0020416188269723533
261,0.001870500824974222,0.0006953627830374496,0.0026511326552210055,0.0004396460884561293,0.0023783613800333115
262,0.002069249762999068,0.0006875696196072741,0.002390273014231183,0.0003609453692871293,0.0024602376343682408
263,0.0034930987987660377,0.0007710995966128668,0.002311920747586673,0.00036965286022562645,0.003677105453803845
264,0.0012279601672368638,0.0007177981917121572,0.0023161208863880303,0.00043911025532255817,0.003969052483858867
265,0.0011095728408731145,0.0006258770602819012,0.0023184195939107916,0.0003787711100300347,0.0036191585326019434
266,0.0008593926277953919,0.0007105530092681315,0.002285623829597813,0.00042287001100428754,0.003194086697597527
267,0.0011678066792449276,0.0006037638857429,0.0022428754431568216,0.0003764724007468496,0.0020061009736572124
268,0.0006738107220570614,0.0006495066268948991,0.002301454636508401,0.00039871515960132945,0.001573590086454399
269,0.0015465305302492926,0.0013072375451373597,0.003360377243912879,0.0010714444655397974,0.0019651602795723493
270,0.0007319186792585903,0.0006161495403090428,0.002364392726945773,0.00041716786033214567,0.001242353417366612
271,0.0012371904134926837,0.0007684846821674886,0.002286839450452797,0.0003808694261502389,0.0014193521654967997
272,0.0007101042055631071,0.0005530552558129424,0.002277893794829897,0.000360701432869684,0.0013969563076575405
273,0.0009504154831209516,0.0007031450132641717,0.002223652844144917,0.0004051431196053248,0.0018574855800104408
274,0.0008571052536455302,0.000559673990808703,0.002221002322051993,0.00038333720520850793,0.0018427981181916137
275,0.0013459959847726883,0.0006355830383314644,0.0021870350502516097,0.000432312646370292,0.0021761839082742335
276,0.000830171475793975,0.0006754703711809273,0.0022502934770780125,0.000353707303848712,0.003214938072117619
