step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-actor/ppo_kl_mean_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-actor/ppo_kl_mean_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-actor/ppo_kl_mean_step,deepseek1.5b_fa_partial_lr1e-6-actor/ppo_kl_mean_step,deepseek1.5b_fa_partial_lr1e-5-actor/ppo_kl_mean_step
277,0.0012674268698203506,0.0007270101288957694,0.0028229858212375485,0.00038551579298741245,0.004139383943686919
278,0.0006369694004115377,0.0010300049103275691,0.0025652927940716976,0.0003756513072346781,0.005813486255473912
279,0.0011283744229979998,0.0007783039162088923,0.002276953831346427,0.0004175128161691077,0.003900120246253209
280,0.0006926742371622043,0.0008686533381550804,0.0023113568455349317,0.00037382391205277945,0.0030088285647620764
281,0.0010065080768822284,0.0007582875360199418,0.002277899225566002,0.0003824140974023232,0.0025973938276365512
282,0.0009112263174391916,0.00083469902055605,0.002243356090473087,0.0003821917842569512,0.003389286849559482
283,0.0013663590464062143,0.0007675566080311095,0.002220269619809325,0.00038486036281260754,0.005033791935574934
284,0.0010125040253116627,0.000765931494832859,0.0022115176425939577,0.0003388252035849022,0.004748010244382008
285,0.0018183820299669644,0.0008048196664978085,0.002622250712501172,0.0003740870543803928,0.004440507071677553
286,0.0007437914799212801,0.0007433250724733617,0.003115209165444671,0.00040697033734484866,0.004369800605163619
287,0.001000558546995952,0.0007308951768515352,0.0022672409411984007,0.0004048809825335936,0.003762994208705095
288,0.0009205364522451224,0.0007890453250970115,0.0023370674001532334,0.0004153056385131252,0.003576352619884274
289,0.0012150126185194775,0.0008135944704661149,0.002323699687686338,0.00044102609259836486,0.002663288722582242
290,0.00092938396232748,0.0008721988101054051,0.0022775570918526396,0.0003953557498941378,0.0020015385159776024
291,0.0019187406737978564,0.0008203265897178916,0.0022159891684868475,0.0004039219443943664,0.0024577897110025096
292,0.0010746817940572636,0.0009692535888323188,0.00237965801047952,0.00035152473255780866,0.0029540253074213096
293,0.0016638130748151524,0.0010767883142807186,0.0032232896131019866,0.00039810801236874545,0.0033454059323909735
294,0.0010666189842924011,0.0008967996226362065,0.002393652745497638,0.0003664792203817639,0.005662791327661883
295,0.0017216119401465826,0.0009194397830152812,0.0023547117883932463,0.00039979517401562086,0.006325112472186447
296,0.001033612947443445,0.0008390364735541826,0.0023737291128463726,0.0003976136574741684,0.002730453338984064
297,0.0017381079104396642,0.0007969100493698697,0.002308295271290019,0.00040136230196841766,0.0024189386835782247
298,0.0012465280795024144,0.0006234397451432344,0.0022497879095940984,0.00035615095402960153,0.0023494261885067163
299,0.002311590041912472,0.0007338327445113201,0.0026952775050068296,0.0003742590390805618,0.0024775613200176357
300,0.0010618090992228811,0.0008555445154593144,0.003387459906680037,0.0003747675996611902,0.003343723840283204
