step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-actor/ratio_max_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-actor/ratio_max_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-actor/ratio_max_step,deepseek1.5b_fa_partial_lr1e-6-actor/ratio_max_step,deepseek1.5b_fa_partial_lr1e-5-actor/ratio_max_step
41,3.1074356734752655,1.3452611555976253,1.9965358092671348,1.2956689774990082,1.4460018804440131
42,1.9570409911019464,1.3406752600119665,2.177695083618164,1.2829597909003496,1.5130235786948885
43,2.150839107731978,1.388099041852084,2.020505227148533,1.2830368956414664,1.5040073828263716
44,2.548107549548149,1.3802631795406342,2.4608119390904903,1.285498315637762,1.5605370700359344
45,2.588543461901801,1.4336150561769805,2.3267296765531813,1.288242789109548,1.5262293418248494
46,1.889406647000994,1.3512498690531805,2.105587806020464,1.302778700987498,1.5203330367803574
47,1.8597103978196778,1.3833856257525357,1.8867010857377733,1.3166861931482952,1.4787932236989338
48,2.6419711391131084,1.3650944393414717,1.9575611849625905,1.3037542323271434,1.5097368772213275
49,2.7026032507419586,1.359088438252608,2.271953850984574,1.3052055898465609,1.5201372429728508
50,1.9923712588273559,1.3769786266180186,1.7922687998839788,1.2995704889297486,1.6355671206345923
51,2.1153225849072137,1.5505131458242734,1.6080609907706578,1.3694809512658552,1.5138866305351255
52,3.203880925973257,2.04276301498924,6.836568657308817,1.820483123644804,2.738885691532722
53,3.2219270765781403,1.6049878272143276,2.405168616771698,1.2850225883902926,1.5442890301346779
54,2.2577832747589457,1.4643582674590023,4.287321078777313,1.3034855208613656,1.534483586748441
55,2.2546040415763855,1.4176602065563202,4.652594244480133,1.2950419238635469,1.5919823023405941
56,3.3279287815093994,1.442668043076992,7.973713596661885,1.2977378790577252,1.5930926914398489
57,3.251939445734024,1.4470391950824044,9.765346546967823,1.312393033504486,1.5114288975795112
58,2.378213738401731,1.4146759808063507,6.996861374378204,1.2992107009186464,1.6144510929783185
59,2.3737104584773383,1.4289051418503125,3.1300987720489504,1.3278739073059775,1.6070279731200292
60,3.3124069571495056,1.3802618705309355,1.9453502744436264,1.3066860284124102,1.4651972937583924
61,3.3187192752957344,1.387951947748661,1.5507146045565603,1.3472179114818572,1.5964925363659859
62,2.6804460982481637,1.444995438059171,1.5917598828673365,1.3107811402190814,1.5390888651212056
63,3.828951840217297,22.517076300382612,1.5133030066887538,2.7134045312801995,3.6453002345561982
64,3.400625005364418,1.442418913046519,1.5071406781673429,1.310044094468608,1.5965129161874454
65,3.48658071864735,1.4266239230831463,1.423153680562973,1.3239188939332962,1.5939763635396955
66,2.98996286500584,1.3792681321501732,1.2789547095696132,1.2898201177517572,1.5610612134138744
67,3.0066850727254693,1.3332940867313972,1.3418661206960678,1.3034807905074088,1.5958506762981417
68,3.4217650830745696,1.4191844090819359,1.5839306116104126,1.2986689700234322,1.5506237149238586
69,2.914816236495972,1.4134104468605737,1.495937430858612,1.2857381786618909,1.6151014094551404
70,2.8848424526778143,1.3630263346892135,1.271195834875107,1.2982638293299182,1.5089179252584777
71,2.5714603662490845,1.420890251795451,1.400761865079403,1.3317190885543824,1.591980832318465
72,4.20291648127816,1.4410241820982523,1.5260955393314362,1.3290096463695649,1.6194515801393068
73,3.647066988728263,1.371267368014042,1.3291824534535408,1.291720584548753,1.6269410476088524
74,2.9205660251053898,1.3718230747259579,1.4083911716938018,1.2829994479815163,1.5558541342616081
75,2.8134011030197144,1.4032945483922958,1.3450103948513668,1.3161031223576645,1.5565778062893794
76,3.1772782152349297,1.4269442111253738,1.3149727966104234,1.2959570785363514,1.5774191170930862
77,2.7491892337799073,1.4468836511174838,1.4434019029140472,1.308299426679258,1.6150771478811898
78,3.50182314713796,1.489951278482165,1.4547228131975447,1.3316341150890698,1.6748555325544798
79,3.175591842694716,1.4387178676468986,1.5162255125386377,1.3093047529458999,1.6207500472664833
80,3.245234715938568,1.3915911118189497,1.8943380117416384,1.2926276955339644,1.5672337586681049
81,2.940454488992691,1.411472364113881,1.6069569051265715,1.297794058918953,1.8680206262148344
82,5.309513295690219,1.4067082021917616,1.3616289734840392,1.307766941460696,1.580782555616819
83,6.029108762741089,1.625950283237866,1.2559010088443756,2.852477052807808,162.09585875531903
84,4.06761974758572,1.4358922220193422,1.3873391108853477,1.304354614019394,1.6520243768508618
85,3.7989156312412686,1.3882173895835876,1.4842159003019333,1.3585552760848292,1.6617733721549697
86,6.082921792160381,1.40691633948258,1.2305403196293374,1.300998079556006,1.60724053474573
87,6.240805188814799,1.427995510675289,1.5005703628063205,1.3049605597149243,1.6490276133020718
88,7.18148923771722,1.4666395474363256,1.5074773669242858,1.301034631729126,1.641918420791626
89,5.892217725515366,1.4356502982286306,1.7143112156126237,1.3610885739326477,1.6932500153779984
90,11.229655313491822,1.4412920070546014,1.5360983146561518,1.3029228036220255,2.0293379525343576
91,11.45378726058536,1.4257022784306452,1.4101804064379797,1.3121573358774186,1.7146993050208459
92,7.720431278149287,1.381857414330755,1.5438620671629906,1.3069526975353558,1.5896287698012133
93,7.6190961201985665,1.497793062375142,1.5305677198228382,1.332644306951099,1.620295462283221
94,12.62487044930458,1.4288758848394667,1.4429233009400575,1.3414722274650226,1.6170763006577125
95,12.77110367161887,2.5419019919175367,1.5138622944553692,2.4171975086564603,2.1453904832402864
96,16.339486169815064,1.4819614099604743,1.6442305115716798,1.2898169171351652,1.599838919364489
97,15.929988741874697,1.4399052560329435,1.975581264266601,1.2950056314468383,1.6711425855755806
98,7.063846921920776,1.4645110964775083,2.2361302201946582,1.299471182318834,1.6265093099612455
99,6.73082341088189,1.4298908469768672,1.655668093399568,1.3218992363948088,1.565561817242549
100,3.970264216264089,1.495336259786899,1.7052607380208515,1.3218687805864546,1.8009492659568789
101,3.2789788941542306,1.4574758857488632,1.7365029129115015,1.322160000150854,1.6401230073892152
102,4.980582700835334,1.4293387452761332,1.5063297370305428,1.375386326440743,1.680520930460521
103,4.374413534998894,1.4174102338460774,1.3557148357232411,1.3028186768293382,1.6762573346495628
104,4.874111866950988,1.4130721070936747,1.4368049452702203,1.3171469216996974,1.8015812062300172
105,4.663854956626892,1.5157338403738465,1.8906445253279904,1.3044841140508652,1.9810844709475832
106,6.113527923822403,1.4643327295780182,2.8049222923094232,1.3088084968427818,2.5576167908998637
107,8.179803098951067,1.4461486224944775,1.430085005362829,1.325796669179743,3.4655492727955184
108,5.420959484577179,1.5144618600606918,1.7051877230405807,1.3071489071846008,3.720233624180158
109,6.335915446281433,1.4225487687758036,1.7720574885606766,1.3366199731826782,3.110244918328065
110,4.8524938598275185,1.451261622401384,1.331839400118795,1.3518160998821258,3.017800872325897
111,6.011783381303151,1.49208637520119,1.26572085916996,1.316419926782449,3.943496043865497
112,3.4708203077316284,1.4689954002698262,1.687570514047847,1.32228582655942,3.5925065783353953
113,3.1639681501047954,1.5107732340693474,4.07892648635372,1.356761849588818,5.5322818972847685
114,3.9053867906332016,1.4323164453873267,2.2800175666809084,1.3248630285263059,3.7504400873184203
115,3.289084240794182,1.5116683418552082,1.3348384735913112,1.3369407534599305,2.7000878958598427
116,3.9004774019122133,1.4892435326026037,1.2841915827372978,1.3386290723627263,2.3999904754261174
117,3.732497490942478,1.4730385106343489,1.2152345242171452,1.361436629295349,2.251471085981889
118,5.590560674667358,1.5764758036686823,1.2128957154289368,1.3199992609024047,2.9472735648353896
119,7.736802697181702,1.496134839951992,1.192325753600974,1.3528485655784608,2.3872073834592644
120,3.7762764046589528,1.4749026979718889,1.2774453632759326,1.375040352344513,3.457271354198456
121,3.7099501132965087,1.5816372495431166,2.4497359706596895,1.3634624427015132,2.145042985677719
122,3.648954910039902,1.4188665655943065,7.107731266455217,1.2974334116335269,2.314011019965013
123,7.007615447044373,1.6694446051120757,1.4311244180125575,1.3208492670370184,1.7822874312599502
124,3.8287483291192492,1.7406956005096434,1.8469756496580023,1.9436867028474811,2.307159068683783
125,2.9080510199069978,1.5522324488713188,1.4270690101565735,1.315527755022049,2.0914330645041033
126,6.8924397230148315,2.1628316182356615,1.8546562099456787,3.0247101848540097,2.2554931628207364
127,3.793210804462433,8.447914680948964,24.142026039270256,14.20671493291855,2.6159185698399177
128,3.85794776219588,1.6049546576463258,24.56821910720883,1.3160959541797639,1.79041694781997
129,3.995143860578537,1.5052457792418343,1.7726025386996889,1.2977634072303772,1.7866928204894066
130,4.844377060731252,1.6764255590163744,1.6445633322000504,1.3801550328731538,1.8559101874178103
131,4.9866702318191525,1.4572357790810722,3.6196997250829424,1.3442839411172,1.8411450684070587
132,4.3552319059769316,1.6794116817987883,11.75809163205764,1.3344048532572659,2.1547402333129537
133,3.704871345650066,1.5231969815034132,25.10674694283255,1.3137019759132749,1.9731052870100192
134,5.256908251179589,1.4794717729091644,1.862930190563202,1.3103926265239716,1.9711110158400105
135,5.239974600076676,1.5720095059701376,3.0708487689495088,1.3182816088199616,1.9311103348930676
136,4.925518165032069,1.5043308585882191,2.0906294611367313,1.3068883622234515,1.869909518957138
137,5.293301451206207,1.591180987358093,1.427518191082137,1.3138823568820954,2.5661024928092955
138,7.582666270434856,3.7125274097919463,2.856500842991997,3.791921438082405,2.077196803959933
139,8.994403161108494,1.5832373545720029,1.2385394890462198,1.345091376039717,1.9335867735472592
140,4.715815289454027,1.7997375084803655,1.2925817213560409,1.3066073596477508,1.8420625105500221
141,4.220042037963867,1.5706620897565569,1.226971868206473,1.3344710630675156,1.7645514806111653
142,6.008675456047058,1.598603265789839,16.12236671977573,1.3488512472672896,1.8317812410267915
143,5.725039601325989,1.6417719398935635,24.402045495369855,1.3486801948812273,2.0960165316408332
144,4.617085033655167,1.504453643010213,1.4791589478651683,1.3325598239898682,1.8260838612914083
145,3.378124369515313,1.7178333264130812,1.480247293357496,1.3142671299477418,2.060444178906354
146,5.341939227921622,1.596519756775636,2.5919913155958056,1.3720227032899857,1.8819247235854464
147,8.265378214418888,1.6029360500665812,612.913756787777,1.3344015538692475,2.125835754654624
148,6.2790725290775296,1.6170264248337065,3.669840921958288,1.3280465925733251,1.8735473660322337
149,5.267440809143914,2.7502083416496004,1.5499028573433558,2.7394465912472117,4.273616983340337
150,7.856762647628784,1.485518325652395,1.9925761254210221,1.3155879811807112,2.0988606295802374
151,7.920154673712594,1.4939940146037511,2.119696601231893,1.3548684210880944,2.0789407044649124
152,5.452299090948972,1.4796353697776794,1.6576879234476525,1.3675556778907776,2.2126782467732062
153,6.531407899326748,1.5254628681219542,1.7634737261316993,1.3069400858311426,2.057615356011824
154,8.204738666613897,1.4713646975847392,2.0326620503550483,1.3946890473365785,2.0746623476346335
155,10.25882934672492,1.5990694440328157,1.45828801062372,1.4247015714645386,2.1203783030311265
156,7.426753737709739,1.5558162097420012,2.0470888316631317,1.3700806558132173,2.199339823289351
157,6.4617679715156555,1.5515379224504744,1.221335476636887,1.3591135415163906,2.2458253552516303
158,6.101199646790822,1.5479598274597757,1.2835223332599357,1.447666522860527,2.474516611207615
159,4.727934221426646,1.5712956877855149,1.6216089393083866,1.3580634862184524,2.211434784034888
160,9.017667642661504,1.5316097063046914,1.7912460876547769,1.3853569193319841,1.97280765324831
161,7.321897526582082,1.5337744546788081,1.976941479742527,1.358945367236932,2.1902936870853105
162,21.12066898345947,1.6313009006636483,1.975269826253255,1.5182514895092358,2.0869502058395972
163,24.020714282989506,1.5716473047549908,1.963907887538274,1.3730896770954133,2.3958615335551174
164,3.715379059314728,1.725390367783033,2.193765991926193,1.3495064944028854,1.99503959218661
165,3.916414034366608,1.615360255752291,2.235180616378784,1.3528897708112544,2.611165453195572
166,4.4476403423718045,1.8640802970954349,1.99166439473629,1.321886349808086,2.3678300579388942
167,4.402024946042469,2.293209274609884,1.578972057501475,1.3188464671373368,18.083562488357227
168,6.372883841395378,2.810097562415259,1.105626118183136,3.127237646476082,2.2601822560483757
169,6.026778331824711,1.7458277551027446,1.1379001915454865,1.3930557936429977,2.822036339044571
170,9.97868468761444,3.179183120727539,1.1719444155693055,1.4025471419095994,2.6716235826412835
171,9.822954511642456,1.8405032083392143,1.1612718738615513,1.336578518152237,2.79891774058342
172,11.818593502044678,2.832552880048752,1.154652593864335,1.3674517924135379,2.923419153148478
173,15.550040262086052,1.7731458408137162,1.125950026512146,1.3278108060359954,2.5266007483005524
174,7.535533085465431,2.272010314923066,1.1018611572005532,1.3191040724515914,2.8928625285625458
175,10.515367925167084,1.6506147703954153,1.0816069841384888,1.3326391279697418,2.755804161230723
176,21.15706492215395,1.6692889768343706,1.071541041135788,1.3533142100680955,2.7925842133435337
177,18.75725061893463,1.9392578223576913,1.0381172651594337,1.3668702274560929,2.800560767451922
178,9.722588817278544,1.8210870802402497,1.1730221130631189,1.344566073268652,3.2268126159906387
179,8.983831152319908,1.910492405295372,1.2864416390657425,1.4069036624648354,3.4052486618359885
180,18.21103638410568,1.7446795335182776,1.4485532180829481,1.4676959633827211,2.9472053484483203
181,50.45158901810646,1.5391189349549157,1.4989023312278416,1.380895657972856,2.92473075290521
182,11.80009150505066,1.6152023140873228,1.2207819060845808,1.3911102576689287,2.7372107754151025
183,14.29944634437561,1.5955978214740754,1.0519136256641812,1.3578972843560306,2.78221936772267
184,18.66988651752472,1.626579626248433,1.084871237928217,1.3509288758039475,3.4274187900803312
185,13.559911698102953,1.6280994071410253,1.1053548631342975,1.3378418870270252,2.423161486784617
186,8.847952961921692,1.5569873750209808,1.102858474254608,1.3328352001580326,2.61424505981532
187,20.40100246667862,1.5680044442415235,1.0863552345679357,1.3542775118350985,3.0120381663242974
188,7.325027987360954,1.5221939660035646,1.0653657200081008,1.3692737638950347,3.4408770178755126
189,9.127131845269885,1.6362899885727809,1.0391530767083168,1.430914157629013,3.668308041312478
190,5.028927728533745,1.569209482272466,1.0820434136050088,1.3450037825107577,4.433990368476281
191,4.653182283043861,1.819348353606004,1.154861836561135,1.354171185539319,4.221301795293887
192,14.522909382979076,1.5846569538116455,1.1411153817618336,1.3567841439335435,4.44663434724013
193,13.7603355884552,1.5607185885310173,1.0537041586179,1.3436035121029073,3.8670585989952087
194,13.653838872909546,1.5494789389463572,1.0279729465643566,1.3771430671215057,3.1812913628915944
195,14.34641190369924,1.5444758193833488,1.0258971905266796,1.391030563549562,2.8095166459679604
196,13.76985023702894,1.6479418850862062,1.0256574352582295,1.3731002032756805,2.8735179250890557
197,10.129157074860164,1.9769641699699256,1.1181848832854515,1.4449632863203683,3.293704003095627
198,7.1276430288950605,1.618066641000601,1.0774873590895109,2.766945082694292,2.7333900061520664
199,6.019573211669922,1.6419219529628757,1.08258618414402,1.4297423281452872,3.9921510707248338
200,17.627428770065308,1.6895058687244142,1.0469416626568495,1.3657162611683211,6.643882042169571
201,25.022485554218292,1.5986728441715239,1.1558423154056072,1.3490972065925595,4.378529646179893
202,33.5585990746816,1.8383668128933224,1.2644189167767763,1.3562916373765026,5.1532450914382935
203,15.495476841926576,1.9470873841872585,1.2027176384414946,1.3435709089040755,4.878766905177724
204,4.5995286226272585,19.161529166698458,1.1504408419132233,2.08521791604849,4.0757304430007935
205,4.772483438253403,1.6725195073164427,1.0427086386415694,1.3908074714920735,3.184772624210878
206,7.53077495098114,2.104074131165232,1.207859883705775,2.775407365777276,3.537509983778
207,5.193120941519737,1.665262786405427,1.0671847411270798,1.3483503031730653,3.6669597896662625
208,5.514981014387948,1.631238681929452,1.0655304984799747,1.3684525787830353,4.7179292639096575
209,5.4711986660957335,1.6806558141341577,1.050906961162885,1.3826893145839374,7.828207698735324
210,6.5449590881665545,1.8789097735515008,1.0493251822496716,1.3381353806365621,6.2399397546594795
211,7.887486353516579,1.9555630002702984,1.3161059445456456,1.367248107989629,3.1985687471571422
212,6.391371715068817,1.824565277649806,1.410271027021938,1.3503355145454408,3.5719317441636864
213,6.494531611601512,2.0779261910915374,1.2331835483682567,1.3506315052509308,3.2631546348333362
214,6.6178070704142264,1.7865597867965701,1.05832167076213,1.3442771025002005,2.5645443499088287
215,5.236439868807793,1.8403664850271664,1.055433722405598,1.3638827096332202,3.9723053336143495
216,12.75239560008049,3.1891745099654565,1.0922445069099296,3.4548860490322113,3.636928042769432
217,171.46379284858705,1.9562622354580803,1.1448351850635128,1.361863819261392,4.622520337502162
218,8.576025505860647,2.0425398441461415,1.096976222530488,1.3416446931660175,2.9932039767503738
219,6.546780268351237,2.147359528541565,1.0679980842396617,1.3554585413499312,3.3459888488054275
220,9.967943400144575,2.1400004768371583,1.2383329434828323,1.3790133270350369,2.695727629794015
221,6.272138699889183,2.397158542871475,1.867602663961324,1.3651382435451855,4.828670339739841
222,19.04699945449829,1.9179526005799952,1.868081014002523,1.346802403529485,3.1343431055545805
223,7.964399665594101,2.2381219749267283,1.2954908845753506,1.4189693798189578,3.8263727047226648
224,3.678165227174759,1.7768766444462996,1.0366372105322386,1.3760496540503069,4.313118091225624
225,4.044084310531616,1.67123609322768,1.079782595922207,1.3549092757701873,3.310711990703236
226,4.058439999818802,1.7429245320650248,1.102019457022349,1.3569296216964721,4.803808152675629
227,3.9756051898002625,1.7205660405258338,1.1151986843155277,1.4100493228435516,4.3178727447986605
228,7.204406116689954,1.838642154932022,1.1105792643502357,1.4013157176474729,5.517202330960168
229,6.662412464618683,1.8474187094431656,1.0778023600578308,1.4092997193336487,4.749436837434769
230,5.669647792975108,1.8433049687972436,1.215545725822449,1.3738115231196086,3.6811192300584583
231,5.657106200853984,1.9213287394780376,1.7568633770942688,1.374803513288498,3.4035162955522535
232,10.230307087302208,2.079122630449442,1.7708545224741101,1.3784415523211162,3.5104031496577788
233,8.104632422327995,1.9499899928386395,1.3617086439363415,1.4050400697666665,3.2343750331136913
234,6.96974382797877,1.9231340357890496,1.0702434643622367,1.3885502076667289,2.7444512148698172
235,10.432696243127188,1.716539057592551,1.0882692192831347,1.409047481688586,3.3616731497976513
236,8.312780678272247,1.894008376381614,1.1202966570854187,1.3706902874552684,2.787533415688409
237,8.311544060707092,1.8090694427490237,1.1375611927360296,1.3504601831619556,3.290356890721754
238,5.272817552089691,1.7238677484648568,1.1133142818104138,1.3968950385848682,3.690162181854248
239,6.140717605749766,1.846528203487396,1.0544408893946446,1.3745009812215965,3.4314675092697144
240,7.002836453914642,1.7335448608948634,1.2053313133893189,1.3539504647254943,4.606342573960622
241,6.481674778461456,1.811903233711536,1.6696138845549688,1.343173489622448,4.920589321189457
242,8.670031309127808,1.646514892578125,1.8113441547522176,1.3893252884348233,4.5911131531000136
243,28.17793031533559,1.7389479164893809,1.5034332685172558,1.360975295305252,4.022220167848799
244,6.565071254968643,1.6507143676280975,1.1221069805324078,1.3619525587558747,3.197406272093455
245,10.530584692955015,1.8318529307842255,1.0896983966231346,1.3709237358786843,3.5522854559951362
246,10.580976565678917,1.7157301283799684,1.1448926692828536,1.3849977959286084,3.4489290515581765
247,7.175138811270396,1.9808891057968139,1.1604250263084064,1.3829875886440277,3.245721462700102
248,8.148383641242981,1.6982984777007784,1.1426546609762944,1.3766587028900783,2.8745778053998947
249,6.530425742268562,2.2225788143964915,1.070679916178479,1.413032355407874,3.163807052373886
250,5.63229912519455,2.0947353818586896,1.2338825597845275,1.38082804530859,2.661021661758423
251,5.002007231116295,3.1896334152955275,1.7945445251875909,1.455475308678367,3.004800068007575
252,13.095962858200073,1.8985597307865436,2.168920296079972,1.4122411161661148,2.6815185059200632
253,4.382072293758393,4.092816942013227,1.5158651489200017,4.392805786182483,3.802608688672384
254,12.137610695864025,2.6592196869850158,1.0650036931037905,1.3708809292316435,3.260596298509174
255,5.015931859612465,2.193350904262983,1.136900418635571,1.3539626002311709,3.207587260007858
256,4.146150207519531,2.239018213290435,1.1919551211776156,1.4318951293826103,13.32276824387637
257,4.8882094870011015,1.8985287419387271,1.1982948289198034,1.3842973031780936,3.7522561997175217
258,4.496900397539139,1.7266873809007497,1.1816046185353224,1.3584750394026441,3.617794170975685
259,4.275064632296562,1.8560500626380627,1.4249439438184102,1.3735180741006678,3.910446666181087
260,3.8113552885396142,2.1395699175504537,2.6589249074459076,1.413785696029663,3.975360059738159
261,4.439987076180322,1.7305581753070538,3.400144322830088,1.3603852906010367,4.3458208560943605
262,5.237468320131302,1.863864541053772,1.7552023502913388,1.3953322743376095,4.87169246673584
263,6.060120725631714,1.8139008258779843,1.1237297861865072,1.4080883083136186,6.651836123731401
264,3.7284479558467862,1.998549424111843,1.2035117266756117,1.3764268810098819,6.169334881835514
265,2.8146868348121643,1.7801403128183806,1.2204402746523129,1.3553487410147984,6.523691627714369
266,3.43011212348938,1.7572409327213578,1.2325870526187561,1.413992621681907,4.147359293699265
267,3.875247889757156,1.74564286837211,1.1640915362273945,1.3970827907323835,3.1671528098258106
268,2.622727768761771,1.6811427835907256,3.2551914318915336,1.4020409186681109,3.2557615439097085
269,7.68211874791554,2.124027413626512,8.172623302130138,2.5306524435679116,3.80665422603488
270,3.258412296573321,1.8065882898294008,2.4559934156782486,1.4389604926109314,3.243514163626565
271,2.915865163008372,1.8283354731706472,1.2122928657952476,1.467596167867834,3.0298171155154705
272,2.7841820816198983,1.8858609359997969,1.238525943721042,1.4262703494592146,3.1870242721504636
273,3.321778190987451,2.2077062452832856,1.197116578326506,1.470054906606674,4.482443206840092
274,3.022999847928683,1.948956651347024,1.1855743615066303,1.4180464527823708,3.7871907816992865
275,3.362175146738688,1.8698692390551936,1.1069882889004314,1.3336002945899963,5.457845946153005
276,3.4968874230980873,1.8899131821734565,2.6268468722701073,1.406781834860643,5.8702505694495315
277,4.048018855707986,2.098524808883667,5.938718067482114,1.380637762221423,8.055560727914175
278,3.556506425142288,1.8577451086961303,3.951759272638489,1.3976589874787764,7.8611044511199
279,3.14874335697719,1.9394810461997989,1.1463363100500668,2.0474219954013826,5.750928157567978
280,3.4465004120554243,1.8258837713645055,1.234449788051493,1.3866233392195269,5.431972876191139
281,3.038926371506282,1.9529417134248293,1.210283091839622,1.387532738122073,4.427277094125747
282,3.8771273096402488,1.8832538678095891,1.1871229927329456,1.417781179601496,6.211755885018243
283,3.711208780606588,2.1307648854951062,1.0998289440359388,1.4663976281881332,7.369499617152744
284,5.103827570165906,1.8822416846568768,1.435153559781611,1.4481681180000303,7.647671348518795
285,4.549717586487532,1.9826067749943053,6.425496598705649,1.4218536019325256,6.436995287736257
286,3.7247657974561057,1.8393377111508296,7.5339305628748505,1.3835060751438142,6.646640890836716
287,3.475592851638794,1.8805069327354431,1.127254060086082,1.4887812273068861,5.507529892027378
288,3.779081093413489,1.9200924759109816,1.2547692989601809,1.393617410551418,5.11526308208704
289,3.3624604269862175,2.080738527434213,1.2606958834563984,1.4375891256332398,3.724825772974226
290,3.6439309418201447,2.2334803480368395,1.2099383652210236,1.3859950602054596,4.664075285196304
291,4.601069867610931,2.405260381790308,1.107921520301274,1.4827165032426517,4.264270020855798
292,3.834446417433875,2.599915161728859,4.322964102991166,1.401395248870055,5.592858508229256
293,4.097185622900724,2.763249305387338,6.7744631273405895,1.3829562341173491,6.566947601735592
294,6.210109492142995,2.2051959175329943,2.1909400259747223,1.4220167181708596,8.989138059318066
295,4.422540287176768,2.2797953772048154,1.2145363609580433,1.4032889089801095,9.599295638501644
296,3.918604518686022,2.2152118109739742,1.2166854642769869,1.4235201900204022,4.71420362165996
297,4.324496307543346,2.0841496036602902,1.170723993988598,1.436665345793185,4.742464227335794
298,5.008567409855979,1.9315389967881715,1.3439733763535815,1.364143100976944,7.207667401858738
299,5.076992154121399,1.9602083638310432,7.903976581494013,1.4114898055791856,5.231521223272596
300,5.399105861783028,2.185851282798327,10.76284122977938,1.4695457036678607,6.278460934758186
