step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-actor/ratio_p95_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-actor/ratio_p95_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-actor/ratio_p95_step,deepseek1.5b_fa_partial_lr1e-6-actor/ratio_p95_step,deepseek1.5b_fa_partial_lr1e-5-actor/ratio_p95_step
35,1.106063468572803,1.0574816571492138,,1.045750246920907,1.0537248564084083
36,1.075591842023035,1.050776565367336,,1.0436502393749023,1.0542366100433596
37,1.1050870026646271,1.0517085316739858,1.1972207039594651,1.0444476439989103,1.0537129682328168
38,1.0787033632793994,1.0496888677449765,1.118235084787011,1.0457753645807353,1.0562824345478052
39,1.1088361761843166,1.0491034558068186,,1.0426132713556948,1.0555638651377317
40,1.080075641676047,1.0474814217452004,1.1399959811049958,1.0416287832639437,1.054640666361829
41,1.0998697172171674,1.0484181728870343,1.1383890832850945,1.044312139697697,1.0554462522281471
42,1.081261570383976,1.0512805154764326,1.1480341477526559,1.0437500531704205,1.0565070551751283
43,1.092537506253168,1.049079199080114,1.1066998061724007,1.0435231799880662,1.0522797864498377
44,1.0722462954265732,1.051296880767072,1.1332765547248225,1.04705475280593,1.057628784116644
45,1.09287819819791,1.0508028089645365,1.1430793947451523,1.0454509147229385,1.0564805199564606
46,1.074212266527342,1.048007871535344,1.130083316514472,1.0418568331070923,1.0550632147769914
47,1.0898618070564752,1.0481589994598908,1.1080669567239383,1.0436293746067309,1.056490015011301
48,1.073804586558115,1.0492340066971688,1.0999866222926211,1.0447400538611782,1.053094360446743
49,1.0869341886469297,1.0493743628677394,1.099459718436675,1.0423966544565924,1.0534190474412382
50,1.077003763576683,1.05076744055355,1.1022574597270969,1.044375394972471,1.0578399512630243
51,1.097266183945761,1.0501846936578405,1.084041926717641,1.0431197493712665,1.0564317525942355
52,1.0822465183189165,1.0539255855543601,1.10080257266139,1.046960578364876,1.0584899294548311
53,1.0872364283849796,1.04662056773901,1.091436269879341,1.03942296889589,1.055696335049967
54,1.0759529762413809,1.0473509170375503,1.1063660275191067,1.0434060115743466,1.0545516458277902
55,1.0973395698216266,1.0477517602921336,1.0925101146101952,1.0431672470662932,1.0535571762356724
56,1.079543484297628,1.049544535911618,1.093069134754877,1.043618623374237,1.0546559869096828
57,1.09817165517002,1.0519312936880372,1.0859221749835544,1.0397323791469848,1.0548341056851276
58,1.0757353303747044,1.0494166009663006,1.0659443058073519,1.0412181380757677,1.0553473606705666
59,1.0958885177969933,1.0459586374661374,1.062610806028048,1.0390375431447745,1.0525848295253055
60,1.0805985020480422,1.0469363977511723,1.0831893487823208,1.04168515633066,1.056108810802301
61,1.0933396945536824,1.0457319643148733,1.0969679958831806,1.0390590015460144,1.0542707553085608
62,1.0770050100921018,1.048757276946196,1.0947036422215974,1.042362741827168,1.0532041197747757
63,1.0953610473527358,1.0497981745998066,1.062446353192895,1.0440459604749734,1.055107911716808
64,1.0757862649085153,1.0463870663535475,1.0553867501871927,1.0407097497672744,1.0535483258962632
65,1.0903952838615938,1.0465023747353983,1.0565372287843595,1.0407151959579566,1.0512961201990645
66,1.074604511938312,1.0462170727550983,1.0480920856066962,1.0415152132511138,1.052939549088478
67,1.0910919769494622,1.043874527908798,1.053487887749808,1.040240737284558,1.0493104802444575
68,1.0724299359904683,1.0458156276611013,1.0621811793082292,1.0412720254570509,1.0529893332471452
69,1.0782580869147191,1.044032642840297,1.054583976790309,1.0395621154989514,1.0508368761589129
70,1.067428741905239,1.0459941614132662,1.0500949320884851,1.0392032719377813,1.0495809524630508
71,1.0770062423023312,1.047452006297998,1.0823002445201078,1.0392205520179765,1.0509360720962284
72,1.0735464669256047,1.0463571984853064,1.134650972361366,1.0398664859422588,1.0509297567605973
73,1.0794922023906086,1.0457031457470012,1.0787808108024106,1.0405035397288942,1.050170769840479
74,1.063955492594025,1.0472408510171451,1.0753219495217006,1.0414337394815505,1.053315656259656
75,1.0808984202643237,1.0461185164052174,1.0791915253389115,1.0423887319936804,1.0538009099060526
76,1.067041708546665,1.045942024175058,1.0549229467553751,1.0402679008742173,1.0511958869276463
77,1.0773622035332346,1.0429557597407928,1.0637281011161093,1.038641649583187,1.0530509905268748
78,1.0688296693559518,1.0467179835670524,1.0576486318593934,1.039712423674739,1.0555100647541575
79,1.0807011910564417,1.0465959812558832,1.0708675641090348,1.038726932182908,1.053308954462409
80,1.0702048402279614,1.0441278488704793,1.1390363446747265,1.038197682517716,1.0502024882783494
81,1.07775318182005,1.0438778904555868,1.1307309995094936,1.0391873560387357,1.051524809575998
82,1.0710306173121489,1.041913966772151,1.0883648845766272,1.036671431273876,1.047419866690269
83,1.091354800049554,1.0520336058917183,1.0802413964023192,1.0422512798945665,1.055821985379069
84,1.0780515434841316,1.044088877082526,1.0733777261560873,1.040816327946478,1.0515336769227035
85,1.0887964100342746,1.042866050937025,1.1223019955679774,1.0379412601667422,1.0488730245484754
86,1.0770264633735114,1.0432462066944157,1.0508892399209422,1.0386238865425044,1.0525511118311148
87,1.095360598780892,1.0451611038350483,1.075986608862877,1.0399381501951834,1.0540251073333018
88,1.0965087876475157,1.0472046475482997,1.0823391513656015,1.039844065035383,1.051894501137237
89,1.1114573646215051,1.0456032692812955,1.106273394018885,1.0400458998150297,1.0540795841564734
90,1.0854711784766269,1.044874681898999,1.1189073976957136,1.040029123243127,1.052762062152227
91,1.1046062435044184,1.0445122533713989,1.0691591949926482,1.037745587527752,1.052294304837019
92,1.094864969452222,1.042948743328452,1.068920090753171,1.037572406168128,1.0498950873659207
93,1.119209915612425,1.0420488787155886,1.083530540622416,1.0362238701470574,1.0468839518185975
94,1.088078611387083,1.0466829424539768,1.0696632425422252,1.0397322246922065,1.04997593534585
95,1.1123817980095936,1.044781187405953,1.0473339611457453,1.038746075893658,1.0509399669244888
96,1.1224426042575102,1.044620618302986,1.0739389502659704,1.039180723259916,1.0468741949475728
97,1.1559547791878382,1.045731735344117,1.095688670443801,1.0387781071787079,1.0462315812086065
98,1.0621414623347114,1.045267939895064,1.0777890296427135,1.0373345089073365,1.04926584020257
99,1.0764708641710572,1.0413854395137554,1.0914424683560031,1.0389583559563529,1.047240148519094
100,1.0712520202828777,1.0431198039307044,1.1833389606859002,1.0364327110971012,1.0483909252037604
101,1.07385209889768,1.041680201868374,1.1287995149466126,1.0391985296786248,1.0497251253288526
102,1.0550834878251472,1.039998726633491,1.1179322220155825,1.0387100685718171,1.050092473527584
103,1.073133003289501,1.041562319283302,1.054110157524032,1.0380128364524115,1.0499915673211218
104,1.0755670771198838,1.0398069003010892,1.0736266354719797,1.0376779836999788,1.0505794755082865
105,1.0980895776301622,1.0418980030371592,1.061070396082451,1.0383590520670016,1.0532800362507502
106,1.0663325046747922,1.0425411723554134,1.0834195622485097,1.0370906312018633,1.0565645995621498
107,1.0802689605348168,1.042795985363997,1.1012110332829943,1.038048503418694,1.0574490844706697
108,1.0868056759238245,1.0420570584138236,1.1333871531515871,1.0383864918351176,1.0728461725264788
109,1.0929260128923568,1.0393974742828274,1.1331302045427003,1.038342640727249,1.065895381168677
110,1.054078787875672,1.0426750144018575,1.0903904681496657,1.0390160641074182,1.081239369759957
111,1.060130762685647,1.0420416864532012,1.0796473011374474,1.0378655135907509,1.0834771385215796
112,1.0536549954808183,1.0404853790446564,1.07987066233695,1.0365525419927306,1.0910211442054338
113,1.0646715722339497,1.0399492559954524,1.0676066799750252,1.03840747385314,1.1122288517653942
114,1.048018630904456,1.0404341278626368,1.0576670578370493,1.0378273498428905,1.0963163700203102
115,1.056491331383586,1.0390060987199348,1.095033933530594,1.0355581092337771,1.081584519136093
116,1.060578991730626,1.0386556578943362,1.070421795821053,1.03543303041504,1.0645177151386935
117,1.0698582759872075,1.04087909979698,1.045270547030986,1.0376344013338288,1.068503776311197
118,1.055275206337121,1.0404686726973609,1.0552617480287387,1.0379914624989033,1.0645965522776049
119,1.0633219181829028,1.039938054929177,1.0432529255110574,1.0355646879776663,1.0782176274524042
120,1.068677405019601,1.0436716804073916,1.059135840762229,1.0380294138632715,1.0702169769008951
121,1.0727031125310444,1.043350888899079,1.042981051585891,1.038598329070565,1.0756182033366966
122,1.0569301629438996,1.0441114535698524,1.0713892576498387,1.037742540497903,1.0640735179185867
123,1.0588734149270589,1.0437139726602114,1.0579790129720372,1.038714461090664,1.0517553720871609
124,1.0595780356724167,1.042832737714052,1.098517129920717,1.0375720248619715,1.0502131736931808
125,1.0655922091728638,1.0349351035860868,1.0548067026046426,1.0340389246410795,1.04732642246825
126,1.0624021193111577,1.040420795828104,1.0655845516657128,1.03893236316181,1.0544624777059213
127,1.066490245805337,1.0420475831489568,1.0786153411811297,1.037659359709783,1.047076190320345
128,1.0728306917669654,1.040583350762003,1.0722942164258071,1.0350355156386892,1.0461432296339863
129,1.0839011405727694,1.0446883810257277,1.123201383805401,1.0376536580190792,1.0438829869528612
130,1.0672913055039115,1.0444867946207523,1.0902048522297711,1.0397087377185623,1.0502705412949969
131,1.0725917115807533,1.044523097219921,1.0640092626214028,1.0373909769004042,1.0467998557910323
132,1.0773243449983143,1.03921261544411,1.1207065581617983,1.036189068436171,1.043812026523731
133,1.0928934511010495,1.039245416567876,1.1926514982736758,1.0370306515622707,1.0406085408203138
134,1.061656486343802,1.0395960525484846,1.1737975033575838,1.0353427925581735,1.0434524471922353
135,1.0629130709171295,1.0416016778448127,1.2964885637164116,1.0371765746311707,1.0416170641779898
136,1.078565273574616,1.044318393965562,1.2314032387452494,1.0359254211112103,1.0398687403163185
137,1.0958019671531825,1.0382644247894102,1.0778193338567694,1.0359933256482083,1.0443739298253487
138,1.0621274329721926,1.0398021089342924,1.1254295130778085,1.0383244819534214,1.043004911084744
139,1.0648529358829062,1.0384883208477345,1.0720176566592468,1.0369195092271493,1.041981665445774
140,1.0706842458480366,1.0368280842212532,1.0571903194251813,1.0344962905471524,1.0379045214504004
141,1.088616710294176,1.0386509660769392,1.046002616734451,1.0358608630062505,1.037716024291109
142,1.0513367032737055,1.0360389010837443,1.0437340088967797,1.0358754321526398,1.0381504824955563
143,1.0444097461016928,1.037498779669404,1.050244264797691,1.0381889731519751,1.0408569038974438
144,1.0540777061134576,1.0327152798955257,1.106722193064563,1.0341617991865584,1.0420333127180734
145,1.0741008069283433,1.0366791526858623,1.077627785552561,1.0386497479714991,1.0415605333718387
146,1.0510207231555666,1.0365512603177474,1.058224320411682,1.0387293385962646,1.0458323472203352
147,1.054488630654911,1.0346805765766365,1.076829809669612,1.034385503221141,1.0403844733920062
148,1.0597457804850168,1.034938766580495,1.108946523510961,1.0376937488432636,1.045324224806749
149,1.0789887946512964,1.0358888622696292,1.1199235033176609,1.0385842227348774,1.0446647638770252
150,1.0550029643944332,1.0344917990349152,1.1616126597997103,1.0353889109600674,1.0419727355862658
151,1.0599552831769763,1.0337710576279768,1.148543515033794,1.0368245547556358,1.0386308682977388
152,1.0637190014718816,1.036784574558665,1.1101096963603991,1.0372742456885484,1.0435622485555136
153,1.079213473300139,1.0316060222341463,1.0973389287563888,1.0350447838741637,1.0397471189682956
154,1.0511439388389128,1.0320583285387086,1.1028254026103588,1.033966613560915,1.0395351644032276
155,1.0623261113251958,1.0338643456880865,1.1118997654905831,1.0359740386271603,1.0440322174571264
156,1.0589866396052268,1.0348631483288524,1.120155504699018,1.0361502467965087,1.0412630589170888
157,1.079031427191873,1.0357416563227282,1.0707819651404753,1.034856474676141,1.0479839996248483
158,1.04269344170104,1.0331305671114843,1.0374939596763364,1.0372466624134045,1.0441883904577205
159,1.0488511696457865,1.038496707356893,1.0222647029638663,1.036901995021364,1.0432157514741025
160,1.0542469126656693,1.0342424524327118,1.021931803258865,1.0351947996844395,1.0416745174313204
161,1.0637117544132653,1.0382067621160582,1.0288151423136394,1.033987162154958,1.0401620903611182
162,1.054836871767161,1.0391835834180552,1.0355497779722969,1.035634111660969,1.0488665337975207
163,1.0632633108645675,1.041715060862211,1.0278235845493549,1.0362203625527766,1.0416760027644192
164,1.0515322111014809,1.037490837917878,1.0408913413900391,1.034502591063147,1.0513899654398362
165,1.067396573882018,1.0459252127988652,1.051158031264666,1.0347550086056194,1.0436088561323973
166,1.0433819023776592,1.0362969277897378,1.0396976744135222,1.0335488807157232,1.0551946411530175
167,1.0543991064432987,1.0511912181419438,1.0253106027841563,1.0352601325117317,1.047045275568962
168,1.057638810446056,1.0459681334240096,1.02813462213828,1.0345550012653288,1.067083233704837
169,1.0651343932925237,1.0630409855518368,1.0387310042977334,1.0328022352460289,1.043985287951249
170,1.0522626464090803,1.0494459023823342,1.0431956637118542,1.033959586761784,1.0586240536843738
171,1.0603752616378996,1.0692166171585904,1.0404033347343404,1.0326963949197605,1.044120246719456
172,1.054260164399942,1.0497671974474911,1.0357019234271276,1.03461865558543,1.0472202205657961
173,1.0661472872643891,1.060136122796207,1.029702250100672,1.0336861460046336,1.0413971421675698
174,1.0581584567313684,1.0412379704301171,1.0221182629842347,1.034680417117973,1.042544884143375
175,1.0651222635060549,1.0354458349910411,1.017453610524535,1.0340320422303064,1.0462333645174902
176,1.0566540814039331,1.0420961365676844,1.0140271296676917,1.0341130221160977,1.0459993838451127
177,1.0635361387083928,1.0364876280610378,1.00611259987806,1.0320901134361824,1.0422530777351215
178,1.0657493978738786,1.041244516831178,1.0110008365618646,1.0329643286791614,1.0440840760650842
179,1.07293940258815,1.0331706882287297,1.0146163436464777,1.0334868741218046,1.0482488935813308
180,1.047240214661146,1.0308116071499311,1.0179640474102714,1.033268370789786,1.0497963467443532
181,1.0607630519223386,1.0340834638656495,1.0207351258915405,1.034126580354165,1.0469850732538943
182,1.071208898598949,1.0336782426706383,1.0103970413180916,1.0338853522353657,1.048872980164985
183,1.0955041934336935,1.0314024840639189,1.0107890166283129,1.0340329292911314,1.039705701884933
184,1.0433243858938417,1.031181759503789,1.0168601716783914,1.0318163100009163,1.035252948263378
185,1.0530289309945973,1.0307543101448278,1.019355607913299,1.0323002609057408,1.0329539991644296
186,1.060886766606321,1.0298046512672534,1.0189437418306868,1.0326806322552942,1.0347492047373232
187,1.0695609643700577,1.0290147787430786,1.0156504288315773,1.033140537657521,1.0402848712106545
188,1.052897364280566,1.030681741136389,1.0119032668215888,1.0317540941139065,1.0392643651366231
189,1.0599634509410834,1.0311503792898014,1.0067048227246949,1.0322396280243993,1.0487200438740696
190,1.0452789556235076,1.033336275586715,1.0071006289550235,1.0344166475782792,1.0536668315300577
191,1.0551155731081965,1.0297861577799687,1.0101683014737708,1.0325765405762029,1.0511840045714704
192,1.048292910059293,1.0287545223894354,1.010412886324856,1.0308827923297712,1.0497335365911324
193,1.054907495413835,1.0285189040005207,1.00527598750715,1.0322732609104026,1.0505521853861612
194,1.0513165816664696,1.0271909190141235,1.0052692735530542,1.0306372758746147,1.0366793363778428
195,1.0706463283548753,1.0309512494291575,1.0047329209857128,1.033852532045408,1.041804912419099
196,1.0478134155273438,1.029616798861669,1.004561617911335,1.0345659502079854,1.0377279350138977
197,1.0552354759073317,1.0302920639514923,1.0095784438468476,1.034146126980583,1.036104284748435
198,1.0463657066226006,1.02976229259601,1.013170228472778,1.0316051091377934,1.0378307920287957
199,1.046434302549517,1.0282509300876883,1.014377722516656,1.031726395487785,1.041859836543374
200,1.0452988127867382,1.0287478336511733,1.007879915277891,1.033171232454469,1.0425067446154097
201,1.0464723501354456,1.0273147235696132,1.0068920611179082,1.0314777601713483,1.0459758047082208
202,1.061503508356491,1.0280776862441692,1.0101301391641129,1.032447274721246,1.0503042762478194
203,1.0490625132230065,1.0298739574964229,1.009254782487239,1.0312583526515442,1.0495771242990324
204,1.0336054325562256,1.02954209036552,1.0078817962397817,1.0335165152922794,1.0494259585504948
205,1.039528732423981,1.0281512924799554,1.0077465968393775,1.032134908129546,1.041711669334251
206,1.0384809967307818,1.0289771511757768,1.0104954804160766,1.0325905739843393,1.0360930616117043
207,1.040127542315294,1.0265844029957778,1.0107878786993438,1.0311104572564362,1.0392802870747715
208,1.0378732482728723,1.029336137349134,1.0099920523607948,1.0306372044303198,1.0444751085340978
209,1.039681854779306,1.028123995145926,1.0089056838717727,1.0299586403381191,1.0507482208571692
210,1.0346993566082234,1.0290640652294345,1.0056519473938197,1.030822074600693,1.0607925616882063
211,1.0352183129815828,1.0285491549117225,1.013220325023796,1.0297363838745337,1.0462979119803224
212,1.0295432303262793,1.029554041737056,1.0178909872112605,1.0294040016084909,1.039393389936198
213,1.040125782601535,1.028767941066852,1.008786363562022,1.031159898067416,1.0318893020125952
214,1.0300095015101962,1.0310659338190005,1.004118847390715,1.0288308954261467,1.0374248732784483
215,1.0372616522014142,1.029769192979886,1.0084108728991017,1.0301441094696973,1.0317013824439567
216,1.0316913385970006,1.0332113054394725,1.0130362068255705,1.0307528672062538,1.050750385645939
217,1.039347648688338,1.0296448566592658,1.0171189896108812,1.0305667690029652,1.0352062246564662
218,1.034121021473159,1.0330497926489992,1.0134591461910354,1.0329104971817948,1.0511032537921614
219,1.032715122681111,1.02893111625543,1.010259416686105,1.0313789199145904,1.0309746973216534
220,1.026744605973363,1.0294025862446197,1.0081512796777217,1.027845761851605,1.0353430581815315
221,1.0336117785423995,1.0332531187249407,1.019572676455771,1.0332748285041968,1.0332613963471808
222,1.031908057630062,1.0291981160577035,1.0222414781993252,1.0317274398605027,1.0342744045823382
223,1.0283745650556826,1.0274446718967878,1.0070306444807675,1.0298450676554982,1.0307857814724697
224,1.0267920976747638,1.027370911538601,1.0057251776573664,1.0307751259275455,1.0318324585323748
225,1.034633864674408,1.0279654182984932,1.010514148837209,1.0311580680988053,1.0402720038186422
226,1.0224452972608176,1.0289685942560107,1.013624589641889,1.030821641261379,1.0381773195630712
227,1.024709875881672,1.0277768274702324,1.0146831312117846,1.028305248344938,1.0451356199372446
228,1.0253446852290853,1.0245129123788614,1.012660894350594,1.0276862008102017,1.0414778051180242
229,1.0329074894388517,1.031464347243309,1.010004536164078,1.0311079192906618,1.0529615611458818
230,1.0267688749978938,1.028672688626326,1.007194500872583,1.028720256672468,1.0366970406950036
231,1.0284595672114225,1.026891616880894,1.0201750776171683,1.030125931023138,1.037422506219667
232,1.0258431279541629,1.0274262148600355,1.018945412295263,1.030885110413417,1.0334155107989456
233,1.032460643351078,1.0256752541202765,1.008094677805376,1.027235851751957,1.0208402277221755
234,1.02359750837672,1.0258082600740286,1.0064433673150903,1.029149072325748,1.031996826459835
235,1.0307117872250575,1.0234427641456325,1.011388095243236,1.027289963581345,1.0259724498805718
236,1.0247857553002082,1.027144919634258,1.014356090409865,1.0301845555072244,1.0312916276355586
237,1.0321185059845448,1.02515548263435,1.014850043458864,1.0301196125741952,1.0342320404721028
238,1.0219052280816765,1.027784178258626,1.0123365944933085,1.0285459410093534,1.032229383560744
239,1.0260585985249944,1.0225488909784255,1.0068416018728856,1.02520705889346,1.0346955130497617
240,1.0268993828445674,1.0271803751473243,1.0068961166673236,1.0266739873791284,1.0320571344975686
241,1.0345435339957474,1.0237923932763249,1.014505047188062,1.0290917373656223,1.0391071663811953
242,1.023416069014902,1.0314121927943205,1.0165168852013446,1.027928298119551,1.037933362647891
243,1.0309866236315832,1.0219095934125093,1.011478690151125,1.027744708242624,1.0325620846142844
244,1.022552896166841,1.0271766018198851,1.0054975412786007,1.025566773766821,1.0304677057823146
245,1.030962635027735,1.024639094724105,1.0104508224874735,1.0272935513203794,1.0298423926745142
246,1.025499615404341,1.0334614351964917,1.0144510117173196,1.028010816708433,1.033025641768163
247,1.03608747768928,1.0247492453226676,1.0153791180193594,1.0271204285459086,1.0256854068826544
248,1.0225485537201169,1.0357275662104506,1.0123431258962567,1.026655253097415,1.0298846140503883
249,1.0289739119967347,1.0269369729436362,1.0076572315249797,1.0268083732496156,1.025257665372413
250,1.0204382614762175,1.045040469045046,1.0086216621070676,1.0267082805721424,1.030926049147644
251,1.02763212040851,1.0292532773545156,1.0107478984909295,1.0276224017391602,1.0272573423054483
252,1.021053083613515,1.0547142135791288,1.0134057600301605,1.0304673975094771,1.0314717550733774
253,1.026449233612844,1.0281348666892602,1.0104838371708695,1.0285049144799512,1.0231829908277308
254,1.0191855154800833,1.0496402569000538,1.0074839805901954,1.0275636427781798,1.024218274988021
255,1.0182681258058266,1.0226852979797585,1.0106020253474193,1.0256022658016717,1.024042830211313
256,1.0220477285032925,1.0349718550076852,1.0117669297116143,1.0262915764997402,1.0259562734853136
257,1.028332345820816,1.026985564811544,1.0105947309531942,1.0275198184631087,1.0338060998074383
258,1.013802968710661,1.0269510125884644,1.0079532274866805,1.0288956887512046,1.0293367097794774
259,1.01668489660213,1.0278891546680378,1.0066602322985143,1.0269418569044633,1.0318440431164522
260,1.016341321031499,1.0202258828167734,1.012883806944478,1.025311886726733,1.030104491772751
261,1.0224587175509203,1.0310945416299195,1.0172344299215896,1.0291275894912806,1.0353367481218732
262,1.0124311098320915,1.0227447050203988,1.010270431622193,1.0248815585424502,1.03075474858284
263,1.0135406664826654,1.0277815466557725,1.0076877917078408,1.0246864125544846,1.0325768918745102
264,1.014367317993726,1.0234891781178506,1.0095005457132835,1.026939400624145,1.0366874689434245
265,1.0169455593792975,1.0234376639651728,1.0095019125470928,1.0281347499539455,1.0331657503469371
266,1.010863687745903,1.0263422155609496,1.008985809908778,1.026357645499661,1.0388182988762855
267,1.0113909884855363,1.0224600723729689,1.0067469746449338,1.0264699684568876,1.033002889942254
268,1.0131911217132834,1.0259948596784048,1.0092953457683795,1.0254551459600527,1.0292555278125737
269,1.015946514461012,1.0198297686874866,1.019757633101122,1.0259653908398116,1.0219021757088955
270,1.010206550953613,1.0231860265947683,1.0121367974462463,1.0267585131372858,1.0256859543068069
271,1.0138281260927515,1.0278412189859991,1.012801918343586,1.0254484542052855,1.0281377492045518
272,1.013665474627329,1.0152550517366483,1.0098518131608305,1.0236298023299737,1.0207957411229898
273,1.0169360542315102,1.0251232928285996,1.0072623133221092,1.0251900914894498,1.0295848415204971
274,1.0110834638412665,1.0187192434792989,1.0060470811951998,1.0252343202179128,1.025240715035206
275,1.0138389667820025,1.0212008497233576,1.00516932814663,1.0285329192064026,1.0309933613454876
276,1.0146782364696263,1.0227283353055572,1.0084318980014526,1.0218308039296131,1.029546140629731
277,1.0157467206230475,1.0203461810946464,1.0154931267238467,1.025544239738183,1.0317116426169006
278,1.0089327595861897,1.0339156065078885,1.0139805779808273,1.0281241164954775,1.049635372612448
279,1.0120706877538137,1.0215644807622328,1.0108375296581025,1.0258464216440917,1.037309521138668
280,1.0110088757957731,1.0312067447736477,1.009620111117553,1.0260416480458596,1.0312244262812391
281,1.0119843647362932,1.0174781671624915,1.008275387140673,1.0272017662385196,1.0328447172045707
282,1.010076536796987,1.0258605662542275,1.0080899627387976,1.0213123274030107,1.0258589024579037
283,1.0139871280019483,1.0175108925128975,1.007447426659329,1.023986473120749,1.0392534650034375
284,1.0128457333786147,1.0230761089624885,1.0101399555875306,1.022740286751227,1.0319733949522103
285,1.0179972964276869,1.0229257889943462,1.022622870615456,1.0245427766289468,1.0419780600219322
286,1.0098336438337965,1.0214930978188148,1.0256338872307658,1.026088538467884,1.0364227485656738
287,1.0122369484355054,1.0227317869166537,1.008516239247929,1.025351253370722,1.0367577301338315
288,1.013490004294685,1.0226485449820757,1.0098389301083834,1.0261449031102838,1.0352125790912523
289,1.016836073908668,1.0254815226121918,1.008930039113643,1.0286157639720641,1.0326909253706678
290,1.0074727235177716,1.0190514235112529,1.0072148230356006,1.024649287895723,1.0341818769841562
291,1.0112553636729715,1.0228837169821443,1.00620553178996,1.0250235069065523,1.0239541401258774
292,1.0148641266141618,1.0230488301879102,1.0164675080075791,1.0235939370441725,1.035132587954834
293,1.0180819056555628,1.0216385333125408,1.0272018820756958,1.0252865363815515,1.025613782616953
294,1.007685822305771,1.023997855170224,1.0140296500025063,1.02271348468282,1.0433213195186994
295,1.008540520519018,1.0240910957591274,1.0107615254160909,1.026078508602399,1.0421082982420922
296,1.015392053118419,1.0192922149808743,1.0103218847741615,1.021861825618103,1.029853073451528
297,1.0193365703310286,1.0229795193299651,1.0087135579232995,1.0235909437355786,1.0342540664332254
298,1.008033010412703,1.0177134103270675,1.0088383950293065,1.0254324144666844,1.0247491168833915
299,1.00936513260389,1.0188525433017726,1.0198075652122496,1.0217723705333428,1.0312546477108806
300,1.0165517719175954,1.0215896732073564,1.0252095306154545,1.0227256785895855,1.029898455221351
