step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-actor/loss_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-actor/loss_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-actor/loss_step,deepseek1.5b_fa_partial_lr1e-6-actor/loss_step,deepseek1.5b_fa_partial_lr1e-5-actor/loss_step
62,0.04309802269563079,0.02555010747164488,-0.1060246406123042,0.06527969986200333,0.02256209123879671
63,0.0425831307657063,0.031293051317334175,-0.11807813122868538,0.05417704954743385,0.01804603636264801
64,0.0444828225299716,0.03700908995233476,-0.109871881082654,0.055990081280469894,0.02643453050404787
65,0.04634225647896528,0.02433022577315569,-0.059568149503320456,0.0707426480948925,0.011603374034166336
66,0.037765130400657654,0.03369299927726388,-0.037811242043972015,0.06711702793836594,0.02873132470995188
67,0.04237641021609306,0.02794615179300308,-0.0182211771607399,0.05008241906762123,0.020228362642228603
68,0.03308306680992246,0.02641038503497839,-0.06474257493391633,0.0627580676227808,0.02179243229329586
69,0.034187011420726776,0.03076038532890379,-0.070882773026824,0.05065707862377167,0.017041753977537155
70,0.03895448613911867,0.019150282256305214,-0.09817130421288311,0.04961724579334259,0.01114710234105587
71,0.028560330159962177,0.017842131666839123,-0.10596420988440514,0.04579833708703518,0.009619665332138538
72,0.022337380796670914,0.03600648324936628,-0.11852723732590675,0.06955086253583431,0.014791334979236126
73,0.03720887773670256,0.016571599524468184,-0.11857490427792072,0.04549738019704819,0.0031222710385918617
74,0.022421902045607567,0.024857080541551113,-0.11204907484352589,0.03941265027970075,0.025658897357061505
75,0.049239618238061666,0.023021026980131865,-0.08888315316289663,0.04297531768679619,0.023525120690464973
76,0.05097061349079013,0.015929988585412502,-0.022262126207351685,0.058864311315119267,0.019874488934874535
77,0.03291190043091774,0.026687048375606537,-0.044202450662851334,0.05498835816979408,0.006646881811320782
78,0.04411357920616865,0.02159752883017063,-0.03230360150337219,0.03262303024530411,0.007572357542812824
79,0.04951161704957485,0.023079607635736465,-0.059180974727496505,0.041921934112906456,0.01959362905472517
80,0.03748559858649969,0.02393179666250944,-0.11286083795130251,0.06314250081777573,0.021589117357507348
81,0.047402581200003624,0.020634183194488287,-0.11410832963883875,0.029975413344800472,0.012060766108334064
82,0.05082531273365021,0.02094700187444687,-0.1187862902879715,0.04631965886801481,0.017494163941591978
83,0.0398528017103672,0.011304014595225452,-0.11539037339389324,0.021772224456071857,0.01438812306150794
84,0.00785911362618208,0.03459185874089599,-0.10923811048269272,0.04981291247531772,0.009733995422720907
85,0.011447521159425378,0.018836284521967173,-0.09886516351252794,0.05350185022689402,0.017313855700194836
86,0.06320111535023898,0.02117821481078863,-0.07835122325923294,0.03760457877069712,0.013590878807008266
87,0.03793178405612707,0.023079706355929375,-0.07469729287549853,0.05409801285713911,0.01432396611198783
88,0.05039743008092046,0.025074283592402935,-0.08560420339927077,0.05176845286041498,0.006953445263206959
89,0.044663839507848024,0.015540058258920908,-0.1128542572259903,0.04147169319912791,0.0185025529935956
90,0.07126394286751747,0.015695050358772278,-0.11429969221353532,0.041532307863235474,-5.190446972846985e-05
91,0.05701001547276974,0.015555329620838164,-0.11659863218665124,0.038452486507594585,0.01341261900961399
92,0.0237811915576458,0.01968947052955627,-0.11891864240169524,0.03714769845828414,0.012476855888962746
93,0.06826452817767859,0.015557320788502691,-0.11491911299526691,0.017501387745141983,0.004809534875676036
94,0.08625921793282032,0.02538744872435927,-0.10692338459193708,0.03286141715943813,0.01590319722890854
95,0.06263140682131052,0.01663831528276205,-0.07249050121754408,0.03258591773919761,0.015287131071090698
96,0.05383420968428254,0.01991172879934311,-0.071702491492033,0.03676623851060867,0.01803383976221085
97,0.09998241811990738,0.022032328881323338,-0.09579388238489628,0.031375670339912176,0.018405147828161716
98,0.05814485624432564,0.009718045126646755,-0.11784757487475872,0.04226137325167656,0.01802964834496379
99,0.03890778124332428,0.021844200789928436,-0.11892919987440108,0.02668876200914383,0.017977848649024963
100,0.057781790383160114,0.016950178425759077,-0.11898907087743282,0.019398339092731476,0.013967029750347136
101,0.10155150480568408,0.020063571631908417,-0.1189993880689144,0.032413570675998926,0.02298576943576336
102,0.07076492439955473,0.009688282385468485,-0.11900670267641544,0.04355942457914352,0.028222684748470783
103,0.04038849472999573,0.007997271604835987,-0.11804098822176456,0.028141802176833153,0.01997946761548519
104,0.07127629779279232,0.020748342387378216,-0.10962188802659512,0.030071554705500603,0.025669224560260773
105,0.12303671287372708,0.013067157007753847,-0.1021821815520525,0.01650870591402054,0.015616774326190352
106,0.03102871961891651,0.024314900394529104,-0.10662853019312024,0.02015076205134392,0.01814009435474873
107,0.045119871851056814,0.018402518704533577,-0.11731043457984924,0.03757342929020524,0.021012187004089355
108,0.11584989307448268,0.01897132024168968,-0.1190318614244461,0.04319496126845479,0.02228182088583708
109,0.08051351178437471,0.018777266144752502,-0.11904163286089896,0.02600128203630447,0.012201120145618916
110,0.037269885651767254,0.010845858603715897,-0.1171866599470377,0.033620430156588554,0.016274040564894676
111,0.036924632266163826,0.01230350323021412,-0.11016454733908176,0.027433335781097412,0.028124524280428886
112,0.06595344468951225,0.02196749532595277,-0.10584405751433223,0.02450413629412651,0.01588755939155817
113,0.08849104307591915,0.005633203312754631,-0.10823804931715132,0.01902349665760994,0.013129075057804585
114,0.0482722669839859,0.01514840079471469,-0.11831807531416416,0.015291877556592226,0.021952172741293907
115,0.04999434854835272,0.020157771883532405,-0.11907030455768108,0.029793523252010345,0.01684365887194872
116,0.03698637895286083,0.026562608778476715,-0.11907725036144257,0.02097566239535809,0.008304145187139511
117,0.05829952843487263,0.018366272561252117,-0.11908827163279057,0.027508040890097615,0.01497640274465084
118,0.006184697151184082,0.016787001863121986,-0.11898022703826427,0.03421306889504194,0.0167598407715559
119,0.04142914526164532,0.021634873002767563,-0.11910047940909864,0.02033509500324726,0.01943557895720005
120,0.055648576468229294,0.01913758739829063,-0.11699400190263988,0.0347549463622272,0.012421790510416033
121,0.05654971580952406,0.018938702531158924,-0.1163074024952948,0.028800342231988907,0.030847301706671715
122,0.05762836895883083,0.008600285276770592,-0.11544651351869106,0.043392837047576904,0.02075016312301159
123,0.06345581822097301,0.008574476465582848,-0.11911270394921304,0.02082102233543992,0.02048044465482235
124,0.05946659669280052,0.017466499004513025,-0.11911378800868988,0.029172509908676147,0.02057955786585808
125,0.0593247152864933,0.01845975173637271,-0.11676783114671709,0.03501300094649196,0.02489612158387899
126,0.05473666451871395,0.009446047246456146,-0.11565701523795724,0.024625553749501705,0.01932012476027012
127,0.06334987469017506,0.013236206024885178,-0.11477869225200266,0.03028942458331585,0.016764145344495773
128,0.04833092913031578,0.016005794634111226,-0.11802272126078606,0.026568742468953133,0.013708570972085
129,0.048432495445013046,0.012632641941308975,-0.11911921203136444,0.021177470684051514,0.01902802288532257
130,0.07103793509304523,0.014073027297854424,-0.11238972190767528,0.02141653001308441,0.011971152387559414
131,0.09156160801649094,0.013412781059741974,-0.11159566789865494,0.02589649078436196,0.026466289767995477
132,0.04240851104259491,0.0145583376288414,-0.10159559920430183,0.03369644284248352,0.01929202489554882
133,0.05114830657839775,0.02168982569128275,-0.11717792600393297,0.017301952466368675,0.02453629393130541
134,0.05344007909297943,0.025967860594391823,-0.11893975920975208,0.030038646422326565,0.0062003787606954575
135,0.04274887964129448,0.01191591564565897,-0.11902843788266182,0.02613009326159954,0.006628887727856636
136,0.02348039299249649,0.02508753107395023,-0.11904243379831314,0.031490371096879244,0.02462252974510193
137,0.03917711414396763,0.01964557310566306,-0.11907440423965454,0.017339834943413734,0.02528228610754013
138,0.032696579582989216,0.01250874251127243,-0.11909222975373268,0.01111644133925438,0.013864986598491669
139,0.08033422008156776,0.013951739761978388,-0.11911354027688505,0.021836905274540182,0.018250707536935806
140,0.05978104844689369,0.018817681819200516,-0.11912289634346962,0.01973279844969511,0.01442259270697832
141,0.05969125218689442,0.01732955314218998,-0.11904194951057434,0.03200303507037461,0.028511475771665573
142,0.07909258268773556,0.019271916709840298,-0.11621886654756965,0.026341460645198825,0.017683424055576324
143,0.05431759171187878,0.01132073625922203,-0.1189848929643631,0.004530834965407848,0.007297595962882042
144,0.06850893795490265,0.020246335305273533,-0.1191389188170433,0.0441846358589828,0.026466183364391327
145,0.03777579963207245,0.01591961458325386,-0.11086407396942376,0.024217378348112103,0.017501583322882652
146,0.06788399256765842,0.008975203847512603,-0.10727469623088837,0.01253573503345251,0.01854171883314848
147,0.042875297367572784,0.012828744482249022,-0.10062262415885924,0.027187328785657883,0.024518989957869053
148,0.07924158871173859,0.010503822937607763,-0.11032959073781969,0.020153735764324665,0.023745248094201088
149,0.07169774174690247,0.01225985772907734,-0.03626026585698128,0.013511410914361475,0.019317621365189552
150,0.07337132003158331,0.008635026402771473,-0.08571133017539978,0.016942346468567848,0.026508135721087456
151,0.07318361289799213,0.014872167259454727,-0.011837877333164217,0.02637253887951374,0.02320421207696199
152,0.05603926628828049,0.022837169468402863,-0.009221412241458893,0.03000570274889469,0.027720412239432335
153,0.04695925861597061,0.01187148503959179,-0.005407378077507019,0.013897008262574673,0.00748126395046711
154,0.059737326577305794,0.022353563457727432,-0.011336788535118105,0.024050788022577763,0.01564423367381096
155,0.054842567071318626,-0.0012064604088664057,-0.044493988156318665,0.016030884347856045,0.017055897042155266
156,0.05224238708615303,0.00902407430112362,-0.048718199133872986,0.026444496004842225,0.02272014133632183
157,0.04963136464357376,0.015382750891149044,-0.05898451805114746,0.03244617395102978,0.016929269302636385
158,0.05632267985492945,0.015838587656617165,-0.06210649013519287,0.012050055898725986,0.006232107989490032
159,0.05662480741739273,0.01343993842601776,-0.0628269761800766,0.02140591386705637,0.0232340469956398
160,0.018593549728393555,0.013453388586640358,-0.07336774468421936,0.02288560103625059,0.011061275377869606
161,0.026113145053386688,0.00766436755657196,-0.06417100131511688,0.02048075385391712,0.0188850499689579
162,0.08567719906568527,0.01504660164937377,-0.04806368052959442,0.03408452123403549,0.007013269700109959
163,0.05013349140062928,0.0108494870364666,-0.02512408047914505,0.007746104151010513,0.01635430008172989
164,0.06717727333307266,0.004580233246088028,-0.044663459062576294,0.03067688411101699,0.01988050085492432
165,0.03663760423660278,0.008984390646219254,-0.07635532214771956,0.03765898477286101,0.02218811586499214
166,0.025417210534214973,0.02050258032977581,-0.1096933465451002,0.01299460232257843,0.011638583615422249
167,0.05566830933094025,0.01664637215435505,-0.11488588154315948,0.024175223778001964,0.016194337978959084
168,0.03019040822982788,0.01151922158896923,-0.11905690096318722,0.03052653674967587,0.006055908277630806
169,0.05418543890118599,0.016417463193647563,-0.11907746456563471,0.022104928269982334,0.011545129586011171
170,0.009493549820035696,0.022875660099089146,-0.11909649148583412,0.022010717540979385,0.009495830163359642
171,0.04746492812409997,0.016423163935542107,-0.119109358638525,0.013899559155106544,0.0029465556144714355
172,0.05703850276768208,0.011194687336683272,-0.11587024852633476,0.02178266830742359,0.017474893480539322
173,0.0301273874938488,0.007563416147604585,-0.11780056543648244,0.006697585340589285,0.02199351834133267
174,0.060046788305044174,0.01584265846759081,-0.11789822578430176,0.04183887084946036,0.01947915181517601
175,0.06436952948570251,0.019759606570005417,-0.11913435719907284,0.014546209946274756,0.024179978296160694
176,0.057540616020560265,0.01363969873636961,-0.10309466067701578,0.01715087890625,0.011927561834454536
177,0.03483186662197113,0.014665378257632256,-0.1047801710665226,0.031212995760142803,0.014597088098526
178,0.07484674407169223,0.02842030068859458,-0.10662312852218749,0.03512770729139447,0.020466922782361507
179,0.07800459070131183,0.017085046507418156,-0.09778466448187828,0.032780528999865055,0.018580821342766285
180,0.05716105736792088,0.007457653060555458,-0.09670443926006556,0.019960304722189903,0.007058129645884037
181,0.033601121976971626,0.007424900308251381,-0.1191211175173521,0.02135816775262356,0.007417332381010056
182,0.07923383684828877,0.013084232341498137,-0.1191268153488636,0.03221547044813633,0.021230562590062615
183,0.07555998023599386,0.01131509244441986,-0.11913568153977394,0.01958426646888256,0.01863960083574057
184,0.034032609313726425,0.02151376660913229,-0.11913982219994068,0.04153917543590069,0.01662924513220787
185,0.02117758896201849,0.01682109571993351,-0.1191470492631197,0.03188258036971092,0.01771677052602172
186,0.08071707305498421,0.019330301554873586,-0.1178359780460596,0.014418790116906166,0.013421984389424324
187,0.0385014433413744,0.009519606828689575,-0.1131927166134119,0.0281484704464674,0.015361035242676737
188,0.03815227746963501,0.011573096737265589,-0.10785645246505736,0.0255865091457963,0.01590814534574747
189,0.03453277610242367,0.015589719638228416,-0.10906179249286652,0.024808432906866074,0.03123087016865611
190,0.02718868851661682,0.019372147507965565,-0.11082952888682485,0.013388989493250849,0.013418376445770264
191,0.055104441940784454,0.0070633976720273495,-0.11524614319205284,0.027954483404755592,0.032609106972813606
192,0.028153881430625916,0.00212200079113245,-0.11596957594156264,0.016536278650164604,0.029648806783370674
193,-0.004764053970575333,0.007375586312264204,-0.11915305256843568,0.01811711024492979,0.014145996421575546
194,0.07182689197361469,0.01713427621871233,-0.1130424737930298,0.034667519852519035,0.007141922600567341
195,0.06097545847296715,0.003385012038052082,-0.1138882040977478,0.01862700842320919,0.011337265837937592
196,0.04214556468650699,0.016413548961281776,-0.1167043149471283,0.031152368523180485,0.008789596147835255
197,0.06530006229877472,0.010369855910539629,-0.11818603612482548,0.03086602594703436,0.00843321718275547
198,0.08126402273774147,0.01058600377291441,-0.11840052530169488,0.028061766177415848,0.017553843557834625
199,0.10438759624958038,0.0131495613604784,-0.1100783683359623,0.018930552527308464,0.017386237159371376
200,0.09219345892779528,0.004375009797513485,-0.11281020287424326,0.03203856758773327,0.012523621320724487
201,0.08318117493763566,0.01000409759581089,-0.11208941228687765,0.019575385376811028,0.0022382717579603195
202,0.0721640968695283,0.009240694344043732,-0.11514466814696787,0.020985890179872513,0.0080234594643116
203,0.012925628572702408,0.00993703491985798,-0.1162058152258396,0.006458002142608166,0.014229683205485344
204,0.002048514783382416,0.005691716447472572,-0.1189268734306097,0.023246721364557743,0.01766957063227892
205,-0.011522050946950912,0.0030295830219984055,-0.11782396771013735,0.02455076202750206,0.014945808798074722
206,0.02484884951263666,0.01574229635298252,-0.11836589686572552,0.02106230892241001,0.011285091750323772
207,-0.009130604565143583,0.014196586329489946,-0.11858511157333852,0.024106874130666256,0.018617200665175915
208,0.02205496095120907,0.012510322965681551,-0.11629502102732658,0.010245323181152344,0.022869916632771492
209,-0.005355071276426315,0.0150863379240036,-0.11522743105888368,0.023088805377483368,0.01561901532113552
210,0.013495834544301031,0.007526066154241562,-0.11307335458695889,0.024574801325798035,0.013073328882455826
211,0.007437384687364101,0.018653327599167824,-0.11257117707282303,0.011699128895998,0.010438235476613045
212,-0.006723504513502121,0.016778742894530296,-0.11761844716966152,0.02995122037827969,0.020608394872397184
213,0.00528439087793231,0.004594540223479271,-0.11874036118388176,0.016707928851246834,0.012079738080501556
214,0.03890764899551869,0.006267532240599394,-0.11917558498680592,0.026778968051075935,0.009932360611855984
215,-0.002724043093621731,0.00642620911821723,-0.11917958594858646,0.0172647163271904,0.011115068569779396
216,0.00033818744122982025,0.01195450872182846,-0.11918319575488567,0.014721021056175232,0.024775758385658264
217,0.02209054585546255,0.01538320817053318,-0.1175661999732256,0.01208675280213356,0.01452378835529089
218,0.041823976673185825,0.015549362637102604,-0.11625303328037262,0.008129570633172989,0.015548250637948511
219,0.015338748693466188,0.010867093689739704,-0.11164848692715168,0.0111585333943367,0.01566711673513055
220,-0.02371380478143692,0.001013629138469696,-0.11037091119214892,0.020774537697434425,0.01385217159986496
221,-0.016348613426089287,0.004530785605311394,-0.11237109173089266,0.02552933059632778,0.015612379647791386
222,0.05813435185700655,0.016178498044610023,-0.1187896393239498,0.015404143370687962,0.031039578840136528
223,-0.005847517400979996,0.014556644018739462,-0.1189245693385601,0.01212423574179411,0.01693444885313511
224,0.017655285075306892,0.011722251772880554,-0.11918563768267632,0.012922357767820358,0.011767106130719183
225,0.006918699014931917,0.009364457800984384,-0.11918922327458858,0.019478008151054382,0.02847261168062687
226,-0.005802687257528305,0.0056114839389920235,-0.11919168755412102,0.016538940370082855,0.01601020060479641
227,0.0043840426951646805,0.02072801534086466,-0.1186999436467886,0.021855320781469345,0.010763784870505331
228,0.029322918504476547,0.01636759750545025,-0.11817631870508194,0.029427528381347656,0.01613341085612774
229,-0.0029981862753629684,0.008035983424633741,-0.11402838118374348,0.02562912553548813,0.011717181652784348
230,0.02702863607555628,0.01019272394478321,-0.11328717228025198,0.025855572894215584,0.02617110311985016
231,0.021702362690120935,0.01367751695215702,-0.11591893061995506,0.01798993768170476,0.02692945022135973
232,-0.025331763550639153,0.005824334919452667,-0.1180503126233816,0.018135786056518555,0.01770995929837227
233,0.008607317227870226,0.005998662672936916,-0.11853179335594176,0.017930740490555763,0.028624191880226135
234,0.066150376573205,0.00896397978067398,-0.11918921023607254,0.021049972157925367,0.011967509519308804
235,0.026756275910884145,0.009737986605614424,-0.11919546872377396,0.019110122695565224,0.0006987554952502251
236,-0.03413164522498846,0.013992879539728165,-0.11907443590462208,0.017204209230840206,0.015139606781303884
237,-0.01126180519349873,0.00905553437769413,-0.11884348839521408,0.02280927076935768,0.010601095855236052
238,0.027541672810912132,0.011235928162932396,-0.11729170195758344,0.02074243687093258,0.021337872371077538
239,-0.008650931529700756,0.01564059779047966,-0.1156210210174322,0.025005390867590904,0.011209802702069284
240,-0.001685909926891327,0.0131923146545887,-0.1156855709850788,0.02435760013759136,0.008704507490620017
241,-0.021342928521335125,0.01820831559598446,-0.11511173751205206,0.01237400248646736,0.00902317650616169
242,0.009768307209014893,0.014148900285363196,-0.11865033954381944,0.023337198421359066,0.01337854191660881
243,0.0004439083859324455,0.008143888786435127,-0.11869182623922823,0.018219285644590855,0.015137158799916506
244,-0.009793532080948353,0.013059808406978846,-0.11919647641479968,0.01846867799758911,0.019003286957740784
245,-0.018289953470230103,0.010128583759069444,-0.11920261010527612,0.027757219970226288,0.01594979129731655
246,-0.012185798492282627,0.006204045843333006,-0.1192054096609354,0.016915062442421913,0.025031544268131256
247,0.023513488471508023,0.008332978934049606,-0.11882796138525008,0.028691178187727928,0.00975421629846096
248,0.01620538718998432,0.008281007409095764,-0.1171007826924324,0.020922154188156128,0.013796576764434576
249,-0.009411541279405355,0.008193759247660637,-0.11785866878926754,0.021195942535996437,0.01539579126983881
250,-0.0028105787932872772,0.008958593010902405,-0.1159180011600256,0.015104247257113457,0.031324856681749225
251,-0.04934774525463581,0.013179798610508442,-0.11647257208824158,0.016808567102998495,0.0017809346318244934
252,-0.03854958899319172,0.019403550773859024,-0.1185356881469488,0.023499473929405212,0.00886885542422533
253,0.013884348794817924,0.01860404387116432,-0.11919876746833324,0.02803442906588316,0.011032246053218842
254,0.0020339819602668285,0.005356578156352043,-0.11920609697699548,0.015236932784318924,0.037547280080616474
255,-0.02196679823100567,0.011648006737232208,-0.11920971609652042,0.006793648935854435,0.01442069374024868
256,0.005672812927514315,0.007495922967791557,-0.11921239085495472,0.01748754596337676,0.007432239130139351
257,-0.002382989041507244,0.017810051329433918,-0.1190999522805214,0.009855635464191437,0.005418724031187594
258,0.0017925519496202469,0.00937932962551713,-0.11891905032098292,0.02580130845308304,0.01097656600177288
259,0.005573500879108906,0.006450733169913292,-0.11589513905346394,0.01441989466547966,0.021613387390971184
260,0.006039134226739407,0.012522466480731964,-0.1150246374309063,0.025496323592960835,0.016134146600961685
261,0.0030089239589869976,0.007256127893924713,-0.118108993396163,0.01668134517967701,0.005829416681081057
262,-0.019341289065778255,0.006704274564981461,-0.11920147947967052,0.033106486313045025,0.017215766943991184
263,-0.01811453327536583,0.00917741097509861,-0.11921441368758678,0.01688998006284237,0.008881472051143646
264,0.007854213938117027,0.020483244210481644,-0.11921802908182144,0.02435739105567336,0.027004374656826258
265,-0.012206042185425758,0.014830025844275951,-0.11921913363039494,0.02101624570786953,0.019442542223259807
266,0.005185369402170181,0.00484423665329814,-0.11893345415592194,0.02810291270725429,0.009102122858166696
267,-0.011042306199669838,0.01524493843317032,-0.1179605796933174,0.012440772727131844,0.019974609836935997
268,-0.0017754528671503067,0.011848699301481249,-0.11477174749597908,0.011999744921922684,0.02577546425163746
269,-0.006892722100019455,0.01008482847828418,-0.11740246415138245,0.029636776074767113,0.01946287788450718
270,-0.015143191441893578,0.010975539218634369,-0.11862845346331596,0.01909840013831854,0.013377733528614044
271,0.004877995699644089,0.005516895093023777,-0.1192211788147688,0.02029542624950409,0.004141770303249359
272,-0.025741927325725555,0.018597831949591637,-0.11922302097082138,0.023465458303689957,0.019273978658020496
273,0.014566052705049517,0.008450092747807503,-0.11936239525675774,0.024670150130987167,0.011956294998526571
274,0.004921544808894396,0.010262560099363329,-0.11910649947822094,0.030914992094039917,0.01012948527932167
275,-0.0019364990293979645,0.01824596151709557,-0.117794718593359,0.0251274824840948,0.009462079033255575
276,0.019137661438435316,0.013412420637905598,-0.11715032067149878,0.016703245230019093,0.0167258121073246
277,0.018444504588842392,0.016374286264181137,-0.11693227756768464,0.024808665737509727,0.006489144638180733
278,0.0026017744094133377,0.007267054170370102,-0.11918737925589085,0.026551063638180494,0.01943697035312653
279,0.01102113164961338,0.008573651313781738,-0.11922055669128896,0.015883876010775566,0.016210472211241722
280,0.017819108441472054,0.004501986084505916,-0.11922543868422508,0.020171047188341618,0.021731529384851456
281,0.0363565469160676,0.014065416529774666,-0.11914457194507122,0.0174870528280735,0.030821816995739937
282,-0.017059746431186795,0.01122402399778366,-0.11915048025548458,0.02661740593612194,0.03138808161020279
283,-0.0049394890666008,0.017899240367114544,-0.11855731904506683,0.020927581936120987,0.013315627351403236
284,0.004512169864028692,0.007538300007581711,-0.11625481303781272,0.025163287296891212,0.016260281670838594
285,-0.00034338049590587616,0.00879887118935585,-0.11771268781740218,0.03050361759960651,0.01692912168800831
286,-0.0019300375133752825,0.016187885776162148,-0.1186243612319231,0.02071618288755417,0.03225305676460266
287,-0.005534056574106216,0.009163390845060349,-0.11922749690711498,0.02554378006607294,0.0394776426255703
288,0.013343703001737596,0.016604632139205933,-0.11923329904675484,0.01236163266003132,0.02547534555196762
289,0.0019664056599140167,0.006417947821319103,-0.11923390626907349,0.025071091949939728,0.00811184011399746
