step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-actor/ratio_std_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-actor/ratio_std_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-actor/ratio_std_step,deepseek1.5b_fa_partial_lr1e-6-actor/ratio_std_step,deepseek1.5b_fa_partial_lr1e-5-actor/ratio_std_step
59,0.08494145254094508,0.0332344104849982,0.05192481099317471,0.028579869049845295,0.037804080034570336
60,0.07095056204131682,0.033131043187891826,0.051953002254627026,0.029093280523809807,0.03899830256938003
61,0.09472643869597296,0.032962837257237435,0.05638003265126966,0.02864824044341786,0.038446431777302705
62,0.06441047175563543,0.0339701658166531,0.05523019096402165,0.029353409187549497,0.03801888477012443
63,0.09612690098827928,0.09897664126280384,0.04033326411109346,0.0384443779738256,0.04838327987839214
64,0.06597879070719154,0.03328010660265851,0.03805281311007483,0.029020916910446955,0.03842938498671477
65,0.09312894449907948,0.03272135223217237,0.03726975051027052,0.02938101468527497,0.03765514074863555
66,0.06344418092614522,0.03264646276530141,0.0332820111428175,0.02973548623849638,0.038107757980469614
67,0.08958892662608087,0.03188991789743198,0.03927597159043918,0.029256915960043033,0.03707902346892903
68,0.06371624107654814,0.03275874738478329,0.045413215547644846,0.029638975801334178,0.03849362311302684
69,0.07989551311334882,0.03225329263744732,0.0388586389128856,0.02903276234075227,0.03765395101140409
70,0.05938038996033291,0.033784668668746375,0.03262845007702708,0.028677218396553836,0.03654368621685232
71,0.07251352098516442,0.034491280951232724,0.04724087180026496,0.02871691390253796,0.03776412363629788
72,0.07251240050192626,0.03283574125297102,0.07303954552238186,0.028775146116304235,0.03763759932588213
73,0.08806655028881259,0.03315700904036371,0.045500155041316666,0.028906441003895805,0.03664940347021911
74,0.0530102236193375,0.0337435048490768,0.05351728390281399,0.029475191249653247,0.038465849002629206
75,0.07580967776436684,0.03280827890503807,0.05708072632870766,0.02970594081383193,0.038730561326568325
76,0.05951009655192774,0.032861366644119795,0.03404855615642321,0.029252950592799053,0.0378435640934865
77,0.07876888079285298,0.03239676142678572,0.0419222037214685,0.028618097800432545,0.039040901950405285
78,0.061164871785819294,0.03325248621163949,0.0424154379931722,0.02880092539903372,0.040140867019475154
79,0.08207288118310507,0.03333901270376279,0.05154991357174135,0.028660964218267637,0.0394136158041268
80,0.06674983333796262,0.03304812344155299,0.077919536648551,0.02850287279480288,0.03808407342391243
81,0.08115944866518374,0.032442167167488135,0.07347536874003709,0.02869222216397667,0.039882164164446295
82,0.07442489779377529,0.032116440087247164,0.06221876945679209,0.02796927422356608,0.03786591902518502
83,0.1114113814811307,0.04019502698562093,0.06035618450550828,0.03764610285418155,0.47638760771318944
84,0.07850144808698031,0.03240028481368934,0.04519168828015349,0.029263370407664316,0.03828868727671365
85,0.10345412846191716,0.03236639321661276,0.0677070878329687,0.028765593588145243,0.03873411708618873
86,0.08478990879085731,0.03260805903950573,0.04036972881657786,0.028909782000822903,0.03994615064074214
87,0.13087235128205985,0.0331796047213405,0.051722011468761285,0.029235349237834187,0.04087713448224468
88,0.10241674509549029,0.034825870189020704,0.04971633964602876,0.028824273027906504,0.039923974624446905
89,0.13771891275198606,0.03365779602273296,0.06747648415953986,0.029172310802516425,0.04072552821889985
90,0.11189619701427336,0.03325892785297973,0.07017300276525526,0.029132173218360573,0.0427683284956341
91,0.17136679527142812,0.03308560211009789,0.040691051038447765,0.02843874402147216,0.03982655347148792
92,0.10229445737232232,0.03270767594637748,0.04592249892496814,0.02856787409432109,0.040122051223252825
93,0.1541295033413917,0.03250735784809177,0.05323455977578839,0.02809239158846645,0.038685700339930074
94,0.1172972528561681,0.035139731057934914,0.04500452588950081,0.02894383605970135,0.039432721962862745
95,0.19426762779067913,0.040586715792484865,0.033763321680318634,0.0377358380769231,0.045917128789975926
96,0.17147059317749852,0.03356399602489546,0.05108266638578387,0.028899580361142468,0.03792558816548151
97,0.2466529496324559,0.03534214493433515,0.05785467198046927,0.028902986989123747,0.03854054500213048
98,0.07327474734772874,0.03398992175717357,0.06048553668061328,0.028348136728652263,0.039199826682273016
99,0.10412624372017978,0.03258900523704458,0.05415212704630738,0.02895425268036958,0.03853415845732133
100,0.06712176020519961,0.034040843906740725,0.09888877123816028,0.02803242073342618,0.04055038965268371
101,0.07959480946117536,0.03287795734087931,0.07973042852880263,0.029129485401057902,0.04106681942366637
102,0.06012421349193758,0.032304481097260515,0.08175699428482076,0.029032066507004618,0.04127209216526281
103,0.08562240584054961,0.03306917248293757,0.034553645250264386,0.02863758208088415,0.041373955273302274
104,0.07632632420373786,0.03207967630014681,0.04422873149063283,0.028625116424726232,0.042137076449222294
105,0.10431025043975464,0.03338425402135516,0.044011495550396365,0.02881191311272509,0.047057514359088
106,0.0747503031382803,0.03380501744462751,0.05538023646701784,0.028398863219384413,0.052974828124906
107,0.1218327656804052,0.03463158696048105,0.06917357124607273,0.02874089447742367,0.06311599520345529
108,0.09036459192866458,0.03413754297459187,0.07310546192851232,0.029079495698679236,0.08177261508457982
109,0.12068260100204498,0.03242650572713264,0.07393093324308525,0.029036528103787037,0.06919933277039
110,0.061515225970651954,0.034534023405016906,0.06830688283175962,0.02918355224886909,0.08020268407960733
111,0.09046400102079308,0.033486539707519115,0.05710418998108556,0.02889682164122523,0.09171039047579352
112,0.05307502234479346,0.033345321484806914,0.04419628534228918,0.028479970795430107,0.09563146262135132
113,0.07024054140384708,0.032371199568539545,0.05725613475642016,0.02894786667405637,0.12904761257496747
114,0.051942034105498656,0.03333650040905922,0.04099348031547076,0.0287370937037032,0.10240532269778972
115,0.06599957943893969,0.03321383752782518,0.05196155209774045,0.028549586432442688,0.07568061569790271
116,0.06250581334013706,0.03311633096354154,0.03983869561872006,0.028246109037028327,0.06308120337392514
117,0.08027161211473867,0.03423187494220907,0.0363901011247038,0.028655718980977934,0.06114231577234795
118,0.0667922546595542,0.03406601711516627,0.043856852300642235,0.028747243313118814,0.06800735409759606
119,0.09568168952444205,0.03420426554551038,0.027291437213486796,0.028262994077648845,0.0729338872717397
120,0.06669836154129978,0.03597271768572863,0.034196620259748456,0.02887258998764068,0.08313284791617964
121,0.08157980137455005,0.03539940687902344,0.031081623053813182,0.02889675664899454,0.06722741938551671
122,0.05848638024035608,0.037257794044517845,0.07338990671136841,0.029004736139021263,0.05814810514372463
123,0.08147271326277405,0.03725400855693106,0.039303765402915955,0.02950927660567686,0.045674300401005896
124,0.0593659790411845,0.04015229021043827,0.060032145927451847,0.036791741834022104,0.048086529094017234
125,0.06768697985345079,0.03175951840015702,0.03611346485052744,0.02781366232808472,0.046575523426366526
126,0.08377543077039294,0.039302138292696326,0.04823694711564766,0.03865348313039669,0.05373015421553811
127,0.08501798327510746,0.06070460060680165,0.13197717250505991,0.06859766684853558,0.05125035680024527
128,0.0684850225268528,0.03548726020712522,0.1120254131307769,0.02805755856000663,0.04122899919859023
129,0.09427441128285692,0.037890252012425504,0.06901536152817123,0.02894517739051041,0.040187672960649554
130,0.07884551962100281,0.037973170808982104,0.05342047954822348,0.029908880513782304,0.04437224753845204
131,0.10407073123380542,0.03724864782875147,0.04744040566008716,0.02875187314284796,0.04208823500395132
132,0.07508870154907482,0.034579037178236134,0.12052848879179424,0.028607132251967083,0.04077660312098239
133,0.09666696570183368,0.034145213415702945,0.21666427861309603,0.028683095203069525,0.038496041840769976
134,0.08106781898285542,0.03488523113717752,0.1213076971776106,0.02828820377898713,0.039740673516115
135,0.10987470587249844,0.035784407396631954,0.1606117385439575,0.028757554025558584,0.03948787702441526
136,0.07687691295227381,0.038824529973790045,0.12548041218258316,0.0286219896721616,0.03964659034163165
137,0.11264312028562506,0.035045635882191936,0.05102813978773528,0.0284971668132736,0.0467111624015543
138,0.09871323457628024,0.04399098095913919,0.09058014718918184,0.04020711500387456,0.04137616692188507
139,0.1343135841889307,0.034490413853438956,0.05156621259201558,0.0289421163506104,0.04086425782456486
140,0.07181647212498568,0.03496700452819754,0.037402630542553536,0.028173559380229564,0.03801524907855006
141,0.10208259350447745,0.03448748013106909,0.029282059540404356,0.02859841144615502,0.03738890104491447
142,0.08076942815884819,0.03399584392676703,0.07008705806803295,0.02845559573160823,0.03933889131797673
143,0.10135361585391524,0.034638360234287874,0.13793455983797437,0.029297710639435707,0.04363324634432646
144,0.05916971338197721,0.03218556873840638,0.0600773108731532,0.02830153405176878,0.04287171659913535
145,0.08367380398942523,0.03465496120043099,0.04880712481029433,0.029493760099960152,0.04322560483674434
146,0.07100600514843661,0.03342743341076689,0.046817623730021296,0.02974543786161424,0.04360248434255855
147,0.11013220512541012,0.03344669128875606,1.785175819242593,0.028226627422322896,0.04566191668202395
148,0.07126473717840522,0.03284586445445204,0.07422382935388772,0.02912871731545734,0.04431400500488682
149,0.10578208638320642,0.041564685641859014,0.08396630929660646,0.03888004271081599,0.0557450708696762
150,0.0901959301271875,0.03249661846409616,0.10435658747694591,0.028709551841020583,0.04445775075432858
151,0.13683543071751503,0.03209888858556816,0.08376983764129832,0.02931604663912288,0.04375538875790647
152,0.07285080058449775,0.033192893764688106,0.07762520534263906,0.029421697123489604,0.04548522800529519
153,0.11572062118806772,0.03151593089891741,0.06440743275081993,0.028594009709426216,0.04532761855105908
154,0.09547311249148233,0.03205332731061278,0.06743881452694592,0.028158219920199675,0.04492707905741648
155,0.16007029892311295,0.0329316261699065,0.08007551326494043,0.028845379908022512,0.04777923260012474
156,0.0697689646354058,0.03310701237415014,0.07077379019526629,0.028829567966264825,0.04753488552417945
157,0.10698468912279424,0.03354790174609542,0.05463496726915308,0.028441192625023457,0.05227205918286928
158,0.0709275768964949,0.03331360713691338,0.030457660649058027,0.02969859539121187,0.05231394083503718
159,0.0884484884333225,0.03514552919838864,0.017283578444938608,0.02930179514122479,0.04844876164725672
160,0.08789158666056525,0.033486717469896635,0.017278373281916844,0.028904485184554657,0.04582832984730769
161,0.11107626304411414,0.03562799974787305,0.022618236208273582,0.02842889187172246,0.04665105723931144
162,0.15180299560352248,0.0365354174615017,0.027567705946606055,0.029115271481190377,0.048869776151931055
163,0.24420386864650556,0.0383864853826638,0.02230524504667494,0.028793279682065215,0.051959007110616025
164,0.04873275766814393,0.03787623867786561,0.03207485714398211,0.028489843095936204,0.05224983503576368
165,0.0733179637763117,0.04226413851023069,0.04029617600494732,0.028338276575210108,0.05638625629532795
166,0.053958389620652414,0.039956020895560565,0.03272258865440057,0.028401862488634244,0.05699188285507262
167,0.0766116104187062,0.05267401574036249,0.019486626365687695,0.028861590403200243,0.10907588941336144
168,0.07005980763754521,0.05913533831199447,0.01734985679280586,0.04025720483471599,0.06872981144932844
169,0.10802370288520163,0.05904626957291819,0.02348883143500783,0.02820090203517727,0.06618083118785625
170,0.10233496186590536,0.06960922015442823,0.0263868692680262,0.028522475827544375,0.06552082764877316
171,0.146295997095553,0.06423260896335332,0.025221260325148855,0.02807403630379168,0.059578496747487934
172,0.09154299296904356,0.06576718701622807,0.02279321196935295,0.02873297914005393,0.05972251356791028
173,0.15890646409547038,0.05723162155108861,0.019539915387576913,0.028504198176828636,0.05533842440204215
174,0.09209071051308831,0.04728234646555323,0.015328106633269912,0.028637315611073667,0.05969552018954842
175,0.13906140106264503,0.036209040286229247,0.012855973316966456,0.028583573630694373,0.05845214150613174
176,0.1094879779956062,0.040489823705194376,0.01071766312610961,0.028543213335373865,0.05817664060826329
177,0.18877198110179355,0.042638056848842934,0.005573202696861729,0.027960146505696077,0.060102260675854405
178,0.11052448108481865,0.041003056360910145,0.009724452849104554,0.02818151605830096,0.06320653213188052
179,0.14675373938756392,0.03731785293590899,0.012612732648192786,0.02854358658480749,0.06740849931763174
180,0.11611552732901124,0.033552905554310064,0.015297919060209428,0.028900878171164854,0.06657142878005592
181,0.3082902787453191,0.03408370101389444,0.017114172749722417,0.02884422924553016,0.06451930494065611
182,0.12826938956277445,0.03492029030438881,0.008893018857564865,0.02860095500872777,0.05923239623856111
183,0.21705145403809312,0.03321305391593621,0.008150514508532877,0.028652051675387404,0.05258814489206252
184,0.11034261627549616,0.03391400056392647,0.012165863388641313,0.0282094329498553,0.0472069448916238
185,0.15235333018172387,0.03378098344967629,0.013915538315830584,0.02804277354152873,0.04502155847641089
186,0.11310230203040796,0.032437408136991926,0.01378308590175231,0.028162995410067115,0.04923818600256569
187,0.20439770683601857,0.031790135856231694,0.01197783565947201,0.028443928823637013,0.0563607697293628
188,0.06231958741274731,0.03298178147061919,0.009397591224994388,0.028045567263810273,0.06202563256879026
189,0.10238710610812612,0.03336565930415721,0.005577477024869363,0.028363453710335308,0.06853109011550806
190,0.06566698758979328,0.033991494062446205,0.00610382795015799,0.028640118417485302,0.08676875280144697
191,0.08444592366206714,0.033552899258211255,0.008898260746458879,0.02826631133171072,0.07552794146512795
192,0.08667919767322019,0.032701474820406966,0.009160055912967657,0.02789105895793588,0.08486605070453758
193,0.13606266454220392,0.03212017370135679,0.005387958769512417,0.02831463197309693,0.08295717583545907
194,0.12784056286738418,0.03178880573733925,0.005180904999388776,0.0281411243439652,0.060045473244937246
195,0.182728421658976,0.03292632758351309,0.004758793967156966,0.028838921777946364,0.05318309771288456
196,0.08775652755035221,0.0331367568188132,0.004818908089113412,0.029322427853476253,0.04841342276741863
197,0.12472460913905424,0.038380523529517784,0.00791678680583592,0.029371282543975096,0.05456973824417219
198,0.08159709305812915,0.033428884820582774,0.009701554795485987,0.04043674885353539,0.05316188879254641
199,0.0939467886915629,0.03334183419914319,0.010435628995765,0.028307013820264147,0.06562663152043102
200,0.12558295714649526,0.033666237096870215,0.006332309056860736,0.02893793540196721,0.07617874910591148
201,0.19680072952760383,0.03270705823858197,0.00617275912852698,0.02822086346737871,0.08343657426366752
202,0.21320831925778275,0.033976161785339985,0.008901515687504233,0.028632922615276175,0.0852746869107553
203,0.17116524806229533,0.03521918079493424,0.008000023079650765,0.02811779292280097,0.0975838993728616
204,0.05321496999374806,0.08515066228735332,0.006604509515016126,0.03418382192473416,0.07710309005241194
205,0.06881377586978488,0.03343162148761061,0.006305166872658043,0.028391406266988876,0.05579130530698784
206,0.08091441306307734,0.03862843463645101,0.008931245259147891,0.04040423451014442,0.06598452888732857
207,0.07956744798676758,0.03314043554940496,0.008536500984424994,0.028052794562730316,0.061133223224191395
208,0.052298594339735355,0.03331139654491691,0.008259904325708774,0.02801316094627096,0.07668407498315598
209,0.09145587909177108,0.03440474262998368,0.007466793589345697,0.02794012603011321,0.10538575772585793
210,0.06894137321464848,0.036328538447096534,0.005695573596794255,0.028006817153337495,0.1256150262531909
211,0.09494145693523544,0.03719673944603918,0.011470443060720838,0.02785821792151017,0.07506344301759132
212,0.062472025232146615,0.037336953998169775,0.01487542358685376,0.02777086973927605,0.062832765085411
213,0.08660198115588476,0.040726381072487966,0.00810473180570911,0.02822801545345162,0.05672124712939628
214,0.07435846347491154,0.038474984080530704,0.004234606208374011,0.027566624652756604,0.05295869089516627
215,0.09264589938393328,0.038280338079740225,0.007148178209105283,0.027989458533702417,0.0624194555622323
216,0.07923129858597573,0.04545227697154937,0.01029301327451267,0.039756347426163935,0.07080736587775628
217,0.6172683675646443,0.03935438835133727,0.013102862295151375,0.028104787668615412,0.07238234185514915
218,0.08411808541131904,0.04121925010962493,0.010846150918082604,0.02905457726129415,0.06621391918894876
219,0.10595647245305978,0.042463636818843395,0.008407063952637102,0.02840500642938864,0.06236241431518768
220,0.07193691688700624,0.042625174373746494,0.006693795211710742,0.02778041122038496,0.05355134275694838
221,0.08610932166338899,0.04784933317319623,0.016277814304968077,0.029374382538231377,0.06237214017133026
222,0.1165717733725742,0.03905110501871972,0.01946081895047345,0.029157654601537315,0.05533001662811528
223,0.11083961395724189,0.04090969716843504,0.007325578654176909,0.02857309336347962,0.06079014663048314
224,0.04554316982967725,0.03485376576973627,0.005438385119864729,0.028365509676955163,0.06416225022454139
225,0.06388574435000552,0.03537036906313765,0.008965938759713302,0.02878699515078386,0.06444148415953597
226,0.050463105541176015,0.03729140585470064,0.011238144147743392,0.028173783753688137,0.07789239799474981
227,0.06394447068450973,0.03719916416375408,0.01215585798150618,0.02786113742389716,0.08058489352732784
228,0.055622080312058425,0.03807004339957181,0.010860735180081658,0.027405010463994448,0.10002463130753428
229,0.09585023884705846,0.039297786064159415,0.00866007239782255,0.02857682478536541,0.0905259800570396
230,0.06852964831098991,0.03925718623965692,0.006356950737677063,0.02790783743471791,0.07760219149809588
231,0.0834973520010381,0.03839027941191139,0.016994582386722676,0.02847316040263581,0.06782227626029888
232,0.0770242823606455,0.03976173959564991,0.016582557513438456,0.028793009813361536,0.059744111721455634
233,0.11416649381005156,0.03745530560541038,0.007874645224117429,0.027656576653717915,0.05382946608883758
234,0.07753344883630965,0.033982198855194906,0.005554481460528497,0.027877713516796295,0.05091377634865542
235,0.14490192824353776,0.03437755372336445,0.009398209477916137,0.027951479985230517,0.0538491281060217
236,0.07113550252458815,0.03718413488789246,0.012009536324909446,0.028678547999436924,0.05614261828113648
237,0.09932916240068151,0.034449569178158765,0.01261030407264722,0.028250099599319633,0.05835425441557274
238,0.0610406923159543,0.036567557168802105,0.01100677154255211,0.027904688210154956,0.06255142095985568
239,0.09665097735382412,0.036044538804242944,0.0067126223286739254,0.026952994683983197,0.06631310112619151
240,0.06391039388254285,0.03520701262831258,0.006778333563163958,0.027330949326684333,0.07904677631351467
241,0.09078935474390164,0.036247371478865933,0.013713372660987391,0.027964622709311625,0.08281814039311564
242,0.0704890692222602,0.03764676555331059,0.015866797750603814,0.02797996212588026,0.07289391228502307
243,0.18593496641713295,0.034594863642436954,0.010956047775289334,0.027617618325166404,0.07656865631644097
244,0.05588376303203404,0.03601611539157323,0.0052763385019716225,0.027199636604001917,0.06117086362204223
245,0.10553696233240004,0.03697936967445107,0.009218457613824284,0.0274623395959762,0.06347648226951677
246,0.0782473871497334,0.03981673176615285,0.01243906330786558,0.027912325184319565,0.06533171854134882
247,0.11651045182990702,0.04066139298706101,0.01322779858395608,0.027499287979126995,0.05912535031963461
248,0.05772813002113253,0.042848083874400054,0.011243928382607009,0.02744538312079385,0.0552632014169597
249,0.0905704020758429,0.04597537763094386,0.007014763791573496,0.0276111025956925,0.05530116062550603
250,0.05612661128443684,0.05163183101827387,0.006598192999202241,0.027483099659618274,0.05412458591737822
251,0.0759721591994466,0.06694406057851246,0.011192563470428466,0.028463072047822856,0.053869614983212695
252,0.08067663338733837,0.05760260092285581,0.01657819405129373,0.02915694331899524,0.050095282384339065
253,0.07013172003041421,0.07320635745194383,0.010506823070609034,0.048650856301052654,0.06001667134576506
254,0.09230835784406384,0.05784910068417398,0.006823110295252695,0.027945291834290734,0.04907538518669525
255,0.07632985386714738,0.04371265846478579,0.010576320972240197,0.02725303330510803,0.05234709747116236
256,0.04269508549583737,0.04565757857814718,0.012303376119596822,0.0277195992867928,0.08380083816803315
257,0.06238982030437469,0.04003446946332518,0.012046367114517169,0.02813426569273526,0.06095066396418311
258,0.04111043566478077,0.03604632765090523,0.009824013197994289,0.028360768914960012,0.05695732578086729
259,0.06069495803827735,0.03671607122971461,0.00622498969072088,0.02765593155012043,0.06206123745997879
260,0.03787922182789952,0.03728168737143278,0.020793765874444873,0.02739593497550197,0.06527359404057885
261,0.059246908488642905,0.03768938289543327,0.026338763055266064,0.02858991258989342,0.07022926123286395
262,0.044388409001244744,0.0376192000336372,0.01112682612917202,0.027111032442219605,0.07349575276020914
263,0.06353546032174068,0.038584855900979535,0.00791898314004349,0.02729935403600365,0.08929269849174908
264,0.04082117444569511,0.037404237533126536,0.011508386812260171,0.02780407946133478,0.09272785544629404
265,0.04355132523190956,0.03548100350181582,0.012260380942219248,0.027904318657238036,0.09448321787480936
266,0.03577418297215405,0.036163393125439494,0.011946029553284604,0.02777460025173654,0.08235388839850202
267,0.0463729653404975,0.03481056941979123,0.008928902029472325,0.027563081932550467,0.06482732552994032
268,0.03040338220632988,0.03502605260012078,0.014166964352426384,0.027575287127719176,0.056710669286290386
269,0.059067532448915744,0.03911523798888083,0.06607975851591476,0.036620865572220995,0.05377234548879122
270,0.03439257430854131,0.03628969170490447,0.015713531573990122,0.028333222771223573,0.0508261432301409
271,0.04557274740363937,0.03866585803133113,0.013024420401211111,0.028578154135946977,0.05192815988996846
272,0.03322353247347275,0.034936310477160774,0.012987014573391933,0.027305170072411948,0.05313463534502952
273,0.04400950187673082,0.03729500477008211,0.01063669333519761,0.028647670333030752,0.059488465311593665
274,0.035520941661662364,0.033125527433994745,0.010066403635901016,0.028017589370861195,0.06056215579212072
275,0.0484059139371443,0.03572462987787544,0.006740961692277081,0.02864035981961272,0.07082946948956806
276,0.03625186357036001,0.036486145664456786,0.012588790325134883,0.027063307489674445,0.08074382179397084
277,0.05206290608233151,0.039438359340151344,0.04651166655329174,0.027722167355447167,0.10558065594340438
278,0.03355996539175976,0.04377221294553377,0.030305268655397535,0.02822928529978857,0.11162531888389604
279,0.046220535978569566,0.04025851596026569,0.010323105685243968,0.029890062893973664,0.09789741749875248
280,0.03412212999271495,0.04085209702416204,0.01266527130510733,0.027884679711053403,0.08018454725554744
281,0.04410259141958141,0.0388569509735904,0.011643381521345003,0.028398156089313103,0.07346038694493473
282,0.037204116417948775,0.03921705645592644,0.0102761904483445,0.02653688620590732,0.09083639446264671
283,0.04948464316839818,0.039835380045891114,0.007939569295873496,0.02739883733350628,0.10513572521275244
284,0.0423884910617822,0.03902974966658243,0.008051873346142742,0.02693026825954968,0.1124387918416116
285,0.05967654348389866,0.04027625655056909,0.03714591322236985,0.027509545929944857,0.09614005922454089
286,0.03623410794651136,0.03762249806609292,0.060072791492269725,0.027828170370141212,0.10544681140221655
287,0.04473765812387379,0.03801023669502077,0.008286365576384309,0.028106674538124224,0.09150220908923076
288,0.038525237496734394,0.040292071896449975,0.013595909619185729,0.0280194233974202,0.08787483684872756
289,0.04869213841246584,0.04024931656053433,0.012835743488040844,0.02972259550137198,0.07172018455471933
290,0.03835002243759336,0.04092665764022595,0.010958297132924288,0.02777261539214206,0.06260693566036216
291,0.060328034427948304,0.03957683365684576,0.007305691447640096,0.028623105496771103,0.07131764602778223
292,0.03938190407219476,0.045503172413241325,0.02110009656699743,0.02717766959252177,0.07278613779108392
293,0.05536231497884728,0.0470825353754947,0.06029747719876469,0.027914039768581984,0.08561004448321013
294,0.04511268850844294,0.04316162724644901,0.01440138299141332,0.02720019920644435,0.11288613834185526
295,0.06182048162911087,0.043816793498057775,0.01182310185785945,0.02798217967188755,0.13552107249386608
296,0.04092875675165228,0.04137397339927235,0.01271378711110148,0.027269329233615393,0.0781774958626269
