step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-actor/ppo_kl_p95_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-actor/ppo_kl_p95_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-actor/ppo_kl_p95_step,deepseek1.5b_fa_partial_lr1e-6-actor/ppo_kl_p95_step,deepseek1.5b_fa_partial_lr1e-5-actor/ppo_kl_p95_step
42,0.10262279180271625,0.059549786799723656,0.14053645932451928,0.048360857337209615,0.0613896672882932
43,0.11351810950505478,0.05373773446913357,0.1025955890363548,0.04811794247205664,0.05854390031016608
44,0.0704446760422018,0.05463884170348575,0.12658430042599017,0.05469145872649693,0.06454062458551608
45,0.09288416278348972,0.05615363622339265,0.13915859698955457,0.05068065457486039,0.06228643513390529
46,0.09468002420385443,0.05469709666869723,0.13200823572550374,0.0461899137374861,0.05976270493309202
47,0.11252320953063771,0.05334106264084082,0.11675892021710509,0.04912799485382966,0.061967179758373646
48,0.07212921144396421,0.052945077929717414,0.11728916120231515,0.05222580854856777,0.0590566864709484
49,0.08850470526915978,0.05672766153131508,0.1158840128997887,0.0478775250940408,0.05890020497220878
50,0.09971445909442617,0.05600524829268189,0.12209816177291195,0.049044794573833664,0.06336684574895773
51,0.12449214442696308,0.05773586132218716,0.0970796722503306,0.047332270212562665,0.06313671855497746
52,0.08457963335703508,0.06471003282266403,0.15746157221728938,0.05475054915240478,0.06461899501767057
53,0.09453642519317024,0.049988624741831286,0.09084169419948011,0.04385091501537963,0.06064874223220007
54,0.09685966810233436,0.05357805079246474,0.16765633472241462,0.04768189191559537,0.062350182744752
55,0.1230085368314174,0.05592819274660288,0.111241449865823,0.04567315129331054,0.05705279899005602
56,0.08378458652921097,0.05385550912260675,0.10814825335389695,0.04750056484287294,0.05796527399574048
57,0.10742834480465978,0.056586282543668695,0.09591312380507588,0.04383240261080508,0.06092429652355019
58,0.09432642248834276,0.05408324056119921,0.08222294322784163,0.04581786005810873,0.06109830814724167
59,0.11779806334414476,0.04933086737281033,0.07608516147981087,0.042838030724467485,0.057702892836040034
60,0.08821205601084214,0.05357580387349933,0.08008394303928631,0.04494316802124263,0.06229247557620207
61,0.10863462742345256,0.05259600316355057,0.08597453301235174,0.042561241682668685,0.05909493932416902
62,0.09536256946309636,0.053650860537783486,0.08398975114911221,0.04670961758397012,0.05911762386870881
63,0.11908633172205955,0.06228595742218507,0.06590778784504017,0.05123972498273862,0.06602792599196122
64,0.08384389568263115,0.051041430970331134,0.06447526824693861,0.04485420629830652,0.059990647069644173
65,0.1061184750510041,0.04826253993574005,0.060858828025127015,0.04641953697909826,0.0571266061112207
66,0.08994670991574771,0.051543134360168226,0.06031594164628666,0.04830834010259272,0.06018442167301903
67,0.1109571382881578,0.050276420504037835,0.07771508424469319,0.04592805385386128,0.05456084187608212
68,0.08207243614900939,0.0516436896616914,0.08709801238081936,0.04702755932380715,0.05985543138231152
69,0.09215998601542748,0.04755972729240368,0.07399269808762862,0.045479846549395526,0.05708777022014449
70,0.07777098929648527,0.055607187158714697,0.057231446004544315,0.04392199102138843,0.054676679072369255
71,0.08836022157941692,0.05554015636115741,0.07274802452108513,0.04150447166526835,0.057108959464627934
72,0.08955012770479008,0.049352741883402426,0.10801656431673716,0.0420491537785367,0.05702271616444565
73,0.09791636636280684,0.05325580174450387,0.07070956313355754,0.044338518606486424,0.05591440489651481
74,0.07186076070587212,0.055179251342656305,0.10186055794668694,0.04699239634421908,0.059530168112056955
75,0.09286893904517114,0.04974795054269559,0.1119250579307988,0.04711116943622126,0.05883134581190415
76,0.07774325799686546,0.050893433250840406,0.056365146846344166,0.04573575181667834,0.05805580603511452
77,0.0933436021583777,0.04745101572207484,0.07181326794998469,0.04294486538070949,0.05912062456385077
78,0.07873862777934712,0.0489788271502774,0.08124525547526512,0.04332095741507449,0.06111497872058326
79,0.09245813328697886,0.05106264059436115,0.10027805140900208,0.042572251623953755,0.059751542636756014
80,0.08422653428497143,0.050158625307242174,0.10466104763327166,0.04273298342405514,0.05698750829712178
81,0.09449645454140614,0.04777831810312956,0.1059678784882029,0.04315959849753059,0.05773830810812517
82,0.08614673090037453,0.04682827580908286,0.12210278485546865,0.039676171489538725,0.05382932226460141
83,0.11220924744994784,0.062197711675984674,0.12275030485276754,0.04571316560502926,0.06504553540203167
84,0.09804214973701164,0.04754930112269655,0.07235669456089713,0.0441946855523329,0.05504289487875306
85,0.11420997117587488,0.047905781199752105,0.10050555613124744,0.042295836255006075,0.05592642951989546
86,0.09762012180575512,0.05021886167898108,0.08088991369665173,0.04365675607732056,0.05966999772506264
87,0.12231642147566568,0.04881336789497272,0.09412781964832297,0.045621344140100696,0.059252222026006544
88,0.12773036087414116,0.05308364154929224,0.07972242992735751,0.04280636709726726,0.059628879620383185
89,0.15784288964422993,0.05174582539341197,0.11520721754502684,0.04200653524526085,0.05767119320322915
90,0.11249074896108,0.049357266290662755,0.1122853593228178,0.04324892582005489,0.06333652597735637
91,0.15038172257197502,0.04967878036369487,0.0642952116400314,0.04147349894673635,0.057557182154104776
92,0.1238462730931739,0.04812545715900082,0.08020789168464641,0.04188114232005175,0.056420344939777774
93,0.17419919601220282,0.04531192503081491,0.08992510053166558,0.03976263779961043,0.052888540316740305
94,0.12771480962132606,0.05532834854406807,0.07499713901248153,0.04233544124012538,0.05539283779515431
95,0.1732464364471667,0.0516088785057386,0.06258285418583977,0.04370751865444354,0.05976705118276489
96,0.19857582942999075,0.04764183510831563,0.09345195209682476,0.044221704260015066,0.05092028462730993
97,0.2801356550383692,0.05384202017628381,0.08646650694143505,0.04427700416417034,0.05341388198576169
98,0.07288219743471201,0.04918517591591648,0.11796917514452204,0.04133928581906183,0.053511990305537785
99,0.09244898803411758,0.04505448146063856,0.08422120816539974,0.04153768271834661,0.05482915664664828
100,0.08774507126914795,0.050073906989732325,0.13842509817775517,0.03865560209568583,0.05230201788634683
101,0.09169307274403968,0.04651121882465852,0.13309765398417683,0.042952047469177024,0.05831573612486514
102,0.06413501129938884,0.04527198918420887,0.15962598827440672,0.04128340511312461,0.055702180907785614
103,0.08608623121491595,0.048618521495149114,0.055354806013276865,0.041268335214978,0.05594965090354284
104,0.09754597016751138,0.04419941476685932,0.06711055079164605,0.042192587631753334,0.055873402284704256
105,0.12865313899461683,0.04614883102046756,0.08331319562732056,0.04269312146746981,0.06218932501777696
106,0.08386135581022244,0.04781142100602245,0.08728543390693104,0.04006650655695315,0.06325170830510055
107,0.10573114470608402,0.050091209199028805,0.13042673932556398,0.04199368399859347,0.06650947673323875
108,0.11510018514240984,0.04609958965719367,0.1000063826596385,0.042971330187283455,0.08705379678402096
109,0.12746705274147135,0.044299563916328624,0.10814357702299182,0.0421773410480283,0.07642777429338402
110,0.06345942222579501,0.05030262834249208,0.1379539158951185,0.04227493514539674,0.0992948423558846
111,0.07211116557543544,0.04466478293201093,0.11342758584956064,0.04259997858096337,0.10103112487735837
112,0.06216115087925443,0.045827250842180714,0.05793114336462596,0.040692917805346146,0.1162099756281876
113,0.07497409266455049,0.04173642834454465,0.09959981797287436,0.04178313878799949,0.14588430684737186
114,0.05497979301603095,0.045832169996333855,0.0726546594358903,0.04219788824801968,0.1236659325643753
115,0.06557715688921234,0.043781405415017315,0.07213514552922684,0.040636685817723145,0.09470809151449797
116,0.07121928474940922,0.043350963808253394,0.05646867077722718,0.04020964409556839,0.07626226349268109
117,0.08384539317949019,0.0470227215749522,0.06886785987272173,0.04050162091540793,0.08024307159366523
118,0.06664362220512876,0.04486434355449791,0.08528499624633071,0.040207925243303175,0.0747525245277211
119,0.07795487326454134,0.04477718167259203,0.044393065815950795,0.03812997983557685,0.09586730051722207
120,0.07645956089496242,0.05017280309713461,0.050278664803438816,0.04000206631818013,0.08611398943326397
121,0.08240611386003847,0.04436903351380656,0.05093741788225474,0.04197641282571949,0.08985970348505797
122,0.06745113740488477,0.05451525541810462,0.10353844575039656,0.04416214952570881,0.06836635768801595
123,0.06828920469031396,0.04465242077739766,0.06296671267450421,0.04524014204646886,0.06199276843657572
124,0.06894176404732782,0.05413148233492394,0.08215028824825392,0.04633123268838972,0.06029135122999846
125,0.07314420130561469,0.03830285638442687,0.05331275729604841,0.03725182777658726,0.052462638201419526
126,0.07805742942283427,0.04960875233205465,0.08881462831817129,0.04698875922605712,0.06366252151201479
127,0.08281898200987388,0.050989465247210944,0.08502308360650732,0.04324498062022031,0.053557135146827646
128,0.08588152005223405,0.043197839922604,0.09934506424706233,0.03872757753784148,0.05397967513997459
129,0.0965693091184226,0.05451015998004497,0.09350661680468007,0.04370305353088526,0.04924977130683449
130,0.08579462411838298,0.04646785473540568,0.07497465594691588,0.0461591823695926,0.05543352898326242
131,0.10017357583834384,0.05389958738571112,0.08358366822469093,0.04078319309448654,0.05292205566210517
132,0.0949572839899898,0.04194625701683645,0.1253954397774685,0.040639129718042434,0.04910512116894648
133,0.10784431704381162,0.04383752147882031,0.3027415794155244,0.04140014493937737,0.04542799364200705
134,0.08507662499267382,0.04507878973867234,0.24417120864276184,0.03858510693768039,0.04886841917918487
135,0.09851320606539958,0.0448602190424156,0.21328827356919644,0.04085355497346344,0.04675684852719617
136,0.09655356589171787,0.05397396787881007,0.1730392220898873,0.04085009661841211,0.04544461568854746
137,0.10875692213816572,0.04103788837844219,0.08927428167372979,0.040070097317220645,0.051596138052782646
138,0.09390036603499538,0.04923966774973451,0.1670832739828377,0.048249237087599095,0.04861560114712285
139,0.11350606439327748,0.04167742313235066,0.09569845595280224,0.041749565925107195,0.04711794793547597
140,0.0854879751332723,0.04147402400728495,0.058012879231491274,0.038572878678678535,0.0422425097397839
141,0.0973163848839374,0.04350488074786228,0.04470805261592834,0.03990375347083583,0.04258388666281738
142,0.07400928952115288,0.03956468222615793,0.06270532270240108,0.03785051490434192,0.04227313346551874
143,0.07706119256276314,0.04159203644609079,0.06917241131745316,0.040251461225136786,0.04714686724149324
144,0.06297995003054249,0.03628752138152217,0.08036419004290082,0.03709932326467451,0.046463687130545474
145,0.08016475755145784,0.041004205265870466,0.06950141412605712,0.043902961795633334,0.04768589744877483
146,0.06566560966686928,0.04022601297429691,0.0891005905214115,0.04353284861523814,0.05104007411006396
147,0.08131348792202127,0.03767739173790739,0.13577644601254077,0.03702675216102405,0.0472205435706366
148,0.07332197603880103,0.03909398486969264,0.12222168104645842,0.040454402565294666,0.05106839592627624
149,0.09474300357948096,0.04203243466804331,0.15525361976986948,0.04676749535223328,0.0524558836572732
150,0.07812779836042896,0.038446436779477663,0.1839362670957115,0.04026895862929781,0.04621127945872351
151,0.1018596817993179,0.037406986207724674,0.11950069246061072,0.04165240164097074,0.044169944419274826
152,0.07652429688928147,0.04120629178596773,0.14549775908411847,0.0400936275235076,0.049101927906001666
153,0.0944698709540054,0.035010236086896976,0.10791684625966644,0.039307259970680915,0.04494035356114953
154,0.07846224306660843,0.034358778070764,0.11013334727847596,0.03751567348587865,0.04406525686686226
155,0.11272903341799152,0.03737167560925277,0.14923291386450838,0.03824039843976093,0.05012307455184875
156,0.06956361493603139,0.03925526620763775,0.09412879742572736,0.037994296381309786,0.04699114629554308
157,0.0905002328418233,0.03990332314768258,0.10544228455414746,0.038389414594514,0.05508261397073511
158,0.057322374062005646,0.037325667803927966,0.06062172449676803,0.042851419062387416,0.050528000746315666
159,0.07037372518011739,0.04358916711509944,0.030618952837026293,0.042127407087600266,0.05022405641192259
160,0.07228564575395482,0.03847409348020813,0.03063824294140036,0.03890980200192919,0.04726022331858985
161,0.07693336207640483,0.043055595751797494,0.03935798904553632,0.03697571207450451,0.04775358343690944
162,0.10704255668499016,0.04266752628276923,0.04740679366835898,0.03985986002577612,0.054050614628835175
163,0.1453032754036892,0.045930344245859414,0.036793057431526846,0.040034538752393864,0.0520114910359984
164,0.05688326625244956,0.043163569230013174,0.05081777514645918,0.03774959523706575,0.055855562238139096
165,0.07520197009563878,0.05087684664822219,0.06614347925619499,0.03806017773795799,0.0562740400707676
166,0.050732364234008134,0.04294616675003084,0.05217087942097957,0.03830656805739073,0.058533745820265416
167,0.06694530276337607,0.06230653213713175,0.029602312304389977,0.039882957972051845,0.06575423756839882
168,0.06950125606552285,0.059155474694517374,0.027906607472910905,0.04500273273164487,0.07098287516795816
169,0.0780869498059782,0.07163810018012025,0.036351050434705726,0.03527372381944311,0.0605669621068448
170,0.07959248892712982,0.06961937693655879,0.04054291132072519,0.03750518115293876,0.0670441500066469
171,0.09842803059796602,0.0759922797321255,0.03911522284761304,0.036538128598947534,0.05175354259707753
172,0.06500664978184634,0.06724989244005654,0.035443867494385425,0.03904867330354385,0.05565566409587436
173,0.08825404952232843,0.0654855176037064,0.030534172980696897,0.038147995592391286,0.04759581865227753
174,0.08481434521690084,0.049550553724245855,0.02471200173698375,0.038942580177847456,0.05252890631191289
175,0.09358095105519162,0.040654697332973846,0.021275983167204,0.03853025365924083,0.05352140585891902
176,0.06737586096089757,0.04547093692659351,0.01848417684176149,0.03776902618098327,0.05359867666848003
177,0.09423818204656224,0.0446511750323135,0.011684197410632974,0.034354710761787526,0.05010772444105057
178,0.11781116523055649,0.04494705025088759,0.019859386164753457,0.03579214180292869,0.05233380693395663
179,0.11565548274382836,0.0373496954327073,0.024804099190544385,0.03790862091504987,0.05722390155521376
180,0.07138783845316654,0.03415890843285104,0.02803378364833241,0.0385116031296396,0.0588730065474837
181,0.11203937059139392,0.03663764432763146,0.029240474841081655,0.03876195256298435,0.05646415170846292
182,0.1343728125270903,0.038105467389559035,0.016341414585512016,0.03727230638180588,0.056312352423657515
183,0.2050173317434214,0.03425471945397126,0.014829928938637577,0.037256000023068336,0.04751714472958552
184,0.06599555658681311,0.03496948425238747,0.020468789178200743,0.035438692556150876,0.03758106759515599
185,0.08805730630237923,0.03377333838390768,0.02277578376021913,0.0362274260485058,0.03859557495579021
186,0.12541539563135257,0.032348689540343076,0.022834617890590436,0.036257522591940046,0.04061952214876932
187,0.12655274383307968,0.03244153355314795,0.020243660641986377,0.03692372556077316,0.04629215978008384
188,0.05453782563091847,0.032082991804630256,0.016554335096740973,0.03480898044460143,0.049550262077827936
189,0.06818461347832923,0.034436106083982544,0.01126279256381427,0.03608568058892464,0.05740147955997521
190,0.060326358973880195,0.03779057342819312,0.012513968619584504,0.03801447345272739,0.07229333568778107
191,0.06800384853986362,0.03228244538018561,0.01765488478274728,0.03619334487297607,0.060492193476055105
192,0.05265044091336474,0.03133542723310881,0.01849998498493165,0.034356662520738795,0.0654949063520568
193,0.07315974227077765,0.03053507129094214,0.01194794605534234,0.03629794897384603,0.060905571978134045
194,0.1072062036413912,0.030082335326587783,0.0109756393704704,0.033846495721954854,0.04365216291449597
195,0.14474258597797984,0.03445389674560699,0.010542335845398787,0.0383604525016205,0.04952689827347269
196,0.0543986868939003,0.03358570799455405,0.011075264189260517,0.039826615545108114,0.04352772905324607
197,0.06752209874772735,0.035867972450092905,0.014752096348847436,0.03906075225657519,0.04341495653575597
198,0.06311436149101535,0.03174114369442507,0.016952830851161185,0.03808396388388549,0.043564865156606014
199,0.059138762686870905,0.03152181490184142,0.017885410343296826,0.034714862219354305,0.05018360968224042
200,0.0846190662880493,0.03199448714999912,0.012120760770154322,0.03802010910072493,0.05319731163544642
201,0.08866968302609166,0.029693106988785217,0.012448418148088766,0.035710980361750855,0.057982602560019914
202,0.16226969646376185,0.031806744970243384,0.016833840937861482,0.03573449635860404,0.06639429564529564
203,0.08864483525418715,0.0318842917897284,0.014776848032349896,0.03486578044432226,0.06418705577338228
204,0.04067592958773625,0.03345994144633341,0.012601432537262095,0.03968925508522344,0.06347733359257489
205,0.04705532913924344,0.032092686123158694,0.011983738588440238,0.03499250132472932,0.04774919949615869
206,0.05370008410301082,0.03381835626598172,0.0150321374571095,0.04011915080126611,0.04729887372054888
207,0.04930597150682909,0.030674537003026244,0.015018174328047435,0.035001610255567354,0.04601474872233115
208,0.04312455562482213,0.03237460820441861,0.014596313661418696,0.03394385150567607,0.05657804653926481
209,0.05039336194117229,0.030610549882112537,0.013675117534714648,0.03295783325422069,0.07087236671208008
210,0.04966396813527976,0.0323080986790272,0.01256664164837576,0.03398902105461192,0.08483665130397475
211,0.0476636460570197,0.0319613605707335,0.022200200429122185,0.03270008597819745,0.060114632269860954
212,0.03674170137112963,0.03263699412211561,0.027125853769391084,0.032337348407600074,0.04523005755022909
213,0.04861047021859122,0.03363677019056363,0.015552167558801138,0.03482078162059666,0.04125028307158077
214,0.048457655936039776,0.032551664288173646,0.009295964979831014,0.0321954257248735,0.03934366770431552
215,0.05869582410481371,0.03529654033070144,0.013178258547990837,0.03346535337406253,0.046125950224434394
216,0.039769613217653176,0.037647226005971715,0.017495234198178757,0.038079956118026254,0.05082770042822432
217,0.05483541636792572,0.03403381268366537,0.02164036717843836,0.03392475823508875,0.05380735338566768
218,0.053645133223388555,0.03474015462875885,0.01848392925655184,0.0375758096655993,0.04880687660643952
219,0.05743538614627444,0.035276143816210186,0.01515516352758693,0.035420054390349176,0.04536618802521843
220,0.03836196449610779,0.032916285695078276,0.012613378359178156,0.030996522878247175,0.03650913974126176
221,0.0436803131704437,0.03923982346092689,0.02545104681253592,0.038233408074468934,0.04179246869500038
222,0.05433428971016353,0.03179567011072363,0.03064631655924566,0.035957892186761015,0.038447382467865235
223,0.04311707371553417,0.03087556799862516,0.013721226982988067,0.032690755699751085,0.03828000452609338
224,0.030183485705255524,0.02931139736041281,0.0111884369825253,0.03402325433239722,0.04182365312026377
225,0.03873531319281481,0.029430103248879465,0.01578927734609399,0.035023023769688154,0.04535171088667332
226,0.031885323559962625,0.03352649940944093,0.018707232923285726,0.03377772920066491,0.06633659921977171
227,0.03447460214010789,0.02900877500020075,0.019797992583727848,0.031115266169848225,0.05171893635710369
228,0.02994771595540061,0.029696476876449128,0.01776945815697178,0.03069673955514824,0.06787024971663978
229,0.04158694640451965,0.03549743634644144,0.014906268515363938,0.034922009458259705,0.06337464363120186
230,0.0416775921774691,0.03209527523409074,0.012760576762816387,0.03184256807223777,0.0531552750666192
231,0.04523627595863575,0.030439257484215956,0.027391433597782233,0.033332932630016396,0.04507699081835362
232,0.03543547958711315,0.031579678805115134,0.025290922343576334,0.03442973758376541,0.03889087804230652
233,0.04829559294628684,0.027253914685648993,0.013661760594876744,0.030608646469025065,0.029655469689584737
234,0.04946525962475112,0.028266104110606156,0.011008860841663172,0.0322983949514209,0.0337029602671535
235,0.0744025142317317,0.02689505592934438,0.015998699112308466,0.02994699303898911,0.03270666148314658
236,0.03739735020548994,0.02908378781383995,0.01932076285678999,0.03332177188333488,0.037486877033399944
237,0.04192839264132999,0.028759049296085897,0.02006431470484434,0.033262339942882205,0.03973748077105759
238,0.04029587454379503,0.029015375976023227,0.017651178029928646,0.0312605094815976,0.04162791888026704
239,0.05381775858566269,0.02819199851644993,0.012269204455194213,0.02810066524272536,0.03937698248496634
240,0.0344240155897296,0.025968082059989683,0.01401724156951814,0.029367513819507817,0.046434961619296514
241,0.040735964896475706,0.030324029857292767,0.023101887932033136,0.031929551719977266,0.048797728204302185
242,0.03711369433202842,0.0297960930163374,0.025112080125836655,0.03151085471656795,0.04516470084539226
243,0.05840462471719042,0.02731647766534409,0.018679040102579165,0.030465429623702377,0.04738557406011433
244,0.026747362201285797,0.023437770294070875,0.010798472276898488,0.028265584081623687,0.03257577179663648
245,0.037994623831046306,0.03196314914787833,0.015209363804460736,0.03033886283371513,0.03897197343157752
246,0.04065689087302518,0.030065917359024752,0.018785332448023835,0.030734080285941615,0.03608815857700797
247,0.06109520046217523,0.034362036157634834,0.01943073305567456,0.029603616574966365,0.03663428128584689
248,0.02817270496852871,0.0324138741031205,0.016506811328019337,0.028952787012870733,0.032020625344742405
249,0.03998330535386661,0.03880719938024413,0.01161522101194118,0.029443504053254424,0.03483240498291865
250,0.02904744212283356,0.03872517836869943,0.011480377624498522,0.0292652046434038,0.034046591711913245
251,0.039443205176308095,0.05633399688835757,0.015606903402100771,0.03078885460570966,0.033878013524703085
252,0.027821803755159635,0.053572027275689334,0.02054471105895741,0.03335314890689635,0.03490206436237548
253,0.03142746864809742,0.0551628690322664,0.017376081071072358,0.040370526765350453,0.030613192767925776
254,0.031585714665070236,0.04808934092001681,0.01299782311562861,0.029772936937124437,0.029495892824509137
255,0.030482026986828715,0.0357169383557278,0.015975261190681905,0.027320556327782734,0.027019671781100985
256,0.024190883084292056,0.03470013330409599,0.016857732174811214,0.02943191860472628,0.033395993789467456
257,0.02992480855236184,0.03427003322274806,0.01541957115764954,0.030082200372231784,0.0359147060587534
258,0.01770697391918309,0.029217693725726208,0.01220433496819882,0.031912014848454746,0.03759862731612129
259,0.026077137774368233,0.028464759146714085,0.009955400764695642,0.029512718693814267,0.03666408381082654
260,0.01849550836651948,0.02901102649263976,0.01692826959256576,0.02790260866831508,0.04100066389655694
261,0.02468016837045872,0.029157761594905632,0.02215049738593984,0.031757628194860776,0.0417086896119619
262,0.015294243899535848,0.031204266589106786,0.015017317035167342,0.02708706638230256,0.03918454155209474
263,0.0179718374961753,0.02651650540344459,0.012521807272263336,0.02762943765253432,0.048513179231945064
264,0.0171802016581281,0.02864848946800508,0.014951648588582792,0.02957244429218752,0.04417655976525882
265,0.018590534877663753,0.026960693333108632,0.015112949283473998,0.030975292709966504,0.052955844046224256
266,0.01286766092453431,0.0246927348466796,0.014414865890627395,0.029076668203642565,0.044102786958392245
267,0.013891805625530322,0.027875829068085667,0.011133525168795197,0.028788863959507027,0.04321585518942473
268,0.014179021495436164,0.02592302493183684,0.012789265069709845,0.028137002608614927,0.03581451448774816
269,0.017898773853089335,0.025649723673268458,0.027134582497791257,0.03168387475285309,0.025968215170169492
270,0.01148117192336202,0.027755038070049178,0.015433628242188954,0.02995993575985576,0.033921785177442904
271,0.01595546397684681,0.02597674957229547,0.01755949020834394,0.02933722669320449,0.02876972704832955
272,0.014840384251605745,0.02246426083460252,0.015341333943373652,0.024477437941150544,0.02893268218734144
273,0.01831533317302306,0.022661172137062143,0.012793024801238275,0.02935010789103968,0.03095710856967969
274,0.013182878793801152,0.02182970770681405,0.011674864409105723,0.028100087455686075,0.03651962026116154
275,0.015906205524369596,0.024008682344290905,0.01022683462439225,0.029318753569968974,0.03588860607659086
276,0.017662456673033376,0.021149195996156295,0.013021432937272828,0.025607067092026297,0.0375427203109761
277,0.019287947687879687,0.02809592136639279,0.02388681817262928,0.027017611145628496,0.05101742981769963
278,0.009208665211696412,0.0300228054491698,0.022246335913173283,0.029958123978233376,0.06277905817842111
279,0.012697238999056112,0.032803552982395456,0.01720170227847263,0.02940382317253352,0.05649815685552312
280,0.013300493342038474,0.026846449386693373,0.014586538096944638,0.027357382505759947,0.039178005542975736
281,0.015024696473542678,0.029020602202239953,0.01192652181928988,0.027762608285005572,0.04190789008782303
282,0.011199623606077107,0.021180477637622413,0.011384461982035656,0.024505751674364133,0.04160509998507513
283,0.01522664893938715,0.026599558263114886,0.011066054279579766,0.026819972454298596,0.04529401661364011
284,0.015036321805656111,0.021822264747315783,0.01357543972217382,0.024697947098704223,0.053800300965969994
285,0.021978637244798545,0.02833941199010172,0.024516019242069836,0.0269933119128615,0.05534250072642779
286,0.01115002578426356,0.02387655612572696,0.02901534553315929,0.028294999832922423,0.052609986859897616
287,0.013452049805209754,0.02430233444843907,0.013273245980691552,0.028313790517619855,0.050424207398828
288,0.01469282895850024,0.026208388508680496,0.01573563835734282,0.02848888454369664,0.044139728093532074
289,0.018472101372294915,0.026736769893358252,0.014524799930137198,0.031171973415658465,0.04762897839385045
290,0.01157136765010404,0.025425874691441447,0.012454320231295935,0.025590335554204337,0.03466912818107145
291,0.01634174694304723,0.02432921481775478,0.010343968475716026,0.028884698800796357,0.04340681866301895
292,0.015151789618161514,0.02739342187927393,0.01894556225372976,0.025472232001562487,0.03859159773541011
293,0.017452566829551586,0.025833821098693907,0.03187711512049039,0.02547010842505243,0.04240900247943659
294,0.013127888083246933,0.02726658159610965,0.01801773285986291,0.026243758059519513,0.06105370923837167
295,0.015610008096033804,0.027544230543503235,0.015075856031090736,0.027822292329622567,0.061584600564528955
296,0.015563665319485012,0.021194931137217328,0.015398738068599043,0.024410444937693617,0.042929954706182216
