step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-actor/ppo_kl_max_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-actor/ppo_kl_max_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-actor/ppo_kl_max_step,deepseek1.5b_fa_partial_lr1e-6-actor/ppo_kl_max_step,deepseek1.5b_fa_partial_lr1e-5-actor/ppo_kl_max_step
66,1.6877100874077189,0.3971469069902714,0.4205076197783152,0.3011890997489293,0.5744398223857085
67,1.8255726369944485,0.3963171381216783,0.3386552333831787,0.29240652774610826,0.5870799124240875
68,1.1471343711018562,0.4097099155187607,0.3519671360651652,0.3093882433392785,0.6743674704432487
69,1.139325499534607,0.4152616574005647,0.3121793270111084,0.3324126750230789,0.5475066478053728
70,1.5401913198557766,0.4251910654398111,0.29540276527404785,0.301089408993721,0.5349783549706141
71,1.3058523508635431,0.49107413242260617,0.2874191254377365,0.2811938554048538,0.5649921484291553
72,1.5446444316343828,0.3867080105202539,0.36491909623146057,0.2823925637640059,0.607405811548233
73,1.4771681102839382,0.4747075954308877,0.4295674860477447,0.29415825551206415,0.6442008490363756
74,1.3233369575305418,0.4037171636636441,0.7011221170425415,0.2958842823902766,0.5192307656009992
75,1.423362096150716,0.4015369000179427,0.6107339262962341,0.2927910213669141,0.5665954443124624
76,1.1803732243451206,0.40036890868629726,0.33612966537475586,0.31579752266407013,0.6234094319599015
77,1.2673424631357193,0.42773732791344327,0.3512462207249233,0.2938913564991068,0.543504424393177
78,1.722669392824173,0.38617351172225817,0.3429845741816929,0.27678245441480115,0.6112071459109967
79,2.045236725698818,0.4111384249159268,0.3169663077906558,0.326777970790863,0.5759800598025322
80,1.6740073025226594,0.5814866754412651,0.45672563711802167,0.2824802455993799,0.5640021165211996
81,1.3283111661672593,0.38346111889068896,0.47530179023742675,0.2809261381626129,0.731968722664393
82,2.236681677401066,0.3884097231285913,0.5522461652755737,0.2857956276698546,0.5884886808120288
83,3.1295298500494524,0.8858725684029716,0.5578074231743813,0.9805522456765174,1.8042711145602741
84,2.251193927394019,0.3845923330921393,0.6035820756639753,0.30436720997095107,0.6703722752057589
85,2.0992744200759463,0.3947930218917982,0.5041526705026627,0.2873494453728199,0.6834699637614764
86,2.7632402913136915,0.4080297521182469,0.36817600416100543,0.29098039534356857,0.5652035457583574
87,2.7976869146029153,0.4536595963514768,0.3326748847961426,0.3012237006967718,0.57651054362456
88,2.711588842528207,0.5498732376311507,0.30896793603897094,0.3359577566385269,0.6771858284870783
89,2.62555755674839,0.4508041854088123,1.0135653813680012,0.35420448929071424,0.6456041149795055
90,4.063326299190521,0.406970131610121,0.7738077508078681,0.3519298786466772,0.7060361703236898
91,3.954203638765547,0.4956944768245404,0.26968642075856525,0.3541847653687,0.5868929143135364
92,2.5561293760935464,0.4723961193646703,0.3959891200065613,0.29953735942641896,0.6055295971723703
93,2.6736386319001517,0.39234868780924725,0.678394185172187,0.2949087189303504,0.6561220931735906
94,4.598018802702427,0.5293536569390979,0.6828137636184692,0.2734453881328756,0.5786433666944504
95,4.621745892933437,1.362455394405585,0.3192734232655278,0.6425617499196011,0.9621972317496936
96,5.9201911211013805,0.4335454915251051,0.40837656600134714,0.3125965906815095,0.5650115414307668
97,6.8415967464447025,0.48684919338959914,0.3984398337510916,0.3116192758083344,0.6902240390578905
98,3.2666774123907087,0.4701559330735888,0.45669734477996826,0.30792649496685376,0.6046656565024302
99,3.4942502644326954,0.4980227190714616,0.28648362159729,0.37085006684064864,0.6372795872963392
100,1.970593512058258,0.5255147591233253,0.5734092235565186,0.2955595817830827,0.8812748417258263
101,1.6861905207236607,0.42914697740759167,0.9601842403411864,0.32064707441763446,0.6787268691338025
102,2.1553889479902058,0.42865978280703226,0.8683102031548818,0.34827827538053197,0.7537808903941402
103,1.9935445189476009,0.4629383425299938,0.5801893308244902,0.3050560012459755,0.6338638042410215
104,2.5148643255233765,0.41517389193177223,0.6467254996299744,0.29925983331420203,0.6671247058189832
105,2.0633101165294647,0.5006320212896054,0.3884551678934405,0.32480489611625674,0.959097148180008
106,2.8877465054392815,0.4734794623576678,0.4519424053930467,0.3057904423524936,1.1915212869644165
107,3.0623060720307484,0.518645316362381,0.5353191392175083,0.39685911211100494,1.4047235238055389
108,2.7048075914382936,0.4779575802385807,0.371429731105936,0.3847700357437134,2.025046966969967
109,2.4572513699531555,0.4689924557294165,0.4310633108533662,0.31933908435431396,1.1792038358174837
110,2.9854244515299797,0.46979754090309145,0.7653087089801657,0.2972316801548004,1.6536524677276612
111,3.2294750610987344,0.4608325883746147,0.6422326224190849,0.33911810504893464,1.6145504185786614
112,1.777778834104538,0.4690828673817493,0.17322377115488052,0.34012671808401745,1.875052659557416
113,2.2717802694865634,0.373335637152195,0.5291602996087843,0.3163736512263616,2.297570280053399
114,2.5895344614982605,0.4866295319337111,0.33203306794166565,0.3528986722230911,1.7949961173534392
115,2.1163347363471985,0.5130047885080179,0.23226267715980267,0.3673953525722027,1.2296323549488315
116,1.7911549471318722,0.4713510882395964,0.5325760286429833,0.3163094378330491,1.1183565258979795
117,1.4887550361454491,0.4794542296574666,0.7836860356659725,0.2911459654569626,1.080343942750584
118,2.9458719525072308,0.4377847760915756,0.8932599136906285,0.32023607194423676,1.0659428052604198
119,2.9013855026827917,0.5804454833269119,0.7092401999980211,0.3048829987645149,1.7228804503877957
120,1.9584009821216264,0.5378589309178866,0.5793243718869758,0.34734804100460476,1.365943333754937
121,1.9841533560644495,0.4244517875569208,0.267868186488296,0.29852962637176883,1.3470103310214148
122,1.8990355730056765,0.6169485747814178,0.648629650925145,0.3284229636192322,0.8358103310068449
123,2.0256607135136924,0.385116728246212,1.3879681421864418,0.3378345078478257,0.9206094096104304
124,2.2794117764993147,0.8194044774770737,1.9867223594337704,0.9674658372998236,1.4610864222049709
125,1.6592251747846605,0.45071307397805727,1.7188708384831746,0.35289466977119444,1.001071665774692
126,2.6784390840265484,0.9813801067379804,0.670143232345581,0.7739843894606051,1.4457956198602917
127,2.5714251160621644,1.0176887523244929,0.6141409453223733,1.1903372623703696,1.3259762135835795
128,2.6450553926137776,0.47692839858623653,1.3410192574515487,0.30206444561481477,0.8666123178872195
129,3.07601868112882,0.5992376550480172,2.897279098178401,0.3019047298214652,0.8417549431324005
130,2.1176008217864566,0.4476551619859842,2.3306769868906807,0.3414439260959625,0.883246583017436
131,1.8595533609390256,0.6473999129874366,0.7799830862454006,0.3003513609821146,0.8098662768801054
132,2.4675530046224594,0.44646581892783826,0.611370374174679,0.31232122145593166,0.8942591710524126
133,2.378512379798022,0.5851758328767923,1.3810544425043567,0.31180627942085265,0.977020191875371
134,1.9802127844757504,0.5691957402008551,1.083084604956887,0.3168883240222931,0.811997038396922
135,1.7582721829414367,0.5576132598977822,0.578074836730957,0.3218530159104954,0.7793870276461045
136,2.8417048503955207,0.6703524428606034,0.5920334729281339,0.31327283051278854,0.8444828346371651
137,3.1627075642347338,0.4386920831524409,0.572303329195295,0.30322149991989134,1.177214677333832
138,3.025962021201849,1.1381715559042418,0.9230126488593317,0.9096506182914196,0.8688308000564575
139,2.6276635862886906,0.4830552121767631,1.4129310058009241,0.3069906665219201,1.1925733997063204
140,2.8745978474617004,0.638533455821184,1.5603189785033464,0.32015503346920016,0.9254898863534132
141,2.874810200929642,0.514265028493745,1.057967806563658,0.32105583790689707,0.7280518015225729
142,2.238839816302061,0.7266132808648623,0.4439677662319607,0.30644836723804475,0.7543930316513235
143,2.184570088982582,0.6513199607531229,0.8219774470609778,0.3090703495674663,1.1438224329189821
144,2.7434020042419434,0.47045959761509526,2.9243348042170205,0.335545768791979,0.8887501868108908
145,2.3655227687623768,0.5198769202599158,3.920808792114258,0.3402895390987396,1.2181851322000676
146,2.3909476484571184,0.618212946332418,1.8132524210959673,0.3429300819213192,0.9000217095017433
147,2.182084273546934,0.6811863275674673,2.7942609265446663,0.33215499520301817,1.1532280296087265
148,3.2565806031227114,0.5819702946713993,3.567214039064223,0.3313241370699622,0.833404815196991
149,3.1321929030948215,1.614573638354029,5.548104814688364,1.8255552432753823,1.9870567860511632
150,2.7081491138253893,0.5349618973476546,1.589626647924122,0.33485045487230475,1.0519650131464005
151,3.099832092012678,0.526604277747018,0.5326939158969455,0.3499483103337495,0.901019415507714
152,3.731526450677352,0.5036068479220073,0.6667533344692654,0.31730256229639053,1.8688202420106301
153,4.037046442429225,0.500118857392898,0.5763803774660284,0.32607415815194446,1.1975142860954455
154,15.351595441500343,0.518248302432207,0.4874418008895147,0.36211355179548266,1.2980318653086822
155,14.70255710397448,0.46866639990072984,0.6484783129258589,0.32996421679854393,1.1056084334850311
156,3.5166679403998633,0.6501690575054714,0.20110552451189825,0.3159623444080353,1.1038722544908524
157,3.3790923058986664,0.576274896306651,0.4540994887082082,0.33184492867439985,1.1149804163724184
158,3.271139830350876,0.5684748142957687,0.2748904581423159,0.426181984692812,1.107105008580468
159,2.97794663409392,0.5741922461986542,0.11129227968362662,0.35807887092232704,1.0011095615724723
160,4.647135930401938,0.5334719653640475,0.10874242886253026,0.34634949266910553,0.9592756653825442
161,3.4924067854881287,0.5806551615779216,0.15008966128031412,0.35466278344392776,1.4101685869197051
162,5.519592595100403,0.5393621424833933,0.18510411915026212,0.34318170086904004,1.1734356605089629
163,5.760130262374878,0.6597657940135553,0.16715904438134396,0.3555306628346443,0.9220243990421296
164,2.3859848082065582,0.835922312278014,0.21002401624407088,0.3573185481131077,1.3231042212247848
165,2.3214708149433134,0.9848282153789814,0.2808566819066587,0.30196198634803295,1.051846832036972
166,2.327327472823007,0.6277804364051137,0.22126686573028564,0.3584489497271451,1.6674542650580406
167,2.081104338169098,1.6529035543402035,0.1286206881205241,0.3567884683609009,1.5546992377688489
168,3.618386529386043,0.8453658208824121,0.14340906143188475,0.9598936287929184,1.6374383866786957
169,3.6880251339503696,1.400427568417329,0.3276777505874634,0.40573941394686697,1.124304582675298
170,4.148139715194702,0.6814661721388499,0.4581454992294311,0.384051101654768,1.5114304516464472
171,4.571199131011963,1.6679548311233519,0.49241254727045697,0.3353453311655257,1.3107236881147732
172,4.479247748851776,0.5976280122995377,0.49777586119515554,0.3683523843064904,1.4507238174026662
173,5.795686747346606,1.2737549381951492,0.43836724758148193,0.35413157790899275,1.3136086138811978
174,5.434896871447563,0.7078961672691199,0.3950597710079617,0.3559009566903114,1.3063617524775593
175,5.038242295384407,0.7023118627922875,0.36255295276641847,0.36422933702883514,1.3765568633874257
176,4.80382214859128,0.7709344900571383,0.27563772598902386,0.31927464631470764,1.5201815312558955
177,5.2403318881988525,0.6013342503990445,0.09221969951282848,0.30359968543052673,1.352517411685907
178,10.369718670845032,0.8503727144002915,0.07110822642291034,0.3436473608016968,1.6610215544700622
179,12.83147045969963,0.775813146494329,0.09679960287534274,0.38589079068465665,1.436222846309344
180,7.078258713086446,0.6915325470841848,0.11840514183044432,0.36731961369514465,1.3906268016858534
181,7.8026589304208755,0.6119739296180862,0.1369657620139744,0.49728866802020505,1.3265274906158446
182,9.664994517962135,0.521601779120309,0.06833299723538486,0.3536912907253612,1.6251199084023635
183,8.656419515609741,0.6271732552693441,0.17494330141279432,0.32309578223661944,1.5552917147676149
184,5.143870604038239,0.5601402682065963,0.305013906955719,0.33623700588941574,1.4372012980959632
185,4.082245409488678,0.5678181510705215,0.3736875534057617,0.326355596834963,1.2274203275640805
186,9.846442302068075,0.6123545261529776,0.40276162190870807,0.3538545539433306,1.2535408288240433
187,7.509083986282349,0.5360115841031075,0.3748878041903178,0.35810084776444867,1.5866127510865529
188,3.526254829019308,0.6192551874197446,0.2526105386870248,0.3490006156265736,1.5182582587003708
189,3.8313786131995062,0.5628607192864785,0.07744272266115461,0.3657918646931648,2.1462497358972374
190,5.784278765320778,0.5377777884403865,0.039964888777051656,0.3791780322790146,2.036259366915776
191,7.770146161317825,0.654412756459071,0.06993985176086426,0.3993802639571103,3.0718342130598812
192,3.7359043061733246,0.5470423432333129,0.071845602106165,0.3831548920044533,3.1507255005836488
193,3.691237354278565,0.6280506619562706,0.052127650805882046,0.3503742109645497,2.5666522711515425
194,8.668949683507284,0.5174080500235925,0.11522456315847544,0.36653628796339033,4.8139334345857305
195,7.290708661079407,0.5202482502375331,0.07343527248927526,0.3547130416740071,1.511478591710329
196,5.923148316996438,0.5672575029043051,0.062832738671984,0.3970553532242775,1.458928159692071
197,5.035816482135227,0.9610045339379992,0.17364844254084996,0.5100370415796837,1.8239791641632717
198,6.174610237280528,0.6754555037388434,0.25343702520642963,0.9584724187850951,1.55978846820918
199,5.447768171628316,0.5928319323062897,0.2539184178624834,0.3462332006205212,2.2136476148258555
200,7.475927452246348,0.7443088161257597,0.1096280962228775,0.40991996973752975,2.1753804713487623
201,5.616854568322499,0.5565800907520148,0.04022890123827704,0.3725260406732559,2.559107718142596
202,16.658786296844482,0.5707350916096142,0.06840042410225704,0.3369413376958282,2.207989533742269
203,18.005825837453205,0.8102281712568723,0.05373702730451312,0.35394902527332306,2.620312945409254
204,2.6706183314323426,0.8948214036226273,0.0612776588510584,0.7330243170261384,1.92558154463768
205,3.3041474893689156,0.5923702237010002,0.15927867889404296,0.4072634659030221,1.8415492989800193
206,4.811191697915395,1.0212398790396178,0.2297032038370768,0.9673284061930396,1.949179184436798
207,3.0178168788552284,0.5557911619544029,0.2826325595378876,0.3609704151749611,1.760852984406731
208,2.4460390508174896,0.5876168608665466,0.2886381009045769,0.3731303977966309,2.4194778303305307
209,2.5738408386707308,0.5798055082559586,0.20985264248318145,0.5425164494663477,2.7281670949675823
210,4.794883728027344,0.7464005780220032,0.061354605775130425,0.3468719029968435,2.8526149175383826
211,3.532690167427063,0.7751160684440818,0.09697495737383442,0.349549596508344,1.850908848643303
212,3.367279177904129,0.793879530259541,0.12728308809214625,0.3621040346721808,2.1183673387224022
213,3.1060037314891815,0.9907010912895202,0.0752171565746439,0.37682450465534045,1.7938158869743348
214,8.748584071795145,0.7245687228441239,0.09755396141725428,0.3924105411226099,1.9512363292954185
215,5.8997582495212555,0.6872933598665091,0.27166536976309386,0.35794230618260126,1.6976652950048448
216,9.83910303314527,1.9411671482599702,0.3851330677668254,1.1431444585323334,2.742330473661423
217,14.619184744358062,0.7457122642260331,0.4623626847016184,0.36679786443710327,1.740181541070342
218,5.893622696399689,1.0358606370595784,0.379424124956131,0.38442914323373273,1.968373864889145
219,3.32658189535141,0.9119437864193548,0.2332888671330043,0.3630077639222145,1.3339922845363616
220,3.681326076388359,0.9019727450609208,0.046684070066972214,0.33548565208911896,1.6912788036796782
221,2.8016216307878494,1.0790481680631638,0.13877592235803604,0.4093977118080313,1.8814514979720116
222,8.998928189277649,0.8297677785158157,0.18519618434290733,0.4163271536429723,1.8333925515413283
223,7.705803707242012,1.033253784775734,0.07497774321457436,0.3254768807779659,1.9341189062053508
224,2.640834112962087,0.882568549651366,0.17540693283081055,0.3627525290846825,2.0702012687921525
225,2.2503015271254947,0.6543992368074564,0.3844930372740093,0.3799905422329903,2.311768185008656
226,2.7310504615306854,0.6516500785946846,0.5223672807216644,0.4228942741950353,2.224404659867287
227,2.731682874262333,0.6684273366744702,0.5664202516729181,0.3922178993622462,2.638648274540901
228,2.728761907134737,0.6939886647921342,0.5053746078325354,0.359868122772737,3.8436395287513734
229,3.107769179344177,0.7046260269215474,0.3289874792098999,0.3873013868927956,3.8492788463830943
230,4.7445929646492,0.7100437123041886,0.07984086513519287,0.3438305845079215,1.8645448088645935
231,2.8461899558703103,0.7940762037268052,0.17483199003970984,0.3784748539328575,1.8229583294495293
232,3.852014407515526,1.004411987387217,0.1739329695701599,0.4001866827408473,1.7820362746715546
233,4.284225761890411,0.9190970957279204,0.08790213061917213,0.3491642312570052,2.0506083402368755
234,5.610976994037628,0.6715724089970956,0.17403357137333264,0.34391693123008893,1.7840098788340886
235,6.1173127094904585,0.7248347997665405,0.4230744188482111,0.4110165353525769,1.932744708326128
236,6.356312245130539,0.8678106638518247,0.5762013445297877,0.37385097295045855,1.8794355061319141
237,6.353398114442825,0.6556163003047307,0.6233657797177633,0.3833327786280558,2.36469785191796
238,4.121582448482513,0.7563041712229068,0.5219414967757005,0.35683463007211685,2.2640673518180847
239,3.482631742954254,0.6368437775969505,0.24711571799384224,0.3308766463940794,2.05584876537323
240,3.8696362733840943,0.7177727612165304,0.06292325479012949,0.3815093880349939,2.6103079848819313
241,3.7841511011123656,0.6503515404004317,0.15304768446720007,0.3685384554707486,3.3757008446587458
242,3.9707464377085366,0.8476278753234789,0.17232852271108917,0.3926686110595862,2.6766965106129645
243,3.7714216510454808,0.654989323936976,0.1183634102344513,0.3839600533246994,2.9797698027557797
244,3.1378845622142157,0.7412618811313922,0.16433875759442648,0.37590028285980226,2.579842524396049
245,4.327157035470009,0.6623222690362197,0.5099080228805541,0.3436808431148529,2.4765535593032837
246,4.555052101612091,0.8770534745775737,0.7105125045776367,0.3548382967710495,2.0109295513894825
247,4.066989044348399,0.7627673504444269,0.7300722554877952,0.3780037381432273,1.8952735132641263
248,3.242348462343216,0.936788396193431,0.6093951761722565,0.3704408171276252,1.7370944544672966
249,3.0645639896392822,0.9460504765693958,0.2590011111621199,0.3672442788427526,2.820120909810066
250,3.573722024758657,1.2925963231495448,0.05072756374583525,0.3755742199718952,1.7818766832351685
251,2.63385209441185,0.837665142921301,0.1424569101894603,0.37089431583881377,2.0954176584879556
252,3.3103610038757325,1.475345322718987,0.20996900165782256,0.3907608930021525,1.7114265764301473
253,3.4293901443481447,1.244928337347049,0.12798555692036948,1.6480607592190306,2.825378625520638
254,9.090320070584616,2.270618551969528,0.31411575419562204,0.4192172343080694,2.0493230554792614
255,8.646609380841255,0.750122535441603,0.6545230788843972,0.37580716474489734,2.265162979779036
256,2.8073985993862154,1.0965954604057164,0.8655204389776502,0.3606773341695468,2.2568617463111877
257,2.986424927910169,0.7066116641674723,0.8640447457631429,0.39915925621986387,1.8370469093322752
258,2.0239853382110597,0.7920817984984472,0.6548056970624363,0.4262978570027785,1.5917148560285568
259,2.677691549062729,0.7103231067840869,0.17399425903956095,0.3796862716024572,2.1728264225853815
260,3.039523252419063,0.9421754106879234,0.3132946771733901,0.36359844480951625,1.9952785134315492
261,3.8237176665237977,0.8205903057868664,0.3817057749804328,0.4281961008906364,2.1201520681381227
262,9.346229672431946,0.6432105026074818,0.14096151698719372,0.3606471088528634,2.3002525091171258
263,10.271781849861146,0.9238258115947248,0.5032140254974365,0.3634551628069444,2.9188824594020844
264,3.619025784730911,0.7960907705128193,0.8591049416311856,0.4091938537630168,3.120725075403849
265,1.7867965251207352,0.8249342462846211,0.9519490857919056,0.3636025953292847,3.043069713645511
266,2.91130373775959,0.8446317166090012,1.014717599924873,0.3926448429172689,2.9295011460781097
267,2.431655074159304,0.6266081080986903,0.7188949497307048,0.3733064228047927,1.5668594770961335
268,1.6086582392454147,0.6877972462347576,0.20737516495489303,0.3812287544662302,2.2866157690684
269,2.110542948756899,1.1712467949837446,0.6922352734734031,0.8609637171030045,2.2112882677465677
270,1.6707963744799297,0.8105570444693933,0.24599611163139343,0.3748054504394531,2.1732434597280292
271,1.8354864021142323,0.7961145582107397,0.916403749296742,0.3876800797879696,2.1423990577459335
272,1.5900089666247368,0.7898580122452515,1.197025845127721,0.4078109074722637,1.7831766423251894
273,1.4202374368906021,0.9326930368940036,0.9699571549892424,0.33728775233030317,2.976842992835574
274,2.3286389211813607,0.6992418010319982,0.8807824427081693,0.410677969455719,2.102449440293842
275,2.448024476567904,0.9428393244743348,0.4616311981397517,0.42379483580589294,2.358442551559872
276,1.9938553981482985,0.71474190056324,0.18631840497255325,0.35920864964524907,3.066379818651411
277,2.027459063700267,0.7637355900727786,0.4905235154288155,0.4231319386850704,3.173596156968011
278,1.9289707158293043,1.018642580509186,0.3414683973087984,0.39639397371899,4.442263938486576
279,1.7443863877228327,0.6235945246049336,0.677184150616328,0.4292388153076172,2.9290493428707123
280,1.671919020158904,0.8298764439920584,1.248623038491895,0.448891379237175,3.5289385430514812
281,1.6346836941582816,0.7543588727712631,1.2451777958100845,0.4778102588653565,2.4455565094947813
282,2.4059889763593674,0.8672626545796027,0.9729758577962077,0.3550958080838124,2.7606236040592194
283,1.9516065418720243,0.8496834399799505,0.5829011294990778,0.3666883955399195,3.967853013012144
284,3.573170785393034,0.8461967799812555,0.2677888620284296,0.3803902417421341,3.5812524325317807
285,3.089247480034828,0.9574723348021508,0.3693570409502302,0.37823912845208096,3.176700188053979
286,2.0672681629657745,0.7585656923055649,0.5918910012525671,0.3928583064675331,3.312459021806717
287,1.7979878932237623,0.8204478782912096,0.7355155225457817,0.4304433844306253,2.9239651560783377
288,2.0981707530362264,0.8587752282619476,1.5289814472198486,0.4184699762951244,6.463827036321163
289,1.9332718551158905,0.9201987513474056,1.5062955816586812,0.4649875096299432,4.805738727251689
290,3.0327130811555043,0.9334620111263716,1.1161390254574437,0.43177656693892047,2.683746237307787
291,3.1249736547470093,1.0851333840535238,0.5585777878761291,0.3731624285380046,4.020693792237176
292,2.6162563264369965,1.4490117675491745,0.2544573583910542,0.4088333832720916,3.9471206180751333
293,2.2913026455789804,1.268755316734314,0.6148832729884557,0.4477538038045168,3.5073360204696655
294,2.4686771581570306,0.9221238276610771,0.3153936081919177,0.3617300364104184,4.051843419671059
295,2.7869790494441986,0.9877106708784898,1.2017111155916662,0.4120826789488395,3.691345050930977
296,2.4251258841582706,0.9555819424299092,1.4619969550301046,0.3849502980709076,2.247937900679452
297,2.4183334580489566,0.8832658357345141,1.1893821577815449,0.3756452962756157,3.6173335994992937
298,3.4633417512689317,0.8793406154100711,0.49799912316458567,0.4319538270885294,3.116936521870749
299,3.316470578312874,1.0418304949998856,0.4135421684810094,0.3756955936551094,2.7653341123035977
300,2.4760278798639774,1.046316222502635,0.674660975592477,0.39272236688570544,3.5794773399829865
