step,deepseek1.5b_sync_8gpu_lr3e-6-actor/ppo_kl_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-actor/ppo_kl_step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-actor/ppo_kl_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-actor/ppo_kl_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-actor/ppo_kl_step,deepseek1.5b_sync_8gpu_lr5e-6-actor/ppo_kl_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-actor/ppo_kl_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-actor/ppo_kl_step,deepseek1.5b_fa_partial_lr1e-6-actor/ppo_kl_step,deepseek1.5b_fa_partial_lr1e-5-actor/ppo_kl_step,deepseek1.5b_sync_lr1e-5-actor/ppo_kl_step,deepseek1.5b_sync_lr1e-6-actor/ppo_kl_step
113,6.491716605254505e-05,0.0006556524880715466,0.002638964248609617,0.0002354478312692653,0.0004971243656841651,0.00011406975040329958,0.004645462565672313,8.008364005924536e-05,0.0003902743920647894,0.007215961465342181,0.00028063490892549225,1.792304261497487e-05
114,3.8323115346671734e-05,0.0004507311861101155,0.00164819769822581,0.00026322435776787587,0.0006075927351304681,9.672150461272264e-05,0.0034863402770497487,0.0001540323187303073,0.0004080905635739959,0.005074346255496494,0.0004410428615637145,2.4995787460587355e-05
115,1.927304564945007e-05,0.0005389008038755429,0.0022360129041976507,0.0002180449647692224,0.0005711649057231702,0.00011441959049596746,0.003817657638547257,6.817773163447782e-05,0.0004491456133209226,0.0028506142950819008,0.00040406102105515154,9.477728824729064e-06
116,3.637056606667751e-05,0.0004920223913977021,0.0023125716993818582,0.00020474775210194645,0.0005555854047537642,0.00011854597938673172,0.003118431750797378,5.319224770219138e-05,0.00040221755863955976,0.001982118138119707,0.0002698502385801793,2.1527680458922033e-05
117,4.9488818443155226e-05,0.000431160891516945,0.0033554041604656956,0.00022847379402539291,0.0006425316562031353,0.0001802961597847335,0.0031201655476691265,0.0003112977016737726,0.00042256736038114674,0.001913363522128224,0.0002240220434310507,-3.880220035009382e-07
118,4.1817601200122566e-05,0.0004427147316380957,0.0027829924292262693,0.00019028578995672883,0.0005942973198176997,0.00013015302079652646,0.003468696145809904,8.081764107750581e-05,0.0004008609136914077,0.0021177809731428472,0.00035191952260015013,4.286525618546478e-06
119,5.622777815358663e-05,0.0003280460360979731,0.0041483550255735375,0.0001948057661380176,0.0006198744371937436,0.00013535543950657117,0.0028877506733806513,0.00020023272883819195,0.0004105333746391952,0.0032377740458657354,0.00026063348653148445,1.0210276597558972e-06
120,0.0001087161675399562,0.0004345373698451776,0.00254121463587893,0.00019610930880540535,0.0006850940982143095,0.00014611533405868506,0.0030343180838370096,0.00013044109573621571,0.00042057586668215656,0.002978225983097218,0.0003138881832596564,3.0283248851503685e-05
121,9.519442688326898e-05,0.0004944050718962302,0.0032200132949450773,0.0002095583958224138,0.0005749677593958972,0.00020259700212179493,0.0030861071088910453,0.0018746032921593983,0.0003992165159124542,0.0024846480779532137,0.00035306595136033606,1.2833481009266732e-05
122,0.00010854253873796656,0.0006329387054230375,0.002091111837188464,0.00017455931866169498,0.000736388638696457,9.594533004708694e-05,0.004859104714176448,0.001350148353977608,0.00043272763425047115,0.0015740316882026186,0.00032929274426118395,9.92431767455951e-06
123,7.816293833356597e-05,0.0004631928124238824,0.0025030144947886077,0.0002111145537110559,0.000676199725641639,5.989313051344425e-05,0.003380109109189909,0.0009485494646132872,0.00041665362584600453,0.0011419669977845122,0.0003146863082200988,4.922926380204075e-06
124,0.00010208271200195016,0.0005774087684571327,0.002272514373532077,0.00017821988210639265,0.0012271998826976231,0.0001579605377013766,0.004286038933921526,0.0009178956513719808,0.0012784052917402516,0.001553123342524895,0.0004514940547024211,-3.294688151767033e-06
125,3.750764269396746e-05,0.00092503801910664,0.002312682551110864,0.00021628032469867,0.0005350726800945957,0.00013768083130667464,0.003015431384787599,0.0002634171047332665,0.0003942492948196888,0.000984565629440342,0.00029136854201668297,9.693303787709117e-06
126,4.3396077370079394e-05,0.0014454513566022342,0.003660578714203117,0.00019384761803031836,0.0014636020078834487,0.0001831250528134376,0.0036825222503702047,0.00016241135871138587,0.0014480486081415726,0.002048784278015517,0.000319151085213369,-4.015099689450165e-06
127,0.00013224024930947066,0.0018494995087726589,0.003845958934815336,0.00026001454116979516,0.0013898815440846323,0.00022870806923522836,0.004759172390085251,0.00016857364940771428,0.001249232257799946,0.001766411669957681,0.00029752014303655966,9.324343120705894e-06
128,7.135494244023575e-05,0.002247553261009344,0.003031018996451148,0.0003578962195192048,0.0006383164594830502,0.00020735131366733092,0.005060939214200709,5.2176191814402005e-05,0.00041316976220940655,0.00091465057848822,0.0003737814416069795,8.435194288633087e-06
129,0.0001605693233575535,0.0016009582357696672,0.004628000388449783,0.00020598825030356896,0.0007675143661990486,0.0001185350193973811,0.0048836843900604,5.725103113221053e-05,0.0004328307206177688,0.000839733864013527,0.0003211113559613988,1.7387336031164694e-05
130,7.750121341301575e-05,0.0005903197384782288,0.003500202732867466,0.0001935464966439068,0.0007264360821419739,0.00012979702125903714,0.003798538228027046,6.497454658136026e-05,0.0004461315977794792,0.0009863358654688147,0.00039606379323073624,2.861926566518976e-06
131,0.00012314441446797649,0.0009478542402249356,0.004850314067007275,0.0001905184678362074,0.0007971533664089601,0.00020001050974475975,0.0034802778120917666,6.422852259646561e-05,0.00040449689457892126,0.0009695694001477288,0.0003295202816842655,-2.0596342088952113e-05
132,4.083121763916833e-05,0.0009042587537555264,0.003716057827498768,0.00015227907051985868,0.0005697280613393611,0.00015744668394015448,0.006276252656842938,3.423891428538939e-05,0.0004005840554884325,0.0008345664901806447,0.0003419289570542179,1.835625895861808e-05
133,5.1748144828322735e-05,0.0009173273305805196,0.005162619594943173,0.00014516242230664173,0.0005859988142655171,0.00015349241738391584,0.017451461379149907,1.3355362635160188e-05,0.0003891145780531111,0.0007680979213374351,0.0003057516208958656,-8.374737757351388e-06
134,3.1985885443238e-05,0.000841363998589282,0.003670934919850392,0.0002224817402629099,0.0006566335403222099,0.00012136054258586882,0.01133978172628717,7.51859562522475e-05,0.000388913292971959,0.0008179179280544056,0.0003479135505223661,7.182084168277925e-06
135,7.490098121228546e-05,0.0018913352484023797,0.0049894684558603325,0.0002075482732875624,0.0005873262026262446,0.000109864817146487,0.014824367746477943,0.0001237305677651042,0.00041984694171731007,0.0008283468924707904,0.0003380191010556721,-2.3190749968993175e-05
136,7.247897937061916e-05,0.0005958154876092673,0.004185079414040272,0.0002472622890727714,0.0008472745174844932,0.00019136354906447109,0.009805243123661388,3.796062203086174e-05,0.00043891920787481894,0.0008327462909027586,0.0003639962708629381,7.829009018241077e-06
137,7.414989184676794e-05,0.0003616227916481307,0.007118037298306053,0.00017810338170304042,0.0005866460394928525,0.00017720359976958742,0.0037393885439338066,0.00010427630575050167,0.0004206124504577246,0.0015892384622360949,0.0003155918308043906,-1.6240491280774597e-05
138,0.00013688727675594545,0.0003513604378446488,0.0056126596813726335,0.00018445190232231656,0.001420856388429264,0.00016135446493304494,0.006568398232448296,0.00011287470667359198,0.001491479055636462,0.0008356459773079389,0.00039431167309297654,3.57857484603288e-06
139,7.575114817088436e-05,0.0005148977881788142,0.006750074053343269,0.00020055462009819415,0.0005612182037623079,0.0002447463915725565,0.003850028182653832,1.4478313696386635e-05,0.00044524179884869106,0.0008318903627688521,0.0003861565369225857,2.2475735081217396e-05
140,9.091148679374328e-05,0.00038017550635584626,0.00368986928784674,0.00020517227840092083,0.0005860012822542488,0.0002715699164720523,0.003135187213142911,-1.1063479488225888e-06,0.000392743659583535,0.000746906785811537,0.0004379099519763399,4.8313109064807766e-05
141,0.00010056573484527368,0.0004816890632395435,0.0060325805986765225,0.0001978571630291507,0.0006242832901007783,0.00017597309466073815,0.0027486252610120472,8.393520564268279e-06,0.00042500047086257314,0.0007244500087994618,0.0003849080474150837,-1.3068643287443295e-05
142,0.00011778107319916952,0.0005073784418176262,0.0035478563825089033,0.0001472547779338506,0.0005694909775181363,0.00022056801073060296,0.003240921710029296,3.1728957835551405e-05,0.0003991716463795053,0.0007922729515061215,0.00045805042658132934,1.379979131436759e-06
143,8.026563386405172e-05,0.00035830962690980436,0.004516201036242661,0.000193525162567014,0.0005992297728497439,0.00016208716689174884,0.005104648496845211,2.3671431936716792e-05,0.0004429599733126471,0.0009141485611094554,0.0004319033882444104,-1.3313090589469024e-05
144,8.9258928739648e-05,0.0004616688944482025,0.0022085124913853553,0.00012407352892083168,0.0005225861956935554,0.00019161369544171692,0.0040776292833911475,2.083895000892788e-05,0.0003897944288038786,0.000989654681459342,0.000394897332960273,2.0521031010101817e-05
145,9.70426001014146e-05,0.0003499481805203243,0.003705387958470965,0.00014743965128349856,0.0005672299559347057,0.0002022423878699442,0.003629043508715882,8.094483731468926e-06,0.0004334060071280905,0.0009167967680067788,0.0004240668042581793,-6.747655391527794e-06
146,6.007470259445718e-05,0.0005088759483984795,0.002823767557552108,0.0001258873133642913,0.0005693581825421636,0.00021677649484778413,0.003424652235329025,1.681148291386083e-05,0.0004412186325667496,0.0009833782604223766,0.0004564515685783392,2.649030357809573e-05
147,5.626568230386976e-05,0.0008509274989675271,0.004277329254802811,0.00013620597218717769,0.0005390068495997342,0.0002507116342821784,0.016947559456841392,2.84902405126623e-05,0.0003916151178188572,0.001048418852604982,0.0005651230787399326,1.5788687598217166e-05
148,2.8824864078921753e-05,0.0012590357071741625,0.0033302968074573466,0.00014943848531210336,0.0005494762712143864,0.00021209652407090223,0.005045187859027933,4.397276713916653e-06,0.00039846977901630663,0.001072559540463352,0.0007047656318390668,4.75870950036578e-05
149,2.8775026095702444e-05,0.0014748659734845574,0.006196207705417894,0.00014544952481369898,0.0014400424492811974,0.0002010182154901663,0.006744066511045423,3.595713494796371e-05,0.0014330710633371718,0.0019736583503242857,0.0004258737134852893,-9.699416319322422e-06
150,5.403413678546192e-05,0.0005206041322097122,0.004341732952234776,0.00017009391106480274,0.0005421399791239692,0.0002393061419934783,0.008585171104474527,3.04194360839202e-05,0.0003897431750717509,0.0009936075157836203,0.0007593487792624168,1.2948808588094729e-05
151,7.787263695288656e-05,0.000530435676614345,0.007627951960131563,0.0001831963671876116,0.000520566425374888,0.00025047052216900766,0.005737917887363253,4.274672123665885e-06,0.0004010655083858262,0.0008976370405604228,0.0004915969051565741,1.35994087574768e-05
152,0.0001631988887794842,0.0005499320594651635,0.0035513561534369744,0.00013574494823416218,0.0005557376652727827,0.00025605021187686817,0.005841966803747729,1.184259697635652e-05,0.00040573136379509544,0.0010903421378728895,0.0005463472346612091,3.767479425090749e-05
153,6.391811923734612e-05,0.0005341416643751646,0.006667522596673936,0.0001249829100141519,0.0005032883790678091,0.00018844276199702663,0.004821630984423047,1.390293825793513e-05,0.0004269040779260558,0.0010661408981490624,0.0003498431788774393,2.32592802699453e-05
154,5.252726095806266e-05,0.0008900834795523018,0.006268838762408498,0.00014832320526957132,0.0005231377803944478,0.00015837688041894386,0.005037371508969404,1.199070570993747e-05,0.00040021496734183866,0.0010453541678422868,0.0004628858663580971,4.601174443726115e-05
155,9.729686660789194e-05,0.0006136747998576683,0.010857678801641582,0.0001495802335909957,0.0005082539994738511,0.00027538570521834233,0.006491285625580907,7.812283026879915e-06,0.0004299436393595677,0.0012269666534980052,0.0005170806874175046,4.313171802709329e-05
156,8.593986498727277e-05,0.0006115255526822239,0.002933448152216963,0.00014672850903210132,0.0005638037518012545,0.00020551020092414812,0.005163194269441348,2.6667562960888895e-05,0.0003862448672400376,0.0011122147443471807,0.0004689218120686535,5.570237490067149e-06
157,4.209720716577944e-05,0.0006352824484787472,0.005365791410145189,0.00011610443530756244,0.0006019389166551745,0.00012762564276320114,0.004500706569318219,2.3514966161956116e-05,0.00034728253935011435,0.0013832133592920094,0.0005710064289468681,2.77185231660993e-05
158,0.0001411245579325392,0.0009505814137178166,0.002910856599249211,0.00019830645726734983,0.0005168668834582209,0.00017903965346418815,0.003267017291035262,3.002248670739124e-05,0.0004548177001378301,0.0013601545672412428,0.00038439532049858107,4.101531931385924e-07
159,0.00010223065789021002,0.0012524530653141006,0.003991475011325587,0.0001265315148865298,0.0006577569284047076,0.00018608703104559612,0.002982025957100983,8.28883110053187e-05,0.0004364288289307098,0.0011658642160530992,0.0005458483496860888,2.049432764519416e-05
160,7.228991576079852e-05,0.001116457857411971,0.00511369657975371,0.00015065615568163394,0.0005769517314267926,0.00014483350216277726,0.003028245580777445,4.656088737409192e-05,0.0004422491990818834,0.0011549468759901572,0.0005824507905045225,3.368728693284745e-05
161,7.073030635715955e-05,0.0008168233219055851,0.005562718483347315,0.00012188284865883858,0.0006659755454803079,0.00013509350743777846,0.0032078426451161725,3.420141800996954e-05,0.0004250777591260337,0.0010380899656903845,0.00041139542381914265,6.535400680793134e-06
162,7.414226360406946e-05,0.000941883771407079,0.01000979741127184,0.0001289094290434515,0.0006083182407938283,0.0002118582809365372,0.003415865649982633,4.725754797875304e-05,0.00042705549418113126,0.0012382402811223214,0.000637170228125277,1.250999089869358e-05
163,6.548639630916886e-05,0.0010090535751278264,0.01686118540110089,0.0001770428874082931,0.0007573424181216,0.00020271315256217175,0.0034492356438325564,6.582162813281208e-06,0.0003860352937373234,0.0012052776136885009,0.0006471062959891226,3.459603399649483e-05
164,0.0001068150547612918,0.0012392631114256471,0.0013570281331648662,0.0001137328358428578,0.0007343700283059626,0.00016914102833952047,0.003872063582309272,2.540270761303936e-05,0.0003991478146888461,0.0015270418942683742,0.0005842248695467396,1.3091320853878382e-05
165,0.0001390160909479252,0.001128289368970379,0.002630416781643622,0.00015145178300227026,0.0009673705096727752,0.00017355093244830755,0.004360478252004289,2.1109465399023916e-05,0.0004326968440147891,0.0014148397110209142,0.0005403947711706471,4.076662373965397e-05
166,0.00010998664323489176,0.0011795965107071734,0.0016727436226867017,0.00010746148914709291,0.000815459939453681,0.00018097005033453008,0.004201928139082156,3.2152067059125024e-05,0.00043155639954661046,0.0018714005689730584,0.0005068084054652321,2.1452342014478225e-05
167,8.063867832641152e-05,0.0011033401641448702,0.003409223194318616,0.00013784584677541017,0.002351215716731321,0.0001535746705149615,0.0038782433810411023,5.524834701352195e-05,0.0004225964479226505,0.0028543646078655156,0.0004299975517787336,5.630851973329435e-05
168,0.0001129429846078656,0.001354116584882062,0.0032192982957310024,9.591215389548324e-05,0.001541437566859483,0.00015486362309793188,0.0036844586131897254,2.235095343129009e-05,0.0017522930682825626,0.002793692441701776,0.0005246335172574647,2.2495950415602512e-05
169,0.0001237528378226216,0.00346322412091619,0.005533278929033258,0.00015278000558058356,0.002282293341584274,0.0001748406900649171,0.0036676971600032777,1.176851793732238e-05,0.0003826855606011816,0.0018090393337690852,0.00043367380447143606,2.297662626428324e-05
170,8.854611791638452e-05,0.0006397795477527509,0.006158265962781015,0.0001781714210256784,0.0021702807130865647,0.00015589747599029753,0.0035969983624194613,2.1943996701937844e-05,0.0004170607730699154,0.002338680967341134,0.0003711651110961611,1.1020568389635384e-05
171,6.486663397032273e-05,0.0005252866953862454,0.009990813368696966,8.947166894071045e-05,0.002629797678072907,0.0001439578569748725,0.003392059556063032,3.458209694543719e-05,0.0004137302748089969,0.0016412481041357184,0.0002666916802478798,1.4114753219479786e-05
172,7.973655630555938e-05,0.0009268875201716118,0.0036859340921192698,0.00011856069515872036,0.001810237580032008,0.00016468796746578292,0.003206058287423008,4.887067670831759e-06,0.00045415626820591,0.0017612502816932234,0.00030746919811542244,2.722680764091329e-05
173,0.00010059937137293984,0.001101496187262223,0.007895714172502651,0.00011263022545531244,0.0019051556682271463,0.00023615515647344807,0.003054331495513907,9.5110766499121e-05,0.0004061451527201659,0.0014853532814957805,0.0002922220777583738,3.855632878616837e-05
174,8.159249472057473e-05,0.0010549507720417255,0.006611266661454853,0.0001306690453936319,0.0010584369933957743,0.00020997679081204113,0.00293213933566056,4.768025710513444e-05,0.00041948258926420107,0.001687114951486344,0.00033687279116881416,4.123934310092187e-05
175,0.00010256429964198748,0.0005343966566534676,0.00923564599152087,0.00014191770686871051,0.0006308451768347198,0.00017360948460047135,0.002846346395122911,9.874479812188404e-05,0.00042748010312024405,0.0017556655749346344,0.0003668203693707565,3.8080683807655595e-05
176,6.957076450964634e-05,0.00034540529482048515,0.003643479101069621,0.00011450076598995552,0.0008767552252542453,0.00014623180653589295,0.002809198569500437,9.188815925375408e-05,0.0003862921681334539,0.0016698327708565392,0.0003908633956487822,3.570589565027616e-05
177,0.00012793557350691449,0.0004365070255998872,0.00936516069705249,0.00015499891463249672,0.0008411057067655497,0.00015518514462087296,0.0027630288344693645,1.7335497785764264e-05,0.0003689791036189642,0.0018709235960084653,0.0003932386638775084,1.8603338512648672e-05
178,7.776970198459698e-05,0.0004481860962269479,0.01252137131903813,0.0001523153638128774,0.0009068147061812992,0.00014597823513249543,0.0028681059934062302,3.1584744581085767e-06,0.00040147496246460007,0.0019508523291446892,0.0003516041372024673,4.1271995434964646e-05
179,8.090075383073608e-05,0.0005267208138945989,0.016569040803433917,0.00010228449841562791,0.0007131339319681291,0.00012817034170612115,0.002986448803522553,1.079370994463559e-05,0.0004065901955946437,0.002123506813328883,0.00032169730644871685,3.008818300324827e-05
180,8.721507275013633e-05,0.000606275272940593,0.005950102204305716,0.00013502340103102028,0.0005581767112442566,0.00016974427440764309,0.003082042136494155,6.717979403725668e-05,0.0004238368361974664,0.002262308626679001,0.0002755141791906028,5.836602369413413e-06
181,7.198158623788502e-05,0.0008600859054635634,0.013160744582463572,0.00014740414235667743,0.0006177889970696729,0.0001672230087973919,0.003138437878046914,1.221750627932566e-05,0.0004277577860048706,0.0019840593626476895,0.0003136324085216063,2.3456569750821375e-05
182,9.598117422863577e-05,0.0002959490764737893,0.014164094496360727,0.00013707806886291857,0.0005835825863365087,0.00014132866919177748,0.002994989933909947,1.0763732091045689e-05,0.0003927124756356848,0.001830060688501665,0.000302355563206593,1.5934674792854247e-05
183,8.169365085394919e-05,0.0004619649772802248,0.0271045127380787,8.17164807509374e-05,0.0005616404307906245,0.00014839870516748408,0.0029111849013942347,7.479509996190531e-06,0.0004417960432059998,0.00132817585476168,0.0003869811241505872,5.593489944538527e-05
184,9.910289613743794e-05,0.0003772311776810966,0.005177575391887027,7.011683187414519e-05,0.0006401860207383891,0.0001615158404514127,0.0029143920409048655,2.6217645427175244e-05,0.0004401948366620445,0.0010812475488035725,0.00032924611440786724,2.474908989174512e-05
185,8.264099931090012e-05,0.0003730663320231997,0.008084842208609458,6.217303456033108e-05,0.0005527950885611797,0.00017908626004898952,0.0028464233889032835,9.71767255812064e-05,0.0004022682842809256,0.001067547053610967,0.0003346341312332394,-6.520878847658827e-06
186,8.063537386959752e-05,0.00029677063898816416,0.014002032144001456,0.0001139603476758566,0.000556237757532603,0.0001912617283923554,0.0028153288954336224,1.01795083339018e-05,0.0003884885654579245,0.0011533830559528446,0.00031096021228146735,2.616273497422478e-05
187,8.289708017590007e-05,0.00044971477682075126,0.0176895865320351,9.961960659907732e-05,0.0005280586195655201,0.00019121796680025903,0.002763166794466087,1.7033374367186964e-05,0.0004062192193560515,0.0015957620468225284,0.00035238406246786207,1.987509633257408e-05
188,0.00014857702385095466,0.00015724296414095632,0.002068281645510642,0.00010598908438522432,0.000556620356944852,0.00018204494838562496,0.0027284577879002495,1.2384386019193834e-05,0.00039768079741773945,0.0018441131311192293,0.0003770042214352396,3.992744186719296e-05
189,8.26936471704747e-05,0.00015691566624397523,0.004224775415033426,0.00010876857756243684,0.0005612625139772393,0.00015045462440613474,0.0026793090017033843,2.767735585027128e-05,0.00040734239898287207,0.0024582125233872766,0.00034145596200028434,2.554943734526819e-05
190,0.0001241880666369644,0.00014734432073908012,0.003063364456027351,6.617159803280428e-05,0.0006087675545044335,0.00024362602135351676,0.002724586268284059,6.620917330780283e-05,0.0004323292196302001,0.0034646154327744555,0.0003602469620342201,1.8897984957091564e-05
191,9.753023680352564e-05,0.0001625644536605364,0.005494228894705925,9.499351509897148e-05,0.0005601557680585337,0.00022413537576397856,0.002813603000097265,5.762699491426799e-05,0.0004063096356736631,0.002762182455560336,0.00045147593178648034,5.993623024455461e-05
192,0.00013166281344732122,9.587692642469392e-05,0.0026527597168103092,0.00011118462401507468,0.000505742900287038,0.00016316981387971344,0.0027998315584867395,0.0001047875440593297,0.00040542278471607295,0.003338598522386746,0.00039871721317460046,1.4972743687324234e-05
193,0.00010747713847497212,0.00014713080445737602,0.005588347316755132,7.092170237568563e-05,0.000502482639966549,0.00018170363712499693,0.0027876292732198125,2.729917169694448e-05,0.0004346344278308449,0.0034761566473479164,0.0003008635627795829,2.3604486865390237e-05
194,9.846075479009124e-05,0.0001160951707597846,0.012663890066940384,8.31384540626616e-05,0.0005629737066243916,0.00015234452425907173,0.002769916474530964,5.441281729592743e-05,0.00041378558904852974,0.0020452406582762706,0.00036641199571181945,8.753482920965147e-06
195,7.115213751778423e-05,0.00012064396879475335,0.019264817779514946,6.385085608799912e-05,0.0005798200803709668,0.0001032046023101494,0.0027664666928213853,0.00010256922116054292,0.0003988626532025758,0.0014371141173310734,0.0004120468363993886,-4.712505926050112e-06
196,5.5045089006650465e-05,0.00013978823842708107,0.003759252419130681,6.708918124331831e-05,0.0005671488326405639,0.00019909564133545712,0.002783705748991225,1.3726109431450532e-05,0.00043034212351391086,0.0011710907382876303,0.000319099542360214,3.5470958056293964e-05
197,6.841874455236763e-05,0.00014733070863155072,0.006078438721853197,8.393837069604615e-05,0.0012372036756705012,0.00018381474176654665,0.002771526111236579,4.410186948738545e-05,0.00043513812950889943,0.001841860536077699,0.0004318827930828465,7.830853121910357e-06
198,7.514595337522137e-05,0.0001342261550078529,0.004707044264057459,7.893967252171037e-05,0.0005640996134841841,0.00017756746578485988,0.002702828681711773,9.235954404280693e-06,0.0014178835409308255,0.0015556627290452111,0.0005125364626043062,3.346305457801136e-05
199,4.1296920388883955e-05,9.114516636425188e-05,0.005159849817287112,5.424308559939873e-05,0.0005925611585372391,0.00016700630104013526,0.002663699527017473,7.68600913820805e-05,0.00039319872274642297,0.0021768773038712695,0.0003443120065272415,-6.538648072186383e-06
200,6.181969558820555e-05,9.341528604550191e-05,0.007975422051777769,5.052904714098188e-05,0.0005820138833345791,0.000149098347006897,0.0026279550328550173,0.00010568226711900576,0.0004236126052350664,0.0024433237616533813,0.0003115404939596803,2.266736720980668e-05
201,7.159208254830809e-05,0.0001364405234472475,0.009179374091153629,6.566187163736274e-05,0.0005406290831947795,0.0001587148839234942,0.002650874092476693,4.449848897270612e-05,0.0004390584437685551,0.0033486182433460437,0.0004844117765892092,3.1694702973557774e-05
202,9.964941998429396e-05,0.00012380550503234258,0.02538075460240166,5.50332623635342e-05,0.0005266272587776699,0.00023931111767895209,0.002711524816794704,5.009894867689714e-05,0.00042236376807121425,0.003423215175492563,0.0003941788691169341,1.6247158207249868e-05
203,4.5220455340277965e-05,0.00011577401118576688,0.02252816578079648,4.381710364186358e-05,0.000609505102338167,0.00023114224385614013,0.002684691497935482,0.00020266926215463903,0.0003918506466864792,0.004405863671130363,0.000409753971651257,9.546472841866678e-07
204,7.084049768276859e-05,0.0002313371082162571,0.0021806999003012185,4.684831886198324e-05,0.000900726772952478,0.00015596079235188657,0.0026652664468942763,6.006290683171881e-05,0.0008994089174143364,0.0029712335277113397,0.0003287053326849054,2.7438420836371113e-05
205,0.00010284159548334406,0.00012282819401918829,0.0021875811426702303,1.7852941961343e-05,0.0005489135323713103,0.0001700566493267679,0.00259053991484935,0.00012958536193012382,0.0004001940819489329,0.001639673794759793,0.0004133931380035422,4.369878593174211e-05
206,7.926408017350635e-05,0.00020268559239225128,0.004356202298569521,7.102760441746452e-05,0.001357500157039152,0.0001779066710628673,0.0026090395075914876,0.0001158978698107557,0.0013208847860980717,0.0021214848516691465,0.0003836858600682159,3.9458275567558065e-05
207,8.56692050080509e-05,0.00013819101727085293,0.00357020903753586,7.491155995765207e-05,0.0005624868605276735,0.00020956262314884063,0.0025651503287761066,0.00017856973938655023,0.0003718476263895217,0.0018200262933296956,0.00035066005150273907,5.13938987605148e-05
208,6.275221625816671e-05,0.00013357854385059257,0.001444576040808956,5.429952558997261e-05,0.0005988011188449137,0.0001977376106200201,0.0025333676676234725,6.390837904095689e-05,0.000368107654073242,0.00275052160737971,0.0003404873940992688,2.1874209152609837e-06
209,0.00010135313342658492,0.0002191335754170504,0.0031853241168550007,6.092521315875523e-05,0.0005947086185729999,0.00016414981447031675,0.0025264702017820024,5.258889946548622e-05,0.0003747908713758455,0.004653664723678234,0.000348559002447437,-2.2297286678880288e-07
210,8.300981163498835e-05,0.00016300623816705565,0.003799400431428299,4.404134862012496e-05,0.0006438051286787182,0.00022750357139177493,0.0025616157375112436,4.973953169310257e-05,0.00035572114636098055,0.006628917580978437,0.000304894248035804,4.699315852770646e-05
211,7.156531865888382e-05,0.0001164373064255044,0.004388990087745372,5.540906319452466e-05,0.0007041092659699899,0.000229155135605326,0.0027064774130571454,0.0004117912906443572,0.0003856803020415141,0.0027970788834084355,0.0004033876713714206,6.503265999070531e-05
212,0.0001111427955215149,0.00012345991393342755,0.002257438798154038,3.4083871583556215e-05,0.0007211293736110828,0.0002022742072928064,0.0027988743375359244,0.0001080399371190206,0.0003932453005258374,0.0019044787805098172,0.00039945323404243606,3.2869454964102904e-05
213,9.258135181612812e-05,0.00013544964259603343,0.003222400059788318,4.1994166305237e-05,0.0008489714665650073,9.900765833508792e-05,0.0027254449317936588,1.615087586661362e-05,0.00040870415243143214,0.001520013848998112,0.000285957921058196,4.328488003224607e-06
214,0.00011892870451386376,9.7611106913963e-05,0.005601796328399978,6.575789500857192e-05,0.0007359824431294398,0.00020436269589222425,0.002669269490230791,1.395172202144161e-05,0.0004127693024034286,0.001505462565241735,0.0002705898475480498,4.193033926580547e-05
215,7.380255494503794e-05,0.0001324255414632321,0.006269712318870191,3.472782882084196e-05,0.0007423965392328787,0.00010630549756740491,0.002639758698318705,1.458491013184966e-05,0.0003982808432910965,0.0016299071857504355,0.0002486091701964132,2.081466319294266e-05
216,7.620697486269516e-05,0.00010669785575898758,0.0033578349581573448,9.685444269579318e-05,0.0015597816815102303,0.00018892952057028431,0.0026279389113776164,4.049732175907496e-05,0.0013517788330683757,0.002803169523738926,0.0002785150030426564,2.5300334854705397e-05
217,0.00011047323848791488,0.00013583337576927046,0.008424223480191855,3.815529485574519e-05,0.0007116356244694089,0.00018767860830840873,0.002646854521988548,2.530597504486543e-05,0.0004218972641014674,0.0023570574211892003,0.00031471732143252345,-1.1269989885414287e-05
218,0.00011240629505677936,0.00014648054352630038,0.004277562087423803,2.249933281888161e-05,0.0008821442755451853,0.00015603163252598685,0.0025568253057914967,1.6104892609208143e-05,0.000429572494131104,0.0024185610794159834,0.0003346949083535833,2.2404775793153555e-05
219,0.0001078220615614356,0.00010321863141442648,0.005818241355369007,3.80759230406046e-05,0.0008884339455018492,0.0001356272719960522,0.002509874008367097,1.4519394526232316e-05,0.0004072912865143165,0.0016383673486169907,0.0003330307664401018,2.398343445761952e-05
220,5.633277653056545e-05,0.00013561535061538905,0.0029704929786435385,2.771911344626429e-05,0.0009626093904974088,0.00020351458870394244,0.0025319678239115588,4.59013186544241e-05,0.0003946180998856231,0.0015138074908753135,0.000374701710008045,1.3840255770425358e-05
221,5.4261811209859344e-05,0.00013914612417441097,0.003691241693232428,7.732681565125239e-06,0.001153047852608774,0.00010199959686143872,0.0027326816098552213,3.298611787498503e-05,0.0004244659077177465,0.0014806576334995436,0.00041463886145048,2.530772682831639e-05
