step,deepseek1.5b_sync_8gpu_lr3e-6-actor/ppo_kl_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-actor/ppo_kl_step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-actor/ppo_kl_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-actor/ppo_kl_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-actor/ppo_kl_step,deepseek1.5b_sync_8gpu_lr5e-6-actor/ppo_kl_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-actor/ppo_kl_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-actor/ppo_kl_step,deepseek1.5b_fa_partial_lr1e-6-actor/ppo_kl_step,deepseek1.5b_fa_partial_lr1e-5-actor/ppo_kl_step,deepseek1.5b_sync_lr1e-5-actor/ppo_kl_step,deepseek1.5b_sync_lr1e-6-actor/ppo_kl_step
17,-7.731077679745175e-06,0.00015666326781071938,0.002219166567202693,0.00012489604469644903,0.000999278005330673,6.012131650988828e-05,0.0020682601672310495,,0.0009262234575308894,0.0014277052802147711,0.00023859974688052304,8.25617663157667e-06
18,1.2083473848725554e-05,0.00012937314566918712,0.001826228943245558,0.00014337667414701,,3.281041551889394e-05,,,0.00046864111999964407,0.0010259235056887897,0.0001630732559630331,1.2893915126326377e-05
19,3.930053965208101e-05,0.00011863991069948166,0.0025253842272377367,0.00020951074808349824,0.0005625681184221969,,0.002111585022997057,0.007484291389638591,0.0004331406669047821,0.001424015782314146,0.00015706669891939223,1.2536235910778403e-05
20,,7.175224285209702e-05,0.003277556080069838,0.0001865783773298903,,3.2800218561698536e-05,,0.0024670832785886887,0.0004684341508443188,0.0016283940328776223,0.00014476024194109982,6.314295464598648e-06
21,1.315373366452451e-05,0.00010910472533035196,,0.0001853118788473624,0.0006095731593245035,6.780490969128373e-05,0.002358802797252743,0.009275691072356752,0.0004535391433015159,0.002389590047631884,0.00015173260535610616,1.1738209164389803e-05
22,,7.214457441532872e-05,0.0029489019854692412,0.0001209686392728716,0.0005815919245173285,8.249399746543188e-05,0.001878649800448784,0.0029595360755103263,0.00044181914843866927,0.0024782909028707757,0.00029417099153301976,1.1529916957085465e-05
23,,0.00010778234609199628,0.004479119251102123,0.00016792805006593525,,7.562724901314748e-05,0.002534104664023776,0.00934800987082641,0.0004315051531377509,0.0044608898401747865,0.00021338125679839305,3.395154878376161e-05
24,-6.2526652914840495e-06,6.0948195563453784e-05,0.0029335626936301466,0.0001878966840169632,0.0006812516652989284,6.869186281184793e-05,0.0022645301386596418,0.0026986881283391994,0.0004229159559871568,0.005712012527283983,0.00015255695054250396,1.5901756796665723e-05
25,3.211541591721101e-05,8.168414308823142e-05,0.005896222232036643,0.00020080604098069444,,,0.002550880452550729,0.003850612096217586,0.0004618627505851723,0.0034263811076283776,0.00010051952041028044,1.6190669077377777e-05
26,1.6376227806422083e-05,8.46959978089452e-05,0.002563672551306039,0.00014714190499542923,,,,0.00223612898767337,0.0005504758250430087,0.0018627858830646952,0.00015114129615826735,-1.1412968713195926e-05
27,6.399310984130934e-05,7.22897059947177e-05,,,,,,,0.0004932425504609121,0.0013421700537066547,0.00013449032284386573,2.323473444678013e-05
28,1.8445321843351e-05,,0.0024511107888026823,0.0001771907810055426,0.0014304462386251935,9.109505827537294e-05,0.008885752612884296,0.00040710141246573056,0.0004536088055673165,0.0014696098835789372,0.0001344211919235692,4.998719625206986e-06
29,1.1528381637455305e-05,9.012674686094722e-05,,0.00019564205545320517,0.001396067303879437,4.292391930548727e-05,0.0213196119314358,0.0007152341804149263,0.0004264721928658361,0.0010133085198325326,0.00019957447720441045,8.013399558825355e-06
30,2.0297653519092648e-05,0.00011299804168261204,0.002007222332105394,0.00014788009706248167,0.002017724952864026,,0.009314402286370435,0.0002766111589296458,0.0004760984216436171,0.0008300207945235217,0.0002168899240033717,5.531792096145584e-06
31,,,0.004025572185824059,0.0002569486243404852,0.0019475396375750944,1.890608066602047e-05,0.012039948599871324,0.0004078250793857781,0.0004726372304763673,0.0007559661469374483,0.00023717080475300635,9.20301742812768e-06
32,3.7861098573444e-05,0.00013542734594814738,0.00179808311571347,0.00019640636353747916,0.0016461288612680195,4.091488257148096e-05,,0.000393533044804902,0.0004762819245580125,0.0007475677269151707,0.00021620992949676423,7.809865383179293e-06
33,3.379815089337157e-05,0.00016489595628417405,0.0037974141888997377,0.00028836421785811696,0.0008860993653610131,1.691269592378986e-05,,0.0003544031895022012,0.0004702093274710896,0.000602681223420212,0.00019961733811019313,7.660963113220731e-06
34,3.2051040417258037e-05,9.356799797872056e-05,0.00177411532965907,0.0001939825762473646,0.0006361556346190229,4.0162318159643385e-05,0.02570643747052105,,0.0004449115723611877,0.0006400481407942182,0.0001770033663901961,2.1379412881117333e-05
35,,,0.0035055722832759363,0.0001588750637274927,0.0008211870523683901,4.08367243661258e-05,,8.09724469204655e-05,0.0004469728072087978,0.0006475434918467567,0.00019613831135395209,-3.57617325195398e-06
36,3.728551060251492e-05,0.00011101774809740404,0.0015728941134412365,0.00013942204263663017,0.0005980037414457129,,,,0.000444536342561403,0.0007057888397452225,0.00017666420267214988,1.903606464450496e-05
37,2.324491641880755e-05,9.748903459726149e-05,0.003260369601607337,0.00020171436165390176,0.0005620046172766372,5.514178265380266e-05,0.0069743516018282515,,0.000448393762757918,0.0006699588102716378,0.0003043039138915267,7.606737755819855e-06
38,3.416167756379688e-05,8.905222528458752e-05,0.0026227555692392305,0.00018961451205032784,0.0012960622092394603,6.795405017548908e-05,0.003953336613300659,0.00013944698461187954,0.001091092201640013,0.0011845331508020165,0.00017306796446649587,2.938629167067356e-05
39,2.948757384121779e-05,0.00010458875573869153,0.004058938552248037,0.00014316780079912662,0.0005579077449062855,6.439820851456856e-05,,0.00010933749179091122,0.0004306587794266015,0.0007206794690484904,0.00016953406161128725,5.541946527817234e-06
40,-3.236134806282e-06,9.849190265708396e-05,0.001689039819743411,0.00016433940244808535,0.0005146784986221654,,0.004338008969032513,,0.000405089609595443,0.0006485577195740741,0.00011627361188940507,1.056123961845401e-05
41,6.567817244547022e-05,0.000114285579303506,0.003016621443760404,0.0002284390451755769,0.0005269407754885548,5.338986575806789e-05,0.004308930895082258,,0.0004308326347438404,0.0007081950023447841,0.00017585810536679958,3.721703028923891e-05
42,8.516471436486857e-05,0.00017536289572035458,0.0022119838334569743,0.00015376341514513773,0.0006323573760833135,6.690757929290958e-05,0.004652977552460572,6.978329366428457e-05,0.0004419042962730039,0.0007332860995436987,0.0001725731329629065,2.3053376505817352e-05
43,4.6938705756766854e-05,0.00016317890240291857,0.003422230484406961,,0.0005253128536940468,4.649464908943574e-05,0.0022313516906251607,0.00012145976442530588,0.00042813427491984713,0.0006571193872645432,0.00015500632096632216,1.2173900217067494e-05
44,7.542290354134451e-05,0.00016163409525329716,0.0013510268652411686,0.00016716936793854877,0.0005877528713373314,4.7221474512901927e-05,0.0034267579576862774,0.00028534146140442095,0.000494973889319955,0.0007835597349552997,0.00025283801133260875,-1.784416863232281e-05
45,4.304024790084851e-05,0.00012334052567645725,0.0023717878942826637,0.000148632599831084,0.0005688491303587961,0.00011133257239382348,0.003922101264842716,0.00024288368665886795,0.0004685860879693944,0.0007745127676912489,0.00014040111560600365,-3.5198360906213313e-06
46,1.6248200902405312e-05,0.00016009167696715563,0.0019476752676257968,0.0001956300326524808,0.0005553144695257883,8.119122962527622e-05,0.003897380028610612,0.0001277987526819846,0.00043520075169808616,0.000686539648894468,0.0002846137449762206,1.1591048164630597e-05
47,5.734477879417301e-05,0.0001569515491370367,0.0028854428355609115,,0.0005792177162313669,0.00014628959108163388,0.003448604167730815,,0.0004477187728790192,0.0007282582297275059,0.0002235394647373466,4.030786664830173e-06
48,4.797579991385905e-06,0.00018241636407420207,0.0015435327045549589,0.00016884703594003487,0.0005297367957499102,5.401024372773122e-05,0.003959448496971163,8.422284015031703e-05,0.0005247140807281005,0.0007080325334553831,0.00019624791173863208,1.9379258651142095e-05
49,8.054322194065608e-05,0.00014730061592769874,0.0023880051399179864,0.00012094511983718972,0.000560527015176833,,0.004404637740690373,0.00024407833676907904,0.0004468082402489477,0.0006925999709038932,0.00015625807844771566,-1.3286965422634385e-05
50,4.548987616236186e-05,0.00016589320418622933,0.002160092363522476,0.00021880317751182677,0.0005862413064290629,6.984428461393961e-05,0.004820255636802473,0.0002122769066195805,0.00046597762331082034,0.0007706868622532939,0.0002792112078047637,3.0784812216259766e-05
51,5.757360905655722e-05,0.00010713363205245687,0.0037926531851788297,0.0001656030732355873,0.0006561372804148784,8.80350305264624e-05,0.004372028870135432,0.00028499924922840254,0.00042506462480594186,0.0007954200862151631,0.0002590001520886176,3.2497465222528867e-06
52,4.849155406367643e-05,0.00012745326157492798,0.0028012192294445647,0.00023076196002700904,0.0015622335872138618,7.095672674719673e-05,0.01487887452446254,0.0003924876712293468,0.0013500078428480085,0.0015010600714348151,0.00011848536351166672,1.1532736295323655e-05
53,3.7528779380544976e-05,0.00012935838480672147,0.0028328527350822696,0.00017741035053344794,0.0005818196252800528,9.508206295774208e-05,0.005172391426250604,0.0005502324841092124,0.000436864742527208,0.0007634522194386287,0.00018858727864368735,3.524096234547807e-06
54,2.7885460659704e-05,8.387299916400602e-05,0.0023446261755528993,0.00011649327516422268,0.0005409621086853365,6.376968620859549e-05,0.016602435349237304,5.9535206562194146e-05,0.0004523241343568343,0.0007285221428472491,0.000123199611602147,-1.6200497183683144e-05
55,2.5472499521000805e-05,0.00015063141752487508,0.003941110943636897,0.0001403216555622686,0.0005620128708002737,5.342022635988398e-05,0.0067923647497082126,0.0003431996989402382,0.00041224043084762935,0.0006606019499635798,0.0002355573908868923,1.0861799791421188e-05
56,2.4545064667117564e-05,0.0001283346569554311,0.002305207430334603,0.00013569321452914148,0.0005703979490871183,8.619251683119098e-05,0.007623708584943932,3.0050417130259948e-05,0.0004562720450249142,0.0006779281650499168,0.0001918380467722419,-9.405622452934242e-06
57,7.358780661167872e-05,0.00013679921020382543,0.003578792953867796,0.0001662011396752249,0.0006186021067452947,0.00014818656768361986,0.008373349474924099,0.00025562175127137067,0.0003982337486360978,0.0007868747846709804,0.0002435060169446155,1.7034982134358087e-05
58,3.997732285552859e-05,0.0001256127609750024,0.0024059755377397484,0.00022269572718223364,0.0005762234958443713,0.00011035789210738012,0.00749462958968555,0.0003933059644886203,0.0004395570450503013,0.0007647316338861287,0.00019006320916206375,5.397283813530456e-07
59,1.923474643273862e-05,0.00018786381079252123,0.00408612893646759,0.0001783602819867743,0.000571215426714879,0.00012900163053432477,0.006043409092429404,0.001199463447026769,0.00039570147668145986,0.000765214290311178,0.0002512618840505189,1.839407367908586e-05
60,5.4547159687990375e-05,0.00015267896289810912,0.002561273875348158,0.000165996670228985,0.0005195169083537147,9.147325931177112e-05,0.006130275432631926,,0.0004174607234020115,0.0007414671129481575,0.00017813390295629006,2.1782502289013905e-05
61,4.0700105024508336e-05,0.00016753435325914858,0.0038573369626851337,0.00021441244090732295,0.0005487094998043909,0.00012271799670451227,0.00604899244745656,0.00041863182122116186,0.0004145939127164282,0.0007145421396767932,0.00030152321935138167,2.5202403318442313e-06
62,7.689701632666394e-05,0.00013795856930256067,0.0026452403225879174,0.0002041175591081412,0.0005917556846994827,5.369306562422538e-05,0.005736070218028124,0.0001884656646995671,0.0004216744971005906,0.0007316034420622321,0.0001966320701461384,-4.278371769661504e-06
63,4.012577988987687e-05,0.00013574391735132323,0.00508178901333207,0.0002013656490164078,0.0016776959693099514,0.00020797812766678211,0.004968296697300572,0.00014985367466603623,0.001565791757115477,0.001781095370050087,0.00019802653570690575,1.0107086832921263e-05
64,4.139346207043815e-05,0.00012334669697553946,0.0023814815372194984,0.0001628897118274098,0.0005766367509521381,0.00012923013281778138,0.004731877246480768,0.0002506332161019539,0.0004285803359106343,0.0007585340845050344,0.00023840323167839415,1.8247507798108131e-06
65,8.536864351350382e-05,0.00011986904525273484,0.003907927977769842,0.00020158064938764864,0.0005636461239752523,0.00010517983889767906,0.0045477383325038204,6.778228481099179e-05,0.0004459594047299059,0.0007302481388270129,0.0001658296052599304,3.433526844785563e-05
66,2.841869610066212e-05,0.0001297939342328913,0.00246204701053759,0.00014194824900499726,0.0005143640453064645,5.305782709846036e-05,0.004458025230601299,0.0002708072246589555,0.0004669243909186586,0.0007347739513458388,0.00015165926703816912,8.548319226718398e-06
67,5.002497896753453e-05,0.00035235456303813574,0.004408183735100229,0.00014829165444094628,0.000502999570735946,6.27068442756864e-05,0.004814686168499879,7.006274806755334e-05,0.0004435881812084832,0.0007006277625952368,0.0002557603920954372,2.0533744074206225e-05
68,2.143498913476094e-05,0.00030125114671731906,0.002253734180747751,0.0002815410001255568,0.0005651590696425305,4.110610334845815e-05,0.005162522956703066,0.00014967111439789793,0.00043750570711725,0.000831530997933972,0.00020004436196895456,4.766357578621727e-05
69,2.775960666782966e-05,0.00033938069344302974,0.0029387290071085036,0.00020306459464478624,0.0005112190088013156,7.337310141127357e-05,0.004929877289881309,0.00011908150633004067,0.0004239642467122654,0.0007218558271097682,0.00033981212930879137,6.960886816448857e-06
70,4.7984196873732947e-05,0.00016377632066316412,0.002072916042265098,0.0002312780786101829,0.0005913783221895158,9.919618954512543e-05,0.004683915128071721,7.639115641590403e-05,0.0004340532564540432,0.0006850035991009898,0.00026826229441724743,1.8497595918036887e-05
71,2.747531418299963e-05,0.0002199834144541431,0.002692474465941566,0.0002229117401526537,0.000588026086744228,9.300899748438952e-05,0.005206780768882406,6.339629838451295e-05,0.00041450893672051415,0.0006868053838839691,0.0002351503557985693,1.499146193309354e-05
72,2.2858927456484127e-05,0.0002117517848401313,0.003083123095724328,0.0002259277381645356,0.0005267454571311297,6.502653347170839e-05,0.0062218846469477285,0.00032455857454819436,0.0004277151522638522,0.0006789198101296278,0.00017131039058866583,2.1005583457438315e-05
73,0.0001277983135739507,0.0001681900508377734,0.003984964667866448,0.00025157698626178507,0.0005753408536877968,7.424581169376357e-05,0.004349364575878449,0.0003267231722077213,0.00040913706625214977,0.0006306035410186912,0.00027331903024219173,6.537916405222935e-06
74,3.956654017035878e-05,0.0001930509211354238,0.0016356726573949255,0.00021411068376689529,0.0005680316321831956,0.00011948084755782177,0.004965995366607482,0.0013018137347089846,0.00044433091904812265,0.0007452800943544465,0.00024868830813453595,9.678445137339178e-06
75,9.944794962161534e-05,0.00019502715593271085,0.0029684179017345335,0.0002234003075651404,0.0005430077557055045,6.530603322971729e-05,0.005164930758217131,0.0008123904896196417,0.0004588974535829687,0.0007579734134587715,0.000168899989894217,2.2448669909895964e-05
76,5.4936867223650175e-05,0.00022171074877648368,0.0020630336779636545,0.0002907084147816731,0.000550091352913059,5.4035252962921315e-05,0.003989357758629402,0.0011662577294637864,0.0004602844445211455,0.000731916776215927,0.0002525277081681119,-2.0906447964819107e-06
77,0.00010187710534119944,0.00015881074035449747,0.0031473441196255515,0.0001766563163897672,0.0005391658546599505,0.00018649306940876105,0.0045659869886734185,0.00123799163098622,0.0004132739638032723,0.0007243841819857266,0.0001994348371915948,1.1230198588629308e-05
78,6.782217771966298e-05,0.00028226780257396795,0.002227878573561101,0.00027629775437318924,0.0005552790949015504,7.659042720612652e-05,0.004768288153337337,8.877262208510928e-05,0.0004204990112922228,0.0008129779260863611,0.0003519293306583547,1.589702541777916e-05
79,8.414146340807772e-05,0.0001900588706254331,0.0034576253045635347,0.00032949728913447276,0.0005815862872358057,0.00010059275661088494,0.005376213215640746,0.000315594591671439,0.00041837236542220223,0.0008371412369096257,0.0002861075671814563,1.0089328226976183e-05
80,1.3805119039034253e-06,0.00023070277913557743,0.002604166281776088,0.0004167151501719304,0.0005601866506691376,6.821909550758503e-05,0.006649174110862077,0.00033787061867026784,0.0004118849593295413,0.0007462852651941947,0.0003547566056378214,-1.506478666736898e-05
81,2.592897464419246e-05,0.00023043873732538151,0.003381292443576007,0.0002794949240438882,0.0005495623438526162,0.00018505637603080264,0.005944188342740139,8.073077035361694e-05,0.0003897509693404708,0.0008006601439756022,0.00041242709343691786,2.3738743030833288e-05
82,3.0221261456548548e-05,0.00026811191754804115,0.0033666301186180457,0.00015842926312394922,0.000563861220802405,0.00012010934546524144,0.005505011886929251,3.0249956494184476e-05,0.0003732850086255603,0.0007310639287670011,0.0003657791047703011,1.7452036097154177e-06
83,5.3036082650386994e-05,0.0003634375517918129,0.005956675551770428,0.00019820572768376832,0.0014671150660855606,0.0001670453066367372,0.005608891965493967,9.693217107321966e-05,0.0011703774498679036,0.001672307924067616,0.00044849739165085466,-5.2470291546033284e-06
84,4.971663505400933e-05,0.000396491276453125,0.003757844199122297,0.00021237799497424265,0.0005392591059629481,9.509585592013536e-05,0.004626109351409555,0.0003103967222295849,0.0004216997062900248,0.0007125171648942943,0.00029555559551126755,-2.147766608735268e-05
85,5.4964826720649286e-05,0.0003047361368746387,0.005158934260500554,0.0001605152977206325,0.0004846560725506991,0.0001443127928346614,0.005507923669210869,7.903564450943628e-05,0.0004512423633634581,0.000780025769128995,0.00033006090054305497,-1.5366379400239522e-06
86,5.129562209192858e-06,0.0002611401260627212,0.004562225770272867,0.00014875857810428753,0.0005367698460873831,8.166684891854797e-05,0.004437756034331175,0.0001208086163862908,0.0004084285900560718,0.0007934106129295498,0.000328932242128065,1.951716002499027e-05
87,9.794859160942786e-05,0.0002461623688661219,0.007445439658939986,0.0002134943117514523,0.0005417815651801878,0.00010533916912700712,0.0053693016222193055,9.474750364151736e-05,0.0004446842858483366,0.0008876355015116769,0.00026197979417276636,-3.9613321044829605e-06
88,4.441424439806798e-05,0.0002568155795572989,0.006104085308047775,0.00024288442530566345,0.0006361784282896956,0.00011734257482917096,0.0051653949616593305,4.558904005347309e-05,0.0003804217978846935,0.0008508767215348219,0.00030539901249783597,2.586695730713018e-05
89,1.4925165821092665e-05,0.00027529986916221665,0.009028962625212873,0.0002074700328160964,0.0005798025765116814,0.00015574045471179363,0.006079112823095379,4.972964052333979e-05,0.00040021251029126383,0.0008117411925212535,0.000270161779471549,-1.1525256902749398e-05
90,1.5503020980614985e-05,0.00026311075973987837,0.006597629606793677,0.00022083857641199583,0.0005652149085516078,0.000128174857063964,0.005753116109230581,1.934875001046849e-05,0.00041753978105051113,0.00093581252156658,0.00031889385649612695,1.5576886116805544e-05
91,5.017659014066268e-05,0.00022897458944865396,0.011761391068575903,0.00020949184579352532,0.000549688543273176,0.00020186646259264345,0.0041117026540935814,2.4612565418501703e-05,0.00041006901865505194,0.0008250930922097647,0.00030192540201109556,2.514400139411248e-05
92,2.8259607399473364e-05,0.00031176931590655503,0.005753903911277175,0.00020864328818079447,0.000538859859627142,0.00018762610084557065,0.004246897916002329,1.7547467623736503e-05,0.00040958374730926735,0.0008877885471757998,0.0003401443872020083,-8.297672147013676e-06
93,0.00010755688202909584,0.0002695763153891978,0.010585091543180169,0.0003027634093990482,0.0005523882814486569,0.00018476909011369,0.004624642540759866,3.025681510381583e-05,0.0003936801282919798,0.0007535809610367386,0.0002808966051031938,2.2262121334685952e-05
94,7.829074560486573e-05,0.00037499331250193937,0.00851273548082951,0.00026664075991504886,0.0006393081697989761,0.0001627914092145704,0.0040772997339524365,2.6573160499374297e-05,0.0004179561951373133,0.0007585513732631345,0.000291781829049299,2.9292815899495396e-05
95,6.065858305149952e-05,0.0003707587185120234,0.014363408136828244,0.0002668531048164788,0.001129878232640854,0.00012172513434904886,0.004221791947067551,2.0033240607462688e-05,0.001057542439385968,0.0014565747962317723,0.00030216882177292175,2.3732609970404548e-05
96,4.159658854743348e-05,0.0004945197453766145,0.014731618723855998,0.00025757617720501,0.0005578401714769801,0.0001116923376047253,0.005265749257700572,5.61494680650509e-06,0.0004243945856266067,0.0006797338419780247,0.0002319241042370447,1.6514190254907208e-05
97,6.452921037542207e-05,0.0004307797268492514,0.024865228901277684,0.00022973417311754373,0.0006550131341104869,8.283392160494661e-05,0.005028862390761974,1.0056449952930904e-06,0.0004243634788631212,0.0007685378860943597,0.0002884119985997997,6.838101914132867e-06
98,3.8421513025729094e-05,0.00033827576450720344,0.003135520341983081,0.00018377257380321435,0.0006084632279534734,9.206910765339994e-05,0.0058389030763822975,2.539039176322458e-05,0.0003988552045444391,0.0007663599158392196,0.0003074546414993728,9.067554409265922e-06
99,9.816438260899547e-05,0.0004224238677959659,0.005555649456739687,0.0002904808173411766,0.0005078802799364225,7.00696783995195e-05,0.005024840613160367,3.3677943809545304e-05,0.00042587835511959874,0.0007979842851934266,0.0003259925676964822,3.3525667438266813e-05
100,3.6066295003514337e-05,0.00036234264461859774,0.003004145835473805,0.0002830485271247378,0.0005660398138555951,0.00010291735316378948,0.00756846517400672,4.356117651951396e-05,0.000372510870361806,0.000843093763817251,0.000406974633154364,1.1349555965775183e-05
101,9.751477266064512e-05,0.00043219490518409706,0.003746501618663488,0.00021517885501577352,0.00055155325521981,0.00011516070348975626,0.005851358818075493,1.0047323013987844e-05,0.0004220074618558854,0.0009183592790988044,0.0003283731871642265,2.506167720305372e-05
102,3.38302005642842e-05,0.00033969289968668735,0.0021667085003888495,0.000301564145395278,0.0005347923866265449,8.298760367747435e-05,0.006204989960130591,4.15139941608826e-05,0.00041464511590414126,0.0008752836791992285,0.0003504827019976834,-3.665361474992053e-06
103,6.599429744795771e-05,0.00026889761791587237,0.003604141365603937,0.0002662135569724386,0.0005951621331652964,0.00012593111550664898,0.003430443359525532,8.813221863229277e-05,0.0004053539225019397,0.0008857997839760401,0.00031022075470103647,1.695777868868978e-06
104,6.513608065155925e-05,0.0003628003095323439,0.00397002396930774,0.0002680803809677232,0.000519146583047609,0.0001247333991601388,0.0037939149275189265,3.0061670107503096e-05,0.0004196110711120065,0.0008834491068273564,0.00037586662471545383,2.8387226617749343e-06
105,6.833084972138418e-05,0.0003956391684780288,0.006079025815678936,0.00026497973440287894,0.0005935884265236906,0.00013611080126190402,0.004229215147072914,3.132429021851143e-05,0.000395357293659537,0.0011628658553842304,0.0003379392140240882,3.791797433490748e-05
106,3.72285384970488e-05,0.00033741541441943576,0.004032256685324,0.0001689846103592648,0.0005538046485303273,0.00010477432261930224,0.004733846800734706,3.8120014289700155e-05,0.0003706079322862858,0.0014173907588708693,0.0003777557031020883,-7.655767431304281e-06
107,7.773066842343637e-05,0.00047442559098511225,0.006855657051238225,0.00023430288458198013,0.0006319596960339552,9.43756731320956e-05,0.005395933726680888,5.358567736488886e-05,0.0004300952176160183,0.00188140246698822,0.0002990803636942606,8.134576349321032e-06
108,6.413167998722896e-05,0.0003681982018168288,0.005514222601186702,0.00018605514316518093,0.0005944444722873262,0.00011215569668162777,0.005504158961059881,0.0002063796735051659,0.0004662776277407943,0.0035472682158918666,0.00033655576761396143,-5.114846176823562e-07
109,6.122895535582984e-05,0.0004883142271888861,0.007040812038200795,0.00022940040929597671,0.000530372927856409,9.385271119505656e-05,0.005290202674649632,6.191625544377065e-05,0.0004612702129051822,0.0023601243995541995,0.00035783157287121235,1.232760139860797e-05
110,4.879114829654909e-05,0.001021412368384302,0.0025753263264588116,0.00018843316307034589,0.0006111533018353244,8.95576575247661e-05,0.005108887942730812,5.618975066493809e-05,0.0004247567109450756,0.0034046624627778028,0.0002866023354777604,-4.8062338708275225e-06
111,4.059912652577605e-05,0.0005554291200576552,0.004031524295054251,0.0001631233196410892,0.0005576339876036492,6.992336575351032e-05,0.004418724678925216,4.1970274101116146e-05,0.00044267800451107343,0.003875587988866475,0.0003176712529525936,3.0165759167120107e-06
112,4.615382603249878e-05,0.0005995624391070058,0.0017673841446291963,0.0002854065685347415,0.0005402147673145215,7.929139860052823e-05,0.003725595712159488,0.0003734301206752356,0.000431735032430917,0.004815982077236751,0.0002583061805301852,1.3399811455390894e-05
