step,deepseek1.5b_sync_8gpu_lr3e-6-critic/score/mean_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-critic/score/mean_step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-critic/score/mean_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-critic/score/mean_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-critic/score/mean_step,deepseek1.5b_sync_8gpu_lr5e-6-critic/score/mean_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-critic/score/mean_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-critic/score/mean_step,deepseek1.5b_fa_partial_lr1e-6-critic/score/mean_step,deepseek1.5b_fa_partial_lr1e-5-critic/score/mean_step,deepseek1.5b_sync_lr1e-5-critic/score/mean_step,deepseek1.5b_sync_lr1e-6-critic/score/mean_step
237,0.07149577140808105,-0.207751989364624,-0.6585283279418945,0.04956769943237305,-0.1035306453704834,0.1259150505065918,-1.00000262260437,-1.0000011920928955,-0.1715219020843506,-0.20673179626464844,0.046117544174194336,0.02366495132446289
238,0.1378006935119629,-0.1574406623840332,-0.7028048038482666,0.06660890579223633,0.05547666549682617,0.15632152557373047,-1.0000762939453125,-1,-0.08479690551757812,-0.13184142112731934,0.06220650672912598,0.02267670631408691
239,-0.014954566955566406,-0.30796194076538086,-0.6459169387817383,-0.08268976211547852,0.2398850917816162,-0.005515575408935547,-1.0002989768981934,-1.0000152587890625,0.12161517143249512,-0.00030612945556640625,-0.10260295867919922,-0.14722657203674316
240,0.15942978858947754,-0.17879438400268555,-0.5728933811187744,0.08512067794799805,0.14045286178588867,0.113494873046875,-1.0003600120544434,-1.000274896621704,0.023165225982666016,0.03194165229797363,0.00883936882019043,-0.00992131233215332
241,0.16764354705810547,-0.19844794273376465,-0.6417851448059082,0.1007547378540039,0.1413979530334473,0.11055254936218262,-1.0002481937408447,-1,0.06104397773742676,0.0011997222900390625,0.08156275749206543,-0.008215904235839844
242,0.01008892059326172,-0.2043602466583252,-0.6803762912750244,-0.017042875289916992,0.07487010955810547,0.03753232955932617,-1.0001158714294434,-1,-0.08491134643554688,-0.144303560256958,-0.05699801445007324,-0.0535428524017334
243,-0.0357205867767334,-0.26722025871276855,-0.6511282920837402,-0.08983588218688965,0.12090301513671876,-0.00531315803527832,-1.0000033378601074,-1.0000007152557373,0.07060599327087402,-0.06501388549804688,-0.15949749946594238,-0.13935065269470215
244,0.10357117652893066,-0.19322586059570312,-0.5729429721832275,0.01568126678466797,0.18677163124084473,0.07602882385253906,-1,-1.0000205039978027,0.018415212631225582,0.03281712532043457,0.03484773635864258,-0.012439489364624023
245,0.05027914047241211,-0.23505568504333496,-0.5943131446838379,-0.016196250915527344,0.1644268035888672,0.043381452560424805,-1,-1.0000901222229004,0.0659787654876709,-0.07444548606872559,-0.07485532760620117,-0.09826183319091795
246,0.03264760971069336,-0.21794867515563965,-0.5963554382324219,-0.03500866889953613,0.10941767692565918,0.028019189834594727,-1,-1.0000572204589844,0.029460668563842773,-0.0290985107421875,-0.05627727508544922,-0.08856344223022461
247,0.10511040687561037,-0.21949124336242676,-0.6151320934295654,0.08280801773071289,0.1304025650024414,0.10990238189697266,-1.0000100135803225,-1.00000262260437,0.04131960868835449,-0.0869455337524414,-0.032933712005615234,-0.054482460021972656
248,0.059941768646240234,-0.2775850296020508,-0.5420894622802734,-0.009006500244140625,0.1064438819885254,0.04634237289428711,-1.0000512599945068,-1.000011920928955,0.013979673385620115,-0.09179067611694336,0.011302471160888672,-0.037687063217163086
249,0.05910134315490723,-0.24654173851013184,-0.6098577976226807,-0.023142337799072266,0.06929969787597656,0.053383588790893555,-1.0001270771026611,-1.0000877380371094,0.0017023086547851562,-0.1101248264312744,-0.08427667617797852,-0.1394963264465332
250,0.014172077178955078,-0.1931326389312744,-0.6158180236816406,-0.03336215019226074,0.10500216484069824,0.06506514549255371,-1.0001845359802246,-1.0000028610229492,0.057796478271484375,-0.05464410781860352,-0.10951733589172365,-0.0947895050048828
251,0.2104618549346924,-0.08708715438842773,-0.7113511562347412,0.15132546424865723,0.04611492156982422,0.19216299057006836,-1.0003430843353271,-1.000000238418579,-0.05202841758728027,-0.11633563041687012,0.09951901435852052,0.12516379356384277
252,-0.02261924743652344,-0.22234892845153809,-0.617682933807373,-0.06091952323913574,-0.056298017501831055,0.002945423126220703,-1.0000224113464355,-1.0001168251037598,-0.12287330627441406,-0.19761276245117188,-0.13120198249816897,-0.1099374294281006
253,0.06876015663146973,-0.2025330066680908,-0.6023223400115967,0.03241920471191406,0.14290690422058103,0.1095268726348877,-1,-1,0.1125478744506836,-0.026212692260742188,-0.043024539947509766,-0.04606151580810547
254,0.1533191204071045,-0.1265084743499756,-0.6097393035888672,0.06763792037963867,0.17832350730895996,0.14252018928527832,-1,-1,0.009891510009765623,-0.0042552947998046875,0.02866649627685547,0.005761861801147461
255,-0.012843608856201172,-0.2191786766052246,-0.6750266551971436,0.006080150604248047,0.002532482147216797,0.06570935249328613,-1,-1.0002501010894775,0.019220590591430664,-0.10482311248779295,-0.0751807689666748,-0.03804612159729004
256,0.08370184898376465,-0.22954750061035156,-0.6341230869293213,0.06027841567993164,0.1573789119720459,0.06596660614013672,-1,-1,-0.018242835998535156,-0.03478717803955078,-0.029971837997436523,-0.03432440757751465
257,0.1267855167388916,-0.15054917335510254,-0.6130378246307373,0.08124661445617676,0.005475759506225586,0.11461186408996582,-1.000014305114746,-1.0001771450042725,-0.018024206161499023,-0.16361379623413086,0.030230283737182617,0.08923745155334473
258,0.058013916015625,-0.23928403854370117,-0.6798357963562012,0.01811075210571289,0.09189629554748537,0.050063133239746094,-1.0001215934753418,-1.0000019073486328,0.008432388305664062,-0.10625481605529784,-0.04368185997009277,-0.051017045974731445
259,0.025928974151611328,-0.30045175552368164,-0.5428497791290283,-0.019501924514770508,0.1283106803894043,0.03188776969909668,-1.00036883354187,-1,0.016568422317504883,-0.021240234375,-0.08527994155883789,-0.048079490661621094
260,-0.06317758560180664,-0.3112919330596924,-0.6548795700073242,-0.03992629051208496,-0.03991127014160156,-0.032910823822021484,-1.000416278839111,-1.0000030994415283,-0.09170103073120116,-0.17926526069641113,-0.16077733039855957,-0.16684579849243164
261,0.11705374717712402,-0.2508218288421631,-0.6365358829498291,0.08242464065551758,0.10287356376647948,0.08640360832214355,-1.0001637935638428,-1.0000648498535156,-0.009114503860473633,-0.03304648399353027,0.06034255027770996,-0.04041314125061035
262,0.1382908821105957,-0.19927740097045896,-0.605010986328125,0.11072134971618652,0.1310429573059082,0.11958742141723631,-1,-1.000014305114746,0.05860304832458496,0.019364118576049805,0.030520915985107425,0.0049245357513427734
263,-0.06429839134216309,-0.2804841995239258,-0.5817697048187256,-0.07718253135681152,0.23346304893493652,-0.028757095336914062,-1,-1.0000007152557373,0.13517284393310547,-0.07688546180725098,-0.15835094451904297,-0.1655867099761963
264,0.12176060676574708,-0.24537372589111328,-0.5114209651947021,0.05521726608276367,0.194141149520874,0.05417370796203613,-1,-1,0.15149140357971191,0.13865160942077637,-0.05682206153869629,-0.023679733276367188
265,0.07201099395751953,-0.23013758659362793,-0.5907180309295654,0.020538330078125,0.057088375091552734,0.06247377395629883,-1,-1.0000245571136477,-0.0703129768371582,-0.212268590927124,-0.06810140609741211,-0.05087709426879883
266,0.07844233512878418,-0.2213878631591797,-0.5721914768218994,0.022691011428833008,0.1020197868347168,0.11094093322753906,-1.0000240802764893,-1.0001568794250488,0.01577448844909668,-0.013574838638305664,-0.04176688194274902,0.003598451614379883
267,0.10899734497070312,-0.240922212600708,-0.6209518909454346,0.039307355880737305,0.07340407371520996,0.06723308563232422,-1.0002048015594482,-1,0.03535628318786621,-0.13509392738342285,-0.015288829803466795,-0.027186870574951172
268,0.18334126472473145,-0.1540658473968506,-0.65242600440979,0.15204286575317383,0.018697261810302734,0.20819330215454104,-1.0003864765167236,-1,-0.020005464553833008,-0.20427441596984863,0.0919046401977539,0.06049203872680664
269,0.1204996109008789,-0.19157648086547852,-0.5496265888214111,0.11689305305480956,0.2570929527282715,0.1345999240875244,-1.0003173351287842,-1.0000033378601074,0.16075921058654785,0.020437002182006836,0.04856753349304199,0.0610506534576416
270,0.06306862831115723,-0.2854321002960205,-0.5737693309783936,0.00040268898010253906,0.08515787124633789,0.08249402046203613,-1.0000357627868652,-1.0000998973846436,0.08782458305358887,-0.23353266716003415,-0.031499624252319336,-0.08185362815856934
271,-0.09645628929138184,-0.3555574417114258,-0.5410270690917969,-0.0843806266784668,0.16015338897705078,-0.0741126537322998,-1,-1.0000331401824951,0.0749661922454834,0.01321721076965332,-0.199601411819458,-0.14224839210510254
272,0.05352520942687988,-0.2752659320831299,-0.4556097984313965,0.03801846504211426,0.2933621406555176,0.059144020080566406,-1,-1.0000004768371582,0.22689127922058103,0.0667426586151123,-0.06352353096008301,-0.04307985305786133
273,0.12313485145568848,-0.19674396514892575,-0.5710015296936035,0.13338804244995117,0.026905059814453125,0.11284685134887695,-1.0000007152557373,-1.0000081062316897,0.04101419448852539,-0.1681840419769287,0.05657529830932617,-0.0086669921875
274,0.1001434326171875,-0.227247953414917,-0.5898635387420654,0.02721285820007324,0.04987335205078125,0.052071571350097656,-1.0000360012054443,-1.0001122951507568,-0.06000113487243652,-0.17949938774108887,-0.08325886726379395,-0.03391861915588379
275,0.21875905990600583,-0.25765275955200195,-0.5588638782501221,0.1444242000579834,0.20108413696289065,0.11555337905883788,-1.0002343654632568,-1.0000011920928955,0.03318953514099121,-0.011288166046142578,-0.0077364444732666016,-0.018488168716430664
276,-0.01943039894104004,-0.3905446529388428,-0.5157222747802734,-0.02221465110778809,0.16103196144104004,0.021433115005493164,-1.000401258468628,-1.00000262260437,0.02991771697998047,-0.08864235877990723,-0.06639671325683594,-0.11433029174804688
277,-0.03336811065673828,-0.4109275341033935,-0.5138194561004639,-0.04871845245361328,0.13010215759277344,-0.03902435302734375,-1.0003726482391355,-1.000174045562744,0.07091069221496582,-0.08653855323791504,-0.13207077980041504,-0.14810872077941897
278,0.11789941787719728,-0.2809007167816162,-0.5444033145904541,0.08663702011108398,0.11548757553100586,0.10419583320617676,-1,-1,0.00343465805053711,-0.10631632804870604,0.014740228652954102,-0.04777932167053223
279,0.1207127571105957,-0.3121349811553955,-0.5827531814575195,0.0503082275390625,0.02487921714782715,0.09609174728393556,-1,-1,-0.04295778274536133,-0.16780900955200195,0.07094645500183105,-0.014015436172485352
280,-0.05402636528015137,-0.4315667152404785,-0.5823161602020264,-0.13617300987243652,0.1167917251586914,0.019100427627563477,-1,-1.0001287460327148,0.02809453010559082,-0.027845382690429688,-0.16440129280090332,-0.17087411880493164
281,-0.013870954513549805,-0.4425342082977295,-0.5326309204101562,-0.053504228591918945,0.11088943481445312,-0.028012752532958984,-1.0000081062316897,-1.0000014305114746,0.09156990051269533,-0.15064620971679688,-0.1290268898010254,-0.1773850917816162
282,0.23284697532653809,-0.3262012004852295,-0.5108463764190674,0.06768631935119629,0.23024249076843264,0.18077421188354492,-1.0000040531158447,-1.0000009536743164,0.07328200340270996,-0.06937336921691895,0.06265640258789062,0.07510852813720703
283,0.07225561141967773,-0.40282154083251953,-0.5682792663574219,0.002152681350708008,0.2024223804473877,0.07650065422058105,-1.0000593662261963,-1.0000061988830566,0.1380617618560791,-0.06475710868835449,-0.04006791114807129,-0.06717181205749512
284,0.15653514862060547,-0.4347658157348633,-0.5115902423858643,0.05334186553955078,0.1744544506072998,0.04627728462219238,-1.0002822875976562,-1.0001211166381836,0.10737895965576172,-0.12748336791992188,-0.0513911247253418,-0.009767770767211914
285,0.17863893508911133,-0.32962799072265625,-0.5328640937805176,0.08799529075622559,-0.001807451248168945,0.10550236701965332,-1.0003116130828855,-1.0000009536743164,-0.03369951248168945,-0.2129671573638916,0.06812310218811035,0.017504453659057617
286,0.06278395652770996,-0.5196712017059326,-0.5250473022460938,-0.058147430419921875,0.1745467185974121,-0.00027751922607421875,-1.0000309944152832,-1.0000958442687988,0.04834604263305664,-0.11492156982421876,-0.13629579544067383,-0.11440157890319824
287,0.0443120002746582,-0.4769620895385742,-0.5651054382324219,0.05835103988647461,0.048766374588012695,0.10532307624816896,-1,-1,-0.02760767936706543,-0.32729291915893555,-0.04545998573303223,-0.06852507591247559
288,0.1430220603942871,-0.40370726585388184,-0.5065813064575195,0.06793761253356934,0.09599566459655762,0.13868427276611328,-1,-1.0000004768371582,0.06770944595336914,-0.0751945972442627,-0.034140586853027344,-0.014803647994995115
289,0.09045076370239258,-0.5133042335510254,-0.5197970867156982,0.01927471160888672,0.008321762084960938,0.10889291763305664,-1,-1.0001206398010254,0.005489826202392578,-0.2394263744354248,-0.015440702438354492,-0.034320831298828125
290,0.06737184524536133,-0.5094718933105469,-0.4671287536621094,0.01003408432006836,0.1664223670959473,0.05778813362121582,-1.000053882598877,-1.0000007152557373,0.04171919822692871,-0.15773391723632812,-0.06901383399963379,-0.0359804630279541
291,0.11474323272705078,-0.5055055618286133,-0.4874606132507324,0.045327186584472656,0.07178235054016113,0.08794736862182617,-1.0001909732818604,-1,0.035039424896240234,-0.207291841506958,-0.06802177429199219,0.0020475387573242188
292,0.07054471969604492,-0.5872743129730225,-0.47127723693847656,0.03705883026123047,0.039559364318847656,0.07522082328796387,-1.000443935394287,-1.0000872611999512,-0.025630950927734375,-0.1799015998840332,-0.02017688751220703,-0.005647897720336914
293,-0.03808903694152832,-0.5192348957061768,-0.4724438190460205,-0.09650778770446776,0.11759185791015624,-0.01678466796875,-1.0001773834228516,-1,0.0876004695892334,-0.16829299926757812,-0.09493708610534668,-0.11810541152954102
294,0.07618141174316406,-0.6048204898834229,-0.4985675811767578,-0.05057644844055176,0.09440350532531738,0.038199663162231445,-1,-1.0000019073486328,0.017338275909423828,-0.1434309482574463,-0.06000947952270508,-0.06586599349975586
295,0.14162230491638184,-0.5197317600250244,-0.5148601531982422,0.09264373779296876,0.17616629600524902,0.12562179565429688,-1,-1.0000314712524414,0.08975934982299805,-0.24582719802856445,0.007115364074707031,0.009675025939941406
296,0.08854389190673828,-0.6721713542938232,-0.4013500213623047,0.05970215797424317,0.2311232089996338,0.14788198471069336,-1,-1.0000224113464355,0.2090139389038086,-0.14264297485351562,-0.03223156929016113,-0.06051945686340332
297,0.03923177719116211,-0.6611430644989014,-0.4562644958496094,-0.02084445953369141,0.1224079132080078,-0.002796649932861328,-1.000042200088501,-1.0000035762786863,0.1342568397521973,-0.0831766128540039,-0.1000525951385498,-0.12056779861450195
298,0.0994424819946289,-0.5786442756652832,-0.41368889808654785,0.09933805465698242,0.15251612663269043,0.045195817947387695,-1.0004518032073977,-1.0000126361846924,0.08634185791015625,-0.23579645156860352,0.02110004425048828,-0.055023908615112305
299,0.13628125190734863,-0.5447280406951904,-0.45543384552001953,0.10484719276428224,0.1940174102783203,0.14528608322143555,-1.0005762577056885,-1.0000591278076172,0.11191582679748537,-0.19071316719055176,0.011920928955078123,0.048566579818725586
300,0.044739723205566406,-0.6200237274169922,-0.4675712585449219,0.06542253494262695,0.1602010726928711,0.06940913200378418,-1.0000638961791992,-1.000011920928955,0.0724794864654541,-0.21637988090515137,-0.009206533432006836,-0.04253959655761719
