step,deepseek1.5b_sync_8gpu_entadapt_initial_lr1e-5-rollout_corr/log_ppl_abs_diff_step,deepseek1.5b_sync_8gpu_entadapt_lr1e-5-rollout_corr/log_ppl_abs_diff_step
53,0.0006723772918028259,0.0006105319945618248
54,0.0005796731289423364,0.0006794016937982676
55,0.0006135494631740674,0.0006312415786115231
56,0.0006288522036335225,0.0006531754081931598
57,0.0005765785789375705,0.0005963877240901638
58,0.0005843318548223969,0.0006467310280957304
59,0.0005676660368754667,0.0006208297679057233
60,0.0006117915306406628,0.0006458235740995275
61,0.00062525260655093,0.0006475501052343382
62,0.0006436524261369265,0.0006786894157477562
63,0.0006114398570628653,0.0006206298069931411
64,0.00062221294870647,0.0006589515219391801
65,0.0005983433615757605,0.0005787253351560893
66,0.0006005041114373231,0.0006608331462985007
67,0.000569004206413527,0.0006366541837029749
68,0.0006018841394459166,0.0006214360457881029
69,0.0005681502287188777,0.000665765068242763
70,0.0005700237147948429,0.0006989391096890597
71,0.0005762101811114916,0.000765787556201758
72,0.0006143236742434787,0.0007495844728964585
73,0.0005771952382019664,0.0007754142825433519
74,0.0005891742596196266,0.0006769558456140565
75,0.0005436289971580015,0.0006262422857856251
76,0.0005810131977163908,0.0006290718883508069
77,0.0005988458418263083,0.0006003736066304555
78,0.0005696317330148304,0.0006500611104523315
79,0.0005975539920871683,0.0006619831518123863
80,0.0005681644549137369,0.000699398378127369
81,0.000532129934495166,0.0006393517957067594
82,0.0005762401425693874,0.0006349033318656439
83,0.0005616031870132002,0.0006632912837154609
84,0.0006160241298283309,0.0006279971029471198
85,0.0005572616047131652,0.000591398870462647
86,0.0006612114871586527,0.0006240668133267761
87,0.0005918139303958015,0.0005661387558142277
88,0.0006260838558318937,0.0005875384311452979
89,0.0005325068993277621,0.0006298310096429883
90,0.0005650552438964951,0.0008797131802481977
91,0.0005635763618334837,0.0006609838750418497
92,0.0005365464861148043,0.000631230128156959
93,0.0005723321559255455,0.0006364222290569667
94,0.0005587751766359448,0.0006688657240807689
95,0.0005853827332873315,0.0006438794623699366
96,0.0005859943677630024,0.0005896404025158765
97,0.0005767693541028642,0.0006401568217095405
98,0.0005518110466861497,0.0007036847089347291
99,0.000525254519123502,0.0006100750656298173
100,0.0005282446877355964,0.0006341198835487865
101,0.0005597312505241938,0.0005901271424590959
102,0.0005544886912286443,0.0006134842495244118
103,0.0006064413709758636,0.0006371340996771497
104,0.0005829700837635662,0.0007405837945952953
105,0.0006521721316427207,0.0008047351722397204
106,0.000557221958553617,0.0006734882638077331
107,0.0005962658958031336,0.0007135090005855697
108,0.0005519270999966032,0.0006907229085949698
109,0.0005475987763929879,0.0006505166706812729
110,0.0005316584571292402,0.000618295961170848
111,0.000568953366599176,0.0006842075469778918
112,0.0005306016825250901,0.0006561156557237576
113,0.0005629309074466556,0.0006980214190358917
114,0.0005668187698444983,0.0007035610940095336
115,0.0005526227359951008,0.0006451654706591109
116,0.0005467340089515865,0.0006730387369357645
117,0.0005607189375950838,0.0006707469504233034
118,0.0005327518769396503,0.0007067642680162751
119,0.0005560852058475905,0.0006805840131063532
120,0.0005456547583807233,0.0007704101307830396
121,0.0006260672637706323,0.0007761925974081373
122,0.0005623383493522332,0.0007685177725718296
123,0.0005411900677981542,0.0007389336851036472
124,0.000552089845231504,0.0007310210448647719
125,0.0005499108589447133,0.000779226028424641
126,0.0006131698742354361,0.0007762709198521571
127,0.000583053843001835,0.0007374706417976996
128,0.0006143248015288874,0.0008091967193649907
129,0.0005776300480474241,0.0007039572028588736
130,0.0005241016603411647,0.0007696841596705119
131,0.0005772034594320715,0.0007816554063372843
132,0.0005624516791483205,0.0007837767068188193
133,0.0005575501680227934,0.0007515048521120414
134,0.0005490958883781007,0.0007976242671117819
135,0.0005494717607202907,0.0008225965393648949
136,0.0005450831879392757,0.0007954489398426549
137,0.0005392343882487607,0.0008320811391306712
138,0.0005986992670614199,0.0006988539481816198
139,0.0006098128287476356,0.0007228787354231531
140,0.0005713338891620792,0.000773172132167846
141,0.0005635305639393996,0.0007645890071418964
142,0.0006090861274620133,0.0007207227911186193
143,0.0005703867260840857,0.000777594475694905
144,0.000601045299481484,0.000740589580552544
145,0.0005810724069533535,0.0007666007784130422
146,0.000583810413055679,0.000819190042966511
147,0.000608037767657758,0.0008172971529726663
148,0.0005915686824886418,0.0008168982889199268
149,0.0005832364513036915,0.0008964763773375043
150,0.0005988782994336362,0.0008285230955110353
151,0.0006045194288844868,0.0009084995122167228
152,0.000617214713042813,0.0007520606889426874
153,0.0006354064055968348,0.0007451472862488697
154,0.0005875591243801907,0.0007800789816327677
155,0.0006084865036849273,0.0007626953801759969
156,0.0005877617903290851,0.0007509212076994035
157,0.000662547608726527,0.0008158248036290222
158,0.0006522888021519488,0.0008448390517101375
159,0.0006117907438548594,0.0008216035384562433
160,0.0006053265457618787,0.0008182997507295417
161,0.000597806027491017,0.0007413282180056306
162,0.0006504120604859054,0.0007655820877103411
163,0.0005964187523382063,0.0007226173352036212
164,0.0006334909597474809,0.0007338370222152496
165,0.0006274385295210567,0.0008170804193955413
166,0.0005817614194148474,0.0009210125107897294
167,0.0006363472819030881,0.0009166106656054982
168,0.0006396575316229733,0.000861289887648632
169,0.0006457979299284488,0.0009410444568724104
170,0.0006015360320469924,0.0008008356655963048
171,0.0005998055317698944,0.0007710046558080965
172,0.0006363220874267097,0.0007023407742761062
173,0.0006480296398194696,0.0007910350385497044
174,0.0005723788121291104,0.0007974054461437449
175,0.0005913432273146322,0.0007777013585534103
176,0.0006398134105327744,0.0008604195933747343
177,0.0006586925110809716,0.000890290476118852
178,0.0006174383073068219,0.0009407099793962617
179,0.000623029568508909,0.000925173319129416
180,0.0006325186947833572,0.0008076889958569414
181,0.0006554124484182467,0.0008057966456463974
182,0.0006272173212109496,0.0011014866262687266
183,0.000627805118039673,0.0009395425370464428
184,0.0005988094281503169,0.0008604227799705335
185,0.0006373596406774595,0.0009006848334717108
186,0.000654908542674093,0.0008957558354831278
187,0.0006642450687650125,0.0009060110438771186
188,0.0006125177794108988,0.0008911376831035697
189,0.000621108512470008,0.0009860002391297198
190,0.0006213013831646615,0.0008412724277554338
191,0.0006163303554454945,0.0008228506412706338
192,0.0006233621833691655,0.0008406052437041783
193,0.0006097318613943312,0.0008313763506852081
194,0.0006234142528724492,0.000817285392575128
195,0.0006328745203507247,0.0009807095590407366
196,0.0006418558583701691,0.0011502121945093015
197,0.0006557808054367342,0.0010142575808706831
198,0.0006231328873954309,0.0008248171245875049
199,0.0006154994983565606,0.0008661131924718787
200,0.0006525614778746828,0.0008323641159645482
201,0.0006201221576491154,0.000906671741631726
202,0.0006125085272453196,0.0012012214619145116
203,0.0006348842848748928,0.0009338854107971368
204,0.0006312824034880164,0.0010302342534487252
205,0.0006725471334570235,0.000933199463421867
206,0.0006815844123882083,0.0009729539373107732
207,0.0006632819312515148,0.0009372877583370032
208,0.0006323846065160153,0.0009858095059624044
209,0.0006311759750323565,0.0010433001062582744
210,0.0006145952407273904,0.0010505771748759562
211,0.0006244952404136541,0.0010704355109838718
212,0.0006667137151366443,0.0010686402616556733
213,0.0006165860876824975,0.0008282264422593037
214,0.0006573425656571025,0.0009724261574023252
215,0.0006398896899421432,0.0009516897934686726
216,0.0006443310265728164,0.0008935874197858438
217,0.0006376605459601187,0.0009583216880047176
218,0.0006504867252178055,0.0009216617396846908
219,0.0006376723018720874,0.0008493748969751481
220,0.0006108102770234664,0.0008853915736361396
221,0.0006500010093164054,0.0008892766605988963
222,0.0006314856431014381,0.0008790865127442278
223,0.0006898836927142664,0.0009014217314910164
224,0.0006762590395205402,0.0009606702669375608
225,0.0006591644891655465,0.0008511480873395435
226,0.0006387251145324193,0.0009061124238423477
227,0.0006489645833252801,0.0009723211620035324
228,0.0006070187532819799,0.0008821663893246771
229,0.0006340109128938242,0.0008866025519106794
230,0.0006331357853923691,0.0009427355549373064
231,0.0006533434908030972,0.0008990291303234699
232,0.0006694546947404558,0.0009250143195534596
233,0.0006373196849677316,0.000990360848648023
234,0.000675806637705786,0.0009349167440909102
235,0.0006389709327100548,0.000934633067825214
236,0.0006399478099366406,0.0009033198894821512
237,0.0006373155514925852,0.0008372900909940338
238,0.0006286704000833494,0.0008968473333652582
239,0.0006457743943842203,0.0008754077710605366
240,0.000624567405372168,0.0010217284639309028
241,0.0006386475880749776,0.000958300864188762
242,0.0006408531289073221,0.0009330377187048408
243,0.000640279438026813,0.0008966249111116061
244,0.0006438139053543414,0.0008805156123106945
245,0.0006518649482364539,0.000928642001017579
246,0.0006343577765922721,0.0010089332075949645
247,0.0006603280569487695,0.0008129284510308329
248,0.0006478894635317072,0.000832645516983694
249,0.0006558542208536396,0.0009147041406433752
250,0.0006797142676449849,0.0008913912970456295
251,0.0007053229336878115,0.0008642809519227264
252,0.0006974363505336937,0.0008440384311198818
253,0.0007497691308561202,0.0008348775571297058
254,0.0006676525454389686,0.0009325422511513656
255,0.0006583836914001569,0.0009224414422836464
256,0.0006733353886288352,0.001020352594044501
257,0.0006395298206327771,0.0009000432682628541
258,0.0006161174594689372,0.000905941571622958
259,0.0006228600977919996,0.0008398103723859252
260,0.0006432693359047768,0.0009031883403736174
261,0.0006118178527166102,0.0009648580968644184
262,0.0005937907749813708,0.00086062247009977
263,0.0006646489317063242,0.0008039217825247154
264,0.0006423880787202152,0.0009903740552470817
265,0.0006014208457517353,0.0008285004965576567
266,0.0006446034106953779,0.0008489922162638953
267,0.0006262776216663908,0.0009391691356817636
268,0.0006550558753360748,0.0008570653151966528
269,0.0006439867499532894,0.0008504416103911037
270,0.0006274775853874648,0.0008120293007758594
271,0.0006690742386211262,0.0008217947719458608
272,0.000651341547106926,0.0008665452581340105
273,0.0006639644315371351,0.0008364356080316308
274,0.0006586690430362239,0.0009159455414267844
275,0.0006616990432038701,0.0008512649907099027
276,0.0006219963668930482,0.0008614252993008146
277,0.0006347416147036711,0.0008007500226813136
278,0.000665443045321343,0.0008300231598307543
279,0.0006378961455683144,0.0008407088121581788
280,0.0006890197195058466,0.0008227890075253455
281,0.0006617562414595298,0.0008491622256012004
282,0.0006516736644787271,0.0008913892617480694
283,0.0006157571736467717,0.0008500757285582949
284,0.0006440604526384657,0.0008455478938620736
285,0.0006174958771680394,0.0008612249802126826
286,0.0006210844947620192,0.0008867629485393991
287,0.0006408081202809829,0.0008367442139933701
288,0.0006517464617212592,0.0008882002509199083
289,0.0006148808652142179,0.0009210476294902036
290,0.0006157711229455097,0.0008943288502290242
291,0.000634215106803695,0.0007958866542321629
292,0.0006453066381454402,0.0007666479937324766
293,0.0006669484580417575,0.0007421923365473048
294,0.0006433112222471527,0.0007516041884446168
295,0.0006617724078296305,0.0008114344716293034
296,0.0006532415213769127,0.0007409159107919551
297,0.000616925712488915,0.0007892813835710781
298,0.000644055535303778,0.00085294566130923
299,0.0006482573642729438,0.000820261821627355
300,0.0006312460385412453,0.0008252828674991249
