step,deepseek1.5b_sync_8gpu_entadapt_initial_lr1e-5-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_entadapt_lr1e-5-rollout_corr/training_log_ppl_step
239,0.09420060366921296,0.08554947709935545
240,0.09012402165908276,0.0799829758546801
241,0.08917058678343892,0.07954066844346622
242,0.08774092936005747,0.07781845463298098
243,0.09224785172740337,0.0843943425619121
244,0.08880529123381142,0.07856135253931154
245,0.08958643290409168,0.08296426258981228
246,0.08830527276732028,0.08288764782249927
247,0.08748349097246925,0.07986727054715934
248,0.08756515791728384,0.08118565139644172
249,0.0915955796901306,0.0818535247983943
250,0.08994834320831366,0.08072858235669977
251,0.08352832766051019,0.07290655591919937
252,0.08915228429991243,0.08108452687572155
253,0.08950378548996966,0.07844914024462923
254,0.0880317017890331,0.07881950289269703
255,0.08826248205353528,0.07629273373685364
256,0.08594399075289921,0.07673583983220547
257,0.08831223023922316,0.07833398731789834
258,0.08548574320905442,0.07384897211190075
259,0.08820785476439974,0.07702921797728936
260,0.09044310945041832,0.07784339714271482
261,0.08806329637411095,0.07932228671173411
262,0.08363992819660018,0.07386056920222472
263,0.0871730488181735,0.07577822342864238
264,0.08589854554511697,0.07578300094536068
265,0.08610006304330786,0.07926295340439538
266,0.08927967937382743,0.0793713196394585
267,0.08561726267881958,0.07755794400303706
268,0.08872877305257135,0.07526137546455074
269,0.09057609852198968,0.07923232516496564
270,0.08502343746963455,0.07624263744652668
271,0.09023554301495816,0.07911244802642614
272,0.08728565114312047,0.07757902073111231
273,0.08751318950228215,0.07754205029535419
274,0.09120185889552758,0.07990770638571121
275,0.08615867220214568,0.07682955413474701
276,0.08696613673375742,0.07792415076013035
277,0.08908834750764072,0.0833917633164674
278,0.0876841505361331,0.07723940044040016
279,0.08572292359682118,0.07651794610865181
280,0.09192110583270816,0.08166503778079014
281,0.09005409938150219,0.07776542247787195
282,0.08726449047851309,0.0749414240757081
283,0.08448562791519282,0.07542301315348596
284,0.08225807820313744,0.07308969629111187
285,0.08607841220509727,0.07485568922857055
286,0.08564809067692195,0.07488255535718054
287,0.08634829251095652,0.07594875181093812
288,0.08628465184692022,0.07604419691488147
289,0.08464312450219454,0.07507565788691864
290,0.08475445327878167,0.07242651560855115
291,0.08574718396385136,0.07227313994779253
292,0.08726135246944046,0.07270175466081127
293,0.08957344045602651,0.07434223682386801
294,0.0877871685018384,0.07175122493878006
295,0.08708144688862376,0.07332002912762062
296,0.08527977540242401,0.07042377768317237
297,0.0870144797100996,0.07201592238647314
298,0.08514529511532082,0.07191705665386774
299,0.08460069368482523,0.07052851879503577
300,0.08163176850013604,0.06919255357363499
