step,deepseek1.5b_sync_8gpu_entadapt_initial_lr1e-5-rollout_corr/rollout_ppl_step,deepseek1.5b_sync_8gpu_entadapt_lr1e-5-rollout_corr/rollout_ppl_step
88,1.2137111607939004,1.1948592875685011
89,1.2134463434869591,1.1872544214129448
90,1.2035582501973423,1.1835604320431865
91,1.2094872114134998,1.1861659589977491
92,1.2039173016714495,1.1843262874417837
93,1.206558391815279,1.189981127894202
94,1.214282358686129,1.190661509476957
95,1.1904985060294468,1.1720728260420616
96,1.1911516047659374,1.1598219329660588
97,1.2072911876298134,1.1844175665877588
98,1.2063166413988389,1.182343283579463
99,1.1966042200272733,1.1685065453251202
100,1.1931543946266174,1.1680819243192673
101,1.1932372589196478,1.1715478956006296
102,1.1913587326804798,1.1697307115509399
103,1.1764255662759149,1.1535616414177985
104,1.1921025021718097,1.1610648311674594
105,1.1805607645135177,1.157628048015268
106,1.1802363399077551,1.150710238313133
107,1.1800031496042556,1.1554512257377303
108,1.1732865238473529,1.1451413404373896
109,1.16602223349172,1.1368973024544262
110,1.1749015652707644,1.1418646836564654
111,1.1732687169597262,1.1470348827895664
112,1.1619633180208695,1.1368303393445365
113,1.168844644413438,1.1503621659108572
114,1.1622441389731,1.142646189956438
115,1.1562529624927609,1.142165309045373
116,1.1608410058986571,1.1477826671166853
117,1.1482574872672555,1.1350346594339324
118,1.155060787753361,1.1408040225505829
119,1.151393466036428,1.142879432770941
120,1.147897135805,1.135848547731127
121,1.149928969641527,1.139284782656809
122,1.1429399255485762,1.1259886721769967
123,1.1429092525726272,1.1285793337880112
124,1.138798945668069,1.1284291790591348
125,1.137294477969408,1.1298849859903024
126,1.1442537442559289,1.1301905377344652
127,1.133648345246911,1.1252794127911327
128,1.1303663104772568,1.1213168777525424
129,1.1324821898625013,1.1261231132916043
130,1.130297661504962,1.1288014833222737
131,1.137006971098128,1.128549204969948
132,1.125247509706588,1.122523033144799
133,1.1251544473426682,1.122343285855922
134,1.1232843441622598,1.1227201815871966
135,1.1276571923910184,1.127559248606364
136,1.1305976841184828,1.129511520266533
137,1.1142339298412915,1.1096132800660352
138,1.1169451374560595,1.114970943047887
139,1.125783572345972,1.1252385883830316
140,1.1252095940567195,1.120228923857212
141,1.1181087886414878,1.1123406089014476
142,1.115860628011899,1.114957630634308
143,1.1188323010758654,1.1158991657024204
144,1.122843948751688,1.1248845092274924
145,1.1163595296442508,1.1154617223549974
146,1.1236019397065755,1.1263508604632484
147,1.1216327374180155,1.1192457589010398
148,1.1121357813840955,1.1106784423192342
149,1.1094397339152129,1.1060269735753536
150,1.114052652567625,1.111668500096299
151,1.1178738128393888,1.1125124934646815
152,1.1111922007054091,1.1055942007473536
153,1.112590573909806,1.1091690280220723
154,1.1111017249169803,1.1069462815920512
155,1.1152969079046715,1.1092452179979193
156,1.110087793774721,1.1036687069995836
157,1.1128080148249864,1.1027926971966568
158,1.1104868904846468,1.1026539274237377
159,1.1175334762509277,1.1085439781573685
160,1.110467964339824,1.0947491870986092
161,1.108601420762993,1.092222206618475
162,1.112584877386689,1.0978479232977736
163,1.1098989153780587,1.09376606742541
164,1.1096102283114475,1.097842666913163
165,1.110947752992312,1.0997820770324664
166,1.10470743087076,1.0949253986279168
167,1.1102439673935494,1.0996228012927745
168,1.1052862319142318,1.0915436943372092
169,1.101817836239934,1.0899984680297896
170,1.1049085099782263,1.0927710954261862
171,1.103917089904227,1.0890835552759792
172,1.1039635451002554,1.0933990952041417
173,1.1026070054620505,1.0946470742875878
174,1.0981755380829177,1.0891745378789697
175,1.1057230372254443,1.0947578281164168
176,1.1027691247986584,1.0917088948190212
177,1.104578046500683,1.0916584604843096
178,1.1033857366578146,1.0944668448633617
179,1.0995146798945608,1.0868942341343923
180,1.0973019164055586,1.0866689405270984
181,1.1058197252452373,1.0906137824058533
182,1.1002791669479637,1.0843281977706485
183,1.098520839143367,1.084660760719668
184,1.099565195601161,1.0865203152809824
185,1.1031654538904747,1.088621924546632
186,1.10152084082365,1.0854717716574669
187,1.105287279933691,1.0937268412248655
188,1.1041163714094595,1.091741109995738
189,1.0971279133643423,1.0830698236823082
190,1.1043121584114577,1.088271212908957
191,1.0986875945871526,1.0882565346748931
192,1.0979282436675804,1.0848609043492212
193,1.0970471593595683,1.083201497115872
194,1.0966784225946125,1.0850487850282502
195,1.1015254757026347,1.0870770222761412
196,1.1007203972194253,1.0854367159984328
197,1.0983604442328214,1.0795583701269194
198,1.1004441617564722,1.087686938995665
199,1.093249584592524,1.0797197967767715
200,1.1003023861419587,1.0835755457018696
201,1.0935943941044253,1.0811300955035468
202,1.103129957209934,1.084887133403258
203,1.103771944235011,1.087292194705118
204,1.102122737941417,1.0864623852751472
205,1.1021738964609984,1.0869485096799003
206,1.099218254772628,1.0830496661365032
207,1.0982735224422957,1.0827292153103785
208,1.1005469550463287,1.087004164854685
209,1.1018274079921633,1.0869971855797549
210,1.0959269805086982,1.082541685713374
211,1.09848832183106,1.084704413678911
212,1.0989497179786365,1.0854385117689769
213,1.0931442742320625,1.0837407219021218
214,1.0933325394641522,1.084486986307994
215,1.096012986651281,1.0838038003580135
216,1.0964190374787262,1.0843985974788666
217,1.094188525563195,1.0856356071101296
218,1.0992158068851992,1.087344577020787
219,1.0928271082895142,1.0837283928109251
220,1.0947686731815338,1.0852354301706604
221,1.096176279442651,1.0846359419061782
222,1.094000602310354,1.08293438795954
223,1.0949979946017263,1.084004964193572
224,1.095295067967438,1.079867362652136
225,1.0977423709224572,1.0883333819067995
226,1.0952784670960336,1.0870744508245718
227,1.092717723122665,1.0828368183639316
228,1.095028619780097,1.0885150970324229
229,1.0948013534600085,1.0820229044184089
230,1.0940145956145393,1.0851491248729277
231,1.099173692423244,1.0889470810070634
232,1.097651376642964,1.089167334449788
233,1.0924932495799171,1.0807983114019684
234,1.0989854080336434,1.0853937721770743
235,1.0954588606607083,1.0847555587689082
236,1.0910723180305668,1.0789327294282292
237,1.0930558925583251,1.083546135088672
238,1.0969810451185982,1.082926177109281
239,1.0987295535477726,1.0891438999346323
240,1.0942230424503,1.082767651780792
241,1.0931564240261566,1.0823711327587566
242,1.091677113674408,1.0805874120282088
243,1.096597359939055,1.0878451761479178
244,1.0928848309487833,1.08148091254027
245,1.0936725143083308,1.0862090918421743
246,1.0921660009357663,1.0860018813610075
247,1.091265008563087,1.0830121620868642
248,1.0914335066363925,1.0843432924669725
249,1.09596564959396,1.0850394553675944
250,1.0939848924225026,1.0838515999469351
251,1.086815002124484,1.0752374565471774
252,1.0930503965778784,1.0842233412728015
253,1.0933852351847149,1.0813325441752872
254,1.091941270159512,1.0816620455847843
255,1.0922204606061758,1.078931858473354
256,1.0896182113460129,1.0792624472330012
257,1.0922577714636212,1.0811646046197934
258,1.0891893278984797,1.0762398525121364
259,1.0921630833933993,1.0797930900817332
260,1.0945741906762123,1.0805938728153706
261,1.091961814179307,1.0821203865731754
262,1.0871360651975457,1.076315676793456
263,1.0911455326610142,1.0784358344972134
264,1.0896100838009906,1.0781952431615518
265,1.0898390991443936,1.082200400841733
266,1.0933162542906674,1.0823041845341117
267,1.0892105954033988,1.080260252175124
268,1.092733458802104,1.0778926541407905
269,1.0948329662404408,1.0822364817494932
270,1.0886715744123905,1.0789670551076849
271,1.0942231122144432,1.0820348837971687
272,1.09109330974346,1.0804033741975825
273,1.0912198637213026,1.0802417763819296
274,1.0953524615182433,1.0827254556740322
275,1.0898323661901734,1.0795484070355694
276,1.090837312596185,1.080733903373281
277,1.0930445648052474,1.0868134582042694
278,1.0915018316618232,1.079987725863854
279,1.0893492847681046,1.0791927265624204
280,1.0961213789202948,1.084813972314199
281,1.0941133495597613,1.0805443149680891
282,1.0909927538255366,1.0774315418675542
283,1.088013004263242,1.077956726551056
284,1.085617719661622,1.0754108553638264
285,1.0897793892771004,1.0773346868033211
286,1.0892580813831754,1.0773628720641135
287,1.0901064392593172,1.0785430291295053
288,1.0899899631011776,1.0785812103748322
289,1.0881361961364746,1.0775057512521744
290,1.088482336225835,1.07461220990209
291,1.0894428221292274,1.0746202430129053
292,1.091028465003502,1.0750392508506774
293,1.0935788612033046,1.0768704572319985
294,1.0916413020255953,1.0739964711666108
295,1.0908439487218855,1.0756578107877657
296,1.088832748207179,1.0726449143886567
297,1.0908132238520518,1.0742501593103595
298,1.088796771707989,1.074153068311074
299,1.0880421428453353,1.072570068836212
300,1.0848897543143141,1.0711197368070189
