step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-training/response_len_p99_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-training/response_len_p99_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-training/response_len_p99_step,deepseek1.5b_fa_partial_lr1e-6-training/response_len_p99_step,deepseek1.5b_fa_partial_lr1e-5-training/response_len_p99_step
174,5738.5400390625,5646.49072265625,4746.01025390625,6859.17041015625,5332.05322265625
175,6393.005859375,5576.29150390625,4884.720703125,5374.17041015625,5409.81103515625
176,7076.681640625,5550.43115234375,5274,5575.17041015625,5278.5400390625
177,6774.33837890625,5385.4619140625,5316.162109375,5726.6201171875,5679.8603515625
178,5899.32421875,5512.3818359375,5162.240234375,6217.13330078125,5343.25048828125
179,5883.41064453125,5279.6201171875,5261.5400390625,5859.15185546875,5337.12109375
180,7154.49658203125,5468.79052734375,5245.77001953125,5501.09033203125,5109.85009765625
181,6143.17041015625,5673.48046875,4778.39013671875,6021.32421875,5548.13134765625
182,5815.322265625,6080.23779296875,4379.17041015625,6951.13330078125,5511.123046875
183,5452.12109375,5332.6201171875,4325.560546875,5522.01025390625,5444.69189453125
184,6906.99755859375,5579.77001953125,4429.5400390625,6294.97509765625,5321.7802734375
185,6204.97119140625,5415.640625,4447.47021484375,5944.162109375,5426.2421875
186,5890.0244140625,5258.81103515625,4766.080078125,5571.47021484375,5748.5810546875
187,5871.69189453125,5378.400390625,5033.39013671875,5930.080078125,5180.21142578125
188,6801.05126953125,5334.69189453125,5246.5400390625,5903.00390625,5798.2607421875
189,6801.09228515625,4933.01025390625,5128.17041015625,5648.44140625,5106.51123046875
190,6089.59521484375,5575.8623046875,5163.09033203125,6082.31201171875,5329.29150390625
191,6794.3037109375,5444.2421875,5098.7001953125,7162.67138671875,5377.880859375
192,7383.03076171875,5269.39013671875,5034.71044921875,6095.3408203125,5442.57080078125
193,6268.7802734375,5173.5400390625,4943.6201171875,5448.880859375,4741.3203125
194,5821.11083984375,5296.31005859375,5038.080078125,6057.9404296875,5169
195,6092.55029296875,5088.73095703125,5015.6201171875,6127.09033203125,5169.01025390625
196,6685.99169921875,5421.5419921875,4936.48046875,6027.89111328125,5369.8603515625
197,7031.322265625,5331.97119140625,4903.31005859375,6479.07177734375,5195.19091796875
198,6120.31201171875,5110.16015625,4958.080078125,5927.64453125,5245.720703125
199,6768.484375,5037.880859375,5154.6201171875,5827.9443359375,5426.41064453125
200,6579.4208984375,5248.79052734375,5146.5400390625,6478.080078125,5237.2216796875
201,6151.1005859375,5594.81103515625,5151.5400390625,5850.99169921875,5515.01220703125
202,5697.55029296875,5344.89111328125,5109.080078125,6885.43310546875,5176.5400390625
203,5294.79052734375,5100.2607421875,4955.77001953125,5741.8212890625,5390.9013671875
204,6324.51123046875,5365.85009765625,4864.39013671875,6118.97119140625,5207.283203125
205,6623.880859375,4959.080078125,4938.6201171875,5739.41064453125,5361.9013671875
206,6061.09033203125,5185.71044921875,4960.39013671875,5701.0205078125,5282.1005859375
207,5791.39013671875,5714.75146484375,5004.93017578125,6179.3818359375,5289.57080078125
208,6388.880859375,5288.640625,5032.31005859375,6086.19287109375,5449.0205078125
209,6049.79443359375,5459.01025390625,5113.85009765625,5565.43115234375,5257.080078125
210,5313.3203125,5360.31005859375,5157.8603515625,6179.361328125,5630.5009765625
211,5403.43115234375,5498.76171875,5169.16015625,5773.67333984375,5078.3818359375
212,5691.123046875,5452.03076171875,5038,6028.85009765625,5373.05126953125
213,5257.48046875,5262.3203125,4902.71044921875,5876.31005859375,5097.41064453125
214,5474.79248046875,5451.7822265625,4893,5667.001953125,5379.97119140625
215,5323.63232421875,5002.80078125,4839.85009765625,5514,5175.041015625
216,5896.5830078125,5423.28125,4979.560546875,5532.640625,5242
217,5369.99169921875,5405.44140625,5066.77001953125,5512.59130859375,5500.720703125
218,5361.48046875,5464.27099609375,5117.31005859375,5558.640625,5218.5400390625
219,4795.16015625,5335.16015625,5217.640625,6198.99365234375,5404.08203125
220,5136.89111328125,5536.11083984375,5214.080078125,5602.0615234375,5229.09033203125
221,5133.0205078125,5400.03076171875,5205.16015625,5616.23193359375,5223.33056640625
222,5553.33056640625,6095.3408203125,5048.01025390625,5757.5830078125,5948.04296875
223,5219.9404296875,5149.31005859375,4901.31005859375,5605,5503.1005859375
224,5203.89111328125,5379.1806640625,4790.31005859375,5501.19091796875,5481.73291015625
225,5133.53173828125,5413.01025390625,4832.48046875,6218.642578125,5703.85009765625
226,4841.2607421875,5450.09033203125,4845.5400390625,5901.31201171875,5195.41064453125
227,4952.27099609375,5137.85009765625,5026.9404296875,6220.59130859375,5465.93017578125
228,5253.31005859375,5502.71044921875,5025.47021484375,6464.0634765625,5372.29345703125
229,5264.560546875,5258.65087890625,5182.5400390625,5499.93017578125,5378.67138671875
230,4694.640625,5059.240234375,5217.080078125,5443.17041015625,5223.8623046875
231,4850.51123046875,5246.87060546875,5155.77001953125,5427.17236328125,5751.85009765625
232,4653.49072265625,5276.77001953125,5103,5724.77197265625,4968.9013671875
233,4960.35302734375,4927.720703125,4996.6201171875,5282.93017578125,5542.99365234375
234,5303.17236328125,5009.5400390625,4924.7001953125,5362.16015625,4755.400390625
235,4703.51123046875,5016.6201171875,4914.240234375,5634.841796875,5101.71044921875
236,4572.6201171875,5039.880859375,4938,5862.0205078125,5018.47021484375
237,4748.65087890625,5421.77001953125,5017.39013671875,7229.47021484375,5289.7001953125
238,4998.201171875,5508.09228515625,5111.080078125,5605.85009765625,5647.7802734375
239,4886.33056640625,5318.19091796875,5152.31005859375,5584.681640625,4808
240,4880.041015625,5436.17041015625,5173.080078125,6023.47216796875,5115.5400390625
241,4742.44140625,5251.55029296875,5163.16015625,5574.921875,4993.93017578125
242,5280.9013671875,5313.67138671875,5111.6201171875,5745.17041015625,5352.3203125
243,4700,5341.3818359375,4983.77001953125,5356.95068359375,4621.31005859375
244,4625.16015625,5446.71044921875,4949,6370.01025390625,5264.8603515625
245,4622.77001953125,5322.11083984375,4937.77001953125,5866.81298828125,4779.73095703125
246,4658.48046875,5424,4987.080078125,5451.681640625,5714.31201171875
247,4941.85205078125,5322.7021484375,5025.7001953125,6286.841796875,5602.16015625
248,4687.9609375,5131.55029296875,5093.85009765625,5446.77001953125,5201.63037109375
249,4577.640625,5221.37158203125,5129,6093.09033203125,5443.25048828125
250,4810.17041015625,5679.560546875,5149.77001953125,6042.16015625,5472.04296875
251,4653.63037109375,5442.640625,5176.39013671875,5834.08203125,5005.5400390625
252,4848.3408203125,5642.203125,5094.31005859375,5767.85009765625,5811.93017578125
253,4928.3203125,5727.16015625,4995.77001953125,5874.720703125,4969.1806640625
254,5007.525390625,5078,4972.31005859375,5881.77001953125,5610.63037109375
255,4753.85009765625,5226.16015625,4985.85009765625,5659.73095703125,5396.5400390625
256,5094.6201171875,5156.77001953125,5022.85009765625,5678.45361328125,5253.69189453125
257,5047.71044921875,5247.6201171875,5067.5400390625,6094.05322265625,5338.47021484375
258,5232.3408203125,5362.361328125,5129.01025390625,5770.75146484375,5142.77001953125
259,5211.71044921875,5134.43115234375,5173.5400390625,6151.49072265625,5380.41064453125
260,5607.31005859375,5502.03076171875,5190.77001953125,6102.39013671875,5657.49072265625
261,5285.97119140625,5356.81103515625,5142.85009765625,5914.8251953125,5281.91162109375
262,5262.73095703125,5428.8603515625,5011.77001953125,5815.9404296875,5609.65087890625
263,5095.09033203125,5118.73095703125,4961.77001953125,5409.16015625,4923.17041015625
264,5189.21142578125,5270.44140625,4977.5400390625,5521.681640625,5943.68359375
265,5069.95068359375,5337.25048828125,5039.77001953125,5667.16015625,5416.6611328125
266,5396.44140625,5270.63037109375,5086.31005859375,5685.7001953125,5520.0205078125
267,5201.240234375,5203.73095703125,5154,5593.9423828125,5369.7802734375
268,5247.921875,5165.9609375,5171.5400390625,5719.1416015625,5746.31396484375
269,5632.041015625,4925.240234375,5161.31005859375,5916.240234375,5349.642578125
270,5282.7802734375,5050.11083984375,5051,5354.17236328125,5157.7802734375
271,5387.3408203125,4761.55029296875,4994.5400390625,5561.75146484375,5286
272,5297.7822265625,5635.5400390625,5028,6971.8046875,5723.3203125
273,5350.67138671875,4932.080078125,5088.39013671875,5342.25048828125,5144
274,5238,5411.48046875,5118,5772.05126953125,5364.9462890625
275,5686.8232421875,5500.91162109375,5146.77001953125,5954.93017578125,5723.8603515625
276,5488.4619140625,5170.400390625,5168.6201171875,5984.17041015625,5353.521484375
277,5280,5389.77392578125,5168.85009765625,5828.16015625,5413.97119140625
278,5303.28125,5603.79052734375,5082.77001953125,5933.21142578125,4970.400390625
279,5566.6201171875,5063.361328125,5012,5577.17041015625,5661.03076171875
280,5630.73095703125,4973,5028.5400390625,5452.240234375,5529.0615234375
281,5611.01025390625,5356.4208984375,5066.5400390625,5762.9609375,5640.09033203125
282,5458.962890625,4925.3408203125,5099.77001953125,5730.89111328125,5862.84375
283,5380.240234375,4777.16015625,5126.080078125,5513.3818359375,5355.640625
284,5560.7001953125,5193.76171875,5149,5973.27099609375,5851.13134765625
285,5283.77001953125,5172.7001953125,5166.080078125,5892.9609375,5355.43115234375
286,5684.71044921875,5208.43115234375,5112.5400390625,5793.9423828125,5892.31005859375
287,5461.7412109375,5445.03076171875,5041.080078125,6024.27099609375,5390.47021484375
288,5588.48046875,5137.5009765625,5046,5685.240234375,5771.3427734375
289,5632.400390625,5091.97119140625,5075,6119.21533203125,5763.240234375
290,5655.39208984375,5304.93017578125,5123.5400390625,5878.03076171875,5781.57470703125
291,5621.17041015625,5083.93017578125,5142.5400390625,5677.63037109375,6342.11669921875
292,5622.49072265625,5262.27099609375,5158.31005859375,6407.2626953125,6091.41064453125
293,5416.5830078125,5108.17236328125,5146.5400390625,5806.1416015625,6406.6650390625
294,5657.65087890625,5276.45166015625,5088.77001953125,5977.6611328125,5185.2607421875
295,5771.48046875,4936.16015625,5065.77001953125,5555.080078125,6347.41064453125
296,5177.080078125,5106.35107421875,5091,6227.880859375,5635.0615234375
297,5504.21142578125,5026.7001953125,5126,5362.041015625,5309.28125
298,6236.91748046875,5176.85009765625,5162,6153.53369140625,6097.09228515625
299,5380.17041015625,5022.0615234375,5172.5400390625,5783.72265625,6336.47021484375
300,5317.8603515625,5173.13134765625,5130.77001953125,6027.7412109375,5585.17041015625
