step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-training/eos_log_prob_mean_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-training/eos_log_prob_mean_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-training/eos_log_prob_mean_step,deepseek1.5b_fa_partial_lr1e-6-training/eos_log_prob_mean_step,deepseek1.5b_fa_partial_lr1e-5-training/eos_log_prob_mean_step
66,-0.01885858364403248,-0.010757455602288246,-7.293909549713135,-0.0787493884563446,-0.006488259416073561
67,-0.021249549463391304,-0.01088562235236168,-7.318502426147461,-0.07810284942388535,-0.00809948518872261
68,-0.04513097181916237,-0.017452312633395195,-7.2221999168396,-0.07118777930736542,-0.02584593929350376
69,-0.02426108717918396,-0.009066899307072164,-7.071882724761963,-0.06643293052911758,-0.005807853769510984
70,-0.022943824529647827,-0.016391733661293983,-6.898468017578125,-0.06339383125305176,-0.010523876175284386
71,-0.015549582429230211,-0.013568805530667303,-6.849376678466797,-0.07916679978370667,-0.011970890685915949
72,-0.04169141501188278,-0.013400593772530556,-6.837602138519287,-0.07924908399581909,-0.010683170519769192
73,-0.038910772651433945,-0.012533861212432384,-6.878549575805664,-0.07920383661985397,-0.007336575537919998
74,-0.02451846189796925,-0.005544094368815422,-7.020223617553711,-0.07168015837669373,-0.013491716235876083
75,-0.02495392225682735,-0.01839249767363071,-7.231276035308838,-0.08817172795534134,-0.01579178124666214
76,-0.02535703219473362,-0.011738045141100883,-7.40510368347168,-0.0703069195151329,-0.009428564459085464
77,-0.02965906262397766,-0.008874570950865746,-7.467453956604004,-0.08453138172626495,-0.01127494778484106
78,-0.04544151574373245,-0.020254967734217644,-7.444372177124023,-0.08319924026727676,-0.022502124309539795
79,-0.019703958183526993,-0.012477660551667212,-7.298197746276856,-0.07733290642499924,-0.004380265716463327
80,-0.024845527485013008,-0.007974112406373024,-7.143445014953613,-0.06114543229341507,-0.009149597957730292
81,-0.04048396274447441,-0.006374325603246689,-7.031241416931152,-0.08780816197395325,-0.006298538763076067
82,-0.025157993659377095,-0.006493811961263418,-7.029307842254639,-0.07103870809078217,-0.007699951995164156
83,-0.03448231518268585,-0.007432236336171627,-7.116386413574219,-0.08096033334732056,-0.004773289430886507
84,-0.07308172434568405,-0.007403223309665918,-7.207232475280762,-0.07164930552244186,-0.011485792696475984
85,-0.0652177631855011,-0.009888445027172564,-7.320383548736572,-0.07498494535684586,-0.008011860772967339
86,-0.01701887510716915,-0.006699088029563427,-7.465178489685059,-0.08554457873106003,-0.009806742891669272
87,-0.0302220918238163,-0.01115170307457447,-7.481510162353516,-0.09312494099140169,-0.008127698674798012
88,-0.07192715257406235,-0.006329250056296587,-7.402349472045898,-0.06743086874485016,-0.005515052005648613
89,-0.04544457793235779,-0.007241733372211456,-7.307330131530762,-0.06161483749747276,-0.007023029029369354
90,-0.04032488167285919,-0.00962061621248722,-7.224743843078613,-0.08112719655036926,-0.006572591606527567
91,-0.03305274248123169,-0.009450246579945087,-7.221108913421631,-0.09057966619729996,-0.0057890526950359344
92,-0.06318441778421402,-0.009570898488163948,-7.3363871574401855,-0.07592602074146271,-0.010349560528993608
93,-0.05950366705656051,-0.007123754359781742,-7.372104644775391,-0.04680296778678894,-0.002023150445893407
94,-0.05370552092790603,-0.011520866304636002,-7.526983261108398,-0.04821690171957016,-0.0024684742093086243
95,-0.06039872020483017,-0.008946671150624752,-7.610362529754639,-0.05740318074822426,-0.0019500680500641463
96,-0.10159797221422195,-0.013501818291842936,-7.569828510284424,-0.07426551729440689,-0.002674645511433482
97,-0.06783834099769592,-0.006517044734209776,-7.488393783569336,-0.05439040437340736,-0.00179237627889961
98,-0.029841996729373932,-0.012024233117699625,-7.375699043273926,-0.06894480437040329,-0.009929114952683449
99,-0.03451219201087952,-0.006579158362001181,-7.266366958618164,-0.06762339174747467,-0.003697544801980257
100,-0.07375245541334152,-0.008780140429735184,-7.243232727050781,-0.05463788658380509,-0.0032297808211296797
101,-0.07151519507169724,-0.00861128605902195,-7.319781303405762,-0.07148489356040955,-0.0012105883797630668
102,-0.044689007103443146,-0.006731073837727308,-7.357211112976074,-0.05252440273761749,-0.004966025706380606
103,-0.05454883351922035,-0.012674709782004356,-7.364385604858398,-0.04858579486608505,-0.004884278867393732
104,-0.07124413549900055,-0.004242126829922199,-7.41170072555542,-0.06177307665348053,-0.004989128094166517
105,-0.09914866089820862,-0.004410766065120697,-7.4020771980285645,-0.04148145392537117,-0.008649934083223343
106,-0.026106923818588257,-0.008070312440395355,-7.35213041305542,-0.050516631454229355,-0.003995826467871666
107,-0.06320340186357498,-0.009946528822183607,-7.233656883239746,-0.05101499333977699,-0.005064685828983784
108,-0.13226723670959473,-0.00809439830482006,-7.272110462188721,-0.048370927572250366,-0.0027141275350004435
109,-0.1134468838572502,-0.00990499835461378,-7.304942607879639,-0.05892716348171234,-0.003596723778173327
110,-0.05546557903289795,-0.017376553267240524,-7.414124488830566,-0.054729267954826355,-0.013157890178263187
111,-0.1211199313402176,-0.0198505911976099,-7.491507053375244,-0.0641782209277153,-0.008646208792924881
112,-0.21492283046245575,-0.009165086783468723,-7.362770080566406,-0.06601656228303909,-0.0027265397366136312
113,-0.1829630732536316,-0.0049813357181847095,-7.2906575202941895,-0.030992068350315097,-0.00182867213152349
114,-0.17331059277057648,-0.006987921427935362,-7.267262935638428,-0.04910457134246826,-0.00143849803134799
115,-0.09570630639791489,-0.003659044858068228,-7.188770771026611,-0.035253606736660004,-0.0025884448550641537
116,-0.2081632912158966,-0.0042553190141916275,-7.275959014892578,-0.02770920097827911,-0.0048770597204566
117,-0.1247112900018692,-0.006074391771107912,-7.261712551116943,-0.03994147479534149,-0.0040353285148739815
118,-0.053675416857004166,-0.0014014876214787364,-7.264248847961426,-0.032148029655218124,-0.002082185819745064
119,-0.05246187001466751,-0.005626454018056393,-7.067717552185059,-0.04178560525178909,-0.0029532811604440212
120,-0.23151490092277527,-0.011784800328314304,-6.895904064178467,-0.04875954240560531,-0.007189496885985136
121,-0.1991703510284424,-0.010469241067767143,-6.828641891479492,-0.031046733260154724,-0.0057778735645115376
122,-0.03923892229795456,-0.014560629613697529,-6.819833278656006,-0.04276662319898605,-0.003781196428462863
123,-0.09907951951026917,-0.008840159513056278,-7.141347408294678,-0.0367533341050148,-0.006369305308908224
124,-0.17917540669441223,-0.011878611519932749,-6.863781452178955,-0.0327548049390316,-0.005520830862224102
125,-0.13515152037143707,-0.015932995826005936,-6.497462272644043,-0.04547743871808052,-0.012300179339945316
126,-0.08199387788772583,-0.005909586325287819,-6.289216041564941,-0.028674794360995293,-0.00961393117904663
127,-0.12520021200180054,-0.010536222718656065,-6.334104061126709,-0.03202364966273308,-0.014087464660406113
128,-0.18516941368579865,-0.006235344801098108,-6.265787124633789,-0.03751981258392334,-0.013576519675552843
129,-0.16093118488788605,-0.010833091102540491,-6.310445785522461,-0.0338781401515007,-0.01274572405964136
130,-0.05158326029777527,-0.004922252148389816,-6.568124771118164,-0.03916733339428902,-0.01130148395895958
131,-0.08310320228338242,-0.003876057220622897,-6.896639347076416,-0.027317281812429428,-0.008496972732245922
132,-0.15692967176437378,-0.007540051359683275,-7.028505325317383,-0.02875271439552307,-0.007348351646214724
133,-0.19660721719264984,-0.004532501567155123,-7.261785984039307,-0.027804195880889893,-0.015787439420819283
134,-0.06484272330999374,-0.009545298293232918,-7.322840690612793,-0.02829555980861187,-0.036819830536842346
135,-0.10476192831993104,-0.004449206870049238,-7.380648136138916,-0.033974532037973404,-0.009284920059144495
136,-0.15300600230693817,-0.004799123387783766,-7.29292106628418,-0.01872420497238636,-0.015893610194325447
137,-0.12317843735218048,-0.0070411572232842445,-7.21737003326416,-0.018491679802536964,-0.013253683224320412
138,-0.06620008498430252,-0.0041604372672736645,-6.974518775939941,-0.017229821532964706,-0.017853226512670517
139,-0.09776680916547777,-0.004295038990676403,-7.051115036010742,-0.028296418488025665,-0.017603356391191483
140,-0.2177965342998505,-0.010155652649700642,-6.908786773681641,-0.03480036184191704,-0.02203811332583427
141,-0.16613055765628815,-0.007438221480697393,-6.6615400314331055,-0.04927852377295494,-0.027656562626361847
142,-0.06362323462963104,-0.0038639381527900696,-6.146160125732422,-0.027952253818511963,-0.0379694439470768
143,-0.11993657052516936,-0.00870933011174202,-6.369246006011963,-0.01659391261637211,-0.03610394895076752
144,-0.1559920459985733,-0.007506754249334335,-6.448838710784912,-0.03238218277692795,-0.012682374566793442
145,-0.12206993997097015,-0.002059899503365159,-5.885055065155029,-0.028889991343021393,-0.008970139548182487
146,-0.06441791355609894,-0.009784781374037266,-5.720893859863281,-0.042325928807258606,-0.018509557470679283
147,-0.07579516619443893,-0.007158925291150808,-5.947359561920166,-0.022682590410113335,-0.005262554623186588
148,-0.19495370984077456,-0.007354656234383583,-5.686894416809082,-0.04075196012854576,-0.006451672874391079
149,-0.2188839614391327,-0.00811532512307167,-6.604665279388428,-0.027075817808508873,-0.005406290292739868
150,-0.053766801953315735,-0.009680219925940037,-8.122838020324707,-0.03138081356883049,-0.00613466976210475
151,-0.05463338270783424,-0.006210447289049625,-9.552919387817385,-0.023606855422258377,-0.01770930364727974
152,-0.16281284391880035,-0.008667204529047012,-9.473578453063965,-0.028137292712926865,-0.00369209167547524
153,-0.1505483835935593,-0.0036875270307064056,-9.524560928344728,-0.019312581047415733,-0.0035759489983320236
154,-0.15696123242378235,-0.008386128582060337,-9.203519821166992,-0.028026005253195763,-0.003716388950124383
155,-0.19658474624156952,-0.004269461613148451,-9.023805618286133,-0.020927585661411285,-0.004103506915271282
156,-0.1917734891176224,-0.00295681762509048,-8.900221824645996,-0.023616790771484375,-0.004205063451081514
157,-0.10982192307710648,-0.008060550317168236,-8.624783515930176,-0.03199654072523117,-0.0019622088875621557
158,-0.08282235264778137,-0.008877651765942574,-8.509883880615234,-0.023861827328801155,-0.004840839188545942
159,-0.05492846667766571,-0.011998633854091167,-8.405686378479004,-0.021976716816425323,-0.0020833846647292376
160,-0.12676270306110382,-0.0031954580917954445,-8.203181266784668,-0.025174010545015335,-0.00965393427759409
161,-0.09719645977020264,-0.008030710741877556,-8.018268585205078,-0.03374624252319336,-0.006679074838757515
162,-0.052497174590826035,-0.00602122163400054,-8.000590324401855,-0.027532566338777546,-0.002283040201291442
163,-0.08420602977275848,-0.0037302004639059305,-7.769639015197754,-0.017971504479646683,-0.003721395973116159
164,-0.3293376863002777,-0.0018539313459768891,-7.685200691223144,-0.027414869517087936,-0.013629576191306114
165,-0.25293755531311035,-0.005820996128022671,-7.481228828430176,-0.0226641409099102,-0.008409411646425724
166,-0.11406522244215012,-0.006293959449976683,-7.252742767333984,-0.03207465633749962,-0.024139435961842537
167,-0.09286315739154816,-0.00827827863395214,-7.018095016479492,-0.02832450158894062,-0.005323288030922413
168,-0.1311582326889038,-0.005749437026679516,-6.938172340393066,-0.027654659003019333,-0.00875876471400261
169,-0.1208350509405136,-0.003629862330853939,-6.909072399139404,-0.03131783381104469,-0.0033897783141583204
170,-0.05010969564318657,-0.0032441061921417713,-6.982474327087402,-0.020358579233288765,-0.010125018656253816
171,-0.07123345136642456,-0.0065639447420835495,-7.111992835998535,-0.015617460943758488,-0.0019211210310459137
172,-0.2768889367580414,-0.0041908943094313145,-7.201160430908203,-0.024098917841911316,-0.0018844585865736008
173,-0.21429955959320068,-0.004007416777312756,-7.296608924865723,-0.01820659264922142,-0.002718210685998202
174,-0.2692195475101471,-0.007016448769718409,-7.408936023712158,-0.02582063339650631,-0.003369887825101614
175,-0.2461344301700592,-0.009323552250862122,-7.482877254486084,-0.015039565972983835,-0.009088162332773209
176,-0.2577388286590576,-0.009065470658242702,-7.468526363372803,-0.020498357713222504,-0.006523747928440571
177,-0.2515406012535095,-0.006403656210750341,-7.604162216186523,-0.04098638892173767,-0.0071252333000302315
178,-0.14131392538547516,-0.0060381763614714146,-7.59451961517334,-0.017766641452908516,-0.0028676430229097605
179,-0.1061570644378662,-0.002195467706769705,-7.5096211433410645,-0.024314599111676216,-0.004660828039050102
180,-0.2056650072336197,-0.004137043375521898,-7.468024730682373,-0.017450246959924698,-0.013453290797770023
181,-0.1404130756855011,-0.0013177503133192658,-7.414869785308838,-0.025835352018475533,-0.0058739399537444115
182,-0.1573634892702103,-0.003262423677369952,-7.316882133483887,-0.024639226496219635,-0.005789672955870628
183,-0.07566714286804199,-0.0016551066655665636,-7.32950496673584,-0.01845012605190277,-0.0020452484022825956
184,-0.13051044940948486,-0.004890369717031717,-7.305801391601563,-0.02458157204091549,-0.005189969670027494
185,-0.1221192702651024,-0.004913392476737499,-7.405423641204834,-0.034402236342430115,-0.01374077145010233
186,-0.13802070915699005,-0.0061114816926419735,-7.369690418243408,-0.025989403948187828,-0.009660081006586552
187,-0.21179598569869995,-0.004438263829797506,-7.40513277053833,-0.029549648985266685,-0.010049990378320215
188,-0.20754694938659668,-0.003243635408580303,-7.388517379760742,-0.036688439548015594,-0.004350048024207354
189,-0.15603598952293396,-0.003737824503332377,-7.52710485458374,-0.020804433152079586,-0.021085361018776897
190,-0.1242569386959076,-0.015008578076958656,-7.4710211753845215,-0.0203848946839571,-0.0022096855100244284
191,-0.16499540209770203,-0.003504965454339981,-7.363622188568115,-0.02448117360472679,-0.01637684553861618
192,-0.13158535957336426,-0.0013492127181962132,-7.445479869842529,-0.024946507066488263,-0.01544725801795721
193,-0.11877713352441788,-0.004112010356038809,-7.435870170593262,-0.013697894290089607,-0.00848484504967928
194,-0.06507677584886551,-0.005147124640643597,-7.43507719039917,-0.017701825127005577,-0.003223598701879382
195,-0.11930835992097856,-0.004015182610601187,-7.424335479736328,-0.017461204901337624,-0.003053199965506792
196,-0.15754275023937225,-0.0027736162301152945,-7.39720344543457,-0.020625080913305283,-0.016344066709280014
197,-0.16462619602680206,-0.0060671474784612656,-7.4280595779418945,-0.019228626042604446,-0.013889040797948836
198,-0.091860830783844,-0.003925777971744537,-7.462843418121338,-0.017750145867466927,-0.009599019773304462
199,-0.0918889120221138,-0.0030940407887101173,-7.492991447448731,-0.02201615460216999,-0.012854484841227531
200,-0.10261505842208862,-0.004616931080818176,-7.378922462463379,-0.015620586462318896,-0.010184540413320065
201,-0.09764625877141953,-0.007386681158095598,-7.43556022644043,-0.016118543222546577,-0.007614031434059143
202,-0.08489298075437546,-0.007318041287362576,-7.331315517425537,-0.019461123272776604,-0.031486790627241135
203,-0.12808771431446075,-0.007991400547325611,-7.37505578994751,-0.02705284394323826,-0.008508137427270412
204,-0.13106772303581238,-0.016501912847161293,-7.380325794219971,-0.019191863015294075,-0.01372342463582754
205,-0.14951951801776886,-0.0009040382574312388,-7.408845901489258,-0.01570100709795952,-0.012896472588181496
206,-0.0882977768778801,-0.003736023558303714,-7.3538947105407715,-0.023515280336141583,-0.019420869648456573
207,-0.08103356510400772,-0.004985451698303223,-7.312796592712402,-0.02006792277097702,-0.017993854358792305
208,-0.15261223912239075,-0.0071103498339653015,-7.338406562805176,-0.015002456493675709,-0.007809786591678858
209,-0.16007448732852936,-0.0019070868147537112,-7.32085371017456,-0.017109865322709084,-0.014622864313423634
210,-0.10199207067489624,-0.004655060824006796,-7.262206077575684,-0.0266481451690197,-0.003702265676110983
211,-0.09607395529747008,-0.003580182092264294,-7.237805366516113,-0.0204843208193779,-0.012871213257312776
212,-0.07600942254066467,-0.0019344778265804052,-7.315602302551269,-0.0271059051156044,-0.03325934708118439
213,-0.11172675341367722,-0.003999031614512205,-7.266386032104492,-0.015091354958713056,-0.013619210571050644
214,-0.07990553230047226,-0.004263296257704496,-7.311404228210449,-0.013324958272278307,-0.026376469060778614
215,-0.09195523709058762,-0.00041314781992696226,-7.267551422119141,-0.007518446072936058,-0.008029185235500336
216,-0.11720776557922365,-0.004586661234498024,-7.271909236907959,-0.01959836483001709,-0.00873278547078371
217,-0.10277432203292848,-0.008031654171645641,-7.172207832336426,-0.015722062438726425,-0.014056270010769367
218,-0.04166567698121071,-0.006496084854006767,-7.18976354598999,-0.020219482481479645,-0.0159342959523201
219,-0.10848760604858398,-0.005459701642394066,-7.154932498931885,-0.015318077988922596,-0.009422673843801022
220,-0.085639588534832,-0.002505896613001823,-7.089140892028809,-0.009716063737869264,-0.018577154725790024
221,-0.0791514664888382,-0.004402415361255407,-7.035440444946289,-0.006796104833483696,-0.0053792474791407585
222,-0.06025800108909607,-0.006779675371944904,-7.098196029663086,-0.01252055447548628,-0.0198720321059227
223,-0.10408980399370192,-0.0019814660772681236,-7.105197429656982,-0.011170427314937116,-0.010198143310844898
224,-0.14629647135734558,-0.000857414910569787,-7.102960109710693,-0.007431176956743002,-0.002359283389523626
225,-0.10502427071332932,-0.009562634862959383,-7.125205993652344,-0.01698940433561802,-0.027005182579159737
226,-0.08632136881351471,-0.0037796765100210905,-7.022818565368652,-0.011586869135499,-0.01749318651854992
227,-0.0746687576174736,-0.00855642557144165,-7.016088008880615,-0.016514774411916733,-0.010739238932728767
228,-0.1275043785572052,-0.002552563091740012,-6.913419723510742,-0.012517661787569525,-0.021973857656121257
229,-0.1527901589870453,-0.00573468254879117,-6.835970878601074,-0.010338453575968742,-0.021107111126184464
230,-0.08650510013103485,-0.006251032929867506,-6.860167503356934,-0.014855985529720783,-0.005583149380981922
231,-0.08097133785486221,-0.006729011423885822,-6.8078837394714355,-0.008337613195180893,-0.01525391824543476
232,-0.08536848425865173,-0.005898244678974152,-6.884664058685303,-0.03335662558674812,-0.01511350180953741
233,-0.0768452137708664,-0.00186748499982059,-6.888360023498535,-0.008843190036714077,-0.0038248691707849503
234,-0.06489387154579163,-0.0016187932342290878,-6.891148567199707,-0.009698405861854551,-0.0024737075436860323
235,-0.09453172236680984,-0.006431689485907555,-6.914373874664307,-0.007258592639118433,-0.006406089756637812
236,-0.052845343947410583,-0.00024918915005400777,-6.787597179412842,-0.016230842098593712,-0.005260968580842018
237,-0.045771196484565735,-0.0015290180454030633,-6.832252502441406,-0.018714791163802147,-0.017804289236664772
238,-0.10305117070674896,-0.004361200146377087,-6.637625694274902,-0.02949187159538269,-0.017787380144000053
239,-0.04326802119612694,-0.0032367471139878035,-6.576736927032471,-0.011426983401179314,-0.017071940004825592
240,-0.13543042540550232,-0.005568621214479208,-6.615359783172607,-0.013020929880440235,-0.014206631109118462
241,-0.15359611809253693,-0.0015119314193725586,-6.466974258422852,-0.010637649334967136,-0.02026095986366272
242,-0.14462141692638397,-0.004208324942737818,-6.583308219909668,-0.01113862730562687,-0.023393988609313965
243,-0.07513850927352905,-0.0034671302419155836,-6.612886905670166,-0.007318323012441397,-0.033256467431783676
244,-0.12643767893314362,-0.0027117093559354544,-6.695383548736572,-0.01376762054860592,-0.02748846635222435
245,-0.07157090306282043,-0.0003882580203935504,-6.59276008605957,-0.01129174791276455,-0.0431077778339386
246,-0.09754235297441484,-0.0032932027243077755,-6.567119598388672,-0.017700769007205963,-0.021458107978105545
247,-0.11607182770967484,-0.0020830263383686543,-6.467370986938477,-0.01076838094741106,-0.02918928675353527
248,-0.17004062235355377,-0.001341213472187519,-6.32690954208374,-0.007962170988321304,-0.029932530596852303
249,-0.14742934703826904,-0.0015722563257440925,-6.139946937561035,-0.01028471253812313,-0.028683673590421677
250,-0.07649535685777664,-0.006948681548237801,-6.16029167175293,-0.013482587411999702,-0.030590053647756577
251,-0.14159239828586578,-0.005774529185146093,-6.1075358390808105,-0.008632217533886433,-0.032769665122032166
252,-0.12432976067066193,-0.004383406136184931,-6.1074323654174805,-0.02407403662800789,-0.03982091695070267
253,-0.095160074532032,-0.001227041007950902,-6.2760138511657715,-0.008076859638094902,-0.040187787264585495
254,-0.09931642562150957,-0.008927317336201668,-6.199947834014893,-0.015455853193998337,-0.03965221717953682
255,-0.15037581324577332,-0.008407636545598507,-6.05130672454834,-0.008835222572088242,-0.05400364473462105
256,-0.18688435852527616,-0.0036142277531325817,-6.0127081871032715,-0.011789057403802872,-0.0315120704472065
257,-0.16388508677482605,-0.004845797549933195,-5.801070690155029,-0.015225986950099468,-0.04222109541296959
258,-0.1988028883934021,-0.000828517775516957,-5.835233211517334,-0.00763882789760828,-0.03029438853263855
259,-0.10845845192670822,-0.0004026448295917362,-5.7908830642700195,-0.005597720388323069,-0.04728323221206665
260,-0.1322466880083084,-0.0013456741580739615,-5.791306495666504,-0.0124337961897254,-0.06684914976358414
261,-0.15570196509361267,-0.008251423016190529,-5.742013454437256,-0.01259872317314148,-0.027306973934173584
262,-0.15746665000915527,-0.0016443111235275865,-5.803099632263184,-0.004278913605958223,-0.04247412830591202
263,-0.10435078293085098,-0.003280267585068941,-5.729886054992676,-0.0063115921802818775,-0.027497343719005585
264,-0.12300873547792436,-0.005267146043479443,-5.779902458190918,-0.0065707555040717125,-0.02811308763921261
265,-0.16665492951869965,-0.0020700152963399887,-5.568735599517822,-0.008518710732460022,-0.043533843010663986
266,-0.09946686774492264,-0.0037980349734425545,-5.6248650550842285,-0.014016272500157356,-0.013335581868886948
267,-0.11434483528137208,-0.0012967545771971345,-5.474034309387207,-0.009847939014434814,-0.026198767125606537
268,-0.12784866988658905,-0.003084169235080481,-5.605861663818359,-0.00769196730107069,-0.0337822288274765
269,-0.11663553863763808,-0.0028434249106794596,-5.613190650939941,-0.010808625258505344,-0.015695057809352875
270,-0.18255671858787537,-0.002946135587990284,-5.544791221618652,-0.00747510651126504,-0.030941668897867203
