step,deepseek1.5b_sync_8gpu_lr3e-6-training/rollout_probs_diff_std_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-training/rollout_probs_diff_std_step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-training/rollout_probs_diff_std_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-training/rollout_probs_diff_std_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-training/rollout_probs_diff_std_step,deepseek1.5b_sync_8gpu_lr5e-6-training/rollout_probs_diff_std_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-training/rollout_probs_diff_std_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-training/rollout_probs_diff_std_step,deepseek1.5b_fa_partial_lr1e-6-training/rollout_probs_diff_std_step,deepseek1.5b_fa_partial_lr1e-5-training/rollout_probs_diff_std_step,deepseek1.5b_sync_lr1e-5-training/rollout_probs_diff_std_step,deepseek1.5b_sync_lr1e-6-training/rollout_probs_diff_std_step
59,0.008139295503497124,0.008139373734593391,0,0.008376967161893845,0,0.008202065713703632,0,4.88035220769234e-06,0,0,0.008359198458492756,0.00791559275239706
60,0.008302375674247742,0.008294872008264065,0,0.008444164879620075,0,0.008369553834199905,0,,0,0,0.008519045077264309,0.008019224740564823
61,0.008299660868942738,0.008223190903663635,0,0.00845743902027607,0,0.008267675526440144,0,3.5482757994032e-06,0,0,0.008481954224407673,0.008010884746909142
62,0.008228997699916363,0.008225003257393837,0,0.0084109241142869,0,0.008247262798249722,0,3.0666922157251975e-06,0,0,0.00837444793432951,0.00801400188356638
63,0.008212625049054623,0.008170850574970245,0,0.008436762727797031,0,0.008195674978196621,0,3.479053020782885e-06,0,0,0.008350886404514313,0.007942171767354012
64,0.008318385109305382,0.008365176618099213,0,0.008485044352710247,0,0.00833454355597496,0,5.166064511286095e-06,0,0,0.008502339944243431,0.008043254725635052
65,0.008223144337534904,0.008215440437197685,0,0.00838562287390232,0,0.00827556848526001,0,3.960752565035364e-06,0,0,0.00838663149625063,0.00799335353076458
66,0.008212015964090824,0.008177240379154682,0,0.008378212340176105,0,0.008326217532157898,0,5.504950422619004e-06,0,0,0.008439960889518261,0.007973134517669678
67,0.008271696977317333,0.00830821879208088,0,0.008413678035140038,0,0.008344538509845734,0,1.0859055691980757e-05,0,0,0.008386353962123394,0.007999492809176445
68,0.008155896328389645,0.0081589100882411,0,0.008362618274986744,0,0.008184205740690231,0,7.523537533415947e-06,0,0,0.008215445093810558,0.007878534495830536
69,0.008209364488720894,0.008203481324017048,0,0.008432154543697834,0,0.008221996016800404,0,1.5176058695942627e-05,0,0,0.00834015291184187,0.007927012629806995
70,0.00820121169090271,0.00826855469495058,0,0.008466942235827446,0,0.008295582607388496,0,1.7084903447539546e-05,0,0,0.008376463316380978,0.008010422810912132
71,0.00835401937365532,0.008338918909430504,0,0.008502227254211903,0,0.0083529744297266,0,2.7437299650046043e-05,0,0,0.008431987836956978,0.008104788139462471
72,0.008327066898345947,0.008281284011900425,0,0.008493048138916492,0,0.008325760252773762,0,2.8463055059546605e-05,0,0,0.008501187898218632,0.008097980171442032
73,0.008403247222304344,0.008302027359604836,0,0.008579779416322708,0,0.008359979838132858,0,2.83723547909176e-05,0,0,0.008526690304279327,0.008085898123681545
74,0.008298838511109352,0.008275234140455723,0,0.008485735394060612,0,0.008341302163898945,0,1.9306182366563007e-05,0,0,0.008392596617341042,0.008027727715671062
75,0.008271784521639347,0.008261888287961483,0,0.008380976505577564,0,0.008224627003073692,0,1.087143118638778e-06,0,0,0.008376684039831161,0.008040355518460274
76,0.008465872146189213,0.008395125158131123,0,0.00862609688192606,0,0.008355922065675259,0,9.612981557438616e-07,0,0,0.008508369326591492,0.008181780576705933
77,0.008326636627316475,0.008347981609404087,0,0.008465168997645378,0,0.008281776681542397,0,6.145939437374182e-07,0,0,0.008413546718657017,0.008044353686273098
78,0.008324416354298592,0.008331413380801678,0,0.008501939475536346,0,0.008237246423959732,0,8.278098562186642e-07,0,0,0.008384400978684425,0.008127683773636818
79,0.008385030552744865,0.008318908512592316,0,0.00860744807869196,0,0.008318016305565834,0,8.265757855951961e-07,0,0,0.008460250683128834,0.008178074844181538
80,0.008357418701052666,0.008335607126355171,0,0.008536312729120255,0,0.008274724707007408,0,7.081895319061005e-07,0,0,0.008455529808998108,0.008134313859045506
81,0.008322206325829029,0.008245855569839478,0,0.008484560996294022,0,0.00828588753938675,0,6.220933528311434e-07,0,0,0.008432160131633282,0.00808149203658104
82,0.008412006311118603,0.008382946252822876,0,0.008667072281241417,0,0.008347319439053535,0,7.46627790704224e-07,0,0,0.008584612980484962,0.008242440409958363
83,0.008468308486044407,0.008448129519820213,0,0.008743341080844402,0,0.008414087817072868,0,8.59846238654427e-07,0,0,0.008578901179134846,0.008171111345291138
84,0.008357053622603416,0.008376150391995907,0,0.008574049919843674,0,0.008297317661345005,0,8.727798785912455e-07,0,0,0.008495254442095757,0.008178710006177425
85,0.008394135162234306,0.008479708805680275,0,0.008606338873505592,0,0.008387469686567783,0,9.024107612276566e-07,0,0,0.008585172705352306,0.008190004155039787
86,0.008347480557858944,0.008466462604701519,0,0.008632569573819637,0,0.008413181640207767,0,8.400322144552774e-07,0,0,0.008563661016523838,0.00821272935718298
87,0.008371660485863686,0.00830115657299757,0,0.008581012487411499,0,0.008290700614452362,0,9.92246782516304e-07,0,0,0.008393213152885437,0.008111647330224514
88,0.008397810161113739,0.00842437706887722,0,0.008663352578878403,0,0.00835457444190979,0,9.28464544358576e-07,0,0,0.008528631180524826,0.008182407356798649
89,0.008286334574222565,0.00836449395865202,0,0.008576133288443089,0,0.00836919341236353,0,1.0293999821442412e-06,0,0,0.008451282978057861,0.008147036656737328
90,0.008365937508642673,0.008426651358604431,0,0.008710701018571854,0,0.008438190445303917,0,1.3110402505844831e-06,0,0,0.008518706075847149,0.008147659711539745
91,0.008387940004467964,0.008502167649567127,0,0.008681584149599075,0,0.008369306102395058,0,1.167720029116026e-06,0,0,0.008513039909303188,0.008179898373782635
92,0.008279080502688885,0.008323116227984428,0,0.008667783811688423,0,0.008366470225155354,0,1.2520536074589472e-06,0,0,0.008502907119691372,0.008139437064528465
93,0.008446771651506424,0.008472681976854801,0,0.008843393996357918,0,0.00844225287437439,0,1.7217995491591864e-06,0,0,0.00861628819257021,0.00823213905096054
94,0.008432773873209953,0.008492851629853249,0,0.008870163932442665,0,0.008473916910588741,0,1.473677798458084e-06,0,0,0.008594449609518051,0.008254875428974628
95,0.008281462825834751,0.008449552580714226,0,0.008777176961302757,0,0.008393053896725178,0,1.9295330275781453e-06,0,0,0.008470458909869194,0.00818828959017992
96,0.008230902254581451,0.008432704955339432,0,0.008779850788414478,0,0.00829562358558178,0,1.671991071816592e-06,0,0,0.008431941270828247,0.008101282641291618
97,0.008336398750543594,0.008623050525784492,0,0.008819607086479664,0,0.008439458906650543,0,2.287340521434089e-06,0,0,0.008597667329013348,0.00830058567225933
98,0.0084101976826787,0.008565220981836319,0,0.008926530368626118,0,0.008473393507301807,0,1.92410038835078e-06,0,0,0.008656899444758892,0.008249543607234955
99,0.00822631735354662,0.008534450083971024,0,0.008789759129285812,0,0.008416757918894291,0,2.5177821498800768e-06,0,0,0.008631356060504913,0.008224105462431908
100,0.008304671384394169,0.008465585298836231,0,0.008736327290534973,0,0.00843194592744112,0,2.3263796720129903e-06,0,0,0.008539373055100441,0.008182545192539692
101,0.008292555809020996,0.008606087416410446,0,0.008906160481274128,0,0.008484303951263428,0,2.6764801077661105e-06,0,0,0.008687784895300865,0.008259966038167477
102,0.008422192186117172,0.008637318387627602,0,0.008973326534032822,0,0.008671335875988007,0,3.0743947263545124e-06,0,0,0.008743809536099434,0.008340053260326385
103,0.00830767396837473,0.008612641133368015,0,0.008827364072203636,0,0.008381973020732403,0,3.303223820694257e-06,0,0,0.008532274514436722,0.008234390988945961
104,0.00833182130008936,0.00876358151435852,0,0.008822860196232796,0,0.008508594706654549,0,3.919203209079569e-06,0,0,0.008701608516275883,0.00826331228017807
105,0.00839700922369957,0.00878764595836401,0,0.008957842364907265,0,0.008600804954767227,0,4.428382908372441e-06,0,0,0.008792122825980186,0.008312956430017948
106,0.008384068496525288,0.008733321912586689,0,0.008987759239971638,0,0.008589355275034904,0,4.927125701215118e-06,0,0,0.008646180853247643,0.00828197505325079
107,0.008407712914049625,0.008788754232227802,0,0.008857469074428082,0,0.00866002682596445,0,5.343598331819521e-06,0,0,0.008704393170773983,0.008311619982123375
108,0.008323569782078266,0.008794640190899372,0,0.008881593123078346,0,0.008604410104453564,0,5.676987257174915e-06,0,0,0.008600554428994656,0.008274933323264122
109,0.00837643165141344,0.008639691397547722,0,0.008859013207256794,0,0.008487419225275517,0,7.67491201258963e-06,0,0,0.008612045086920261,0.008205036632716656
110,0.008350560441613197,0.00882646068930626,0,0.00896240584552288,0,0.00864969752728939,0,8.002020877029281e-06,0,0,0.008750192821025848,0.00834566354751587
111,0.008475013077259064,0.008996304124593735,0,0.008993451483547688,0,0.00869822222739458,0,7.1923159339348786e-06,0,0,0.008838968351483345,0.008306805044412613
112,0.00847657397389412,0.008937501348555088,0,0.009039567783474922,0,0.008698501624166965,0,8.630076990812086e-06,0,0,0.008832317776978016,0.00822067353874445
113,0.008450329303741455,0.00902408454567194,0,0.009008812718093395,0,0.008733406662940979,0,1.0722695151343942e-05,0,0,0.008862629532814026,0.008252494968473911
114,0.008402963168919086,0.008953344076871872,0,0.00900945160537958,0,0.008737637661397457,0,1.1516186532389838e-05,0,0,0.008847453631460667,0.008312873542308807
115,0.008411998860538006,0.009043013677001,0,0.0089853685349226,0,0.008684523403644562,0,1.7392034351360053e-05,0,0,0.008782234974205494,0.008240248076617718
116,0.008395666256546974,0.009134109131991863,0,0.009006364271044731,0,0.00865794625133276,0,1.3413239685178269e-05,0,0,0.008918308652937412,0.008335493505001068
117,0.008426901884377003,0.00915839709341526,0,0.00901404395699501,0,0.00873984768986702,0,1.524330218671821e-05,0,0,0.008819442242383957,0.008259242400527
118,0.008398651145398617,0.009024137631058691,0,0.009208397008478642,0,0.008747490122914314,0,2.7947196940658617e-05,0,0,0.008852812461555004,0.008258577436208725
119,0.008393174037337303,0.00897680688649416,0,0.009057876653969288,0,0.008813354186713696,0,2.3138598407967947e-05,0,0,0.008858585730195045,0.008273729123175144
120,0.008427467197179794,0.009064750745892525,0,0.00914362631738186,0,0.00878587644547224,0,2.51373367063934e-05,0,0,0.008930806070566177,0.008229822851717472
121,0.008492196910083294,0.009223372675478458,0,0.00915780197829008,0,0.009013145230710506,0,1.57637259690091e-05,0,0,0.009082677774131298,0.008381919004023075
122,0.008317283354699612,0.00912691466510296,0,0.009144671261310576,0,0.008718838915228844,0,7.649013241461944e-06,0,0,0.008947379887104034,0.008295061066746712
123,0.008386174216866493,0.009226493537425997,0,0.009121203795075417,0,0.00886041484773159,0,2.632753250964015e-07,0,0,0.008987045846879482,0.008332744240760803
124,0.00840732641518116,0.009136149659752846,0,0.00924482848495245,0,0.008871004916727543,0,1.9406755313866597e-07,0,0,0.009007079526782036,0.008189928717911243
125,0.008549411781132221,0.00931529887020588,0,0.009350583888590336,0,0.009098920971155168,0,4.042975092488632e-07,0,0,0.00901044625788927,0.008415653370320797
126,0.008491741493344307,0.009364007040858269,0,0.00928361713886261,0,0.009053883142769337,0,5.535047193916398e-07,0,0,0.009034371003508568,0.008402746170759201
127,0.008589409291744232,0.009239567443728449,0,0.009337710216641426,0,0.00905083678662777,0,5.903701776333037e-07,0,0,0.008902099914848804,0.008310186676681042
128,0.00856201071292162,0.00936279259622097,0,0.009366234764456747,0,0.009166150353848934,0,6.730036261615169e-07,0,0,0.009101873263716698,0.008275448344647884
129,0.008559244684875011,0.009110633283853533,0,0.009380544535815716,0,0.00906787347048521,0,8.392020163228153e-07,0,0,0.008961116895079613,0.008219059556722641
130,0.008503193035721779,0.00941560510545969,0,0.009386081248521805,0,0.00906595215201378,0,6.996027082095679e-07,0,0,0.009142830036580564,0.008283735252916813
131,0.00867131445556879,0.009415741078555584,0,0.00948225613683462,0,0.009162701666355131,0,6.78693140798714e-07,0,0,0.009062101133167744,0.008322189562022686
132,0.008556357584893703,0.00935814157128334,0,0.009377293288707731,0,0.009108797647058964,0,4.781426810041012e-07,0,0,0.0089339604601264,0.008324577473104
133,0.00850270688533783,0.00934088323265314,0,0.009353590197861196,0,0.009121586568653584,0,5.143685370967432e-07,0,0,0.009041586890816689,0.008169787935912609
134,0.008473250083625317,0.00938047282397747,0,0.009306022897362707,0,0.00911104865372181,0,5.716269129152352e-07,0,0,0.008993711322546005,0.008234923705458641
135,0.008586158975958824,0.009412010200321674,0,0.0094133410602808,0,0.009055901318788528,0,6.086331154619984e-07,0,0,0.0090774018317461,0.008226520381867886
136,0.008689120411872864,0.009790072217583656,0,0.00956250075250864,0,0.0092752818018198,0,5.759711712016724e-07,0,0,0.009247529320418836,0.00840721745043993
137,0.008343832567334175,0.009126381017267704,0,0.009290399961173534,0,0.009019633755087852,0,5.715689326279971e-07,0,0,0.00895231869071722,0.008055013604462147
138,0.008603096008300781,0.009402193129062653,0,0.00940134096890688,0,0.009114502929151058,0,5.459521048578608e-07,0,0,0.009235236793756483,0.008236637338995934
139,0.008672495372593403,0.009463928639888763,0,0.009514931589365004,0,0.009359600953757765,0,5.625336143566528e-07,0,0,0.009222985245287418,0.008427919819951057
140,0.008643737994134426,0.009608598425984384,0,0.009495792910456656,0,0.009309370070695875,0,5.914284315622353e-07,0,0,0.009332111105322838,0.008439751341938972
141,0.008626280352473259,0.009369545616209509,0,0.009452314116060734,0,0.009209871292114258,0,7.118138114492467e-07,0,0,0.009132216684520245,0.008242998272180557
142,0.00865483470261097,0.00955327320843935,0,0.009464455768465996,0,0.009273634292185308,0,7.871587399677082e-07,0,0,0.009203662164509296,0.008385619148612022
143,0.008671669289469719,0.00948579516261816,0,0.00947648100554943,0,0.009330161847174168,0,6.636783496105636e-07,0,0,0.009170548990368845,0.008444632403552532
144,0.008882866241037846,0.009629514068365095,0,0.009616156108677387,0,0.009583624079823494,0,5.879032869415823e-07,0,0,0.009277507662773132,0.00854010134935379
145,0.008622685447335243,0.009559622034430504,0,0.00942280236631632,0,0.009504041634500028,0,6.800658525207837e-07,0,0,0.0092032877728343,0.008323127403855324
146,0.00881742499768734,0.009524475783109663,0,0.00967478845268488,0,0.009621815755963326,0,6.625888318012585e-07,0,0,0.009421693161129951,0.00842341873794794
147,0.008636129088699818,0.009564390406012537,0,0.009576923213899136,0,0.009498675353825092,0,8.358259719898342e-07,0,0,0.009341445751488209,0.008344804868102074
148,0.008690820075571537,0.00940491072833538,0,0.009584547020494938,0,0.009508510120213032,0,8.947496894506912e-07,0,0,0.009333544410765173,0.008353393524885178
149,0.008572923950850964,0.009195601567626,0,0.009431421756744385,0,0.009393936954438686,0,8.57468251069804e-07,0,0,0.009169931523501871,0.008317556232213974
150,0.008857101202011108,0.009378546848893166,0,0.009685471653938292,0,0.009589159861207008,0,7.625903890584596e-07,0,0,0.0094987777993083,0.008378416299819946
151,0.008833767846226692,0.00945381447672844,0,0.009749921970069408,0,0.00968116894364357,0,7.880459520492877e-07,0,0,0.009545485489070415,0.008409388363361359
152,0.00890698004513979,0.009300055913627148,0,0.009589113295078278,0,0.009544728323817251,0,8.037351335588028e-07,0,0,0.009314325638115406,0.008317735977470875
153,0.008792761713266373,0.00927060004323721,0,0.009725581854581831,0,0.00950831826776266,0,1.041187601913407e-06,0,0,0.009235914796590803,0.008265888318419456
154,0.008869269862771034,0.009353754110634329,0,0.00965950172394514,0,0.00966761913150549,0,8.795620374257851e-07,0,0,0.00940469466149807,0.008405026979744434
155,0.008795851841568947,0.009303410537540913,0,0.009650973603129389,0,0.009650644846260548,0,1.0433652732899643e-06,0,0,0.009258904494345188,0.008424606174230576
156,0.008843349292874336,0.00933478120714426,0,0.009733745828270912,0,0.009680256247520449,0,1.1286831522738794e-06,0,0,0.009406862780451776,0.008340991102159023
157,0.009001826867461205,0.009524384513497353,0,0.00986868143081665,0,0.009778021834790708,0,1.1320696557959309e-06,0,0,0.009530029259622095,0.008418102748692036
158,0.009051721543073654,0.009302058257162573,0,0.00995633564889431,0,0.00997112225741148,0,1.1900805247933022e-06,0,0,0.00947980396449566,0.008486163802444935
159,0.009103997610509396,0.00919537153095007,0,0.009740998037159445,0,0.009846096858382223,0,1.2304072924962384e-06,0,0,0.00946506205946207,0.008537831716239452
160,0.008959022350609303,0.009138294495642183,0,0.00975462794303894,0,0.00973807368427515,0,1.2035568488499848e-06,0,0,0.00933851208537817,0.00833512656390667
161,0.009003781713545322,0.00929932575672865,0,0.009897268377244473,0,0.009856200776994228,0,1.3158345382180414e-06,0,0,0.009412003681063652,0.008424539119005203
162,0.009117593988776209,0.009318660013377666,0,0.009947438724339008,0,0.009960567578673364,0,1.1580535783650705e-06,0,0,0.009618228301405908,0.008458603173494339
163,0.009015732444822788,0.009035981260240078,0,0.009846449829638004,0,0.00983823463320732,0,1.3451159475152965e-06,0,0,0.009397652000188828,0.008302774280309677
164,0.00922744907438755,0.009138494729995728,0,0.009950286708772182,0,0.00997217744588852,0,1.3634572724186e-06,0,0,0.009436736814677715,0.008495420217514038
165,0.00926772691309452,0.008792358450591564,0,0.010076092556118963,0,0.009948458522558212,0,1.424616471012996e-06,0,0,0.00947212241590023,0.008439125493168831
166,0.009124424308538435,0.008884517475962639,0,0.009794212877750397,0,0.009814090095460417,0,2.165108753615641e-06,0,0,0.009476419538259506,0.008391361683607101
167,0.009138700552284718,0.008722527883946896,0,0.00993141159415245,0,0.010018930770456793,0,2.4052192202361766e-06,0,0,0.009432248771190643,0.008552719838917255
168,0.0093369884416461,0.008726980537176132,0,0.009888140484690666,0,0.009935380890965462,0,2.184930735893431e-06,0,0,0.009473792277276516,0.008453353308141232
169,0.009178712964057922,0.00823983084410429,0,0.009927435778081415,0,0.009879068471491337,0,2.3910858999443008e-06,0,0,0.009453861974179745,0.008517955429852009
170,0.009288575500249864,0.008632635697722435,0,0.009929620660841463,0,0.010104837827384472,0,3.0300959679152584e-06,0,0,0.009637679904699326,0.008753745816648006
171,0.00931601319462061,0.008617420680820942,0,0.00999296735972166,0,0.01015694998204708,0,3.1218828553392086e-06,0,0,0.009582987986505032,0.008402721025049686
172,0.009280599653720856,0.008525160141289234,0,0.010045310482382774,0,0.00993305630981922,0,3.020388021468534e-06,0,0,0.009535282850265505,0.008584708906710148
173,0.009413383901119232,0.00839144829660654,0,0.00998273491859436,0,0.010175365954637527,0,3.534284132911125e-06,0,0,0.00951550342142582,0.008644119836390018
174,0.009380641393363476,0.008263960480690002,0,0.00996782723814249,0,0.010120023041963576,0,3.763260338018881e-06,0,0,0.00953368190675974,0.008491231128573418
