step,deepseek1.5b_sync_8gpu_lr3e-6-training/rollout_probs_diff_std_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-training/rollout_probs_diff_std_step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-training/rollout_probs_diff_std_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-training/rollout_probs_diff_std_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-training/rollout_probs_diff_std_step,deepseek1.5b_sync_8gpu_lr5e-6-training/rollout_probs_diff_std_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-training/rollout_probs_diff_std_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-training/rollout_probs_diff_std_step,deepseek1.5b_fa_partial_lr1e-6-training/rollout_probs_diff_std_step,deepseek1.5b_fa_partial_lr1e-5-training/rollout_probs_diff_std_step,deepseek1.5b_sync_lr1e-5-training/rollout_probs_diff_std_step,deepseek1.5b_sync_lr1e-6-training/rollout_probs_diff_std_step
175,0.009492505341768265,0.008317213505506516,0,0.010014278814196588,0,0.010136859491467476,0,3.0585792956117075e-06,0,0,0.009710630401968956,0.00847467128187418
176,0.009606881067156792,0.008394373580813408,0,0.010145719163119791,0,0.010318666696548462,0,4.159053332841722e-06,0,0,0.009834560565650465,0.008698545396327972
177,0.009558492340147495,0.008245928213000298,0,0.010171914473176004,0,0.010228154249489307,0,3.864876816805918e-06,0,0,0.009869673289358616,0.00853179581463337
178,0.009418167173862456,0.008238491602241993,0,0.01001195516437292,0,0.010109296068549156,0,3.591293079807656e-06,0,0,0.009599602781236172,0.008476213552057743
179,0.00941816996783018,0.008355468511581421,0,0.010018187575042248,0,0.010053363628685474,0,3.893941538990475e-06,0,0,0.00967536959797144,0.00843020249158144
180,0.009364255703985693,0.008081123232841492,0,0.01011991873383522,0,0.010124055668711662,0,5.073657575849211e-06,0,0,0.009681223891675472,0.008525441400706768
181,0.009633046574890614,0.00790585856884718,0,0.010281896218657494,0,0.01047486998140812,0,5.093566869618371e-06,0,0,0.0098037114366889,0.00871574878692627
182,0.009584038518369198,0.007976287044584751,0,0.009987249970436096,0,0.010238808579742908,0,6.880451110191643e-06,0,0,0.009616762399673462,0.00858024787157774
183,0.009626851417124271,0.007873143069446087,0,0.010043781250715256,0,0.010210898704826832,0,6.7118980950908735e-06,0,0,0.00968477688729763,0.008696921169757843
184,0.00964741688221693,0.007814936339855194,0,0.010071701370179651,0,0.010195726528763773,0,4.827225438930327e-06,0,0,0.009764115326106548,0.008709436282515526
185,0.00976690836250782,0.007820083759725094,0,0.01010969839990139,0,0.01048301998525858,0,9.017011507239658e-06,0,0,0.00988182332366705,0.00856914184987545
186,0.009591354988515375,0.0077193984761834145,0,0.010142050683498384,0,0.010243704542517662,0,7.988873221620452e-06,0,0,0.009871467016637324,0.008711015805602074
187,0.009910814464092256,0.00742942513898015,0,0.01015960704535246,0,0.010149067267775536,0,9.839511221798602e-06,0,0,0.009868734516203403,0.008722183294594288
188,0.009816281497478483,0.007717697415500879,0,0.01012806873768568,0,0.010311324149370192,0,8.566122232878115e-06,0,0,0.009817582555115225,0.008691055700182915
189,0.009771235287189484,0.007789198309183121,0,0.010028471238911152,0,0.01020539365708828,0,6.0622037381108385e-06,0,0,0.009716770611703396,0.008636701852083206
190,0.009846072643995283,0.007771445903927088,0,0.010179352946579456,0,0.010349158197641373,0,9.97628831100883e-06,0,0,0.009835154749453068,0.008695963770151138
191,0.009815688244998457,0.007561116944998503,0,0.010037092491984367,0,0.01014632172882557,0,1.0169728739128914e-05,0,0,0.00982463639229536,0.008583382703363895
192,0.00960784312337637,0.007647549267858267,0,0.010125664062798023,0,0.010150846093893051,0,1.1987023754045367e-05,0,0,0.009824244305491447,0.008702482096850872
193,0.0097877262160182,0.007800519000738859,0,0.010143321007490158,0,0.010341485030949116,0,9.659408533480018e-06,0,0,0.009816847741603851,0.008824714459478855
194,0.009747331961989405,0.007616848219186068,0,0.010092657059431076,0,0.010130273178219795,0,1.0561711860646028e-05,0,0,0.009933238849043846,0.008778391405940056
195,0.00977656152099371,0.007547140587121248,0,0.010329079814255238,0,0.010263907723128796,0,1.658533983572852e-05,0,0,0.009918115101754664,0.008936556056141853
196,0.009758347645401956,0.0075254593975842,0,0.010143684223294258,0,0.010251686908304691,0,1.684214839769993e-05,0,0,0.009873361326754091,0.008776946924626827
197,0.009835291653871536,0.00752237206324935,0,0.01030705589801073,0,0.010168083012104034,0,1.7883676264318638e-05,0,0,0.009725297801196575,0.008865746669471264
198,0.009758668020367622,0.007566467858850956,0,0.010300785303115845,0,0.010271011851727962,0,1.761469138727989e-05,0,0,0.00987605657428503,0.008754276670515537
199,0.00969692226499319,0.00756388483569026,0,0.010172747075557709,0,0.010266569443047048,0,1.841339144448284e-05,0,0,0.009775763377547264,0.008745730854570866
200,0.009786284528672695,0.007524076383560896,0,0.010412867181003094,0,0.010487837716937063,0,2.7570205929805525e-05,0,0,0.00984528847038746,0.008974515832960606
201,0.009642182849347591,0.007399941794574261,0,0.01016157865524292,0,0.009962738491594791,0,2.8655109417741187e-05,0,0,0.009679901413619518,0.008567804470658302
202,0.009873708710074425,0.007626962848007679,0,0.010323578491806984,0,0.010465028695762156,0,2.6557620003586635e-05,0,0,0.009960610419511797,0.008912301622331142
203,0.010142912156879902,0.00719378562644124,0,0.010460253804922104,0,0.010664431378245354,0,2.377173768763896e-05,0,0,0.010071159340441229,0.009212037548422812
204,0.009903188794851305,0.007247367408126593,0,0.01032942533493042,0,0.0104345278814435,0,4.191431435174309e-05,0,0,0.010042554698884487,0.008996902033686638
205,0.010065819136798382,0.007238098420202732,0,0.01041964441537857,0,0.010574718937277794,0,3.521209509926848e-05,0,0,0.010018235072493551,0.00910557433962822
206,0.009867512620985508,0.007281400263309479,0,0.010355492122471333,0,0.01040910929441452,0,2.9050834200461395e-05,0,0,0.009903736412525175,0.009038138203322887
207,0.010049615986645222,0.007201701402664185,0,0.010420529171824455,0,0.01056801062077284,0,1.88771136890864e-05,0,0,0.009834225289523602,0.009072850458323956
208,0.010008318349719048,0.007368316873908043,0,0.010513167828321455,0,0.010490658693015575,0,3.383001239853911e-05,0,0,0.009947028942406178,0.00917758233845234
209,0.010043584741652012,0.007079932373017073,0,0.01038365624845028,0,0.0106243584305048,0,3.589239713619463e-05,0,0,0.01006572600454092,0.009205830283463
210,0.010034051723778248,0.007108632940798998,0,0.010375618003308771,0,0.010398367419838904,0,4.435680966707878e-05,0,0,0.0100106755271554,0.00901203230023384
211,0.010139208287000656,0.007220801897346973,0,0.010422698222100736,0,0.010490469634532928,0,2.659107485669665e-05,0,0,0.00996473990380764,0.009097553789615633
212,0.01019277609884739,0.007262722589075565,0,0.010450033470988274,0,0.010896362364292145,0,4.418237222125754e-05,0,0,0.009968426078557968,0.009221677668392658
213,0.009901820681989191,0.007128704804927111,0,0.010406349785625936,0,0.010599380359053612,0,3.44170221069362e-05,0,0,0.009828434325754642,0.009093176573514938
214,0.010023056529462336,0.007122480310499668,0,0.010380998253822328,0,0.010583453811705112,0,2.545279494370334e-05,0,0,0.00989588163793087,0.00900128111243248
215,0.010033122263848782,0.007026660721749067,0,0.010537966154515743,0,0.010678797960281372,0,2.1806125005241483e-05,0,0,0.009990702383220196,0.00917487684637308
216,0.010078486055135729,0.0070723253302276134,0,0.01056366227567196,0,0.010682700201869013,0,2.290799056936521e-05,0,0,0.009946942329406738,0.009143441915512083
217,0.010155778378248216,0.007123180665075779,0,0.010521952994167805,0,0.01067585963755846,0,2.3213400709209964e-05,0,0,0.010070635937154291,0.009387874975800514
218,0.010348046198487282,0.007296282798051834,0,0.010589460842311382,0,0.010982242412865162,0,2.874391975637991e-05,0,0,0.010135412216186523,0.009398816153407097
219,0.010138420388102531,0.007120128255337477,0,0.01042313687503338,0,0.010765982791781424,0,1.9722185243153945e-05,0,0,0.009866973385214806,0.00923700351268053
220,0.010280122049152853,0.007262932602316141,0,0.010453358292579653,0,0.010723976418375967,0,2.4578479496994987e-05,0,0,0.009995993226766586,0.009346646256744862
221,0.010226506739854813,0.007188410498201847,0,0.010433784686028956,0,0.01080607995390892,0,2.8396110792527907e-05,0,0,0.009914088062942028,0.009250542148947716
222,0.010135340504348278,0.007370900362730026,0,0.010383924469351768,0,0.010716880671679974,0,2.8990203645662405e-05,0,0,0.009875979274511336,0.009318986907601357
223,0.010087700560688972,0.0071262395940721035,0,0.010479183867573738,0,0.01077944878488779,0,2.8945954909431748e-05,0,0,0.00991728063672781,0.009371882304549215
224,0.010223589837551115,0.007126532029360533,0,0.010488787665963171,0,0.010881307534873486,0,3.552822818164714e-05,0,0,0.009825317189097404,0.009618368931114674
225,0.010256889276206492,0.007359451148658991,0,0.01039076130837202,0,0.010881111025810242,0,2.8439206289476715e-05,0,0,0.0099205756559968,0.00947791337966919
226,0.010128109715878963,0.007310441695153713,0,0.01065986417233944,0,0.010884717106819153,0,3.64251209248323e-05,0,0,0.009852216579020023,0.009493486024439337
227,0.010262778028845789,0.007495621219277382,0,0.0104453107342124,0,0.010858161374926569,0,3.69880763173569e-05,0,0,0.009829443879425526,0.009537069126963615
228,0.01028135884553194,0.007411925587803125,0,0.010440291836857796,0,0.010833309963345528,0,4.2741874494822696e-05,0,0,0.009872795082628729,0.00947950966656208
229,0.0102520864456892,0.007599279284477234,0,0.01051262766122818,0,0.010982800275087357,0,3.859256685245782e-05,0,0,0.00988790113478899,0.009529014118015766
230,0.010128959082067013,0.007393116131424904,0,0.010621748864650726,0,0.010939259082078934,0,3.157781975460239e-05,0,0,0.009976143948733808,0.009567692875862122
231,0.01042147632688284,0.007409518584609032,0,0.010667975060641766,0,0.011070027947425842,0,4.487537080422044e-05,0,0,0.009995494969189169,0.00985861010849476
232,0.010386522859334946,0.007319237571209669,0,0.01060554664582014,0,0.0111092496663332,0,4.3948180973529816e-05,0,0,0.009928065352141855,0.00971087161451578
233,0.010165391489863396,0.007461776491254568,0,0.010626338422298431,0,0.01090902741998434,0,3.953638952225447e-05,0,0,0.009916209615767002,0.009497951716184616
234,0.010425296612083912,0.007428829558193684,0,0.010669801384210588,0,0.011055064387619495,0,3.91918292734772e-05,0,0,0.010100465267896652,0.009694361127912998
235,0.010444464161992071,0.007262222468852997,0,0.01067161839455366,0,0.011082717217504978,0,3.6082143196836114e-05,0,0,0.009955274872481825,0.009609360247850418
236,0.010005070827901363,0.007206778973340988,0,0.010534578934311868,0,0.01076835859566927,0,3.687522985273972e-05,0,0,0.010007179342210293,0.009671824052929878
237,0.010304863564670086,0.007316228933632374,0,0.01060521975159645,0,0.010820157825946808,0,3.87610234611202e-05,0,0,0.009950773790478706,0.009543298743665218
238,0.010225464589893818,0.007339245639741421,0,0.010539686307311058,0,0.010977942496538162,0,3.713312617037445e-05,0,0,0.009933105669915676,0.00970082264393568
239,0.010168187320232391,0.007264621090143919,0,0.010662301443517208,0,0.010949683375656605,0,3.562909842003137e-05,0,0,0.009809707291424274,0.00968640111386776
240,0.010268083773553371,0.00732788210734725,0,0.010588932782411575,0,0.01097156759351492,0,3.4205702831968665e-05,0,0,0.010016383603215218,0.00979366060346365
241,0.01004453282803297,0.0072438837960362434,0,0.010560449212789536,0,0.010783814825117588,0,4.5754233724437654e-05,0,0,0.009764431044459345,0.009611939080059528
242,0.010436947457492352,0.0071835448034107685,0,0.010518234223127363,0,0.010936993174254894,0,4.6172885049600154e-05,0,0,0.009864787571132185,0.009594106115400791
243,0.010419398546218872,0.007284508552402258,0,0.010588525794446468,0,0.010979528538882732,0,4.6231751184677705e-05,0,0,0.00996905378997326,0.009787440299987791
244,0.010286050848662852,0.00710662268102169,0,0.010501695796847343,0,0.01088103000074625,0,4.571175304590725e-05,0,0,0.00974544044584036,0.009573974646627905
245,0.010286799632012844,0.007179728243499994,0,0.010755149647593498,0,0.010862316004931928,0,3.923519034287892e-05,0,0,0.010007865726947784,0.0098020751029253
246,0.010199721902608871,0.007490020245313644,0,0.010623509995639324,0,0.01086753886193037,0,4.253373117535375e-05,0,0,0.009928721003234386,0.009847576729953287
247,0.010406717658042908,0.007184519432485104,0,0.01067677978426218,0,0.010951352305710316,0,4.989787339582108e-05,0,0,0.00979714561253786,0.009789782576262953
248,0.010440350510179996,0.0072137839160859585,0,0.010626065544784067,0,0.010913367383182049,0,4.949881258653477e-05,0,0,0.009875517338514328,0.009885885752737522
249,0.010585176758468153,0.007310894317924976,0,0.01069280132651329,0,0.010995423421263696,0,4.274638558854349e-05,0,0,0.009869243018329144,0.01008829940110445
250,0.010695266537368298,0.007284415420144796,0,0.01082039810717106,0,0.01114959828555584,0,4.938614438287914e-05,0,0,0.010032115504145622,0.010166817344725132
251,0.010273526422679424,0.00732628908008337,0,0.010616600513458252,0,0.010866396129131315,0,4.6357105020433664e-05,0,0,0.009762745350599287,0.010066643357276917
252,0.010525675490498545,0.007100713439285755,0,0.010861569084227083,0,0.011125768534839152,0,4.519922731560655e-05,0,0,0.009800083003938198,0.009973726235330105
253,0.010467544198036194,0.007158189546316862,0,0.01076369546353817,0,0.011188406497240068,0,4.892638753517531e-05,0,0,0.009993545711040497,0.0102187255397439
254,0.010522590018808842,0.0070235030725598335,0,0.010858134366571903,0,0.011040071956813335,0,4.926641486235894e-05,0,0,0.009932884946465492,0.01025292742997408
255,0.010626781731843948,0.007125569973140955,0,0.010706682689487934,0,0.011205780319869518,0,4.420596087584272e-05,0,0,0.00986634660512209,0.010469526052474976
256,0.010458259843289852,0.007065454497933388,0,0.010687902569770811,0,0.010984379798173904,0,5.051929474575445e-05,0,0,0.009767855517566204,0.009993022307753565
257,0.010568520985543728,0.006984726060181856,0,0.01096873078495264,0,0.011101212352514269,0,3.7548961699940264e-05,0,0,0.0097764665260911,0.010365862399339676
258,0.010426846332848072,0.006902740336954594,0,0.010630105622112753,0,0.010970328003168106,0,4.522650488070212e-05,0,0,0.009729580953717232,0.00985200796276331
259,0.010648592375218868,0.00704576913267374,0,0.010979024693369864,0,0.01109889056533575,0,4.912147778668441e-05,0,0,0.009932917542755604,0.010322151705622671
260,0.010663090273737907,0.006703880615532398,0,0.010733173228800297,0,0.011093055829405785,0,4.1571205656509846e-05,0,0,0.00989775825291872,0.010004330426454544
261,0.010524735786020756,0.006985364947468042,0,0.010749010369181631,0,0.010899459943175316,0,3.6727869883179665e-05,0,0,0.00995808094739914,0.010103484615683556
262,0.010386713780462742,0.0070004817098379135,0,0.010600603185594082,0,0.010823087766766548,0,4.1850482375593856e-05,0,0,0.00965660996735096,0.01000821217894554
263,0.010344690643250942,0.006883034948259592,0,0.010669761337339878,0,0.011022926308214664,0,4.175942376605235e-05,0,0,0.00988499354571104,0.01006462424993515
264,0.010517783463001251,0.006966354325413704,0,0.01075230073183775,0,0.011172572150826454,0,4.6592813305323943e-05,0,0,0.009942030534148216,0.010161595419049265
265,0.010553122498095036,0.006804414559155703,0,0.010749337263405325,0,0.011103788390755652,0,4.479317431105301e-05,0,0,0.009852046146988869,0.010169739834964275
266,0.01046132855117321,0.006877364590764046,0,0.01073208637535572,0,0.011323239654302595,0,4.429551336215809e-05,0,0,0.010015326552093027,0.010134978219866753
267,0.010544336400926111,0.006570575758814812,0,0.010715113952755928,0,0.011333960108458996,0,5.986824180581607e-05,0,0,0.009848808869719504,0.010316169820725918
268,0.010433018207550049,0.0066331373527646065,0,0.01088136900216341,0,0.011165851727128027,0,6.230891449376941e-05,0,0,0.0099967448040843,0.010260429233312609
269,0.010545152239501476,0.006393419578671455,0,0.010722093284130096,0,0.011221865192055702,0,5.5549960961798206e-05,0,0,0.009864263236522676,0.010291126556694508
270,0.010561794973909857,0.006501707248389721,0,0.010754761286079884,0,0.011314463801681995,0,5.227388828643598e-05,0,0,0.009949768893420696,0.010030372999608517
271,0.010684644803404808,0.0064151897095143795,0,0.010904127731919289,0,0.011450571939349174,0,5.667537698172964e-05,0,0,0.010007908567786217,0.010518589988350868
272,0.010468713939189913,0.0064817387610673904,0,0.010682047344744204,0,0.011168424971401691,0,6.264069816097617e-05,0,0,0.009877472184598446,0.01033544261008501
273,0.010695556178689005,0.006336976774036884,0,0.010932297445833685,0,0.011392083950340748,0,6.05859313509427e-05,0,0,0.00990606378763914,0.010435204021632671
274,0.010810427367687224,0.00620662048459053,0,0.01104493997991085,0,0.01140045002102852,0,5.284353028400801e-05,0,0,0.009969331324100494,0.01052821520715952
275,0.010444520972669125,0.005905197001993656,0,0.010792265646159647,0,0.011174465529620647,0,5.9742931625805795e-05,0,0,0.009720136411488056,0.010241863317787647
276,0.010688084177672865,0.0058711557649075985,0,0.010730305686593056,0,0.01138091553002596,0,6.0881728131789714e-05,0,0,0.009865771979093552,0.010272258892655373
277,0.010539980605244637,0.0057584550231695175,0,0.010833368636667728,0,0.01115174125880003,0,5.219557715463452e-05,0,0,0.009925778023898602,0.01042783074080944
278,0.010635250248014929,0.005609942600131035,0,0.010795599780976772,0,0.011162166483700275,0,6.261507951421663e-05,0,0,0.009956584312021732,0.010376167483627796
279,0.0105847530066967,0.005743848625570536,0,0.01071047317236662,0,0.011336483992636204,0,6.284877599682659e-05,0,0,0.00991477444767952,0.010179448872804642
280,0.010879830457270144,0.005760637111961842,0,0.01089625619351864,0,0.011470483615994452,0,5.331432475941256e-05,0,0,0.010082554072141647,0.01061953604221344
281,0.01089803036302328,0.00547751085832715,0,0.011029085144400597,0,0.011435341089963911,0,5.684852658305317e-05,0,0,0.0098589351400733,0.010205217637121676
282,0.01062948815524578,0.005614628084003925,0,0.010779596865177156,0,0.01128280907869339,0,6.830132770119235e-05,0,0,0.009946098551154137,0.010299008339643478
283,0.010714427568018436,0.005702412221580744,0,0.010900394059717655,0,0.011165083386003973,0,6.038938226993196e-05,0,0,0.010049836710095406,0.010084632784128187
284,0.010481130331754684,0.005515778437256813,0,0.010606703348457812,0,0.01114641223102808,0,5.339719064068049e-05,0,0,0.009989111684262753,0.010458006523549557
285,0.010531074367463589,0.005425421986728907,0,0.010766440071165562,0,0.011307816952466965,0,6.654664321104065e-05,0,0,0.009870549663901327,0.010213091038167477
286,0.010671084746718408,0.005455295089632273,0,0.010741936974227428,0,0.01137004978954792,0,5.6899094488471746e-05,0,0,0.01000559888780117,0.010296754539012907
287,0.01057900208979845,0.005320950411260128,0,0.01075693406164646,0,0.01149020716547966,0,7.121478847693652e-05,0,0,0.01000742707401514,0.010377848520874975
288,0.01078561320900917,0.005269086919724941,0,0.010864055715501308,0,0.011792545206844808,0,6.190584099385887e-05,0,0,0.01002832781523466,0.010294321924448012
289,0.010552359744906424,0.005245579872280359,0,0.010705413296818731,0,0.011305077001452446,0,5.6301989388884977e-05,0,0,0.009843762032687664,0.010257384739816189
290,0.01059093326330185,0.005120494402945042,0,0.010755022056400776,0,0.01135572139173746,0,6.596623279619962e-05,0,0,0.009760991670191288,0.010276452638208866
291,0.01063245814293623,0.004982502665370703,0,0.01066409144550562,0,0.01138110924512148,0,5.777856495114975e-05,0,0,0.009860809892416,0.010459976270794868
292,0.010737542994320393,0.004831091500818729,0,0.010769352316856384,0,0.01145093608647585,0,5.393785613705404e-05,0,0,0.00976152252405882,0.01056020986288786
293,0.010821339674293997,0.004800388589501381,0,0.01102941296994686,0,0.01178379077464342,0,7.018370524747297e-05,0,0,0.010109182447195051,0.010580779053270817
294,0.010738878510892391,0.0048452094197273254,0,0.0107951108366251,0,0.011325156316161156,0,7.25421923561953e-05,0,0,0.009926010854542255,0.010432252660393717
295,0.010846192017197607,0.004746460821479559,0,0.01071220636367798,0,0.01140476856380701,0,6.859815039206296e-05,0,0,0.009863325394690037,0.010386444628238678
296,0.010669651441276072,0.0048533095978200436,0,0.010835167020559313,0,0.011327034793794157,0,6.622027285629883e-05,0,0,0.009852075949311256,0.010329503566026688
297,0.010723737999796867,0.004851399455219507,0,0.010617457330226898,0,0.01156205777078867,0,7.251041824929416e-05,0,0,0.009943989105522633,0.010249312035739422
298,0.010668821632862093,0.0047921910881996155,0,0.010791951790452003,0,0.011305950582027435,0,6.886401388328522e-05,0,0,0.009910088032484056,0.01029355451464653
299,0.010899667628109457,0.004761081654578447,0,0.01094885915517807,0,0.0115521140396595,0,7.721533620497212e-05,0,0,0.00995142851024866,0.010307639837265016
300,0.01064518466591835,0.004793478175997734,0,0.010693474672734736,0,0.011287578381597996,0,7.642731361556798e-05,0,0,0.00986667349934578,0.010226145386695862
