step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-training/rollout_probs_diff_top1_trainer_prob_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-training/rollout_probs_diff_top1_trainer_prob_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-training/rollout_probs_diff_top1_trainer_prob_step,deepseek1.5b_fa_partial_lr1e-6-training/rollout_probs_diff_top1_trainer_prob_step,deepseek1.5b_fa_partial_lr1e-5-training/rollout_probs_diff_top1_trainer_prob_step
55,0.9465190172195436,0.9999783039093018,0.002261214656755328,0.7821234464645386,0.9996281862258912
56,0.6765395998954773,0.4659191071987152,1.054494805430295e-05,0.9764909744262696,0.9950243830680848
57,0.9995796084403992,1,5.168382813280914e-06,0.999998927116394,0.9979665279388428
58,0.9980548620224,0.998068630695343,0.012035843916237354,1,0.6854061484336853
59,0.9999971389770508,1,1.023668755806284e-05,0.26951834559440613,0.8932759761810303
60,0.9753990173339844,0.9994457364082336,9.353258064948022e-05,0.7269866466522217,0.989863395690918
61,1,0.9999492168426514,1.218751185660949e-05,0.448007732629776,0.9999991655349731
62,0.3612470328807831,1,0.0015802376437932253,0.9985626339912416,0.8770923614501953
63,0.5337256193161011,0.9999641180038452,1.046808665705612e-05,0.9999998807907104,0.7442769408226013
64,0.9900840520858764,1,2.814979097820469e-06,0.7048119902610779,0.999987244606018
65,0.9999412298202516,0.9999935626983644,1.2364028407318983e-05,0.9999277591705322,0.9974249601364136
66,0.998740017414093,0.9999873638153076,1.8320362869417295e-05,0.9999997615814208,0.9999998807907104
67,0.8933018445968628,0.8425273895263672,5.775135832664091e-06,0.8441360592842102,0.9324527382850648
68,0.7042432427406311,0.9999998807907104,1.534027796878945e-05,0.9940688610076904,0.9999998807907104
69,1,0.999659299850464,8.89477178134257e-06,0.8517868518829346,0.6688855886459351
70,0.8807968497276306,0.8189957141876221,1.0718752491811756e-05,0.9684596657752992,0.4469983577728271
71,0.8991074562072754,0.942469358444214,4.437385541677941e-06,0.9999864101409912,0.8057389855384827
72,0.9990070462226868,1,1.5149576029216403e-05,1,0.9468131065368652
73,0.9999696016311646,0.981934666633606,7.44681619835319e-06,0.9999852180480956,0.9999951124191284
74,0.995381236076355,0.9999998807907104,0.0004237421089783311,0.9706740975379944,0.8848604559898376
75,0.9999972581863404,1,7.58436954129138e-06,0.9693583250045776,0.30115097761154175
76,0.6220031380653381,0.9525160789489746,0.0013356093550100925,0.9997743964195251,0.9984049201011658
77,0.9947184920310974,0.9690135717391968,8.608399184595328e-06,0.9977465271949768,0.9741884469985962
78,0.9974178075790404,0.9720205068588256,9.89760064840084e-06,1,0.969919979572296
79,0.9999997615814208,0.9239543080329896,2.007005150517216e-06,1,0.9999033212661744
80,0.9999998807907104,0.99999737739563,1.4725107575941364e-05,0.9999998807907104,0.9999998807907104
81,0.9998904466629028,0.9456831812858582,7.2802931754267775e-06,0.9819977879524232,0.9959263801574708
82,0.9999852180480956,0.9447221159934998,0.0006213464657776058,0.6790568232536316,0.9999954700469972
83,0.92343008518219,1,5.481420885189436e-06,0.42116326093673706,0.999997854232788
84,0.9999992847442628,0.999998927116394,5.423686161520891e-06,0.7254298329353333,0.9824163913726808
85,0.9881854057312012,0.9984983205795288,1.1638347132247873e-05,1,1
86,0.9999992847442628,0.7947654128074646,8.191645974875428e-06,1,0.9274616837501526
87,0.9999924898147584,1,8.670721399539616e-06,0.7891950011253357,0.9914210438728333
88,0.9999948740005492,0.8251020312309265,9.591300113243053e-06,0.9999998807907104,0.9700070023536682
89,1,0.2017117142677307,7.490120424336055e-06,0.9669094681739808,0.9999997615814208
90,0.9993725419044496,0.999841570854187,3.564805183486897e-06,0.9955007433891296,0.8807926177978516
91,0.9864585995674132,0.5358380079269409,1.0126182132808026e-05,0.9902878999710084,0.6671746969223022
92,0.9999990463256836,0.999088168144226,7.774763616907876e-06,0.8353354930877686,1
93,0.9996914863586426,0.9999998807907104,5.808132300444413e-06,0.9090070724487304,0.9984973669052124
94,0.9575499892234802,0.8410295844078064,6.926436526555335e-06,0.9999997615814208,0.9999996423721312
95,0.6136685609817505,0.8488066792488098,1.1364853889972435e-05,0.8832574486732483,0.801460862159729
96,1,0.9999114274978638,6.157827556307893e-06,0.9998466968536376,0.9997727274894714
97,0.9999995231628418,0.9999971389770508,6.09099333814811e-06,0.8521928191184998,0.9999762773513794
98,0.9996641874313354,0.9995142221450806,6.0969618971284945e-06,0.7141472697257996,1
99,0.9148922562599182,0.9983214735984802,1.1123418516945094e-05,1,0.9999979734420776
100,0.9992902278900146,0.9997915625572203,8.073858225543518e-06,0.9994331002235411,0.998244047164917
101,1,0.9999990463256836,1.70813909790013e-05,0.9999988079071044,0.9852660298347472
102,1,1,7.5420448411023244e-06,0.08918356895446777,0.36525335907936096
103,0.930184543132782,0.9953889846801758,6.759368716302561e-06,0.7548830509185791,0.9668393731117249
104,0.9999994039535522,0.6777119636535645,2.9980817544128513e-06,0.6513481736183167,0.9999985694885254
105,1,0.9360695481300354,8.854384759615641e-06,0.9701507091522216,0.9999998807907104
106,1,0.9999991655349731,6.731128905812511e-06,0.9465860724449158,0.8449076414108276
107,0.9999997615814208,0.9706183671951294,1.0800153177115137e-05,0.1655496209859848,0.9977994561195374
108,0.2216479480266571,0.7981842756271362,6.394132924469886e-06,0.6541142463684082,0.9999974966049194
109,0.9999955892562866,1,1.3486821444530506e-05,0.801798939704895,0.7219576239585876
110,0.9999997615814208,1,6.816067525505787e-06,0.9999126195907592,0.9998973608016968
111,0.9999991655349731,0.9999998807907104,0.0006310000899247825,0.03864450380206108,0.9999654293060304
112,0.9940418601036072,0.8996984362602234,3.4517615858931094e-06,0.7307919263839722,0.9999769926071168
113,0.01767873577773571,0.9999992847442628,5.44612885278184e-06,1,0.6190147399902344
114,1,0.9970967769622804,5.667021923727589e-06,0.8376140594482422,0.9239576458930968
115,0.8519522547721863,0.9972648620605468,0.0006789122708141804,0.9919863939285278,0.6995019912719727
116,0.842883288860321,0.955577313899994,5.804942702525295e-06,1,0.9997909665107728
117,0.8612608909606934,0.9947757720947266,8.17309773992747e-06,0.6153578758239746,0.3516261875629425
118,0.9902572631835938,0.3363109529018402,8.813255590212066e-06,0.3210742473602295,1
119,0.3143625259399414,0.9875321984291076,1.8764048945740797e-05,0.9999997615814208,0.9941396713256836
120,0.9788203835487366,0.9404250383377076,6.869434855616419e-06,0.9437711834907532,1
121,0.8172087073326111,0.962011456489563,8.254618478531484e-06,0.9999855756759644,0.3124045133590698
122,0.9999986886978148,0.9977731108665466,4.812994120584335e-06,0.9968110918998718,0.9999995231628418
123,0.4314611852169037,0.998562514781952,8.953641554398928e-06,0.9736143946647644,0.8634692430496216
124,0.9999970197677612,0.997386634349823,5.5628684094699565e-06,0.9999998807907104,0.8480532765388489
125,0.9999358654022216,1,8.82170661498094e-06,0.6215401291847229,0.9765204191207886
126,0.7048614025115967,0.9999818801879884,6.242552899493603e-06,0.7548097968101501,0.9440559148788452
127,0.999994158744812,1,6.648351700277999e-06,0.9999998807907104,1
128,0.8367271423339844,0.9632225632667542,8.465333849017043e-06,0.9999977350234984,0.995172679424286
129,0.10186547785997392,1,1.0219734576821791e-05,1,0.9999985694885254
130,0.9820132851600648,1,9.112872248806523e-06,0.9891949892044068,0.6647477746009827
131,0.9980809688568116,1,6.689449492114363e-06,0.9998891353607178,0.9999879598617554
132,0.9255121350288392,0.9865607619285583,5.966151547909249e-06,1,0.9999969005584716
133,0.9999752044677734,0.3669981360435486,8.535512279195245e-06,0.1561480164527893,0.6476971507072449
134,0.9448489546775818,0.9999998807907104,5.583517122431658e-06,0.999816358089447,0.9998998641967772
135,0.5293034911155701,0.49979013204574585,1.0586481948848814e-05,0.9796283841133118,0.9231032729148864
136,0.9992052912712096,0.11804302036762238,6.174834197736345e-06,0.9206055998802184,0.7327650785446167
137,0.999805986881256,1,1.0188447959080804e-05,0.788343608379364,0.9999997615814208
138,0.14703337848186493,0.9978331923484802,8.15360363048967e-06,0.9999997615814208,0.9998181462287904
139,0.5926592946052551,0.9999998807907104,1.2365643669909332e-05,1,1
140,0.5047866702079773,0.8264420032501221,6.981100796110695e-06,0.9999994039535522,0.999619722366333
141,0.9978169202804564,0.9044079184532166,7.867445674492046e-06,0.774192214012146,1
142,0.9859338402748108,0.9964008331298828,6.795823537686374e-06,0.9793975949287416,0.9819980263710022
143,1,0.9999438524246216,4.863142748945393e-06,0.9999881982803344,0.9946274161338806
144,0.9993727803230286,0.3577944338321686,6.987288543314207e-06,0.9462060928344728,0.8178025484085083
145,0.962060570716858,0.7301456332206726,6.164767000882421e-06,0.9717578291893004,0.9999988079071044
146,0.9769813418388368,0.9999977350234984,5.527553184947465e-06,0.9999896287918092,0.8443065881729126
147,0.9989301562309264,0.9994426369667052,5.3337162171374075e-06,0.6389518976211548,0.9999996423721312
148,0.9999998807907104,0.9623967409133912,9.803481589187868e-06,0.9999995231628418,0.9978169202804564
149,0.9514972567558287,0.9992801547050476,5.320273885445204e-06,0.9999966621398926,0.9648661613464355
150,0.9999996423721312,0.9990315437316896,7.181291493907338e-06,0.9964051246643066,0.9999980926513672
151,0.988058865070343,0.9999994039535522,5.694549145118799e-06,0.6391770839691162,0.9999991655349731
152,0.996874213218689,0.7678595185279846,6.668703463219572e-06,0.9706876873970032,0.9859360456466676
153,0.9999998807907104,0.8933091759681702,7.24133278708905e-05,1,1
154,0.9999998807907104,0.9999990463256836,7.587407708342653e-06,0.43585363030433655,0.9994400143623352
155,0.9999960660934448,0.9999983310699464,5.738478648709133e-06,0.9992831349372864,0.9999996423721312
156,0.9998843669891356,0.9999998807907104,4.417717718752101e-06,0.962653875350952,0.9999991655349731
157,0.9705933332443236,0.9999997615814208,4.761323452839861e-06,0.9999998807907104,0.998965620994568
158,0.7772557139396667,1,6.731404937454499e-06,0.9998762607574464,0.9999455213546752
159,0.9999977350234984,0.9393936991691588,7.651256964891218e-06,0.5615349411964417,0.9998778104782104
160,0.7518653273582458,0.5564538836479187,6.500049494206905e-06,0.8481802344322205,0.9999998807907104
161,0.999980926513672,0.9999994039535522,7.920867574284784e-06,0.9999959468841552,0.9999996423721312
162,0.9999951124191284,0.9396619200706482,5.732735189667437e-06,0.9999998807907104,0.9998910427093506
163,0.8741025924682617,0.9886476397514344,6.988234872551402e-06,0.9241417050361632,0.9996989369392396
164,0.9402233958244324,0.9999921321868896,8.128805347951129e-06,0.9999979734420776,0.9999991655349731
165,0.9962905645370485,0.999998927116394,8.680086466483772e-06,0.5446677803993225,0.4636826813220978
166,1,0.9999998807907104,6.483420293079689e-06,0.9999762773513794,1
167,0.9449757933616638,0.9999736547470092,9.375919944432098e-06,0.9999539852142334,1
168,0.9911019802093506,0.985931634902954,4.904679371975362e-06,0.7980822324752808,0.13716496527194977
169,0.9728732109069824,1,6.76049694448011e-06,1,1
170,0.11904383450746536,0.9947760105133056,7.86899181548506e-06,0.9410117864608764,0.952176570892334
171,0.9859159588813782,0.9981744289398192,6.5759736571635585e-06,0.9999998807907104,0.994246542453766
172,0.6654542684555054,1,8.353841622010805e-06,0.9994126558303832,1
173,0.9996901750564576,0.9998340606689452,7.483537501684623e-06,0.9999994039535522,1
174,0.5010316967964172,0.9875264763832092,1.1586198525037616e-05,1,1
175,0.22078558802604675,0.999728500843048,7.4694839895528276e-06,0.9999985694885254,0.306849867105484
176,0.9985951781272888,0.8801591992378235,9.495220183453055e-06,0.9885411858558656,0.9998748302459716
177,0.990818440914154,0.4190709888935089,5.499941380548989e-06,0.94586980342865,0.03629724681377411
178,0.9985149502754213,0.995227575302124,9.219957973982671e-06,0.9999631643295288,1
179,0.9999388456344604,0.9771944880485536,5.401665475801565e-06,0.9999996423721312,0.890694797039032
180,0.4363921582698822,0.9564528465270996,6.492435204563662e-06,0.9999624490737916,0.983092486858368
181,0.5905219316482544,0.7189397811889648,7.0730375227867626e-06,0.7937641143798828,0.5613228678703308
182,0.13343875110149384,0.9999996423721312,6.089477210480254e-06,0.5913784503936768,0.9985445737838744
183,0.8604068756103516,0.8789074420928955,5.507436981133651e-06,0.7268527150154114,0.9999997615814208
184,0.9902691841125488,0.9913936257362366,8.444289051112719e-06,0.99237459897995,0.9998281002044678
185,0.789131224155426,1,6.142442998680053e-06,0.9240114092826844,0.9998825788497924
186,0.9859071969985962,0.9996440410614014,4.857700787397334e-06,0.9992424249649048,0.9840919971466064
187,0.960132658481598,0.9820131659507751,6.492100965260761e-06,0.816534698009491,0.522861659526825
188,0.9999878406524658,0.9465960264205932,7.317805284401402e-06,0.99969881772995,0.9998674392700196
189,1,0.9998748302459716,6.415340067178477e-06,0.99954491853714,0.46878719329833984
190,0.995175004005432,0.9999986886978148,5.908324055781122e-06,0.41848111152648926,0.9734480977058412
191,0.9999997615814208,0.9947734475135804,5.4583219935011584e-06,0.9901517033576964,1
192,0.9999996423721312,1,4.845726380153792e-06,0.8437301516532898,0.9999998807907104
193,0.914750039577484,0.99676775932312,9.010553185362369e-06,0.9994470477104188,0.9171616435050964
194,0.9999996423721312,0.8486397862434387,0.0001303814206039533,0.9961203932762146,0.9931291341781616
195,0.949992537498474,0.9999997615814208,3.634795575635508e-06,1,1
196,0.9999063014984132,0.9741930961608888,7.484393790946342e-06,0.999995231628418,0.999980330467224
197,0.9998266696929932,0.979014217853546,1.0700919119699392e-05,0.2438827753067017,0.9819515943527222
198,0.9968175888061525,0.23544347286224365,1.1768115655286238e-05,0.970121443271637,0.999998927116394
199,0.998072385787964,0.9985799789428712,3.323739974803175e-06,0.9385445713996888,1
200,0.928759515285492,0.9943830966949464,6.338120329019148e-06,0.994482159614563,0.9999957084655762
201,0.9999957084655762,0.9996249675750732,5.375226010073675e-06,0.9189426302909852,0.9999971389770508
202,0.949748158454895,0.9952467083930968,5.540958682104247e-06,0.6250652074813843,0.9942501783370972
203,0.8859848380088806,0.9999998807907104,8.874377272150014e-06,0.9806755185127258,0.48885539174079895
204,0.9376153945922852,0.9999998807907104,6.0144761846459005e-06,0.994088888168335,0.999992609024048
205,0.620941162109375,0.9937736988067628,5.931561645411421e-06,0.8910455703735352,0.9814631938934326
206,0.9915285110473632,0.9999998807907104,7.425187050102977e-06,0.9999997615814208,0.8786545991897583
207,0.9995995163917542,0.0006717643118463457,4.661516413762001e-06,0.702813982963562,0.9999985694885254
208,0.9819951057434082,0.9395301342010498,6.686477263428969e-06,0.2450733333826065,1
209,0.9938154220581056,0.672428548336029,7.484015895897755e-06,0.147597536444664,0.9999713897705078
210,0.99997079372406,1,0.00016061800124589354,0.9890505075454712,0.9998432397842408
211,1,0.9999998807907104,6.897590537846554e-06,0.9885253310203552,1
212,0.9804626703262328,0.9953120946884156,5.784649601991987e-06,0.99961519241333,1
213,0.9999998807907104,0.437818318605423,5.981699359836057e-06,0.4457872807979584,0.9963537454605104
214,0.37728407979011536,0.361164391040802,6.490509804280009e-06,0.7299784421920776,0.9999594688415528
215,0.9986734390258788,0.9999651908874512,7.185504728113301e-06,0.9999979734420776,0.9992892742156982
216,1,0.9999998807907104,1.1988622645731084e-05,0.6221348643302917,1
217,1,0.999681830406189,7.453566013282398e-06,0.9805601835250854,1
218,0.999985694885254,0.9999972581863404,6.5824301600514445e-06,0.999997854232788,0.9999986886978148
219,0.9706854224205016,0.9046497344970704,7.485154492314905e-05,0.18242472410202024,0.9241415858268738
220,0.9998205304145812,0.9240840673446656,0.0002584971662145108,0.9999988079071044,0.9996750354766846
221,0.3774917125701904,0.663698673248291,0.000142935779877007,1,0.9626728296279908
222,0.9999974966049194,0.99866783618927,5.461399723571958e-06,0.9971981048583984,0.7520825266838074
223,0.8167775273323059,0.9999998807907104,7.333559551625512e-06,0.8168087005615234,0.9999998807907104
224,0.9861611127853394,0.9949321150779724,4.844317118113395e-06,0.7305344343185425,1
225,0.7981716990470886,1,6.8731442297575995e-06,1,1
226,0.9987117052078248,0.999908208847046,8.08356526249554e-06,0.9999998807907104,0.9950959086418152
227,0.5532845854759216,1,6.467857474490302e-06,1,0.5311346054077148
228,0.9996784925460817,0.6224583387374878,6.479779585788492e-06,0.4999995827674866,0.16389550268650055
229,0.9999938011169434,1,7.193231795099564e-06,0.9940881729125975,0.9769660830497742
230,0.9885240197181702,0.9999985694885254,7.2033985816233326e-06,0.8193818926811218,0.972392439842224
231,0.9999816417694092,0.9999942779541016,6.789487997593824e-06,0.8798742890357971,1
232,1,0.9999996423721312,5.992239039187552e-06,0.999972939491272,0.999706208705902
233,0.9999983310699464,0.9997006058692932,7.642236596439034e-06,0.970652401447296,0.9998064637184144
234,0.9994114637374878,0.6522355675697327,6.2325298131327145e-06,0.5930594801902771,0.1833110898733139
235,1,0.9999996423721312,8.416366654273588e-06,0.9933061003684998,0.924098551273346
236,0.9956507086753844,0.9999997615814208,9.269436304748524e-06,0.9999998807907104,0.9999781847000122
237,0.9922521710395812,0.999990940093994,8.09299945103703e-06,0.9999974966049194,1
238,0.9999645948410034,0.9717482328414916,6.450868113461183e-06,1,0.9999983310699464
239,1,0.9999998807907104,5.527616394829238e-06,0.9999990463256836,0.956027090549469
240,0.9999951124191284,0.9998412132263184,7.301528057723772e-06,0.9999982118606568,0.8721168041229248
241,0.9999721050262452,1,7.196174919954501e-06,0.866809606552124,0.9999991655349731
242,0.9865315556526184,0.9999526739120485,6.82546715324861e-06,0.8519527316093445,1
243,0.9963467717170716,0.9705500602722168,6.33207855571527e-06,0.9218690991401672,0.7528222799301147
244,0.9999120235443116,0.999991536140442,7.05461980032851e-06,0.9971944093704224,0.9968271851539612
245,0.9964009523391724,0.3482499420642853,5.456739927467424e-06,0.9999986886978148,1
246,0.9999666213989258,0.9999489784240724,5.353749202186009e-06,0.999994158744812,0.999193012714386
247,0.9997498393058776,0.590107262134552,8.722290658624843e-06,0.561227023601532,0.9999997615814208
248,0.9999995231628418,0.9578717947006226,5.560370027524186e-06,0.3208209276199341,0.9947792291641236
249,0.1823526620864868,0.9998711347579956,7.649980034329928e-06,0.9999995231628418,0.5620287656784058
250,0.9998539686203004,0.9993700385093688,5.072198291600216e-06,0.9999223947525024,0.9998403787612916
251,1,0.8807969689369202,6.796555680921301e-06,0.9968151450157166,0.9999679327011108
252,0.9999970197677612,0.9813423752784728,7.088508482411271e-06,0.9980509281158448,1
253,0.9038200378417968,0.9572487473487854,7.12078008291428e-06,0.9999998807907104,0.9999996423721312
254,0.998422622680664,0.9999984502792358,5.980929017823655e-06,0.3486328423023224,1
255,0.9998766183853148,0.9999840259552002,8.057366358116269e-06,0.7968625426292419,0.9961814880371094
256,0.9999780654907228,0.8120719194412231,6.487669452326372e-06,0.9875625371932985,1
257,0.9999802112579346,0.5621657371520996,5.761377906310372e-06,0.9893400073051452,0.6380492448806763
258,0.9853517413139344,0.8136093616485596,5.413092821981991e-06,0.4374619722366333,0.9999990463256836
259,0.7028766870498657,0.9999998807907104,6.817173016315792e-06,0.9999974966049194,0.9626245498657228
260,0.9940887689590454,0.9998421669006348,5.771012183686253e-06,0.243735209107399,0.9999970197677612
261,0.9992675185203552,0.9999969005584716,6.163585112517467e-06,0.9999995231628418,0.9963868856430054
262,0.9999772310256958,0.994325578212738,6.205603312992025e-06,0.9999998807907104,0.5317197442054749
263,1,0.9999250173568726,6.033928912074771e-06,0.9999595880508424,0.9998600482940674
264,1,0.999975562095642,6.627265520364745e-06,0.7933187484741211,0.9999339580535888
265,0.9851624369621276,0.9999951124191284,8.291724952869117e-06,0.9999479055404664,0.9999998807907104
266,0.9999994039535522,0.9798353910446168,7.229267794173211e-06,0.9977105855941772,0.6790712475776672
267,0.9988380074501038,1,6.226945060916478e-06,0.9946091175079346,0.9994639754295348
268,0.9999599456787108,0.9998557567596436,7.110268597898539e-06,1,0.9803902506828308
269,0.9875671863555908,0.9999998807907104,9.770831638888922e-06,0.9999945163726808,0.9999996423721312
270,0.48038312792778015,0.9999997615814208,5.494204015121795e-05,0.49978089332580566,0.9999674558639526
271,0.9964686632156372,0.9990561604499816,6.0290913097560406e-06,0.5859237909317017,1
272,0.9986729621887208,0.9999992847442628,6.5594758780207485e-06,1,0.9999998807907104
273,0.999796450138092,0.9999996423721312,7.619203643116634e-06,0.9999972581863404,0.99999737739563
274,1,0.9999979734420776,7.5106349868292455e-06,0.9999991655349731,0.9768309593200684
275,0.999953031539917,0.9999984502792358,6.722968464600854e-06,0.9959250688552856,0.9482228755950928
276,1,0.9989629983901978,5.392755610955646e-06,0.9993736147880554,0.9991711378097534
277,1,0.999889612197876,6.159747954370687e-06,0.9999996423721312,1
278,1,0.9999994039535522,1.0800677955558058e-05,0.9997369647026062,1
279,1,0.9999998807907104,7.114107575034723e-06,0.7980627417564392,0.9990620017051696
280,0.9579925537109376,0.7549095749855042,7.236462352011586e-06,0.5594553351402283,0.9999991655349731
281,0.9999548196792604,0.9999997615814208,9.830875569605269e-06,0.562153697013855,0.9998401403427124
282,0.9999594688415528,0.9999998807907104,7.086595360306092e-06,0.999853491783142,0.997633934020996
283,1,0.999529242515564,5.8332116168458015e-06,0.9999998807907104,1
284,1,0.5676334500312805,6.1861042013333645e-06,0.6759688258171082,0.5519018769264221
285,0.09483861178159714,0.9999995231628418,8.582184818806127e-06,1,0.9999998807907104
286,0.999997854232788,0.9840279221534728,5.512160441867309e-06,1,0.9998003840446472
287,1,0.9921408295631408,7.664366421522573e-06,0.9999998807907104,0.9995071887969972
288,0.8901994228363037,0.9999991655349731,7.383215233858209e-06,0.7372450232505798,0.9999536275863647
289,0.9999990463256836,0.9999997615814208,6.443932306865463e-06,1,0.9997307658195496
290,0.9999728202819824,0.9788910746574402,6.181374374136794e-06,0.9456604719161988,1
291,1,1,6.609794127143687e-06,1,1
292,0.4365110397338867,0.9621886610984802,5.026739927416202e-06,0.9979984164237976,0.9999998807907104
293,0.9643577933311462,0.9982348680496216,6.4583655330352485e-06,0.9947744011878968,0.5621753931045532
294,0.9994927644729614,0.9348638653755188,6.245119493542006e-06,0.7855932712554932,0.9914054870605468
295,0.35684099793434143,0.9999997615814208,9.712099199532531e-06,0.9999098777770996,0.9994800686836244
296,0.92267644405365,0.999870538711548,6.0382635638234206e-06,1,1
297,0.9999910593032836,0.9999998807907104,9.450546713196672e-06,1,0.9918610453605652
298,1,0.9999974966049194,6.8300510065455455e-06,0.9999994039535522,1
299,0.7979548573493958,0.8933087587356567,7.263690349645913e-06,0.8519526124000549,0.9986875653266908
300,0.9016599655151368,0.9999997615814208,6.894026228110306e-06,0.9947785139083862,0.9864901304244996
