step,deepseek1.5b_sync_8gpu_advvar_ent_lr1e-5-critic/returns/mean_step,deepseek1.5b_sync_8gpu_ent0.1_lr1e-5-critic/returns/mean_step,deepseek1.5b_sync_8gpu_ent0.001_lr1e-5-critic/returns/mean_step,deepseek1.5b_sync_8gpu_cosine_floor_lr1e-5-critic/returns/mean_step,deepseek1.5b_sync_8gpu_cosine_ent0.01_lr1e-5-critic/returns/mean_step
122,-0.05402552708983421,-0.1786053478717804,-0.0389852300286293,-0.03407791629433632,-0.0022439099848270416
123,-0.06976509839296341,-0.19345177710056305,-0.05476145818829536,-0.04004296287894249,-0.005317472852766514
124,-0.0526428185403347,-0.19553695619106293,-0.06305904686450958,-0.048212483525276184,-0.014256720431149006
125,-0.06932631134986877,-0.17512287199497223,-0.04412363842129707,-0.04782159999012947,-0.007861579768359661
126,-0.07842525839805603,-0.1664084792137146,-0.041599418967962265,-0.05061976611614227,-0.0006415392854250968
127,-0.052497196942567825,-0.17679856717586517,-0.04912329837679863,-0.07141774892807007,-0.0008123297011479735
128,-0.05132022872567177,-0.21492072939872744,-0.06272925436496735,-0.04972567036747933,-0.0017316536977887154
129,-0.05513325706124306,-0.2515465021133423,-0.06444307416677475,-0.05188989266753197,-0.004213246982544661
130,-0.050987359136343,-0.24864031374454496,-0.06199207529425621,-0.057850029319524765,-0.00260911020450294
131,-0.05587136372923851,-0.22978296875953672,-0.04037057235836983,-0.05743541941046715,-0.0048721483908593655
132,-0.043918631970882416,-0.2011244148015976,-0.0564279705286026,-0.043821901082992554,-0.005555655341595411
133,-0.05018933489918709,-0.1987645924091339,-0.055308759212493896,-0.07381889969110489,-0.0012828049948439002
134,-0.05656345933675766,-0.1581503003835678,-0.04291000962257385,-0.08091569691896439,0
135,-0.03772458806633949,-0.1708851307630539,-0.059042248874902725,-0.0650014728307724,0
136,-0.039340097457170486,-0.20734931528568268,-0.04546331241726875,-0.03979944810271263,-0.000362773600500077
137,-0.07058574259281158,-0.1858786642551422,-0.03834226727485657,-0.05277818441390991,-0.0064214966259896755
138,-0.028363170102238655,-0.1928638517856598,-0.06490107625722885,-0.06154504790902138,-0.009305357933044434
139,-0.0394669696688652,-0.16849955916404724,-0.03255245089530945,-0.05406393483281136,0
140,-0.05341251567006111,-0.14987429976463318,-0.06507940590381622,-0.04966987296938896,0
141,-0.04973513260483742,-0.09949295222759248,-0.05587910860776901,-0.0538906529545784,0
142,-0.06411043554544449,-0.06217450648546219,-0.040212325751781464,-0.03884094208478928,0
143,-0.02990390546619892,-0.11799000203609468,-0.05125078558921814,-0.05173996463418007,-0.002998340642079711
144,-0.036529310047626495,-0.14809586107730863,-0.051197633147239685,-0.045396365225315094,-0.006168468855321407
145,-0.039901427924633026,-0.15042810142040253,-0.0557444766163826,-0.04754218086600304,-0.00015232208534143865
146,-0.04841246083378792,-0.1517799198627472,-0.04972337558865547,-0.04230735823512077,0
147,-0.06127091869711876,-0.14229699969291687,-0.07562872767448425,-0.05474381148815155,-0.0003919954469893128
148,-0.05474964529275894,-0.11242830753326416,-0.05542772263288498,-0.06165231019258499,-0.0015611336566507816
149,-0.07129286229610443,-0.11973662674427032,-0.0697040855884552,-0.08159559965133667,-0.007499173283576965
150,-0.038588616997003555,-0.11379516124725342,-0.03626681864261627,-0.028699157759547234,-0.000549815536942333
151,-0.04160236567258835,-0.09125879406929016,-0.05391431972384453,-0.05607597157359123,0
152,-0.033726923167705536,-0.11435581743717194,-0.04482283443212509,-0.05984925478696823,0
153,-0.05391329526901245,-0.11685526371002196,-0.06244198605418205,-0.05503709986805916,-0.0017575216479599476
154,-0.054102808237075806,-0.13459394872188568,-0.033381130546331406,-0.0673409029841423,-0.005664164200425148
155,-0.056477513164281845,-0.12176184356212616,-0.05115111917257309,-0.06075160950422287,-0.002731721848249435
156,-0.06170077994465828,-0.11912275850772858,-0.04081087186932564,-0.056180354207754135,-0.0003059454320464283
157,-0.03824743255972862,-0.15643689036369324,-0.061093684285879135,-0.06230633705854416,0
158,-0.05270612612366676,-0.15375448763370514,-0.03959095478057861,-0.06069321557879448,-0.0001469512062612921
159,-0.05395698547363281,-0.15318535268306732,-0.054329752922058105,-0.053791292011737823,-0.006148757878690958
160,-0.059487730264663696,-0.15370112657546997,-0.03861914947628975,-0.05115634948015213,-0.00432262010872364
161,-0.050843000411987305,-0.17515258491039276,-0.04573316499590874,-0.07798868417739868,0
162,-0.055232979357242584,-0.16968393325805664,-0.038460515439510345,-0.05795777216553688,0
163,-0.038233913481235504,-0.18565551936626432,-0.037682343274354935,-0.054197829216718674,0
164,-0.05818044394254685,-0.1691000610589981,-0.04960770905017853,-0.05687665566802025,-0.0011048507876694202
165,-0.05939507111907005,-0.1702701449394226,-0.03654153645038605,-0.07528902590274811,-0.008628913201391697
166,-0.06250511109828949,-0.1610594540834427,-0.0469285286962986,-0.05715060234069824,-0.00034644929110072553
167,-0.04497525840997696,-0.18488988280296328,-0.04247420281171799,-0.06325571238994598,0
168,-0.03998290374875069,-0.1703631430864334,-0.05841371789574623,-0.069905124604702,0
169,-0.05355479568243027,-0.1939288079738617,-0.035025455057621,-0.06729451566934586,-0.0008808124694041908
170,-0.047248199582099915,-0.18388985097408295,-0.03197841718792915,-0.05435389652848244,-0.004513483494520187
171,-0.05677551031112671,-0.18218399584293363,-0.0519949346780777,-0.05500144511461258,-0.000958021031692624
172,-0.05226675420999527,-0.19005845487117767,-0.04889347404241562,-0.04742826893925667,0
173,-0.04664881154894829,-0.18313251435756683,-0.04118911921977997,-0.06235874444246292,-0.0004691475769504905
174,-0.0518081896007061,-0.1913890242576599,-0.04749279096722603,-0.05429565906524658,-0.003356585744768381
175,-0.04569210484623909,-0.1822246015071869,-0.03747257962822914,-0.05618609860539436,-0.0014443580294027925
176,-0.05072648823261261,-0.1499390006065369,-0.038450758904218674,-0.06657855957746506,-0.0001290700602112338
177,-0.044391196221113205,-0.1378801316022873,-0.04128559306263923,-0.06419976055622101,0
178,-0.05026990920305252,-0.11891691386699677,-0.03449228033423424,-0.04063820093870163,-0.001082305097952485
179,-0.06426458805799484,-0.08617844432592392,-0.055673275142908096,-0.07471902668476105,-0.009815311059355736
180,-0.05897310748696327,-0.07357916235923767,-0.030358223244547844,-0.09042669087648392,0
181,-0.04928732290863991,-0.07810669392347336,-0.04422592744231224,-0.07646289467811584,0
182,-0.060038816183805466,-0.0915040373802185,-0.036672212183475494,-0.05556626245379448,-0.000780050118919462
183,-0.04973997548222542,-0.12078865617513657,-0.04308893531560898,-0.06958094984292984,-0.010451022535562515
184,-0.041837651282548904,-0.13225091993808746,-0.03572738543152809,-0.050373658537864685,-5.2054070692975074e-05
185,-0.04065321758389473,-0.12314492464065552,-0.03661205992102623,-0.04381529986858368,0
186,-0.07992739975452423,-0.10412618517875671,-0.03676798939704895,-0.059314873069524765,0
187,-0.044550444930791855,-0.129263237118721,-0.03993402421474457,-0.052219048142433167,-0.003223701845854521
188,-0.056782402098178864,-0.13042883574962616,-0.04902530834078789,-0.06262978911399841,-0.005492392461746931
189,-0.05408233404159546,-0.15190033614635468,-0.03896220028400421,-0.0789717584848404,-2.435333044559229e-05
190,-0.050838716328144073,-0.16461579501628876,-0.04774196818470955,-0.08109690248966217,-5.370080907596275e-05
191,-0.06151160970330238,-0.13051611185073853,-0.040090449154376984,-0.061568450182676315,-0.00032877898775041103
192,-0.07066965103149414,-0.14503394067287445,-0.051522206515073776,-0.07401169836521149,-0.0028041985351592302
193,-0.06984488666057587,-0.15212266147136688,-0.03966511785984039,-0.0688067078590393,-0.004498172551393509
194,-0.0534411147236824,-0.10943706333637238,-0.04229844734072685,-0.06683731079101562,0
195,-0.05529854819178581,-0.09896162152290344,-0.03659398481249809,-0.04608466476202011,-1.8567250663181767e-05
196,-0.06421597301959991,-0.14353635907173157,-0.026829710230231285,-0.03902193531394005,-0.0009133843122981488
197,-0.040504682809114456,-0.1576552540063858,-0.03180370852351189,-0.05594177544116974,-0.00303311157040298
198,-0.05929448455572128,-0.17199285328388214,-0.04512982815504074,-0.05237829312682152,-0.0011796778999269009
199,-0.06747083365917206,-0.19798021018505096,-0.05004311725497246,-0.06397026777267456,-0.0003612347063608467
200,-0.055247336626052856,-0.18720515072345736,-0.02730541303753853,-0.047185324132442474,-0.001760276150889695
201,-0.06181333586573601,-0.1880190223455429,-0.040739793330430984,-0.05219715833663941,-0.0006009228527545929
202,-0.04285336285829544,-0.21246813237667084,-0.018405955284833908,-0.06642258912324905,-0.001340666669420898
203,-0.038818005472421646,-0.2259632796049118,-0.01831839419901371,-0.06291309744119644,-0.0026120867114514112
204,-0.04494480416178703,-0.2348603457212448,-0.03076920472085476,-0.04666081815958023,-0.0010960795916616917
205,-0.0496259480714798,-0.27287399768829346,-0.04425549507141113,-0.0648307204246521,-0.0005147641059011221
206,-0.03824277967214584,-0.2543332278728485,-0.030349954962730408,-0.04655413702130318,-0.004327606409788132
207,-0.04361516609787941,-0.22375071048736572,-0.050174251198768616,-0.04653282463550568,-0.002411832567304373
208,-0.05534129962325096,-0.11752889305353165,-0.03493168205022812,-0.060741156339645386,-0.0008362352382391691
209,-0.04887578636407852,-0.07184454053640366,-0.035632114857435226,-0.06864525377750397,-0.00026524788700044155
210,-0.05767714977264404,-0.05547560378909111,-0.04068656265735626,-0.05161629989743233,-0.0011893399059772491
211,-0.04813231900334358,-0.07261281460523605,-0.036972325295209885,-0.05221611633896828,-0.001822574995458126
212,-0.05274320766329765,-0.06469620019197464,-0.046747349202632904,-0.05868798494338989,-0.0014645673800259829
213,-0.05764549970626831,-0.040672555565834045,-0.05916203558444977,-0.0498625785112381,0
214,-0.051270730793476105,-0.03673989698290825,-0.04006476327776909,-0.04661894589662552,-0.0015050050569698217
215,-0.026607193052768707,-0.032496336847543716,-0.04628445953130722,-0.0437169186770916,-0.004370507784187794
216,-0.05568767711520195,-0.04140433669090271,-0.041993606835603714,-0.07309751957654953,-0.00040604721289128065
217,-0.07256283611059189,-0.04583079740405083,-0.046202097088098526,-0.06340223550796509,0
218,-0.0512254536151886,-0.04107287898659706,-0.02924559824168682,-0.04622742161154747,-0.002114354632794857
219,-0.05780825763940811,-0.07566196471452713,-0.035938117653131485,-0.06550117582082748,-0.002104739425703883
220,-0.049775008112192154,-0.07510644197463989,-0.03705452010035515,-0.06786296516656876,-0.00039367214776575565
221,-0.069462850689888,-0.1002284213900566,-0.034666210412979126,-0.061494916677474976,-1.581622018420603e-05
222,-0.061284150928258896,-0.11398188024759293,-0.032759878784418106,-0.043213654309511185,-0.002294013975188136
223,-0.04390392079949379,-0.1945793181657791,-0.03788793459534645,-0.05124841257929802,-0.0021262329537421465
224,-0.055315401405096054,-0.15021049976348877,-0.04624032601714134,-0.03795451298356056,-0.0005866315332241356
225,-0.04059791192412376,-0.15639208257198334,-0.02896183915436268,-0.040464136749506,-0.00029030474252067506
226,-0.04575232416391373,-0.11227315664291382,-0.03546828776597977,-0.05559724569320679,-0.0027675842866301537
227,-0.0572047159075737,-0.07893799245357513,-0.03841448202729225,-0.03976258262991905,-0.0064201620407402515
228,-0.0380328856408596,-0.0803576111793518,-0.027338312938809395,-0.055220864713191986,-0.000279574713204056
229,-0.03268567472696304,-0.07725192606449127,-0.03146786242723465,-0.043130356818437576,-0.0006669756257906556
230,-0.04866008087992668,-0.08251219242811203,-0.03758687153458595,-0.07162181288003922,-0.0002112109359586611
231,-0.03567797690629959,-0.09849760681390762,-0.015772327780723572,-0.04696780815720558,-0.002591597381979227
232,-0.03136726841330528,-0.10415230691432951,-0.03873717784881592,-0.05117069557309151,-0.0028520552441477776
233,-0.05307035520672798,-0.10475746542215349,-0.03761711344122887,-0.06024407222867012,-0.0008908335585147142
234,-0.04519818723201752,-0.09478671848773956,-0.03166908770799637,-0.06548230350017548,-9.336156654171646e-05
235,-0.04977137967944145,-0.10656016319990158,-0.04425378516316414,-0.05366437882184982,-0.0013862105552107096
236,-0.05013332515954971,-0.11756393313407898,-0.0367203876376152,-0.03590213507413864,-0.0017021566163748505
237,-0.037385083734989166,-0.09657639265060423,-0.03958902508020401,-0.05237233266234398,-0.001842416706494987
238,-0.050143782049417496,-0.12413767725229265,-0.03771065175533295,-0.06152334809303284,-0.0005204698536545038
239,-0.042341407388448715,-0.10933687537908554,-0.03864668682217598,-0.08968961238861084,-0.0008730294066481292
240,-0.04374527931213379,-0.21184778213500977,-0.04108208045363426,-0.0684996247291565,-0.003181162988767028
241,-0.04729636386036873,-0.3948394358158112,-0.030583614483475685,-0.07320691645145416,-0.0009023617603816092
242,-0.059434711933135986,-0.4487053751945496,-0.035531554371118546,-0.05775086209177971,-0.0006899439031258225
243,-0.0456634946167469,-0.294675350189209,-0.038230303674936295,-0.042134128510952,-0.0001531714660814032
244,-0.041867103427648544,-0.3100574314594269,-0.0467396005988121,-0.06633216142654419,-0.0037562537472695112
245,-0.06694413721561432,-0.32429537177085876,-0.03603962063789368,-0.05667984113097191,-0.0029404466040432453
246,-0.03659018129110336,-0.2881937026977539,-0.027399765327572823,-0.04692317917943001,-0.00019975550821982324
247,-0.04122217372059822,-0.25448596477508545,-0.04328048601746559,-0.054060615599155426,-0.0006649880670011044
248,-0.0405115969479084,-0.1883108764886856,-0.04371720179915428,-0.045336950570344925,-0.0014075953513383863
249,-0.04809422045946121,-0.12132640182971954,-0.031723298132419586,-0.04818658158183098,-0.00474743964150548
250,-0.0317804329097271,-0.08451361954212189,-0.02752320840954781,-0.04570355266332626,-0.0012406748719513416
251,-0.04165320470929146,-0.09436985850334167,-0.040750134736299515,-0.051929038017988205,-0.001409213524311781
252,-0.04302255064249039,-0.057304009795188904,-0.04085886850953102,-0.049531240016222,-0.00046649458818137646
253,-0.05854799598455429,-0.019753698259592056,-0.03549525886774063,-0.05352908745408058,-5.157217310625128e-05
254,-0.036891717463731766,-0.04028237611055374,-0.05993741378188133,-0.07429195940494537,-0.0035289456136524677
255,-0.04206113517284393,-0.03823981434106827,-0.033283721655607224,-0.06914868205785751,-0.0008842498064041138
256,-0.03537476807832718,-0.0881199836730957,-0.055594541132450104,-0.034009117633104324,-0.0004379733582027257
257,-0.04029523581266403,-0.11243082582950592,-0.03893487527966499,-0.04697008430957794,-0.0025695825461298227
258,-0.04707840085029602,-0.1741517186164856,-0.039250146597623825,-0.048203419893980026,-0.0017417955677956345
259,-0.03290419280529022,-0.1932966560125351,-0.03581112250685692,-0.0623609684407711,-0.0006042506429366767
260,-0.03830710798501968,-0.2647804319858551,-0.03550012782216072,-0.05181422084569931,-0.0004156218492425978
261,-0.04915302619338035,-0.23606286942958832,-0.04182219132781029,-0.06628716737031937,-0.0009031732915900648
262,-0.05679678916931152,-0.16356109082698822,-0.06453011929988861,-0.06553348898887634,-0.001927614095620811
263,-0.03188706561923027,-0.2178661823272705,-0.03237885609269142,-0.058996256440877914,-0.0013721993891522288
264,-0.05066503584384918,-0.1142907738685608,-0.046308599412441254,-0.055159375071525574,-0.0018108702497556808
265,-0.03975329175591469,-0.2399260401725769,-0.03516430780291557,-0.036217715591192245,-0.0006087895017117262
266,-0.055004019290208817,-0.0012113827979192138,-0.04473312199115753,-0.052588142454624176,-0.0008540640701539814
