step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-actor/r_hat_raw_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-actor/r_hat_raw_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-actor/r_hat_raw_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-actor/r_hat_raw_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-actor/r_hat_raw_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-actor/r_hat_raw_step
26,-0.035085170288258215,-0.015078007507116875,-0.01401134814098322,-0.01890474880021899,0.008864898268824752,-0.048904480789997054
27,-0.027175672707120613,0.03450989160351046,0.03290362697519534,-0.013985920481752989,0.004475451423494721,0.019568264829318786
28,0.02108908789533695,-0.010966301484459836,-0.002189192904843114,0.02493846349419144,-0.03269265455480417,0.0539487067445984
29,0.011957909658499074,-0.048826227241802966,-0.07681570365472311,-0.03181081665781944,0.002738322407775233,-0.00975846839852144
30,-0.022329845202039112,0.06051963996812379,-0.018579904534480517,-0.038075568629005296,0.006946205398111451,0.01044737576525605
31,-0.006899784188263192,-0.012874532776648037,0.03560866038492347,0.015766143880745376,-0.02198688115871728,0.04476929480814477
32,0.007976606456835844,0.02067148775483813,0.0064028414559724875,0.009798121460477493,0.014416204025819362,0.015152702036545193
33,0.001485061724284532,0.002970281566236996,0.015071740572730537,-0.0012571797316065986,-0.019026684681431743,-0.004627703517537102
34,0.0059699793288513605,0.06318482052674221,-0.0498030132072195,0.032234557511109097,-0.014534942772025262,-0.008060120422255967
35,-0.008607215398891255,-0.06890399386304652,0.06113797358196551,-0.023046383090279315,0.020369217716677504,-0.01929887505472497
36,0.005320345897272136,0.014258159515659985,0.006538742586219564,-0.07294725002193334,-0.009328557671791348,0.01591604992132124
37,0.04035136327235965,-0.01138619795379556,0.022171112972944673,0.012973879990089242,-0.04311853540635681,0.016842869927365237
38,-0.04875135137160618,-0.004619898835255647,0.05345123818748294,-0.01928118916559486,-0.009731000403907274,0.012265090326971054
39,-0.00365974288364028,-0.007432140318075716,0.05350179085798824,0.00536029498763162,-0.022467885095567044,0.007971923985962527
40,-0.0003291004550321283,-0.0388565090549118,-0.05623840219905592,0.0226283297598727,-0.027369451969118167,0.0032388820241235467
41,0.02980688624922138,-0.002524239902505058,-1.648076751530121e-05,0.024652195899084788,0.006318699341398434,0.01614663411538955
42,0.028318908425987974,-0.015513504716159764,0.07703082462801415,-0.01032948750125624,-0.05449175311432644,-0.01788532035032723
43,0.02044130079912658,0.006908350681480972,0.08135402533319622,-0.011143462556919463,-0.06227364777385418,-0.01761893715028165
44,-0.019492200222630495,-0.03947118831365888,0.04715551230333182,-0.030374813913377884,0.006270194380971386,0.029900368503760925
45,0.021030893046898542,0.0035543660329409228,-0.0391936071485834,0.0001030840898535241,0.019322603197235,-0.012391238081844438
46,-0.0030237333025290862,0.03085135635905871,-0.01212127838337427,-0.08409671334306063,0.056853735547596235,-0.006313685743400699
47,-0.05949128661713916,0.060620240302858425,0.024919016211334355,-0.00941805111419199,0.02597192447783065,0.06517472011008679
48,0.017414666197551713,-0.008457995063865565,0.0300683499215622,0.04446831900847328,0.009828933657430657,0.05046241274663869
49,0.046879569714783215,0.0019713818260410267,-0.011104114937116192,0.008907477712732573,-0.027695864156531493,0.0014135326305527542
50,-0.0212793919510908,-0.011168481290222068,-0.014539288340775386,0.019505381211941036,-0.05329724608594416,-0.021873807730338347
51,0.020651858300208915,0.01812939930679144,-0.0025608161477028396,-0.0010351045294098012,-0.009796711367830238,0.022094141168130466
52,-0.000120678040139575,-0.005328187955060996,0.00021687865245451196,0.011363116248960052,-0.02953893328586974,0.0022821508813123913
53,-0.0017728743302584807,-0.007440985428264522,0.032911999156106146,0.018913427189916183,-0.021100550481075397,-0.05024236816695322
54,0.006803052173058503,0.04249743113505992,-0.05101298813826208,0.01877746558676612,-0.05851422808524502,-0.06674053882573844
55,-0.03877061273596361,-0.014353444267886232,0.02362206223556264,-0.0023479981173013284,0.0048499392485304915,0.00908536162757811
56,0.0007065180529197295,-0.005695035765669293,0.012444623781588272,-0.018887926407840407,-0.01431180401734448,0.01390331918771942
57,-0.007549139496780163,0.01876052352852266,0.02083351774257662,0.022211036671155853,0.00824361242996268,0.03761250435860284
58,0.05940474154262072,0.011527384649071454,0.03223408367751961,0.025383587336603668,-0.014476520498706718,-0.024045124265722213
59,0.015587014026603403,0.00036228225661380097,-0.006506721122004778,-0.02267736629884196,-0.04559279189273319,0.02506983542328396
60,0.007900410239326429,0.05383085684609714,0.010398604094784296,0.03139011465449665,-0.0021333051979142295,-0.020899580089385472
61,0.016196874772049327,0.0015701506115137296,-0.04676198218523302,-0.00604818649658102,-0.014817341149521436,-0.01697802200552734
62,-0.03799598049393648,0.01292322832906559,-0.0021459731576832985,0.01057414341246583,0.0013997467042204366,-0.003201170554465993
63,0.03448531838690684,-0.003634645716548255,0.007983503091898703,-0.019606892328795228,0.02684979620759595,0.0220553723833463
64,-0.0005337886584790409,0.02699853998936529,0.04481096622476722,0.030381561911100103,-0.02719639775408327,-0.009963705181014002
65,0.019388313816031264,-2.1199285058120603e-05,-0.008701734132066432,0.06568728180281018,-0.0057099023746599985,0.008430151664389375
66,-0.0030259119193821833,0.004027981559082032,0.034423781332890604,-0.03965035739726401,0.02938772646770956,-0.0133122044924644
67,0.028925881748634218,0.007687946406809133,-0.011494114416218974,0.02116884611373007,0.028643509474901428,-2.122224575023408e-05
68,0.029382305472238197,-0.03655390926746504,-0.009071322250108729,0.007538910370766778,-0.0042459871336129615,-0.008958169065209621
69,0.04347901784408474,-0.040156930783385975,-0.006889285314824536,-0.0207596024670051,-0.02702035670025099,-0.012937370499409555
70,0.05769998592051047,-0.02087640831603373,-0.003619760059122615,0.035038424856864515,0.004990034010684945,0.00724916985127132
71,0.04044659435759758,-0.0031910125062525265,-0.04897133431711523,0.004691720046358112,0.005386670560215072,0.024543919706735515
72,-0.030981323578105936,-0.008970444764409502,-0.03455544890544537,-0.02146351209104462,-0.05848979818780542,0.02620539220186508
73,0.019616007214714803,-0.010602819357232751,-0.053824954033612385,-0.012290990714618349,0.004342773461572426,-0.011054199763670456
74,0.01664609068175819,-0.0018851053854777183,-0.0001968899296324168,0.00016074476862453974,-0.031289113433075486,-0.0033563916633927125
75,0.018402851058018584,-0.01975388342966529,-0.017440939784266665,0.018887382802877897,-0.026763878327832735,0.03636344667388314
76,0.025643370744668603,-0.016612916520132234,-0.018663052846930452,-0.006327003289794389,0.016718050268144956,-0.03436658715242598
77,-0.019249133402298328,0.025519260651307107,-0.06561474432602303,-0.011848746114633402,0.0016569303120467452,-0.007077869902748639
78,0.045132972387434814,-0.014387602722751866,-0.040394526365840934,-0.004436208200458306,-0.009911978617391706,-0.008981695000134906
79,-0.018578108541258468,0.03713130268171723,-0.028458263803643743,0.0251044243251097,0.06545023405055171,-0.04293624718658081
80,0.020009476610629896,0.033342356318137895,0.04527529066867647,0.0191340963084937,-0.017579480272598036,-0.00033460209865345046
81,-0.001355864660763979,-0.0210415219661361,0.11525639796791828,-0.02935147253739963,0.03801513167280605,0.06274860063469301
82,0.0032574144309810526,-0.00935505826019755,0.03486991693194718,0.04095143425882491,0.01643444527056965,-0.0015383787432879542
83,0.053335018983505275,-0.032790410407627306,0.04910471549806853,-0.06513101685889115,0.025152621822905504,0.012065773557075422
84,0.02099445634465648,-0.004131208908878597,-0.011928891077173856,-0.005167681649878379,0.005125257671314344,-0.05100768094730316
85,0.0028411227348582513,0.033788700573518404,-0.060523503553934765,0.0047316615763628835,0.05113296257675924,-0.03782894698662513
86,-0.005740603103476019,-0.032121789536135516,0.0118695736568479,0.0001736943106903722,0.007415472501720992,-0.005297202557106577
87,-0.008889236543668454,0.0031079073712038546,-0.037050754993729194,0.001833154260657363,-0.003639566674713392,-0.017799875841055097
88,-0.01834983583727198,-0.03664306838834476,-0.0999206960667917,0.004667908433240257,0.025293974624657305,-0.006380734186940499
89,0.029249206651419828,-0.0018149184818328115,-0.005026534045758032,-0.009917497107976243,-0.021192990861158913,0.012000401546665889
90,-0.01608532535458835,-0.01176114245532087,0.04273680079890134,-0.03758571119401352,-0.0004309114089471776,-0.008579745914367047
91,0.02045678236497044,0.014732605216390884,0.060107359517732134,-0.029795058988123457,-0.019283048650231168,-0.017007677097796846
92,0.02653266541713496,-0.004401078189739742,0.026424213989432677,0.019384592916521688,0.0397647429384844,0.01427115616880466
93,0.04302611840358476,0.001019931153954344,0.04559888995831592,-0.00340367333019867,-0.0008552471305251177,0.026457430992111508
94,0.01835969107658797,-0.03858674319565491,-0.10015168315580043,0.003027706667887331,0.026179817951475285,0.06225280213269262
95,0.022861246521475306,-0.027142873865803968,-0.003821256073019645,-0.056855133788916275,-0.029373335060481915,0.01939573099742994
96,0.004664053059486636,0.007294292746954728,0.002800544300736912,0.010783290588208162,-0.028136405439177423,0.0047065208399341115
97,-0.0027083997339218315,-0.029513014687639096,0.022185766630873068,-0.0676521170450187,0.07522295359232366,-0.04749720966984849
98,0.002170765337839926,0.00943156430643883,0.0279795267515218,0.005378840717757577,0.03695807258468045,0.006696444522851923
99,-0.019831777528446715,0.01740465979519364,-0.008609269741952986,0.017277206825749524,0.020929027935390705,-0.015626113484038518
100,0.028681016689290847,0.01747387224835593,0.008190718503361602,-0.009057594493387798,0.009942829274216828,-0.04207468357950992
101,-0.025512235659976058,0.032298434285657505,-0.01233633760428922,0.0473331308850919,0.005474838919751623,-0.0241643876667425
102,0.009729927966667768,0.007018065095357177,0.07135067809492933,-0.026967614796904033,0.023887860428060823,-0.03171462437209252
103,0.024505656270487577,0.01990843283301475,-0.023610099908785872,-0.007557670821267241,0.017564632369757346,-0.04663409867391324
104,-0.01780869027926008,0.08089181971677385,-0.05734214361505038,-0.008380252539643048,0.018020212233224805,0.04410845563402511
105,-0.01460955200169488,0.007292456317538516,0.0494031650398976,0.002188736295644622,-0.011894101208986388,-0.048703197580116854
106,0.027320086343861832,0.04675507317383339,0.02065511017934608,0.028603987616998335,0.006006857043381193,0.009894750995449036
107,0.02664238795410878,0.011052660941208351,0.03160413333887579,0.024382997958293257,0.010128511293249872,-0.015495074523738106
108,0.03348586313622746,0.00021843977604189585,-0.10697326128358796,0.02130011698869944,-0.03442853094851319,-0.05883061431578444
109,-0.02799303807507626,-0.014188200644244009,0.006082723660955787,0.007080840408970887,-0.07050682287288997,-0.0101919855792167
110,0.028655031235434017,-0.025798620700164553,0.04774801463512666,-0.012885823391392824,0.07467688395640773,0.02133783332419532
111,-0.022232748959815092,-0.10117164853395484,-0.04512587341546923,0.0457453220503683,0.028665687446563923,0.02314664357092499
112,0.025916491571346737,0.009446468752285534,-0.07366606828661941,-0.014848833203883246,-0.009230338726611371,-0.020155348857506167
113,-0.027002360679914825,0.03749893188981995,0.020315256387719763,0.0208624942004819,0.04867886446634369,-0.05333740240650226
114,0.02545454583946677,0.0006827881142107277,0.022776292350590394,-0.019143433788189456,-0.005948016418107892,-0.018059632410104748
115,0.03581504915866065,-0.007581688002945137,0.03836516606944824,0.01647649278796731,0.02878754184764861,-0.043786707824405205
116,-0.028517795694997572,0.021163708767844607,0.057078344017515714,-0.04440255999125489,0.07337266122908662,0.008315989693158804
117,-0.029039121979612125,0.015200987602115416,-0.10274260989609466,0.019369544029369808,0.05393827736044182,0.006472870836113578
118,0.0057307864899706585,-0.03470517651722252,-0.07369226205353495,0.030841310829932505,0.06450734005192914,-0.03325483171466871
119,-0.034949003535867156,-0.027383129834461204,-0.013143568796685634,0.007470293136038883,0.050375904164834465,0.033066267408867624
120,0.04868710897662005,0.02315073057792097,-0.015555560668193181,-0.0116916297992987,0.02231347777529184,0.032211921674351204
121,-0.01400608994505885,-0.0015420560995738396,-0.006276197688920969,-0.01847096744696681,0.0018350885431742785,0.018185742735022745
122,-0.0005545795363205523,0.015865484411525275,0.011639295129506512,-0.028782214358218344,-0.0042750610675441475,-0.032635275728656224
123,0.01260694391919513,0.009528181949331933,-0.000939068100578106,0.05725776527431598,0.03506507849468678,0.003685975842525463
124,0.029551327663974464,-0.005100483670004621,0.007858634454191283,0.002969582910845238,0.012944294254809492,-0.009611826922890816
125,-0.06295247572474205,-0.006770716087939622,0.005862400044686207,0.01952520030062119,-0.016952569757472096,0.03573892525567119
126,0.033389369699404196,0.007345154266244522,0.03852392516486544,0.009792159191241417,-0.013393756574418825,0.01796164549514363
127,-0.04177570783270173,-0.03141046651094591,0.03734780557370814,-0.014413926567870404,0.0137454894398061,-0.04323815098999148
128,-0.02823318523244932,0.011756160182262122,0.004150663323337063,0.045914722689325387,-0.049554817878643014,0.09280373990252952
129,0.011393832791307,-0.0145169611773232,0.035180779589508826,0.02662752311088501,-0.014753840305755444,-0.02091584885180336
130,0.03440676248734014,-0.04214664000612204,-0.03971396067064093,-0.057412287083971426,0.035854831561776296,-0.011208428542068449
131,0.0057083674876785215,-0.006046218167905154,0.030597257163774243,0.01786716237305059,0.008914036891919197,0.01819632541950205
132,-0.0688124939245551,-0.0006968915875675873,-0.0350777931932399,0.006240485992058238,-0.0026487995959802173,0.03015737849268682
133,0.05205922802829835,0.012595406136066243,-0.05033024958566614,0.019854161763601524,-0.013202033375524912,0.0211080310457103
134,0.017111049665935366,-0.013585905310939672,-0.1582933987252464,-0.023914378199413368,0.0284360712769758,0.03100150407738629
135,0.03752375119092335,-0.020141349201453343,0.07784321748116005,-0.031361049445631506,0.03226703326149915,-0.005847134311920076
136,0.003674896411672322,-0.011362145449917838,-0.04958667217877396,-0.013952572063691174,-0.010205856096989586,-0.011038653283374451
137,-0.030758524567658093,-0.00454278382290897,0.04286533248627642,0.02758171823004447,0.05943186429491044,-0.02290776379123627
138,0.03657119197478915,-0.004439009666556773,0.05202608590774368,0.007264102476175658,-0.02862349244658437,0.04039849882572525
139,0.01818979870230959,0.0060142876489882495,0.043571454853431425,0.02268880581722388,0.001429703689727066,-0.0005526362123731139
140,-0.004967939290113492,-0.016600470664351028,-0.023844340163873143,0.013499128295681694,0.019506093812164893,-0.03997523745636293
141,-0.0007468630613886847,0.009930781873969627,-0.009826313097161624,0.0023987936534611105,-0.038224513244565425,0.05403945272868672
142,-0.002513054083378117,0.05520444172818766,0.05854907969421958,0.02016607249228153,-0.07877071971943654,0.023895316639769813
143,0.015519590002779684,-0.006977396867739716,0.004790856595790724,-0.03037948266783131,0.01565901459520505,0.029213657591558303
144,0.012491463454174003,0.00755403105163799,-0.05681742808400621,0.018949926384379853,-0.0026457250511164785,-0.033255685217933824
145,-0.017405010518473176,-0.02252392584952862,0.01489486959577064,-0.005267293754845907,0.031798488168237486,0.016259772096097372
146,0.03832387291594697,0.020586478877134017,-0.030276008104572406,-0.019297781551972853,0.07233790866896556,0.029960090704409196
147,-0.010454118029559506,-0.002624930253898008,-0.0964190988423992,-0.025474177715660212,-0.031256648654597895,0.01247173423909775
148,0.0004423760269090099,-0.01431307511206736,-0.018382263453531614,0.03285564660279733,-0.008858580645151047,0.023569819604883885
149,-0.008733480881375934,-0.005266803149715515,0.05042418897706731,-0.017640172166239327,0.01842642883444293,-0.03367450571675953
150,-0.06883176018664408,0.01665575614718406,-0.006889482287146164,-0.010704921924563396,-0.010420514965180507,0.05936130207681955
151,0.021355927206042263,0.007466506350933874,0.03673317174230945,-0.010455059704532045,-0.03410948597173931,-0.0055870476029863106
152,-0.050910548247646015,0.017951265401301954,0.0527451628100886,0.00022305528290303783,0.05642077131426842,0.0034724586363791858
153,-0.02837018360184154,0.0071428854818155274,-0.03954282848198017,0.012764963432208443,0.03932295496602885,0.00650884487568905
154,-0.016939920866933644,-0.014511069493607448,-0.02588587444637195,-0.009987730400834696,0.03380786497401073,-0.014436733681574596
155,-0.026323735207208997,-0.021987036230893653,-0.03441014875029589,0.00412477650817639,0.00966674661376246,0.0011245234822181438
156,0.02870967052948481,0.003909065231728695,-0.01696023284807286,0.02569602512416993,-0.010501674539390375,-0.02397292487470351
157,0.009916944224483748,0.031086016035977253,-0.026260155346579203,-0.008821558638330082,-0.04771205106700765,-0.0007657743672774417
158,0.027169882103206346,0.018748722491975896,0.06933692862916353,0.012125533940320989,0.01534606981988622,0.0016581303749638376
159,-0.02675132679749797,-0.019305976066991217,-0.027137102353944904,-0.026553258033652407,-0.004052311143054827,-0.013977129493344388
160,0.0603642010670339,0.04709633324302118,0.0197406840254205,0.034025666545018644,0.012228804371945503,-0.018496288717240572
161,-0.02371482135067123,-0.00014137479944584293,-0.04123369594217654,0.030470993882690953,0.001414325449560506,0.03235980918896881
162,-0.016609315142818014,0.03305478541943685,-0.058703378479388155,0.0031726257325099786,-0.026929813112403493,-0.002639784099544478
163,0.019437517370405836,-0.003812780387947995,0.0310640843458217,0.0014746588809914556,-0.019285745477008932,0.004484398882600923
164,-0.009187125216411476,0.011330348367724986,0.07090003910365089,-0.00288064747760981,0.006938131771952354,-0.01613867918708892
165,0.01414597812351214,0.01984506190194413,0.06441967575819073,-0.027380863431540187,-0.0091697082985747,-0.016807299077419416
166,0.012585540171409369,0.013587743450321849,0.04366118089120344,0.007237168390328844,0.0031818186221821225,-0.010977857961589826
167,-0.02671363532539237,-0.017463122604189658,0.005666130223031809,-0.051921192625593214,0.06600807104479937,0.03901452569257795
168,-0.014441849273572591,-0.0018816268769016409,-0.02564077153024972,-0.02258240477304083,-0.042781916173571216,0.007281007791971827
169,0.0608593624662466,0.017899169091389888,-0.05608416581443328,-0.0018399778793500776,0.02134913499072552,-0.0003254230679032947
170,-0.011459161414304251,0.019160510421649485,-0.07356748376361376,0.017869998026126235,-0.015937248590907796,0.01918540170847841
171,-0.019972937917011806,0.0129082811400123,-0.02866899061204731,0.006799541818339377,-0.017684751490856545,0.03251475973287384
172,0.02013377025543349,0.00886837629399206,-0.025551590302938847,0.011882304449052354,-0.008834469849402768,-0.00439378423603247
173,-0.02041513993583814,-0.0020800705652150287,-0.01901748675294582,0.001524855973081009,0.02076788353362242,0.017856099900908494
174,-0.012604423240888868,0.0012714419588993038,-0.07780814818170156,0.04541324883048877,-0.0010718418604658538,0.017518535836189654
175,0.02145757572144188,-0.014263676861655706,0.008778226389951259,0.012051811222146734,-0.02809887026356356,0.01027687169017143
176,-0.0345501265303966,-0.007625402955038825,0.030218421191475622,0.016242167703846507,0.009629194395362825,0.02307326558690527
177,-0.010896794891787262,-0.012294413844908344,0.011467145665659996,0.011007155446291205,-0.0318753681990328,-0.0002859343430714893
178,-0.005258922853294891,0.000424218324891802,0.022927256563665777,0.022607354847289037,0.03934540051768819,-0.004032895233024502
179,0.04615228774114539,-0.0031248473654708606,0.005998879560128138,0.02481951870162389,0.03769418695616709,0.011878503173902455
180,-0.006435849006351835,0.001446525785240068,0.03967942260096468,0.005864008958791942,0.004808452948515802,0.011643440477922032
181,0.018535108702007676,0.025048244116911273,0.01083168802113033,-0.0226618890781104,0.024149464878954943,-0.05181619029429162
182,-0.009734565533398371,0.01267406315811558,0.012378215935797866,0.039710132990403865,0.028526118205348092,0.01474163075728645
183,-0.024305833761506745,-0.008336992440992294,0.023988551722824034,-0.005546430303995207,-0.016174696620891344,0.01790707500833361
184,-0.031073402075687345,0.0005474314838180615,-0.0984612351588626,0.010345546761272572,-0.0027697202142827103,-0.01790915346589332
185,-0.07164204886806655,0.004130205562455038,-0.021085350722149492,0.009567137909763363,0.007203633898216964,-0.021266798717835177
186,-0.009331107513829854,-0.024770350273797877,0.02380325743385204,-0.01538723275097559,-0.014045514394656905,-0.007980517210305661
187,0.018125162228334775,-0.024315205016343863,-0.03711979071106759,-0.009874783739221776,-0.008414257975097879,-0.014852345326688186
188,-0.014034441589007378,-0.016831776517458687,0.013609610425512014,-0.025011022057824947,-0.010797429538654802,0.03043891268954457
189,-0.01936274436313025,-0.006677046232255444,-0.1069947443253314,-0.0010286315522303464,-0.025828879312712237,0.0049518533773229645
190,-0.0018188490569754003,-0.0009722919298947318,0.0015297313350974375,0.02021369280293645,-0.029902848684851425,0.06343323350522506
191,0.013224113565246273,-0.023458754923963043,0.027312394879350645,-0.02416076964076671,0.058319870746663685,-0.00993371352658867
192,0.013740244295808664,0.002115595570956117,0.04962360699968064,0.03527310260525414,0.001570158603780452,-0.0013979527357557125
193,0.02022785866605134,0.0018122416232813343,0.03666400510292722,-0.013465559151866528,-0.04425409047521465,-0.03275322024445819
194,0.020432535144890407,0.014075692385982394,0.05821911353876788,-0.029176498062711324,-0.01216656335906112,-0.004565758402118192
195,0.0053646776849907,-0.05020589792838288,0.0490106148502858,-0.005175767993158163,0.001789834051596105,0.02635057229834835
196,-0.04500907463205947,0.006115816358982318,0.03527794189128847,-0.013670494633587382,0.007288140348096499,-0.026004425347041553
197,-0.00784397551220036,0.017040379176841,0.023398051310088305,0.015630818988107205,-0.025681829351148395,-0.03370044598596124
198,0.01650229408582639,0.03639310088124867,-0.04483969303705472,-0.024754823714332456,0.03341476980614296,-0.007761080980226902
199,-0.0038759875542523103,-0.015518670788247146,0.03277138003277509,0.006312527348262223,0.02085640932736804,0.02039811519035429
200,-0.013804406201167246,-0.017217793494318408,-0.050250952319259766,-0.04182880697338865,-0.00410022588357984,0.0026345121216197753
201,0.022223852352335784,0.0039759802488632005,0.040168582030367814,-0.008610354052276894,0.0114145226169487,0.021433280524347884
202,0.01948277750752913,-0.03466540018793758,0.03170394815134595,0.004136975921699637,0.020492207604334085,0.05288103764857686
203,0.0011198744929856858,-0.0028358295656551345,-0.03915857293626563,-0.03056481136295956,0.02677595829663648,0.003389721478444564
204,0.012839349992562284,0.004623679668806762,0.038800891828752675,-0.009295291271708715,-0.020436007485174216,0.006096291977931931
205,0.02065915769467708,-0.005258514145777771,-0.031116326209204934,0.014843456636763615,0.02926298889014275,-0.029095433642427695
206,-0.018569456242073127,0.012093470790781014,0.014567016830521407,0.00027539894599158676,0.013077472217457644,0.03435751002461768
207,0.011790670080822425,-0.005754673123206073,-0.025484968517580427,-0.02825612799833342,0.007086482769310861,-0.017556385330174073
208,0.02303172600340007,-0.0026621121955904014,-0.05272380747611813,0.008975195369121879,-0.06123513139519255,0.03628724814046944
209,0.009519496323301416,-0.007233336616306808,0.0591757411303415,0.017951388744034173,0.003727893219760192,-0.001150985999074538
210,-0.005257370375428413,-0.02630212352590923,0.001021214433125593,-0.004079545587829601,0.01949927161077086,-0.022079655635199105
211,-0.0016710302324989474,-0.003956859387264283,0.029228070714090667,0.002255993551887002,-0.01762945976750896,-0.025560793296272383
212,0.007583061120297791,-0.014765102658909022,-0.024071920455212312,0.04337946915292496,-0.033989439801098684,-0.03107244270001569
213,0.01036488713890097,-0.03129256978032231,0.019483484883526317,-0.011716820137121546,-0.04588008160010999,0.047922675524301545
214,-0.01120072664604136,-0.04503496886106984,0.010288166185650573,0.008891033702051764,0.00573127099715187,0.04697198145182547
215,0.012448685314171069,0.01801865141841387,-0.019769603105707183,0.009992721324620755,-0.025682995820893277,0.006362185051944529
216,-0.0032318542185879357,-0.033347301756788794,0.04012170723560243,-0.00855786484011482,-1.2560351657289471e-05,0.03062495228065776
217,0.002690775255353599,0.018134642775161917,-0.0642184674777563,-0.02017372629542977,-0.03175029651424818,0.027734972227326335
218,0.032935671045548766,0.02983381703055803,-0.0511848875638733,0.0026886792622047868,-0.0018990831378446467,0.00747580599092279
219,0.01745513413258215,-0.013280137214474012,0.017725331078809945,-0.008026230951439065,-0.0388846870323611,0.0005659317984567564
220,-0.014665494196945126,0.004465697099125737,-0.03640823011885956,0.003042192310875709,-0.048883623576365144,0.02004811037629585
221,0.04899018226480982,0.005436661322936667,-0.001922392923968711,-0.016820747883980417,0.019512959632000917,-0.018513294440474157
222,0.02713189877178406,0.03928113370134585,-5.682156133775216e-05,0.0003792513062582624,0.010203414169739862,-0.02142519558194979
223,-0.0019466148095281489,0.001815282842092759,0.010563954283996289,-0.005579092270145743,-0.007141365237678355,-0.012236808893805767
224,2.747707288696804e-05,-0.011876966742481085,0.016443243507461108,-0.00323764826542301,-0.021054866027807765,-0.036141662791505984
