step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-actor/ratio_mean_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-actor/ratio_mean_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-actor/ratio_mean_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-actor/ratio_mean_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-actor/ratio_mean_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-actor/ratio_mean_step
46,1.000022292137146,1.0000187158584597,1.0000309944152832,0.9999924302101136,0.9999781847000122,1.0000118017196655
47,1.000040888786316,1.000017166137695,1.0000169277191162,1.0000075101852417,0.999999225139618,1.0000050067901611
48,0.9999731183052064,0.9999735951423644,1.0000003576278689,0.9999873042106628,0.9999994039535522,0.9999850988388062
49,0.9999791979789734,1.0000112056732178,0.9999852180480956,1.0000205039978027,1.0000112056732178,0.99998539686203
50,1.0000100135803225,0.9999884963035583,1.000048279762268,1.0000112056732178,0.9999939203262328,0.9999879598617554
51,0.99998676776886,0.9999862313270568,1.000012993812561,1.0000137090682983,1.0000001192092896,1.0000079870224
52,1.000004768371582,0.9999803900718688,1.0000172853469849,1.0000046491622925,1.0000197887420654,1.0000170469284058
53,1.0000035762786863,1.0000016689300537,0.9999874830245972,1.0000125169754028,0.9999960064888,0.9999762177467346
54,1.0000041723251345,1.0000101327896118,1.0000251531600952,1.000004529953003,0.9999874234199524,1.0000407695770264
55,0.999975860118866,0.9999783635139464,1.0000126361846924,1.000009059906006,0.9999762773513794,0.9999840259552002
56,1.0000011920928955,0.9999889135360718,0.9999815225601196,0.9999722242355348,0.9999952912330629,1.0000087022781372
57,1.0000104904174805,0.999997615814209,1.0000261068344116,0.9999840259552002,1.0000019073486328,1.000011920928955
58,1.0000016689300537,0.9999963641166688,1.0000407695770264,1.0000008344650269,1.000016689300537,0.9999935030937196
59,0.9999952912330629,0.9999754428863524,0.9999773502349854,0.9999640583992004,1.0000005960464478,0.9999840259552002
60,0.9999990463256836,1.0000039339065552,0.9999729990959167,1.000007390975952,0.999974012374878,1.0000123977661133
61,1.0000163316726685,1.0000126361846924,0.9999960064888,0.999990165233612,0.9999914765357972,1.0000104904174805
62,0.9999970197677612,1.0000015497207642,0.9999811053276062,0.99998676776886,0.999982476234436,0.9999939203262328
63,1.0000282526016235,1.000000238418579,0.9999822974205016,0.999995231628418,1.0000035762786863,0.999994695186615
64,0.9999737739562988,1.0000205039978027,0.9999863505363464,1.0000077486038208,1.0000170469284058,0.9999814629554749
65,1.0000066757202148,1.000041961669922,1.0000364780426023,0.9999719262123108,1.000006914138794,1.0000081062316897
66,1.0000097751617432,1.0000133514404297,1.0000011920928955,1.000020980834961,0.999993085861206,1.0000083446502686
67,1.000023603439331,1.000012993812561,0.9999746084213256,0.9999815821647644,1.000036358833313,1.0000030994415283
68,0.9999995827674866,0.99998939037323,0.999988317489624,1.0000070333480835,0.9999851584434508,0.9999895095825196
69,1.0000247955322266,1.000022053718567,1.000018835067749,0.9999752640724182,1.0000276565551758,1.000008463859558
70,1.0000295639038086,1.000007152557373,0.9999818205833436,1.0000126361846924,0.999975562095642,0.9999869465827942
71,0.999988853931427,1.000019669532776,0.9999985098838806,0.9999876618385316,1.0000232458114624,1.0000079870224
72,0.9999894499778748,1.0000044107437134,1.0000333786010742,1.0000215768814087,1.0000079870224,0.9999902844429016
73,0.9999927282333374,0.9999909996986388,0.9999718070030212,0.9999740719795228,0.9999969601631165,0.9999763369560242
74,0.9999961256980896,0.9999722242355348,1.0000298023223877,1.0000211000442505,1.000009298324585,1.0000172853469849
75,1.000004529953003,1.000014066696167,0.9999683499336244,0.999984622001648,0.999995768070221,0.9999884366989136
76,0.9999954700469972,0.9999762177467346,0.999999225139618,0.9999892115592957,0.9999853372573853,1.0000183582305908
77,1.000002384185791,1.000009059906006,1.0000207424163818,0.999980926513672,0.9999963641166688,0.9999953508377076
78,1.0000309944152832,0.9999991059303284,1.0000052452087402,0.9999887347221376,0.9999877214431764,1.0000184774398804
79,0.999975323677063,1.000017523765564,1.000007152557373,1.000006914138794,1.0000091791152954,1.0000125169754028
80,0.9999816417694092,0.9999969005584716,1.000016212463379,0.9999904036521912,0.9999849796295166,0.9999818801879884
81,1.0000176429748535,0.999983251094818,0.9999988675117492,0.9999912977218628,1.0000029802322388,0.9999884366989136
82,0.9999897480010986,0.9999776482582092,1.0000207424163818,1.00000262260437,0.9999837279319764,1.000030279159546
83,0.9999786019325256,1.000017762184143,0.9999914169311525,1.0000139474868774,1.000001072883606,1.0000370740890503
84,0.9999738335609436,0.9999998211860656,1.0000067949295044,1.0000170469284058,0.9999794960021972,0.9999961256980896
85,1.0000406503677368,0.9999855160713196,1.0000015497207642,0.9999696612358092,0.9999977946281432,0.999988615512848
86,0.999996542930603,1.0000072717666626,0.9999977350234984,0.9999897480010986,1.0000056028366089,0.999988853931427
87,0.999985933303833,0.9999976754188538,0.9999877214431764,0.9999898672103882,1.0000275373458862,1.0000040531158447
88,1.000011682510376,1.0000072717666626,0.9999966621398926,1.000011324882507,1.0000066757202148,1.000034213066101
89,1.0000121593475342,1.000007152557373,1.0000046491622925,0.999983847141266,1.0000108480453491,0.999991536140442
90,0.9999837279319764,0.9999797940254213,0.9999547600746156,1.0000239610671997,1.0000100135803225,0.999991238117218
91,0.9999879002571106,1.0000169277191162,0.9999983310699464,1.0000159740447998,1.0000078678131104,1.0000016689300537
92,1.000002384185791,0.9999948143959044,1.0000052452087402,0.9999821782112122,0.999987244606018,0.9999921321868896
93,0.99998676776886,0.9999799728393556,1.000012755393982,1.0000052452087402,0.9999892115592957,1.000016689300537
94,1.0000110864639282,1.0000025033950806,0.999983847141266,0.9999811053276062,0.9999987483024596,1.0000200271606443
95,0.9999917149543762,1.0000016689300537,0.999998927116394,1.0000096559524536,1.000000238418579,0.9999669790267944
96,0.9999952912330629,1.0000317096710205,1.000008463859558,1.0000122785568235,1.0000224113464355,1.0000197887420654
97,0.9999854564666748,0.999991774559021,0.9999983310699464,0.9999790191650392,1.0000039339065552,0.9999716281890868
98,0.999970316886902,1.0000395774841309,0.9999768137931824,0.9999761581420898,0.999991536140442,1.0000258684158323
99,1.00002121925354,1.0000206232070925,1.00001859664917,0.9999904036521912,0.9999975562095642,1.0000134706497192
100,0.999983012676239,0.9999842047691344,1.000007152557373,1.0000163316726685,1.000003695487976,0.9999800324440002
101,0.9999905228614808,0.9999745488166808,1.0000053644180298,0.9999708533287048,0.9999889135360718,1.000005841255188
102,1.0000052452087402,0.999989688396454,1.0000019073486328,1.0000507831573486,0.999993860721588,1.000017762184143
103,1.0000067949295044,0.9999768733978271,0.999989688396454,0.9999970197677612,1.0000081062316897,1.0000706911087036
104,1.000009298324585,1.0000101327896118,1.0000170469284058,0.9999831318855286,0.9999909996986388,1.00000262260437
105,0.9999791979789734,1.000030755996704,1.0000077486038208,1.000010371208191,0.9999886751174928,1.0000241994857788
106,1.0000004768371582,1.0000016689300537,1.0000118017196655,1.000026822090149,1.0000147819519043,1.0000050067901611
107,0.9999781250953674,1.0000282526016235,0.9999712109565736,1.0000121593475342,1.000002145767212,0.9999908208847046
108,0.9999873638153076,1.0000206232070925,0.9999759197235109,0.9999911189079284,1.000000238418579,1.00002920627594
109,1.0000022649765017,0.9999979734420776,0.9999665021896362,1.0000214576721191,1.0000079870224,1.0000059604644775
110,0.9999839663505554,1.0000367164611816,1.0000379085540771,1.0000134706497192,1.0000007152557373,0.9999940991401672
111,1.0000320672988892,0.9999781250953674,0.9999862313270568,1.0000118017196655,1.0000289678573608,0.999986469745636
112,1.000014305114746,1.0000128746032717,1.0000020265579224,0.9999760389328004,0.9999925494194032,1.0000193119049072
113,1.0000382661819458,1.000015139579773,0.9999946355819702,0.999978482723236,1.0000241994857788,0.9999889731407166
114,1.0000145435333252,1.0000147819519043,1.000019669532776,0.9999842047691344,1.0000065565109253,0.9999834895133972
115,1.0000303983688354,0.9999739527702332,0.9999597072601318,1.0000079870224,1.000038504600525,0.9999958872795104
116,0.9999902844429016,1.0000193119049072,0.9999823570251464,1.0000234842300415,1.0000118017196655,0.9999985098838806
117,1.000011324882507,1.0000358819961548,1.0000003576278689,0.9999987483024596,1.000011920928955,1.0000287294387815
118,1.0000065565109253,0.9999916553497314,1.0000019073486328,1.0000075101852417,0.9999876618385316,1.0000066757202148
119,0.9999893307685852,1.00000262260437,0.9999976754188538,1.0000224113464355,0.9999946355819702,1.000005841255188
120,1.0000033378601074,1.0000008344650269,1.0000022649765017,1.0000056028366089,0.9999982714653016,1.0000314712524414
121,0.9999789595603944,1.0000008344650269,0.9999822974205016,0.999966025352478,0.9999568462371826,1.0000048875808716
122,1.0000066757202148,0.9999730587005616,0.9999736547470092,0.9999802112579346,1.0000364780426023,1.0000207424163818
123,0.999996304512024,1.0000219345092771,1.0000364780426023,0.9999813437461852,0.9999849796295166,1.000002145767212
124,1.0000076293945312,1.0000079870224,1.0000097751617432,1.0000330209732056,1.0000147819519043,0.9999768137931824
125,0.999979853630066,1.0000227689743042,0.9999591708183287,1.000006079673767,0.9999907612800598,0.9999914765357972
126,0.9999717473983764,0.9999866485595704,0.999997854232788,1.000017166137695,0.9999696612358092,0.9999711513519288
127,1.0000141859054563,1.0000108480453491,1.0000007152557373,1.0000048875808716,0.99998539686203,1.0000241994857788
128,1.000034213066101,1.0000182390213013,1.0000156164169312,1.0000094175338743,1.0000014305114746,1.0000042915344238
129,0.9999970197677612,1.000006914138794,0.999963402748108,1.0000094175338743,1.0000025033950806,1.0000303983688354
130,1.0000007152557373,0.9999955892562866,0.9999912977218628,1.0000040531158447,1.0000096559524536,1.00000262260437
131,1.0000019073486328,0.9999618530273438,1.0000139474868774,1.0000029802322388,1.000004768371582,1.0000003576278689
132,1.000004768371582,0.999970555305481,1.0000251531600952,1.0000096559524536,1.0000072717666626,0.9999943375587464
133,0.9999755024909972,1.0000118017196655,1.0000070333480835,1.0000022649765017,0.9999917149543762,1.0000358819961548
134,1.0000108480453491,1.0000053644180298,1.0000131130218506,1.0000005960464478,1.0000061988830566,0.9999823570251464
135,1.0000102519989014,1.0000191926956177,0.9999946355819702,0.9999937415122986,1.000014305114746,0.9999778866767884
136,0.9999744296073914,0.9999867081642152,1.0000097751617432,0.9999914765357972,1.0000050067901611,0.9999960064888
137,1.0000072717666626,0.9999862313270568,1.0000091791152954,0.9999822974205016,0.9999912977218628,0.9999823570251464
138,0.9999741911888124,1.000003457069397,1.0000131130218506,1.000015139579773,1.0000054836273191,1.000008463859558
139,1.0000134706497192,0.999991774559021,1.0000033378601074,1.0000193119049072,0.9999927878379822,0.9999939799308776
140,1.0000107288360596,1.000005125999451,0.9999830722808838,1.000023603439331,0.9999684691429138,0.9999974370002748
141,1.000011682510376,1.0000122785568235,0.9999711513519288,1.000019907951355,1.0000070333480835,1.0000033378601074
142,0.9999855756759644,0.999974012374878,0.9999677538871764,1.0000356435775757,1.0000044107437134,0.999964952468872
143,0.9999966025352478,0.9999954104423524,1.0000581741333008,0.9999698996543884,1.0000123977661133,1.0000078678131104
144,0.9999889731407166,0.9999971389770508,1.0000100135803225,1.0000224113464355,0.9999848008155824,0.999991774559021
145,1.0000044107437134,1.000003457069397,1.0000041723251345,1.000001072883606,1.000024676322937,1.0000320672988892
146,1.000004529953003,1.0000267028808594,1.0000344514846802,0.9999979138374328,0.999992311000824,1.000006914138794
147,0.9999909996986388,1.000019907951355,0.999980092048645,0.999993860721588,1.0000025033950806,1.0000131130218506
148,1.000011324882507,0.999989092350006,0.9999877214431764,0.9999945163726808,1.0000100135803225,0.9999841451644896
149,1.000017762184143,0.9999717473983764,0.9999950528144836,0.9999896287918092,0.9999790787696838,0.9999767541885376
150,1.0000003576278689,1.0000035762786863,1.00002920627594,0.9999643564224244,1.000005125999451,1.0000133514404297
151,1.000008225440979,0.9999657273292542,1.0000128746032717,1.0000064373016355,0.9999895095825196,0.9999966025352478
152,1.0000019073486328,1.0000017881393433,0.9999921321868896,0.999980926513672,1.0000163316726685,0.9999733567237854
153,1.000005125999451,1.0000001192092896,0.9999746084213256,1.0000077486038208,0.9999794960021972,1.0000141859054563
154,1.000025749206543,1.0000011920928955,1.000010967254639,1.0000265836715698,1.0000362396240234,0.9999915957450868
155,0.9999945759773254,1.0000100135803225,1.0000020265579224,1.0000114440917969,1.0000122785568235,1.000019907951355
156,0.99996155500412,1.0000029802322388,0.9999867081642152,1.0000057220458984,0.9999973177909852,1.0000330209732056
157,0.9999936819076538,0.9999961853027344,1.0000101327896118,0.9999919533729552,1.000024437904358,0.9999960660934448
158,1.000007152557373,1.00001323223114,0.999992311000824,1.0000523328781128,0.999996304512024,0.9999851584434508
159,0.999997854232788,1.000003695487976,0.9999837875366212,1.0000144243240356,0.9999817609786988,1.0000134706497192
160,1.0000059604644775,1.000032663345337,0.9999905824661256,0.9999995827674866,0.9999858140945436,0.9999903440475464
161,0.9999921321868896,0.999995231628418,0.999991536140442,0.9999862909317015,0.9999778270721436,0.999975860118866
162,1.0000262260437012,0.9999812245368958,0.9999983906745912,0.9999732971191406,0.9999994039535522,0.9999963641166688
163,0.9999641180038452,0.9999825358390808,1.0000088214874268,1.0000072717666626,0.9999876022338868,1.0000282526016235
164,0.9999693036079408,1.000019907951355,0.9999914169311525,0.999992609024048,1.0000287294387815,0.999990701675415
165,0.9999955296516418,1.000003695487976,1.0000003576278689,1.0000044107437134,0.9999825358390808,0.999986171722412
166,1.0000057220458984,0.9999950528144836,0.9999858140945436,0.9999597668647766,1.0000134706497192,1.000015377998352
167,0.9999808669090272,1.000029683113098,1.0000247955322266,1.0000193119049072,1.00000262260437,0.9999985098838806
168,1.0000417232513428,0.9999960064888,0.999980926513672,1.000004529953003,0.9999960064888,0.9999943971633912
169,0.9999759197235109,1.000023603439331,0.9999977946281432,1.0000121593475342,1.0000176429748535,1.0000102519989014
170,0.9999971389770508,0.9999969005584716,0.9999713897705078,0.9999788999557496,0.999995768070221,0.9999644160270692
171,0.9999966621398926,1.000003218650818,0.9999799132347108,0.99997079372406,0.9999910593032836,1.0000122785568235
172,0.9999852776527404,0.999980330467224,1.000005841255188,1.0000354051589966,1.000009059906006,0.9999980330467224
173,0.9999867081642152,0.9999979138374328,1.0000156164169312,1.00001323223114,0.9999955892562866,1.000006079673767
174,1.000007390975952,1.000005841255188,0.999971568584442,0.9999987483024596,0.9999841451644896,1.0000053644180298
175,0.9999792575836182,1.0000402927398682,0.9999801516532898,1.000017523765564,0.9999778866767884,0.9999863505363464
176,0.9999862313270568,0.9999846816062928,1.0000216960906982,1.0000288486480713,1.0000288486480713,0.9999895095825196
177,1.0000157356262207,1.0000214576721191,1.0000065565109253,0.99998939037323,1.0000308752059937,1.0000050067901611
178,0.999974489212036,1.0000145435333252,1.0000214576721191,1.0000003576278689,0.9999939203262328,1.0000152587890625
179,0.9999992847442628,1.0000009536743164,0.9999827146530152,1.0000041723251345,1.0000156164169312,1.0000154972076416
180,0.9999974966049194,1.000015139579773,1.0000396966934204,1.0000312328338623,0.999986171722412,0.9999912977218628
181,0.9999986886978148,0.9999862909317015,1.0000016689300537,1.0000240802764893,0.9999799132347108,0.999966025352478
182,1.000027060508728,0.9999817609786988,1.000041127204895,1.000019669532776,1.0000240802764893,0.999989688396454
183,0.9999724626541138,1.000006079673767,1.0000466108322144,1.000012755393982,0.999998927116394,0.999992609024048
184,1.0000046491622925,1.0000085830688477,1.0000052452087402,0.9999914765357972,0.9999950528144836,1.0000145435333252
185,0.999970316886902,0.9999902844429016,0.999996542930603,1.0000056028366089,1.000000238418579,0.9999781250953674
186,1.0000079870224,0.9999983310699464,1.0000219345092771,0.9999779462814332,1.0000108480453491,0.9999998807907104
187,0.9999932050704956,1.0000015497207642,1.0000052452087402,0.9999739527702332,0.9999644160270692,1.0000079870224
188,1.0000059604644775,1.0000393390655518,1.000038504600525,1.000016689300537,0.9999927878379822,1.0000346899032593
189,0.9999791383743286,1.0000056028366089,1.0000187158584597,0.9999870657920836,1.0000537633895874,0.999995768070221
190,0.9999998211860656,0.9999880194664,0.9999995231628418,0.9999910593032836,1.000010371208191,0.9999825954437256
191,0.9999964237213136,1.000003218650818,1.000003457069397,1.000006079673767,0.9999884963035583,1.0000078678131104
192,1.0000064373016355,0.999977707862854,1.0000243186950684,0.9999913573265076,0.9999934434890748,1.000000238418579
193,0.9999815821647644,0.9999955296516418,1.000041961669922,1.000017523765564,1.0000050067901611,1.0000042915344238
194,0.9999827146530152,0.9999825954437256,0.9999970197677612,1.0000027418136597,0.999986469745636,0.9999949932098388
195,1.0000081062316897,0.999988615512848,1.0000287294387815,1.000023603439331,1.0000019073486328,1.0000172853469849
196,0.9999803900718688,1.0000089406967163,0.9999738931655884,1.0000137090682983,0.9999913573265076,0.9999937415122986
197,0.9999969005584716,1.0000035762786863,1.0000121593475342,1.000016450881958,0.9999957084655762,0.9999954104423524
198,0.9999704360961914,1.0000146627426147,1.0000197887420654,0.9999863505363464,1.0000288486480713,1.000010967254639
199,0.9999918341636658,0.9999880790710448,1.0000096559524536,0.9999931454658508,0.9999855756759644,1.0000054836273191
200,0.9999768137931824,0.999985694885254,1.0000245571136477,0.9999946355819702,1.0000035762786863,0.9999675750732422
201,1.0000193119049072,0.9999849796295166,1.000011682510376,1.000010371208191,0.999995768070221,1.000040888786316
202,1.0000061988830566,0.999996781349182,0.9999998211860656,1.0000035762786863,0.9999766945838928,0.9999756813049316
203,1.0000133514404297,1.0000157356262207,1.000006914138794,0.9999850392341614,1.0000317096710205,1.0000219345092771
204,1.0000046491622925,0.9999825954437256,0.9999964237213136,1.000031590461731,1.0000085830688477,1.000011324882507
205,1.0000033378601074,0.999988853931427,0.9999954700469972,0.9999697804450988,1.0000048875808716,1.000004529953003
206,1.000019073486328,1.0000226497650146,1.000020980834961,1.0000216960906982,0.9999969005584716,0.9999764561653136
207,0.9999769926071168,1.0000149011611938,0.9999969005584716,0.9999940395355223,1.0000057220458984,0.9999912977218628
208,0.999978244304657,1.0000040531158447,0.9999964833259584,0.9999867081642152,1.0000014305114746,1.0000207424163818
209,1.0000104904174805,1.000003695487976,0.9999910593032836,1.0000004768371582,0.999996304512024,0.9999960064888
210,1.0000035762786863,0.9999908208847046,0.999990463256836,1.0000238418579102,1.0000195503234863,1.0000184774398804
211,0.9999967217445374,1.000012993812561,0.9999933242797852,0.9999969005584716,0.999996304512024,1.0000011920928955
212,0.9999980330467224,1.0000178813934326,1.0000033378601074,1.000015139579773,0.9999938011169434,0.9999698400497437
213,1.0000224113464355,1.0000064373016355,0.99999338388443,1.0000418424606323,0.9999987483024596,1.000007152557373
214,0.9999738335609436,0.9999964237213136,0.9999685287475586,1.00001060962677,0.9999907612800598,0.9999991059303284
215,0.9999709129333496,1.0000098943710327,1.00001060962677,1.0000172853469849,0.9999853372573853,1.0000064373016355
216,0.9999895095825196,0.9999760985374452,0.9999988675117492,1.000013828277588,1.0000003576278689,1.0000040531158447
217,0.9999911785125732,1.0000118017196655,1.0000416040420532,0.9999979734420776,0.9999789595603944,0.9999836683273317
218,1.0000004768371582,0.9999969601631165,0.9999878406524658,1.000002145767212,1.0000067949295044,0.9999905228614808
219,1.0000284910202026,0.9999983906745912,1.000011920928955,1.0000078678131104,0.9999848008155824,0.999997854232788
220,1.000016212463379,0.9999942779541016,0.9999986886978148,0.9999847412109376,0.9999890327453612,0.9999772906303406
221,0.9999862909317015,1.000012993812561,1.0000066757202148,1.0000108480453491,0.9999983310699464,1.0000052452087402
222,0.9999479055404664,0.999989688396454,0.9999749660491944,0.9999775886535645,0.9999886751174928,1.0000094175338743
223,0.999990940093994,0.9999849796295166,1.0000011920928955,0.9999871253967284,0.9999972581863404,1.0000114440917969
224,0.999976933002472,1.0000039339065552,0.9999988079071044,1.000027418136597,0.9999749064445496,1.0000206232070925
225,0.9999777674674988,1.0000048875808716,0.9999829530715942,1.000040054321289,0.9999983906745912,1.000022292137146
226,0.999987006187439,0.9999762177467346,1.000029444694519,1.0000039339065552,1.000010967254639,0.999996781349182
227,1.0000182390213013,0.9999935626983644,1.0000101327896118,1.0000348091125488,0.9999788403511048,0.9999828338623048
228,0.9999906420707704,0.9999787211418152,0.999969482421875,0.9999939203262328,1.0000183582305908,0.999995231628418
229,0.9999996423721312,1.0000182390213013,0.9999893307685852,1.0000076293945312,0.9999831318855286,0.9999935626983644
230,1.0000046491622925,0.999999463558197,0.9999908804893494,1.0000176429748535,1.000004768371582,0.9999791979789734
231,0.9999918341636658,0.9999672174453736,1.0000004768371582,1.000003218650818,0.9999977946281432,0.9999499917030334
232,0.9999809861183168,0.9999890327453612,0.9999871850013732,1.0000241994857788,1.0000115633010864,0.9999964237213136
233,1.0000170469284058,1.0000075101852417,0.9999847412109376,1.000011324882507,1.0000139474868774,0.9999752044677734
234,1.0000083446502686,0.9999756217002868,1.0000081062316897,1.000000238418579,1.0000009536743164,0.9999956488609314
235,1.0000042915344238,1.0000028610229492,0.999984085559845,1.00000262260437,1.0000357627868652,0.9999921917915344
236,1.00000262260437,0.9999851584434508,1.000022530555725,0.9999712705612184,0.999980330467224,1.0000070333480835
237,1.0000187158584597,0.9999828934669496,0.9999850988388062,0.9999982714653016,1.000030279159546,0.9999996423721312
238,0.9999920725822448,0.9999868869781494,1.000003218650818,0.999966025352478,1.000001311302185,1.0000022649765017
239,0.9999942183494568,0.999983549118042,0.9999932646751404,1.000000238418579,1.0000003576278689,1.0000056028366089
240,0.999990701675415,0.99997216463089,1.00002920627594,0.9999837279319764,0.9999767541885376,0.9999873638153076
241,0.99998277425766,0.9999827146530152,0.9999970197677612,0.9999844431877136,0.9999947547912598,1.000013828277588
242,0.9999918341636658,1.0000015497207642,1.0000011920928955,0.9999864101409912,0.999997079372406,1.000025749206543
243,0.999987781047821,0.999998152256012,0.9999697804450988,0.9999779462814332,1.000008463859558,0.9999897480010986
244,0.9999980926513672,1.0000172853469849,1.000013828277588,0.9999781250953674,0.999991774559021,0.9999942779541016
245,1.0000009536743164,1.00001323223114,0.9999904036521912,1.0000020265579224,1.0000008344650269,1.0000195503234863
