step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-actor/r_hat_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-actor/r_hat_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-actor/r_hat_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-actor/r_hat_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-actor/r_hat_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-actor/r_hat_step
18,0.020328058579708465,0.01810684129673272,0.029788035697677177,0.025156321819339335,0.03498063403899912,0.024292708444167473
19,0.020328058579708465,0.01853575644609152,0.034587062141243165,0.026104367616483267,0.02699636456938917,0.024292708444167473
20,0.020328058579708465,0.01853575644609152,0.034587062141243165,0.026104367616483267,0.02699636456938917,0.02583309074815057
21,0.02057346691759678,0.01853575644609152,0.034587062141243165,0.026104367616483267,0.02699636456938917,0.016169310846207017
22,0.017071128738619885,0.01959646424033099,0.03585654102508856,0.026104367616483267,0.016478084705356937,0.01962917490590784
23,0.01892912064895467,0.01959646424033099,0.03585654102508856,0.029073805375475763,0.016478084705356937,0.01036216342045133
24,0.01949366275973903,0.013368293577901851,0.03150164298615435,0.01454855578948168,0.010827534141880467,0.015576492167698427
25,0.01949366275973903,0.007012144949925512,0.03233617241918189,0.01454855578948168,0.010827534141880467,0.015576492167698427
26,0.01949366275973903,0.007012144949925512,0.03233617241918189,0.01454855578948168,0.009846216205352611,0.015576492167698427
27,0.01949366275973903,0.009761919615284009,0.03239291787478323,0.01454855578948168,0.007160833814423666,0.015975669433860466
28,0.019653205273298825,0.009761919615284009,0.03239291787478323,0.015587546559952656,0.007160833814423666,0.01977297316493426
29,0.01580555746589895,0.009761919615284009,0.03239291787478323,0.015587546559952656,0.00494957811109945,0.01977297316493426
30,0.01580555746589895,0.014837691650567988,0.03239291787478323,0.015587546559952656,0.00514924083980065,0.015110174465095154
31,0.01580555746589895,0.014837691650567988,0.03271449212579725,0.015605406292031929,0.00514924083980065,0.018076086499400117
32,0.011891081961367397,0.015421071260995,0.01955866679088487,0.01270176387625471,0.006075937158402522,0.016614394267972656
33,0.006688071842825965,0.009195676413616,0.017315203681807702,0.01270176387625471,0.006075937158402522,0.016614394267972656
34,0.006329025585838663,0.01459459082492862,0.017315203681807702,0.01465504323974015,0.006075937158402522,0.016614394267972656
35,0.006329025585838663,0.01459459082492862,0.021697480671823484,0.01465504323974015,0.007505265214230021,0.016614394267972656
36,0.005824685741555399,0.014426375170294305,0.014118111629021523,0.01465504323974015,0.007505265214230021,0.016265222094646946
37,0.009277353494635824,0.014426375170294305,0.01492341176341384,0.013814461614914696,0.007505265214230021,0.016322986877918777
38,0.009277353494635824,0.014426375170294305,0.01877619440582075,0.013814461614914696,0.007505265214230021,0.014294038602444915
39,0.009277353494635824,0.014426375170294305,0.022248754051037503,0.009587378301273158,0.007505265214230021,0.01113298129420372
40,0.009277353494635824,0.014426375170294305,0.022248754051037503,0.010891473447133112,0.007505265214230021,0.007185931659163634
41,0.01133030677009438,0.014426375170294305,0.022248754051037503,0.01226754569232828,0.006911982277814228,0.008082001904786225
42,0.01302916693568374,0.014426375170294305,0.027726961108735168,0.01226754569232828,0.006911982277814228,0.008082001904786225
43,0.013770380322028025,0.010667362925887635,0.033089667531181276,0.01226754569232828,0.006911982277814228,0.008082001904786225
44,0.013770380322028025,0.010667362925887635,0.03449625200839633,0.01226754569232828,0.006591088329392807,0.010263838564683696
45,0.014496431594515077,0.00711086447941428,0.03449625200839633,0.006185314891090902,0.007864239816177027,0.010263838564683696
46,0.014496431594515077,0.009484913667378725,0.03449625200839633,0.006185314891090902,0.01276318938931895,0.010263838564683696
47,0.014496431594515077,0.014598446330926692,0.029707634109865343,0.006185314891090902,0.01408406289817012,0.015754926719224006
48,0.01478825505481874,0.014598446330926692,0.02974370569103503,0.01001361530282914,0.01195649827780039,0.019225675321965473
49,0.017997386520815187,0.00828491407848386,0.02974370569103503,0.009460546507780856,0.01195649827780039,0.010319603976259114
50,0.017997386520815187,0.00828491407848386,0.02974370569103503,0.010465029978196871,0.01195649827780039,0.010319603976259114
51,0.01826283369875456,0.009269362601314618,0.02974370569103503,0.010465029978196871,0.01195649827780039,0.011497057695446247
52,0.01826283369875456,0.009269362601314618,0.01498029217174477,0.010554838605273191,0.01195649827780039,0.00688960428837932
53,0.01826283369875456,0.009269362601314618,0.01677346287018091,0.011390697463737493,0.01195649827780039,0.00688960428837932
54,0.012532942935906531,0.012592169454689148,0.01677346287018091,0.012129374276040356,0.01195649827780039,0.00688960428837932
55,0.012532942935906531,0.012592169454689148,0.017458322806719082,0.012129374276040356,0.008403218763165441,0.0071091800222991995
56,0.00661973049441313,0.012592169454689148,0.014951473294153675,0.012129374276040356,0.008403218763165441,0.007788593938841222
57,0.00661973049441313,0.0132090048620725,0.015539677738995972,0.013137540515551906,0.00832341559656406,0.010770984980817385
58,0.01189823159923389,0.012368194755571976,0.017209118332848335,0.01436214519765708,0.00832341559656406,0.010770984980817385
59,0.012267109841970842,0.0063652385060928894,0.017209118332848335,0.01436214519765708,0.00832341559656406,0.012200870025064042
60,0.010083760040648634,0.011111800340093316,0.013803861213816316,0.01606494214334104,0.00832341559656406,0.012200870025064042
61,0.010695071513788705,0.006340975475803523,0.013803861213816316,0.01606494214334104,0.00832341559656406,0.012200870025064042
62,0.010695071513788705,0.00699920076112973,0.013803861213816316,0.013319542777903436,0.0048615811503922475,0.012200870025064042
63,0.01307409620110052,0.00699920076112973,0.01089368215285751,0.013319542777903436,0.007060402656112619,0.013186320260892267
64,0.01307409620110052,0.008999134683953285,0.014285410560048482,0.015025744691223102,0.007060402656112619,0.013186320260892267
65,0.013705517962593594,0.008999134683953285,0.014285410560048482,0.020091898402381812,0.007060402656112619,0.01080823596264082
66,0.013705517962593594,0.006513558121517659,0.016299247637332693,0.020091898402381812,0.009293135037272311,0.01080823596264082
67,0.015227554341197656,0.006630996950046806,0.016299247637332693,0.02019959317351664,0.011228172481035224,0.01080823596264082
68,0.01664302945430171,0.006630996950046806,0.016299247637332693,0.013869251772141707,0.011228172481035224,0.01080823596264082
69,0.019326628293280013,0.006630996950046806,0.016299247637332693,0.013869251772141707,0.011228172481035224,0.01080823596264082
70,0.02316396405600306,0.006630996950046806,0.016299247637332693,0.01598616908061399,0.008109103245860085,0.00902870290695607
71,0.02489222708616251,0.006630996950046806,0.016299247637332693,0.01033894456348605,0.0067478869030375786,0.010580224586934016
72,0.02489222708616251,0.006630996950046806,0.016299247637332693,0.01033894456348605,0.0067478869030375786,0.012142741348427124
73,0.02225411715043866,0.006630996950046806,0.016299247637332693,0.01033894456348605,0.005545330182305002,0.012142741348427124
74,0.019450103916098423,0.006630996950046806,0.016299247637332693,0.005249844666055295,0.005545330182305002,0.012142741348427124
75,0.018926477487058505,0.006630996950046806,0.016299247637332693,0.006613598479737555,0.005545330182305002,0.014564811880972726
76,0.019598166812819513,0.006630996950046806,0.016299247637332693,0.006613598479737555,0.006662602190888997,0.014564811880972726
77,0.019598166812819513,0.008519823320172835,0.016299247637332693,0.006613598479737555,0.004159766251467871,0.014564811880972726
78,0.022151647370281045,0.008519823320172835,0.016299247637332693,0.006613598479737555,0.004159766251467871,0.014564811880972726
79,0.022151647370281045,0.011380971256327276,0.016299247637332693,0.00846268106427477,0.010288813031376257,0.014564811880972726
80,0.021080561990455472,0.013577109762508338,0.019196851940467073,0.009529822588696665,0.010288813031376257,0.014564811880972726
81,0.021080561990455472,0.013577109762508338,0.02880280654321219,0.009529822588696665,0.013061444895519235,0.019383190756344752
82,0.012168988210718264,0.013577109762508338,0.029409517582085695,0.012671983755709486,0.013398744933024278,0.019383190756344752
83,0.016285591287996965,0.013577109762508338,0.03137903737368398,0.012671983755709486,0.0145741326220124,0.015724482156710087
84,0.016756477793662915,0.013577109762508338,0.03137903737368398,0.012671983755709486,0.009849695146663373,0.015724482156710087
85,0.009798800264260584,0.015598268843609346,0.03137903737368398,0.008701822666036184,0.01397802188967296,0.015724482156710087
86,0.009798800264260584,0.015598268843609346,0.021624305515265937,0.004437758488363279,0.010696747195696975,0.015724482156710087
87,0.009798800264260584,0.0093530881074066,0.021624305515265937,0.0031354563745103208,0.010696747195696975,0.015724482156710087
88,0.009798800264260584,0.0093530881074066,0.021624305515265937,0.003288701580383314,0.012156469938593008,0.015724482156710087
89,0.011743840902976508,0.0093530881074066,0.021624305515265937,0.003288701580383314,0.012156469938593008,0.013862441851687987
90,0.011743840902976508,0.0093530881074066,0.02373555504362948,0.003288701580383314,0.012156469938593008,0.013862441851687987
91,0.012615135049175902,0.009891039818305029,0.027372735491039742,0.003288701580383314,0.012156469938593008,0.013862441851687987
92,0.01400688808597181,0.009891039818305029,0.02689847474023621,0.004898290713997152,0.014917297238582148,0.013903313283399657
93,0.016908811117733104,0.005455485486129686,0.028768516262044182,0.004898290713997152,0.014917297238582148,0.01515872505427084
94,0.01705389911361859,0.005455485486129686,0.028768516262044182,0.0039629986909422415,0.016043549309871463,0.01986813276211302
95,0.017634633854404263,0.005455485486129686,0.028768516262044182,0.0039629986909422415,0.016043549309871463,0.01963193187977148
96,0.01114934345694545,0.005639366212212191,0.015784530281390548,0.004645027880668833,0.016043549309871463,0.012169226359852795
97,0.01114934345694545,0.005639366212212191,0.0164246539163388,0.004645027880668833,0.021961489738116683,0.012169226359852795
98,0.006660054397392688,0.006018586021634856,0.017580141199857104,0.004718409164377708,0.02346114802277306,0.00943283544135236
99,0.006660054397392688,0.007157193398990735,0.017580141199857104,0.00597428893051489,0.02219508797908188,0.00943283544135236
100,0.008862150626582504,0.008188861283927255,0.012885429851609353,0.00597428893051489,0.016068958626649355,0.00943283544135236
101,0.008862150626582504,0.01059981858410028,0.012885429851609353,0.01011017312597259,0.010771898773200488,0.00943283544135236
102,0.008948928360591031,0.008808941839728728,0.01873195467594135,0.01011017312597259,0.01208349493868652,0.00943283544135236
103,0.010504601151580686,0.009918890939057332,0.01873195467594135,0.01011017312597259,0.012631608681793603,0.00943283544135236
104,0.010504601151580686,0.017016183816828984,0.01873195467594135,0.01011017312597259,0.013170469036936723,0.012900397460619634
105,0.010504601151580686,0.01215432006718375,0.021799075712336975,0.006149454710808606,0.013170469036936723,0.012900397460619634
106,0.0121861496708088,0.015614395377848714,0.02122709294584153,0.00839490800142758,0.009588663040158958,0.011397574228034337
107,0.0136317734991388,0.013333528159528532,0.02226479698514495,0.009993716997114148,0.00964264786546805,0.011397574228034337
108,0.015617182462847668,0.006775983967785215,0.02226479698514495,0.011124356996272676,0.00964264786546805,0.011397574228034337
109,0.015617182462847668,0.006775983967785215,0.014173760323050368,0.009102598702621782,0.00964264786546805,0.011397574228034337
110,0.016920967340106303,0.006775983967785215,0.017531185754257998,0.009102598702621782,0.01614607147456202,0.012391600137650435
111,0.016920967340106303,0.006775983967785215,0.017531185754257998,0.012766871037396432,0.01739803307176221,0.013467104480977892
112,0.017820519763230347,0.007043032446235247,0.017531185754257998,0.012766871037396432,0.01739803307176221,0.013467104480977892
113,0.017820519763230347,0.01008862239059372,0.017809592817604174,0.01357643335370498,0.02052611621122036,0.013467104480977892
114,0.018583922370853993,0.005385705252402223,0.018306262770902797,0.01357643335370498,0.02052611621122036,0.013467104480977892
115,0.02030703504963466,0.005385705252402223,0.02031215310075734,0.013866439297131217,0.021352258774863183,0.013467104480977892
116,0.02030703504963466,0.006963505603946462,0.02398877219243318,0.013866439297131217,0.02655429902028553,0.010891547087068349
117,0.02030703504963466,0.007787253803763358,0.02398877219243318,0.014416749770355074,0.02929269685430116,0.008682208961590963
118,0.01301891076980266,0.007787253803763358,0.02398877219243318,0.016059205876312817,0.03281416117406396,0.008682208961590963
119,0.01301891076980266,0.007787253803763358,0.02398877219243318,0.01176474950617585,0.034570335473141006,0.01112061480631863
120,0.016585730590484397,0.009323601481179118,0.02398877219243318,0.01176474950617585,0.028441906624216425,0.013229745493121888
121,0.016585730590484397,0.009323601481179118,0.02398877219243318,0.01176474950617585,0.015138497583695351,0.013725345217311974
122,0.016585730590484397,0.009977789774213734,0.017814033660969845,0.01176474950617585,0.015138497583695351,0.013725345217311974
123,0.014596337254839765,0.009752985861772832,0.017814033660969845,0.01631405108298986,0.017131155674794493,0.008705660529918719
124,0.016091836295753233,0.009752985861772832,0.012836334057580563,0.00964181699691755,0.015037724964801994,0.008705660529918719
125,0.016091836295753233,0.009752985861772832,0.009349367051133385,0.010630155327287914,0.015037724964801994,0.011408987002493967
126,0.01782158963611833,0.008549070064008677,0.01226682286250659,0.010211157259264666,0.015037724964801994,0.012064252851758935
127,0.01782158963611833,0.008549070064008677,0.014774921133626748,0.010211157259264666,0.014391607202304047,0.012064252851758935
128,0.01782158963611833,0.00886977907583402,0.009462792228481905,0.013781513802270738,0.014391607202304047,0.020138201556835995
129,0.014607711213712665,0.00886977907583402,0.012034590964584596,0.015066114733132166,0.014391607202304047,0.020138201556835995
130,0.01658761634107541,0.00886977907583402,0.012034590964584596,0.015066114733132166,0.01653792963825127,0.020138201556835995
131,0.011147991914376966,0.00886977907583402,0.013890857584503565,0.01534621949712401,0.012725983265085236,0.019167263488169023
132,0.011147991914376966,0.00886977907583402,0.013890857584503565,0.010793352744591124,0.012725983265085236,0.020266274988620804
133,0.015239115525769105,0.009242341781857243,0.013890857584503565,0.011699433646492164,0.012725983265085236,0.020350450594329755
134,0.015426308939785732,0.009242341781857243,0.013890857584503565,0.011699433646492164,0.014296992066274291,0.02141555594263541
135,0.017636053164899492,0.009242341781857243,0.02028609357416921,0.011699433646492164,0.01609399618579678,0.02141555594263541
136,0.010655474788285909,0.009242341781857243,0.02028609357416921,0.011699433646492164,0.01609399618579678,0.02141555594263541
137,0.010655474788285909,0.009242341781857243,0.022544017465379932,0.013287662104847397,0.020427782996708145,0.02141555594263541
138,0.013247046506936233,0.009242341781857243,0.025492224309616306,0.010275882290511526,0.020427782996708145,0.023313850230944393
139,0.013741321726473568,0.007628314715422746,0.02730014736399782,0.011517174643182762,0.010928743343217605,0.023313850230944393
140,0.013741321726473568,0.007628314715422746,0.02730014736399782,0.011715370008432657,0.011786478390112334,0.023313850230944393
141,0.013741321726473568,0.007858561431277434,0.02730014736399782,0.007057081830946882,0.011786478390112334,0.026386410480718627
142,0.013741321726473568,0.012593149460968458,0.030425040597019996,0.008367980897080348,0.011786478390112334,0.02514086356024422
143,0.01391914855410418,0.012593149460968458,0.01760794859640536,0.008367980897080348,0.012173732010621606,0.02554814296337563
144,0.013205306004139092,0.010073590256303224,0.01760794859640536,0.0094261754458103,0.012173732010621606,0.02554814296337563
145,0.013205306004139092,0.010073590256303224,0.016251409096088,0.0094261754458103,0.014136207626383191,0.0209039575297365
146,0.01571716269531988,0.011124879118386303,0.016251409096088,0.0094261754458103,0.01995637773064143,0.02180957084720377
147,0.01571716269531988,0.011124879118386303,0.016251409096088,0.0094261754458103,0.01995637773064143,0.01714065254315076
148,0.008079769361114446,0.011124879118386303,0.016251409096088,0.011769122561509002,0.01995637773064143,0.017783569249324074
149,0.008079769361114446,0.011124879118386303,0.019668687084185933,0.011769122561509002,0.01919140328254218,0.017783569249324074
150,0.008079769361114446,0.01167796682126608,0.019668687084185933,0.011769122561509002,0.01919140328254218,0.021941342532073624
151,0.009407385145607228,0.009572236586099975,0.021375135549998286,0.011769122561509002,0.01919140328254218,0.021941342532073624
152,0.009407385145607228,0.010410139467620174,0.024512138276007317,0.00599608892220602,0.0229143400857148,0.012706900584226404
153,0.009407385145607228,0.00877651247471785,0.024512138276007317,0.0066729763732062625,0.02455520157374621,0.009607872729957728
154,0.009407385145607228,0.00877651247471785,0.024512138276007317,0.0066729763732062625,0.02548046791377266,0.009607872729957728
155,0.009407385145607228,0.00877651247471785,0.024512138276007317,0.005398876440691326,0.01757360726376756,0.005366198106087936
156,0.011337613683994987,0.006342788853223273,0.024512138276007317,0.007428591309039187,0.01757360726376756,0.005366198106087936
157,0.010627278954239368,0.00881711157149867,0.024512138276007317,0.007428591309039187,0.01757360726376756,0.005366198106087936
158,0.012281539269136069,0.009810272663546392,0.02899461731132294,0.007898285572167367,0.01645983854182689,0.003512164240525887
159,0.012281539269136069,0.009810272663546392,0.02899461731132294,0.007898285572167367,0.01645983854182689,0.003512164240525887
160,0.01708980544892585,0.013538878721493872,0.02436765066837172,0.010511023669452496,0.014344321456886196,0.003512164240525887
161,0.01708980544892585,0.013538878721493872,0.02436765066837172,0.01250702069077634,0.00787932345322335,0.006396928735370179
162,0.01708980544892585,0.01549046939128817,0.02436765066837172,0.00783982321164316,0.00787932345322335,0.006396928735370179
163,0.017324576641073848,0.01549046939128817,0.02503729403611672,0.004657241046317308,0.00787932345322335,0.0054406638089855505
164,0.017324576641073848,0.013410408879506576,0.029623568542870137,0.004657241046317308,0.007408727612587852,0.0054406638089855505
165,0.015735277382292995,0.014053874181750333,0.0331031792644022,0.004657241046317308,0.007408727612587852,0.0054406638089855505
166,0.014160408776851182,0.01382080881603609,0.03415897942708232,0.004915233780718462,0.005295273117384988,0.0054406638089855505
167,0.014160408776851182,0.01382080881603609,0.019912554825057063,0.004915233780718462,0.011366552910126428,0.00879804999734479
168,0.014160408776851182,0.01382080881603609,0.019912554825057063,0.004915233780718462,0.011366552910126428,0.008039528894658308
169,0.01883030414579073,0.01422864484357147,0.019912554825057063,0.004915233780718462,0.012364811118186336,0.008039528894658308
170,0.01883030414579073,0.014721831401379271,0.019912554825057063,0.00621071020525924,0.012364811118186336,0.009154116176040318
171,0.01883030414579073,0.013815056270695784,0.019912554825057063,0.0062695933665672535,0.012364811118186336,0.011490180531723671
172,0.018960650756755,0.011341716282343922,0.019912554825057063,0.006830864474815764,0.012364811118186336,0.011490180531723671
173,0.018960650756755,0.011341716282343922,0.019912554825057063,0.004177860223948386,0.013205118359729944,0.012126772468642154
174,0.018960650756755,0.006306579120621613,0.019912554825057063,0.008301399084602425,0.013205118359729944,0.012665948805396903
175,0.01921034325322369,0.006306579120621613,0.01434539060750416,0.008676440298356855,0.013205118359729944,0.011471410247784166
176,0.01921034325322369,0.006306579120621613,0.015932693665901308,0.009433013038905822,0.011417156377546384,0.012631595781696276
177,0.01921034325322369,0.006306579120621613,0.013699919665780652,0.00959042727964436,0.011417156377546384,0.012631595781696276
178,0.01921034325322369,0.0033653987227567077,0.014622653355569164,0.010892120036408827,0.014209980791560564,0.012631595781696276
179,0.02190453770201586,0.0033653987227567077,0.010310766457848652,0.012284859902930337,0.016558401408021218,0.012255049477799368
180,0.02190453770201586,0.0024059622539983876,0.013247632072160256,0.00907443443086114,0.01068342717826851,0.0119492449778607
181,0.020219823202011766,0.0046701904402896765,0.012039660046645292,0.00907443443086114,0.012030030948337154,0.0119492449778607
182,0.020219823202011766,0.0054705777120722665,0.01207351563556055,0.012138004286815413,0.01367963967403825,0.012228483555803277
183,0.020219823202011766,0.0054705777120722665,0.0132650192442869,0.012138004286815413,0.01367963967403825,0.012796342701056307
184,0.020219823202011766,0.003009004597945164,0.0132650192442869,0.011241775524043991,0.01367963967403825,0.012796342701056307
185,0.020219823202011766,0.003121124694396151,0.0132650192442869,0.010404456716903678,0.010441636786127606,0.012796342701056307
186,0.020219823202011766,0.003121124694396151,0.014318843063243415,0.010404456716903678,0.010441636786127606,0.012796342701056307
187,0.01917249271517327,0.003121124694396151,0.014318843063243415,0.010404456716903678,0.010441636786127606,0.012796342701056307
188,0.01917249271517327,0.003121124694396151,0.013964226744377715,0.010404456716903678,0.010441636786127606,0.014560599699905136
189,0.01917249271517327,0.003121124694396151,0.013964226744377715,0.010404456716903678,0.010441636786127606,0.00975622653861405
190,0.01917249271517327,0.003121124694396151,0.007746979039737576,0.011385380325506955,0.010441636786127606,0.015123927235275152
191,0.01619830314020977,0.003121124694396151,0.009703520623698884,0.011385380325506955,0.015229460182181217,0.015123927235275152
192,0.014969273718009218,0.002618360132676134,0.013695529261297062,0.013774152553481677,0.008399809392980833,0.015123927235275152
193,0.01549513221281343,0.0022153008779787343,0.01599237684546008,0.013774152553481677,0.008399809392980833,0.015123927235275152
194,0.01598887250602113,0.0034013400287791007,0.02021505051479086,0.013774152553481677,0.008399809392980833,0.015123927235275152
195,0.010676775095505915,0.0034013400287791007,0.02309460694834036,0.013774152553481677,0.005094821722288469,0.016246591741582474
196,0.010676775095505915,0.003672787661799423,0.02431294044263517,0.013774152553481677,0.005314153584869271,0.016246591741582474
197,0.010676775095505915,0.005009546813303581,0.023855495876361738,0.013959819196944228,0.005314153584869271,0.016246591741582474
198,0.011259326994537964,0.008147902220098091,0.023855495876361738,0.013959819196944228,0.008124215206996641,0.016246591741582474
199,0.011259326994537964,0.008147902220098091,0.024747084292003074,0.010136173272603228,0.00939743461903378,0.016661744086459655
200,0.011259326994537964,0.008147902220098091,0.024747084292003074,0.010136173272603228,0.00939743461903378,0.009648128104039717
201,0.012355779530317744,0.006061941234480646,0.02628923406583955,0.010136173272603228,0.009599143418825272,0.010826643346070532
202,0.013068479328038883,0.006061941234480646,0.02683070547439019,0.007136574597151432,0.010688449837376154,0.015032082776321166
203,0.007094176910512284,0.006061941234480646,0.02683070547439019,0.007136574597151432,0.012297200683302189,0.009210902127382865
204,0.007668694218717285,0.005342810451643704,0.02802772410982644,0.007136574597151432,0.012297200683302189,0.007653597052657397
205,0.008967740566313265,0.005342810451643704,0.02802772410982644,0.00790726280111265,0.013993779503986245,0.007653597052657397
206,0.008967740566313265,0.006017876485557435,0.021297370470173924,0.0040913308735521185,0.013535625860721944,0.010323988349853428
207,0.009250033517764182,0.006017876485557435,0.021297370470173924,0.0040913308735521185,0.010311054315016402,0.010323988349853428
208,0.010628202766327772,0.006017876485557435,0.021297370470173924,0.004579717323109095,0.010311054315016402,0.01292031432891503
209,0.010073849544814594,0.006017876485557435,0.02508520753619068,0.005916884465201603,0.007019473767388297,0.01292031432891503
210,0.010073849544814594,0.006017876485557435,0.013053210984658135,0.005916884465201603,0.008267453551726553,0.01292031432891503
211,0.010073849544814594,0.006017876485557435,0.014670696957601393,0.004086439008544302,0.008267453551726553,0.01292031432891503
212,0.008828455332556193,0.006017876485557435,0.014670696957601393,0.008015742022982369,0.008267453551726553,0.01292031432891503
213,0.008982098513190671,0.006017876485557435,0.015151975750193884,0.008015742022982369,0.008267453551726553,0.016420550448453683
214,0.008982098513190671,0.006017876485557435,0.012720070967922228,0.008103271190889308,0.006999362274439211,0.019475693548790866
215,0.009328757193288711,0.007217953978843079,0.012720070967922228,0.008292216204262452,0.006999362274439211,0.012918939300367697
216,0.009328757193288711,0.007217953978843079,0.01546023459469025,0.008292216204262452,0.006999362274439211,0.014689540598396705
217,0.006009766224321155,0.008309622858474962,0.01546023459469025,0.008292216204262452,0.006999362274439211,0.015994083761289666
218,0.008702356706443917,0.01046204227568327,0.01546023459469025,0.0054904477332336195,0.006999362274439211,0.011734944876106228
219,0.00957763444905774,0.01046204227568327,0.01568674424310222,0.0054904477332336195,0.006999362274439211,0.006150438337281492
220,0.00957763444905774,0.007463869687404503,0.01568674424310222,0.004266320022054664,0.006999362274439211,0.007540205541182928
221,0.01351888923063295,0.006450265505170584,0.01568674424310222,0.004266320022054664,0.008250722010195381,0.007540205541182928
222,0.01488019018474806,0.009733352324788112,0.01568674424310222,0.0023227856641564633,0.00844599122614983,0.007540205541182928
223,0.01488019018474806,0.005774317583440436,0.013125349263549252,0.0023227856641564633,0.00844599122614983,0.007540205541182928
224,0.007453833628817515,0.005774317583440436,0.013457138687940438,0.0023227856641564633,0.00844599122614983,0.007540205541182928
225,0.007453833628817515,0.003074991078259915,0.014537568590043024,0.001438937322234055,0.008958270048784099,0.007540205541182928
226,0.007453833628817515,0.003074991078259915,0.018307400274136663,0.001438937322234055,0.009870572710698897,0.003870123228679821
227,0.008266299231693286,0.003074991078259915,0.018307400274136663,0.003084895269838826,0.0055173816738588845,0.005815781298700557
228,0.008266299231693286,0.003074991078259915,0.018307400274136663,0.003084895269838826,0.0055173816738588845,0.008541504104157185
229,0.00430067516389809,0.003074991078259915,0.012287876111758309,0.0033745067452077356,0.0055173816738588845,0.012622160973007526
230,0.005763073673366908,0.003074991078259915,0.012287876111758309,0.003941623264141851,0.005663676053718573,0.012114356511723462
231,0.005763073673366908,0.003074991078259915,0.013671386326899113,0.004684417320720655,0.005663676053718573,0.012114356511723462
232,0.005763073673366908,0.003074991078259915,0.013671386326899113,0.0038407727951336582,0.005663676053718573,0.012114356511723462
233,0.007143529269237088,0.0065830872120311865,0.008065148413490653,0.005024953416413521,0.0031267137083931156,0.007647027562676033
234,0.007143529269237088,0.007972626534094088,0.010116024509942964,0.005024953416413521,0.0031267137083931156,0.007647027562676033
235,0.007143529269237088,0.00844128362519935,0.006962745268955477,0.0073913746264299245,0.008373632637935325,0.00839271312838672
236,0.01088265449497877,0.01056476682088763,0.01084648338731728,0.0073913746264299245,0.008569240454133063,0.00943683128657298
237,0.01088265449497877,0.005968717743440526,0.01531111850093057,0.0073913746264299245,0.007379303685990451,0.010886386429244862
238,0.010949754006450103,0.005968717743440526,0.016170520038652443,0.0073913746264299245,0.010440635409246574,0.010886386429244862
