step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-actor/entropy_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-actor/entropy_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-actor/entropy_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-actor/entropy_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-actor/entropy_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-actor/entropy_step
214,0.3450610339641571,0.3886652886867523,0.7699881196022034,0.3182309567928314,0.4780804216861725,0.46804359555244446
215,0.32907330989837646,0.3945874571800232,0.7664913535118103,0.30897030234336853,0.4913786053657532,0.46754881739616394
216,0.34848737716674805,0.3775523006916046,0.7392709255218506,0.31765076518058777,0.4685175716876984,0.4495227634906769
217,0.33641859889030457,0.3797139823436737,0.7510495185852051,0.2966229021549225,0.4641267061233521,0.4525560736656189
218,0.33258432149887085,0.3723047077655792,0.7815251350402832,0.2963376045227051,0.45913004875183105,0.4718307256698608
219,0.3484097123146057,0.3686780035495758,0.7435014843940735,0.30179548263549805,0.44074633717536926,0.4484812319278717
220,0.34060415625572205,0.3844330310821533,0.7549075484275818,0.295627623796463,0.4547271430492401,0.462541401386261
221,0.3397040367126465,0.3721838891506195,0.7438061833381653,0.28500306606292725,0.4288011193275452,0.4544433355331421
222,0.32434412837028503,0.3838550448417664,0.7417962551116943,0.27179741859436035,0.438627690076828,0.4610072076320648
223,0.34257087111473083,0.3851801753044128,0.7397961020469666,0.2821745276451111,0.4487849771976471,0.46705493330955505
224,0.3218914568424225,0.380603164434433,0.759249210357666,0.26854175329208374,0.44753125309944153,0.4715387225151062
225,0.3319961130619049,0.3672416508197784,0.7625018358230591,0.27160072326660156,0.4419703483581543,0.4817501902580261
226,0.33962103724479675,0.3534059226512909,0.7743720412254333,0.2739968001842499,0.4375126659870148,0.4915749132633209
227,0.31983059644699097,0.36902743577957153,0.7224516272544861,0.25730231404304504,0.4637860357761383,0.46424347162246704
228,0.3172938823699951,0.35269996523857117,0.7525370121002197,0.24989478290081024,0.4515690207481384,0.4808063209056854
229,0.3183530271053314,0.348498672246933,0.7396501898765564,0.24584923684597015,0.44837141036987305,0.4799708425998688
230,0.3101843297481537,0.33726632595062256,0.7454084753990173,0.2243853211402893,0.4576926827430725,0.47691887617111206
231,0.32042697072029114,0.3232310712337494,0.7646979093551636,0.22697918117046356,0.4650804400444031,0.5007542967796326
232,0.3333278298377991,0.3353981673717499,0.7739142179489136,0.2271110862493515,0.48224425315856934,0.5141907334327698
233,0.32509714365005493,0.3103817403316498,0.739460825920105,0.2141844630241394,0.46171268820762634,0.47893863916397095
234,0.32738372683525085,0.3230925500392914,0.7684597373008728,0.21063388884067535,0.4805210530757904,0.5039692521095276
235,0.3664027750492096,0.303948312997818,0.7682614922523499,0.23416344821453097,0.45340827107429504,0.4933062195777893
236,0.33449575304985046,0.29167333245277405,0.7137778401374817,0.2096150517463684,0.4579245448112488,0.4516421854496002
237,0.3565886914730072,0.30270710587501526,0.7257555723190308,0.21509429812431335,0.4746286273002625,0.45767033100128174
238,0.3344995975494385,0.28991609811782837,0.7481927275657654,0.1982100605964661,0.4681105017662048,0.4713114202022553
239,0.3367667496204376,0.28164592385292053,0.7589884400367737,0.19960647821426392,0.46254879236221313,0.47100940346717834
240,0.35922104120254517,0.29163146018981934,0.740075945854187,0.21331444382667544,0.48297932744026184,0.4547178149223328
241,0.3527049720287323,0.27666205167770386,0.7348646521568298,0.2144193947315216,0.45654961466789246,0.4475319981575012
