step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-actor/g_A1_dot_A2_step
190,-5.256089565648114e-06,-2.6038275907870925e-06,5.306076103370251e-06,5.845290056930388e-05,-8.185703964375685e-05,0.00019296119267882945
191,4.308344609710731e-05,-8.390282652154444e-05,0.0001052451618504586,-7.293856099265909e-05,0.0001845472599813231,-2.839819934553684e-05
192,4.013318267958548e-05,6.385875139853266e-06,0.00018381931239623567,0.0001116714109590308,4.5909579675801975e-06,-4.554974633755254e-06
193,6.042761577597191e-05,6.046595746539885e-06,0.00015518290904124087,-4.7179031588581594e-05,-0.00013921673642441933,-0.00010070070432643568
194,6.995476193415635e-05,4.332072764320129e-05,0.0001804261421761092,-0.00010170459881568932,-3.459368588558937e-05,-1.3094982694190822e-05
195,1.3596278772106785e-05,-0.0001387011402696688,0.0001799735881593432,-1.631421498673321e-05,4.545924677236766e-06,8.221641792982199e-05
196,-0.00014689499178115732,1.710631044582226e-05,0.00013741289132235493,-4.232970899704302e-05,2.0047697868953577e-05,-8.767334125367754e-05
197,-2.503243895371903e-05,4.769048364138049e-05,8.11667317481471e-05,5.25543270909943e-05,-7.215543376649034e-05,-0.00011914894280682814
198,4.3677225189409893e-05,0.00011512393030188116,-0.00017408867391787927,-8.760244733027404e-05,0.00010340115501224347,-2.4461856358529568e-05
199,-1.2775155474711936e-05,-4.423146446930358e-05,0.00011700030454294338,2.3238037051797157e-05,6.799959586876517e-05,6.892310767752623e-05
200,-4.272788584222392e-05,-5.436194763739871e-05,-0.0002073639012124409,-0.00014026742191526078,-1.346092410472192e-05,8.194934565286997e-06
201,6.790082617553857e-05,1.1246931624615552e-05,0.00014513340340552517,-2.895462380199102e-05,3.686124791332334e-05,6.930862803433e-05
202,5.928552369848947e-05,-0.00010852393387595749,0.00011948458639711672,1.3604617654668406e-05,6.715958902286554e-05,0.00017949663739645492
203,3.2059284545811812e-06,-8.289717726753443e-06,-0.0001270558147644284,-9.914260987467304e-05,9.124605794847714e-05,1.1040082405784823e-05
204,3.7360951519424296e-05,1.206145306396513e-05,0.00015609282468412514,-3.293501902722512e-05,-6.089885854204293e-05,1.919669052216877e-05
205,4.911872880034374e-05,-1.6129678415199202e-05,-0.00011748198212439144,4.1873047527456746e-05,8.56901101982956e-05,-9.472699119328552e-05
206,-5.082122720820563e-05,3.9123332117835496e-05,4.8894031112168265e-05,9.335523674492445e-07,3.7887758732698494e-05,0.00011712038225775376
207,3.497772473231476e-05,-1.637948453105456e-05,-0.00010438294761775868,-0.0001009430845257494,2.0127120085512368e-05,-5.910999417900689e-05
208,6.546291359727427e-05,-8.523283190278501e-06,-0.0001753476915035064,2.9638510183888927e-05,-0.00021341419434742177,0.00011952059532511345
209,2.8453257286583064e-05,-1.9769468053707283e-05,0.0002289301386095037,6.497966313461284e-05,1.0699208311735929e-05,-3.8617619249961814e-06
210,-1.5938513531326003e-05,-8.790794842140644e-05,3.7224977601347298e-06,-1.4190924145795225e-05,6.689970535842467e-05,-7.376087061244344e-05
211,-4.060776922991889e-06,-1.0581057441975034e-05,0.00010798254956070078,7.287586892692458e-06,-5.139628838342413e-05,-7.937440939874727e-05
212,2.359077640425239e-05,-4.077514268117784e-05,-9.81013801888052e-05,0.00014961445523184284,-0.000103965379641848,-9.766592938061604e-05
213,2.9834779700713583e-05,-8.479898614260739e-05,6.758947873432271e-05,-3.833519739374987e-05,-0.00012086218112808732,0.00014681413924856618
214,-3.19872646375448e-05,-0.00013169592192850536,3.053439151636239e-05,2.5730159855442745e-05,1.7179318256459387e-05,0.00014100327703888237
215,3.540183109837851e-05,5.260571372178421e-05,-7.812894702159105e-05,3.3882313547353336e-05,-8.305224189410267e-05,2.20897535268852e-05
216,-8.221020190343458e-06,-9.258251096543476e-05,0.0001530949876598753,-2.5253107639888173e-05,-3.9105512004760176e-08,0.00010296888595563972
217,6.684908863165415e-06,5.534560225687161e-05,-0.00023980065146125988,-6.439034404116513e-05,-8.8745153671968e-05,8.853456996253552e-05
218,9.08606601188168e-05,8.344159488608876e-05,-0.00016951886845250098,8.336347765559586e-06,-5.317489052018411e-06,2.2157409450101087e-05
219,4.502083887721354e-05,-3.828537361197714e-05,6.444929542974013e-05,-2.377962276585357e-05,-0.00011019228046164976,1.8920304122560382e-06
220,-4.5229297676204185e-05,1.3732756730171116e-05,-0.000145507384714129,9.266737091622804e-06,-0.0001341858028228528,6.069313314035086e-05
221,0.00010412557113658096,1.5984956827618562e-05,-6.262209933308231e-06,-5.576541481828461e-05,5.32441849909525e-05,-5.46429469094872e-05
222,8.054518926052538e-05,0.00012566382199859108,-1.8854080575913258e-07,1.230202124499476e-06,2.9651007997142473e-05,-7.069648737830136e-05
223,-5.831657015178695e-06,5.448808085812853e-06,3.4477399357419816e-05,-1.8113195206740445e-05,-2.1550965521161105e-05,-3.516275375517609e-05
224,7.216231945832881e-08,-4.0334949573634896e-05,7.10572015277334e-05,-1.0047495540228994e-05,-6.174691248370212e-05,-0.00012536237022271876
225,-1.7894891141787873e-05,1.0898739740646135e-06,7.61272337170333e-05,1.5405914310389513e-06,4.0449641637589074e-05,-1.3207693734951711e-06
226,-1.7394672254310317e-05,-5.287967369969465e-05,0.00015275193280871706,-4.9609746420870866e-06,5.251358257589112e-05,6.233758868036171e-07
227,4.1827102767806205e-05,-3.0692733479410886e-05,-0.0002257735921990087,5.655591426015206e-05,3.371569463842941e-06,7.905270833394222e-05
228,-2.3288965466973744e-05,-2.407583585936822e-05,-0.00012203737046308912,-8.231320871673008e-05,-0.000135974093452933,9.705254807083476e-05
229,8.152870984749976e-07,-8.824807863879883e-06,2.170568231528205e-05,2.1606298189933713e-05,-0.0001170064682380362,0.00013407794067461388
230,4.7257744965174176e-05,-5.3236583178116e-05,-0.0001366742085477268,3.2530916105802466e-05,2.051418565316391e-05,3.0149338145643134e-05
231,-1.8150266048502165e-05,-2.661928608345308e-06,9.097117526348314e-05,3.456355742711577e-05,-0.0001856930967059767,-0.0001688962973542912
232,-9.551470892468206e-06,-1.527881930299241e-05,-7.815789129696823e-05,1.1917206515677509e-05,-3.96899534802047e-05,-1.6970357347335508e-05
233,5.571281423486528e-05,0.00013193659806238171,9.246934079895462e-06,5.2608690722667886e-05,1.6850144733695055e-06,9.646150083369491e-06
234,-4.5398277481744574e-05,6.652127645409663e-05,0.00010649847686611052,-0.00016599980691995808,-6.39574278379863e-05,-0.0001105306189986897
235,-1.762364225670426e-05,3.957141096403272e-05,1.3238589643347482e-05,0.00010363846154040908,0.00015282699876823208,4.763257053591284e-05
236,0.00012758079609949126,0.00010244894935694355,0.000163510729357653,-4.007553417285524e-05,2.4309805187156737e-05,5.416163696561046e-05
237,-1.795076427276235e-05,4.71803228595885e-06,0.00018676751529874604,-8.818007874217156e-05,1.6076551143556764e-05,6.460801768977132e-05
238,3.248077060872515e-05,-4.977955898931802e-05,0.00010206312285964648,-3.4559268407386736e-05,0.00012713700167129154,-3.9716762479363e-05
239,5.400050335167244e-05,8.988790869444442e-06,-6.5237684387425e-05,-4.496006455592444e-05,-1.079822966668911e-05,3.9366018355842497e-05
240,-2.1437538006543472e-05,-4.881783928063209e-05,5.323423691829831e-05,8.240982022911193e-06,0.0003045777372866149,9.660456692871832e-05
241,4.3484859532344875e-08,1.3184591827969541e-06,2.248181776671287e-05,-0.00012113116242834642,-6.029766571712518e-05,-0.00016877855390980462
242,-2.533640301615165e-05,5.655179683046432e-05,-0.00035299245708952655,-3.069053094860819e-05,6.023629131888096e-05,-0.0001323919226513527
243,4.373306711420567e-05,-1.6104030947300617e-05,-8.60530614342161e-05,-0.00011748141258300857,1.750545370085897e-05,-2.916230055497231e-05
244,4.515698227320247e-05,-4.804458303999097e-05,-0.00011589361541766344,-4.523532032626594e-05,-1.5273605259648076e-05,0.00033142981410369093
245,-7.765162470937626e-06,0.0002790005976695516,7.866968216704459e-06,3.107636123806484e-05,0.0001113525445363119,6.672281443363913e-05
246,-3.664769492734344e-05,-8.378959227070827e-05,2.765791384450681e-05,4.9120672871500025e-05,-2.3362613172254593e-05,-5.18974454753248e-05
247,1.2690979460781788e-05,-1.9244322972927327e-05,0.00012618143578963648,-4.322885935044656e-05,0.00012280955365807355,0.0001463336700097973
248,5.561188040632288e-05,1.3852377253387487e-05,-0.00011011631344617936,-7.365599676647073e-07,-0.0003049733051537627,-4.594042755180674e-05
249,-7.395858763775282e-05,6.319719908663596e-05,-0.00010972084909742596,1.6294389199978195e-05,7.399538006503668e-05,2.904623159767821e-05
250,-0.00012745448828943448,1.2859901476752162e-05,9.875478526304515e-07,-1.1173856791731169e-05,-5.5133441449317695e-06,9.783649369659836e-05
251,-2.9484228656633603e-05,6.374178508040386e-05,0.0004497776080919316,-2.711459216060907e-05,0.00014236866053566244,1.567296563885438e-05
252,-5.148829061198924e-05,0.00015568320143097508,-0.0003565775358702286,-1.7285291804744174e-05,-0.00014741132408649122,-9.434430926621396e-05
253,-0.00012339269859749788,0.0002097358768161438,6.163555643064242e-07,-2.9386313839767328e-05,0.00010913134606870896,1.4799496462161153e-05
254,6.561550815856978e-05,-4.29051547408954e-05,-0.00018029219990935264,-6.184218990376569e-06,8.081897969292655e-05,-2.2684127981420886e-05
255,0.00010331934405965217,0.00020399200732466055,8.495155118189833e-05,-1.8487614088720054e-05,0.0001119234270095736,-6.301900873994292e-05
256,0.00012945667264028466,0.00015517024811693056,-0.00011736546388549946,-0.0001018382236629494,-2.5959996013192163e-05,-5.743907063353821e-06
257,4.8936844475184015e-05,1.303690571387618e-06,-5.172509166529213e-05,1.9974366187884545e-05,-7.166132433067306e-06,1.1439354124703796e-05
258,-5.0651030447893174e-06,-2.6813100021087803e-05,0.0003179135946155491,-6.0573778099626395e-06,-4.889667428204035e-05,-9.824968337767552e-05
259,7.138405974924958e-05,-7.878282237008658e-06,5.838385195335177e-05,-2.023179001619491e-05,1.589063328534778e-05,5.644052840439017e-05
260,2.7164385794408683e-05,-5.408684213618896e-05,2.34915168983708e-05,8.390929213782309e-05,0.00017175469111289736,2.044012582686105e-05
261,-2.5812378496753613e-06,0.00014649702124132927,0.00010447892617325828,-4.870353346390068e-05,-7.878107670081777e-05,3.3562654200889273e-07
262,-0.00014975626571926204,0.0002752426723708495,6.178372195044256e-05,-9.155833249725364e-05,-5.1476583275760664e-05,0.00014510943884385902
263,5.4320189666050343e-05,-4.5291386641829254e-05,8.557975215914922e-05,5.34537161286628e-05,-7.778532372081442e-05,1.1599773366954788e-05
264,-3.49988180677349e-05,-3.6003121581811094e-05,7.029096483977784e-06,9.799565494058553e-06,0.00010616409361061735,0.00013067477520580604
265,-0.00010250989064398672,0.0001531310523272457,-4.599865472749409e-05,-3.722057368127802e-05,5.464390273710446e-05,1.2204227526222371e-06
266,3.779985139132868e-05,-5.323050594711441e-05,0.00010192973926229186,-3.297250048503076e-05,-0.0001293513740465368,3.1690818485151396e-05
267,-1.956547855492563e-05,0.00022338418318496644,8.153459787732037e-05,-3.762221003864259e-05,-9.068759593248503e-05,-8.745894816101697e-06
268,-6.00385854713814e-05,-9.042792612271856e-05,8.616425155329467e-05,-3.555073970932392e-05,0.0001009559792916956,5.732771329953256e-05
269,2.2664654145978154e-05,6.59135649526638e-05,0.00012496163261107828,-0.0001470286278075083,-1.900536839909424e-05,0.0002544520897593169
270,0.00013888800449616095,-0.00014438314540016594,0.00022638412260082003,0.00013805663131373665,-6.939633621602175e-05,0.0001306098375464846
271,0.00010452823238024647,4.242852903565468e-05,-5.3416012545288896e-05,-5.0855260804627345e-05,-1.360484254387068e-05,8.480925984974733e-05
272,2.377929194973887e-05,2.219734934812131e-05,-7.35787079268206e-06,1.136503636883778e-05,-7.119248132513702e-05,4.0260821436159264e-05
273,2.052452747574127e-06,-0.00016928473466523117,-0.00033754380055891077,6.916911113163496e-05,-0.0001298605649484731,0.0002461551518467222
274,6.868491681499469e-05,-4.802638935211977e-05,-3.7228731534618705e-05,-1.4017289600933605e-06,6.115559076396679e-05,-1.8046834160612894e-05
275,2.3418808592193055e-05,-0.00012931229462861737,-0.00011371047108417545,8.508552157461721e-06,-3.928842677334571e-05,8.183208141103189e-05
276,3.7488760040133935e-05,0.00013569490573698217,-0.00010771705176816266,-7.377881013112248e-05,-3.4013593852670924e-05,-8.447428880025447e-05
277,9.588028328191348e-05,0.0002766405411239591,0.0001327435607951668,-0.00010811330096881852,-0.0003564617389767416,-8.527998057967685e-05
278,-5.636191806702089e-05,0.00017934485657299072,-0.0002998679681683367,0.00011164170149908604,7.465074865077204e-05,4.836214994767944e-05
279,-0.0001238480033305983,0.00022047982122139244,-0.00023393809623640645,-7.967416079790155e-05,6.699156313549643e-05,-3.760205793906183e-05
280,9.424559785530534e-05,-2.3683173978959843e-05,0.0002198426227074786,2.0798045513484257e-05,-1.4845049332733502e-05,-3.1672974613501934e-05
281,3.587705658569872e-05,8.664718268638849e-05,0.0002506222469409372,-8.155426122334884e-06,3.966096209615163e-05,-0.00017552960911031276
282,-8.453814645201285e-06,7.127461089482562e-05,-0.00012981882774992746,6.585911191309848e-05,-0.0002261867111345132,3.246432311004052e-05
283,-4.51884861934284e-05,-3.7176535367878106e-05,0.00017368744184824498,9.666119507319092e-05,-8.211576131960696e-05,-8.9056375909965e-05
284,-1.4008352604203416e-05,-1.6519337399694635e-05,9.80690546801701e-06,1.3853645896518406e-05,-0.0004265666394889344,-9.948282428660263e-06
285,8.742875777161646e-06,4.846107548828946e-05,-5.880074783745602e-05,2.3837226102589273e-05,-1.9385069702386588e-05,9.557886841303312e-05
286,6.3576122717033025e-06,0.00032284689458576647,-7.874642429629822e-05,-0.0002106404006006046,2.5451930710703545e-05,-5.045130763458919e-05
287,6.11832383524603e-05,0.00014366859736967972,0.00011180016049026868,6.339431581151521e-05,-0.0001365386522326717,3.134599775751943e-05
288,-1.7285833259189656e-05,-6.380230126392733e-05,0.00014307916525928006,-5.538462195239601e-05,-3.205139577814768e-06,9.697705966767212e-05
289,4.796330518280703e-05,-0.00013491173643450608,0.00015023513914082365,-4.0896234656678775e-05,-0.0002160122059739409,-1.6961397425654597e-05
290,-0.0001243687270766435,-2.9441570517605535e-05,-2.049383742945017e-05,-5.462765978675899e-05,-2.621026920593201e-05,-5.9611607615309584e-05
291,0.0001302725375173486,-2.069038056297313e-06,0.00015021987961966684,0.00011989486053579884,-3.433637944661217e-05,-0.00018761769723914503
292,-3.6984181568578454e-05,-0.00011817441371197174,3.6693657121756405e-05,1.1646078931031533e-05,-0.00010267576725950326,-5.686272564145024e-05
293,-7.257327096790184e-05,1.1575010872145911e-05,-0.00035319080447343136,5.338519943226591e-05,2.695500230231574e-06,0.00016233173212721957
294,-9.171356223181545e-06,1.3227531577812297e-05,0.00018683405056895764,4.815698876808042e-06,-0.00013507469965347074,-0.00012715859985960206
295,-2.8836074200583408e-05,-0.00015860110824183723,-0.0002563222827600799,7.613361638150158e-05,-1.8822896580120515e-07,-0.0001474274804728608
296,-4.271459405373447e-05,1.491415572322095e-05,-0.0002265885763815395,-3.530087430689186e-05,7.981786855851795e-05,7.809719733359075e-06
297,4.653440234756112e-05,-2.68837003542318e-05,6.782968585115207e-05,-3.0087511154639752e-05,6.551975510786608e-05,0.0002666017024515126
298,4.1621237491539726e-05,3.104623554601952e-05,-3.1811649887984394e-05,8.709559492629596e-05,-8.076777461401436e-06,-0.00010197842271259952
299,-5.1977857210509776e-05,0.00013050132886897425,0.0001780321680095684,-0.00015138882340325408,1.2002225126455316e-05,0.0002206931317826222
300,0.00012386186013128752,-0.00012669773050437698,0.00022516420924392284,-0.0002131153170839532,-9.849645992406584e-06,5.610007810176302e-06
