step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-actor/pg_loss_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-actor/pg_loss_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-actor/pg_loss_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-actor/pg_loss_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-actor/pg_loss_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-actor/pg_loss_step
55,0.07461156302751452,0.06370944531341129,0.06757851967187081,0.07393388061318545,0.08874539069010472,0.0823644542308557
56,0.0921629589767476,0.06208630052681067,0.08564437194015934,0.07980735634237135,0.0910389143258833,0.08197237515265869
57,0.08245174722803542,0.048821838179345135,0.0640696771614089,0.08875881665998725,0.0678912942109946,0.09350550735325668
58,0.06833151840530466,0.08129052690695543,0.05343221115785318,0.08054871122309283,0.09026996701333488,0.09016251571616704
59,0.07624196272930325,0.05788491331109339,0.03664797538496917,0.11297614289605916,0.06316651018885429,0.08155300985607836
60,0.08170880229322632,0.043119953275035025,0.033110844505042925,0.07631464886060926,0.07121374456234181,0.07939365402691895
61,0.07941416075903507,0.06403691311157268,0.06610129089731026,0.0689552015260233,0.09602732577549064,0.08177443915805833
62,0.08438037948420972,0.05554500815924257,0.05710684620386447,0.08864420236841397,0.08084167975380296,0.10379401188164196
63,0.07542105299722203,0.07941586872210096,0.04607972376915212,0.11257289600454148,0.06955412309873603,0.1205870571653226
64,0.08637938226150398,0.055696019883422807,0.04481782759071126,0.08663250210648746,0.07694991213627106,0.06626377058188047
65,0.07186973702886866,0.07015484195996097,0.06385618373079684,0.09208872333885453,0.06836484170172993,0.0646031721581595
66,0.10203061532067498,0.0665544766164453,0.05325063500802369,0.0748252103512641,0.0696005776317179,0.08346919219709686
67,0.06484092739812064,0.08266081389381107,0.05838500164423345,0.047585059605808055,0.05764916691923111,0.0850692667061392
68,0.07036635059032254,0.06625490096446715,0.06659458200555063,0.10109020065407046,0.08692952478151328,0.0907765205611532
69,0.045648287658159946,0.06221101756514472,0.06441663721845686,0.07097211896839059,0.08355171943217368,0.0853806214657022
70,0.04773128776287194,0.07700361138267908,0.044931639454101543,0.040796248288643255,0.08157008169376756,0.08489218938322868
71,0.06800973906501895,0.06453795571319965,0.04354373922550996,0.06394209354916444,0.08127657931115262,0.0581301995730933
72,0.058793509383309246,0.06254133738416359,0.07488572900718496,0.05324147258943413,0.0645977960005742,0.12903539699808048
73,0.05460069140099222,0.08249292852451617,0.06674832499137505,0.04942427683852573,0.0922764688204754,0.08406458543489256
74,0.06938878761652365,0.06614972352589474,0.059754406551083994,0.07116474953620447,0.07049604549255867,0.08610315722281799
75,0.07056212838352366,0.053599188307695535,0.07797629362518338,0.08589093253714156,0.09511108000847077,0.09218832136272066
76,0.04454730502463159,0.06195571721017664,0.04504605744542085,0.08265877094067706,0.06810967983726775,0.062475042932193574
77,0.05028114350941331,0.06789189970529859,0.06455867832331327,0.08419588319371352,0.07079336895806002,0.09820094044890108
78,0.06445122219584472,0.06905515659562202,0.05027662616221813,0.08321607830550741,0.04724202246564489,0.057415286081070216
79,0.06824643403573277,0.04731427153941088,0.05547326549918473,0.08182249278014353,0.06039597379019731,0.05678934025490889
80,0.08858266171208877,0.05268898667095023,0.06264092840640789,0.1242022761805856,0.06864525209404711,0.058799308475701965
81,0.04323299300611122,0.04878630845642976,0.05469998591999885,0.06689436526867423,0.03518053505144457,0.05615588362745352
82,0.05403714873725274,0.06730551157993936,0.05433896222915363,0.08130441462209073,0.053169903829661455,0.055785779293264746
83,0.04958772889735615,0.06388395506719996,0.05554883676214718,0.06318442409189862,0.0850706476815747,0.0787401058357015
84,0.06088735501571509,0.06799744605776045,0.0487449146423708,0.1146847476101309,0.0659232349250248,0.07778169037664114
85,0.03509751900727519,0.0565483817707799,0.06045250555095998,0.06888046423733209,0.037644971380550965,0.08789776941057903
86,0.05127785217486877,0.055192224121128675,0.04869426247508575,0.07540844394465882,0.08572922081882965,0.09461711549617272
87,0.060426832250338215,0.03563861628582977,0.05294051925900729,0.07748079253350523,0.07024774059440174,0.06601581485301722
88,0.0644554278628808,0.03621064055631803,0.05621810561038443,0.08615880992376906,0.07040560939793451,0.07669246041008045
89,0.049105633237080545,0.06453723567392444,0.04372373546663623,0.09426711831781032,0.07662586260611484,0.07082811983642462
90,0.03980012327733943,0.03777577593253398,0.06697394013671545,0.06643157102285734,0.06959096643457949,0.0684858467910898
91,0.06057640140844502,0.060561138550434,0.0422053646462088,0.07862824079262176,0.0917517386089266,0.06524120738065582
92,0.057171470472777715,0.05942068385176005,0.04116262739224016,0.07418634710181018,0.06675172320756752,0.07389853760641449
93,0.06878462969938196,0.04633242304326915,0.05239226609814472,0.06779294230687405,0.08252818133332768,0.06352677434573278
94,0.04864884471959051,0.05585743495783605,0.05632962194386781,0.05679878866323954,0.07678452584554583,0.05884109987228465
95,0.06245627210642449,0.05670518336814388,0.09878064478354848,0.05682013591242995,0.061263754701174455,0.06979773478145249
96,0.04528763860396698,0.053436482372489984,0.08419017881954605,0.069069595258756,0.03160887070288487,0.06894360970747787
97,0.07101340479283336,0.05954159388403877,0.04936261780070901,0.06531046490971337,0.06181071044520174,0.05092948082464692
98,0.06569096041170672,0.0536271516419077,0.07884130115248995,0.05817658093337741,0.06856291015073011,0.05324111099184104
99,0.06369714776843062,0.04929888531741097,0.04762503210795915,0.04611879912272343,0.042597829742589965,0.0765160546639965
100,0.04976187743350717,0.04097223130367255,0.06278326068079171,0.05924852744647069,0.07384939896900936,0.06891257849047833
101,0.0782879796245987,0.05861669508966669,0.055478372081875255,0.07362578621370416,0.0846849165546057,0.04737923504742664
102,0.08547284579908593,0.039926460721557415,0.07496380736273224,0.05693654527695959,0.05701875269519137,0.07907955705094437
103,0.05827477390786433,0.04659596830803518,0.07099985576841343,0.054853749585840966,0.049043996547374666,0.07922669031864239
104,0.06260949979659926,0.03358942741255709,0.0526710289713639,0.05786527492797605,0.05208293799599535,0.06650142070330892
105,0.07279840060877368,0.05725310585290168,0.07932221677701283,0.06297952538625395,0.0926446211110727,0.084155746977879
106,0.06501551428993393,0.05786523931844083,0.0628907323843458,0.06925304565409687,0.06364928954595779,0.07406719072986513
107,0.07229492127888762,0.038775102388171945,0.06811158640769127,0.057794996763250846,0.0623230763979134,0.047249248983797246
108,0.08477723146400726,0.04333070071752126,0.05844754143279778,0.05891747420993816,0.08369501266983877,0.08358018810671722
109,0.054481681263132485,0.04898086695864454,0.06985749166587515,0.05012887851968545,0.06007694354539127,0.07075549531346999
110,0.07174140376619541,0.06064828357436151,0.043216164521015205,0.04203912668821597,0.06880874265428177,0.06195614731313023
111,0.08380242114745717,0.04210575829994115,0.05392965899142321,0.0598288195563809,0.06585696721029105,0.06308109208322621
112,0.06418381059598975,0.056351905258213125,0.04639246614619076,0.04790151693896405,0.072680625027715,0.06617460781887168
113,0.07315835182990191,0.05355936541146596,0.06241545072081958,0.05201786480109957,0.07942721879149567,0.06838859185200387
114,0.07119917740928941,0.050391299959014035,0.06955380305704525,0.06391880478551293,0.061887546773846225,0.07410047087116829
115,0.0807732468792459,0.05070534883028207,0.07198435781578558,0.05678164040717901,0.06557843521370042,0.09536368252161324
116,0.0689583774836224,0.05148882342230839,0.04387077484782007,0.07219953615276609,0.07139327578893005,0.07442767272264714
117,0.06036035917266937,0.04496329883151798,0.05740697502046209,0.05062422291923534,0.07694958965408946,0.08126853949094462
118,0.08053213185048662,0.046496108527739846,0.058981150858102016,0.06041878862357836,0.06374847513728378,0.06546110163732297
119,0.05313125604448682,0.06332511948739017,0.053150141027321005,0.055545088375605275,0.06384289130146872,0.05914024430603604
120,0.07394592060743542,0.03870755704106185,0.06499532215370066,0.05472405492421078,0.05862387795964716,0.06118763162445056
121,0.06817523050049204,0.04125538884869052,0.06510489086859808,0.06547976778096365,0.04906160622744614,0.06528446139537658
122,0.06885332589827159,0.0544065893482184,0.05976053569853927,0.039255588863145216,0.03599901854000851,0.055695247781352
123,0.0562147117766711,0.05269117755394998,0.049784576106402606,0.07117978059264429,0.05784934475054292,0.05553666685106388
124,0.06644437311867174,0.0731068893054678,0.056995087332325056,0.0600228692180137,0.06552895121634433,0.05552420489032102
125,0.0588080310107264,0.06375112275474662,0.04920650365076856,0.07525688340926232,0.05918376642496242,0.04556137896565815
126,0.05246286981805257,0.0523336693551585,0.06426218709133515,0.05327300890780728,0.05919086170590098,0.06246873516901312
127,0.04023109554568931,0.07198989046228235,0.030962652072690514,0.06907537670566752,0.05546116405457724,0.05342853692398456
128,0.04694462630141061,0.0513960644334714,0.04887190284952179,0.04846680054773363,0.03429540507782612,0.04762612312676057
129,0.05397847884925892,0.045667407583096065,0.04718171656256399,0.06288343285049883,0.07081038422554538,0.05457160006820534
130,0.07085668071424514,0.045102752518958594,0.04663570986886043,0.060902943766468175,0.0625115205030804,0.049264720792033534
131,0.04602961126549512,0.06275109158125108,0.0386393051986589,0.08215480975744421,0.0692221834109851,0.05743090272591755
132,0.038369050486562625,0.03975261260301102,0.06115414646721111,0.06455562772737866,0.0668363343211623,0.07914599232915659
133,0.04942792177998853,0.04725279701880127,0.04800134130233367,0.06166904817540566,0.06321733525705017,0.06611947663099384
134,0.033274757482822194,0.037983329610525335,0.0599083824700857,0.05222347064368983,0.04507638255936878,0.049010944366576346
135,0.052142712409487736,0.05011140115369161,0.06923856429363551,0.06211142832653184,0.04297821780231683,0.07284491171996801
136,0.04770876467264316,0.045745504713666285,0.04188846790547311,0.04611894049621218,0.05306288748179211,0.032764450365089265
137,0.028623630757101635,0.0617879186434384,0.05970918548968927,0.06198533231861227,0.05555776019211504,0.06086824171221952
138,0.04743020056584531,0.03649855485411153,0.03849024514800155,0.06881594773141034,0.05222535321081523,0.06306843273855253
139,0.06294629044732573,0.039231831781398795,0.05274278207798488,0.053666872029823835,0.05421771144685504,0.05760072992011879
140,0.03830538945523096,0.04222485604818518,0.04920103699796049,0.0639040366566441,0.03514391948119737,0.06229891749382276
141,0.06965083731445607,0.05281184737536374,0.05122223206409318,0.06367171036496681,0.059857487916411226,0.059191975783202594
142,0.05351226417415092,0.04348862681868731,0.04750636741583648,0.0741641012006623,0.05417762787773592,0.06143639945932793
143,0.03589493865550253,0.05312132247090843,0.04297937454895065,0.04762825256717161,0.028633044192289875,0.03821254918592684
144,0.04837641195710082,0.05008729787368793,0.03534930076825226,0.05959064754008908,0.03815310332155557,0.05818582168831199
145,0.037374546516002735,0.03407578361295545,0.04473188244505496,0.03969558601966128,0.03586913331534895,0.04243879276335517
146,0.049917822795032415,0.05524170560537114,0.031539210961513464,0.043346455578608174,0.05465560390822296,0.046462569496055185
147,0.0440659776443346,0.02715259766149257,0.05020327466435878,0.05443254188035068,0.03666189054395848,0.06672645990830987
148,0.05014167591131506,0.037276967602098775,0.051999515871001586,0.09698571319097124,0.035044148858440545,0.061297747182366386
149,0.045133126758654336,0.03586437123885844,0.05159739072728877,0.07736801800111655,0.03273732666342041,0.06696404210613136
150,0.08131964978165343,0.04401806423589329,0.04633944499130617,0.06880379317428581,0.044104002411425904,0.05223911796929315
151,0.04212887593366679,0.031863087749316996,0.03899404192098269,0.0630019085680639,0.027325324413061288,0.06550732286767535
152,0.04932745140242678,0.05007638181195943,0.034211379377737494,0.05579800423086119,0.04317411263311218,0.04230184134706427
153,0.05457082785505918,0.03651484993396378,0.05211019542215773,0.07484418077759376,0.05801235694397131,0.06798817626686286
154,0.044773557142235354,0.03493385310725393,0.04282439343736961,0.04905917946719759,0.012051863832097935,0.048468967539347915
155,0.061365533369548975,0.0491968560189469,0.0460588371174203,0.0440481116677451,0.047664062820224305,0.06707560956065688
156,0.05186368698230667,0.036566563346193445,0.04974366081660264,0.038521850948099096,0.03175480240401264,0.06093775014596759
157,0.04945997028044076,0.0657055206458991,0.05438069574914775,0.04954622613952191,0.03629224038256021,0.08517090227587254
158,0.052133516896528335,0.05026104471088681,0.05004312055068341,0.026582946375128813,0.013458472026613412,0.08212079312288552
159,0.05365478494717363,0.08089866952650482,0.03650863374003082,0.03467928109893323,0.05196922157887861,0.055420717813448345
160,0.059165841345384246,0.059778943152923605,0.06611355428972993,0.03715901986256272,0.04442943333503392,0.06873191754275468
161,0.034830804947705477,0.049047105780827174,0.046554324481372825,0.051674193620248624,0.0480623038610146,0.04610181184742894
162,0.05734935102518647,0.05190844969063044,0.0394291614632737,0.052948613511783635,0.04818322859973066,0.061460056544858255
163,0.05245434493008361,0.05651980552866008,0.04854328594309562,0.06248944187787928,0.05683160107855124,0.05686058538853295
164,0.04920627427820459,0.04548015132604633,0.049087777454486864,0.06514336775666486,0.06729397289255806,0.0439887887284933
165,0.04412881291279269,0.046570899193236405,0.046334239027702194,0.05243771274876963,0.0273685248434453,0.058018524605180505
166,0.04223875602474436,0.05524315173897776,0.04745249548883209,0.04083356170689085,0.04533588602192283,0.05980427215518824
167,0.04573742110398944,0.040321117305519856,0.054357255430659286,0.0662080606783812,0.054659074067684645,0.05310239222090887
168,0.03148962971898159,0.05386993463310462,0.059918385281343946,0.05836703004469694,0.06585746472802911,0.050357131363491445
169,0.029946763605939376,0.060773356025310935,0.05238658778908858,0.049190774330568,0.05367635019157253,0.06380750396327166
170,0.0513748349876897,0.06567541897805457,0.031469780640260354,0.040173561408866784,0.0507035790777943,0.03087246345492329
171,0.053731278274790385,0.05653310061752563,0.05333472911718816,0.030987968351433266,0.036068026494927165,0.0667095085591427
172,0.05108401188845164,0.05151246113583559,0.02984352635585789,0.04412156411369021,0.04866079657707208,0.03915553839275768
173,0.04360684315491068,0.0791592956711871,0.05695049100292013,0.05138611448850689,0.06953472100867658,0.04073259287831795
174,0.03840061621740461,0.05619814821329783,0.04101365613582618,0.048970068085195606,0.052464261788516424,0.0583066080612803
175,0.04749467004658072,0.04795319232289764,0.027663597728270244,0.03989512566080419,0.04746145309709959,0.029068329180732048
176,0.02949912287059262,0.049293061058147264,0.042350298189833595,0.049546457761224655,0.05645202059369896,0.017794790133848437
177,0.04362625988815842,0.06679849557986017,0.037014182960168306,0.05154321870941203,0.04894075721293982,0.02818107786387212
178,0.03715348819750944,0.06046626303162027,0.06091872614718006,0.03396428063408368,0.058204375210334544,0.04806784281603466
179,0.03105049466830679,0.052289026044806966,0.05109224262157927,0.04220503097401261,0.05794089804189034,0.046276314532203995
180,0.049873890508473545,0.03657063659047708,0.08214986608638558,0.06515691913189488,0.05282490800834096,0.07366815856478164
181,0.04778463005066824,0.05944722505764251,0.05796115448519183,0.05728357773629491,0.054554183630714986,0.04482715996196288
182,0.04275284146824561,0.04846869852366294,0.03896390381200227,0.04719056738660944,0.05161008910852627,0.04728580732507004
183,0.05981659690043767,0.04585586478543088,0.024542654140340774,0.053894716148103095,0.052963768469958775,0.02607869495811657
184,0.038675789207263736,0.043116246761564975,0.03457309237091976,0.04236093388968393,0.04778044989679505,0.037559697849335896
185,0.04121871735649046,0.02850536628025829,0.048905165684501345,0.04504497403525563,0.054833607076741626,0.04417360806574935
186,0.023929835720829077,0.046779930352377486,0.05723186793206267,0.040653981389799525,0.06665654917818947,0.06094466371345024
187,0.03468633316006162,0.04219356923682713,0.05265369273624137,0.04832943633024882,0.04407310912049271,0.03303487750054046
188,0.04400819444440697,0.02728841709704284,0.04640376682024605,0.03796261751335672,0.0420536304204449,0.05868541267486044
189,0.04319684624053097,0.05023197823247756,0.05480314026767462,0.04741459082205231,0.0664789478652988,0.0589151957023516
190,0.042583172747254136,0.0253018437796527,0.04550201757228933,0.036384454071690255,0.05978689487949995,0.06800700320565835
191,0.06610993694533437,0.03566604150219064,0.047732248563988826,0.05354897841507887,0.06333888453461936,0.057838225489218825
192,0.05066122813295806,0.03630236124182902,0.06941374269954395,0.06021650854565546,0.04030678005397527,0.08288980185672316
193,0.04295337306859784,0.05117758533826765,0.05848801531476631,0.05699953990345085,0.061613261314445014,0.05294221054569597
194,0.042765218475802905,0.03957760671846699,0.04430736392250765,0.04546912958548947,0.0630814330353659,0.05675457490435747
195,0.035730580598812324,0.03289693232928541,0.04504293794525438,0.052681230122877475,0.055220829846037205,0.052083066379767506
196,0.043095795537458625,0.03866403981555777,0.03965632085907457,0.03692923559933928,0.042500771452068875,0.043824318117306874
197,0.04534949144099122,0.036894809499062826,0.0499779984428245,0.023234040642444817,0.07326531075216879,0.03286933430824908
198,0.049687480601682585,0.05930388916226646,0.0397436471117544,0.05947965725499672,0.09052515563503435,0.03439118844754477
199,0.041360746398966405,0.034129981457557405,0.03103921321685208,0.05618809716866559,0.07223484711513656,0.07146848327405073
200,0.03267602290139217,0.04062299324765003,0.055257074844312706,0.0409019206073127,0.05713729151466396,0.04101465128512834
201,0.0317544452643568,0.03616614344861037,0.05416212280906621,0.05762589397608685,0.04981450728771865,0.04974900991781432
202,0.01054174562511369,0.04504676599927257,0.049490830075592386,0.03836288282117392,0.07506416823835024,0.04545534926162671
203,0.026769199716749,0.04449376163538546,0.06014931989162792,0.04972093925142771,0.07937962502826273,0.048803762558236485
204,0.026970643714080596,0.06110321050420514,0.06772163840505527,0.048053255223850205,0.058415549983519235,0.047792220875922595
205,0.04546227602087824,0.05563012732026047,0.04086399400318777,0.08460814861422616,0.06983021780324634,0.0305875350418824
206,0.03780662198025514,0.045282580779582665,0.05345298986641482,0.06020266223276849,0.05862068156108892,0.0707104382433994
207,0.03632862533190062,0.049321182765362945,0.05581795120241096,0.06098469233743955,0.058951223994243906,0.06751434112143667
208,0.035026154658074425,0.061969991175049345,0.052357115027189136,0.04870008779049088,0.07308608795938198,0.07057114900039778
209,0.03626847603728118,0.06768202792921908,0.053640759114702966,0.057197945022779015,0.06884760789971828,0.06717507814770982
210,0.027415001648478207,0.042542667032466855,0.060598177484193695,0.033651623342473826,0.042497944234836674,0.07101820777007832
211,0.04527549245782817,0.06481198169190479,0.034723403475436496,0.04714979220507838,0.061913673366819105,0.05919659367909411
212,0.05044791711366593,0.07026646237887665,0.05110776122601237,0.05632387345879882,0.08333580011302338,0.06339709049498196
213,0.044810316990295085,0.06232191117107339,0.06595582427876902,0.04692271258005476,0.06525945348645715,0.06438354636238727
214,0.03666198327243221,0.03885551769677217,0.030427078382178604,0.043248590732117814,0.060997819833469934,0.03743731296526676
215,0.03505789353730506,0.051228725799856795,0.055345900531392545,0.05638353906933365,0.06582237031533548,0.06517482465077544
216,0.039377211274309265,0.050585562579069085,0.054920228439426094,0.05502960027661175,0.07714357644589127,0.05927510168878239
217,0.03761936629322774,0.04912461399466597,0.058261375700892945,0.06897840573559978,0.07322796014523192,0.05839088375957401
218,0.038946106629799714,0.04948001583397854,0.04684934831243481,0.06305432784038681,0.041560756441044976,0.05870719323952688
219,0.05489169046031748,0.05566395574863028,0.043497459274658465,0.028634648628957357,0.04837371086323401,0.06299453733518022
220,0.04688761162797163,0.059344712466223755,0.06079094233389601,0.0677729776216438,0.0477315599124076,0.04240188281186611
221,0.03771316925731731,0.048884266179323455,0.05391180763491368,0.0444276229691932,0.06147423341729001,0.04616324815709193
222,0.05425565742342243,0.06140638326261458,0.04313875708739942,0.044006303124393416,0.06070151659705995,0.040891011926578354
223,0.027819573345966228,0.057835885166319455,0.052154829552378754,0.04605196025174033,0.05143666596729965,0.02872856286443206
224,0.04663624491235839,0.05720155261068222,0.04346095439783919,0.04033193783606312,0.04142180108465254,0.04659971491411044
225,0.07054658339469218,0.05200983003150636,0.048984492647286965,0.04456817711939544,0.06118027510710817,0.03561422632833455
226,0.0655717580368565,0.04584284155897053,0.031760850590561815,0.056778958205339014,0.04534157435486314,0.02570390755059443
227,0.0625003111372713,0.03660892904276568,0.050736813371220615,0.038666289326405,0.054732367890353906,0.044389117689876766
228,0.0563472191504843,0.0402687053923728,0.04637391375345032,0.030647679201245087,0.05132839296742245,0.03830449230472847
229,0.06339487673194526,0.037636677395130394,0.04773282444730284,0.04459773087528804,0.05136169624799619,0.02869444776370074
230,0.04515263423257109,0.05569789369300929,0.05667822504030828,0.05078660718944912,0.030857517616134016,0.04268277176029405
231,0.08379704234274951,0.04532792104361024,0.04868695455768733,0.047736801961318576,0.0594532047819628,0.043458194447463794
232,0.05676366442709141,0.04047790214335692,0.03969087055593264,0.05305984064950749,0.03965092991558394,0.03360653843556065
233,0.06045194975486084,0.039280970516778146,0.06727411529845037,0.04525144015363908,0.03299926815889194,0.038028897193544256
234,0.06261594361766536,0.04048428971000249,0.053889200543811674,0.0532345929442908,0.06175809177351001,0.04680920080572833
235,0.04599984904229077,0.0485306451156248,0.022215821293924052,0.041472605945778514,0.04852324049264241,0.05025489875820552
236,0.06788016155567998,0.03595308562438558,0.03891387206079487,0.051785521947558186,0.04496485272975406,0.029716110863917396
237,0.06215953879014012,0.02074473787506577,0.05341815492429305,0.0632602056907273,0.03558630543832948,0.042388214876655186
238,0.029608868399191125,0.03984374506705392,0.05487577820167644,0.05289723019248212,0.06607287490183616,0.03913265019923289
