step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-actor/grad_norm_pre_clip_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-actor/grad_norm_pre_clip_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-actor/grad_norm_pre_clip_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-actor/grad_norm_pre_clip_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-actor/grad_norm_pre_clip_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-actor/grad_norm_pre_clip_step
99,0.04009757936000824,0.04154495894908905,0.041899848729372025,0.04359969869256019,0.0429268553853035,0.04240838438272476
100,0.03903132304549217,0.0387226827442646,0.04529592767357826,0.04131300002336502,0.03957139328122139,0.04045338556170464
101,0.04051968455314636,0.04024304822087288,0.04251258447766304,0.04547445476055145,0.04350636899471283,0.039031803607940674
102,0.04125506430864334,0.04015001654624939,0.04554152116179466,0.03862854465842247,0.04399790242314339,0.041933558881282806
103,0.03973603993654251,0.0380794070661068,0.04245710000395775,0.03981993719935417,0.03913596644997597,0.04013432189822197
104,0.036121368408203125,0.04267271235585213,0.04542321711778641,0.039480917155742645,0.040797825902700424,0.045150816440582275
105,0.04105706512928009,0.03990170732140541,0.053442999720573425,0.04135811701416969,0.040044087916612625,0.04303369298577309
106,0.038723185658454895,0.040081687271595,0.04421594366431236,0.03906070441007614,0.0387478843331337,0.041163161396980286
107,0.04123174771666527,0.04070666432380676,0.04535181447863579,0.04414481669664383,0.03992187604308128,0.04017108306288719
108,0.039374470710754395,0.04023033380508423,0.04367128387093544,0.03603517264127731,0.03897473216056824,0.037024762481451035
109,0.03949815779924393,0.03974885493516922,0.04341407492756843,0.04031289741396904,0.038805149495601654,0.03957107290625572
110,0.0414169579744339,0.03982635959982872,0.04520373418927193,0.037741418927907944,0.04575704410672188,0.03966406360268593
111,0.03779146075248718,0.03815418854355812,0.0449264757335186,0.04267679899930954,0.04158269241452217,0.0419837161898613
112,0.041367851197719574,0.04189739376306534,0.04252975806593895,0.043716419488191605,0.04209008812904358,0.04092064127326012
113,0.04151421785354614,0.04133833944797516,0.04169166088104248,0.039445824921131134,0.04360770434141159,0.03967981040477753
114,0.03960436582565307,0.03947511687874794,0.0437793955206871,0.040256068110466,0.04028189554810524,0.04229103773832321
115,0.04053992033004761,0.039067164063453674,0.04433301463723183,0.04219507798552513,0.040667079389095306,0.04146501421928406
116,0.040433369576931,0.0407380647957325,0.04087305441498757,0.04325461760163307,0.0440310537815094,0.04050412401556969
117,0.03497137129306793,0.04100922867655754,0.04161027818918228,0.038604579865932465,0.04350430890917778,0.042676493525505066
118,0.03979390487074852,0.03779549524188042,0.04539933055639267,0.04278579726815224,0.04101475328207016,0.04303751513361931
119,0.03922004625201225,0.03881151229143143,0.04446670413017273,0.03990345448255539,0.04375016316771507,0.04247764125466347
120,0.04018450155854225,0.03937578946352005,0.04611286148428917,0.03679382801055908,0.041800402104854584,0.04257659241557121
121,0.03876272961497307,0.03980044275522232,0.044418491423130035,0.0381864495575428,0.04213882237672806,0.039927296340465546
122,0.03939025849103928,0.03942323476076126,0.042925652116537094,0.03985951095819473,0.03896506503224373,0.03922901302576065
123,0.040262721478939056,0.03794465586543083,0.041100602596998215,0.042542025446891785,0.03882426396012306,0.04196684807538986
124,0.04162173718214035,0.03998811915516853,0.043975766748189926,0.04045488312840462,0.04218633100390434,0.03768950328230858
125,0.03716336563229561,0.03975633904337883,0.04560428112745285,0.041379086673259735,0.04031694680452347,0.040711041539907455
126,0.03889959305524826,0.03999211266636848,0.04966171085834503,0.04115573689341545,0.03842601180076599,0.04143766686320305
127,0.03883414342999458,0.04025018960237503,0.0464620403945446,0.03863319754600525,0.03838559612631798,0.04227060452103615
128,0.037319328635931015,0.03958386182785034,0.04471107944846153,0.039227645844221115,0.03844020143151283,0.04389532655477524
129,0.038408875465393066,0.04206554964184761,0.04813415557146072,0.04072919115424156,0.042417239397764206,0.041695427149534225
130,0.03998744115233421,0.039086539298295975,0.040531110018491745,0.037290897220373154,0.04306879639625549,0.0386730283498764
131,0.039094991981983185,0.04113754630088806,0.04539657011628151,0.04276695474982262,0.03909193351864815,0.04244636371731758
132,0.03783013299107552,0.039273351430892944,0.04293883964419365,0.038422416895627975,0.040792837738990784,0.04280468076467514
133,0.03903985023498535,0.03850714862346649,0.04236027970910072,0.04109486937522888,0.0387875996530056,0.04241681098937988
134,0.03973136842250824,0.0390014611184597,0.04382245987653732,0.0388442799448967,0.04004872590303421,0.0405728742480278
135,0.038772668689489365,0.04034087806940079,0.04471290111541748,0.03901633992791176,0.040048278868198395,0.04008473455905914
136,0.04109886288642883,0.03831186145544052,0.04474702104926109,0.037031929939985275,0.040391892194747925,0.03919821232557297
137,0.03771348670125008,0.03859133645892143,0.05048343166708946,0.04092304781079292,0.04015963524580002,0.04019707813858986
138,0.0396212674677372,0.039110783487558365,0.041589438915252686,0.04176139831542969,0.03803249076008797,0.041461776942014694
139,0.039652880281209946,0.03719683736562729,0.04498977959156037,0.04113370552659035,0.038148168474435806,0.04279271140694618
140,0.03744552657008171,0.038965970277786255,0.04524407908320427,0.040808651596307755,0.03975588083267212,0.03843370079994202
141,0.03898859769105911,0.039809197187423706,0.04446464404463768,0.04142586514353752,0.0384969562292099,0.04333061724901199
142,0.03549576178193092,0.04079101607203483,0.04357714205980301,0.03947250545024872,0.03786325827240944,0.04002732038497925
143,0.03601974621415138,0.04216505214571953,0.042783915996551514,0.038333725184202194,0.0375216118991375,0.03894171863794327
144,0.03777224570512771,0.039109006524086,0.04629937931895256,0.04328785464167595,0.03894493356347084,0.04056816920638085
145,0.039687108248472214,0.038404494524002075,0.04432392120361328,0.03943809121847153,0.039031751453876495,0.04138710722327232
146,0.03897246718406677,0.03968871757388115,0.045438822358846664,0.03828220069408417,0.04165862500667572,0.04082613065838814
147,0.03826192393898964,0.03787117078900337,0.04308389127254486,0.03840278089046478,0.03996262326836586,0.04166020080447197
148,0.03810060769319534,0.03865652531385422,0.04663668945431709,0.04289679229259491,0.03817972168326378,0.0422464944422245
149,0.035256609320640564,0.03885190188884735,0.04563848301768303,0.03996996581554413,0.04047702997922897,0.0381852425634861
150,0.03732238709926605,0.03986481949687004,0.0450010821223259,0.03880150988698006,0.038606394082307816,0.04181020334362984
151,0.03541106358170509,0.04008248820900917,0.04331533238291741,0.03857896849513054,0.03704283758997917,0.04081062227487564
152,0.03828642889857292,0.03781908378005028,0.05032103508710861,0.03846048563718796,0.03696591779589653,0.04178376495838165
153,0.03890164569020271,0.038590721786022186,0.042448390275239944,0.04159651696681976,0.04460231587290764,0.04148821905255318
154,0.03466756269335747,0.03883478790521622,0.040499188005924225,0.036464255303144455,0.04030011594295502,0.03919719532132149
155,0.03780847042798996,0.04086795821785927,0.04342563450336456,0.04062548279762268,0.04044207185506821,0.041603799909353256
156,0.03554781153798103,0.04131219536066055,0.04114080220460892,0.034875836223363876,0.04132116213440895,0.040540147572755814
157,0.03802743926644325,0.038396548479795456,0.04122547805309296,0.04176777228713035,0.038949668407440186,0.04101625829935074
158,0.038877975195646286,0.03849377483129501,0.04602177441120148,0.04034597799181938,0.03789486363530159,0.04069291055202484
159,0.03636585548520088,0.0394258052110672,0.04588063061237335,0.04003170877695083,0.04026557505130768,0.040281131863594055
160,0.040887851268053055,0.040471151471138,0.04171797260642052,0.0437062494456768,0.036443836987018585,0.04065269976854324
161,0.03359225392341614,0.03702199459075928,0.04396343976259232,0.040929920971393585,0.03756976127624512,0.040584467351436615
162,0.03902796655893326,0.04239455610513687,0.042185574769973755,0.04130542650818825,0.03920648992061615,0.03992459923028946
163,0.0360632948577404,0.04031135141849518,0.04474890977144241,0.038979094475507736,0.038284145295619965,0.040686096996068954
164,0.037220049649477005,0.03925786912441254,0.04375695809721947,0.04054664075374603,0.03583764284849167,0.039974939078092575
165,0.03993767127394676,0.04034721106290817,0.044749025255441666,0.041994303464889526,0.03772617131471634,0.040526553988456726
166,0.03877983242273331,0.040110934525728226,0.042654335498809814,0.03884395956993103,0.037800975143909454,0.038957688957452774
167,0.03686180338263512,0.040923718363046646,0.04608757793903351,0.04411247745156288,0.044422272592782974,0.040904536843299866
168,0.03425315394997597,0.041493285447359085,0.043182916939258575,0.04097667336463928,0.03700890764594078,0.04314746707677841
169,0.03831251338124275,0.04177805408835411,0.04366212338209152,0.03954087942838669,0.0411405973136425,0.041184522211551666
170,0.03607040271162987,0.041647810488939285,0.04235677421092987,0.038942981511354446,0.03731931746006012,0.039870597422122955
171,0.039312466979026794,0.04249958321452141,0.042847905308008194,0.040315717458724976,0.03671899065375328,0.039413049817085266
172,0.03968127071857453,0.0439678393304348,0.040029071271419525,0.03893492370843887,0.0393105074763298,0.039739277213811874
173,0.0373159684240818,0.04425659403204918,0.0438380166888237,0.04043972119688988,0.036109305918216705,0.03995238244533539
174,0.0370391383767128,0.043624892830848694,0.04032257944345474,0.04219387471675873,0.037387579679489136,0.04249614104628563
175,0.035191815346479416,0.04044809192419052,0.04114897176623344,0.039150841534137726,0.034864578396081924,0.03987286612391472
176,0.03381313383579254,0.039769235998392105,0.04336509853601456,0.038108862936496735,0.03648643940687179,0.04018827900290489
177,0.03831874206662178,0.04342951998114586,0.04751064628362656,0.04198489710688591,0.03554549813270569,0.04153520241379738
178,0.03660215809941292,0.04185522347688675,0.04288708418607712,0.039810046553611755,0.038597222417593,0.03783051669597626
179,0.03862064331769943,0.04177585989236832,0.0464840829372406,0.03919458016753197,0.04014678671956062,0.04038427397608757
180,0.040016110986471176,0.040066227316856384,0.04668378457427025,0.04210556298494339,0.03636155277490616,0.04017294570803642
181,0.03928155452013016,0.04325129464268685,0.04317346215248108,0.03884027898311615,0.03936372324824333,0.03971495479345322
182,0.03603233024477959,0.04131210967898369,0.04226909577846527,0.0418153814971447,0.037859752774238586,0.04016469046473503
183,0.038699693977832794,0.0366230234503746,0.042806148529052734,0.04123590886592865,0.03609081357717514,0.03584526851773262
184,0.03565311059355736,0.03791287541389465,0.0414944663643837,0.036148909479379654,0.037440795451402664,0.03643792122602463
185,0.03705521672964096,0.04069144278764725,0.04127802699804306,0.03946423530578613,0.03959466889500618,0.036433424800634384
186,0.03631994500756264,0.040239546447992325,0.04479120299220085,0.03847990930080414,0.03713155910372734,0.04109847545623779
187,0.03762940317392349,0.04128127172589302,0.039118919521570206,0.03930603712797165,0.0373770035803318,0.03731171414256096
188,0.03862394392490387,0.04097272828221321,0.04310476407408714,0.03999513760209083,0.03644929081201553,0.04119117930531502
189,0.03684220835566521,0.041970785707235336,0.04284087568521499,0.040798019617795944,0.03915634751319885,0.0399913527071476
190,0.0379771776497364,0.03657476231455803,0.04167696461081505,0.038407035171985626,0.036438822746276855,0.040217649191617966
191,0.04062652960419655,0.04178939759731293,0.04448949173092842,0.038379326462745667,0.04092031717300415,0.03761895373463631
192,0.03847715258598328,0.03888998553156853,0.04409132897853851,0.040481969714164734,0.03826534003019333,0.04033461958169937
193,0.03903699666261673,0.040881384164094925,0.04683882370591163,0.04157223924994469,0.03877262771129608,0.03856052085757256
194,0.0417950339615345,0.03950328007340431,0.0404939129948616,0.04113474860787392,0.037474971264600754,0.037782203406095505
195,0.03569316118955612,0.03622116148471832,0.043886832892894745,0.039596229791641235,0.035667940974235535,0.04001447558403015
196,0.03947644680738449,0.03751111403107643,0.04490302875638008,0.039077479392290115,0.03722080588340759,0.04052039235830307
197,0.03978858143091202,0.03772509470582008,0.0421314537525177,0.041320569813251495,0.03699618577957153,0.04133026301860809
198,0.03667705878615379,0.04048746079206467,0.043060302734375,0.041540343314409256,0.03998672217130661,0.039543647319078445
199,0.04051665589213371,0.03745649382472038,0.04293714836239815,0.04303774610161781,0.04079441726207733,0.04151998832821846
200,0.03906729817390442,0.03938876464962959,0.04426738619804382,0.040081799030303955,0.04043210670351982,0.0394892580807209
201,0.03951717168092728,0.037682659924030304,0.04334881901741028,0.04082776606082916,0.0404115691781044,0.04063865542411804
202,0.03938436508178711,0.03887215256690979,0.04409220442175865,0.04063339903950691,0.04089304804801941,0.04227200150489807
203,0.037854742258787155,0.03817667439579964,0.039481595158576965,0.03965187072753906,0.04182706400752067,0.04042257368564606
204,0.038387756794691086,0.03619867190718651,0.045711103826761246,0.04189426451921463,0.03820392116904259,0.03980018571019173
205,0.034833136945962906,0.039059028029441833,0.042767345905303955,0.037834178656339645,0.03881987929344177,0.03975554555654526
206,0.03664694353938103,0.04046110436320305,0.04126368463039398,0.04117494076490402,0.038308389484882355,0.04198805242776871
207,0.038739755749702454,0.03761591017246246,0.04467370733618736,0.04166226461529732,0.037817586213350296,0.04066789522767067
208,0.03812975063920021,0.039957329630851746,0.03968898579478264,0.04081609845161438,0.04044592007994652,0.0413113571703434
209,0.03884198144078255,0.03683296963572502,0.04526355490088463,0.042922817170619965,0.03795221447944641,0.04093479737639427
210,0.03883112594485283,0.04033813253045082,0.04271352291107178,0.04161949083209038,0.0418197438120842,0.04041602462530136
211,0.03482845798134804,0.03649331256747246,0.043603114783763885,0.04023437574505806,0.0378415621817112,0.03889694064855576
212,0.03958897292613983,0.03688369318842888,0.04459396377205849,0.042418062686920166,0.0384368970990181,0.03902244567871094
213,0.038133200258016586,0.0362289734184742,0.04205148294568062,0.04020866379141808,0.035450275987386703,0.04006480425596237
214,0.037575479596853256,0.03736715018749237,0.03871981427073479,0.03820781782269478,0.03882428631186485,0.039641283452510834
215,0.03794220834970474,0.03854944929480553,0.044010475277900696,0.041379835456609726,0.03969062864780426,0.04179789498448372
216,0.03560566157102585,0.036631472408771515,0.044546939432621,0.038246650248765945,0.03945484757423401,0.041624654084444046
217,0.03529210388660431,0.03941619023680687,0.041799146682024,0.03954365849494934,0.036785535514354706,0.040501222014427185
218,0.03774647042155266,0.037949446588754654,0.03963819891214371,0.03942634165287018,0.03738122433423996,0.0386396162211895
219,0.036223284900188446,0.03771352395415306,0.04301423579454422,0.03833378851413727,0.0369027741253376,0.04089685156941414
220,0.03897969424724579,0.03929947689175606,0.04388077184557915,0.03908541053533554,0.036130450665950775,0.03929419443011284
221,0.03338834270834923,0.03844606876373291,0.040319014340639114,0.04037022218108177,0.03729545325040817,0.0380585640668869
222,0.039046112447977066,0.040772248059511185,0.04073040559887886,0.040280237793922424,0.03831213712692261,0.040180791169404984
223,0.038664985448122025,0.03877549991011619,0.04060886800289154,0.04017777740955353,0.03870538994669914,0.037672009319067
224,0.03623772785067558,0.04096174985170365,0.04686373099684715,0.03932737186551094,0.037887465208768845,0.040885671973228455
225,0.036544349044561386,0.03809382393956184,0.04008686915040016,0.03726215288043022,0.03886857256293297,0.03831073269248009
226,0.03691599518060684,0.04013993591070175,0.039223868399858475,0.038187187165021896,0.038450080901384354,0.03947698697447777
227,0.036923933774232864,0.03904999792575836,0.04391437768936157,0.04010215774178505,0.03807515278458595,0.04164125397801399
228,0.036272015422582626,0.040550682693719864,0.040297169238328934,0.03786538913846016,0.03752593696117401,0.038932934403419495
229,0.03488650918006897,0.04000013321638107,0.04173995181918144,0.04262680560350418,0.03840545564889908,0.03775620833039284
230,0.03566797822713852,0.04018201678991318,0.040874164551496506,0.04259593412280083,0.0384666845202446,0.03624750301241875
231,0.037572018802165985,0.0394132100045681,0.04226931929588318,0.03920823335647583,0.03941793367266655,0.03611515089869499
232,0.03639984875917435,0.04221627488732338,0.039550043642520905,0.044654931873083115,0.03719601780176163,0.03659246489405632
233,0.038097936660051346,0.04236603155732155,0.04341559857130051,0.04127470776438713,0.037807706743478775,0.03900842368602753
234,0.03572441264986992,0.04071161523461342,0.04378139972686768,0.03894663602113724,0.0422319732606411,0.038749806582927704
235,0.035761039704084396,0.039783623069524765,0.04176374524831772,0.04310509189963341,0.03809013217687607,0.04000810533761978
236,0.03868026286363602,0.04215854033827782,0.04320650547742843,0.04265978932380676,0.03447967767715454,0.03827476128935814
237,0.035305146127939224,0.041483983397483826,0.04214487969875336,0.04046796262264252,0.03614915907382965,0.0371767021715641
