step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-actor/g_norm_A1_sq_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-actor/g_norm_A1_sq_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-actor/g_norm_A1_sq_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-actor/g_norm_A1_sq_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-actor/g_norm_A1_sq_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-actor/g_norm_A1_sq_step
67,0.00417947557222011,0.0030970189516722956,0.004181289828846031,0.003998212109239228,0.0033038227267199573,0.0029614240090670295
68,0.002878807066844508,0.0037561920031419986,0.003349262665607341,0.0032676946292477466,0.0031278690816676133,0.002998739942913154
69,0.002344807674655281,0.0032235318395386634,0.004024228628197173,0.0031349523633180487,0.0034678823838457337,0.0034704739903454658
70,0.002866640678270218,0.0026549024093268855,0.003780251112221901,0.003362459625924697,0.0030569912943531215,0.00322790355406837
71,0.0038541488339139526,0.002910921864429699,0.004124419955188016,0.004190567466570571,0.003149837539181865,0.003139231293021976
72,0.002929778036617665,0.0036302308320115407,0.004359515831027562,0.003599079525435279,0.0035769499294310346,0.0035134989605363535
73,0.0029904898015388633,0.003118010776992,0.004815689713973444,0.003614959730467499,0.003416939533627557,0.003904954562533789
74,0.003453327115155302,0.0030612805589755256,0.0046615799492222545,0.003956759811499467,0.0035583051255769584,0.002791880420084499
75,0.0028863465391063374,0.0034676592054779637,0.004788185285982233,0.0037251346936003392,0.004301074580591355,0.003784481039004286
76,0.003529574187850893,0.0037329707203473143,0.004700151187760045,0.004032690316439864,0.0027864543158597267,0.003723695844036877
77,0.0031766442675902635,0.002772361325412786,0.004644546831729696,0.0030428304855392055,0.0032030612483344586,0.003269784512603262
78,0.003216722790953925,0.00314137122569633,0.003811336731498767,0.002860710492611152,0.0035934768871340047,0.003000932705967856
79,0.004646528058379083,0.002681888303066125,0.004397678389121442,0.004225635262594065,0.004029451919369111,0.0035038998432525836
80,0.003268131562870897,0.0028862418455186467,0.004662863175186033,0.00335220295709252,0.0032418724840009247,0.004261275858512291
81,0.002987373084210312,0.003611342317966616,0.005383404821914211,0.0032290580814399073,0.0037167603539804382,0.00397244789008169
82,0.0030042337775049643,0.003259517217698644,0.005003878756245781,0.0034802069499400893,0.002791187892848342,0.003344394848225118
83,0.0036188984525192458,0.0037596529486302343,0.003792266333503555,0.004037898508577315,0.0026831006473088696,0.003563655917843722
84,0.0037812364409082495,0.0035213090106792264,0.003971289141046085,0.003703121546978712,0.0028885540234285453,0.0039048476472511025
85,0.002867647711737145,0.003016064488808452,0.0035293743820612885,0.004093306176185624,0.0029253150378712833,0.0035890076705040056
86,0.0032542876996118765,0.0026982638476454736,0.004154870284464955,0.003541067518594766,0.0034130927016268937,0.00360285962064568
87,0.002899657559543236,0.002793138303162647,0.0037123630641058216,0.00449297941466948,0.0029706945771205244,0.0034857565540379726
88,0.0036703297037240503,0.0031502957908230624,0.004851140009949443,0.003491352829403816,0.0037548321379525904,0.004372568548062785
89,0.0031228066645902627,0.003438568090095862,0.003880083399498795,0.003064536699327302,0.003625139738936377,0.003706954913847055
90,0.0033744928302894975,0.0023951783600551493,0.0042074730160303565,0.003370180298236779,0.0032895871843638064,0.0035144322058526
91,0.003427670846060881,0.0027502587707512,0.004250373585571425,0.0037627867863442577,0.0029379820070779463,0.003474530518886743
92,0.0032474353497655814,0.002834570730962264,0.003341005160186456,0.003075336183650428,0.0034089712636761623,0.0026975697664682777
93,0.0030657357422437057,0.003214929126430145,0.004180593799867625,0.002584098259779874,0.003287042135833189,0.003314535295040803
94,0.003708457654801321,0.0032933705082009027,0.0037267096767514686,0.00372320324866492,0.0030672226841115292,0.002593180216842069
95,0.00241010278680563,0.004017164678294079,0.004771137130576704,0.003656711358359855,0.003367886576356089,0.004277964376324468
96,0.002886769500042646,0.0033857102880940374,0.004733780334237221,0.002892400319581165,0.0027708180394415837,0.0027567813048079816
97,0.003439850453452478,0.0035527021004386284,0.004468835544553974,0.003417510274445202,0.003107523861659453,0.0036387161294443946
98,0.003729285064904243,0.0030803709457789055,0.004995329525927966,0.0033843176662468753,0.0041758914822457895,0.004096085942182793
99,0.0034675628084139317,0.0037580982343026247,0.004209102734777433,0.0037271332450179934,0.0031465760239445893,0.003328991937769653
100,0.0030417560932067276,0.002771631319948217,0.004291571959959462,0.0033749931892297948,0.0031729603094639673,0.003437514161583335
101,0.0031461740514728592,0.003021924922246965,0.003663359442641194,0.004499233515253768,0.0036801958575819094,0.002737963998768879
102,0.0030789460314656013,0.0032364512750515544,0.00421176933806202,0.003034419511120755,0.004415208124152069,0.003747239880823144
103,0.0030818885401166147,0.002655053381740405,0.004095829210042033,0.0035010037235526635,0.002811204369076129,0.0031517568801358183
104,0.002596063397042721,0.0028148647094053325,0.0046104035495639255,0.0031359904538635886,0.0033669345986151768,0.004521219908796426
105,0.003614246050511883,0.003827577910306884,0.004001654211809921,0.003148739400633288,0.0034415669912258333,0.004060642537524283
106,0.003107675491606125,0.0031959860597610933,0.0040027019724474,0.003137506478440721,0.003163127312625075,0.003403039622063285
107,0.003229964680780045,0.003348121179648768,0.003751491535464219,0.003984610562038932,0.0033680297719256872,0.003814446398362392
108,0.00337669507008886,0.002864495976157716,0.0041519053089111935,0.002561210748185645,0.0028092698308025844,0.003021221568369054
109,0.002720683980458222,0.003054919149744398,0.0032596732406092567,0.0028745496968823523,0.00342307567117159,0.0033773091228551043
110,0.0038123780562293536,0.00296703312724079,0.003322783983867073,0.0031208825795610573,0.003708201473842172,0.003243119002856463
111,0.003365174426304909,0.002951433005045502,0.004580903210916431,0.0032416180992597523,0.0033622774972086097,0.0036365239489945422
112,0.003628114359808866,0.0031680155773575937,0.004093560059608006,0.003808624649287964,0.0043282621502997885,0.0035228042435339786
113,0.0030053526997761495,0.0034652210743406913,0.0031930477483505335,0.003265727766439665,0.00373233608438274,0.0036621761559227526
114,0.002690627560971495,0.0025000851092803894,0.003862244198211912,0.003174139409454151,0.003342679225541901,0.0031919637914892994
115,0.0031202403821942695,0.002938301583718305,0.004441567331284367,0.0035290296890976977,0.0031231168540498257,0.0031863982503824175
116,0.003643056596737486,0.003004789033810532,0.00282287722744385,0.0037633070720471,0.003963524555773081,0.0030888114259096542
117,0.002764433351332834,0.003437890329435836,0.003562976391669747,0.002927808365492995,0.0036297533575970287,0.0036184311785650335
118,0.003513367396677207,0.0028222439997841837,0.004172329445916211,0.0037429540400286017,0.003210842262735175,0.004162181548015822
119,0.002971940816039561,0.002891171166747746,0.004237142642189252,0.0029289759125872166,0.0038335272809987176,0.003358735610440429
120,0.0029630272411999073,0.003148468368732926,0.00409349467495972,0.0026897473357888665,0.003634069528027641,0.003292273066080716
121,0.0029359418096493576,0.0030996571122114893,0.0028966931437827644,0.002437256511825832,0.003472522898082272,0.0032758948639641868
122,0.0027878281352168074,0.003334301077102376,0.0032452932987816364,0.0035865361734659373,0.0032638020088440706,0.0035434475993324985
123,0.0028817137204337063,0.0027860545426595554,0.003304025681789478,0.0036360595424000087,0.0029622437341389673,0.0032581006038545856
124,0.0031843821740751427,0.003294971190331495,0.0036388620322871782,0.0024670328456425196,0.003268760260538625,0.0028999668301232305
125,0.0030717201801806994,0.0029596921226436408,0.003276090622225469,0.003872094212109473,0.003061057927440805,0.0033497137168629412
126,0.0029569856978744658,0.002941532079085536,0.004344184015937652,0.003083093962490071,0.0029023015279201663,0.003359647354291674
127,0.00321298855937572,0.003096282643583624,0.0039543649684724985,0.0032902761253293337,0.0028492069883710577,0.0039024147351296033
128,0.00282629377805843,0.0026135488470941724,0.003899369216399888,0.0029065634040256715,0.0030594139612674072,0.00353833510531699
129,0.0027367105749921345,0.003852808599313085,0.004668933967609331,0.002971266203327651,0.003602066523626963,0.003557994727292849
130,0.0026190237131666775,0.003298928659838071,0.003208285012498116,0.003038816634825037,0.0037088594839525895,0.003450933927665624
131,0.003360607683556231,0.0032273758585213684,0.003951440872601862,0.0035425216267981033,0.0030889623755245444,0.0033812824970271297
132,0.003316168171173379,0.0037738872342048097,0.0040141004990336855,0.002871293782906522,0.0034542685399868473,0.0030129434718268577
133,0.002824505928601861,0.0028263744760186065,0.0033781062166056168,0.003380846862160971,0.0034749920540345248,0.0033086720388374098
134,0.003138345268138808,0.0029720450314058107,0.003981816782597715,0.003188644354798699,0.0032280052487797077,0.0031864345352674763
135,0.0030994708288229543,0.003418594427773651,0.004200931277355994,0.00304150526596558,0.0034659576161259224,0.0031358599421311972
136,0.0033070795175985344,0.0029655318815706697,0.004352138833984148,0.002566169859783713,0.003462178310726356,0.0031290012367811244
137,0.003096408505740417,0.0029353803324650065,0.005097633909580743,0.0027551660720599057,0.0024074768395305063,0.003366154179855603
138,0.003217057974393898,0.003198914458890311,0.0036150905841553583,0.002904283318001055,0.0033793204017187363,0.003064201949434352
139,0.003602909047357077,0.002938935554603662,0.00367892734781013,0.0034084137884746457,0.0028941580783848693,0.0035698909084386178
140,0.002557006306913349,0.003525616683295747,0.004402500757698305,0.0032480565253715952,0.003325345479273364,0.0027136154074386197
141,0.0025540081844183616,0.003067594643499903,0.004049469984184021,0.003269616403572691,0.003026710217422553,0.0035129153286926015
142,0.002666340897325156,0.0036639330198555394,0.0038018335224343633,0.0031874931475680893,0.0031671721405604285,0.0030628041108857916
143,0.002453841461618527,0.003215560569755811,0.002713142604609993,0.002574160825878412,0.0028563246966809763,0.0034082178193813708
144,0.0031284289049897628,0.0028395408294920976,0.004935379611077172,0.0037276807594897646,0.00323204902754504,0.003667769094466041
145,0.003528220231028008,0.003031862902217452,0.003820284976271396,0.0032657322304059646,0.002854491290406144,0.003385557233091079
146,0.0020720083686345827,0.0031348129044063,0.003639658500231023,0.0032098546259752892,0.003314095369260466,0.003083046669812954
147,0.002766044351659015,0.003068796882300606,0.004600397329789973,0.0031310237887377176,0.0033528670315393135,0.0031941470746189816
148,0.0029313134454236776,0.0035633209439499087,0.004705240848913793,0.003274812555077322,0.003153753130990722,0.0032702954796273893
149,0.0028942727675211927,0.002910739900661271,0.004262386967269884,0.0029576795652110415,0.003088602520365342,0.0030500802477848145
150,0.002621295145034803,0.0031058916846112613,0.0035021262592405474,0.003019457309871414,0.0027853352910892225,0.003453171510473651
151,0.00235396059624061,0.003318101638471541,0.0035418946422158897,0.0025998776327185716,0.002784356712677634,0.003714555355481415
152,0.0031898526271083466,0.002683743850258346,0.004814163793154471,0.0027591116420766938,0.002977571395764412,0.00359529229618114
153,0.002861338012937737,0.0029989677656258778,0.003712272600685805,0.003345966761966242,0.003934761132974798,0.0034667512769911983
154,0.0026478620235712864,0.0027788933457343007,0.0036633227518152126,0.002315251183998341,0.0030860353049668512,0.00292113671127518
155,0.0023033049188317164,0.0036031791037013368,0.003978767186585068,0.0033084523681771107,0.0029429534213817714,0.0034669643621468
156,0.0025369024348390165,0.003246042143595983,0.0037144875234308905,0.0018896233412081052,0.0035387491404636,0.0035794743947500933
157,0.002957708368830672,0.003069811582283095,0.003483193404554085,0.002719686123167814,0.003852799017869244,0.0033567241572515084
158,0.003088784850648667,0.003283007588856898,0.003843162989420363,0.003038568926121111,0.0030066077787880463,0.0035087164946468095
159,0.0027383189459429177,0.003189067123325662,0.003927275912063677,0.00335978951154606,0.003236250244392609,0.0027248705817935425
160,0.003056442953731563,0.0032797295112657714,0.003010827869883498,0.003331527537147248,0.0029367881268645016,0.003522944895036376
161,0.002272811918531509,0.002613466542501449,0.0045260750475593515,0.002952024104073853,0.0030327681505880385,0.0031215788702260976
162,0.002973618193898847,0.003279484417031125,0.003919573656509924,0.003321708775059522,0.003157575273064997,0.0032936495824448797
163,0.002253805313507032,0.0032977617353240757,0.0042439246573088875,0.0029072226484517477,0.002551721663547184,0.0028445296659242395
164,0.002594633230520848,0.002976018275580075,0.0032302962101854378,0.0031821860560781582,0.0021289699307890063,0.0029836535854895927
165,0.0030357328904175047,0.0032024940316301796,0.003959175118375607,0.002932319256948142,0.0027839545688576432,0.0032817250860001463
166,0.0026342308680141944,0.0030104468320454993,0.0037074504806526728,0.003259878003750052,0.002994257523485231,0.003214411224729744
167,0.0024407907680165813,0.0031174825171549087,0.004461459629699857,0.004331095113545493,0.003079209236945446,0.0031190184288672853
168,0.00222709864561787,0.0028962726293990456,0.0038482727275053583,0.0032429169814557914,0.0025843946795376807,0.0033711980718887547
169,0.0031198381370810195,0.003928197399230725,0.003940590673378259,0.0029942638956422154,0.0027359051903843787,0.0034575539326415572
170,0.0027337788997710225,0.003203616646280648,0.003812153077412789,0.002910670275257037,0.0027791926929387504,0.0030669276124703415
171,0.003640689250158434,0.0033384883274371387,0.004188426122160529,0.00321373548763311,0.0025736390914617487,0.00274019768369963
172,0.0029478353320314577,0.0032366489058942415,0.0034992014466883373,0.002670459504444938,0.002926333892810551,0.00293845954483879
173,0.003159052980959127,0.003945816512166614,0.004256622733124266,0.003463768471993432,0.0026092875047009894,0.002789563440951799
174,0.0026962529758141262,0.003907313638146784,0.003196767668893062,0.0032976553675850657,0.0030375936727528446,0.0037419835319832456
175,0.001758762452055221,0.0029031346505778853,0.003295912873253116,0.002816166925585817,0.0023216793568116827,0.003148178739359253
176,0.0024319591251074648,0.0026668852108136768,0.0034808628091105775,0.002819165209665557,0.0026730197825409717,0.0032517401779378037
177,0.0032473578192466104,0.00373432705580787,0.004569003286436183,0.0036509158385394,0.002610510477903507,0.0034958492954974205
178,0.0025539710663798564,0.003639612035439004,0.003752062193153536,0.002678853048405872,0.0026604624909859105,0.0028203196037618707
179,0.0026815741461026126,0.0035393411689934287,0.0042995083736507055,0.003148532995571976,0.0031981609823639656,0.002801701184670328
180,0.0032950395413760174,0.003144019436214967,0.004446523972438849,0.003356337834103814,0.002874222908532893,0.0032819871786956595
181,0.00261091724055697,0.003737784294019667,0.004071686182800997,0.002900266674258837,0.003097033524254256,0.0026747475587887252
182,0.002876278981308131,0.002927274384523949,0.00335750528238661,0.0031853059608401377,0.002765841055353169,0.0031549929668204563
183,0.0029869460873192455,0.002249905999143126,0.0036903379862045314,0.0035004726491172184,0.002330722213767814,0.002571590913884753
184,0.002895113244234315,0.002638079254894795,0.0043301711520199754,0.0021295466268181572,0.003051686762985038,0.0026552670073440475
185,0.002444554579105927,0.0033194256089252253,0.0025351318472675083,0.0029022938548831888,0.002746884428843519,0.0022960280121439
186,0.0023914814000837777,0.0035588434769829105,0.003646271071699752,0.0027920955418912715,0.0028185832679354446,0.0032709291807862936
187,0.002828280030566938,0.003237325278818357,0.003219339488657058,0.002860603761384384,0.002674870632146327,0.0030207630260981437
188,0.0027318282374685695,0.0031270059171869774,0.003756866633253532,0.0032354259145664557,0.002713811538884186,0.002946674969803503
189,0.002645264253755935,0.0033218784005854063,0.004436154212752407,0.0030325133128350145,0.0031804221336264676,0.003586915965464988
190,0.0031003987234896205,0.002481066944659181,0.003577984284989598,0.0031083590787096384,0.0022278401661413277,0.0032548730266078185
191,0.003687986759162178,0.003426878893220891,0.0039400171971815555,0.0031795292731783024,0.0031125968597301703,0.002849645549211124
192,0.0032356922122687617,0.002656254649489381,0.0037253158405340025,0.002861165207454207,0.002790049850704101,0.003076053620377496
193,0.0025804661986625083,0.003344791318884635,0.0045327113227996586,0.003834923275714225,0.003240319969997304,0.0032491755850569317
194,0.003102844257874104,0.0030614743239868393,0.002738719197189567,0.0032245045638166683,0.0028560707136209436,0.0025797517710568836
195,0.002316707466026989,0.002739751659628757,0.004106192922218248,0.002779892180206494,0.0025876765283780532,0.0029937514167401825
196,0.003429333870352855,0.0028223574456627794,0.004381582360742248,0.003413957101303637,0.0026917442005355624,0.00300987736826367
197,0.003432487092656984,0.0028324676346654244,0.0032096370946329287,0.003452671596105707,0.002539454488738818,0.003650683782933712
198,0.0025510942621401545,0.0031381551071046608,0.0038973290169080415,0.003264929053549066,0.003042983439747944,0.003173069131468284
199,0.0030999472130810246,0.0031312748507983284,0.003812806946604708,0.0036032304933754505,0.0033322609729058493,0.0031591422394163524
200,0.0034011012198196717,0.0027586151694714,0.0044071271334286425,0.0032866275464576967,0.002910890207624899,0.003092548136001682
201,0.0026158205897396218,0.0030716684043045834,0.003860547881182632,0.0030085542830468963,0.0031234755220490963,0.0029760807344807764
202,0.0030501738972769014,0.0033811818470500334,0.003091522916854344,0.003266532053508222,0.0028131110650761967,0.0029058030890346392
203,0.003254958908099622,0.0025812099317450658,0.002658161484789696,0.0033652345153904477,0.00337206282590703,0.0035776925140207977
204,0.003021976767355672,0.002566073666702273,0.003659169385308772,0.003452146670359502,0.0027503021600180557,0.0031820651631506995
205,0.0023053130313320253,0.0031732168694358557,0.0034099075724739513,0.002558821357670277,0.0024775382865270877,0.002713268330230695
206,0.003182352277354284,0.00333060016221683,0.003697047720024745,0.002984292110113886,0.0033847456868847056,0.003898084173595876
207,0.002854152258105116,0.0030430325836129707,0.004061653530753315,0.003685668060574199,0.0027923735965520494,0.003429703162866418
208,0.0025642622359507853,0.003273621386806092,0.003706240767236339,0.0032430595649927388,0.003674086579391742,0.0034706910668906
209,0.00315910800507988,0.0026121837647174106,0.004121578112163732,0.0035392716265338388,0.0026819024283413653,0.003579335671649638
210,0.0030360799444928877,0.0033430858481661467,0.00346632935063634,0.0029254437643751545,0.003188629772593133,0.003415380396909777
211,0.0025151655869007235,0.0029572569855008694,0.003986444651415384,0.0033097602163198753,0.002694297680351812,0.002709454953013511
212,0.0031210591632772487,0.0027839499993203105,0.004524690630883283,0.003643126659763167,0.003573184155651297,0.0034291327038547675
213,0.0025828107324829277,0.00268798994849601,0.003697083239133634,0.0032931407782379697,0.0026732336583315496,0.0031379927497156707
214,0.002792223767357248,0.0031788565719345053,0.0032554151579124615,0.002926736012579888,0.0029523585462345953,0.0029718414568516175
215,0.002633450079990146,0.002991662318822307,0.004132327412743019,0.003552723384584621,0.003019238050584777,0.0032576109693348123
216,0.0026327639436154087,0.002989292244080662,0.003916240480752455,0.0031613481232958427,0.003036745607003469,0.0033340383871399795
217,0.002401917734913767,0.0025811937563819357,0.003712441487739382,0.003161720371371313,0.0028562134253830975,0.0029932334120576637
218,0.002595398171690465,0.0030050649947834,0.0032206861262365563,0.0031563215034772062,0.0030582038404580983,0.00322946764636683
219,0.002299069998978555,0.0028787861661031507,0.004340454893275952,0.0031028802065027976,0.0025315749934026223,0.0033510942435601085
220,0.003070016491953986,0.0033785968244815236,0.003862670857911056,0.0029782952127412527,0.002695883291857099,0.002321524606190104
221,0.001892366894787858,0.0033708168156175,0.003380820710301227,0.0028618425541932667,0.0025283728341201177,0.0030391907492753672
222,0.0030070820458334077,0.003096628342283244,0.00278111682030664,0.003106990635050694,0.002562490036627726,0.003723270925279521
223,0.0032080211412670516,0.0027839433036414016,0.0031241202313010315,0.003393839155927815,0.002868468558308451,0.0025842196226173748
224,0.00277501272675666,0.003658093252766343,0.003719736616693189,0.0029028272874603717,0.002942071035834786,0.00320384205202508
225,0.0029191993838187146,0.0029117724627244538,0.0032366639263648987,0.002508787380702378,0.002841816069923606,0.003150737806475796
226,0.0028157613413951695,0.0034011247810611044,0.00339509636437649,0.0027863295787182545,0.00306140403383903,0.00298431170530328
