step,deepseek1.5b_sync_8gpu_advvar_ent_lr1e-5-actor/pg_clipfrac_step,deepseek1.5b_sync_8gpu_ent0.1_lr1e-5-actor/pg_clipfrac_step,deepseek1.5b_sync_8gpu_ent0.001_lr1e-5-actor/pg_clipfrac_step,deepseek1.5b_sync_8gpu_cosine_floor_lr1e-5-actor/pg_clipfrac_step,deepseek1.5b_sync_8gpu_cosine_ent0.01_lr1e-5-actor/pg_clipfrac_step
101,0.0015713085484138703,0,0.0019178334993565397,0.0016353051822166197,0.00031128402907347333
102,0.0019430394706346091,0,0.0020398460899741623,0.001544960991157582,0.0002997385617585938
103,0.0020560325239698395,0,0.001987960522683352,0.0015137407759712438,7.661447115323326e-05
104,0.0021411566506289183,0,0.001862511237463464,0.001562345559006378,0
105,0.002059306333697015,1.2424735749456367e-06,0.0024417926763569335,0.001868252059131536,0
106,0.0021321125445971376,1.6286262415224634e-05,0.003650604608913494,0.001653255487543079,0
107,0.002001980059417075,5.339043042340563e-06,0.004070025558045624,0.0015879539408393442,0
108,0.0018120102697052757,2.5328654444933815e-05,0.004588992980248092,0.001728771794660133,0
109,0.0019755629533132636,0,0.003244311989123082,0.0017843328454806137,0
110,0.001949255830757985,4.663392135273116e-05,0.002972974893054925,0.0013936449320767895,0
111,0.0019533401161121824,2.0269043020424293e-07,0.00296864057679119,0.0018785761312323129,0
112,0.0019940638385811497,2.988776513495181e-06,0.002563633379891557,0.0015652191306894804,0
113,0.002000668204446912,6.086021209160787e-05,0.002875008482078556,0.0017394532107919945,0
114,0.00191001274242808,3.711339752154537e-07,0.0024586604555699287,0.002312753187470662,0
115,0.0016214172642538046,0,0.002028491740000628,0.001903136847320683,0
116,0.001753816571537122,5.335983821298994e-05,0.0020097252248018303,0.0015903838463730475,0
117,0.0018902099114451892,4.437541273156447e-06,0.0021406642887165576,0.0017598992744529912,0
118,0.0020302804909459707,2.487599311330592e-05,0.0024329460582363104,0.0017597920544997069,0
119,0.0019884250237816523,4.0077388310540606e-05,0.002457706280122749,0.0019424238230702792,0
120,0.002187394003835094,1.057738872855291e-05,0.0024126372726414047,0.002139229853704952,0
121,0.0022808795500688056,7.42945180985878e-05,0.002417494793205507,0.0018738775941528729,0
122,0.0019404415590023355,5.388424693647362e-07,0.002180154467512491,0.0016454802310363447,0
123,0.0020566813065583814,5.1600825255653555e-05,0.001976928222090161,0.0018261510764811344,0
124,0.0018656044979959712,0,0.0027640313286927108,0.0017669982737904164,0
125,0.001908353237013216,5.082377452524362e-05,0.0026222032278181155,0.0019658739973237973,3.1057416726682397e-06
126,0.0025126329741777774,4.80212807103627e-07,0.003044249078892689,0.002261939035478707,2.2315052774501962e-07
127,0.0023644051358306093,8.120519347602255e-05,0.002926952487668618,0.002443000004859641,0
128,0.002444869589630909,3.387468322692993e-06,0.0027830713465105917,0.002053831107332371,0
129,0.002430464283818202,2.823168594631804e-05,0.0027418438143083927,0.0019176708886956668,0
130,0.0022318161886885164,8.904259366024614e-06,0.002256568769790528,0.001806371955527062,0
131,0.0023715100490991,6.39105089483623e-05,0.002377365611623232,0.001547498575564532,0
132,0.002070534073537579,0,0.002077461018250853,0.0016121086385282978,6.111639578421091e-06
133,0.002210702381727883,1.6788121259499653e-05,0.002712576931420093,0.001902761821020249,1.5267875765388336e-06
134,0.0019397566440949004,3.329895596948518e-05,0.001899154538395206,0.0019802159306556476,0
135,0.0017267083621019,7.731581551221704e-06,0.0019385335294322837,0.001758234397562947,0
136,0.0021364140429795953,4.4423178286675026e-05,0.002253371324927271,0.0018880300246694656,0
137,0.002164332400331282,2.1000371863669115e-05,0.0024737342796883736,0.0015447890534521387,0
138,0.0020429439196959723,3.7535742912472126e-05,0.002398939528223888,0.0016417954735958565,2.801100854680151e-05
139,0.0023571754081342256,1.601778441389407e-05,0.001917956568335781,0.001671980491338241,0
140,0.0022808328536657856,0,0.002097246247064069,0.0017879374865470909,0
141,0.001971998795761465,0,0.0020871906566423027,0.0017030492899021527,0
142,0.002272194623024339,1.8226569748671253e-07,0.0020549282511307288,0.0017946823767201032,0
143,0.0019735632117883098,6.06027654998486e-06,0.002314744286691579,0.00184572613531935,0
144,0.001949430894633335,1.2424511746880977e-06,0.0026301755182099773,0.0018842709596810891,1.0869774969786008e-05
145,0.00184596518829494,2.8076799353584647e-05,0.002031685000722726,0.001875461428790004,1.2959674891402863e-06
146,0.002138144733353762,4.8982886230963204e-06,0.0024382069865247972,0.002130161359240273,0
147,0.002346533753966055,2.9332349911144137e-05,0.002323458651200939,0.001993197784118127,0
148,0.002625888724961863,6.443903304089973e-06,0.0024084817039031555,0.001866118503448888,0
149,0.0024094434588949384,0,0.0024883007865190102,0.0018444925059245688,1.179275145927129e-05
150,0.0023673380523311005,4.097320601691276e-05,0.002257235668028358,0.001642955617626285,2.8108147421674522e-06
151,0.0022754820237506383,0,0.002101198897352416,0.0019875027180607375,0
152,0.0021508389814005654,1.249049354454554e-05,0.002507946962699255,0.0018601348424454045,0
153,0.002001743173281688,0,0.0026417327120394807,0.0019402037619112803,7.109625478145009e-07
154,0.0020396363308298696,1.818253754858493e-05,0.002237313974758361,0.001598791450793747,1.9667061678774188e-06
155,0.0022671952514175184,2.633952296010273e-07,0.0023945679606020513,0.0019389916510923152,9.467033993607164e-06
156,0.002163229992913243,1.920043122600359e-06,0.0027917961528839356,0.0016454547421744792,0
157,0.0023129284792792696,0.00014514447129573347,0.002453874207937836,0.0017250373391107133,0
158,0.0022406264981125585,0,0.00244873902531338,0.0017811637817209064,0
159,0.002205632052209694,2.0619985219594596e-07,0.002517547504434925,0.0016231544133006536,0
160,0.002526410242436131,1.088851563205632e-05,0.0025913404662622434,0.0016365753080896043,2.3940398347934077e-05
161,0.0021384355225315876,1.4237081849818137e-05,0.002551521284906564,0.0016424939296440443,0
162,0.002050930793137178,5.734223787630281e-06,0.0026814710546141426,0.001503709035750944,0
163,0.0022135380830488514,4.5119976641240387e-05,0.0022150072050366857,0.001459249738672952,0
164,0.0024956986034422616,1.2712681908803796e-06,0.0022600628285016325,0.0014416251968214055,1.220966350956587e-06
165,0.002386830396062578,6.0063734573694614e-05,0.0024644294381412396,0.001567054047882266,4.5618550588447504e-05
166,0.0024795086421521696,6.355305655430325e-05,0.0021083145799242298,0.001425697833974482,2.317413587401721e-06
167,0.0024307505555870275,6.112542732555287e-05,0.002652900702328638,0.0016399105942355163,0
168,0.0024600562544138584,2.3376920759968098e-06,0.0027912719891570637,0.002015191282373772,0
169,0.002397436987545613,3.1294599543350196e-05,0.0025020721399674323,0.0018249583517012424,0
170,0.0024355449196540894,4.124579481867839e-06,0.002616547327962444,0.001595467095196399,3.389979428902734e-06
171,0.0023664682515825712,7.256556417897545e-05,0.002168036168705142,0.0012461743660268684,7.750180234974583e-06
172,0.0022517356624714166,0,0.0024069732318656115,0.001416132766032454,0
173,0.002645596799751123,5.273649331627439e-05,0.0026498686181314823,0.0015936665637127589,1.060307614102055e-06
174,0.002117911767685576,0,0.0024256642539322183,0.0015323054355643009,0
175,0.002209763146634537,5.472137997587977e-05,0.0021606347752737725,0.00151506603042435,5.043359941328822e-06
176,0.0019023501929199404,0,0.0024596279285365847,0.0013837759893582057,0
177,0.002290456922902343,8.76237089642018e-06,0.00237607357882743,0.0014054049302558269,0
178,0.0022772024840378435,1.2559941723111478e-05,0.0022364890357256745,0.0012958904235760697,6.96253300702665e-07
179,0.002283601393845974,0,0.0023310888388798708,0.0015018918437427991,3.8481899316268806e-05
180,0.0019109509222566296,0,0.002485433423793265,0.0014342241765483604,0
181,0.0021574154677142833,4.071866281746599e-06,0.0029668844814626605,0.0014598724996087583,0
182,0.0021452472123820237,0,0.0023810997839103475,0.0014879890469633528,5.325282209146215e-07
183,0.001901003266736908,1.706005091166488e-05,0.002167043824675088,0.0015398610830743564,8.076955921621577e-05
184,0.0018311023070257057,0,0.0018921918539986525,0.0014079427705948502,9.130952483766511e-07
185,0.0021788527479340855,1.7172284034144916e-05,0.00215541780851155,0.0016007832628886155,0
186,0.0019910177804337327,0,0.002140722256903562,0.001507338836900755,0
187,0.0021655108816654926,0,0.0020710331786097454,0.0014840175328572514,2.3036840762610415e-06
188,0.002471805279014916,0,0.0025077871552562003,0.0015531148159921445,3.312663479196739e-05
189,0.0024710189040690793,0,0.00228158459968325,0.0015464637318429945,3.5310049497638827e-07
190,0.002202588896807356,4.249973084665112e-06,0.002371335677069394,0.0012684132339431512,0
191,0.002305662083211033,3.5580555820363064e-05,0.002295059697799127,0.0014181704561286265,3.520209507509468e-07
192,0.0026051861402720533,0,0.0026278736022117724,0.0015900938575891077,0
193,0.002651402544264177,1.5319966125291005e-05,0.002724764992782856,0.0015148294824896204,1.7519248077795576e-05
194,0.0021442723691507126,4.436518502694122e-06,0.002135555718420316,0.001320715487236157,0
195,0.002256716822860956,1.6534480632149745e-06,0.00243414225437648,0.001383026119162046,0
196,0.0023958143931889463,1.6686159748739251e-06,0.002368229749386639,0.0013227386452854262,7.114632762091208e-07
197,0.0025239238361084264,4.023115085545538e-05,0.002245841549085255,0.0013818989208652412,1.3771653980906454e-05
198,0.0027133164348924765,4.270577111838813e-06,0.002479776653975326,0.001384028209581312,7.087621595149228e-06
199,0.0023168411885505875,5.504915243862292e-05,0.0022976835371486637,0.0015863873080134664,0
200,0.0020575278183969205,8.036999809740558e-06,0.0020477780409514116,0.0014350646211912644,0
201,0.0024022588887477317,6.231631101400126e-05,0.0024560459791478314,0.0011975534039679171,2.4941853658621795e-06
202,0.0023748197956128354,2.1203125392535836e-05,0.002575903728048867,0.001378970216530268,1.7895822763777058e-07
203,0.0020621784761008007,7.837754417696895e-05,0.002309624664675262,0.001296945290546732,5.54869445519559e-06
204,0.0019114432040889064,3.234166354471405e-05,0.0024184104760785643,0.0012809998331084157,0
205,0.002176297215030192,9.94551443925542e-05,0.0023804855154594406,0.0014336419840959892,5.342014143631483e-07
206,0.001985537751170341,1.8331406526731035e-05,0.0020864703497438237,0.0014785582624716135,1.0683048538553787e-05
207,0.0017438540001522697,8.178361106449581e-05,0.00227678561172302,0.0013177284482680544,2.319454140071183e-06
208,0.0019815287534119637,8.237084158573228e-07,0.002324778116453672,0.0013617172013999318,3.042155791869542e-06
209,0.002227606675296556,4.4714436496308606e-07,0.0023510176615673117,0.0013712204290218218,0
210,0.002496730585373874,9.04882551455352e-07,0.002236894996341868,0.001461287617594069,0
211,0.0023257019378354967,0.000119258534494347,0.0023251362903504336,0.0014420292482523215,0
212,0.0022275820307265308,3.568105487199948e-05,0.002795577453222601,0.0013714393579513334,8.543880777205745e-06
213,0.002277100428727863,1.98275443130006e-06,0.002366123035462806,0.001428700360355089,0
214,0.0023618965555531604,0,0.0025521566838390152,0.001508911271864849,1.3900077517194273e-06
215,0.002189160890734259,3.0282683837867808e-05,0.002353763321576828,0.0013395649580272176,2.0064357435647093e-05
216,0.002214948720353752,4.945218909558886e-05,0.002101512107982033,0.0015358229010460143,2.1405663257768457e-06
217,0.0023216823507897534,0.00020666398246299957,0.002215249039278554,0.001389165792849182,0
218,0.0022107496063010026,6.860565547546739e-05,0.002206009506917326,0.0013304363529559023,1.4376234763143918e-06
219,0.002497971066116841,0.00011920639310899009,0.002301492885141234,0.0017289322596869086,1.879151230761116e-05
220,0.001833558449410096,1.7731662206751392e-05,0.001985468993552786,0.001389577760566554,2.9918871145387775e-06
221,0.0021285932849106916,5.628774252887952e-05,0.0018062534345146411,0.001525842227171624,1.7612331118600974e-07
222,0.0025920595963203168,0.0009774047290110584,0.0019966006786186576,0.0012428324060324702,0
223,0.002128810196629037,0.0023751041059420137,0.0018039590120176223,0.0015411492894859943,1.7366603892047093e-05
224,0.0021639479255495444,0.0002753437518021524,0.0021707199961615805,0.0015353812487319371,3.5580764022703026e-07
225,0.002057699573242644,3.503714339482637e-05,0.0020566875706572317,0.0011303358988634712,0
226,0.002139886257708063,6.433329059608883e-05,0.0022929925732023547,0.0012345478871571777,3.0534202000969834e-07
227,0.002248640161811404,3.9443297751976416e-07,0.0022994539764595733,0.001234118449890336,2.9390810253233585e-05
228,0.002023906046133561,0,0.001967956144690106,0.0011429065522282724,4.459834072158497e-06
229,0.0020812051121386808,1.9584359506552573e-05,0.0023513975644891614,0.0013682063518610282,0
230,0.0020793061862036666,0,0.002429613493877696,0.00139660021787594,0
231,0.001935124363550737,1.8919176909548696e-06,0.00218314012963674,0.0012965988871444498,3.4890867287426116e-07
232,0.0016406932294817777,2.6051497688087928e-05,0.001955869274097495,0.0012610407110183917,1.2961731176735643e-05
233,0.0017665120269612091,2.2279975676229375e-05,0.002132415884716466,0.0014348801157341635,4.340945503957171e-06
234,0.0017039619210284704,7.705314867110694e-05,0.0020599140005651863,0.0013682447826925323,0
235,0.0019966017483360097,3.2528079769221106e-05,0.002042531803017482,0.0012819421789816527,1.7425002494876809e-07
236,0.001909677757036358,2.9887197736873835e-05,0.0023428732715728984,0.0011857582588540602,5.039010310221263e-06
237,0.001720236359005867,1.7385456973692448e-05,0.002127399419729651,0.001215180259740529,6.051081787258485e-06
238,0.0020627964762146194,4.400185186265541e-05,0.002161673749837296,0.0015679195613279816,0
239,0.001750695782717156,0.0013420215160652735,0.001910870492565664,0.0012830881567589877,0
240,0.0019912577432326848,0.03472656483370429,0.0022188939555386846,0.001499662810601876,7.535150468486661e-06
241,0.0019745953180366387,0.010627624848310197,0.002304961753868562,0.0012095565724931394,5.354604463323283e-06
242,0.002058444911957243,0.002455920308615792,0.0020910960952181647,0.0012145962101991852,0
243,0.0021518888388527557,0.002353485937759155,0.0019128619920593336,0.0013585506836865204,1.1375100387210426e-06
244,0.001815601645316549,3.4888784308326674e-05,0.0019632654095858015,0.0012214277657265136,0
245,0.0021437667590286464,6.172201555424787e-05,0.001976078623047215,0.001188835009460573,2.5364062886572875e-05
246,0.002018431868161012,0,0.0019419337085491864,0.0013521214821139438,0
247,0.002050019964826788,4.644041018764256e-05,0.0022170902150403945,0.0012676593015715878,0
248,0.002005295117669448,5.068880013654793e-05,0.002214525272574974,0.0011605724565353823,1.2212831929251216e-06
249,0.002225293124183736,0,0.00238649584770981,0.001368328464691744,2.721033550707424e-06
250,0.0021654676280983645,2.3615205215967515e-07,0.0020009235496399923,0.0013952356422040875,5.094660030278776e-06
251,0.002009567646034176,0,0.0024387072667195753,0.0012432054858817175,3.4990025596925986e-07
252,0.002037787420817949,2.503739494841284e-06,0.0020602319297904612,0.001429346909493357,0
253,0.0025137776915850436,1.7677864255374793e-05,0.0023012159436651323,0.0015303757243352511,0
254,0.0020406049312520695,0.001415643407843466,0.002149411131370016,0.0014354472920341894,3.503833522700006e-06
255,0.0018892724062122097,0.009347139754924048,0.0022765240931903463,0.0013818110075011316,1.7488143514908318e-07
256,0.0017959511505599342,0.0018935650302680455,0.002384527628161474,0.001395200667693009,0
257,0.0017322375765616016,0.01553809005458283,0.002546706582545588,0.0012681468017283555,0
258,0.001691910205484722,0.013166425385753954,0.0020629606180514104,0.00137160491001189,9.100461491990634e-06
259,0.0015590234106449925,0.0023188473741994576,0.0025716038144310005,0.0013090679099770402,2.9777819950790478e-06
260,0.001868855343431909,0.00031766201677559455,0.001831332694185524,0.001247888807153107,0
261,0.002040202197501155,0.007040716275743511,0.00193648060249348,0.0012343361063151613,5.232100582881164e-07
262,0.0021762901844037215,0.0399053427375596,0.002505119139389903,0.0013375401618263409,0
263,0.002125112938413121,0.005116041236205847,0.00246771176732201,0.0013730332332009064,6.7369186971128716e-06
264,0.002113708518552404,0.013719465672830614,0.002457472513847182,0.0012389054617911329,0
265,0.00232980916298402,0.05509968181524108,0.0022072746793670144,0.0012870174281984378,0
266,0.0020942137258799097,3.3510317007312554e-05,0.002210668463994033,0.0012199188360517094,0
267,0.002186687530527397,0,0.0020117090906306328,0.0011515989553613922,1.746249056720574e-07
268,0.002044996741618809,0,0.002031941321310233,0.0013087702046018527,0
269,0.0022153060273031235,0,0.001972382708448674,0.0013132290584421536,0
270,0.00212187907398705,0.0011259734200512353,0.0020205250012680907,0.0013287444738024432,0
271,0.0020384477938205237,0.0024073594723524687,0.001953566432619366,0.0013089402297697709,3.4995188928275765e-07
272,0.0018644074786304068,0.0015713727985905389,0.00235624832473943,0.001206045179060311,1.747958387048649e-07
273,0.002047352198966716,0.0006491678789533387,0.0019101575561090497,0.0013764512173317846,0
274,0.0020279392290103717,0.0003337612431109779,0.001946610883123867,0.0012350757759701412,0
275,0.001785661215535583,0.00024599231418016225,0.002052920628673437,0.0013590564024020244,0
276,0.0025444028888159664,0.00014288874891503633,0.0018218543924983048,0.0013187908164480986,0
277,0.0023705159217873493,4.364615631232876e-05,0.0019032669209991585,0.0011784308235098463,1.7750286476085958e-07
278,0.002187472465952944,0.0001077550346722359,0.002270399890145806,0.001147652707562553,5.25881309191131e-07
279,0.001818010320751758,5.0108798490512434e-05,0.0024651150625534988,0.0011578968144269973,0
280,0.00197804281138815,1.2938669000764744e-05,0.002503106098447461,0.0012627601286209376,0
281,0.0021315812017564896,2.58655621940346e-05,0.0026956269111906295,0.0011625346608690795,0
282,0.0021488217622997277,1.900302881488418e-05,0.002298070315418954,0.0012683478524360742,0
283,0.0019992854801057546,6.0964934216047235e-05,0.0023430047811416445,0.0011446969080781046,0
284,0.0019476537092941724,0.0002153979338150488,0.002346242432395229,0.0013523371478287218,0
285,0.0016682760013939882,0.00011936298126428206,0.002177227408537874,0.0012962297550138616,0
286,0.001937923102880578,5.954743312811063e-05,0.00211565114223049,0.0014766113937823436,0
287,0.002011522118361124,4.650857731642158e-05,0.0020433457167382584,0.001276282619437552,1.751902605714609e-07
288,0.0019171144909554032,8.206713763407289e-05,0.002115351623054247,0.0012757388870506309,0
289,0.001832815967645729,7.621777785971062e-05,0.0017534861463919158,0.0012349859432066771,0
290,0.0019508651740428229,2.219518107397432e-05,0.0019319188354331896,0.0012327198630621504,0
291,0.001873831717716712,7.474912243143241e-05,0.0020375399650761888,0.0013869512260333231,0
292,0.0022203285346525563,3.457922669310522e-05,0.001896684529840612,0.0012229722597939226,0
293,0.0016949612954704207,6.02549454555813e-05,0.0017361147809572927,0.0010869423567783087,0
294,0.001949608986833482,2.375814551339937e-05,0.001860501997944084,0.0013126001348926206,0
295,0.0017153938940737137,3.7832239792935846e-05,0.0019953499725082285,0.0013338547543174752,0
296,0.001782103744262713,1.3797584987124929e-05,0.001875521101137565,0.0012670750713570872,0
297,0.002258819489332952,1.9649604317757105e-05,0.0018619070472007423,0.001300481078322429,0
298,0.001810911781664187,3.586643199793928e-05,0.002060200653868378,0.001280267920802461,0
