step,deepseek1.5b_sync_8gpu_advvar_ent_lr1e-5-actor/grad_norm_step,deepseek1.5b_sync_8gpu_ent0.1_lr1e-5-actor/grad_norm_step,deepseek1.5b_sync_8gpu_ent0.001_lr1e-5-actor/grad_norm_step,deepseek1.5b_sync_8gpu_cosine_floor_lr1e-5-actor/grad_norm_step,deepseek1.5b_sync_8gpu_cosine_ent0.01_lr1e-5-actor/grad_norm_step
94,0.07378539629280567,0.019861141918227077,0.06881840340793133,0.07867949828505516,0.009735776344314218
95,0.07513681426644325,0.023382218554615974,0.06532945856451988,0.07614070922136307,0.0046075074933469296
96,0.07501898892223835,0.020718588028103113,0.07054748386144638,0.07953456975519657,0.003460186591837555
97,0.07682540453970432,0.021845866926014423,0.07778375595808029,0.07930881902575493,0.0024929068458732218
98,0.0752820335328579,0.021340809762477875,0.08993946015834808,0.08193064667284489,0.006063172593712807
99,0.07130994275212288,0.02141722058877349,0.07297426648437977,0.08045271039009094,0.05840432923287153
100,0.07293967716395855,0.019125561462715268,0.08051054924726486,0.08012507483363152,0.026271256152540445
101,0.07308951951563358,0.02156810276210308,0.06840823777019978,0.07782232202589512,0.033685360569506884
102,0.08061621896922588,0.02172271558083594,0.07670209743082523,0.08088374882936478,0.029848817735910416
103,0.08111248537898064,0.02448516129516065,0.07410992309451103,0.07981090992689133,0.01572662265971303
104,0.08254520408809185,0.024747443851083517,0.07309766672551632,0.07914209552109241,0.0052594286389648914
105,0.08456178568303585,0.02241639094427228,0.08356580697000027,0.08846456743776798,0.004651515861041844
106,0.07871760055422783,0.0223243972286582,0.10521642677485944,0.07986543513834476,0.003413810452912003
107,0.08193577080965042,0.0243060439825058,0.11159268394112588,0.08268890529870987,0.0019848510273732245
108,0.08086531981825829,0.02329601999372244,0.11571834608912468,0.08001421019434929,0.005591999739408493
109,0.07997692003846169,0.024821235332638025,0.10269148088991642,0.08325519226491451,0.00964191253297031
110,0.07903847843408585,0.026798143051564693,0.09451049752533436,0.0780856367200613,0.006367329100612551
111,0.07670751959085464,0.0228728202637285,0.09537052363157272,0.0903023686259985,0.0038695840048603714
112,0.08067724667489529,0.02211156254634261,0.08170838095247746,0.07881490513682365,0.0029575944354292005
113,0.0800919272005558,0.024329873733222485,0.09293664246797562,0.09172335639595984,0.002980790421133861
114,0.08338242396712303,0.021114063449203968,0.08275966718792915,0.10087568685412408,0.004882670997176319
115,0.07589630968868732,0.02615049015730619,0.07175534125417471,0.08720272779464722,0.007422787311952561
116,0.07438107021152973,0.026035204995423555,0.08000090532004833,0.12644031830132008,0.005093793850392103
117,0.08102011308073997,0.0225481023080647,0.07440385594964027,0.08539185486733913,0.0030118346330709755
118,0.0834009163081646,0.02416293043643236,0.08985159173607826,0.0887787789106369,0.0035012328007724136
119,0.08056214824318886,0.023935940582305193,0.08498188108205795,0.08947613090276718,0.005469640833325684
120,0.08585690148174763,0.024652075953781605,0.08454839140176773,0.0956284049898386,0.005136285617481917
121,0.08519638888537884,0.029696650337427855,0.08401895500719547,0.08792304247617722,0.003192317672073841
122,0.07801991701126099,0.02658899314701557,0.07719701156020164,0.08527310378849506,0.0030528139614034444
123,0.08601364493370056,0.026904120575636625,0.07994736358523369,0.08716081827878952,0.004657986864913255
124,0.07773112505674362,0.023626542184501886,0.09359041042625904,0.08701917342841625,0.007993105740752071
125,0.09178367629647256,0.024353576358407736,0.08889671415090561,0.09763417579233646,0.006592603516764939
126,0.08559555187821388,0.02440132619813085,0.09373814240098,0.10201540030539036,0.0024630960542708635
127,0.09229612350463869,0.026883040089160204,0.09014094807207584,0.10343480110168456,0.002177554735681042
128,0.09183410927653313,0.02363329380750656,0.0862999614328146,0.09175404720008372,0.002550962381064892
129,0.0931060966104269,0.024376271292567253,0.08442834578454494,0.09164479002356528,0.003911100327968597
130,0.0912576075643301,0.025634631980210543,0.08286871761083603,0.0887004304677248,0.003982119349529967
131,0.08785361424088478,0.02394809201359749,0.08350949548184872,0.08461292088031769,0.006540150090586394
132,0.08369452320039272,0.02066271984949708,0.08267216756939888,0.08926369063556194,0.007632936700247228
133,0.0875936858355999,0.02443822845816612,0.09501523338258266,0.09030155278742312,0.0033638663589954376
134,0.08161691576242447,0.024752862751483917,0.07676604017615318,0.09775741584599018,0.002048642360023223
135,0.07420972362160683,0.022571407724171877,0.07527180574834347,0.0934811532497406,0.0016708051844034344
136,0.09230096451938152,0.0220596669241786,0.08175497129559517,0.09318588115274906,0.0020315898436820135
137,0.0912240408360958,0.024901588447391987,0.09454277902841568,0.0876527689397335,0.00827857485273853
138,0.08789439871907234,0.02272579213604331,0.08712085522711277,0.09395772218704224,0.011725144577212632
139,0.09130754321813583,0.02257542172446847,0.07685321941971779,0.09206548891961576,0.002977238007588312
140,0.0928402841091156,0.021806998876854777,0.08069792203605175,0.09277264960110188,0.0027626432420220226
141,0.08506685122847557,0.02193117467686534,0.08641787432134151,0.09059561416506769,0.0019449296087259429
142,0.08893057331442833,0.022609535604715347,0.08296521380543709,0.09437638334929944,0.0017778571491362527
143,0.08055146783590317,0.023737329989671707,0.09017645195126534,0.09251922741532326,0.006072836578823626
144,0.08295051380991936,0.021647189743816853,0.09162666648626328,0.09843536838889122,0.010810574400238693
145,0.08408294431865215,0.022318223491311073,0.08274345844984055,0.0959759410470724,0.003071280283620581
146,0.08981078490614891,0.02138184802606702,0.08627534471452236,0.10005819611251354,0.002626486239023506
147,0.09179569780826569,0.023216682486236095,0.08341788500547409,0.09421657025814056,0.002272410289151594
148,0.09693052433431149,0.02350372727960348,0.0933334156870842,0.09448805078864098,0.0043511855765245855
149,0.09203428961336611,0.022069748491048813,0.09245966002345084,0.09365030564367773,0.011035050265491009
150,0.09040404669940472,0.022212691139429808,0.089235944673419,0.09525536186993122,0.0029908942233305424
151,0.08957092091441154,0.0227883905172348,0.08526202104985714,0.0962524265050888,0.0022782730229664594
152,0.08237096667289734,0.02189247589558363,0.08937803655862808,0.09719180501997472,0.0019480779446894303
153,0.0868194978684187,0.023806128650903705,0.09327340312302113,0.09871840290725233,0.004424105165526271
154,0.08419330231845379,0.020917348563671112,0.08622788265347481,0.08657124638557434,0.010097348713316023
155,0.09081424027681352,0.022851975867524743,0.09174317494034769,0.10030500404536724,0.005912038846872747
156,0.08989403769373894,0.024295944720506668,0.09796419739723206,0.0929303988814354,0.0027118510915897787
157,0.08895227685570717,0.028155573643743992,0.092177364975214,0.09737812168896198,0.0019957026961492375
158,0.08953828737139702,0.02285793889313936,0.09343172051012516,0.0951443649828434,0.002698867960134521
159,0.08932019211351871,0.02074902132153511,0.09585439041256905,0.09667628817260264,0.01010204799240455
160,0.09258738718926908,0.023339089937508103,0.0984149631112814,0.09150099940598012,0.011000802740454674
161,0.08824071101844311,0.02444301545619965,0.10181421041488647,0.10055989772081377,0.003439541324041784
162,0.09130077064037324,0.023210690822452307,0.09678705409169196,0.09149030596017838,0.002667290566023439
163,0.08833266794681549,0.021424205973744392,0.08851569890975952,0.08958398550748825,0.002100662066368386
164,0.09054967015981674,0.023526583332568407,0.09334559366106988,0.0897278655320406,0.003841186146019026
165,0.09527369774878024,0.02513654949143529,0.09165529534220695,0.0991476196795702,0.018987456802278757
166,0.09375565499067308,0.024501491338014603,0.08909369632601738,0.0871702041476965,0.00356832638499327
167,0.0946375522762537,0.023163827136158943,0.10234539583325386,0.09801896661520004,0.002565820614108816
168,0.09205946512520312,0.022056720685213804,0.09913825429975986,0.10254557430744173,0.0020613003289327025
169,0.09344100952148438,0.024296272080391645,0.09090084210038184,0.0990899819880724,0.0039952321676537395
170,0.09111521765589714,0.02298173913732171,0.09654209204018116,0.0916187446564436,0.010421079001389444
171,0.09059550985693932,0.026032902766019102,0.09352936781942844,0.08921323716640472,0.004893114266451448
172,0.08841844834387302,0.025472359266132116,0.0942797176539898,0.08886167220771313,0.0032310086535289884
173,0.09345585480332376,0.02443886362016201,0.10838760994374752,0.10085867904126644,0.004116301803151146
174,0.08879444003105164,0.025221298448741436,0.09229349717497826,0.09045807272195816,0.007483956986106932
175,0.08982795849442482,0.02414463320747018,0.09238176420331,0.09967533312737942,0.006461298558861017
176,0.08881215378642082,0.02169254841282964,0.10953126102685928,0.0934030506759882,0.0030146487697493285
177,0.09358640015125276,0.02150915190577507,0.09413975290954112,0.09486346319317818,0.00228437187615782
178,0.08829236216843128,0.022035907488316298,0.0909432303160429,0.08529400825500488,0.004446485254447907
179,0.0902577005326748,0.01996241556480527,0.09236546978354454,0.09380810894072056,0.016492241760715842
180,0.0823498833924532,0.019965531770139933,0.09685124643146992,0.09095711819827557,0.004413868475239724
181,0.09173125959932804,0.021054025506600738,0.10219575092196465,0.09309490397572516,0.0029787200037389994
182,0.08940340578556061,0.021294361911714077,0.0899169072508812,0.09262433834373952,0.0032512760953977704
183,0.08138967119157314,0.021502660121768713,0.08588661253452301,0.09571546129882336,0.027790093095973138
184,0.08063624426722527,0.02303146431222558,0.07936183735728264,0.08470655605196953,0.004394367046188563
185,0.09527992270886898,0.022730037104338408,0.08847208693623543,0.09645086154341698,0.0035215331590734422
186,0.08428124338388443,0.02161735179834068,0.08506916835904121,0.09534250386059284,0.0023553144419565797
187,0.09439156949520112,0.02040873421356082,0.08489113114774227,0.09263725392520428,0.007872440095525235
188,0.09465157240629196,0.0204806262627244,0.09358800575137138,0.09911912865936756,0.017195105319842696
189,0.09168107248842716,0.02217461634427309,0.08725016750395298,0.09976857341825962,0.0036983010941185057
190,0.08786975964903831,0.021776205860078335,0.09141509234905244,0.09196078777313232,0.0028134394087828696
191,0.08512549474835396,0.02025155979208648,0.08449639566242695,0.09118237905204296,0.002835458260960877
192,0.09517492540180685,0.02032326301559806,0.095574751496315,0.09530155174434184,0.00915200391318649
193,0.09285571053624152,0.022852564230561256,0.09910116717219351,0.09276295080780984,0.011450697667896748
194,0.08389270305633545,0.023141087498515844,0.08307790383696556,0.08870985545217991,0.003667370066978038
195,0.0885170754045248,0.02168298000469804,0.0917310919612646,0.09059538505971432,0.003033389977645129
196,0.09279157407581806,0.022540776524692777,0.09174095280468464,0.09017985500395298,0.005798747180961072
197,0.09444550424814224,0.024399996269494295,0.08786993101239204,0.093874117359519,0.012188193271867933
198,0.097552677616477,0.024849149864166975,0.09167586266994476,0.08859149925410748,0.006737159215845168
199,0.0876102689653635,0.0264398530125618,0.08722072467207909,0.10165045410394669,0.0034569721028674394
200,0.08682001382112503,0.0239572087302804,0.08498794212937355,0.0920865423977375,0.007165642804466188
201,0.09424569457769394,0.028079452458769083,0.09503179602324964,0.09034752286970615,0.006580488407053053
202,0.09376350976526736,0.02601772267371416,0.09687050618231297,0.09187805093824863,0.005651729414239526
203,0.08525800704956055,0.029547504149377343,0.08910430781543255,0.09419899061322212,0.007691754028201103
204,0.08002489805221558,0.02792931580916047,0.09065449982881546,0.08825446479022503,0.004402288002893329
205,0.09029856137931348,0.03342227218672633,0.09488581493496896,0.09719402901828288,0.004380719328764826
206,0.08866975270211697,0.02660591434687376,0.08522478677332401,0.09823227487504482,0.010103007545694709
207,0.07887382246553898,0.026544608175754547,0.0893919300287962,0.09080438129603864,0.007681689225137234
208,0.08577643148601055,0.02139102155342698,0.08990505896508694,0.09100409597158432,0.006096173427067697
209,0.08946404047310352,0.01813918212428689,0.08737075515091419,0.0898115411400795,0.0049217260093428195
210,0.09368537552654745,0.02126800618134439,0.0905574895441532,0.10421553254127502,0.004976622294634581
211,0.09321533516049384,0.031233269721269608,0.09581812843680382,0.09536213800311089,0.007455287268385291
212,0.0902847945690155,0.024671032559126616,0.09621233865618706,0.10281769931316376,0.007654406130313873
213,0.09199402667582036,0.023549316450953484,0.09058992378413676,0.0981712806969881,0.0032648449414409697
214,0.08784723840653896,0.022081752074882388,0.10410851612687112,0.10120243951678276,0.005651360843330622
215,0.08853604830801487,0.02450875984504819,0.08887822553515434,0.09211364574730396,0.014206677442416549
216,0.08668447099626064,0.03228091634809971,0.08292184211313725,0.10217714868485928,0.004953702446073294
217,0.09553667530417442,0.032494349870830774,0.09373042546212672,0.09619730152189732,0.003673468600027263
218,0.09197723120450974,0.028789585921913385,0.08487809635698795,0.10091531462967396,0.0072233970277011395
219,0.0963588859885931,0.03703684313222766,0.08857358060777187,0.10505058243870737,0.011934401234611869
220,0.08190667629241943,0.028258364647626877,0.08597259409725666,0.1008575800806284,0.005263883271254599
221,0.09681937471032144,0.029596165288239717,0.08041479997336864,0.10562773421406746,0.0034236948704347014
222,0.0969932433217764,0.07183800637722015,0.08691218309104443,0.0915118269622326,0.008390101953409612
223,0.09097220748662949,0.05167429707944393,0.08276203088462353,0.10233109444379808,0.011355123249813914
224,0.08892325311899185,0.028862222097814083,0.08798000030219555,0.10656494833528996,0.004516415763646364
225,0.08397826738655567,0.028379553463310003,0.08607376366853714,0.09210444614291192,0.0032276810670737177
226,0.09056947380304337,0.026386140380054712,0.08977246098220348,0.09594337083399296,0.00811568705830723
227,0.09004289098083973,0.020249904599040747,0.09018542617559432,0.0989150982350111,0.01582147623412311
228,0.08679132163524628,0.023499630857259035,0.08044952154159546,0.09291438199579716,0.005038549890741706
229,0.08835781551897526,0.02356587303802371,0.09082558378577232,0.09373358823359013,0.0035916136694140732
230,0.08671769499778748,0.02275177137926221,0.0928453616797924,0.10085800103843212,0.003676849300973118
231,0.08643939532339573,0.02493280079215765,0.08423417247831821,0.0967494510114193,0.009075917419977486
232,0.07812559977173805,0.024900467600673437,0.08341578580439091,0.0985341127961874,0.009949602419510484
233,0.08178595826029778,0.02464504959061742,0.08391313441097736,0.09542096219956876,0.006458093179389834
234,0.0869185496121645,0.02896680124104023,0.08869917318224907,0.09990603663027288,0.004239605157636106
235,0.08847877942025661,0.02533272234722972,0.08855108916759491,0.09760987386107443,0.006159712094813585
236,0.08550026454031467,0.02700188895687461,0.09558259695768356,0.09120922908186913,0.00999971164856106
237,0.084626829251647,0.02524157054722309,0.08676260150969028,0.09363378770649432,0.008164533646777272
238,0.09184272214770316,0.03352110181003809,0.0873272679746151,0.11339877173304558,0.004366516717709601
239,0.08355163596570492,0.04599057603627443,0.07916925847530365,0.0959390625357628,0.005989716039039195
240,0.08461682125926018,1.0159157179296017,0.089792400598526,0.09750864654779434,0.012031809659674764
241,0.08755258657038212,0.13737441413104534,0.08779898285865784,0.0967029258608818,0.007214796030893922
242,0.09487806260585784,0.05099609820172191,0.08470083214342594,0.0935698300600052,0.005352009786292911
243,0.0896083191037178,0.060388898476958275,0.08125230856239796,0.10167214833199978,0.005850127432495356
244,0.07932569831609726,0.029021398164331913,0.08881743811070919,0.08940733037889004,0.009947859682142736
245,0.10619470477104188,0.030004041269421577,0.08525451831519604,0.09541445598006248,0.013896494871005416
246,0.0817185826599598,0.024794158525764946,0.08167442679405212,0.1004469320178032,0.004987185820937157
247,0.09101801551878452,0.024821141734719276,0.0905225146561861,0.11581023037433624,0.004565933719277382
248,0.08904888480901718,0.022918112110346556,0.09151018969714642,0.09174668416380882,0.0058493653777986765
249,0.09439941868185996,0.020256339106708765,0.0907233078032732,0.10028762556612492,0.011450806981883945
250,0.08789010345935822,0.017297856975346804,0.0831360463052988,0.10701937042176723,0.006885173264890909
251,0.08918290957808495,0.020373178413137794,0.09571542777121068,0.09162543714046478,0.005912259570322931
252,0.08701484464108944,0.021348547656089067,0.08786426484584808,0.0992291495203972,0.005669537931680679
253,0.0986983459442854,0.01617189752869308,0.08790998719632626,0.10254571959376337,0.004421639023348689
254,0.09111429564654829,0.09621561598032712,0.09113810770213604,0.3439037539064884,0.010425470652990043
255,0.08115907199680805,0.1286255083978176,0.0935075841844082,0.1030080672353506,0.005339484894648194
256,0.08602312207221985,0.255165945738554,0.09400745667517184,0.099182715639472,0.00530891795642674
257,0.08120607398450375,0.100378324277699,0.09613476507365704,0.09404936246573924,0.006983560044318438
258,0.08175601623952389,0.13289540819823742,0.09068255871534348,0.09619740210473536,0.00987497135065496
259,0.08130629546940327,0.05743717122823,0.09992088936269285,0.0998021438717842,0.006232645711861551
260,0.08303986117243767,0.05356795806437731,0.09020818397402763,0.09693440049886703,0.005282791913487017
261,0.08673326298594475,0.06771101243793964,0.08555198460817337,0.09772277437150478,0.005633128515910357
262,0.09132874757051468,0.5336772603914142,0.09320910274982452,0.09891999512910844,0.007230586954392493
263,0.0884258970618248,0.1987879676744342,0.09181512892246246,0.09809053502976894,0.011312901275232434
264,0.08988944068551064,0.11120120715349913,0.09958701953291892,0.09888849034905434,0.006373741896823049
265,0.09089238941669464,0.4841895280405879,0.08600195497274399,0.0949774831533432,0.0067854824010282755
266,0.08704409748315811,0.0801028348505497,0.09148435853421688,0.0951973143965006,0.005131198558956385
267,0.0951735582202673,0.03492280514910817,0.08510718494653702,0.09374484606087208,0.005521082668565214
268,0.08990723080933094,0.033094104612246156,0.08793879859149456,0.09133943170309068,0.00604878319427371
269,0.08869132585823536,0.028611275018192828,0.08723360300064087,0.10154511034488678,0.008927764254622161
270,0.0910532958805561,0.14296271605417132,0.09289683401584624,0.10248459316790104,0.007931464700959623
271,0.0867716372013092,0.195652742870152,0.09097441658377647,0.09535380825400352,0.005823849467560649
272,0.08732987567782402,0.24226703122258184,0.09214931167662144,0.09219169989228249,0.007338763796724379
273,0.08727637864649296,0.14583565294742584,0.08449512720108032,0.09751637652516364,0.005735365324653685
274,0.08785001747310162,0.1212795926257968,0.08299466222524643,0.09802183322608472,0.00483495113439858
275,0.08547054044902325,0.05408471263945103,0.08609681017696857,0.10227605141699314,0.006383037427440286
276,0.09726481698453426,0.0893506733700633,0.08233323134481907,0.09188547357916832,0.006732507725246251
277,0.09040521457791328,0.03736712783575058,0.08060937561094761,0.08644130639731884,0.009522778331302106
278,0.09177371487021446,0.04658161755651235,0.09276999533176422,0.08725677989423275,0.008263931260444224
279,0.08169533126056194,0.020957249216735363,0.09675215184688568,0.0954362191259861,0.005310536012984812
280,0.08763428218662739,0.018364273011684418,0.09262407198548316,0.12319348566234112,0.008056886494159698
281,0.09061135724186896,0.02045236970297992,0.10324496030807497,0.0961581189185381,0.006344064022414386
282,0.09068861231207848,0.025986533146351576,0.0957069844007492,0.0951805729418993,0.006309919990599155
283,0.08883537724614143,0.020957264816388488,0.09000553376972675,0.09433371387422083,0.006233466207049787
284,0.08331968262791634,0.050651369616389275,0.0876506045460701,0.09538501687347888,0.006554372143000364
285,0.07989519089460373,0.0752656958065927,0.08851738274097443,0.09360209479928017,0.005644539603963494
286,0.09905163757503033,0.06484369747340679,0.08448076620697975,0.10025846771895884,0.006353731150738895
287,0.08344965241849422,0.04573040548712015,0.08378158695995808,0.09692342020571232,0.00725814385805279
288,0.09077992476522924,0.06581202894449234,0.0880326796323061,0.0986817255616188,0.006587014649994671
