step,deepseek1.5b_sync_8gpu_advvar_ent_lr1e-5-actor/ppo_kl_step,deepseek1.5b_sync_8gpu_ent0.1_lr1e-5-actor/ppo_kl_step,deepseek1.5b_sync_8gpu_ent0.001_lr1e-5-actor/ppo_kl_step,deepseek1.5b_sync_8gpu_cosine_floor_lr1e-5-actor/ppo_kl_step,deepseek1.5b_sync_8gpu_cosine_ent0.01_lr1e-5-actor/ppo_kl_step
85,0.0002163614546018182,4.613468311214836e-05,0.0002042391072711538,0.00022069298544887976,7.072954727392237e-05
86,0.00030956491205088216,6.168935477065346e-05,0.0001790926150727724,0.00017478767180786496,0.00013320895777228992
87,0.00018586864164324556,5.406477913560297e-05,0.0002550684708132343,0.00016328166324721036,9.701728484905684e-05
88,0.00019338164892126369,6.24152200178145e-05,0.00019758654586199656,0.00023003291350361045,5.960665098641016e-05
89,0.0002679101679968946,2.779963715587516e-05,0.0002259575559240515,0.00022484751983845285,6.248777728760814e-05
90,0.00019173138008598577,4.2333123810432375e-05,0.00016143608366066728,0.00024881770816131434,5.507778264902573e-05
91,0.0002279448166995107,0.0001864872678665436,0.000221032858250804,0.00024953496096891397,0.0001515407572837592
92,0.00042064633762433544,0.00011416189120632268,0.00021780499565530556,0.0002467650434412731,5.0581152733447115e-05
93,0.0003097371173353389,2.8899369641337676e-05,0.00026013502662050787,0.0002190206886083618,4.347504159550597e-05
94,0.0003374883454688991,7.464205929777851e-05,0.0002029983616116346,0.0001938684408241356,1.4826513388139751e-05
95,0.00021921205138824009,7.335983181916997e-05,0.0002272372744985515,0.0002291761197624726,8.137171176589717e-05
96,0.00024243841961899123,8.902622175624803e-05,0.00022760026713905413,0.00026448129910984914,3.2665705029799597e-05
97,0.0002320296517185431,3.3581981387131705e-05,0.0005711673938266384,0.00026692027851248936,4.506487677559359e-05
98,0.0002591128521602503,2.3497809273156076e-05,0.000459371839985187,0.00027546378350833,4.6885852319554584e-05
99,0.00024030694214379383,4.2796193686275977e-05,0.0003104279061147963,0.0003048873664582505,0.001607136809616844
100,0.0002410598956592125,5.909927038230806e-05,0.00032647473501064587,0.0002541210465042674,0.0009303078885213008
101,0.000258942913109472,9.80838102252007e-05,0.00027691071104037686,0.0002108562461182422,0.0004588984778287089
102,0.0003197028824598867,3.8856103420567976e-05,0.00025800906725600547,0.00021528565323370417,0.0005596895976103562
103,0.000299904630798172,9.60880045912929e-05,0.00026361818287175726,0.00016423147657699624,0.00025532858929958974
104,0.00039908462080353647,3.0665999013546704e-05,0.00026459860144195153,0.0002266149142736517,0.00022005820015863264
105,0.0003727507988338331,7.832540186630662e-05,0.0003803041949119936,0.0002480746547238323,0.0001766773237428445
106,0.0006267013417521829,4.7940590623402784e-05,0.0006627193660422207,0.0002311661702057406,0.0002108462151570377
107,0.00035772021163216737,0.0001053443522985309,0.000843949918446422,0.00020580275686600956,0.0002071207347995596
108,0.00028135294111631906,0.00019057925110099736,0.000981793756423599,0.0002534402457958456,5.021630057688853e-05
109,0.000331483450203803,0.0001815901107728352,0.0006657691838296757,0.00023205018203506644,5.265752384227816e-05
110,0.0003264843825297433,6.052661018994439e-05,0.0004890918714510108,0.0002421469727702307,0.00011066321695238913
111,0.00033768366532840215,0.00012216703073525235,0.0004976883205704721,0.0002861667143882923,2.6313284819712815e-05
112,0.0003582349146677459,0.00018314629868770537,0.0003903282737480751,0.00028229140927150736,3.099197278349386e-05
113,0.0003364525111123839,0.00018586194412484997,0.0004731861417965888,0.00024397606397301495,3.337017647329849e-05
114,0.00030555718513658984,4.193985335190018e-05,0.00039644239028075145,0.00033443455515218544,1.3400583495126738e-05
115,0.0002542443364227746,5.858511915164399e-05,0.0003053418219979142,0.0002803942801066813,1.439289706835959e-05
116,0.0002814153283559051,6.216137872142116e-05,0.0002948229902112525,0.00024374936471902164,7.379471396120607e-06
117,0.00030864738580032875,0.00011134668907512185,0.000374429707472532,0.0002421106499289264,2.01432185155781e-05
118,0.0003128672702074297,8.94247994116526e-05,0.0003597751317680258,0.0002151816932541823,1.8390389299746897e-05
119,0.00030081894508156114,9.82376634579316e-05,0.00039834899288500623,0.0002789794058380695,-8.841410864669618e-07
120,0.000335673376863272,0.00018334717239971323,0.0003335899498585852,0.0003240535269944051,-5.842604748290176e-08
121,0.0004096516707377196,0.00010852269230347577,0.00035897453605200457,0.00021755092586133172,1.0381674509053726e-05
122,0.0003053894805311703,4.3064780216808735e-05,0.00035448766856171056,0.0003042878912140168,1.2861933201066257e-05
123,0.0002803044675151308,8.293143641811948e-05,0.00039778534406751634,0.0002888565824274536,2.8533792483931664e-05
124,0.00035297733326286916,4.428122942037114e-05,0.0004562850337628748,0.0002684792540252402,2.3197880065832047e-05
125,0.0002994558424592783,0.00012488772147335476,0.00045345583931142544,0.0002620306215909807,3.825573756879454e-05
126,0.0004885047131559897,0.000143590145852081,0.0005217473063876493,0.0002774710744348817,1.3717762675365582e-05
127,0.00041975839096897703,0.00016705329959483892,0.00048406445154568824,0.0003933192220369459,6.910653771143897e-06
128,0.0004884338937649884,4.21737810159255e-05,0.0005723928183014386,0.0002893017461852233,7.369924218162775e-06
129,0.0004248143856156752,0.00015538480047713827,0.00044269967630220387,0.0002447867840115367,1.2158953106326346e-05
130,0.000391736951918322,5.772398920908797e-05,0.00037404343906860294,0.00020655738595820591,1.6221567754854733e-05
131,0.0004030695788250616,6.021609961988227e-05,0.0004181231394927533,0.0002161521782085174,1.3397445269119474e-05
132,0.0003803808091931745,3.936608623090792e-05,0.0003408763016339704,0.0001755157656717188,2.916430817367921e-05
133,0.0003526571654500712,4.513057953040208e-05,0.0004787334502676938,0.00029752084147958156,3.724374785984616e-05
134,0.0003400914021843467,4.0346544297242826e-05,0.0003543377643818634,0.00020700052030407865,1.3509366935037272e-05
135,0.0003215840733991564,3.191247969388892e-05,0.0003307916961674885,0.00022915568667175855,2.0556265009669653e-05
136,0.00026589387526598784,5.2073008168287106e-05,0.0003365030511879106,0.00019566593986145416,1.8545170661382615e-05
137,0.0004150245184340852,6.089632178246077e-05,0.0004107302079871483,0.0001874020194058974,2.7952431691644232e-06
138,0.0004147224929248239,7.498712189221566e-05,0.0003773320356821521,0.00019859760170421657,8.233696883450266e-05
139,0.00034134186530994197,1.2712867016111723e-05,0.0003741734213026472,0.00018987968335492357,0.00011714666949980136
140,0.00044382745311855574,8.830673069734667e-05,0.00033223659126444346,0.0002536187821977187,1.715903870577292e-05
141,0.000414016685887475,0.0001009324589909826,0.00035083673443510446,0.0002187492549147954,5.9640122887436695e-05
142,0.0004174676901770936,5.5145204460925195e-05,0.0004275628677135046,0.00023430827621277663,3.4287096551818575e-05
143,0.0004224756035014474,0.0001498756746934604,0.0004183919757584869,0.00029960618674725704,8.63104892992951e-06
144,0.0003553007874708461,3.610807189112685e-05,0.0004027148501754916,0.00025922754584399853,5.989320216994459e-05
145,0.0003743469679989175,2.23533341388323e-05,0.0002627418873164735,0.0002308342952627385,7.450829682184741e-05
146,0.00044319491789900935,4.6514857485506526e-05,0.0003050206650910873,0.000258241082419664,2.6551098839802584e-05
147,0.00043723444491919594,0.00010071733057612294,0.00037857795493323465,0.00024809356986768956,3.060471023463198e-05
148,0.000523327173020678,3.965822878059121e-05,0.00033043082220855655,0.0002550142011020773,2.1159355060242e-05
149,0.00044522607597248986,7.059192003376779e-05,0.00039728214941141135,0.00020948162609340392,3.595315765229025e-05
150,0.0005733305374115169,0.00017553701431986772,0.0003990724371840051,0.00023300045393845892,6.518041308499375e-05
151,0.0004911407485000761,6.423981641036239e-05,0.0003645582918040705,0.00021191393059926975,8.442197911615862e-06
152,0.0003786438516761964,2.849663367143762e-05,0.00044694944235093966,0.00022392707420237912,1.8528382125198813e-05
153,0.00036088441698134904,8.494931743586854e-05,0.0005266253599865485,0.0002679909215361236,3.246817681290537e-05
154,0.0003942250241105425,0.000120035546934995,0.0004791227283904782,0.00021428955563659123,8.041847466420749e-07
155,0.00043318952410132614,3.687055440593877e-05,0.0004023128148392371,0.0002585067139276783,2.9177976189404873e-05
156,0.00032913272622858177,0.00023704979735882353,0.000508236341051402,0.0001973668059513045,2.2847605849480644e-05
157,0.0004320367137686597,0.0002718570806889224,0.00042957283917840783,0.0002171385153829419,2.079769153677544e-05
158,0.000359347430820536,4.49324797802784e-05,0.00038991351211063697,0.00017278353325254125,1.6088514050835968e-05
159,0.0003892069491867058,8.957560497042e-05,0.0005252978788565426,0.00020106826057642024,1.307291469159517e-05
160,0.0003949029699364039,0.00012909008489221682,0.0004863996711257166,0.00017262748588386674,9.835791688926424e-05
161,0.0003733976608147186,7.386032813167842e-05,0.0004943225947548833,0.00013174820614034527,8.183404383319809e-05
162,0.0003400513365828705,8.431932189276964e-05,0.0004803584893970976,0.00015828839940876805,2.0066175267749614e-05
163,0.0005508777972377281,9.967168922212542e-05,0.0005090709848254639,0.00015591812247741643,3.834771841445651e-05
164,0.0004386175447050081,0.0001204822620740094,0.0004992683764184284,0.0001897310283864917,2.857674697171067e-05
165,0.00043069987835222954,0.0001058874879263278,0.00046292368260894106,0.00010385426404759812,2.0706799216847164e-05
166,0.0004152228892809509,0.000210696520551381,0.0003834748416279994,0.00012583467492177647,5.0750550450625754e-05
167,0.0005203349457228901,0.00011898037647818506,0.00046920737414524183,0.00013136508520510403,1.1476248684746456e-05
168,0.0005258551775720358,1.804324553302785e-05,0.0004213645082070034,0.0001625891462431143,2.0079706075191423e-05
169,0.00037237067606573265,0.00011399239294367932,0.00044615336382762614,0.0001348421422379743,1.4598103167905244e-05
170,0.0004210523017658891,6.674154749417889e-05,0.0004670311216833651,0.00012558701824252555,2.23495940274075e-05
171,0.0004978726487580489,7.514272596810828e-05,0.0005423480862798785,0.00015517207160399256,4.8240126299527374e-05
172,0.00042509330792665475,1.3307716801270703e-05,0.00047959012975663416,0.00015503489998490818,8.62659492399942e-06
173,0.0004504195164044076,4.823336808984502e-05,0.0004243556405754134,0.0001483827055686504,2.767756816644596e-05
174,0.0003283092831833054,2.818598347084913e-05,0.0004837450434555924,0.00013629591162581586,1.0012968911762446e-05
175,0.0003727835595908699,8.989448295647858e-05,0.00037196384901332834,0.00012808986442962577,2.2424860390191416e-05
176,0.00030985135389310193,3.198988517318341e-05,0.00048579898816163744,8.322475607877916e-05,1.3666823289122806e-05
177,0.00040997744090920905,2.587087048172565e-05,0.0004835963528384402,0.00014201903013741913,1.4160850464474976e-05
178,0.00041627314581544353,1.8163172368412805e-05,0.00040799453039574513,0.0001050774604412749,1.9012974239680195e-05
179,0.00030577852655008667,5.284000145078743e-05,0.0003951400340795886,7.666766553391486e-05,5.6082227399960925e-05
180,0.0003026738903779015,3.07858232093933e-05,0.00040131925181407537,0.00011041186193592283,5.74921765908813e-05
181,0.0003562717026197689,2.2769287634319237e-05,0.0005159848561698317,0.0001134158429442119,5.645517155607101e-05
182,0.00034486323851043145,3.529303038604169e-05,0.0004229828768434691,0.00015250741642099656,5.224125542703899e-05
183,0.0003574735522407912,9.42687973519739e-05,0.00035793174191172983,0.00014955086821493474,0.00012759762555459377
184,0.00028902402251813127,8.857272106241405e-05,0.0004311659341169616,0.00011331576661489623,7.730672783255217e-05
185,0.0002996675446182018,3.496540815943653e-05,0.0004089172885411175,0.0001052522616665404,2.727199348171767e-05
186,0.0003211115946269076,2.7234393889333124e-05,0.00041263264762886575,0.00013139894976766633,9.39017482897851e-05
187,0.0003375615999491149,8.144987519261478e-05,0.0004362512837241925,0.0001300959863878681,1.1784809139734975e-05
188,0.00040417230974595,6.838065998222919e-05,0.0004181486318500108,0.00012947068691347076,5.742826132687665e-05
189,0.0003801594117688661,3.8289498495302754e-05,0.000396226019754838,7.304111453265705e-05,2.464563966678871e-05
190,0.00037914496946878096,2.9812238855390353e-05,0.0004968313582215413,9.134700422434734e-05,1.5798415977424137e-05
191,0.00038218967367847554,3.366902665523518e-05,0.0005679931693891299,9.189695399812388e-05,2.423519022409464e-05
192,0.0004359682815996043,1.6386188747195416e-05,0.0005006941199152162,0.0001340065941499868,7.108546330718873e-06
193,0.0004816211661671233,3.0535688393264015e-05,0.0004977511612233467,7.605533705942879e-05,4.165594987739496e-05
194,0.0004121347504225288,1.926717795179093e-05,0.0003670521419323336,8.923264664101932e-05,5.134121263357846e-05
195,0.00037246856011030616,3.5167593872920123e-05,0.0004236972398511734,0.00011370921011537474,2.7740638144254807e-05
196,0.0005198492764293405,1.8302755953448892e-05,0.0007434352753334734,9.685094314914098e-05,2.1508993244667064e-05
197,0.00046069104806115824,3.227939051298532e-05,0.0005027196786457768,6.74975997455016e-05,2.307884423581794e-06
198,0.0005003025099945546,6.548549769001688e-05,0.00039370910049951746,8.305866432042315e-05,1.7463240185782476e-05
199,0.0003687716892306239,9.813602911257515e-05,0.00039401717977954025,7.694963972248732e-05,1.1863220513674832e-05
200,0.0003620730797232833,7.455787898214294e-05,0.0003368608488175517,8.704764127096856e-05,6.524295595243635e-06
201,0.0005014981816477782,8.184864450252387e-05,0.0004120762411583592,5.934835379051151e-05,1.5340994359291926e-05
202,0.00046125933011087705,1.9158442028808865e-05,0.0004767016019820495,7.074939288481181e-05,1.5063854423557212e-05
203,0.0003757015794488122,0.0001435631894950788,0.00046390511690744864,7.049798466983826e-05,1.5914054237232382e-06
204,0.0003497591460816333,4.596762413888017e-05,0.0004058550756861232,7.623453864624707e-05,2.739696536468994e-06
205,0.00039117895045642906,0.000112478452803687,0.0003796277064746316,6.335918010666657e-05,8.805257977717101e-06
206,0.00035206677476303915,6.037076455732581e-05,0.0006754222253610525,6.60675114480889e-05,6.950178817041903e-06
207,0.0004117602840349517,0.00018546116572782677,0.00046904688466889503,9.709478792166098e-05,1.4521239945080742e-05
208,0.00039687386170827305,9.7871796714183e-05,0.0003705210615243004,4.791719879318731e-05,3.370798085916962e-05
209,0.0005540912836889017,1.207687434590099e-05,0.000558837498430121,9.036348115975572e-05,1.386524849539431e-05
210,0.0004357873451645088,8.765542628292304e-05,0.0003880838074948946,8.172138672807177e-05,2.445883598561341e-06
211,0.0005909290620855284,0.00014547555346652158,0.0005178065049159023,8.14161206975303e-05,1.127784775485046e-06
212,0.0004943037591291584,4.465681996716871e-05,0.001047271536297837,8.507089579335938e-05,2.5903740556483513e-05
213,0.00047028728504439066,-6.261570082466251e-06,0.0003152767177286364,8.037537619739768e-05,1.168964098314161e-05
214,0.0006526070156296456,3.144450705568314e-05,0.0008102503970144668,7.601492308549198e-05,1.2739945289614544e-05
215,0.0004283968485666541,7.878886552649944e-05,0.0005812038378007372,0.00010224359440149871,2.65827481541003e-05
216,0.00045829077632034745,2.8235466224707596e-05,0.00030372623520251294,6.102336424787392e-05,4.548960367341239e-05
217,0.0005291187872768186,3.978993458425796e-05,0.0003395233444927818,6.638683510811638e-05,2.301765573647125e-05
218,0.00040668065913133467,9.331165545463126e-05,0.000447955825359827,9.125832114294369e-05,1.0075369527586174e-05
219,0.00040072839625113573,-2.8963857834034864e-06,0.0004278975572691109,8.801424984127617e-05,2.0991785788864495e-05
220,0.0004035692284620751,1.0837424307429847e-05,0.00034175896840925253,9.264400395570488e-05,1.214567291776904e-05
221,0.0003747823963240278,3.125060402829697e-05,0.00033735106348282376,0.0001127386765287393,1.982445120970614e-05
222,0.0005005077205120696,0.0002953779104029053,0.0004024546563249724,9.914100740055736e-05,4.947420880967763e-06
223,0.0004755918049531137,0.00032160375358985757,0.00031846601433108905,9.26620235446001e-05,1.7688234329073436e-05
224,0.0004448722822896501,0.00028090685574737095,0.0004259455574006726,7.399579404676615e-05,1.4287276531375198e-05
225,0.0004002947505998833,1.2919288578731406e-05,0.0003861475676160353,7.787884941255343e-05,1.6701989664585263e-05
226,0.00039687281217134286,7.245448404227144e-05,0.00037843874863483504,4.225522855168082e-05,3.69843403562512e-06
227,0.0003983673653992616,3.473832655980081e-05,0.0003861085234217341,4.776747365280876e-05,3.537393090716011e-05
228,0.00035560535359617046,2.1040634466729102e-05,0.0003551871638634907,2.2415403755683304e-05,2.4428653900884975e-05
229,0.0004182193527474769,1.5738448125579563e-05,0.0003665145583943286,5.0606460406272206e-05,7.281932362143896e-06
230,0.0003576596064010692,4.174239216417442e-06,0.0003950326418610928,5.7111975146219926e-05,8.827001905620246e-06
231,0.00033966969879510123,2.1248062713036076e-05,0.0003866980896428451,5.2072608883823114e-05,5.183245563041997e-07
232,0.0002855558932661988,1.39268056991303e-05,0.00029639681950698103,5.83578738974986e-05,1.1940811008711211e-05
233,0.0002533612645804576,0.00011690981850801422,0.0003953191403086957,3.8972336344586655e-05,1.260729633456898e-05
234,0.0002797455604373056,3.359221727647663e-05,0.0003498972797336819,7.670215950857558e-05,5.5928658394575694e-06
235,0.0003712825770993226,5.423746148117226e-05,0.0003079614416785148,4.8052590374109e-05,1.1799763135097608e-06
236,0.0003503759477302045,0.00013445253194686776,0.0003763035103971173,4.434254889240381e-05,5.013865946347705e-06
237,0.000276508884084999,5.785896566668306e-05,0.000419970532682612,1.6550864008836796e-05,1.166756145638865e-05
238,0.0002980828351241508,8.843871024808437e-05,0.0003718872601439216,2.02562018459292e-05,3.0104475249664066e-06
239,0.0003530435056659928,0.0005339941169993977,0.0003771669280882387,5.23602278683038e-05,4.017265662094514e-06
240,0.0003550461552933963,0.030185761939189204,0.0003555468508260236,1.877332470575273e-05,4.027200914968887e-06
241,0.00032487301394912294,0.003573541621674971,0.00048813448435620113,5.495482147980942e-05,8.80345610099198e-06
242,0.000442062031549284,0.001352517892805898,0.0004336448398172455,2.9420912537241117e-05,-5.46234970474505e-07
243,0.0003995280213423176,0.001528053623417236,0.0003715403737643896,6.31210417889605e-05,6.365167965279027e-06
244,0.0003836725713983554,0.0003201030264846566,0.00034096113461323796,2.8739171368453665e-05,1.5584880906122883e-06
245,0.0003438263345015476,0.0001840282661335932,0.0002741680164126592,4.277212609871128e-05,3.184598917111663e-05
246,0.0003864022432201371,5.688413523791032e-05,0.000387506593582998,3.671212144264822e-05,6.543343066337366e-06
247,0.00039455332626895745,5.69877676332129e-05,0.0003902635060015894,1.3787972837969226e-05,1.9195280369580354e-06
248,0.00039031585035154137,0.00010346729528969504,0.0004067997409399027,6.173157373855564e-05,1.912295167626001e-06
249,0.0004701408337393077,1.608349506779025e-05,0.0003987485535715535,2.783695125236301e-05,2.3685407960652838e-07
250,0.0004318339785148358,6.167768198994268e-05,0.0004384322228427351,2.8514523693022976e-05,8.441658540432012e-06
251,0.00040103565288397496,5.904210807639032e-05,0.00038262544949504057,4.707205707111212e-05,7.713157026044217e-06
