step,deepseek1.5b_sync_8gpu_advvar_ent_lr1e-5-actor/ppo_kl_step,deepseek1.5b_sync_8gpu_ent0.1_lr1e-5-actor/ppo_kl_step,deepseek1.5b_sync_8gpu_ent0.001_lr1e-5-actor/ppo_kl_step,deepseek1.5b_sync_8gpu_cosine_floor_lr1e-5-actor/ppo_kl_step,deepseek1.5b_sync_8gpu_cosine_ent0.01_lr1e-5-actor/ppo_kl_step
252,0.00028961732879961843,5.149804432300065e-05,0.00037845932666840553,3.279944828513883e-05,4.039560392867157e-06
253,0.0004165054814772399,5.598925074420694e-05,0.00041150290119063015,4.645420719723797e-05,5.845576882495302e-06
254,0.0003678180729760628,0.0008453726860485252,0.00033898095907503034,3.109861709255478e-05,6.168726556461073e-06
255,0.0004116151022290163,0.0011253220530521777,0.0004797124304160386,2.4925707529503555e-05,8.557087919055675e-06
256,0.00033843374821618255,0.001212697433162306,0.00042290451798029,2.2803388072075948e-05,5.994537488770594e-06
257,0.0003584706050077102,0.0012588391862967303,0.0004756113324031097,3.6714045106381576e-05,3.060347807475645e-06
258,0.00032991436647122896,0.005872571395517106,0.0004814462363994119,2.6656499043492037e-05,2.5879200965813906e-06
259,0.00030804428974503156,-0.00020643208188621191,0.0005298114026880777,5.5859923193679606e-05,2.8033555812965812e-06
260,0.0003386729616194996,0.0011052864607880438,0.00043883747857975663,8.443070053119264e-06,-5.690938149933392e-07
261,0.0003509186211226497,0.003885808452650963,0.00037524966852503624,3.373252380211124e-05,7.160635153015603e-07
262,0.0006407879760077506,0.026944607977085117,0.0003443681147415346,5.4343778308889185e-05,1.0568217679513784e-06
263,0.0004658492730680671,0.0009702853455749744,0.0005463865667316572,-2.522248470688221e-07,5.45900723273794e-06
264,0.0003959727347666224,0.015376672926678577,0.00045573955434703863,4.421869692095015e-05,-1.5127986829074506e-06
265,0.0004896896486542346,0.04263777362345816,0.00047802155356769865,4.741221478746479e-05,-1.7785273173944102e-06
266,0.0004329362195316746,-0.0004302797627512215,0.0003975585514734697,1.7846625549822193e-05,-2.477136120506072e-06
267,0.0005428044039296979,-0.0019921561224553884,0.0004235305527334305,4.331003487009514e-05,3.174130254143418e-06
268,0.0004998055034389915,-0.002159696498635996,0.00037717974509902155,2.9743445099658068e-05,2.1989749055555714e-06
269,0.0004019956311512432,-0.0016529599470069506,0.00034062955571298204,2.254990034514105e-05,-1.386760152945397e-06
270,0.0003635306121635059,0.00032578620563578477,0.0004128954346020677,3.560898123124743e-05,1.8176304467892072e-06
271,0.00044330737288305504,0.006325008922227184,0.00042431633858993646,-3.2611942058140455e-06,3.1267787469107286e-06
272,0.0005959301685608172,0.006592670035002591,0.0004840804731919492,5.001589647943345e-05,-1.3875585977984885e-07
273,0.0005421016962616025,0.0034612364459094074,0.0004892848328678235,4.889988899880006e-05,1.4840374813474e-07
274,0.0003901207158202169,0.00275196726307961,0.00047133609812040805,6.336422374902446e-05,-2.5079780381227174e-06
275,0.0003751005951156591,0.000604682820949165,0.00045289407260623463,1.4548539549726532e-05,1.7991168932291703e-06
276,0.00047627299643219584,0.000443331830964485,0.0003581237643122866,-2.602262207476416e-06,1.001975857559485e-06
277,0.0006005072882153684,0.00027824823655082785,0.00031814404259307595,1.910821110176309e-05,-5.016917032146071e-07
278,0.0005828110145207389,-0.00034800846834137644,0.0004397538556884702,3.139333225619303e-05,1.5055456170135324e-06
279,0.0004801446442819213,-0.00015645810034846969,0.0005233000441053903,1.9754086465343075e-05,9.612013323057056e-07
280,0.0003831350789289445,-0.0005430347958265105,0.0006114745875373018,2.4702995391819176e-05,1.7118201679647676e-06
281,0.00040002941621878566,-0.0010936861774058818,0.0005716149206544211,-2.1542449818344846e-06,-8.788436330929374e-07
282,0.0003889008171557388,-0.0017391445366561986,0.0004883466746559151,4.7439324378279416e-05,3.437179769166396e-06
283,0.0003554460014127869,-0.002110907128417238,0.0005516914173563236,3.830729081420891e-05,-1.269804369944235e-06
284,0.0004807622143564079,-0.0012716431858507348,0.0005051692266534827,2.0068351009822687e-05,1.4204421996304768e-06
285,0.0003039402074634343,0.0006087698489281839,0.000472016758044941,-2.290139804017599e-06,-2.592750585656794e-10
286,0.00032259343861057335,0.0002689565193943969,0.00042273103514617105,3.25726572735951e-05,-2.3577752093574745e-08
287,0.00030772858607117906,0.00037823401402582783,0.00037906319581537673,2.3086091140574656e-05,2.4466353602108675e-06
288,0.00040277409846053064,-5.0929870499401105e-05,0.0003682021058418112,5.1749324721971455e-05,3.5401914423971446e-06
289,0.0003377498442998217,0.001693152866621663,0.0003740893584971654,3.532597064449383e-05,6.059803540990418e-07
290,0.0004081715403287944,9.610574990272115e-05,0.0003888385222422664,3.0124476805584973e-05,-1.9088205915324907e-06
291,0.00038607951954909103,-0.0003215552198636954,0.00028232648793353695,3.410222670070921e-06,1.5869386054134789e-06
292,0.0003783169123157867,3.878150299994688e-05,0.0003375615864002938,-1.1613298156667249e-06,1.1651077347859688e-06
293,0.0004778402436791396,0.0024465494449181233,0.00029849560043927265,2.5215298946208847e-05,-3.2685732114552074e-08
294,0.00029260720074944404,0.00011051096314582964,0.0003437274132534185,7.661095193982518e-06,1.4390737511606386e-06
295,0.0003461074907361213,-4.8768563062497247e-05,0.00033972361938445014,4.331091385203288e-05,2.0875847489522568e-06
296,0.00029016481261095355,-2.46351189612629e-05,0.00032291092367870534,2.8542550042074153e-05,2.262997194587716e-06
297,0.000390493842855101,2.0659433128855657e-05,0.0003674481120884486,2.0702197384410553e-05,-2.0531760601524444e-06
298,0.0003833435727224984,-7.525355606950208e-05,0.0004127491329916211,4.414052623954748e-05,-5.874991677399878e-07
299,0.0003005879896319641,-0.0001030269867371203,0.0005395214690645389,1.382006228567434e-05,-1.6216932480058891e-06
300,0.000288427539724601,-9.68222126656672e-05,0.0004791014831130269,2.4722981892014413e-05,-1.15542367204061e-06
