step,deepseek1.5b_sync_8gpu_advvar_ent_lr1e-5-actor/pg_loss_step,deepseek1.5b_sync_8gpu_ent0.1_lr1e-5-actor/pg_loss_step,deepseek1.5b_sync_8gpu_ent0.001_lr1e-5-actor/pg_loss_step,deepseek1.5b_sync_8gpu_cosine_floor_lr1e-5-actor/pg_loss_step,deepseek1.5b_sync_8gpu_cosine_ent0.01_lr1e-5-actor/pg_loss_step
281,0.023797377368800776,-4.764638139400631,0.03848749736054913,0.007332478396165243,-0.4735391860886011
282,0.030912875115484795,-4.767393296584487,0.01920621020968838,0.016955957352820406,-0.47815104844630696
283,0.04646560975717051,-4.764495621435344,0.00044082936129541395,0.027675426550558768,-0.47483840881614015
284,0.0332791309756999,-4.741418338147923,-0.0039339796459074705,0.03262439314130461,-0.47043844690779224
285,0.00966056997084408,-4.708214604528621,0.0483821341327797,0.050389314272251795,-0.4779546800709795
286,0.026424758003149414,-4.742233258439228,0.013373502548631675,0.02957743045772077,-0.4765994129702449
287,0.055023461147023056,-4.7273763155099005,0.023449262602838417,0.01966977819438398,-0.4709083212655969
288,0.0156029419311281,-4.749490507412702,-0.00270375121991151,0.000766384975577239,-0.4662498867255635
289,0.004647971979239218,-4.733525197021663,0.006662691020409284,0.021525624130845245,-0.47522849569213577
290,0.0682085328266897,-4.766129724215716,0.013046331492049036,0.016076101941735033,-0.4642199485388119
291,0.027735055169455018,-4.758376094978303,-0.0010321123690602008,0.024548275628148986,-0.4719099369540345
292,0.03571818792773396,-4.756256808992475,0.020527221392256937,0.01513068936765194,-0.475025233841734
293,0.014910738906143917,-4.7490820828825235,0.007761875835768706,0.03336448021582328,-0.4759887139953207
294,0.012744216342220229,-4.7607907459605485,0.02289729141376995,0.013408921999143786,-0.47406817114097066
295,0.02817386966778912,-4.775732870679349,0.03142123018547238,0.0330144669414949,-0.4695029791619163
296,0.046250450446914115,-4.772083202376962,0.016722558342792126,0.027146584327965684,-0.4735422555531841
297,0.05824876857459671,-4.764792874921113,0.02952065142719107,-0.015950894863635767,-0.46725551030249335
298,0.04724097824655793,-4.767192129977047,0.01704435271233251,-0.005335764042683877,-0.4770527757355012
299,0.01745012260413148,-4.774530573282391,0.034101785015565156,7.929391722427681e-05,-0.4759448599652387
300,0.048764682371484014,-4.768333768006414,0.04916136078381328,0.003810408831213863,-0.4746448590012733
