step,deepseek1.5b_sync_8gpu_advvar_ent_lr1e-5-actor/pg_loss_step,deepseek1.5b_sync_8gpu_ent0.1_lr1e-5-actor/pg_loss_step,deepseek1.5b_sync_8gpu_ent0.001_lr1e-5-actor/pg_loss_step,deepseek1.5b_sync_8gpu_cosine_floor_lr1e-5-actor/pg_loss_step,deepseek1.5b_sync_8gpu_cosine_ent0.01_lr1e-5-actor/pg_loss_step
24,0.0664476086247987,-4.5587625950574875,0.04612885622509566,0.031026326670030357,-0.3682271254947409
25,0.08088000307193965,-4.56503053731285,0.006049136437013658,0.03671312077131006,-0.3562806196277961
26,0.07251526145162757,-4.494683923199773,0.015454247996331104,0.017820036343437096,-0.2831653822795488
27,0.041903768403813046,-4.471423127455637,0.024147527995182827,0.053788496140896314,-0.41566411126405
28,0.03205807630780555,-4.462864425498992,0.06940664566786836,0.06003560509475392,-0.3770642175222747
29,0.013816730833468682,-4.441942485515028,0.05968593945601697,0.03422430109259267,-0.4068903351726476
30,0.02784390637003753,-4.542056588456035,0.05155272511194653,0.06783337832666803,-0.434967580542434
31,0.07504618613461389,-4.549930991372094,0.06428219609392727,0.022284077850798667,-0.37752512042061426
32,0.074764451586816,-4.571751995477825,0.04642393831318259,0.07561846809250028,-0.41934637929080054
33,0.029355791662510455,-4.486785443499684,0.02876102587765672,0.05576373394433176,-0.42511823546374217
34,0.019344919097420643,-4.562779070343822,0.028475556473722463,0.04097872417514736,-0.4359155294368975
35,0.012156034207180255,-4.556033213622868,0.03586770931428873,0.04077802481799608,-0.44740151744917966
36,0.04805074514033958,-4.506394326686859,0.05693091270563855,0.07979027246074111,-0.4107980531989597
37,0.06580483948948768,-4.53296915255487,0.013923756306439827,0.02311017577721941,-0.3874730422103312
38,0.028142538615554713,-4.551027016248554,-0.005443761110200285,0.027102862525680393,-0.3979615752468817
39,0.024155328686845223,-4.542259254958481,0.05055832880009348,0.025971831573770032,-0.4420250703115016
40,0.07324163010753182,-4.504173215012997,0.04046120669829634,0.05392642716742557,-0.4609019606432412
41,0.032538036124781566,-4.561604622751474,0.01942780764818508,0.06594453769912434,-0.4687968672078569
42,0.06523971936121598,-4.5583644937723875,0.025523300503550672,0.028001128172945755,-0.43733221682487056
43,0.07195997315369596,-4.586677871644497,0.036943287649137346,0.06870158141828142,-0.4118873653351329
44,0.0030674578185312384,-4.554239405784756,-0.00413582889348163,0.004925336996905116,-0.4038380727288313
45,0.05200856223768824,-4.52987855207175,0.008619531329486563,0.017758275771484477,-0.4409441211319063
46,0.012104755684504198,-4.559441110352054,0.053532970970081806,0.004463640681933612,-0.4640730444516521
47,0.01823845552449388,-4.600330442655832,0.04701533653701517,0.07789450670134102,-0.475920725002652
48,0.060060024381101584,-4.649025480495766,0.07687259692977477,0.03398356825141491,-0.467297556984704
49,0.021623486102811285,-4.613179333973676,0.01896271075020195,0.05316488755261162,-0.4534228661796078
50,0.034357810617621,-4.5843645327258855,0.030436468374887227,0.012024896282127884,-0.4304486486071255
51,0.01917856367087656,-4.578159062657505,0.05425716438685413,0.04161026105111887,-0.4353413069620729
52,0.021158006650708217,-4.561423211591318,-0.0056931973679752446,0.06624633944238667,-0.4641445653687697
53,0.02069527643203628,-4.601336853578687,0.012508551756695852,0.021508535078282875,-0.4761262986867223
54,0.0295825071972331,-4.5838926541619,0.019045209846012767,0.01068231957651733,-0.4707105897541624
55,0.025700105773836412,-4.541591867338866,0.024050073021214757,-0.01056708086071012,-0.4655982725962531
56,0.05537226962914587,-4.546920649707317,0.03408138751012757,0.05391103933288832,-0.4427342126145959
57,0.045657078263644735,-4.521662749350071,0.013451363489707546,0.03170928847066534,-0.4357034385902807
58,0.05374707791582312,-4.597611786797643,0.06025487484509995,0.01655631076391728,-0.4275427383254282
59,0.05252373847222458,-4.609721504151821,0.029252240996356704,0.02217328178267053,-0.4735983483551536
60,0.04572128622871219,-4.652679952559993,0.03611213822466652,0.0064584902479509765,-0.4763191425881814
61,0.051056129868158,-4.6960070605855435,0.024191631223288823,-0.002798077039187774,-0.4763364570972044
62,0.055122776245468685,-4.683876872994006,0.03794486179776868,0.044982321434872574,-0.4690868530597072
63,0.052827155519679536,-4.660768934991211,0.040048625139206706,0.03120548376097254,-0.4457466280146036
64,0.03296226579151096,-4.671598803484812,0.01792066138602877,0.017373182676237775,-0.46037680152221583
65,0.01759582094700818,-4.636969832936302,0.017189408020840347,0.02865150610693945,-0.4724491857050453
66,0.005577063797815196,-4.652067264076322,0.011767504069268853,0.038235539031461485,-0.47353270318126306
67,0.02309356651591088,-4.683945790398866,0.024508334561915035,0.03687305836683663,-0.476441073755268
68,0.03515470368637352,-4.677816656883806,0.04129665599799637,-0.0015373693236995225,-0.47508252764237113
69,0.03882574210138223,-4.713233049493283,0.03870174586165831,0.007446552721599886,-0.469870429544244
70,0.017291548062132733,-4.682950386079028,0.04226730785762811,0.05147942325857002,-0.4764235707407352
71,0.008808996312865247,-4.700130811426789,0.02219643482374067,0.01239082928532298,-0.4764981915359386
72,0.03365386405442905,-4.682620260398835,0.05186916056266,0.06539224518928677,-0.4762788689986337
73,-0.0063663911869582535,-4.698654467705637,0.02379262154022399,0.013276531932206126,-0.4767998240131419
74,0.06028207343230063,-4.695202340371907,0.012013052034262728,-0.0012300138939735916,-0.4765096349001397
75,0.02555924575793256,-4.701319532468915,0.05574223656867616,0.058396988836648234,-0.476022307848325
76,0.01989732064652117,-4.708238925784826,0.03073765184558397,0.031663433490962234,-0.4787836856557987
77,0.045860108017970025,-4.684642495121807,0.026235064341449288,0.04531557808331854,-0.4736507699417416
78,0.02552012149205596,-4.69411117839627,0.02676765494402389,0.014606049315716518,-0.47646292790886946
79,0.043351334776247086,-4.707569201476872,-0.005512489320608438,0.05486220850684731,-0.47657097200863063
80,0.03984039711934883,-4.6920235101133585,0.0416620487186492,0.038361877124089006,-0.47791157447500154
81,0.03793427880003719,-4.696131637785584,0.035173389186979875,-0.009319747573499626,-0.4823837951407768
82,0.027828710366037512,-4.7213857541792095,0.02626834814702761,0.06047868590212602,-0.4764327623997815
83,0.07900269906106416,-4.702624866738915,0.006765795572107436,0.023208429472106214,-0.476584263582481
84,0.02149439789218377,-4.722275173990056,0.02990356221590673,0.012707355752354488,-0.4762579035013914
85,0.07247703668275629,-4.724634188925847,0.02750363947984624,0.034457853906133096,-0.4753279331489466
86,0.016548754988872538,-4.7010877567809075,0.05869002927329347,0.026112876172192045,-0.4761618617339991
87,0.04073412494655315,-4.737080485327169,0.009711367584998245,0.03751465850655222,-0.47660163819091395
88,0.02691809927134159,-4.721788616850972,0.006862557585918694,0.022548887023731368,-0.4766671640973073
89,0.02023841523149006,-4.706946853548288,0.03346401247756603,0.04071467281733021,-0.4766788067936432
90,0.04717449485615077,-4.712904596235603,0.03254705213089437,0.07955182721707388,-0.4850599217461422
91,0.04925341833781127,-4.737432651221752,0.0020182045400929383,0.07090372944207957,-0.4766172587114852
92,-0.015887354897651584,-4.739626903785393,0.03928057325128975,0.0521338488724723,-0.47669352509547025
93,0.04146218209719166,-4.738404928706586,0.04531403134967604,0.018832256573659834,-0.4767036509001627
94,0.0052046375940209,-4.728844475233927,0.04384487743922705,0.02557491747938911,-0.47466688163694926
95,0.030830968147398607,-4.72508118650876,0.030958200381803636,0.04979931102207047,-0.47615990502526984
96,0.04614647150722817,-4.731984453741461,0.021617746624770007,0.013214435480676912,-0.4770480393781326
97,0.03850145727969334,-4.72871551127173,0.017356790830035607,0.058584918181622925,-0.47672364706522785
98,0.00022419653595306952,-4.744756460189819,0.07378100103176166,0.0115083113869332,-0.4757201913744211
99,0.01711115368930849,-4.743037892738357,0.04172881790924521,0.01319059424349689,-0.4687494401878211
100,0.023136253029989007,-4.748602205887437,0.07262903572120649,0.05471289648266975,-0.4813324494753033
101,0.034406436483953584,-4.732688786461949,0.03537055829139035,0.03503601422289648,-0.3606647181441076
102,0.0655552291471857,-4.7466862997971475,0.023677898343407833,0.019532166348653845,-0.4180477361078374
103,0.04181438552842098,-4.740848455578089,0.04724046170861129,0.049684949706716,-0.3955687347915955
104,0.050296262515061585,-4.732513259164989,0.009774621073347587,0.009370323029543217,-0.4763598857971374
105,0.021872308548708475,-4.76157427020371,0.042543168505858375,0.056239853137412865,-0.47643120886641555
106,0.040020237856310814,-4.764615752501413,0.039923439034566854,0.0650575140653018,-0.476541050884407
107,0.034739756923426346,-4.735000631771982,0.0309894376242994,0.0029967498430778505,-0.4766181744635105
108,-0.0020040460725567755,-4.755075874738395,0.04347764341906668,0.02983360878624808,-0.457231521839276
109,0.02346530360107124,-4.750946740619838,0.03141473352519597,0.04560378214591765,-0.4469011515029706
110,0.0071389191316870715,-4.745178449433297,0.04120159303866444,0.04982971426034055,-0.4508464413229376
111,0.011104917686949989,-4.751261550467461,0.04207324534002055,0.02782080191082059,-0.46814389727660455
112,0.03528958390475623,-4.741482044337317,0.008185342897149894,0.022448965662988485,-0.4747931215388234
113,0.010081797451590546,-4.741963721578941,0.06286985585308003,0.04184440918834298,-0.46948586954385974
114,0.04717876989553815,-4.755565841915086,0.001958826530369606,0.04861602707387647,-0.4653969158534892
115,0.03522160774858185,-4.730625435477123,0.04775614401961547,0.042312823141855915,-0.4573684597562533
116,0.04291632333112716,-4.750050260685384,0.04363241403166285,0.02848719941357558,-0.4650433800125029
117,0.04301686350245859,-4.733009852468967,0.05117287083459132,0.0427395287656509,-0.47605596887297
118,0.01956390616098247,-4.702202221611515,0.056738256230403294,0.027647879389064656,-0.4751067994220648
119,0.04147897746599938,-4.705586982192472,0.04969239187485641,0.04959408750482907,-0.46749850624473765
120,0.038234874771703176,-4.70553414337337,0.05415266680552122,0.0254147024370468,-0.47784043548745103
121,0.03272375224463947,-4.688471719622612,0.030834646608695948,0.024109995571961917,-0.4749770736671053
122,0.010552386860439356,-4.737245749216527,0.038216820378949024,0.0047791321067052195,-0.47927252066438086
123,0.04456164180453992,-4.693216025829315,0.05077200055742992,0.019412699275562773,-0.47328607155941427
124,0.03553034807875122,-4.7300943923182786,0.05430276119682276,-0.00934948635267574,-0.47381137931370176
125,0.03953485010696767,-4.711823283927515,0.06570903021713548,0.029763652091787662,-0.4765996492642443
126,0.011781626281049284,-4.687293930212036,0.002780149624641126,0.037940924248687224,-0.4769263310590759
127,0.013275674973429076,-4.691193492850289,0.041387992296876064,0.044954831798349915,-0.47645137886866
128,0.04872322931340278,-4.752814564155415,0.06443176148329144,0.020038566346023856,-0.4744642497098539
129,0.003137705886928188,-4.718615134479478,0.04063037738197295,0.014788562897592785,-0.4749991765420418
130,0.03791292920912681,-4.756941769970581,0.008849339936261913,0.018475962919183075,-0.47500765172299
131,0.02290725644779812,-4.757326586171985,0.002190776366802538,0.017009349163345178,-0.4759344920166768
132,0.04687053575513289,-4.746127382153645,0.04447692901138112,0.05290077601239318,-0.47661076416261494
133,0.049358937325621355,-4.758099853526801,0.04964773379521148,0.017148890892713098,-0.4765939061180688
134,0.023459471799540665,-4.753361438168213,0.0035179207111468713,0.03337524090079569,-0.47682956271455623
135,0.008883905283433913,-4.7547115532215685,0.06283057030006489,0.026289380446542054,-0.4768458896141965
136,0.007151343877438876,-4.748181007336825,0.0033929796989013994,0.005876797291421099,-0.4765665192389861
137,0.0036786953631468,-4.76585370558314,0.008472166223214117,0.021213246658589924,-0.4773683389357757
138,-0.01975489768076244,-4.737677176017314,0.009034726943070837,0.05597464865809343,-0.47592770302435383
139,0.047556960107314694,-4.777594800572842,0.015045873088325834,0.008042643927865356,-0.4768116009363439
140,0.007904283596600004,-4.768760979641229,0.0378675837402227,-0.008237045731902981,-0.4768263666774146
141,0.032846769845107815,-4.776115039130673,0.01300448618795258,0.01744912641515839,-0.4768540606601164
142,0.03492983650157555,-4.763595462311059,0.03254334154090088,0.017196778651850764,-0.4768611479375977
143,0.009139494129968284,-4.749538579257205,0.018607351886402057,0.03064856224364121,-0.47788146187667735
144,0.027925913265065105,-4.742630385328084,0.024893144825625768,0.02010879099361773,-0.4793323614576366
145,0.018653792393344304,-4.751449378672987,0.029733129105778744,0.02233885256737267,-0.4767314438940957
146,0.030694890014217435,-4.763067433843389,0.021497164291758963,0.05345514122200257,-0.4768474391894415
147,0.02068514702600055,-4.747374832397327,0.052310029488381815,0.006402213632100029,-0.47625826197327115
148,-4.782268204905904e-05,-4.749097133753821,0.03418062660111332,0.010160378107229915,-0.4757400279631838
149,0.009662026970481463,-4.740217363461852,0.028621717675946456,0.0530348695729117,-0.4778106781595852
150,-0.0039006257599680794,-4.74631614680402,0.01755457964765128,-0.0033541114312356513,-0.4755165763781406
151,0.019283835134528585,-4.755142891313881,0.012938442425109995,0.028098961567593506,-0.4768622400879394
152,-0.0008145307892917231,-4.73972707008943,0.01931636856983232,0.03177364861949172,-0.4768764694454149
153,0.011776859357624405,-4.752430540276691,0.019247934678674028,0.05666672110783111,-0.47530661735800095
154,0.03251945511655663,-4.745766460662708,0.01862935063635973,0.019118719843390863,-0.47818929082131945
155,0.03690193887626236,-4.748770548263565,0.02407059180140436,0.06508504664634529,-0.47293340106261894
156,0.04236075691431396,-4.74219401134178,0.021435035144463654,0.03817800380602421,-0.4762963786488399
157,0.0212957837813903,-4.754320880630985,0.027948093736711144,0.0434201716084317,-0.4768883183132857
158,0.009919263859416104,-4.758515944937244,0.024718263669655016,0.03326791485233116,-0.4770357458037324
159,0.0041127179585345175,-4.731752785854042,0.029789190884599748,0.02219046302707284,-0.4709876143897418
160,0.06180591846093009,-4.72344708815217,0.0316242660790067,0.04567423589742248,-0.4766382857051212
161,-0.005779395443440194,-4.717813198454678,-0.008014631427784025,0.06386231965916522,-0.4768485848326236
162,0.027376641461534512,-4.719782625325024,0.02841245857993613,0.008038943125029618,-0.4768733301607426
163,0.01769723887683483,-4.717153470497578,0.01975631385533916,0.015543521451036211,-0.4768937766784802
164,0.03073177375422631,-4.695301450090483,0.03758915373128957,0.02194078501270269,-0.47586777922697365
165,0.03801272847832138,-4.691687344573438,-0.005836630380969154,0.04046145272877766,-0.47696455821278505
166,0.020465073302659675,-4.661135265370831,0.03192050116558676,0.009227466664015084,-0.4762894387822598
167,0.001380412396032371,-4.569832613691688,0.059327304168931505,-0.002369011968767154,-0.4768861575284973
168,0.004067447179582406,-4.590763409389183,0.01743873961902409,0.0412339325157518,-0.4769031621981412
169,-0.002613855942996679,-4.622004052624106,0.008907117258615926,-0.0004109394703846192,-0.4772930736944545
170,0.023566719643156375,-4.6554501976352185,0.015724119756981736,0.03440050639437686,-0.4752169677230995
171,0.04666689529318718,-4.682683257618919,0.014406198905447807,0.035181478393496946,-0.47582487837644294
172,0.01129854878351466,-4.731094530550763,0.003435523591861056,0.0018347836994507816,-0.4768706531031057
173,0.03501010146683825,-4.72279335046187,-0.012406928801425464,0.0340571247797925,-0.47841546905692667
174,0.06076076798625252,-4.7537801139988005,0.02531437294896932,0.0352519902687618,-0.4740366299229208
175,0.05515466580450834,-4.751362304203212,0.0005702715747872844,0.053840933680476155,-0.47663405208732
176,0.034625929956305646,-4.762219041585922,0.03794498457790496,0.01608636795253915,-0.47798065887764096
177,-0.0059523086766301025,-4.747802984900773,0.016870718512080884,0.05983738863687904,-0.4769160478026606
178,0.03225188947827756,-4.745463676983491,-0.007987588427496917,0.004235065420289175,-0.4775745597144123
179,0.005689116431232044,-4.754473076434806,0.014332378937126578,0.0497609216508863,-0.47010075717116706
180,0.02083898594863598,-4.760157010983676,0.028712034480776083,0.02753904471501301,-0.4768650434270967
181,0.011005367596422231,-4.7684498524758965,0.014242175773830468,0.01972525447672524,-0.4769041848485358
182,0.03240703284700075,-4.720344534842297,0.009810042226064295,0.026864380599931792,-0.47521683262311853
183,0.03196614198850939,-4.72631796146743,0.02686405241578882,0.0156405310763148,-0.4775792953732889
184,0.008929257714683447,-4.750286046182737,8.030543136783308e-05,0.004342283757978294,-0.477039851306472
185,0.023579757513986055,-4.7484641768969595,0.022146354309171556,0.00443766698208492,-0.4768940208887216
186,0.01857831084160605,-4.735002715606242,0.005624671528636327,0.018824286313247285,-0.4769262447371147
187,0.04238289744472467,-4.721311683300883,0.015437455987068915,0.029776037717965664,-0.4719939801725559
188,0.047439479362156256,-4.740167884621769,0.039676954190952074,0.01817912515844,-0.45815285883145407
189,0.02197973161096911,-4.740947562502697,0.02314377647718402,0.02647151849259899,-0.476817014568951
190,0.021163828295541975,-4.72630311595276,0.02469215357186272,0.023917859484754445,-0.4769088191387709
191,0.01415454431270291,-4.738101674243808,0.02716263902092919,0.008047749323395692,-0.476151351002045
192,0.01772540765773556,-4.741336090490222,0.051729384099417075,0.048204351712229254,-0.4745830999163445
193,0.007575209401636584,-4.727641009259969,0.020822602609300137,0.029860722184821498,-0.4766796310141217
194,0.031052927127142027,-4.730744402622804,0.013505426521916776,0.01302386762927199,-0.4768984606489539
195,0.01864928139141853,-4.6975690422113985,0.009486642718997018,0.013699799006644753,-0.4774056517053395
196,0.027016800836918264,-4.699086606968194,0.0475654392408984,0.01780448282170255,-0.4706829039787408
197,0.04503777888616867,-4.700289885047823,0.02250791665208851,0.054028052608600774,-0.4699423168494832
198,0.005332774398326717,-4.680545343551785,0.015092222801513344,0.0051386861596256495,-0.4787200434075203
199,-0.005807874859144135,-4.681767841801047,0.05377791443500257,0.04038107523956569,-0.4755902472534217
200,0.003556084442450924,-4.659177243243903,0.0080182419860364,0.0031259756433428265,-0.4746207276766654
201,0.017233678537930563,-4.596021122531965,0.01331638248643685,-0.005917803299780644,-0.4650634058925789
202,0.009450956774394116,-4.570462960982695,0.017901319952102313,0.0024858007764123613,-0.4765489504789002
203,0.019385715198827563,-4.452513593947515,0.013144420130061008,0.012005285063423798,-0.47284819683409296
204,0.011823524994454717,-4.543326780665666,0.018059065310950473,0.022174550089403056,-0.4757924471341539
205,0.003310184458063248,-4.701123425504193,0.014011981446728328,0.02420453244667442,-0.4764694235927891
206,-0.03449529428526432,-4.736135903047398,0.009031326496995009,0.002479949229382328,-0.46726878723711707
207,-0.01662581636988722,-4.728513972368091,0.010024929921058856,0.001286906560380885,-0.46732664247974753
208,0.01158613147159987,-4.7386843133717775,0.039004819511404776,0.015808814803676796,-0.466055020573549
209,0.004257658826941679,-4.768173604737967,0.01884636221937797,0.012816776564250176,-0.47804304244345985
210,0.020942961634148105,-4.774397259578109,-0.001431305782716663,0.01901078626178787,-0.4731354966352228
211,0.008220238972889149,-4.753951050341129,0.02367259657975751,0.011277939413048443,-0.4730057174456306
212,0.00847599937194668,-4.75824359501712,0.032445273611187986,0.005766082627815194,-0.4604249405383598
213,0.02509619056389041,-4.7660221150144935,0.02546853321243958,0.010051783280687232,-0.4769410552980844
214,0.025597601167618222,-4.758235128130764,0.048512986538895575,0.035610675029602135,-0.472115519689396
215,-0.011178771850609335,-4.763474851846695,0.015688359853186284,-0.004260110326868016,-0.44514645653543994
216,0.018030650659738967,-4.725780661217868,0.02128397092401713,0.03877563887726865,-0.4765770676312968
217,0.0229294053931568,-4.725209528813139,0.04795394386309226,0.035201172404867975,-0.4769363309023902
218,0.02531518706874311,-4.7429503130260855,0.025131660460900207,0.002040516981651308,-0.462085103354184
219,-0.023663916699405263,-4.677501747850329,0.028441836679746757,-0.0025164622002193937,-0.4653170990059152
220,0.014135302514924314,-4.689410823164508,0.03274525131274686,0.025068575620935007,-0.4756988309964072
221,0.02401994451272249,-4.614355917321518,0.041355349027213606,0.02202190515993152,-0.47689298627665266
222,0.036880492794551856,-4.667088540270925,0.022189833157895578,0.012207829763610787,-0.46404075060854666
223,0.008563076785464752,-4.6702388250269,0.010922592998014125,0.035723782631976064,-0.4542331759585067
224,0.03983958544496602,-4.76697691436857,0.03864336259832157,0.016449741517135408,-0.47596147828153335
225,0.014777944854797833,-4.7402015316765755,0.031445243670845,-0.00301348754146602,-0.4762080378422979
226,0.020912485686199744,-4.7813574257306755,0.041618516791302795,0.001584376851496927,-0.4688440474565141
227,0.01106362743929168,-4.748805073322728,0.04193745061090226,-0.0032569491213507717,-0.4399793258344289
228,0.05603704127084086,-4.754844416864216,0.028581945219556815,-0.008328816657012794,-0.4763180288136937
229,-0.01019127666206998,-4.738724579801783,0.04238661003536493,0.004144492959312629,-0.4748022707935888
230,0.04051112069752705,-4.773508912883699,0.048122680868516454,0.01785451794785331,-0.476515514368657
231,0.03126461036795675,-4.732827709289268,0.00910407796142465,0.01708363079387709,-0.45958900213008747
232,0.02860425786942411,-4.759951618034393,0.022689992193633657,0.000447835886006942,-0.46038500167196617
233,0.0188797828502274,-4.751406548777595,0.024040646781756436,0.0254154052537956,-0.4647409589961171
234,0.030759329703954563,-4.699832939309999,0.02246676255994373,0.013678534680366283,-0.4768097937630955
235,0.0005235499179434555,-4.756343130487949,0.02552218475878476,0.00010666866036501688,-0.473966352379648
236,0.036272888426371,-4.722431620117277,0.019107909792140276,0.023305366154090738,-0.4646433171874378
237,0.01881997946500172,-4.729832320474088,0.00883033544130285,0.03460843048560491,-0.45709485124098137
238,0.012750339610292372,-4.730924211908132,0.02470031292662611,0.024208785282098688,-0.4753962121612858
239,0.0332489992161662,-4.72962412238121,0.03972528682042764,0.015433210202900227,-0.47389423300046474
240,-0.0035208092331817653,-4.642438152106479,0.012792517216780652,0.005333471674020984,-0.4692668233765289
241,0.02545351159203335,-4.705148881766945,0.012197251930530228,0.010637688715178228,-0.4627121221856214
242,0.011065201433087424,-4.647929674014449,0.01949917390876976,0.04787500268139411,-0.4739424043218605
243,0.03141510816279297,-4.564320176374167,0.05212993729016091,-0.004724370752228424,-0.4746635570772923
244,0.024987680103112583,-4.627085849177092,0.03545888077934478,0.013128830432833638,-0.4571100690809544
245,0.012686821183253288,-4.73007189668715,0.03432890219379203,-0.012273856886167778,-0.47102151103899814
246,0.03831164291169031,-4.718833279330283,0.014180324376980025,-0.013489692311850376,-0.4765821671462618
247,0.03869438034086059,-4.705062250839546,0.03190505227426854,0.017270570428081555,-0.4762550691375509
248,0.045644928766776616,-4.714566784212366,0.027831223773333136,0.012810306169740215,-0.4730919253488537
249,0.02420483508394966,-4.706964718177915,0.014638500647606634,0.009850267701040138,-0.4648798007692676
250,0.024189070442805632,-4.726324354531243,0.014085860273880256,0.0315787859071861,-0.4790642694570124
251,-0.005738247943384067,-4.731847500661388,0.04171617202257494,0.006318471644590318,-0.4754073362564668
252,0.03891063244163895,-4.750681659672409,0.02347696590632609,0.005481046786371735,-0.4668139964633155
253,0.02917347526250325,-4.763295968528837,0.027176854924420013,0.04575656295492081,-0.47691846458474174
254,0.017813631538658115,-4.754714564420283,0.014053668328969591,0.052243824962715735,-0.4566394405264873
255,0.03656376979598086,-4.705177860101685,0.022385020501673125,0.02696642670343863,-0.47549975823494606
256,0.010568354863508487,-4.6445422032848,0.0467925963370277,0.017165102923172526,-0.47578186908503994
257,0.01908116703197749,-4.545452259713784,0.032500377615477305,0.008718493662286164,-0.4672874263196718
258,0.025744320696610146,-4.499911804217845,0.017002441916275757,0.014360402670718033,-0.4526566463173367
259,0.014344606029422058,-4.4880222484935075,-0.002050234617144042,0.005833078434989147,-0.4723264155618381
260,0.02751628071047918,-4.749096021056175,-0.0036735711326798537,0.013605150063995096,-0.4767944145423826
261,0.026902781737340287,-4.74510847683996,0.010695964085726928,0.024079012103356945,-0.47296199772972614
262,-0.01645494434250999,-4.724974154494703,0.04199514345151556,0.03024001812991628,-0.47117609551060013
263,0.02478447488902008,-4.743991562863812,0.0175521004410939,0.013373704263358375,-0.4586489594075829
264,0.04665450320091316,-4.743390229297802,0.015070745714183433,0.019681360361573752,-0.4737801890587434
265,0.06740817869261437,-4.609611973166466,0.016909727898706706,0.012120617252548982,-0.4768423085915856
266,0.003651818416464891,-4.765612090472132,0.030227463374401964,0.02137051009322022,-0.4749898769077845
267,0.03177835653582406,-4.767443605232984,0.01820955855080797,0.006483230206868029,-0.4761858788260725
268,-0.0028327931196372447,-4.768361978698522,0.03177290983155956,0.007730184963293141,-0.4765010031405836
269,0.0096748176198318,-4.769098470918834,0.02785780740914845,0.008100647884930368,-0.4703449856024235
270,0.005035291884638582,-4.626124851871282,0.019456935022134303,0.0062870812635082984,-0.4682856909639668
271,0.008866821869340985,-4.423025555443019,0.02537590234119591,0.02650886241463013,-0.472747273161076
272,0.008953994300881618,-4.679324076510966,0.03800233147588017,0.007291676927707158,-0.4605502355552744
273,0.03805976458561189,-4.698467690497637,0.0016477811605142278,0.03043129279740242,-0.4756516555789858
274,0.002615386875040343,-4.732298464048654,0.023357127371284037,0.012350798193438097,-0.4747125254943967
275,0.02833342543704731,-4.720303235342726,0.007522793594688437,0.043290456755130435,-0.4721475467667915
276,0.04888639162827957,-4.750454306835309,0.007682484193907157,0.025670176202311268,-0.4592521480517462
277,0.0290300247010854,-4.7607016551773995,0.021682338959323033,0.02503488379807095,-0.4734983535599895
278,0.039226973615136274,-4.759395148605108,0.027674312961906367,0.011710175469488604,-0.46794066511210985
279,0.05253319270213552,-4.758202579803765,0.0223289195210441,0.022621460448135625,-0.47379377714241855
280,0.0220190047616715,-4.757065905723721,0.022802441050046696,0.03353372043602576,-0.4646614064986352
