step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-critic/score/mean_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1e-5-critic/score/mean_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr7.5e-6-critic/score/mean_step
100,-0.011252164840698242,-0.009610652923583984,-0.028977155685424805
101,-0.020114898681640625,-0.07687735557556152,-0.10208678245544434
102,-0.05044817924499512,-0.06998729705810547,-0.13690471649169922
103,0.06905078887939453,0.04655170440673828,-0.003680706024169922
104,0.02215099334716797,-0.03054976463317871,-0.008458137512207031
105,0.11435842514038086,0.04439949989318848,0.05066728591918945
106,-0.03671431541442871,-0.09169697761535645,-0.103560209274292
107,-0.003789186477661133,-0.12341618537902832,-0.0975961685180664
108,-0.02004480361938477,-0.043547868728637695,-0.06548452377319336
109,0.05490994453430176,0.013984203338623049,0.025275707244873047
110,-0.08040189743041992,-0.08355259895324707,-0.08856439590454102
111,0.02728176116943359,-0.009930133819580078,-0.03552412986755371
112,0.12061119079589844,0.08555722236633301,0.01618218421936035
113,-0.027515888214111328,-0.05454659461975098,-0.13138842582702637
114,-0.011095046997070312,-0.032716989517211914,-0.04588580131530762
115,-0.03803682327270508,-0.05420875549316406,-0.07400774955749512
116,-0.06385159492492676,-0.12158799171447754,-0.09132194519042967
117,-0.02129340171813965,0.008943796157836914,6.842613220214844e-05
118,0.050900936126708984,-0.015332460403442385,-0.0278012752532959
119,-0.0816335678100586,-0.12551188468933103,-0.08693766593933105
120,-0.05491209030151367,-0.010494470596313477,-0.08015751838684082
121,-0.10815167427062988,-0.15811967849731445,-0.12732911109924316
122,0.054782867431640625,0.03862404823303223,0.00450587272644043
123,0.009626626968383787,0.002125978469848633,-0.005373954772949219
124,-0.07684922218322754,-0.06799912452697754,-0.09948086738586426
125,-0.027287006378173828,-0.04114842414855957,-0.07335186004638672
126,-0.012569427490234377,-0.07076501846313477,-0.07985281944274902
127,0.1604459285736084,0.10628390312194824,0.11750245094299316
128,0.14639616012573242,0.07921719551086426,0.08228182792663574
129,0.07319903373718262,-0.0032296180725097656,0.04618048667907715
130,-0.1239793300628662,-0.09893178939819336,-0.140106201171875
131,-0.021725893020629883,-0.060349225997924805,-0.07892346382141113
132,0.0005981922149658203,-0.025197744369506836,-0.04165315628051758
133,-0.03509688377380371,0.029042720794677734,-0.012864351272583008
134,0.06592416763305664,0.026130199432373047,0.059380292892456055
135,-0.14548850059509277,-0.1698155403137207,-0.20753169059753415
136,0.007162332534790039,0.04343914985656738,-0.04742789268493652
137,0.04395723342895508,0.05913805961608887,0.008253335952758789
138,0.038340091705322266,0.05368542671203613,0.038039445877075195
139,-0.01790761947631836,-0.06104278564453125,-0.1012248992919922
140,-0.04304695129394531,-0.10227489471435548,-0.1071932315826416
141,0.0007402896881103516,-0.05864572525024414,-0.08728432655334473
142,0.082366943359375,0.04609942436218262,0.058515310287475586
143,-0.01270294189453125,-0.03008818626403809,-0.03579092025756836
144,0.03390765190124512,0.03377223014831543,0.022650718688964844
145,0.0406031608581543,0.03148150444030762,0.0627443790435791
146,-0.13421320915222168,-0.12680625915527344,-0.09674406051635742
147,-0.0461273193359375,-0.08824348449707031,-0.09977531433105467
148,0.04012656211853027,0.03367328643798828,0.009017467498779295
149,0.020264863967895508,0.045118093490600586,0.011551141738891602
150,0.047324419021606445,0.06705045700073242,0.022785425186157227
151,-0.11384773254394533,-0.13066720962524414,-0.16249728202819824
152,0.04728269577026367,0.06542301177978516,0.040108442306518555
153,-0.04414248466491699,-0.025419235229492188,-0.03667640686035156
154,-0.07860541343688965,-0.08865761756896973,-0.06064295768737793
155,-0.06345176696777344,-0.11870479583740234,-0.05066823959350586
156,0.08062982559204102,0.07252287864685059,0.030709266662597656
157,-0.05940532684326172,-0.0931699275970459,-0.12646937370300293
158,0.05396080017089844,0.020142078399658203,-0.009698867797851562
159,-0.05316567420959473,-0.09562945365905762,-0.08313155174255371
160,0.007163047790527344,-0.020424365997314453,0.001278400421142578
161,0.07844829559326172,0.036881208419799805,0.02847146987915039
162,0.03921341896057129,0.048441410064697266,0.022257566452026367
163,-0.04212069511413574,-0.04807281494140625,-0.028267621994018555
164,0.014878273010253906,0.02304983139038086,0.05012774467468262
165,0.0888059139251709,0.06577944755554199,0.00899195671081543
166,0.05150604248046875,0.053009986877441406,0.030100345611572266
167,0.0037381649017333984,-0.027450084686279297,-0.012027502059936523
168,0.10381746292114258,0.09572720527648926,0.0967707633972168
169,0.1385202407836914,0.10949254035949708,0.09468722343444824
170,-0.006540536880493164,-0.04742836952209473,-0.07269644737243652
171,0.019599437713623047,-0.002493858337402344,-0.002165079116821289
172,-0.024631738662719727,-0.060827016830444336,-0.02661347389221191
173,0.0380098819732666,0.042137861251831055,0.02031111717224121
174,0.029060840606689453,-0.05460691452026367,-0.01653313636779785
175,0.08837890625,0.08794951438903809,0.107147216796875
176,0.02906656265258789,-0.04952216148376465,-0.019945383071899418
177,0.021439790725708008,-0.03050994873046875,-0.04119467735290527
178,-0.009606361389160156,-0.04927229881286621,-0.018553972244262695
179,0.0025653839111328125,0.029712438583374023,0.06704163551330566
180,0.1108856201171875,0.06866574287414551,0.08409452438354492
181,0.03584122657775879,-0.007140159606933594,-0.032128095626831055
182,-0.005846261978149414,-0.02047419548034668,-0.01885223388671875
183,-0.030449628829956055,-0.08900856971740723,-0.098341703414917
184,0.11759614944458008,0.03952813148498535,0.04908132553100586
185,0.04172372817993164,-0.019795894622802734,-0.00372004508972168
186,0.15164899826049805,0.13020777702331543,0.11139702796936037
187,-0.042980194091796875,-0.037256717681884766,-0.060779571533203125
188,-0.04790067672729492,-0.12434196472167967,-0.08810830116271973
189,0.05935096740722656,0.03452348709106445,0.026210784912109375
190,0.06245851516723633,-0.020409345626831055,0.0023081302642822266
191,0.004123210906982422,-0.04012084007263184,-0.04012131690979004
192,0.12227463722229004,0.05583524703979492,0.05267024040222168
193,0.12236714363098145,0.012981891632080078,0.08961057662963867
194,-0.03431129455566406,-0.037415266036987305,-0.05392932891845703
195,0.09523153305053712,0.0767672061920166,0.04960393905639648
196,0.027766704559326172,0.013521194458007812,0.015505552291870115
197,0.1372852325439453,0.08697676658630371,0.08153414726257324
198,0.06905531883239746,0.030036211013793945,0.04111385345458984
199,0.10850334167480467,0.04953932762145996,0.05754446983337402
200,0.06321263313293457,0.054418325424194336,0.030049562454223633
201,0.07052016258239746,0.026068687438964844,0.006227731704711914
202,4.100799560546875e-05,-0.02883338928222656,-0.02867770195007324
203,-0.13210630416870117,-0.09100055694580078,-0.10392165184020996
204,-0.021538496017456055,-0.09067130088806152,-0.003480195999145508
205,-0.09030389785766602,-0.07437729835510254,-0.09547162055969238
206,0.08687376976013184,0.03636670112609863,0.041193246841430664
207,0.050577640533447266,0.08009910583496094,0.024155855178833008
208,-0.08840775489807129,-0.05852031707763672,-0.05135345458984375
209,0.008325338363647461,-0.034764766693115234,0.0240938663482666
210,0.05674171447753906,-0.010854721069335938,-0.004483222961425781
211,0.0348818302154541,-0.01107645034790039,-0.014379501342773438
212,0.03941512107849121,0.04115915298461914,0.001548051834106445
213,0.0875539779663086,0.05441737174987793,0.042133331298828125
214,0.07847476005554199,0.014397621154785156,0.03367972373962402
215,0.17558884620666504,0.1455521583557129,0.1322314739227295
216,0.1645200252532959,0.11786580085754396,0.12572407722473145
217,0.18230342864990232,0.10195493698120116,0.11774373054504396
218,-0.12423348426818848,-0.23238730430603027,-0.220264196395874
219,0.06512665748596191,0.03908038139343262,0.035277366638183594
220,0.06740832328796387,0.033083438873291016,0.06428647041320801
221,0.12043523788452148,0.0732424259185791,0.09515714645385742
222,0.015511035919189451,-0.02753138542175293,0.001492023468017578
223,0.03778481483459473,-0.0058307647705078125,0.022444486618041992
224,0.20724105834960935,0.1469581127166748,0.14733314514160156
225,-0.011949300765991213,-0.08331656455993652,-0.08992576599121094
226,0.08556008338928223,0.023411989212036133,0.02688002586364746
227,0.22831273078918457,0.15405583381652832,0.15678977966308594
228,-0.01636672019958496,0.00891876220703125,0.015288352966308594
229,0.008436918258666992,-0.03685712814331055,0.012354373931884766
230,0.005106925964355469,-0.01268291473388672,0.0033702850341796875
231,0.002346277236938477,-0.013385295867919922,0.010545015335083008
232,-0.08602666854858398,-0.05603671073913574,-0.1054840087890625
233,0.11062455177307128,0.1075458526611328,0.07000088691711426
234,0.031615495681762695,0.03730893135070801,-0.0005154609680175781
235,0.12802624702453613,0.11004042625427246,0.1083672046661377
236,0.13493037223815918,0.08318400382995605,0.10229206085205078
237,0.11525917053222656,0.1058664321899414,0.03708052635192871
238,0.09940075874328612,0.13056111335754397,0.13698792457580566
239,-0.005069255828857422,-0.05745339393615723,-0.031700849533081055
240,0.11578536033630372,0.14678573608398438,0.06697344779968262
241,0.1450352668762207,0.13912701606750488,0.1202242374420166
242,0.06457352638244629,0.053757667541503906,0.015468835830688477
243,-0.052607059478759766,-0.0210416316986084,-0.09496402740478516
244,0.11351847648620604,0.08639669418334961,0.08857536315917969
245,0.02206254005432129,-0.00042557716369628906,-0.0035920143127441406
246,0.039870500564575195,0.0045413970947265625,-0.01297593116760254
247,0.15719842910766602,0.1255960464477539,0.09305596351623537
248,0.10746312141418456,0.046866416931152344,0.05065202713012695
249,0.08414936065673828,0.06541132926940918,0.015926599502563477
250,0.09486103057861328,0.02660560607910156,0.006369590759277344
251,0.1844196319580078,0.20233154296875,0.2143561840057373
252,-0.031473636627197266,-0.02125883102416992,-0.0474853515625
253,0.11760807037353516,0.06676650047302246,0.05102252960205078
254,0.1038837432861328,0.11922717094421388,0.0936758518218994
255,0.036278486251831055,0.05569028854370117,0.016234159469604492
256,0.08611083030700684,0.07659363746643066,0.08209943771362305
257,0.11139178276062012,0.12564682960510254,0.10242915153503418
258,0.07753992080688477,0.04056763648986816,0.031008481979370117
259,0.07032012939453125,0.03174114227294922,0.0013167858123779297
260,-0.03454017639160156,-0.037723541259765625,-0.03957843780517578
261,0.09410929679870604,0.09979081153869628,0.06479048728942871
262,0.16791558265686035,0.16138601303100586,0.10230159759521484
263,-0.06001615524291992,-0.03143572807312012,-0.08369803428649902
264,0.09749436378479004,0.12502360343933103,0.03650665283203125
265,0.05904674530029297,0.03409528732299805,0.010130882263183594
266,0.07284426689147949,0.09815120697021484,0.0672760009765625
267,0.10660457611083984,0.1081695556640625,0.08474206924438477
268,0.1871633529663086,0.16599273681640625,0.13207030296325684
269,0.1256566047668457,0.1395854949951172,0.08089590072631836
270,0.06832766532897949,0.05999112129211426,0.0090789794921875
271,0.03325152397155762,-0.030364990234375,-0.07395172119140625
272,0.09415626525878906,0.07551193237304688,0.03224325180053711
273,0.1677083969116211,0.13219475746154785,0.04240703582763672
274,0.08278965950012207,0.07423996925354004,0.02505397796630859
275,0.1503908634185791,0.16299700736999512,0.08435463905334473
276,0.02976250648498535,0.02545619010925293,-0.041672468185424805
277,-0.06991291046142578,-0.08736658096313477,-0.1002962589263916
278,0.13687658309936523,0.08291196823120117,0.06607580184936523
279,0.11205530166625977,0.08927488327026367,0.06804060935974121
280,-0.03919482231140137,-0.06233501434326172,-0.10797905921936037
281,-0.01889824867248535,-0.038199663162231445,-0.11871767044067384
282,0.1882786750793457,0.18526172637939453,0.17444801330566406
283,0.05983519554138184,0.13062381744384766,0.019318342208862305
284,0.06976079940795898,0.1048715114593506,0.042817115783691406
285,0.1421525478363037,0.13672661781311035,0.11462020874023438
286,-0.04434776306152344,-0.00977945327758789,-0.08441305160522461
287,0.05455493927001953,0.027339458465576172,-0.008849382400512695
288,0.15699291229248047,0.12653160095214844,0.1143813133239746
289,0.08452272415161133,0.08654427528381348,0.07330656051635742
290,0.05106377601623535,0.04945778846740723,0.012405157089233398
291,0.13067150115966797,0.07638025283813477,0.08194971084594727
292,0.05364251136779785,0.045641183853149414,0.09100651741027832
293,0.007128238677978516,-0.0172421932220459,-0.06936264038085938
294,0.016610383987426758,0.06292867660522461,-0.019952058792114254
295,0.11964273452758788,0.12297987937927246,0.11893820762634276
296,0.11816620826721191,0.11500144004821776,0.03336691856384277
297,0.019014835357666016,0.02988266944885254,-0.019385814666748047
298,0.07343673706054688,0.07186341285705566,0.06144952774047851
299,0.13828420639038086,0.15967655181884766,0.09942173957824708
300,0.06521439552307129,0.06575798988342285,0.07568836212158203
