step,deepseek1.5b_sync_8gpu_entadapt_initial_lr1e-5-critic/rewards/mean_step,deepseek1.5b_sync_8gpu_entadapt_lr1e-5-critic/rewards/mean_step
197,0.19201135635375977,0.1028745174407959
198,0.10130047798156738,0.040131330490112305
199,0.15934324264526367,0.09668946266174316
200,0.1089341640472412,0.05742216110229492
201,0.06733107566833496,0.03331255912780762
202,0.09391474723815918,-0.04176926612854004
203,-0.029243946075439453,-0.13644933700561523
204,0.007251977920532227,-0.03982949256896973
205,-0.005666017532348633,-0.056931257247924805
206,0.13421130180358887,0.03457522392272949
207,0.08476972579956055,0.06080460548400879
208,0.0022454261779785156,-0.1057147979736328
209,0.0782623291015625,0.0165865421295166
210,0.0786442756652832,0.006732463836669922
211,0.06001091003417969,-0.07039976119995117
212,0.06426095962524414,-0.005743265151977539
213,0.10232186317443848,0.05366683006286621
214,0.0713346004486084,0.04031777381896973
215,0.15082764625549316,0.1170957088470459
216,0.2081778049468994,0.11961936950683594
217,0.22141265869140625,0.10987377166748048
218,-0.16844582557678223,-0.18884515762329104
219,0.09096288681030272,0.05832505226135254
220,0.14646053314208984,0.05779123306274414
221,0.1067519187927246,0.05982565879821777
222,0.04933524131774902,-0.009120702743530272
223,0.018064022064208984,0.01943826675415039
224,0.18660354614257812,0.20622682571411133
225,0.04333138465881348,-0.10605192184448242
226,0.06866598129272461,0.04031062126159668
227,0.24225401878356936,0.14197492599487305
228,0.04336905479431152,-0.017897605895996094
229,0.0845632553100586,-0.0236361026763916
230,-0.00618290901184082,-0.06040453910827637
231,0.009992837905883787,-0.018324851989746097
232,-0.05815863609313965,-0.11463499069213869
233,0.16298913955688477,0.11603403091430664
234,0.06490945816040039,-0.011575698852539062
235,0.16559362411499023,0.08301949501037598
236,0.138566255569458,0.04581904411315918
237,0.138871431350708,0.049421072006225586
238,0.17709994316101074,0.1356971263885498
239,-0.0208587646484375,-0.08694791793823242
240,0.15044760704040527,0.09965062141418456
241,0.16504144668579102,0.034621477127075195
242,0.05341291427612305,0.020522356033325195
243,-0.038628339767456055,-0.09058403968811037
244,0.09098005294799805,0.04881596565246582
245,0.10430741310119628,-0.02745842933654785
246,0.005695343017578125,-0.11538338661193848
247,0.15057754516601562,0.11507773399353027
248,0.08795738220214844,-0.003216266632080078
249,0.06273579597473145,-0.1018507480621338
250,0.031897544860839844,0.0036020278930664062
251,0.27238965034484863,0.11775970458984376
252,0.000640869140625,-0.018796205520629883
253,0.13871026039123535,0.09558367729187012
254,0.16722917556762695,0.06406831741333008
255,0.04439735412597656,-0.016565561294555664
256,0.09618854522705078,-0.011887073516845705
257,0.1457195281982422,0.07654333114624023
258,0.09505009651184082,0.022075176239013672
259,0.0717306137084961,-0.031951904296875
260,-0.037259817123413086,-0.09960412979125977
261,0.1305685043334961,0.01735687255859375
262,0.16398358345031738,0.033409833908081055
263,-0.049353837966918945,-0.1110992431640625
264,0.11869287490844728,0.013695716857910156
265,0.06353235244750977,-0.014143943786621094
266,0.08660125732421875,-0.04791879653930664
267,0.1170969009399414,0.07636141777038574
268,0.16983819007873535,0.13061857223510742
269,0.17809224128723145,0.07770562171936035
270,0.07333827018737793,-0.06781625747680664
271,-0.003463268280029297,-0.07063531875610352
272,0.07196354866027832,-0.019846200942993164
273,0.08771085739135742,0.03163552284240723
274,0.01195693016052246,-0.002578258514404297
275,0.16710209846496582,0.08587813377380371
276,0.01617431640625,0.0001571178436279297
277,-0.02597665786743164,-0.1110391616821289
278,0.12061190605163574,0.011400461196899414
279,0.10182714462280272,0.025847196578979492
280,-0.03305673599243164,-0.13739728927612305
281,-0.02595376968383789,-0.08342194557189941
282,0.2569870948791504,0.096435546875
283,0.1301262378692627,-0.02702021598815918
284,0.11205673217773438,-0.007392168045043945
285,0.14536619186401367,0.038640737533569336
286,-0.015121936798095705,-0.09152388572692872
287,0.10347819328308104,-0.0791776180267334
288,0.15218591690063477,0.0359797477722168
289,0.1463916301727295,0.04439210891723633
290,0.0682060718536377,-0.03348994255065918
291,0.13405275344848633,0.03780412673950195
292,0.09140372276306152,-0.005709171295166016
293,-0.007790088653564453,-0.06717729568481445
294,0.08243751525878906,0.028092384338378903
295,0.14740204811096191,0.05293393135070801
296,0.10645151138305664,-0.025550365447998047
297,0.05430269241333008,-0.04333972930908203
298,0.0874788761138916,0.030138492584228516
299,0.1909496784210205,0.08650779724121094
300,0.07419538497924805,-0.09636259078979492
