step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/grad_norm_pre_clip_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/grad_norm_pre_clip_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/grad_norm_pre_clip_step
182,0.039360161870718,0.03947482258081436,0.037116363644599915
183,0.03644463047385216,0.03668082505464554,0.03703968971967697
184,0.0354713499546051,0.0368267260491848,0.03860185295343399
185,0.03782285749912262,0.04149999096989632,0.036706194281578064
186,0.04020170122385025,0.04111627861857414,0.039413932710886
187,0.04080820083618164,0.03930215910077095,0.03702039271593094
188,0.03945642709732056,0.0388190858066082,0.03833491355180741
189,0.03789844363927841,0.041781917214393616,0.038244228810071945
190,0.03685556352138519,0.03957463800907135,0.038449726998806
191,0.03633683919906616,0.03800026327371597,0.03714348003268242
192,0.036908846348524094,0.03933084383606911,0.03840284049510956
193,0.038632940500974655,0.040919896215200424,0.03844268247485161
194,0.03608131036162376,0.03833024576306343,0.034721214324235916
195,0.03824811801314354,0.04012351483106613,0.03786016628146171
196,0.03639021888375282,0.03763383999466896,0.03970694914460182
197,0.038092829287052155,0.03867054358124733,0.03700099512934685
198,0.036581989377737045,0.04455582797527313,0.04011267051100731
199,0.03699227795004845,0.04046078771352768,0.03965696319937706
200,0.0375383198261261,0.039349574595689774,0.03891796991229057
201,0.03962984681129456,0.040602508932352066,0.037334144115448
202,0.0389157272875309,0.04103340581059456,0.03931175172328949
203,0.03809542581439018,0.03764254227280617,0.03436567261815071
204,0.04038475081324577,0.04012303426861763,0.037897925823926926
205,0.038796376436948776,0.03902444988489151,0.038754768669605255
206,0.03703877702355385,0.03810710832476616,0.0347941629588604
207,0.03928615525364876,0.037611521780490875,0.036684613674879074
208,0.04253784567117691,0.03848094493150711,0.038826510310173035
209,0.0382332019507885,0.041130755096673965,0.03821898251771927
210,0.03871459141373634,0.03976929560303688,0.036784976720809937
211,0.038607820868492126,0.039443422108888626,0.037824954837560654
212,0.03949648141860962,0.03758272901177406,0.04051391780376434
213,0.03920847177505493,0.0374702624976635,0.03886903449892998
214,0.036150090396404266,0.03466767817735672,0.03944750130176544
215,0.04181031510233879,0.04050121828913689,0.03870900347828865
216,0.04024365544319153,0.0397811233997345,0.03967217355966568
217,0.03775498270988464,0.0354987308382988,0.04052656143903732
218,0.037511348724365234,0.03723112493753433,0.03872416540980339
219,0.04042910039424896,0.04002051800489426,0.042210329324007034
220,0.038453999906778336,0.03757082298398018,0.04191765561699867
221,0.03834431245923042,0.03801476210355759,0.04072096571326256
222,0.03714904189109802,0.03914254903793335,0.040312159806489944
223,0.037666067481040955,0.03714979439973831,0.04604218155145645
224,0.04048644006252289,0.04119440168142319,0.05062723159790039
225,0.03726857900619507,0.038030169904232025,0.045031964778900146
226,0.03904179856181145,0.037250738590955734,0.047575537115335464
227,0.03784399852156639,0.03955420106649399,0.05164880305528641
228,0.03558182716369629,0.0372350811958313,0.05555487424135208
229,0.03939900919795036,0.03788798302412033,0.05457119271159172
230,0.037183791399002075,0.03783757612109184,0.05499357357621193
231,0.035761214792728424,0.03698825463652611,0.05645890161395073
232,0.03591935336589813,0.035767052322626114,0.05562687665224075
233,0.03898497670888901,0.03917185962200165,0.05288272351026535
234,0.03828248381614685,0.03902147710323334,0.04924073442816734
235,0.03815405070781708,0.04006170481443405,0.05024178326129913
236,0.03724765405058861,0.039176035672426224,0.05037605389952659
237,0.03534376993775368,0.041370902210474014,0.04884510487318039
238,0.03858846053481102,0.039485543966293335,0.05046038329601288
239,0.03513972833752632,0.03515055030584335,0.04448710381984711
240,0.038853731006383896,0.04063364863395691,0.04709843918681145
241,0.03624173626303673,0.036522604525089264,0.042750854045152664
242,0.037559229880571365,0.03589000552892685,0.04395141452550888
243,0.03657669946551323,0.03798934444785118,0.04553399235010147
244,0.03616684675216675,0.03469989076256752,0.041997842490673065
245,0.03646783530712128,0.03855985030531883,0.04236014187335968
246,0.033654775470495224,0.036085423082113266,0.04065927863121033
247,0.03632056713104248,0.03710085526108742,0.04176602885127067
248,0.03680029138922691,0.037390075623989105,0.03894488885998726
249,0.03574126586318016,0.03721562772989273,0.04316853731870651
250,0.035032570362091064,0.03959368169307709,0.03992395102977753
251,0.03554921597242355,0.037941824644804,0.041688211262226105
252,0.03502263128757477,0.03910517320036888,0.03837538883090019
253,0.03631129860877991,0.040920499712228775,0.04224612936377525
254,0.03484159708023071,0.03725673258304596,0.038119904696941376
255,0.03467744216322899,0.0353132002055645,0.03802868723869324
256,0.033546365797519684,0.034823041409254074,0.03847622498869896
257,0.036414604634046555,0.03680906817317009,0.039308641105890274
258,0.03858880326151848,0.03684474527835846,0.03838995471596718
259,0.03473192825913429,0.03724277019500733,0.03915606066584587
260,0.03528245538473129,0.034829944372177124,0.03864722326397896
261,0.03539500758051872,0.03591861203312874,0.03676759451627731
262,0.03489578142762184,0.03766903653740883,0.03842843323945999
263,0.03691592440009117,0.034722935408353806,0.04220809042453766
264,0.03621777519583702,0.03987909108400345,0.03781070560216904
265,0.03475194796919823,0.035124242305755615,0.037155065685510635
266,0.036140862852334976,0.03711485117673874,0.03758857399225235
267,0.034185461699962616,0.03664349392056465,0.03657920286059379
268,0.03735974058508873,0.035582251846790314,0.034625351428985596
269,0.0356573723256588,0.038221001625061035,0.03952452167868614
270,0.039603088051080704,0.03799476474523544,0.04040379449725151
271,0.03494857996702194,0.037615206092596054,0.03625504672527313
272,0.03440944105386734,0.035028357058763504,0.03687344864010811
273,0.037645839154720306,0.037563007324934006,0.038055963814258575
274,0.036556635051965714,0.03561965376138687,0.04018034785985947
275,0.037781521677970886,0.037164028733968735,0.040124308317899704
276,0.03420361876487732,0.03848953545093536,0.03575301915407181
277,0.03505582734942436,0.03527381271123886,0.035663798451423645
278,0.035738952457904816,0.03949014097452164,0.038189467042684555
279,0.03778819739818573,0.03616848587989807,0.037904221564531326
280,0.03604656830430031,0.03607931360602379,0.03828323259949684
281,0.03700161352753639,0.03724614903330803,0.03879380598664284
282,0.03833060711622238,0.03976847231388092,0.039083413779735565
283,0.03486797213554382,0.035591889172792435,0.03866161406040192
284,0.03698551282286644,0.03800974413752556,0.03517550975084305
285,0.03625863790512085,0.03806903213262558,0.0359530933201313
286,0.03619993478059769,0.037675853818655014,0.035388484597206116
287,0.039399728178977966,0.039042405784130096,0.036309413611888885
288,0.035008884966373444,0.03854268044233322,0.039075177162885666
289,0.0340118445456028,0.03766334801912308,0.03609180077910423
290,0.03620235249400139,0.03615689277648926,0.03391341492533684
291,0.03847922012209892,0.037564218044281006,0.03630450367927551
292,0.0399533174932003,0.03831238672137261,0.0361294224858284
293,0.032973166555166245,0.033104829490184784,0.03210296854376793
294,0.040392324328422546,0.03913785517215729,0.03580503165721893
295,0.03400319814682007,0.04030882194638252,0.0377250500023365
296,0.03724320605397224,0.03779919445514679,0.03649820759892464
297,0.03992640972137451,0.03930272534489632,0.03670802339911461
298,0.03684584051370621,0.03887544944882393,0.03733475133776665
299,0.03580654412508011,0.03843766823410988,0.03676009178161621
300,0.036014262586832047,0.03819369524717331,0.03587419539690018
