step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/r_hat_raw_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/r_hat_raw_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/r_hat_raw_step
45,-0.007643755398736367,-0.008870651842769462,0.01197193886047512
46,-0.003379286405576748,0.01691621201641093,0.004594497697178978
47,0.028643847981673916,0.020664377607258123,-1.818562434391696e-05
48,-0.00878664469049947,-0.06117178900328249,-0.04623351227398556
49,-0.013370905971724951,-0.017902290571506666,-0.009638321891105249
50,0.027428939099717647,-0.017835407381984008,-0.01113018144671724
51,-0.03806866618546333,0.05578587254970333,-0.05667497211384149
52,0.01810451070036949,0.02114588209119204,0.01964049215666371
53,-0.014322482115029725,-0.0016092591081808762,0.031247843248744807
54,-0.01599008535158061,0.028453974431667937,0.003496753086582379
55,-0.015624868227773913,0.030515662919675186,-0.02284500949438643
56,0.03382720048352663,0.04926251695522195,-0.007325402260281846
57,0.0027294286472451684,-0.022536455069229588,-0.00935482091934829
58,0.021357463818490432,0.007433791306110633,-0.019006268438591156
59,-0.003777964460894393,0.02488109673189042,0.018952705417127992
60,-0.05794841958178907,-0.10820645786466652,0.00730936308345008
61,0.011169537337376266,-0.02776063995489081,0.02849973827738505
62,-0.005309392023839666,0.02452947725273793,-0.012122053070001417
63,-0.015560511782837164,0.014238796879506986,0.010665623214840032
64,-0.09079571399786088,-0.031038661217836612,-0.0003833536032927477
65,0.04394890862148495,-0.01913511704078551,0.009937701652657
66,-0.022097530633367113,0.015484083753973362,0.004656495536995984
67,0.0028770980549127564,-0.020218884909294053,0.01176384344283047
68,-0.03147870627795773,-0.004601948562644138,-0.007280648470778295
69,0.002622267984735015,0.010210748660372224,-0.05361955703653252
70,-0.018222412377896884,0.026455672824832313,-0.01841295111395695
71,-0.028394214060635383,0.018608628286425306,0.03193110988550138
72,6.033408413287343e-05,-0.01091027190402078,-0.057399563196176034
73,0.04350037400942998,0.02711371010976525,0.03565654777781254
74,-0.07330684152410769,0.04343128760171794,-0.01545671033113824
75,0.006217722943707871,0.04926109255825595,0.01824712969272985
76,0.0018090816369570003,0.023666883887160057,-0.03285446027558504
77,-0.04810625831060932,-0.000288382017970391,-0.02952713135908279
78,0.010840694433856069,-0.011513766972893705,0.03556946568568954
79,0.002588826426342661,0.047828910566088616,0.004322427422501765
80,-0.0023444901733569137,-0.01752035511025937,-0.001740651265021341
81,-0.019594830088284068,0.05945896830559388,0.0007942630192662804
82,0.06338751331111349,0.015454805993171703,-0.0031967089919271324
83,0.015557702332826832,0.01306424030015874,0.01789867326381875
84,-0.040811051818972016,-0.0016336506182959697,-0.023914421694632294
85,0.006099157550437123,0.006091949232104407,0.020444185497176685
86,-0.03200552542007483,0.0499475369853781,0.05574502564884078
87,-0.01686540421478574,0.0248359030214723,0.020028631828205336
88,0.03473174982762187,-0.010884895095844643,0.04175743279701975
89,-0.03563230190913794,0.006017896758242846,-0.018856640259368534
90,-0.0015817693132981812,-0.015285742779045607,0.01009129230105476
91,0.014322262473028162,-0.015000592712684445,0.010379809072373625
92,0.05249295890516691,0.007975219278566077,0.03750307238836011
93,-0.035028383952739106,-0.040115080801927126,0.019354236339154212
94,-0.04270933519070049,0.0045838452802361655,-0.0021182114141701505
95,0.013477319929452995,0.045801841533810374,-0.03384773417684228
96,0.016456625122271484,0.018081545264380876,-0.02289800680576762
97,0.01530434320554624,,-0.0224340865474427
98,-0.04514651219789293,-0.013296973124403717,-0.03482508040282611
99,-0.03274381663211535,0.0016927003707557164,0.05235293290679613
100,-0.00869534279644219,-0.002665241488859473,0.02248077991681467
101,-0.0080978861309701,-0.043396835767801074,-0.015895498839049522
102,0.00936493031583582,-0.001413200328278765,-0.021032036417525747
103,0.01449900299113666,0.04144697733073444,-0.0006429636400467209
104,-0.015047250377679929,0.038656812250076056,-0.002986957498346363
105,-0.012835801544194735,0.03734708621201221,-0.010409143809555233
106,-0.005778241557917224,0.014096453965784184,-0.006915746329371793
107,-0.00315911821981816,0.01144917631463219,-0.04432607365536694
108,-0.03940115407180068,0.0027406853003043782,0.013613549950232604
109,0.03903306417770274,0.03724487234640171,-0.024757248931044876
110,-0.0015064443673474823,-0.03158587155103957,0.05601519477397847
111,0.016028507553921913,0.032130959671066085,0.01673900021883415
112,0.030842728847530892,-0.011972187922245728,-0.02337890994380623
113,0.022896436172705075,-0.003744208659845693,0.005760755237547065
114,-0.008363342035799044,0.003074769693934876,0.0035015277996886455
115,-0.012240238313984924,0.010979077410859331,0.028366187847618705
116,-0.03293874613969843,-0.0014078570913029016,0.024299808175445692
117,0.04394104045798342,-0.02715318934609596,0.021692406473156827
118,-0.009235897245249827,0.03778380366278091,-0.04340886641081192
119,0.04083718534948235,0.02052742088898447,0.0034113659859134338
120,0.04678376809181814,-0.029253680127364345,-0.006349696652059225
121,0.021119854571649735,-0.040418834044942495,-0.022604727184219107
122,0.016025914395395132,0.0017935749218394824,0.015366064590607097
123,0.050437869422853665,0.004624685400234838,-0.03054542119816543
124,0.03082499480370367,0.000984233648637593,-0.03691837744889957
125,-0.02354650775988268,-0.05235577509721299,0.018199758949035225
126,0.00882847693564644,0.06957470323646209,-0.04002160303656887
127,0.01972901663053231,-0.01719275425972609,-0.021067260894702483
128,0.006213099500749583,0.025680980127805383,-0.003684686303745245
129,-0.012343816181192822,0.014339819837604142,0.015668594549131897
130,0.032696797797878256,0.04907799629713894,0.005528320556511686
131,0.027585452585686628,-0.003780228333574283,0.06263058416678641
132,0.021237860771511713,0.04675840603635212,-0.003470882962966723
133,0.017616525095094458,0.01661137688725661,-0.0295990978277579
134,-0.037689466664912435,0.029856031870248143,0.06549982159926894
135,-0.02919225571731428,0.03243111676639004,-0.0010859316712033213
136,0.02623709846282782,0.003760459582404225,-0.02426594639585234
137,0.02014481270559147,-0.002771386069122706,0.029495023564148293
138,0.010532315976561587,0.0003766067476345837,-0.02855806799241921
139,0.004642287252764063,-0.013863273993287616,-0.03452001291695354
140,0.021238597690886284,0.0097179202987205,0.012770127938429285
141,-0.02697292259146494,0.01577092589177634,0.026506214286154267
142,0.008382409975394535,0.017471970006318435,0.015492590681126472
143,0.00813995580167186,-0.00238592619391499,-0.03343677301922782
144,0.026831263869813465,0.010835063823778582,0.0399607782560897
145,-0.017247074100130582,0.018009863484263696,0.019049212253648327
146,0.0034437564494700004,0.034726869547708025,0.00568803358904038
147,0.008521352680544932,0.01915154552240991,-0.008106330068194398
148,-0.016658868088029237,0.014067281128517031,0.00599918662373996
149,-0.02072791382142378,-0.0070781923762207564,0.011108223166083902
150,0.02272232529820075,-0.03806946091271808,-0.016310128685516404
151,0.011748579091376068,0.02759945615739586,0.04772629365075131
152,0.000999573626846818,-0.004400024999282314,0.005946277486324806
153,-0.0017966901683157126,0.010946972257246793,0.018073429634947385
154,0.05442643413237404,-0.02814845212003695,-0.02578197621301797
155,-0.02674395384847672,-0.008796445903820773,0.025692012123552956
156,-0.0267643221966738,0.0066031594661363656,-0.023130890313431903
157,-0.009474010970472915,0.06166254121061016,0.028643546436645236
158,0.0005713566388460512,0.007538350135980228,-0.01252033515051079
159,-0.00418456572775629,-0.024662469035190492,0.004730572003419858
160,0.03651566885946523,-0.04403390496780985,0.0020729926878396416
161,0.015445781418444243,0.06247535080647647,-0.016074897893612636
162,0.010440577575194903,-0.003069845902905952,0.00877646581069565
163,-0.02694920683540966,0.02313057251728735,0.02129173974148897
164,-0.0032317451260043557,0.015022969662939504,-0.026018610117040587
165,0.004387544791057602,-0.027038040121625216,0.026227725087296663
166,0.021665219544173563,0.020601526697344337,-0.02757677803720879
167,-0.01795300438829848,-0.006983875888101814,-0.02314400736005741
168,-0.015009950243297916,0.016525678266878986,-0.005526884623289232
169,-0.043724517352232255,-0.02951166383446087,0.02704159168372389
170,0.01836382046413672,0.039624458892561006,0.008890650990960534
171,-0.02648365121911325,0.030539861453191545,-0.02274962830151553
172,0.0011999196745512337,0.033186903885296354,0.010627663750054982
173,-0.02067810183732127,0.009356355850782488,-0.008745015977691244
174,-0.0443889844445459,0.023182583758478363,0.030011494969888974
175,0.02179923213579876,0.009094468131129857,0.028450397665759908
176,-0.019961798935779772,-0.020954876653588292,0.005539634879095398
177,0.006681259847676139,0.0002873212986191827,-0.0032406898070572988
178,-0.004104626544060846,-0.02150989657608202,0.0015849240465193504
179,0.006926427361019077,-0.0032948453164919635,0.0055349875828911285
180,-0.024861048333737226,-0.008931731645981746,0.006012886021550957
181,0.041341829979243905,-0.0017639133473218223,0.016623074638171205
182,-0.01926540605269422,-0.002242557547134734,0.005168004457767176
183,-0.018988912951829164,-0.028579648695504795,0.016035575188734
184,-0.017418225133873214,-0.033591063734821465,0.05123338838163305
185,0.03503007049946512,-0.0158044066513714,0.009809802844978515
186,0.019722137903662663,0.019946339477675785,0.008426907384829986
187,0.022214173440405077,0.008287916802890477,0.009731199140303057
188,-0.003215492232672332,0.03391099239511188,-0.008386615363497333
189,0.003571148166042307,0.00804340571868155,0.0008410834352763719
190,-0.03202435446220209,0.007246416958421514,0.01606813591596744
191,-0.01116085539202792,-0.025205746285429747,0.002647780894288136
192,-0.0069125075911604696,-0.06279700021222308,-0.00515603184425537
193,-0.009659144122508572,-0.01796813342197059,0.020750520480392217
194,-0.010708280892780015,0.0298134861760026,0.0011385750203151185
195,0.03749438640281902,0.005035709666491565,0.01750357272939815
196,-0.00032331109696428736,-0.03654485478687744,-0.021057406103072752
197,-0.007230151428552423,0.013862635998786435,-0.028083252216896237
198,-0.060030641173810045,0.04296657546193319,0.018282848297455325
199,0.003755536412510337,0.018913527442077544,-0.024812174068555536
200,-0.03638142157968265,-0.04318475343851396,-0.004029123488448673
201,0.010968721636774105,0.034987299007700146,-0.024514817644097422
202,0.0018553406586990977,0.018954377202504105,-0.0016084951125203142
203,0.048463742179897365,-6.287720596841385e-05,-0.01134101253090722
204,0.013654216421684491,-0.0061849699296223845,0.015727944950428754
205,0.01248462221250011,0.015264103880907293,-0.0004349996349042493
206,-0.006495532940738841,-0.009625588097932751,-0.02982129290175642
207,-0.01274087705129514,-0.024121283781743212,0.02380278669243051
208,0.0003986422169401824,-0.018367808639866104,0.012822925807713326
209,0.0033843361393736554,-0.014682605796238353,-0.010526230083466929
210,-0.010354610877948396,-0.03080152493339709,-0.010706159448082984
211,0.004219135755447455,-0.013786870518789284,-0.00887019473153993
212,0.030169407462127443,-0.023907764859158385,-0.009316277254343036
213,0.010935083791854308,-0.0233113160316297,0.0009379051627239626
214,-0.0042934434060351,-0.01721003563641987,0.01938318217497439
215,0.01170926295643747,0.02576129746087673,0.015914525343899415
216,-0.0065298127167178355,0.038282771990535015,-0.005822407053273855
217,-0.008622477575963114,-0.040122466220314325,-0.04162967914101538
218,0.002002569530222479,-0.030315079341988346,0.015100684129749489
219,0.0013710863424469923,0.013222794239654927,0.034901735169859165
220,0.009119018538722136,-0.02653509466011912,-0.029352192270176016
221,-0.01634760701507947,0.009164568218886731,-0.00866778936563049
222,-0.009530367019323702,-0.01826851158677531,-0.024474691046725183
223,-0.002242924464715142,0.013448655627364692,0.01667847720904228
224,0.011644872047717048,-0.05459518025407609,-0.014356785081158206
225,-0.02289081515975548,-0.004909874426956496,-0.09372003311645476
226,0.015070833574323598,0.00647943389258738,-0.022881549618842884
227,-0.0067574418198036185,-0.007814118552579824,0.01117350837847604
228,-0.025401697728055107,0.010898996650738483,0.05505674899892159
229,0.07539431038689053,0.002878525477664839,0.011907570609328962
230,-0.058920795351915294,0.007399268902581285,0.02110112588725224
231,-0.013304956677967042,-0.001538752653262519,0.04173186479083028
232,-0.014931576447290427,0.00437797906908919,0.004621770144065789
233,-0.022125805201602244,-0.02364628331744876,-0.0038111828675260256
234,-0.00034156463882477404,0.039818519396045075,0.0146021792263731
235,0.001608527484765027,0.016856432730822563,0.004335991200742078
236,0.010098319176615784,0.033038090556975624,-0.02791513198688252
237,-0.01117100961118401,0.024175681714773307,0.019775645411991553
238,0.03415343753900458,0.013692300778139578,0.0008760529014292285
239,-0.02774048563898407,-0.0445567129137156,0.005547257473742457
240,-0.015828359202386812,0.006164318844387691,-0.008727278222435344
241,-0.020360070104104677,0.02306895362066968,0.02864571906939823
242,0.02171426971871749,0.0018576991450487892,-0.003711283364055699
243,-0.0018976761520207491,0.015244265788385364,-0.05137469993535519
244,0.016781518934340527,0.025333418338121312,-0.021844147498731818
245,-0.007318164589392157,-0.013965388953686209,0.02973015483002557
246,0.01985182199601464,0.037943486650768944,-0.010033159493037083
247,0.010432383396519298,-0.01920714509821709,-0.0014712997129240856
248,-0.009745742895345784,0.002732945335895052,0.01670965115692388
249,-0.03147024561448938,-0.02440685592326154,-0.01893983432649539
250,0.04319797374273301,0.008642589369509023,0.003338317485442488
251,0.013923874674911782,0.032166595182379125,-0.01660744854069839
252,0.0010884451186448,0.06853210318108445,0.009335469698870663
253,0.03093275769194727,0.04794348671258763,0.05013715612306537
254,0.01841856518054182,-0.019601921736927024,-0.03414114703116055
255,0.018390631859114864,-0.013551847155490852,-0.0015688305623226596
256,0.0005128676233660009,-0.04423183839522709,0.0281043320185298
257,-0.004073148745315993,-0.014438600580244529,-0.0006887704010784272
258,0.0451981193062702,0.006675149315142623,-0.0029520834053860102
259,-0.0619192170775051,-0.03814674705823229,0.00034513274334211134
260,0.04460221340026024,-0.0024889625083916248,-0.027104812917008735
261,-0.00794196339654566,0.026198340518254464,0.017670033268397802
262,0.02592505564723186,-0.004842135972580579,-0.06326207809955899
263,0.04320597706389662,-0.023342995857903424,0.0011917755870260011
264,-0.01691545891414942,-0.0062147493537314915,-0.015472337996733535
265,-0.025834635282185325,-0.029058863807937468,-0.01381355419980117
266,0.02257563770728501,0.017009011095853583,-0.02969659924540604
267,-0.0023745023817545174,0.004400678934917457,0.00422808630046843
268,0.04236575901012054,0.03944070618614684,-0.001198536915037519
269,-0.01233489922796292,-0.02376081388539161,2.429017157743046e-05
270,0.051696626393247354,0.013947695717033312,0.005976637324356857
271,-0.022113137528712707,0.00413897633589706,-0.01198646252172612
272,-0.00373694294034857,-0.02012377486212714,-0.0010343166199088057
273,0.014364531838397691,0.009463545883893264,-0.01988268425719797
274,0.00982246921587567,0.02875156689588986,0.05250122066286314
275,0.03266943390597128,0.02648765321927761,0.02653358788403714
276,0.04920933846941468,0.04020357719547708,0.009073757378684244
277,-0.00662841677311481,0.009936119908242036,-0.00665067512638175
278,-0.023602049288450583,0.039026124110845446,-0.01586991656940226
279,0.03389384995787709,0.00956636896045883,0.011856576395539532
280,0.001251432134097012,0.00468124251057452,0.0282110567954668
281,-0.003888028361167464,-0.029993743067912023,0.02074838905327382
282,-0.016202173030436067,-0.005470685030157082,0.011792359071913812
283,-0.043372799975024016,-0.008781776975623174,0.016852148314537064
284,-0.02021642961051331,0.007782754025183808,-0.008047058659056005
285,0.0010414828178688185,-0.040427852876948465,-0.00928381683177557
286,-0.008461734806753664,0.00945304801668011,-0.007207847761998414
287,0.012207552044226948,-0.020526803984877606,-0.011136636136366392
288,0.01748415714876398,0.04530529045666058,0.018456015282013925
289,0.010586113958683634,0.0012947626962417809,0.00785562747650937
290,0.0029403185581874203,-0.027675539857604008,0.003233836456891487
291,-0.04659969200834442,-0.0023786957617227197,0.011345572828538054
292,0.01466394144083076,-0.013178508446150611,-0.0003768952507937158
293,-0.026850896745264054,-0.017633553257963508,-0.00446984559334738
294,0.03874158949002517,-0.006524073793794942,-0.025108060941633273
295,-0.006900213917766691,0.04833579694899627,-0.02458285923254065
296,0.006248348506000201,0.026349796167958225,-0.019843857662670168
297,-0.03809759354851531,0.013163120280684984,0.022558375957101764
298,-0.025699562601466823,-0.02665944983417225,-0.023517915278247745
299,0.02716946615685714,-0.0012938159660360914,0.02897195542800556
300,-0.023002268979848143,-0.0008553623430950851,-0.008067777299991287
