step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/entropy_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/entropy_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/entropy_step
37,0.4998664855957031,0.4961194396018982,0.42384251952171326
38,0.5120134949684143,0.5088208317756653,0.4263386130332947
39,0.504166841506958,0.5081348419189453,0.4295368492603302
40,0.4742684662342071,0.47512248158454895,0.4111584722995758
41,0.5031774044036865,0.5183134078979492,0.4376061260700226
42,0.4754248559474945,0.48499855399131775,0.42375701665878296
43,0.4609041213989258,0.4684025049209595,0.41142910718917847
44,0.4664034843444824,0.4780283570289612,0.4128645360469818
45,0.4719226360321045,0.48955366015434265,0.4280774593353271
46,0.4698389172554016,0.4877638816833496,0.42039602994918823
47,0.4453890025615692,0.4603799283504486,0.40509453415870667
48,0.469897598028183,0.482215017080307,0.42008623480796814
49,0.44908255338668823,0.46228453516960144,0.4040402173995972
50,0.4574047029018402,0.4709268510341644,0.41060325503349304
51,0.44361960887908936,0.45646315813064575,0.3874036073684693
52,0.4458577036857605,0.4547269642353058,0.3899206519126892
53,0.453098326921463,0.47019290924072266,0.40314847230911255
54,0.47494471073150635,0.4839275181293487,0.4212244153022766
55,0.47874054312705994,0.4917624592781067,0.421471506357193
56,0.49258920550346375,0.5004973411560059,0.4275192022323608
57,0.47837674617767334,0.48500239849090576,0.4086590111255646
58,0.4746573865413666,0.4842816889286041,0.4147511124610901
59,0.4714481234550476,0.48064562678337097,0.40755894780159
60,0.5042824149131775,0.5123217701911926,0.4369707107543946
61,0.49168822169303894,0.5050426125526428,0.4222683906555176
62,0.48766428232192993,0.501931369304657,0.4216035306453705
63,0.47763070464134216,0.4936080873012543,0.4085816442966461
64,0.5018126368522644,0.523813784122467,0.4220406413078308
65,0.47342610359191895,0.4972088932991028,0.3976090550422669
66,0.47373342514038086,0.5018858313560486,0.4040183126926422
67,0.48337578773498535,0.5130767226219177,0.4088206887245178
68,0.4554551839828491,0.4777776598930359,0.37671729922294617
69,0.44702377915382385,0.4840015172958374,0.3820938467979431
70,0.4622972011566162,0.5012497305870056,0.3871569335460663
71,0.47814688086509705,0.5267347693443298,0.4086010754108429
72,0.4867153465747833,0.5395638346672058,0.4239929020404816
73,0.45641663670539856,0.5038935542106628,0.3986505568027496
74,0.45416420698165894,0.49759986996650696,0.4033975303173065
75,0.4539625644683838,0.4973359704017639,0.4000667929649353
76,0.4847795069217682,0.537439227104187,0.4273490905761719
77,0.4415850043296814,0.489947646856308,0.3932139277458191
78,0.4544813930988312,0.5027661323547363,0.41186484694480896
79,0.4593657851219177,0.5052003860473633,0.4197334349155426
80,0.4546155035495758,0.5008835196495056,0.40714287757873535
81,0.45387521386146545,0.4983108639717102,0.41058316826820374
82,0.4678351581096649,0.5122008323669434,0.4237731099128723
83,0.4663562476634979,0.5072228312492371,0.4231527745723725
84,0.45947733521461487,0.4995928704738617,0.4207723140716553
85,0.47008275985717773,0.5180931091308594,0.4314808845520019
86,0.4568611979484558,0.4997905194759369,0.4223651587963104
87,0.45849525928497314,0.505988597869873,0.4343688189983368
88,0.4559848606586456,0.49935010075569153,0.4205258786678314
89,0.4503510594367981,0.4933766722679138,0.417716771364212
90,0.4503602087497711,0.4923940598964691,0.4198772013187408
91,0.4727537930011749,0.5100271105766296,0.4385335445404053
92,0.46332934498786926,0.5078758001327515,0.43490803241729736
93,0.4731068611145019,0.5162734985351562,0.4367567002773285
94,0.4869271218776703,0.5259560942649841,0.4413268864154816
95,0.4644059538841248,0.5050856471061707,0.4129250645637512
96,0.44160717725753784,0.48611077666282654,0.4025173485279083
97,0.4802760481834411,,0.4216299951076507
98,0.485467791557312,0.5159029364585876,0.4157344400882721
99,0.4698202311992645,0.4922455847263336,0.3938198983669281
100,0.48381733894348145,0.5003917217254639,0.4004506468772888
101,0.4830223023891449,0.5063502788543701,0.4024703800678253
102,0.49147677421569824,0.5131198167800903,0.4071016907691955
103,0.4694569706916809,0.4900113344192505,0.38625335693359375
104,0.4950758218765259,0.5102337598800659,0.4042445719242096
105,0.5026836395263672,0.5127323269844055,0.3988433182239533
106,0.49742719531059265,0.4950411915779114,0.3913656771183014
107,0.5099532604217529,0.4994799494743347,0.3963038623332978
108,0.4985338747501374,0.4798485934734345,0.37774962186813354
109,0.4961385428905487,0.46659940481185913,0.3599083721637726
110,0.5170121192932129,0.4722925126552582,0.3732038140296936
111,0.5206088423728943,0.47881829738616943,0.3770383298397064
112,0.5048811435699463,0.4584797322750091,0.3587014377117157
113,0.533206045627594,0.4775487184524536,0.384131520986557
114,0.5063902735710144,0.4541243612766266,0.3609991669654846
115,0.5097299218177795,0.4509909451007843,0.3614463210105896
116,0.5183176398277283,0.46039801836013794,0.3680668771266937
117,0.49205246567726135,0.4263826310634613,0.35175979137420654
118,0.5123493671417236,0.4465751349925995,0.3731846809387207
119,0.4977079927921295,0.4322834312915802,0.3742676675319672
120,0.4866541922092438,0.423387348651886,0.36605942249298096
121,0.5004982948303223,0.433775782585144,0.3764234185218811
122,0.4700891971588135,0.41470521688461304,0.3506307601928711
123,0.4767034649848938,0.4231332838535309,0.36730122566223145
124,0.47208231687545776,0.41206246614456177,0.3693188726902008
125,0.4794048070907593,0.4287892282009125,0.36901289224624634
126,0.47188860177993774,0.4261455237865448,0.3762572705745697
127,0.45954784750938416,0.4258269071578979,0.3671701550483704
128,0.4628145396709442,0.4205184280872345,0.36645448207855225
129,0.4652179479598999,0.4182756841182709,0.36592376232147217
130,0.46916812658309937,0.4303966760635376,0.3812815845012665
131,0.47590604424476624,0.43586480617523193,0.3879511952400207
132,0.45245614647865295,0.4197503328323364,0.3676430284976959
133,0.4482661783695221,0.4152158498764038,0.3594009280204773
134,0.44664010405540466,0.4170184135437012,0.35750675201416016
135,0.4741021990776062,0.4392004907131195,0.371596485376358
136,0.4790169596672058,0.4482749402523041,0.37968209385871887
137,0.42008209228515625,0.39652568101882935,0.32556235790252686
138,0.42468732595443726,0.4113007187843323,0.3243620693683624
139,0.4569251835346222,0.4373616874217987,0.3558861017227173
140,0.45197057723999023,0.4394470453262329,0.3560539484024048
141,0.4167434275150299,0.4106985628604889,0.32693803310394287
142,0.4146365523338318,0.40950968861579895,0.3253161907196045
143,0.4228282272815704,0.41962969303131104,0.3306156098842621
144,0.4405966103076935,0.4433079361915589,0.3497076630592346
145,0.4026050865650177,0.41432812809944153,0.32070866227149963
146,0.42913818359375,0.4370889961719513,0.34296029806137085
147,0.42326250672340393,0.4379814565181732,0.3375259041786194
148,0.4059184491634369,0.4247427880764008,0.3217277228832245
149,0.3921005129814148,0.4129435122013092,0.3131919205188751
150,0.4065502285957336,0.4313480257987976,0.33555421233177185
151,0.417377769947052,0.4331430196762085,0.3415294289588928
152,0.3915866017341614,0.41879376769065857,0.31726518273353577
153,0.38347309827804565,0.41511285305023193,0.31789541244506836
154,0.3932410776615143,0.4176148772239685,0.33193302154541016
155,0.3997685313224793,0.4274311065673828,0.3370770514011383
156,0.39022061228752136,0.4236459732055664,0.31854358315467834
157,0.394734799861908,0.4284019768238067,0.32442280650138855
158,0.384480744600296,0.4232304096221924,0.3188058137893677
159,0.40619614720344543,0.44893762469291687,0.33525550365448
160,0.3627103567123413,0.4139266312122345,0.30254679918289185
161,0.376771479845047,0.42670780420303345,0.31212183833122253
162,0.38581424951553345,0.4425753653049469,0.32576867938041687
163,0.37459373474121094,0.4278489053249359,0.3145185708999634
164,0.38089385628700256,0.44254401326179504,0.3235156238079071
165,0.3706481456756592,0.4322018325328827,0.31538498401641846
166,0.3640762269496918,0.42211252450942993,0.30578818917274475
167,0.3867442011833191,0.44868138432502747,0.33624860644340515
168,0.3686626851558686,0.4190207719802856,0.320554256439209
169,0.35510632395744324,0.4057462811470032,0.30782222747802734
170,0.3870235085487366,0.4332176148891449,0.3347068727016449
171,0.3638828992843628,0.40668728947639465,0.3123202621936798
172,0.3868725895881653,0.4211766123771667,0.3429759442806244
173,0.3868875801563263,0.41385942697525024,0.3398934602737427
174,0.36923184990882874,0.3925401270389557,0.3333849608898163
175,0.389521062374115,0.3982972502708435,0.3503952920436859
176,0.402174711227417,0.4100011289119721,0.3480476140975952
177,0.4190486669540405,0.4148314893245697,0.3554113507270813
178,0.3995324969291687,0.3951739966869354,0.3412682116031647
179,0.40090250968933105,0.404770165681839,0.34410980343818665
180,0.4116654396057129,0.40433409810066223,0.34922337532043457
181,0.42715832591056824,0.4252919256687164,0.3562527894973755
182,0.4218476116657257,0.42189469933509827,0.3488210439682007
183,0.4218638241291046,0.42246171832084656,0.35701385140419006
184,0.4219227135181427,0.41339415311813354,0.34193480014801025
185,0.4443220794200897,0.4338027834892273,0.35690444707870483
186,0.43237271904945374,0.4343746900558472,0.3516598045825958
187,0.45254239439964294,0.44617390632629395,0.36286064982414246
188,0.4414294958114624,0.4462292194366455,0.353608638048172
189,0.42117810249328613,0.4353520572185517,0.3369368016719818
190,0.4597574770450592,0.4553475081920624,0.3548641800880432
191,0.43917316198349,0.4391695261001587,0.33763542771339417
192,0.437282532453537,0.43290042877197266,0.3308303952217102
193,0.4428458213806152,0.4393202066421509,0.3393702208995819
194,0.4392157793045044,0.43906232714653015,0.33951929211616516
195,0.45265263319015503,0.4609232544898987,0.35059604048728943
196,0.43190276622772217,0.4405665099620819,0.3359804153442383
197,0.42232903838157654,0.4429028630256653,0.3311280906200409
198,0.4343317747116089,0.4547596275806427,0.3395559787750244
199,0.41193047165870667,0.44361498951911926,0.31878772377967834
200,0.4284128248691559,0.44736406207084656,0.3241150677204132
201,0.39836621284484863,0.4313070774078369,0.31295838952064514
202,0.4212501645088196,0.4380350112915039,0.3307700753211975
203,0.4246978759765625,0.4467345178127289,0.3307875394821167
204,0.4214421808719635,0.43953949213027954,0.3379327952861786
205,0.417341023683548,0.4443126022815704,0.33515673875808716
206,0.3907229006290436,0.4260624051094055,0.3195590376853943
207,0.3986892104148865,0.43048420548439026,0.32608315348625183
208,0.4028441607952118,0.42650559544563293,0.3326771557331085
209,0.41575074195861816,0.4393354058265686,0.3414726257324219
210,0.3813343048095703,0.4163477420806885,0.3118271231651306
211,0.3951166272163391,0.4250515401363373,0.31814050674438477
212,0.3911021053791046,0.4301138818264008,0.3093385398387909
213,0.3695851862430573,0.4084402024745941,0.2775416076183319
214,0.3777453899383545,0.4209803342819214,0.28354573249816895
215,0.38699740171432495,0.43047356605529785,0.28336209058761597
216,0.3615880608558655,0.41213682293891907,0.26394525170326233
217,0.36591586470603943,0.41504642367362976,0.27136725187301636
218,0.3847843408584595,0.42928412556648254,0.28639867901802063
219,0.35355791449546814,0.4121038615703583,0.2578319013118744
220,0.3638572692871094,0.4184532761573791,0.2565550208091736
221,0.35110941529273987,0.4068487882614136,0.2441176027059555
222,0.35079285502433777,0.4054948091506958,0.22425822913646695
223,0.35724562406539917,0.4048788845539093,0.21331894397735596
224,0.3579195737838745,0.41061046719551086,0.19427898526191711
225,0.37147143483161926,0.4153593182563782,0.1869782954454422
226,0.36684563755989075,0.4151797294616699,0.16787885129451752
227,0.34155362844467163,0.3873515725135803,0.14404699206352234
228,0.3558635115623474,0.4009658694267273,0.13988758623600006
229,0.34658411145210266,0.403065025806427,0.13995778560638428
230,0.3502473831176758,0.3988575041294098,0.13591276109218595
231,0.3660520911216736,0.413083553314209,0.1438611000776291
232,0.3819361627101898,0.4216424524784088,0.15021184086799622
233,0.3542391061782837,0.396784782409668,0.14479728043079376
234,0.3771416246891022,0.41734832525253296,0.1625227332115173
235,0.368410050868988,0.4015327990055084,0.16611291468143463
236,0.338277131319046,0.37942975759506226,0.15807026624679563
237,0.3497196435928345,0.3706925511360169,0.16376417875289917
238,0.3608254194259643,0.3865547180175781,0.17749081552028656
239,0.379361093044281,0.3884883224964142,0.18676477670669556
240,0.3652401268482208,0.3706265091896057,0.18991579115390775
241,0.359906405210495,0.3536815047264099,0.1922191083431244
242,0.3641761243343353,0.35636764764785767,0.2032258063554764
243,0.3981478810310364,0.3824312686920166,0.22935564815998075
244,0.37894564867019653,0.36496520042419434,0.22654828429222107
245,0.3810005187988281,0.3595319092273712,0.23577715456485748
246,0.389338493347168,0.3586488664150238,0.24133367836475372
247,0.3845052123069763,0.3452267050743103,0.2401859611272812
248,0.3786827325820923,0.3388633131980896,0.23684056103229523
249,0.40617650747299194,0.3570406138896942,0.24841256439685824
250,0.4245215058326721,0.3580046594142914,0.25582340359687805
251,0.3898647725582123,0.3330886662006378,0.24402563273906708
252,0.4216156303882599,0.35405394434928894,0.26181676983833313
253,0.4263792037963867,0.3613312542438507,0.2717773914337158
254,0.4249958395957947,0.3552510440349579,0.2705422639846802
255,0.4301554262638092,0.3564295768737793,0.26951855421066284
256,0.422849178314209,0.3487466275691986,0.2741641700267792
257,0.4312824010848999,0.3521791398525238,0.2911229431629181
258,0.4289697110652923,0.3525857627391815,0.2994084358215332
259,0.4409388303756714,0.35756590962409973,0.3207658529281616
260,0.4478507339954376,0.3647070527076721,0.33181434869766235
261,0.4294385015964508,0.3498481512069702,0.31776362657546997
262,0.4081588089466095,0.3278522789478302,0.29652974009513855
263,0.4220134913921356,0.3471182584762573,0.325172483921051
264,0.4282945692539215,0.34677404165267944,0.3170614540576935
265,0.4188022315502167,0.3402869701385498,0.3197581171989441
266,0.4291490912437439,0.3422679901123047,0.3279344439506531
267,0.4238797128200531,0.3435688018798828,0.328858345746994
268,0.423572301864624,0.3397682309150696,0.31733518838882446
269,0.4341915845870972,0.3530200719833374,0.3366934359073639
270,0.4232930541038513,0.3421162962913513,0.32943037152290344
271,0.4422737956047058,0.34986037015914917,0.33767372369766235
272,0.4184214770793915,0.34552112221717834,0.31710389256477356
273,0.43032822012901306,0.3495182991027832,0.319865345954895
274,0.4270181059837342,0.3535684645175934,0.3211033344268799
275,0.4003399610519409,0.34059831500053406,0.3106178939342499
276,0.4105720520019531,0.35172057151794434,0.3299477696418762
277,0.4090743660926819,0.35319674015045166,0.3370335102081299
278,0.3892684280872345,0.33286380767822266,0.33293360471725464
279,0.3877887427806854,0.3250526189804077,0.3323805034160614
280,0.4244974851608277,0.3477012515068054,0.37313157320022583
281,0.4093959331512451,0.33237260580062866,0.36918166279792786
282,0.38942158222198486,0.3169477880001068,0.35950183868408203
283,0.3901397287845611,0.3147181570529938,0.3669683635234833
284,0.3762565553188324,0.3038371801376343,0.3622826933860779
285,0.395664244890213,0.30836406350135803,0.3724537193775177
286,0.40298956632614136,0.3132607638835907,0.376547247171402
287,0.39179378747940063,0.31251320242881775,0.36595097184181213
288,0.4020879864692688,0.3193409740924835,0.3896266520023346
289,0.3820469081401825,0.3102046549320221,0.36972662806510925
290,0.3973313868045807,0.3136392831802368,0.37659403681755066
291,0.3902812898159027,0.3160145878791809,0.3816520869731903
292,0.4029339551925659,0.3279874324798584,0.39131808280944824
293,0.40952804684638977,0.3292991816997528,0.3919307589530945
294,0.3915620446205139,0.31721314787864685,0.38081610202789307
295,0.3958605229854584,0.31718194484710693,0.3811384439468384
296,0.3924385011196137,0.317185640335083,0.37673547863960266
297,0.3893670439720154,0.315267413854599,0.3758677542209625
298,0.39766693115234375,0.3313884735107422,0.3803905546665192
299,0.41058772802352905,0.3509674370288849,0.3849739730358124
300,0.38947030901908875,0.33384066820144653,0.3743257820606232
