step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/g_A1_dot_A2_step
52,6.994072826901371e-05,7.601507653821333e-05,6.850423991979527e-05
53,-5.693467907295885e-05,-6.168780679087615e-06,0.00011030833099568838
54,-6.261333953027026e-05,9.358676790871988e-05,1.0763944115753536e-05
55,-5.2812109017687905e-05,0.00011332816405373428,-7.393999801368119e-05
56,0.000125809988010391,0.00016710542751499115,-2.2853798455389902e-05
57,1.1417874432192603e-05,-8.802368870793308e-05,-3.5192044529638235e-05
58,7.310079511093886e-05,2.3941152762096308e-05,-6.259567136324478e-05
59,-1.3919002395530788e-05,8.281732795787898e-05,5.8491982272339496e-05
60,-0.000188484028832932,-0.000386726682389721,2.0962894658844784e-05
61,3.9887808581714815e-05,-9.214573918918236e-05,9.023735208248096e-05
62,-1.9905339176680916e-05,8.023213794857978e-05,-4.557802730936839e-05
63,-5.4998517389399354e-05,4.58333896814359e-05,3.716176093847421e-05
64,-0.00031640705840141575,-0.00010470809692787624,-1.0522924712710018e-06
65,0.0001550036925440864,-6.16267995497282e-05,3.536210178932794e-05
66,-8.491928704810265e-05,4.734856456212953e-05,1.3583456411076356e-05
67,1.005725020357621e-05,-7.137895730055707e-05,3.706169722909688e-05
68,-0.00011816184868202224,-1.6918228483083303e-05,-2.430070657261695e-05
69,8.764714806678772e-06,3.428301083506477e-05,-0.0001701572770921671
70,-6.397933691091016e-05,8.411725428432483e-05,-6.384575569692466e-05
71,-8.500723040768694e-05,5.822836594302534e-05,9.984423986797297e-05
72,2.0446651263430401e-07,-3.8679783381670446e-05,-0.0001824055120436404
73,0.00016278614757932126,0.00010293724105803164,0.00013287555299930208
74,-0.00025430001287094227,0.00014229512801821386,-4.9290694674028896e-05
75,2.2795084470059973e-05,0.00017987780240964751,6.245994265649264e-05
76,6.908152067812423e-06,9.19351742541402e-05,-0.00011816238831660969
77,-0.00015532945352809068,-9.677316337183692e-07,-9.116476469941362e-05
78,2.982036944861925e-05,-3.614094807329043e-05,0.00012060594528428877
79,9.640656220792599e-06,0.00017810345283484068,1.5430757870022055e-05
80,-8.686116528668945e-06,-6.210550285895402e-05,-6.72977949825826e-06
81,-6.748133980740994e-05,0.00021299677679349825,2.906549797856243e-06
82,0.0002287200759668666,5.681197629023161e-05,-1.1750775890735552e-05
83,5.7661119508027134e-05,4.158275692425544e-05,5.8113591415505345e-05
84,-0.0001511028587385137,-5.614299354256142e-06,-7.320851298015737e-05
85,1.8914403044911965e-05,2.0161337455772475e-05,6.233270287146433e-05
86,-0.00011192766746087428,0.0001842493987285953,0.00016826502102991868
87,-5.590327660007264e-05,8.420176709685045e-05,6.002071986103123e-05
88,0.00012908740877210328,-3.837779373067115e-05,0.00013102024059993467
89,-0.00010359275497109368,1.766240386229759e-05,-6.189413488966796e-05
90,-5.050798152079845e-06,-4.495785635463176e-05,2.937199517811062e-05
91,4.7944048248986e-05,-5.6798017615527046e-05,3.260464791648388e-05
92,0.0001877876143183791,2.3107133510486508e-05,9.636795957012268e-05
93,-0.00012019127970634533,-0.00014858639493594422,6.174562013656215e-05
94,-0.00014327674425430978,1.4144891714012836e-05,-6.684737477731296e-06
95,4.854591601469432e-05,0.00016986083369246213,-0.00012353731458368146
96,5.5551997306680074e-05,6.227511705735193e-05,-6.819818802724452e-05
97,5.141703840119954e-05,,-7.104481172926191e-05
98,-0.00017979887077126749,-4.6284624808653505e-05,-0.00012249119276869016
99,-0.0001120895522141004,5.3728955431843545e-06,0.00016508217101693818
100,-3.010352187617596e-05,-9.142517724887412e-06,6.753571095844196e-05
101,-2.5942457732104258e-05,-0.00014568717278335105,-4.501216348314533e-05
102,3.145101753483805e-05,-5.098981074352528e-06,-6.080319514841156e-05
103,4.59659981686893e-05,0.00012593571039528685,-1.9794424644576976e-06
104,-5.220598979692872e-05,0.00015236093639326814,-9.44911952911726e-06
105,-4.775198654232351e-05,0.0001481176507494827,-3.473526316769506e-05
106,-2.079185023766007e-05,4.6328693624693185e-05,-1.792031004368752e-05
107,-9.970591975309563e-06,3.493341935718918e-05,-0.00012308651158966503
108,-0.00012048416156157428,8.599143974632877e-06,3.5653216033099334e-05
109,0.0001265529778340486,0.00011244997478804688,-6.876239288030193e-05
110,-4.257693412637929e-06,-9.073438152989832e-05,0.00014567040390929187
111,4.550854185210238e-05,0.0001048196405960714,5.312273891605177e-05
112,0.0001014562717117942,-3.741147592418922e-05,-6.13362014072729e-05
113,7.703387183674889e-05,-1.2967775641629765e-05,1.6902237410209488e-05
114,-2.6857116952869756e-05,1.0402700814811188e-05,9.65746668651219e-06
115,-3.610168917355507e-05,3.5935496596491746e-05,6.767724535589703e-05
116,-8.843299893384371e-05,-3.4279115616900737e-06,6.034249205020901e-05
117,0.00014108579432399603,-8.041138480686854e-05,5.948390823416747e-05
118,-3.440766656156354e-05,0.00012074878092249104,-0.00011621797336768752
119,0.00011802887581002636,5.991150013089766e-05,9.24893806278208e-06
120,0.000164898269106749,-9.23382743970413e-05,-1.78420287069957e-05
121,6.770229348110461e-05,-0.00013410245184662027,-6.567548283618428e-05
122,4.714026636719859e-05,5.415023414094941e-06,3.7476683109020384e-05
123,0.0001740338741128118,1.4526918094360167e-05,-7.78519918389139e-05
124,0.0001006611670928549,2.8674467731379436e-06,-9.976340081764072e-05
125,-7.53310584630168e-05,-0.00016949036728057418,4.731785638955171e-05
126,2.750376984302865e-05,0.00024012740271760205,-0.00011953290078564834
127,7.058527450964202e-05,-6.28224750732523e-05,-5.898160441583938e-05
128,1.9190892596887825e-05,8.830802512003546e-05,-9.731657213528532e-06
129,-3.7651278163720515e-05,4.365741398243056e-05,4.028872346393744e-05
130,8.923266073593466e-05,0.00013483335291543397,1.436901173743707e-05
131,8.635739309934772e-05,-1.0965457178557054e-05,0.00015688602035353463
132,6.215861106961358e-05,0.00016018699910477077,-9.029510607479829e-06
133,5.1449667812760706e-05,4.6731139944134755e-05,-7.584673099375045e-05
134,-0.00011497620965914376,8.541196043658387e-05,0.00017864570682815054
135,-8.195982476999704e-05,9.394784330288008e-05,-3.0599400314191494e-06
136,8.030956381242621e-05,1.1492446533710992e-05,-6.776294433912978e-05
137,6.699090245239746e-05,-8.796936306030072e-06,8.045396633357586e-05
138,2.9352024744873905e-05,1.2303608201998897e-06,-7.823959316895926e-05
139,1.3868640072900374e-05,-4.461108161091153e-05,-9.591897381872469e-05
140,5.7405152223426054e-05,2.99556547776422e-05,3.548382869411775e-05
141,-8.058836416865089e-05,4.791608917197782e-05,6.879986854383346e-05
142,2.3150874844417768e-05,5.6316672005604464e-05,3.67235343107303e-05
143,2.0248140090336443e-05,-6.40812957690178e-06,-7.95554384505663e-05
144,9.381378118298416e-05,3.306669144745523e-05,0.00011763490894593316
145,-5.006621576226395e-05,6.115157213637445e-05,5.620179491697887e-05
146,1.0524923335456814e-05,0.00011911217027787488,1.705905423866229e-05
147,2.479552805757575e-05,6.397459397357857e-05,-2.3164288637251684e-05
148,-5.165153016463349e-05,5.110230640612861e-05,1.6484882142190397e-05
149,-6.236390798412399e-05,-2.2049586438618673e-05,3.032962224730595e-05
150,5.90332522254323e-05,-0.00011733876980033714,-5.394614558116949e-05
151,3.0772083916034734e-05,9.006780156283162e-05,0.0001315677061082678
152,3.1110170500219197e-06,-1.3117037672968852e-05,1.5854955180434298e-05
153,-4.66405518706484e-06,3.298692534270557e-05,5.4745640943818946e-05
154,0.00014611834551158363,-7.766525892530026e-05,-6.259882200858888e-05
155,-7.86013416022642e-05,-2.7896131775809684e-05,7.49853326885378e-05
156,-7.784674813442321e-05,2.3692336150813073e-05,-6.890590321346138e-05
157,-2.912195911261075e-05,0.0002023659006435212,8.387367898103969e-05
158,1.752702915591707e-06,2.742199748254648e-05,-3.630420121089401e-05
159,-1.1823361186527235e-05,-7.522142681647481e-05,1.2954321767344318e-05
160,0.00011147727234425796,-0.00013803049501814784,5.909303431728201e-06
161,4.006123894674051e-05,0.00020110924154538763,-4.790032182976626e-05
162,3.29503562055977e-05,-9.597725999402228e-06,2.6829983495581043e-05
163,-7.001265066104533e-05,6.691520006790433e-05,6.183968311857756e-05
164,-8.815266232435862e-06,4.641908732541089e-05,-8.130540526233212e-05
165,1.2672948610088424e-05,-9.485001286367172e-05,8.1126825413979e-05
166,5.3440775608280614e-05,5.811379699028683e-05,-8.025052490254848e-05
167,-5.7627443147968166e-05,-2.4263651678763752e-05,-6.798142740983964e-05
168,-4.0485938840464656e-05,5.319082878165427e-05,-1.8006134938413786e-05
169,-0.0001300438138743798,-9.902352806005326e-05,8.808440095317415e-05
170,5.778046636128784e-05,0.00012405206872823823,2.8070433162027155e-05
171,-6.869782670610715e-05,8.043664026112614e-05,-6.032513407542461e-05
172,3.605247580844249e-06,9.751636736665848e-05,2.730459727518876e-05
173,-5.803174099827762e-05,2.6987334633669805e-05,-2.5943361208611465e-05
174,-0.00012689223167512635,6.680523664511058e-05,8.420366804187638e-05
175,6.053301703655453e-05,2.8115570397494507e-05,8.371764570617756e-05
176,-5.939214810306933e-05,-6.312969047426507e-05,1.518014702373825e-05
177,2.0593656128631384e-05,8.739868649064695e-07,-9.155710871419792e-06
178,-1.348303897816467e-05,-6.295128215987901e-05,4.036058532601443e-06
179,1.9598467896395373e-05,-1.0513919591606111e-05,1.5824652622021216e-05
180,-6.88895008987413e-05,-2.680361607869743e-05,1.8804403155357895e-05
181,0.00011841161192576764,-5.581926911775126e-06,4.5186531838119575e-05
182,-6.086539089694475e-05,-7.00469129314461e-06,1.4165930335329391e-05
183,-5.141896393464854e-05,-7.916950880512284e-05,4.3305228120097905e-05
184,-4.460880807353937e-05,-9.427987913229776e-05,0.0001452446800154622
185,9.683375117078886e-05,-5.531243463461982e-05,2.617757805479979e-05
186,6.251597109933966e-05,6.612163138207676e-05,2.596291333373062e-05
187,7.237909210630761e-05,2.5393566723331775e-05,2.641633825328054e-05
188,-1.0044115302419475e-05,9.885029181292708e-05,-2.4857838477506667e-05
189,1.0221920803882029e-05,2.785912607654485e-05,2.458304908881915e-06
190,-8.98777270703243e-05,2.253468230194758e-05,4.6758354842207824e-05
191,-2.9805481020080298e-05,-7.46775191342012e-05,7.286664356284389e-06
192,-1.8964397648128e-05,-0.00020730117499823583,-1.528682400872352e-05
193,-2.9113841819733873e-05,-6.127402605469566e-05,6.0085102662379206e-05
194,-2.8183180867401633e-05,8.506822983726842e-05,2.742125421221933e-06
195,0.00010573788012680163,1.6132701322461918e-05,4.931577010454367e-05
196,-8.565651535451712e-07,-0.00010744390347388726,-6.782826196062977e-05
197,-2.113563257351452e-05,4.089378372517136e-05,-7.911797385345917e-05
198,-0.0001709322185647669,0.0001635684028321603,5.77788121529873e-05
199,1.0239909863162624e-05,6.077624851124409e-05,-8.002863870799214e-05
200,-0.0001064030581579118,-0.00013976949726889824,-1.2254463605807998e-05
201,3.4079492527270565e-05,0.00011145796927900084,-7.005682731689146e-05
202,5.609175206137199e-06,6.264117972268836e-05,-4.9795909244299525e-06
203,0.00013416499744951576,-1.7820030783473045e-07,-2.7094739138893183e-05
204,4.393814950391572e-05,-2.003778024290657e-05,4.447904918225281e-05
205,3.711926613910208e-05,4.579265679523494e-05,-1.307248521713792e-06
206,-1.7938587993629443e-05,-2.8227333089763517e-05,-7.442476686238047e-05
207,-3.9836132122763864e-05,-6.993207739306276e-05,6.257623880223784e-05
208,1.4420861307945849e-06,-5.5415346258629513e-05,3.817159601252867e-05
209,9.860922451061085e-06,-5.041855608604084e-05,-3.1078269763887975e-05
210,-3.1364152116476486e-05,-0.00010052760850007029,-2.928730259237495e-05
211,1.2524937933929395e-05,-4.3498485752101014e-05,-2.560881788172545e-05
212,9.1370289846458e-05,-6.919181329352897e-05,-3.0870654743020605e-05
213,3.3257429184290114e-05,-6.702149994671946e-05,2.8313221698454415e-06
214,-1.1269980233515224e-05,-4.209209193351833e-05,5.9177499748967285e-05
215,4.046417775677928e-05,8.239249841519369e-05,4.6945125058903824e-05
216,-2.1289758436944384e-05,0.00011670026159666716,-1.8434893172670044e-05
217,-2.4795425596549043e-05,-0.0001053482874851909,-0.00014268530466331357
218,5.624373561109954e-06,-8.667032078394964e-05,4.461507469147388e-05
219,4.4759779315624524e-06,4.1803604288051285e-05,0.00012017536215492758
220,2.672505788991267e-05,-7.695410207912047e-05,-0.00010626808664052384
221,-4.887023579856512e-05,2.6247298477230387e-05,-2.899714871788894e-05
222,-2.655789734481681e-05,-5.702149742476895e-05,-8.154191175162737e-05
223,-6.378527634411143e-06,3.662856756298226e-05,6.95527866659128e-05
224,3.77360004633951e-05,-0.00019599405622499632,-7.466822244850398e-05
225,-6.5077942273926e-05,-1.4272319269712943e-05,-0.0004194129363122393
226,4.526166792170341e-05,1.7866192380199297e-05,-0.00010600727567225128
227,-1.9487270847709493e-05,-2.464349160591918e-05,5.895415105051554e-05
228,-6.599691272938526e-05,2.9896020689719475e-05,0.00032211360115817105
229,0.0002176563837902932,8.240521331217287e-06,7.008728662181075e-05
230,-0.00017313296304463313,2.1031190087427365e-05,0.00012499445685307383
231,-3.448934990537501e-05,-4.216919645745295e-06,0.00025539164866078003
232,-3.911346160338842e-05,1.1152515241150922e-05,2.847115958336169e-05
233,-6.877659760573148e-05,-7.432485849047927e-05,-2.1398124686454196e-05
234,-1.0015011992885802e-06,0.00011661782664820136,6.97912407259928e-05
235,4.675648061784543e-06,5.3210205229793365e-05,2.1795629136769876e-05
236,2.7740437027713665e-05,9.816793289315556e-05,-0.00014575176603602002
237,-2.8224547638932828e-05,8.080239664977276e-05,9.253331990037884e-05
238,9.835452053893733e-05,4.211885858421718e-05,4.457394793831912e-06
239,-7.04625951686911e-05,-0.00011523981116161344,2.183605192913832e-05
240,-4.855796812281749e-05,2.0231021697816165e-05,-3.905968111932827e-05
241,-5.4595989244894213e-05,6.015566735352236e-05,0.00010179195727774273
242,5.996242044841341e-05,4.776902732552342e-06,-1.4391782763356244e-05
243,-5.08728468033906e-06,4.334007181580493e-05,-0.0002245722452282159
244,4.317723999016909e-05,5.9499721986562374e-05,-7.877910779760233e-05
245,-1.9608396726375817e-05,-4.211740004872673e-05,0.00010361401835126956
246,4.409473984663338e-05,9.520443230720504e-05,-3.350938219575897e-05
247,2.7240281057758267e-05,-5.391174791401905e-05,-5.140637532985189e-06
248,-2.665635455060044e-05,7.620584836765625e-06,4.9854156086616865e-05
249,-8.30150878743337e-05,-6.929849399981764e-05,-7.195238541409015e-05
250,0.00010164140187369364,2.686509159264613e-05,1.0606626529450965e-05
251,3.4709212039469854e-05,8.972669883378011e-05,-5.8699247863706544e-05
252,2.6672372679739865e-06,0.0001961574580080208,2.724182642955402e-05
253,7.912284357083529e-05,0.0001532158280668715,0.00017041884000827608
254,4.3909206293106786e-05,-5.550546745311878e-05,-0.00010273018658171476
255,4.3431654949929046e-05,-3.426323930937409e-05,-4.544756001912514e-06
256,1.1537283347797181e-06,-0.00011223952030157872,8.093772296902873e-05
257,-1.0846361575896535e-05,-3.969913936449013e-05,-2.130000677242826e-06
258,0.00012878770935821507,1.8003328277270534e-05,-8.727258772113356e-06
259,-0.00015924764152453602,-0.00011001773445936206,1.057947821083172e-06
260,0.00010630485307951038,-6.0539128185041204e-06,-8.322368669772925e-05
261,-2.0058795221548228e-05,6.587362397775708e-05,4.694516674044087e-05
262,6.154317332422626e-05,-1.3808423390961277e-05,-0.00019946224794351953
263,0.0001128837151203583,-5.763381570622213e-05,4.241296153838708e-06
264,-4.5140508874350655e-05,-1.9890770921891616e-05,-4.493530376807462e-05
265,-6.405572898362091e-05,-7.384645490295566e-05,-3.867341803478213e-05
266,5.767288072584436e-05,4.6076528936564575e-05,-8.648502384618929e-05
267,-5.563113886472199e-06,1.1766206423859336e-05,1.1267043713897484e-05
268,0.00011345731412521696,9.60819649236541e-05,-2.877335811007077e-06
269,-3.17581110666039e-05,-7.111139837979219e-05,7.588977931888067e-08
270,0.00015419128331577058,3.971589870967892e-05,1.9397390498974815e-05
271,-5.523963669388456e-05,1.16642275813866e-05,-3.18929804163118e-05
272,-8.882346136558054e-06,-5.039735419425908e-05,-2.815531608920387e-06
273,4.013851882691759e-05,2.6455378611273785e-05,-5.87587377469612e-05
274,2.5997890316859867e-05,7.091864899761574e-05,0.0001610661242776559
275,9.031694203776676e-05,7.127960821462158e-05,8.322770539087917e-05
276,0.00010973863431079188,0.00011451482066848016,2.2988980942360832e-05
277,-1.640017730360827e-05,2.4482611888235894e-05,-1.703134329466133e-05
278,-6.174993436154031e-05,0.00011714839945424156,-4.703696846090072e-05
279,9.3624029058587e-05,2.4791508836602397e-05,3.367018399974419e-05
280,3.248044660698831e-06,1.213051917296994e-05,8.042375817209614e-05
281,-1.0687905883621776e-05,-8.579240640082462e-05,6.118154212290589e-05
282,-4.839369421759683e-05,-1.7399305964514803e-05,3.5606091940320426e-05
283,-0.00011024481251924891,-2.2446326770933773e-05,4.954358739518032e-05
284,-5.6450483248725165e-05,2.231445586164381e-05,-2.0075062079642913e-05
285,2.7356025373832514e-06,-0.00012211718132825594,-2.4225895387863885e-05
286,-2.2366372667999012e-05,2.658532313018102e-05,-1.8184492923617228e-05
287,3.744342220299992e-05,-6.388985617344431e-05,-2.9695198611913692e-05
288,4.212147904944119e-05,0.00012877144933475903,5.533852669687848e-05
289,2.4235592679505907e-05,3.6685638102071704e-06,2.030624598529341e-05
290,7.68462981096316e-06,-7.442127450201491e-05,7.414621021652397e-06
291,-0.00014474057431084397,-6.729021367849949e-06,2.957180672611495e-05
292,4.613857433847879e-05,-3.920451093429272e-05,-9.843202776396094e-07
293,-5.999715831588778e-05,-3.93440490604966e-05,-9.254616294769829e-06
294,0.00012170196217119556,-2.011803737516406e-05,-6.603510524718292e-05
295,-1.6067163655813673e-05,0.0001498299532510355,-7.173510052235253e-05
296,1.7225991436067736e-05,7.336297003174378e-05,-5.393912320451999e-05
297,-0.00012627492617407253,4.0137921769406774e-05,5.945272257380056e-05
298,-7.162090363869193e-05,-8.278796501146945e-05,-6.714151185726675e-05
299,6.782562970491787e-05,-3.828060337166673e-06,7.609523848412482e-05
300,-6.107398359503393e-05,-2.497670263025077e-06,-2.0934672281765145e-05
