step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/ppo_kl_mean_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/ppo_kl_mean_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/ppo_kl_mean_step
70,0.0004176368529442698,0.00037959887413308024,0.0003832018410321325
71,0.00040530788828618824,0.0003931178362108767,0.00040111358975991607
72,0.00041335501009598374,0.0004469588457141072,0.0004095467156730592
73,0.0003693661419674754,0.0003969811659771949,0.00042405829299241304
74,0.00038668635534122586,0.0004022665962111205,0.0003896959824487567
75,0.0003983489878010005,0.0003649420686997473,0.0003951166872866452
76,0.0003835739626083523,0.00042928315815515816,0.0004122062237001955
77,0.0003340104012750089,0.00037678793887607753,0.0003826554166153074
78,0.0003888505743816495,0.0004014519217889756,0.0003755232610274106
79,0.0004000594490207732,0.000393489288398996,0.0004189932660665363
80,0.0003897924325428903,0.000402950361603871,0.0003911880776286125
81,0.0003659524954855442,0.0004213465144857764,0.0003685439587570727
82,0.0004119690274819732,0.00040307771996594965,0.00042984538595192134
83,0.0003980938927270472,0.0004097296914551407,0.00037539892946369946
84,0.00041599830728955567,0.00038865351234562695,0.0004263845912646502
85,0.00034412392415106297,0.0003782999992836267,0.0004111274320166558
86,0.0003545844228938222,0.00040037091821432114,0.0003890313964802772
87,0.0003842459700535983,0.0004190430627204478,0.0004040393978357315
88,0.0003869431093335152,0.0003722186665982008,0.00039581244345754385
89,0.0003748005838133394,0.0003933457483071834,0.00039948170888237655
90,0.00035630943602882326,0.0003843001613859087,0.0004169942694716155
91,0.0004191843618173152,0.0003867788182105869,0.0003887649509124458
92,0.00037582527147606015,0.00044790818355977535,0.0003803506842814386
93,0.00039441665285266936,0.00040282137342728674,0.0003976656007580459
94,0.0004219974798616022,0.000436239322880283,0.0004047279362566769
95,0.00043124009971506894,0.00041221248102374375,0.00038626816240139306
96,0.0003882886376231909,0.00041579996468499303,0.0003454608959145844
97,0.0004078979254700243,,0.00039671073318459094
98,0.0003857886476907879,0.000411052315030247,0.0003428812196943909
99,0.0004089589056093246,0.00039360186201520264,0.00037712170160375535
100,0.0004142759134992957,0.0003979508765041828,0.00037547561805695295
101,0.0004021142958663404,0.00042864560964517295,0.00038638056139461696
102,0.0004438473260961473,0.0003904215700458735,0.0003819466510321945
103,0.0004032895958516747,0.0004081282240804285,0.0003604844678193331
104,0.0004012889985460788,0.00041239638812839985,0.0003732949262484908
105,0.0004188133170828223,0.000418024486862123,0.0003891527303494513
106,0.0004010193515568971,0.0003857000265270472,0.00036970857763662934
107,0.0003753777709789574,0.0004137045762035996,0.0003887810162268579
108,0.0003953257401008159,0.000398840376874432,0.0003473051474429667
109,0.00035972142359241843,0.0004125529667362571,0.000353259383700788
110,0.0004130260495003313,0.0003863673191517591,0.000355611031409353
111,0.0004237289249431342,0.0003818300319835544,0.0003888177743647248
112,0.00037301768315956,0.00037497325683943927,0.00036249004187993705
113,0.0004093910683877766,0.00040269517921842635,0.0003867733757942915
114,0.00039298905176110566,0.00039291285793296993,0.0003650006838142872
115,0.0004221862182021141,0.00041085106204263866,0.0003549834946170449
116,0.0004190936451777816,0.00035778374876827,0.0003945975331589579
117,0.00040616659680381417,0.0003825005260296166,0.0003327122831251472
118,0.0004135638882871717,0.00039296032628044486,0.0003737661463674158
119,0.00040766980964690447,0.0003887518832925707,0.0003624271776061505
120,0.0004061650543008,0.0003702774993143976,0.00035726436180993915
121,0.0003990865661762655,0.0003643563250079751,0.00039303346420638263
122,0.0003850114298984408,0.0003936352441087365,0.00035518250660970807
123,0.0004167400766164064,0.0003628191479947418,0.00036117411218583584
124,0.00038865767419338226,0.0003898222930729389,0.0003469043876975775
125,0.00040858876309357584,0.0003711393510457128,0.0003743141714949161
126,0.00039706125971861184,0.0003878848801832646,0.0003699999942909926
127,0.0003998781612608582,0.0004164226120337844,0.00036330605507828295
128,0.000396397546865046,0.0003693041217047721,0.0003365356824360788
129,0.00040647151763550937,0.00038887819391675293,0.00034313625656068325
130,0.0003970196703448891,0.00042800011578947306,0.0003410347271710634
131,0.00040001916931942105,0.0003945158387068659,0.00036832987098023295
132,0.0004078087513335049,0.0004086385597474873,0.0003597510512918234
133,0.00041861695353873074,0.00038326813955791295,0.00036834654747508466
134,0.00036171291139908135,0.00042850899626500905,0.0003350343613419682
135,0.0003831858048215509,0.0003524397616274655,0.00031753236544318497
136,0.0004245468298904598,0.00041225532186217606,0.00036721909418702126
137,0.0003684317343868315,0.00035508457222022116,0.00034779697307385504
138,0.0003521223843563348,0.0003513119008857757,0.0003580246993806213
139,0.0004035784804727882,0.00037653735489584506,0.0003616715839598328
140,0.0004045565146952867,0.0004197958915028721,0.0003712303878273815
141,0.0003519048332236707,0.0004050795978400856,0.00034999795025214553
142,0.0003519179590512067,0.0003716613573487848,0.0003204235981684178
143,0.00037563915248028934,0.0003867975319735706,0.0003380889247637242
144,0.0003699912049341947,0.0004013162688352168,0.0003499716112855822
145,0.0003390016790945083,0.0003842369478661567,0.00030480162240564823
146,0.0003975638537667692,0.0004209238104522228,0.0003270110464654863
147,0.0003815355885308236,0.0004276932158973068,0.0003596965689212084
148,0.00037483047344721854,0.0004118822398595512,0.00035097842919640243
149,0.0003561409830581397,0.00041505080298520625,0.00031243727426044643
150,0.0003920372691936791,0.0003975644358433783,0.0003631601866800338
151,0.0003772420459426939,0.0003868710482493043,0.00033563748002052307
152,0.00039895379450172186,0.000406185892643407,0.00032077389187179506
153,0.000371437577996403,0.0004118930664844811,0.0003112016129307449
154,0.0003465239133220166,0.0003965152718592435,0.00037727211019955575
155,0.0003763965505640954,0.00038357614539563656,0.0003740336105693132
156,0.00040035019628703594,0.00040164272650144994,0.0003594100126065314
157,0.0003839932032860815,0.0004227283352520317,0.0003827796317636966
158,0.00035069911973550916,0.0003970879770349711,0.00037362659350037575
159,0.0003855210670735687,0.0004214829823467881,0.00035078186192549765
160,0.0003540163452271372,0.0003977396991103888,0.0003568543470464647
161,0.0003640350187197328,0.0004321277665439993,0.0003330899926368147
162,0.0003394314262550324,0.0004315149271860718,0.00036043289583176374
163,0.0003700987435877323,0.0004185992293059826,0.00035098716034553945
164,0.0003877634881064296,0.0003915531560778618,0.0003493234107736498
165,0.0003479475271888077,0.00044486511615104973,0.0003859736898448318
166,0.00035779576865024865,0.0004032043507322669,0.00033978273859247565
167,0.0003716282662935555,0.00039651666884310544,0.0003550484252627939
168,0.000391192123061046,0.00039079313864931464,0.00035402076900936663
169,0.0003422684967517853,0.0004240727866999805,0.00032093774643726647
170,0.0004100262012798339,0.0004194900975562632,0.00034939663601107895
171,0.00033987167989835143,0.0003932328545488417,0.0003293801564723253
172,0.0003741399559658021,0.00042616104474291205,0.00036493854713626206
173,0.00034912987030111253,0.000422222597990185,0.0003488377551548183
174,0.00034429042716510594,0.00036752436426468194,0.0003339702379889786
175,0.00034857066930271685,0.000422645709477365,0.0003346198645886034
176,0.0003919399459846318,0.00040292859193868935,0.0003587442042771727
177,0.0003691893361974507,0.0004179800744168461,0.00036501255817711353
178,0.00036219885805621743,0.00037188519490882754,0.00036892376374453306
179,0.00036020923289470375,0.000367201108019799,0.0003429350326769054
180,0.000376424373826012,0.00041761616012081504,0.0003680825757328421
181,0.00039932047366164625,0.00038301374297589064,0.000354691524989903
182,0.00037972148857079446,0.000428659375756979,0.0003501052560750395
183,0.0003827152831945568,0.0003788043395616114,0.0003660825022961944
184,0.0003875791444443166,0.0003919597365893424,0.00037749786861240864
185,0.00041879911441355944,0.0003934500564355403,0.0003774438227992505
186,0.0003952851111534983,0.0004358126025181264,0.00037876638816669583
187,0.000372526963474229,0.0004390901885926723,0.0003818382101599127
188,0.0003985303628724069,0.0003835379029624164,0.0003891000524163246
189,0.0003789544862229377,0.0004380525788292289,0.0003643859236035496
190,0.0003888740320689976,0.0004112338356208056,0.00039502818253822625
191,0.0003706705174408853,0.0004031429998576641,0.00033814978087320924
192,0.0003456652630120516,0.0004213260835967958,0.0003725320275407285
193,0.0003775673685595393,0.0004424543003551662,0.00035663158632814884
194,0.0003928369842469692,0.0004372301627881825,0.000353180686943233
195,0.0003665840777102858,0.00045379853690974414,0.00037740389234386384
196,0.00040324011933989823,0.0004026201495435089,0.0003702027315739542
197,0.0003537185548339039,0.0004611002514138818,0.0003541825572028756
198,0.000382369093131274,0.0004406496591400355,0.00039061822462826967
199,0.0003717044601216912,0.00038306787610054016,0.00036630031536333263
200,0.0003546734806150198,0.00039893947541713715,0.0003515416756272316
201,0.0003822665603365749,0.00039028769242577255,0.0003219831269234419
202,0.000407426618039608,0.0003993677964899689,0.00039736885810270905
203,0.00038574542850255966,0.000428448838647455,0.00036640328471548855
204,0.0003826426109299064,0.0004167809966020286,0.0003707466530613601
205,0.00041781709296628833,0.0004223881405778229,0.0003781070117838681
206,0.000341358914738521,0.0004334348486736417,0.0003648253914434463
207,0.00040416669799014926,0.000404338410589844,0.0003794280928559602
208,0.0003940888855140656,0.0004424754879437387,0.0004019128100480884
209,0.00035170221235603094,0.0004154682974331081,0.00038193046930246055
210,0.00034953441354446113,0.0003990620607510209,0.00035194738302379847
211,0.00036072247894480824,0.0004271700163371861,0.0003698972286656499
212,0.000352530216332525,0.00042345799738541245,0.0003951248654630035
213,0.0003836228570435196,0.00039122297312133014,0.00035346639924682677
214,0.00036125455517321825,0.0004234786320012063,0.00037436519050970674
215,0.0004388025554362685,0.0003818962723016739,0.0003946603392250836
216,0.000370983179891482,0.0004064863605890423,0.00036818478838540614
217,0.0003519779711496085,0.0004049988056067378,0.0003598976763896644
218,0.00040176374022848904,0.00045377667993307114,0.0003767535963561386
219,0.00034724577562883496,0.00039074040250852704,0.0003570843255147338
220,0.0003599510819185525,0.0004231494676787406,0.00035475826007314026
221,0.0003530928515829146,0.0004283152229618281,0.0003711827448569238
222,0.0003626223769970238,0.00042320380453020334,0.0003337849921081215
223,0.000367365893907845,0.0004091122536920011,0.0003465194895397872
224,0.00033922973670996726,0.0003971894329879433,0.0003913581895176321
225,0.0003885981859639287,0.0003826453175861389,0.0004003009235020727
226,0.0003754365316126496,0.0003805759479291737,0.0003785966255236417
227,0.0003567404637578875,0.00039768870919942856,0.0003967415832448751
228,0.0003593152214307338,0.00042876950465142727,0.0004426786908879876
229,0.0003883067984133959,0.0003942697949241847,0.0004151817411184311
230,0.0003431869263295084,0.000374671770259738,0.00043709701276384294
231,0.000345509935868904,0.0004137292271479964,0.0004634647339116782
232,0.0003775781660806388,0.00043908070074394345,0.00047144052223302424
233,0.00037315484951250255,0.00038884166860952973,0.0004332040261942893
234,0.0003974046558141709,0.0004253369697835296,0.00043779375846497715
235,0.0003737352672033012,0.0003872009110637009,0.0003863549791276455
236,0.0003433942620176822,0.00039593756082467735,0.0003454544930718839
237,0.0003820191777776927,0.00037750499905087054,0.0003802738210652024
238,0.0003561020130291581,0.0004010722041130066,0.000394763657823205
239,0.0003602316719479859,0.00035872694570571184,0.00039100638241507113
240,0.0003789328620769083,0.00039428158197551966,0.0003633397864177823
241,0.0003339699760545045,0.00038371002301573753,0.00034177591442130506
242,0.0003661933878902346,0.00039624888449907303,0.0003491111856419593
243,0.0003713577752932906,0.0003857772971969098,0.0003807366010732949
244,0.00037064964999444783,0.00037852730019949377,0.00039262647624127567
245,0.00037115850136615336,0.0003949942474719137,0.0003647435805760324
246,0.0003630819264799357,0.0003732714394573122,0.0003761703264899552
247,0.0003474841360002756,0.0004237775574438274,0.000376087031327188
248,0.0003646913974080235,0.0003690586017910391,0.0003721087414305657
249,0.0003673185419756919,0.0003898981958627701,0.0003600369382183999
250,0.0003683938703034073,0.00038831899291835725,0.0003969823301304132
251,0.0003636856563389302,0.00033338204957544804,0.0003875560942105949
252,0.0003796533856075257,0.0004083959502168,0.0003658676869235933
253,0.00039031446794979274,0.00039759615901857615,0.00038573448546230793
254,0.00035441110958345234,0.0003833844675682485,0.00034328363835811615
255,0.00037688735756091774,0.0003856009861920029,0.00037597285700030625
256,0.0003581516502890736,0.0003956370346713811,0.0003622493823058903
257,0.00037167035043239594,0.0003895566915161908,0.000423311983468011
258,0.00036054576048627496,0.0004058033518958837,0.0003765577275771648
259,0.0003794393560383469,0.0004062686930410564,0.0004158720548730344
260,0.000367300322977826,0.0003925312776118517,0.0003712819598149508
261,0.00037334897206164896,0.0003633796004578471,0.0004047838738188147
262,0.0003546790103428066,0.00035833194851875305,0.000393528665881604
263,0.00038547508302144706,0.0003902825410477817,0.0003501095634419471
264,0.0003775666700676083,0.0003982556227128953,0.0003698310465551913
265,0.00035137924714945257,0.0003886998165398836,0.0003843650629278272
266,0.0003616037138272077,0.00039673320134170353,0.0004028844996355474
267,0.00038598667015321553,0.00039676603046245873,0.0003904149343725294
268,0.00036395093775354326,0.00038010402931831777,0.0003689961158670485
269,0.000375227362383157,0.0003836780088022351,0.0003946144424844533
270,0.0003490344970487058,0.0003644076932687312,0.0003694383194670081
271,0.00039141468005254865,0.000380548182874918,0.000396400922909379
272,0.0003804189327638596,0.0004020619089715183,0.00033198128221556544
273,0.00040500055183656514,0.00038639744161628187,0.00038855031016282737
274,0.0003757070517167449,0.0003924532793462277,0.0004068223352078349
275,0.00038124117418192327,0.00041617220267653465,0.0003681363887153566
276,0.00035822775680571795,0.0003867395571433008,0.0003731389297172427
277,0.00035299008595757186,0.0003739211824722588,0.00038302401662804186
278,0.0003810293274000287,0.0003828923508990556,0.00039016446680761874
279,0.0003710749151650816,0.00037182497908361256,0.00039982685120776296
280,0.0003772862837649882,0.00040637588244862854,0.00041126817814074457
281,0.0003564648504834622,0.0003886665217578411,0.0003980580077040941
282,0.0003709360316861421,0.00035556976217776537,0.0004005739465355873
283,0.0003793658106587827,0.0003783840511459857,0.0003929227532353252
284,0.00035901693627238274,0.00033198948949575424,0.00039148624637164176
285,0.000362561724614352,0.0003409804485272616,0.00038792219129391015
286,0.00040304407593794167,0.00038250014767982066,0.00040914828423410654
287,0.00038552135811187327,0.0003963622148148715,0.0004111033340450376
288,0.0003901550371665507,0.0003535184951033443,0.0003897536371368915
289,0.00036899957922287285,0.00037017781869508326,0.0004046016838401556
290,0.00037790072383359075,0.00037211147719062865,0.0004265287716407329
291,0.0004039495252072811,0.0003731184115167707,0.0004245540767442435
292,0.00038313222466968,0.0003813178336713463,0.0004069396236445755
293,0.0003876312111970037,0.00037512934068217874,0.0004279258428141474
294,0.0003774479846470058,0.0003799137193709612,0.00041099960799328983
295,0.0003762441920116544,0.0003879371506627649,0.0004503924574237317
296,0.00039420658140443265,0.00033958969288505614,0.0003871425578836352
297,0.00035856864997185767,0.0003923613694496453,0.0003918354632332921
298,0.0003793777141254395,0.00038196699460968375,0.00040886824717745185
299,0.0003766502777580172,0.00036433376953937113,0.000401221273932606
300,0.0003902075695805251,0.0003832282382063568,0.00034197376226074994
