step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/g_norm_A2_sq_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/g_norm_A2_sq_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/g_norm_A2_sq_step
95,0.00391284343011639,0.00409662015649735,0.003543493215402293
96,0.003042161804563187,0.003451982850261826,0.0031500116494487624
97,0.0033405614533960092,,0.0029865094915675497
98,0.00420319005273488,0.004065737854557161,0.003678750729784294
99,0.003691321619791141,0.0030912473078077854,0.0033547525960972526
100,0.003492902097464598,0.0032408028357885283,0.0033449858926638287
101,0.0033032500861660246,0.003341116687172994,0.00299456483005903
102,0.003713918470848422,0.003351644003465242,0.0027492936741646532
103,0.003337653096368288,0.002893970284343282,0.0029703429737053606
104,0.003414951782280294,0.004463169291730173,0.002528617635399449
105,0.003427042963406053,0.004267491831516102,0.0033178615149086427
106,0.0037499559316266392,0.0029646328788517774,0.0025377844041517468
107,0.003334206531417786,0.0024484389804805945,0.002670233391806878
108,0.0027417961472528526,0.0034291665538376133,0.0029430930198463866
109,0.003226202466325789,0.0027085838381654933,0.0029929838229356886
110,0.0026069400051450305,0.00304860894151954,0.003010701916364172
111,0.003017085652329974,0.0032063599665975687,0.0033791829124236476
112,0.003519418961164022,0.00341504323195574,0.002708685389668477
113,0.003516716235104543,0.0034391587311069145,0.0030035154043075115
114,0.0030264731876120427,0.0034983720474455306,0.0030913647423487264
115,0.0026633991329262207,0.0036631369911804953,0.002556632927149963
116,0.0030664704429897325,0.0026767204871075557,0.0021490486254374984
117,0.0030101903402474793,0.002933383128725502,0.002889475085318613
118,0.0031748838327015525,0.0034533786913483835,0.002534397904181334
119,0.0033557144910322883,0.0029919834317286695,0.002671006795450451
120,0.003180363802083792,0.003089597019187976,0.0026380664499450453
121,0.0036725218898781857,0.0033096844343334804,0.0031783229646276403
122,0.003463214504987908,0.003034601485180297,0.0024341173036623964
123,0.003151697672382471,0.002976674058000432,0.002846272441367563
124,0.0034425824510150027,0.0028691681535850545,0.003143143436904391
125,0.003484899852029611,0.003255352931422449,0.002533703525886034
126,0.003417846204080403,0.003264006396166721,0.002806645630492701
127,0.0035342280432611385,0.003448790511197785,0.0029349679680436415
128,0.002765820500552457,0.0034884221998488993,0.002687373106661581
129,0.0029316916245764124,0.0031339119019230324,0.0024902667003309873
130,0.002776253791052433,0.0024640675512403315,0.002512071279901443
131,0.003431503310847226,0.002923900877922624,0.002295208743066003
132,0.0025671381237388664,0.003888393774226249,0.002800263844817795
133,0.0029263968716747536,0.0027826822815340837,0.0024342988037005823
134,0.0030215245621581146,0.0027260392546985543,0.002878457970448991
135,0.0022286377226130253,0.002934146755545694,0.00275545799577907
136,0.003113740080643267,0.0029285931149423045,0.002794506864965945
137,0.003770091159636541,0.0030726221409827785,0.002682588207968237
138,0.002690662260788882,0.00331363610652074,0.0025789023088239344
139,0.003432434028197931,0.0035035682824427106,0.002474021723650296
140,0.002302377289286842,0.003179158005690895,0.0028510562598238007
141,0.0030482709724209953,0.0032873885954100793,0.002637182705953779
142,0.0025847082292668544,0.003363261854973368,0.002643433619152417
143,0.0024266077800438953,0.0028253383808997693,0.002168851243240404
144,0.003707233825132822,0.002733160262466543,0.003011197310677718
145,0.0028322173569337067,0.0034240251747334914,0.0029675894704474176
146,0.003138721931966877,0.0036532100973882247,0.002888679549327709
147,0.002968256004787014,0.0032702763168229745,0.0027377864243515165
148,0.0032451428416825565,0.003837027864890176,0.003154981879124355
149,0.003002278913898519,0.0031916627045384875,0.002871818165257348
150,0.002666975911005377,0.00293659086281219,0.0033614854176495295
151,0.002266145006946743,0.0027739283248706297,0.0027848604096503892
152,0.0026789851801820625,0.00295717596337361,0.0026084111267675805
153,0.0029104591856205426,0.003033449395033854,0.0033706882811245596
154,0.002789822113728092,0.0028235030988327517,0.0025111495203074784
155,0.002957396406091537,0.003408725220992693,0.002894099575954391
156,0.003200806259357916,0.003186693912796788,0.0030042442279597068
157,0.0031167479371564735,0.0037807955588710176,0.0032798787224386926
158,0.0028226617058543578,0.0033487138771126,0.0030460477063832397
159,0.002976538173148126,0.003255818804926755,0.002770410078362235
160,0.0029335926228747583,0.0032416443992140864,0.002726675152186357
161,0.0027824563040374085,0.0030932625557603356,0.002794654535676299
162,0.0026099993120902044,0.0031543590424213484,0.0029399998078817008
163,0.0026435751116281945,0.003229080603571777,0.002475542295982958
164,0.0026421064095011695,0.003362843171863438,0.0030943746733173116
165,0.0029412342480220357,0.003606498431955867,0.0032890317647040037
166,0.002476302526760325,0.002746016037540706,0.002873419480334272
167,0.003305970247634718,0.0032323070516879883,0.002571724940142446
168,0.003149867442249357,0.003185194539811666,0.003410814335062897
169,0.0029746797196438667,0.003601700743684176,0.0031917997207870723
170,0.002473528497324276,0.0031096889759116286,0.0030675267971916184
171,0.0023641928819582753,0.002446399786889481,0.002712410860962309
172,0.0029767548126157397,0.0028051632269434517,0.0025028047252525915
173,0.0027509291802217304,0.0026150629084674736,0.0028968204334496833
174,0.002838020285838736,0.002972363641491971,0.0030383982453610573
175,0.002570553245221022,0.0032308409234188097,0.002809704415668176
176,0.0030807145083607108,0.003061191660079344,0.0028646242016669788
177,0.003554910226561102,0.0031162381378639103,0.0029938169034817584
178,0.0029018854482893894,0.0025796823911820458,0.0027744093013065516
179,0.0029066360082084263,0.003426388921653441,0.003124783903360162
180,0.0031976828668942104,0.0033178874242784087,0.0029521073492931285
181,0.002646612445536832,0.0032818354477861912,0.002599878211715228
182,0.003088670526229417,0.003135871887479905,0.002945708511238799
183,0.0026414178842363045,0.0025436088895300765,0.0026666310638348715
184,0.0025732217020251287,0.0027067813503149803,0.002749935630625051
185,0.00284076497404191,0.003763881092364004,0.0024455194127947534
186,0.003367911406242761,0.0030207612896634393,0.0023015518220930384
187,0.003463107974183658,0.0033621058350083626,0.003173254389065616
188,0.0036289802198593655,0.002840214993354952,0.0032334413322454405
189,0.0031923578342362034,0.0030822977150687914,0.003134353769579869
190,0.0028191136178462033,0.0029297957432031976,0.00257776625535992
191,0.0026944492301375755,0.002923584961025932,0.0025783948702997324
192,0.00276196799218719,0.0034729265881040775,0.002779079577982112
193,0.0030193537288792835,0.003452795610220395,0.002728386734210741
194,0.0027902147089342516,0.0031557509272504797,0.002412126226188633
195,0.002989400855318861,0.0033693505284339274,0.002630708175411851
196,0.002551634887971503,0.0027179603614445862,0.0032344620738332815
197,0.002577706226241802,0.0030693936730122463,0.002969555697570352
198,0.002966837139474136,0.0037214542314914912,0.003051461622892436
199,0.002846862265310945,0.0032310440746224915,0.003687024789302984
200,0.0030353121130321957,0.003153434128432613,0.003157237905653143
201,0.003026872128273367,0.0032925626382409655,0.003027002609051469
202,0.0026891603247329874,0.0033255926563664417,0.0030913270829149185
203,0.0027695678020705113,0.002779637358208819,0.002588221312833474
204,0.0032670880163916957,0.0026084240259891932,0.0025073206884017847
205,0.0029998847708267496,0.0030740119997776302,0.0029077406986525735
206,0.002746245453279525,0.003180161010689734,0.002485102034187992
207,0.0033061547609323253,0.0025943491228639353,0.0025047370255710183
208,0.004234965068793168,0.003076349623242941,0.0026675999362519064
209,0.0029379389641391983,0.0036446592295580633,0.0030756956158111285
210,0.002782308502011912,0.0032076705852197387,0.0028919749176448293
211,0.0030625725387662776,0.0034263433464696317,0.002811084625805418
212,0.003415095216855359,0.0029449437703833216,0.003156349174239729
213,0.0033340557100178005,0.003051256064815284,0.0029934572455905793
214,0.0029881363868862368,0.0028361560405256864,0.002858969086163392
215,0.003725112613376836,0.00357232990493637,0.0029694588413861135
216,0.003261826518601333,0.0028392997748891485,0.0032257944806786012
217,0.00283008051494308,0.0025994548619145018,0.0036403501289704343
218,0.0026910801863006847,0.003303248352387289,0.003095783379638078
219,0.0034205422719961296,0.003426851698850357,0.003380008697380241
220,0.0027185264592643537,0.0024711804243798667,0.0036110243251579336
221,0.00305968994712972,0.0028900554752951334,0.0034028765041090973
222,0.0025827773337414924,0.0031904332492574934,0.003376765596989069
223,0.0025102846457804515,0.0025262062276297645,0.004123588645290126
224,0.003570126813768712,0.0038603587553271697,0.005315439823875627
225,0.002668041579102423,0.0028646496262759572,0.004926968153585098
226,0.0026969491702445057,0.0028403548784237784,0.004199364857788
227,0.00293360869341882,0.003176107641621207,0.004992812199741624
228,0.0029327260871104817,0.0030663479326593183,0.005939833691365113
229,0.003336917004004295,0.002784310647707234,0.006068927045715695
230,0.002648624155955155,0.002905578738127078,0.005242880261868238
231,0.0027938284942897124,0.0032249606956505465,0.006573964255286921
232,0.0023259666972077976,0.0026328048428251407,0.006351942653123157
233,0.002923920307816004,0.00313319814381002,0.0052314574617339776
234,0.002823861928797549,0.002872577952912638,0.004484304932758336
235,0.0029760508256212945,0.003695459526305138,0.0050895828333656105
236,0.002926871835081055,0.0025814343952154355,0.0048630182438595985
237,0.0024454988555139084,0.0032564933234417474,0.0050762451476628
238,0.002927082158819726,0.0027414712331077437,0.005464903349333572
239,0.002753685560534077,0.002482522906273926,0.004417879948190886
240,0.0031660783891742502,0.0033234999458903675,0.004188799363792251
241,0.002422431482061621,0.002431734548529519,0.0034764649245746155
242,0.0027909443561029506,0.0028577896466736776,0.003974761418310017
243,0.0026429625504913734,0.0025725803226570093,0.00419478591954248
244,0.0025836075917318336,0.002275179343921865,0.0035688284905834276
245,0.0025484778682772916,0.003282659458509846,0.003108498892934345
246,0.002224542039951963,0.0025749440605283523,0.0030146660419807327
247,0.002708544518196443,0.00302747145657238,0.0032109412536077764
248,0.0030221237539130533,0.002983592295976954,0.0031871603747120384
249,0.0025024827609087265,0.0026316512202473083,0.003869379425232064
250,0.0022808671752655657,0.0032225369168384383,0.002770902834549141
251,0.002258345427780512,0.0028889344995498513,0.003419244738206477
252,0.0023200003420320277,0.002351138525103348,0.00266486035110057
253,0.0027919524602625133,0.003237360337642402,0.0031033657051553316
254,0.0024138176518931206,0.0026294451272850677,0.0028833789098700407
255,0.0020118770012370283,0.002829870976362355,0.002653883271821853
256,0.0022539873877754587,0.002677280036494341,0.003238537310036791
257,0.002781454592363149,0.0023267178292207483,0.002936293373057882
258,0.003139475413943665,0.002223656079070027,0.0028934712139088033
259,0.002600892090350323,0.0029633244155319047,0.003100817977102061
260,0.00249950877315906,0.0021267170445447266,0.0030519913304910577
261,0.002571849032646587,0.0025003739487188623,0.0028255962378180683
262,0.0023190785036255913,0.0029029608133326564,0.003863957046014909
263,0.0028810708405364485,0.002587650443478737,0.004028304502694838
264,0.002745772465527509,0.0033813300406792626,0.00286823345649953
265,0.0024924586654066507,0.002059416271355118,0.0026615100405840905
266,0.003066023860716374,0.002916089590762702,0.0028235643414066453
267,0.0025551197022178557,0.0024022335049448274,0.0028337686881192334
268,0.002373751638769931,0.0025497935708586415,0.0024797467023449735
269,0.002367576518899821,0.0032045041490488925,0.003411945319431785
270,0.0033768321898447417,0.002894883375374614,0.00315565885773824
271,0.0026950427681123614,0.002677767805931007,0.0030724224666709
272,0.002537415083789307,0.0024149413606791496,0.002539139113821572
273,0.002813942667902156,0.0028131819274484935,0.0029416820423226746
274,0.002634138946891862,0.0021188009662922815,0.0032202050656873946
275,0.002995630969306509,0.0030189381804244537,0.003643261032399848
276,0.002104800477577436,0.002803837572591727,0.0029691626039539685
277,0.0027973087575564556,0.002689104781493905,0.0025629035410615593
278,0.002302187726963842,0.0030170714784090815,0.0028243702660860105
279,0.002572773392696717,0.0027528304755899615,0.00315600582217384
280,0.002537343998674219,0.0026534847910032085,0.002877495277869335
281,0.002723716560779906,0.002984142584299768,0.0029374462164552285
282,0.002895330573638529,0.0032307782236243796,0.0032489370202145027
283,0.0028012988045855803,0.002431013759229575,0.0029524383949556757
284,0.002843713396178233,0.0027137863781549697,0.002373252761140665
285,0.002238656085118364,0.0028532439752117964,0.0027129219106836228
286,0.002355648662009115,0.0030231553454548063,0.002157528986391192
287,0.0031206599326961387,0.0029474379550419967,0.002210323285578272
288,0.002172065750477863,0.0026788299362487636,0.002992109858750089
289,0.0025442179860896037,0.002834808998697008,0.002821967737810775
290,0.0033035933067619145,0.002716104755220082,0.002046895285387241
291,0.0026746209620598467,0.0028186674509465223,0.002426433278453649
292,0.0032430135935152065,0.0028804765029907145,0.0025919340334877227
293,0.0023516936160082325,0.002238209994217294,0.0019483319159051503
294,0.003293352454437528,0.0034491103434172114,0.002505083186434362
295,0.0022530807043818733,0.003442293889845975,0.0033435694588980947
296,0.002326429129535637,0.002748973139766065,0.0023025777216050566
297,0.0030071929054272203,0.0029382930836119557,0.0023984244137378132
298,0.0027825609021421833,0.0030515461552742132,0.0022312783743813837
299,0.002524469725406911,0.003034503684610704,0.0020488339184958353
300,0.0024954822536014222,0.0031292236192089484,0.002732280896018145
