step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/param_delta_norm_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/param_delta_norm_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/param_delta_norm_step
30,0.03178844600915909,0.03832237794995308,0.02279740758240223
31,0.031354017555713654,0.03810209780931473,0.02237546630203724
32,0.03086485341191292,0.03801102936267853,0.021988676860928535
33,0.03053930774331093,0.03752613067626953,0.03776345774531365
34,0.030323537066578865,0.018794672563672062,0.04596937447786331
35,0.03006850928068161,0.01880703866481781,0.04560544341802597
36,0.029814153909683228,0.0186812337487936,0.04640379175543785
37,0.02990512363612652,0.03777649253606796,0.046597424894571304
38,0.030104801058769223,0.019114799797534943,0.04727158695459366
39,0.03000643849372864,0.03804758936166763,0.030446400865912437
40,0.030246101319789886,0.01867799460887909,0.03959501162171364
41,0.030042830854654312,0.037826165556907654,0.0403839498758316
42,0.029744544997811317,0.018767884001135823,0.04646825045347214
43,0.02933892235159874,0.018586764112114903,0.04623301699757576
44,0.02901231124997139,0.03659350425004959,0.03485079109668732
45,0.028591623529791832,0.01806013286113739,0.02521347999572754
46,0.02875479683279991,0.035334181040525436,0.02087324857711792
47,0.029439928010106087,0.03508627787232399,0.021213455125689507
48,0.029241323471069336,0.017478762194514275,0.021165505051612857
49,0.028748612850904465,0.017298629507422447,0.02080034092068672
50,0.02866509184241295,0.016930118203163147,0.020716652274131775
51,0.028408976271748543,0.03435661643743515,0.02068117633461952
52,0.028098706156015396,0.034170087426900864,0.022791560739278793
53,0.028053048998117447,0.017017820850014687,0.027086438611149788
54,0.027760719880461693,0.03323033079504967,0.020471645519137383
55,0.02744199335575104,0.0332723967730999,0.02047177031636238
56,0.027132892981171608,0.033391840755939484,0.02050151117146015
57,0.027208352461457253,0.016855556517839432,0.020814111456274983
58,0.02683374658226967,0.03321697935461998,0.02076849155128002
59,0.02662145160138607,0.032884929329156876,0.020640920847654343
60,0.026225214824080467,0.016241533681750298,0.02043871395289898
61,0.0261823907494545,0.01614014059305191,0.021178781986236572
62,0.02626817114651203,0.032171931117773056,0.02147970534861088
63,0.026248708367347717,0.032097332179546356,0.0215328149497509
64,0.02609004452824593,0.01589040271937847,0.021402819082140923
65,0.02573460526764393,0.015826929360628128,0.020756259560585025
66,0.025833463296294212,0.03120996057987213,0.020588234066963196
67,0.0259257685393095,0.015756145119667053,0.020539220422506332
68,0.025998398661613464,0.01578170247375965,0.020673833787441257
69,0.02583680860698223,0.03128901496529579,0.020592885091900826
70,0.02576524205505848,0.03104211390018463,0.02075202949345112
71,0.02552122250199318,0.03083803318440914,0.02136576548218727
72,0.025305988267064095,0.015337656252086164,0.021423358470201492
73,0.025454362854361538,0.031055020168423653,0.02703895792365074
74,0.025237087160348892,0.03077785111963749,0.026546798646450043
75,0.025303464382886887,0.03118712827563286,0.027709458023309708
76,0.02556190639734268,0.031547147780656815,0.028006570413708687
77,0.025368014350533485,0.01564181223511696,0.02776338905096054
78,0.02487606555223465,0.015503745526075363,0.03247024863958359
79,0.0250941701233387,0.03134760633111,0.0209725983440876
80,0.025231150910258293,0.01575506664812565,0.021192945539951324
81,0.025223182514309883,0.03171124681830406,0.021338066086173058
82,0.025247449055314064,0.03184090927243233,0.021358611062169075
83,0.025409039109945297,0.03154517337679863,0.021315835416316983
84,0.0253277774900198,0.015853896737098694,0.02100781537592411
85,0.02509491704404354,0.03172076493501663,0.02071213535964489
86,0.02503267303109169,0.03168438374996185,0.026259001344442368
87,0.02505538985133171,0.03130276873707771,0.027721595019102097
88,0.025110771879553795,0.015652162954211235,0.0334019809961319
89,0.024861633777618408,0.03076912648975849,0.03344447538256645
90,0.024909064173698425,0.01513543538749218,0.020457709208130836
91,0.024925313889980316,0.015417943708598614,0.02099449373781681
92,0.02471804991364479,0.030321171507239345,0.028538549318909645
93,0.0246710404753685,0.01522317435592413,0.02962014079093933
94,0.024537324905395508,0.03035779856145382,0.029583154246211052
95,0.024675259366631508,0.030645253136754036,0.02997705340385437
96,0.024626579135656357,0.030414020642638206,0.029800713062286377
97,0.024620315060019493,,0.02972029522061348
98,0.025027066469192505,0.015243391506373882,0.03019076958298683
99,0.025130582973361015,0.03037230670452118,0.03776262700557709
100,0.025162970647215843,0.015216955915093422,0.038358453661203384
101,0.0249896626919508,0.01521742343902588,0.03801969066262245
102,0.02495546080172062,0.015393084846436976,0.03793584927916527
103,0.024781933054327965,0.030603086575865746,0.037918124347925186
104,0.02454530820250511,0.03102933429181576,0.03830672055482864
105,0.0248955599963665,0.03149304538965225,0.03845028951764107
106,0.02488539926707745,0.031292255967855453,0.037950579077005386
107,0.02482556737959385,0.03102748841047287,0.03755664452910423
108,0.0243233572691679,0.030752114951610565,0.02665487304329872
109,0.02415510267019272,0.030448054894804955,0.031958311796188354
110,0.02376582659780979,0.015095118433237076,0.03932265192270279
111,0.023460175842046738,0.03059354238212109,0.03277084231376648
112,0.023593707010149956,0.015334424562752249,0.03606558218598366
113,0.023781225085258484,0.015367615967988968,0.01957460679113865
114,0.0237712562084198,0.03110643289983273,0.01950443349778652
115,0.0236135832965374,0.031337447464466095,0.019292784854769707
116,0.02331010438501835,0.015368764288723469,0.021564889699220657
117,0.02350601926445961,0.015200512483716013,0.023789087310433388
118,0.023763222619891167,0.030355047434568405,0.023774733766913417
119,0.023580869659781456,0.03008121438324451,0.019273974001407623
120,0.02389702945947647,0.015186766162514688,0.019374294206500053
121,0.023929301649332047,0.01531698927283287,0.0195679422467947
122,0.02368406020104885,0.030589653179049492,0.01935701444745064
123,0.02383001707494259,0.030705200508236885,0.019253382459282875
124,0.02400519698858261,0.030567554756999016,0.019253790378570557
125,0.024020032957196236,0.015302320942282677,0.019324634224176407
126,0.023856936022639275,0.030689986422657967,0.019435683265328407
127,0.024230552837252617,0.01565253734588623,0.019419660791754723
128,0.024176020175218586,0.031484510749578476,0.019224489107728004
129,0.024200621992349625,0.03157907724380493,0.01947216689586639
130,0.023866189643740657,0.03111760132014751,0.019110122695565224
131,0.02388736605644226,0.01549998950213194,0.025283927097916603
132,0.023737844079732895,0.031142473220825195,0.02526678889989853
133,0.023555731400847435,0.030721865594387054,0.02540924772620201
134,0.02358032576739788,0.03054056502878666,0.03543299064040184
135,0.02360524609684944,0.030470378696918488,0.03569600358605385
136,0.023847011849284172,0.03037494607269764,0.03570512309670448
137,0.024303844198584557,0.015303517691791058,0.03816182538866997
138,0.024251218885183334,0.03073262050747871,0.03816140443086624
139,0.024330107495188713,0.01551107969135046,0.0384514220058918
140,0.02419169433414936,0.030950382351875305,0.02506070025265217
141,0.024216515943408012,0.03093349188566208,0.03389241546392441
142,0.02407554537057877,0.03105340525507927,0.03029857575893402
143,0.023693235591053963,0.015470636077225208,0.03187409043312073
144,0.02421532012522221,0.031017698347568512,0.03705956786870957
145,0.024223772808909416,0.031414248049259186,0.03797275573015213
146,0.024328993633389473,0.031533133238554,0.02045600861310959
147,0.02415814064443111,0.03153247758746147,0.02507835067808628
148,0.024441471323370937,0.03196238726377487,0.02056092955172062
149,0.024393592029809952,0.01593291386961937,0.02063624188303947
150,0.024169323965907097,0.015890488401055336,0.020919721573591232
151,0.02406850829720497,0.0319046787917614,0.027378413826227188
152,0.02419567853212357,0.01594730280339718,0.0207880437374115
153,0.024105295538902283,0.03153400495648384,0.021897459402680397
154,0.02389495074748993,0.015534092672169209,0.021466536447405815
155,0.024134648963809013,0.015563386492431164,0.02479095570743084
156,0.024172166362404823,0.03133727237582207,0.024866733700037003
157,0.02426871284842491,0.03135310858488083,0.02830914966762066
158,0.024481194093823433,0.03179238364100456,0.028276726603507996
159,0.02445385232567787,0.015878496691584587,0.020714448764920235
160,0.024572720751166344,0.01586190238595009,0.020829293876886368
161,0.02434440143406391,0.03155870735645294,0.020930903032422062
162,0.024638717994093895,0.015693629160523415,0.02112201228737831
163,0.02442321367561817,0.03086778149008751,0.02123740315437317
164,0.02436761744320393,0.030652564018964767,0.021335292607545853
165,0.024461131542921063,0.015504762530326843,0.021380534395575523
166,0.024192795157432556,0.030712474137544632,0.02124723605811596
167,0.0246150903403759,0.015562488697469234,0.021343395113945007
168,0.024389276280999184,0.03110082820057869,0.02145779505372047
169,0.024536719545722008,0.015689251944422722,0.024060430005192757
170,0.02487600594758987,0.031414348632097244,0.02167253941297531
171,0.024589968845248222,0.031032396480441093,0.02145434357225895
172,0.024625202640891075,0.031071143224835396,0.02136371284723282
173,0.024771222844719887,0.03126166760921478,0.021427178755402565
174,0.02471190132200718,0.030819807201623917,0.025279495865106583
175,0.02481149509549141,0.03107900172472,0.028546422719955444
176,0.024799346923828125,0.015517122112214564,0.020636389032006264
177,0.024677854031324387,0.03127562999725342,0.020466553047299385
178,0.024646425619721413,0.01564357429742813,0.020181816071271896
179,0.024597536772489548,0.01586846634745598,0.020177701488137245
180,0.02427680604159832,0.015779878944158554,0.020357759669423103
181,0.024335281923413277,0.015562725253403189,0.020158395171165463
182,0.024556783959269524,0.015514908358454704,0.02014578133821487
183,0.024237604811787605,0.01539049856364727,0.02005157247185707
184,0.02376953698694706,0.01536894589662552,0.022746995091438293
185,0.023692935705184937,0.01572163961827755,0.01998796872794628
186,0.024165650829672813,0.031257595866918564,0.02025848627090454
187,0.024413876235485077,0.031174195930361748,0.02008514292538166
188,0.02453913353383541,0.030864201486110687,0.02028152160346508
189,0.024352971464395523,0.031175728887319565,0.02034129574894905
190,0.024348394945263863,0.03092474304139614,0.020426247268915176
191,0.024171248078346252,0.015372620895504951,0.020457055419683456
192,0.024163145571947094,0.015478231944143772,0.020634880289435387
193,0.02417399361729622,0.015463300049304962,0.020711716264486313
194,0.023815423250198364,0.030542727559804916,0.02042500674724579
195,0.02396523766219616,0.03078548423945904,0.02040286920964718
196,0.02390904910862446,0.01532729435712099,0.020639583468437195
197,0.024163922294974327,0.030577147379517555,0.020582713186740875
198,0.023986846208572388,0.031236331909894943,0.02092468738555908
199,0.024168239906430244,0.031247561797499657,0.02103344723582268
200,0.023992685601115227,0.015691746026277542,0.02117176167666912
201,0.024608535692095757,0.031598158180713654,0.021117528900504112
202,0.024817178025841713,0.031384438276290894,0.021120889112353325
203,0.024826999753713608,0.015627535060048103,0.020783064886927605
204,0.025078877806663513,0.015593110583722591,0.02070832997560501
205,0.02518128603696823,0.031060585752129555,0.020900819450616837
206,0.02513776905834675,0.015475067310035229,0.02086986042559147
207,0.025211742147803307,0.015432565473020077,0.020771542564034465
208,0.025765111669898033,0.015499811619520187,0.020788418129086494
209,0.025816135108470917,0.015739157795906067,0.020978447049856182
210,0.02576492726802826,0.015813730657100677,0.021020138636231422
211,0.025694215670228004,0.015828516334295273,0.02131650596857071
212,0.02565091848373413,0.015693366527557373,0.021801989525556564
213,0.02572957798838615,0.015613634139299393,0.02215395495295525
214,0.02549494430422783,0.015364783816039562,0.02183627150952816
215,0.02572102472186089,0.03079555369913578,0.021954603493213657
216,0.02605820819735527,0.030898313969373703,0.02231297455728054
217,0.0258715245872736,0.015214839950203896,0.022636963054537773
218,0.02566356211900711,0.015190375968813896,0.022661831229925156
219,0.026002174243330956,0.03070576675236225,0.02570127509534359
220,0.025899704545736313,0.015205775387585165,0.025493796914815903
221,0.025775356218218803,0.030378665775060657,0.02596374601125717
222,0.025522060692310333,0.015212803147733212,0.026292474940419197
223,0.025447338819503784,0.03032405488193035,0.02914823591709137
224,0.02581629529595375,0.01541067101061344,0.03105374425649643
225,0.02536913938820362,0.015367108397185802,0.031267572194337845
226,0.025413930416107178,0.03052937611937523,0.03228266164660454
227,0.0253453329205513,0.015476461499929428,0.03244622424244881
228,0.02521857433021069,0.030664514750242233,0.045808229595422745
229,0.025209935382008553,0.030546732246875763,0.03609243780374527
230,0.025279583409428596,0.03051239810883999,0.04518633335828781
231,0.025042610242962837,0.015138879418373108,0.05457055568695069
232,0.024878699332475666,0.029947731643915176,0.03220340609550476
233,0.025061285123229027,0.015159609727561474,0.03539174795150757
234,0.025142459198832512,0.030403563752770424,0.0362468995153904
235,0.025104425847530365,0.03078984841704369,0.03162362799048424
236,0.025050301104784012,0.030703574419021606,0.03139859437942505
237,0.024690933525562286,0.03096115030348301,0.030983787029981613
238,0.02483675256371498,0.031127991154789925,0.030632926151156425
239,0.02454616501927376,0.015337810851633549,0.03002831339836121
240,0.024629108607769012,0.031123913824558255,0.029558097943663597
241,0.024274220690131187,0.030771616846323013,0.02838055230677128
242,0.024212641641497612,0.030745094642043114,0.02781873196363449
243,0.024141032248735428,0.030689766630530357,0.02768373303115368
244,0.024177186191082,0.030184222385287285,0.02698834612965584
245,0.02416793815791607,0.015306015498936176,0.026136208325624462
246,0.02362188883125782,0.030240563675761223,0.025552745908498764
247,0.023467035964131355,0.015038210898637772,0.025053992867469788
248,0.02364395000040531,0.030228331685066223,0.025312745943665504
249,0.023550035431981087,0.015246493741869926,0.02534257434308529
250,0.023242104798555378,0.03104511462152004,0.02410631813108921
251,0.022962728515267372,0.030759619548916817,0.02373632788658142
252,0.022845622152090073,0.030932150781154633,0.023389441892504692
253,0.02267790585756302,0.03126664087176323,0.026175258681178093
254,0.0226302407681942,0.015563220717012882,0.025770053267478943
255,0.022206127643585205,0.015416293404996397,0.025515977293252945
256,0.021954821422696114,0.015245451591908932,0.02912290208041668
257,0.02204143814742565,0.015276022255420685,0.028914202004671097
258,0.022244254127144817,0.030512992292642593,0.028327228501439095
259,0.02229350619018078,0.0154208829626441,0.021445341408252716
260,0.02202475629746914,0.015279797837138176,0.02125007100403309
261,0.022170396521687508,0.030340397730469704,0.02082718536257744
262,0.022153696045279503,0.015221914276480676,0.020655857399106026
263,0.022247448563575745,0.015027545392513275,0.02097075618803501
264,0.022430451586842537,0.015208417549729347,0.020803187042474747
265,0.02239402011036873,0.015126706101000307,0.020442180335521695
266,0.02232037298381329,0.030362149700522423,0.02027947269380093
267,0.02203727699816227,0.030283695086836815,0.020035503432154655
268,0.02195686288177967,0.029967065900564194,0.01969311758875847
269,0.02221469953656197,0.015166071243584156,0.01990436762571335
270,0.02268935926258564,0.030518407002091408,0.020115448161959648
271,0.022504404187202457,0.030605299398303032,0.01990991272032261
272,0.02253578044474125,0.015247476287186146,0.019839134067296985
273,0.022794343531131744,0.03043006546795368,0.019836708903312683
274,0.022939316928386688,0.030262839049100876,0.019976794719696045
275,0.023035550490021706,0.03020244836807251,0.020349228754639626
276,0.02271414175629616,0.03049284406006336,0.02014743536710739
277,0.022849563509225845,0.030221132561564445,0.019939260557293892
278,0.02297062613070011,0.03097285702824593,0.019839148968458176
279,0.02312896773219109,0.030818456783890724,0.01984492130577564
280,0.02302700467407703,0.030811291188001633,0.0225826483219862
281,0.023320835083723068,0.015549076721072195,0.024448754265904427
282,0.02357114665210247,0.015890173614025116,0.023097055032849312
283,0.023382842540740967,0.015762295573949814,0.024539457634091377
284,0.023381803184747696,0.031481239944696426,0.02392275258898735
285,0.023487232625484467,0.015777524560689926,0.023632027208805084
286,0.023545315489172935,0.03161635249853134,0.023374885320663452
287,0.023877201601862907,0.01602710224688053,0.02348761446774006
288,0.02352810651063919,0.03218875825405121,0.024646153673529625
289,0.023249298334121704,0.032291170209646225,0.01855587027966976
290,0.023023217916488647,0.01596023328602314,0.018232202157378197
291,0.02327360399067402,0.01594061218202114,0.01812189444899559
292,0.023643264546990395,0.015988515689969063,0.01811620220541954
293,0.023338809609413147,0.01569734327495098,0.017846105620265007
294,0.023827729746699333,0.015911299735307693,0.017964284867048264
295,0.023732690140604973,0.03225883096456528,0.01823664829134941
296,0.023756118491292,0.0326533243060112,0.01816265471279621
297,0.02425515092909336,0.03346378356218338,0.01822553388774395
298,0.02426440827548504,0.016653429716825485,0.018357446417212486
299,0.02399564348161221,0.01641060784459114,0.01991891488432884
300,0.023913851007819176,0.01647576317191124,0.01997631788253784
