step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/r_hat_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/r_hat_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/r_hat_step
72,0.00280309274529591,0.014656017955241716,0.01025175834027544
73,0.0068728208717093175,0.01590178717069407,0.01279223728402915
74,0.0068728208717093175,0.018654737213796457,0.01279223728402915
75,0.006545271907708594,0.02171537274824241,0.01333772652489922
76,0.004177176772332797,0.02191052386213417,0.01333772652489922
77,0.004177176772332797,0.02191052386213417,0.01333772652489922
78,0.004843528538485124,0.02191052386213417,0.015560900440978251
79,0.003716177482413893,0.024502362532529617,0.009941663931740008
80,0.003716177482413893,0.024502362532529617,0.009941663931740008
81,0.003716177482413893,0.02799802310983604,0.005367963475503145
82,0.009683311065283851,0.021726414551503873,0.005367963475503145
83,0.010270750192038151,0.017395327425831306,0.006621034454334706
84,0.010270750192038151,0.017395327425831306,0.006621034454334706
85,0.008184953871237638,0.011743638328967855,0.008003349558618904
86,0.008184953871237638,0.015564028194608882,0.012777517167641094
87,0.008184953871237638,0.016491215677295223,0.01350262863369752
88,0.010839633466876062,0.016491215677295223,0.01632810905002974
89,0.010839633466876062,0.011254556217769034,0.01632810905002974
90,0.010839633466876062,0.011254556217769034,0.013209700675542252
91,0.011187896367491273,0.011254556217769034,0.011794754873957938
92,0.015318402621258838,0.009614887748167556,0.014365586625398157
93,0.015318402621258838,0.009614887748167556,0.014864451596773765
94,0.015318402621258838,0.00709936651420186,0.014864451596773765
95,0.014397861275355917,0.010969614016162713,0.014864451596773765
96,0.014603737660047474,0.011680807140984533,0.014864451596773765
97,,,0.014864451596773765
98,,,0.014864451596773765
99,,,0.018613299727776
100,0.014673798214597352,0.004757754346648471,0.019000047746679863
101,0.014673798214597352,0.004757754346648471,0.019000047746679863
102,0.012019364265216586,0.004757754346648471,0.019000047746679863
103,0.012267328137808594,0.008426676645057068,0.019000047746679863
104,0.012267328137808594,0.011449690205558968,0.019000047746679863
105,0.012267328137808594,0.014039429806204292,0.019000047746679863
106,0.012267328137808594,0.014045132222162282,0.019000047746679863
107,0.012267328137808594,0.012747154268397237,0.019000047746679863
108,0.012267328137808594,0.007743919784350807,0.016306798848456237
109,0.014943901741798007,0.010694015040555897,0.016306798848456237
110,0.014943901741798007,0.010694015040555897,0.02027763844100846
111,0.015052362323010398,0.012837709503606916,0.018508319329921304
112,0.016631398975462446,0.012837709503606916,0.018508319329921304
113,0.01725790269518671,0.012837709503606916,0.012134537283734185
114,0.01725790269518671,0.007956239598770896,0.007818032541711414
115,0.01725790269518671,0.008258523379979739,0.009872848072302143
116,0.01725790269518671,0.008258523379979739,0.011315544082616496
117,0.01992621647146638,0.008258523379979739,0.01235323032167053
118,0.01992621647146638,0.011211051408259856,0.01235323032167053
119,0.022017313359267977,0.012142688356332318,0.007882298153791982
120,0.02449395883252299,0.012142688356332318,0.007882298153791982
121,0.022806906702086363,0.012142688356332318,0.007882298153791982
122,0.01941641054874075,0.0069681316390859,0.008630674797473495
123,0.02251855643615204,0.00579640851966037,0.008630674797473495
124,0.023349200272907204,0.003390321084148981,0.008630674797473495
125,0.023349200272907204,0.003390321084148981,0.009587583212629668
126,0.016088838604276824,0.010008759299380292,0.009587583212629668
127,0.01645285640690237,0.010008759299380292,0.009587583212629668
128,0.011332977953825978,0.0115759813822228,0.009587583212629668
129,0.011332977953825978,0.011852365227760935,0.01019568434627989
130,0.013469359938231206,0.015574928334698736,0.007862002451395789
131,0.014880969202976747,0.015574928334698736,0.01333886062293485
132,0.015516658359830246,0.01869327610486407,0.01333886062293485
133,0.01572664503335667,0.01765232649606034,0.01333886062293485
134,0.01572664503335667,0.018872697033479123,0.018554956720568266
135,0.01572664503335667,0.020228539006770217,0.018554956720568266
136,0.016777690376303785,0.01199449929458722,0.018554956720568266
137,0.017114402609232554,0.01199449929458722,0.019648963404926265
138,0.013823359292897072,0.006185553021110903,0.019648963404926265
139,0.009232823272830568,0.006185553021110903,0.019648963404926265
140,0.01043340071463614,0.006538789748871863,0.016209545671677775
141,0.01043340071463614,0.007462003363162311,0.017239212533125423
142,0.009407905345015335,0.008463000027477924,0.01636590160712595
143,0.008773930573343598,0.008463000027477924,0.01636590160712595
144,0.010579663902990585,0.008700206407107992,0.018725389272022323
145,0.010579663902990585,0.009631172114823562,0.018757771570184923
146,0.0070117101762302925,0.01214074185811201,0.012222902579612652
147,0.007162674426661756,0.0128418222245418,0.012222902579612652
148,0.007162674426661756,0.012964368114939324,0.009111044601676306
149,0.007162674426661756,0.012964368114939324,0.009310762458117064
150,0.008718639513815655,0.012964368114939324,0.009310762458117064
151,0.009021633471571696,0.014427876919184976,0.013152315577380492
152,0.005010603549209257,0.014427876919184976,0.00954929653185265
153,0.005010603549209257,0.012687424588215883,0.010401709842162123
154,0.009952186607525736,0.012687424588215883,0.010401709842162123
155,0.009952186607525736,0.012687424588215883,0.011930740070301208
156,0.009952186607525736,0.009645292027176126,0.011930740070301208
157,0.009952186607525736,0.014847016945519528,0.013602020706935612
158,0.005261771623185894,0.011192683540749876,0.013602020706935612
159,0.005261771623185894,0.011192683540749876,0.009166296355177735
160,0.008387161346813828,0.011192683540749876,0.005619644521508689
161,0.00909302335397687,0.016320950267322536,0.005619644521508689
162,0.009227778776098676,0.016320950267322536,0.005935326650427385
163,0.009227778776098676,0.01700191249231902,0.007470967959533543
164,0.009227778776098676,0.016012441077629263,0.007470967959533543
165,0.0068076617835781394,0.016012441077629263,0.009346643672309855
166,0.008293417559637683,0.01647134963960077,0.009346643672309855
167,0.008293417559637683,0.01647134963960077,0.009346643672309855
168,0.008293417559637683,0.016476782502328594,0.009346643672309855
169,0.008293417559637683,0.016476782502328594,0.011116138473451258
170,0.009300457850087589,0.018791550141351837,0.010003394732205895
171,0.009300457850087589,0.019966381272535808,0.010003394732205895
172,0.00525018876231941,0.021288433533811865,0.010065821633990803
173,0.00525018876231941,0.015322394692297174,0.010065821633990803
174,0.00525018876231941,0.016108413598915294,0.012060388967580623
175,0.006905093099667345,0.012601440865022576,0.013699389837398553
176,0.006905093099667345,0.012601440865022576,0.009619512358246976
177,0.006793176473671742,0.006444381081820879,0.009619512358246976
178,0.006793176473671742,0.006444381081820879,0.005602218202383163
179,0.006806501562406476,0.006444381081820879,0.005568602892637145
180,0.006806501562406476,0.006444381081820879,0.005613031205528527
181,0.01026003440409022,0.006444381081820879,0.006714035548792794
182,0.01026003440409022,0.006444381081820879,0.005941020003279986
183,0.01026003440409022,0.006444381081820879,0.006950475521825388
184,0.01026003440409022,0.006444381081820879,0.011378766807806154
185,0.01273703801362771,0.006444381081820879,0.010594284826392335
186,0.013435548002631206,0.007794576921406369,0.009510596105611162
187,0.014313410546408594,0.00784391090955478,0.009532656409080352
188,0.014313410546408594,0.01045061905811049,0.009532656409080352
189,0.008942279356225451,0.00924701238839602,0.005186869922178362
190,0.008942279356225451,0.008246714673408767,0.00627499652155727
191,0.008942279356225451,0.008246714673408767,0.004461388707922703
192,0.008942279356225451,0.008246714673408767,0.004461388707922703
193,0.008942279356225451,0.008246714673408767,0.006090301885169655
194,0.008942279356225451,0.010403391823668147,0.0036144384527423863
195,0.011797490060884808,0.0077195507450798576,0.005003351880407963
196,0.011797490060884808,0.0077195507450798576,0.005003351880407963
197,0.011797490060884808,0.008333859270450515,0.005003351880407963
198,0.011797490060884808,0.011797130889598785,0.0063313015221126995
199,0.007776513236697573,0.01250877054484666,0.0063313015221126995
200,0.007776513236697573,0.01250877054484666,0.0063313015221126995
201,0.008095734076705226,0.014756623391132009,0.0063313015221126995
202,0.004975537367702162,0.01517639877226922,0.0063313015221126995
203,0.00932435784892168,0.01517639877226922,0.0063313015221126995
204,0.009757343706197965,0.01517639877226922,0.007270965864944305
205,0.01003007155682818,0.015185169283133026,0.007270965864944305
206,0.01003007155682818,0.015185169283133026,0.007270965864944305
207,0.01003007155682818,0.015185169283133026,0.008924147947692926
208,0.0052143568868841805,0.015185169283133026,0.009314025733694966
209,0.004299346513128918,0.015185169283133026,0.009314025733694966
210,0.004299346513128918,0.015185169283133026,0.009314025733694966
211,0.004259241134288187,0.015185169283133026,0.009314025733694966
212,0.006850257767072113,0.015185169283133026,0.009314025733694966
213,0.007258740369550333,0.015185169283133026,0.005125965448209464
214,0.007258740369550333,0.015185169283133026,0.006551687120885957
215,0.007703792628239047,0.016242782100907398,0.007487970943187303
216,0.007703792628239047,0.01844678108987016,0.007487970943187303
217,0.007703792628239047,0.01844678108987016,0.007487970943187303
218,0.004853181079230762,0.01844678108987016,0.008249242261843521
219,0.0031121337108388773,0.015834787664762543,0.010914491552645086
220,0.003712822193627203,0.015834787664762543,0.010914491552645086
221,0.003712822193627203,0.012499677941824638,0.010914491552645086
222,0.003712822193627203,0.012499677941824638,0.010914491552645086
223,0.003712822193627203,0.012594575710378643,0.011490890118284806
224,0.004506027179036188,0.012594575710378643,0.011490890118284806
225,0.004506027179036188,0.012594575710378643,0.011490890118284806
226,0.005562507818564929,0.009537004801483012,0.011490890118284806
227,0.005562507818564929,0.009537004801483012,0.011332199248380423
228,0.005562507818564929,0.00967320398640856,0.01570465422343454
229,0.01254568807539749,0.006275864732036699,0.01380611241638175
230,0.01254568807539749,0.006388205149091158,0.0145356137634688
231,0.01254568807539749,0.006388205149091158,0.017255238866204947
232,0.01254568807539749,0.0053830921090901734,0.010938504505135367
233,0.01254568807539749,0.0053830921090901734,0.010938504505135367
234,0.01254568807539749,0.008826634837785664,0.01130487197725914
235,0.007077107780081258,0.009629614627089354,0.00782043158900061
236,0.007379228919734711,0.01197046222007798,0.00782043158900061
237,0.007379228919734711,0.013190984169547514,0.009015952971299705
238,0.010056649781661698,0.01324111583040672,0.0049460029363644666
239,0.010056649781661698,0.01324111583040672,0.005006128390102266
240,0.010056649781661698,0.009702717337397204,0.005006128390102266
241,0.010056649781661698,0.011039340965724452,0.007370087458031862
242,0.011222411775367275,0.006448520055386622,0.007370087458031862
243,0.011222411775367275,0.007328094628686496,0.007370087458031862
244,0.011778322491264604,0.00912862699962998,0.007370087458031862
245,0.011778322491264604,0.00912862699962998,0.009606094195231231
246,0.012585672441739608,0.012010112964743877,0.009606094195231231
247,0.011509027919129451,0.012010112964743877,0.009606094195231231
248,0.011509027919129451,0.007371529150319463,0.0103164498914005
249,0.011509027919129451,0.007371529150319463,0.0103164498914005
250,0.014677922501489808,0.00749863517223842,0.006827383688421493
251,0.014300898588200796,0.00996543117325249,0.006827383688421493
252,0.007694671853422798,0.015822098374035688,0.0070781922894664106
253,0.010018480437275244,0.019034237207890884,0.011384088672826306
254,0.010858488911601905,0.019034237207890884,0.011384088672826306
255,0.0116117032063532,0.019034237207890884,0.011384088672826306
256,0.0060622854148596,0.019034237207890884,0.013056113007396656
257,0.0060622854148596,0.019034237207890884,0.013056113007396656
258,0.00997586880400066,0.012854693261516751,0.013056113007396656
259,0.00997586880400066,0.012854693261516751,0.006700622875369384
260,0.013438503263626618,0.012854693261516751,0.006700622875369384
261,0.013438503263626618,0.014189057987190523,0.0077975639146722255
262,0.014687158501987143,0.014189057987190523,0.0077975639146722255
263,0.01753904035817809,0.014189057987190523,0.0044946697508491135
264,0.01753904035817809,0.014189057987190523,0.0044946697508491135
265,0.01753904035817809,0.014189057987190523,0.0044946697508491135
266,0.018042700093088785,0.01447105329805683,0.0044946697508491135
267,0.018042700093088785,0.009435866116487144,0.004361378025658772
268,0.02047500598479196,0.012436350123453116,0.004361378025658772
269,0.02047500598479196,0.012436350123453116,0.002192834098618102
270,0.0235971680256375,0.012587484682811135,0.002571214421191977
271,0.0235971680256375,0.008363230509354098,0.002571214421191977
272,0.0235971680256375,0.008363230509354098,0.002571214421191977
273,0.018980849932017596,0.008473262046808015,0.002571214421191977
274,0.014401659573946634,0.0105010925317162,0.007564215045359094
275,0.0162284370071491,0.01209974860047234,0.0094611523292269
276,0.019526527153375654,0.014910131459972817,0.009267454853955573
277,0.019526527153375654,0.012423125684107424,0.009267454853955573
278,0.019526527153375654,0.015083425526781227,0.009267454853955573
279,0.0209632594338258,0.012324897243620028,0.009526367008113969
280,0.011107345783961406,0.008503069877097274,0.011394835986849252
281,0.011107345783961406,0.008503069877097274,0.012330191293491707
282,0.011107345783961406,0.008503069877097274,0.01206127518270276
283,0.011107345783961406,0.008503069877097274,0.012540362495886193
284,0.011107345783961406,0.00814291195114054,0.012540362495886193
285,0.006074414300915112,0.00814291195114054,0.012540362495886193
286,0.006074414300915112,0.008273925557694498,0.012540362495886193
287,0.006687728075246296,0.008273925557694498,0.012540362495886193
288,0.007767370982598064,0.011977062047591108,0.013131927774498968
289,0.008049245280206622,0.006635912371916445,0.010493777625504169
290,0.005494781919197021,0.006635912371916445,0.006863807041197828
291,0.005494781919197021,0.006635912371916445,0.00731198361993185
292,0.006411697871360395,0.006635912371916445,0.00731198361993185
293,0.006411697871360395,0.006635912371916445,0.00731198361993185
294,0.009644687033226872,0.006635912371916445,0.00731198361993185
295,0.009644687033226872,0.010805900829624428,0.00731198361993185
296,0.007946517769613536,0.012360290363457808,0.00731198361993185
297,0.007946517769613536,0.012440573355180527,0.008836622853648841
298,0.007946517769613536,0.012440573355180527,0.008836622853648841
299,0.009868812608337897,0.012440573355180527,0.010850156111084516
300,0.009868812608337897,0.012440573355180527,0.010850156111084516
