step,deepseek1.5b_sync_8gpu_entadapt_initial_lr1e-5-training/rollout_actor_probs_pearson_corr_step,deepseek1.5b_sync_8gpu_entadapt_lr1e-5-training/rollout_actor_probs_pearson_corr_step
166,0.9978514313697816,0.9978528022766112
167,0.998034656047821,0.998111128807068
168,0.9977698922157288,0.9977847337722778
169,0.9977609515190125,0.9975900053977966
170,0.9980308413505554,0.9978829622268676
171,0.996623992919922,0.9977814555168152
172,0.9977524280548096,0.9978386163711548
173,0.997585952281952,0.9978910684585572
174,0.9978308081626892,0.997813880443573
175,0.9977650046348572,0.9978535175323486
176,0.9987974166870116,0.9978606104850768
177,0.9977622628211976,0.99772047996521
178,0.9966461658477784,0.9977462291717528
179,0.9976888298988342,0.9976013898849488
180,0.9976360201835632,0.997548758983612
181,0.9977105855941772,0.997782588005066
182,0.997917652130127,0.997568130493164
183,0.9975825548171996,0.9975696802139282
184,0.997314751148224,0.9976264834403992
185,0.9977074861526488,0.9977523684501648
186,0.9981465339660645,0.9975325465202332
187,0.9978570342063904,0.997725546360016
188,0.9976181387901306,0.998073160648346
189,0.9975664019584656,0.997576117515564
190,0.9976025819778442,0.9979734420776368
191,0.9965168833732604,0.9976000785827636
192,0.9976446032524108,0.9975444674491882
193,0.997836172580719,0.9974616765975952
194,0.9975167512893676,0.997458517551422
195,0.9983691573143004,0.9974459409713744
196,0.9975749850273132,0.9974548816680908
197,0.9975576996803284,0.9973741769790648
198,0.9975398182868958,0.9975560307502748
199,0.9975205063819884,0.997374713420868
200,0.9976850152015686,0.9974912405014038
201,0.9974687099456788,0.9974451661109924
202,0.9974988102912904,0.9974364042282104
203,0.997529149055481,0.997539222240448
204,0.9975149035453796,0.9979267716407776
205,0.997563660144806,0.9976476430892944
206,0.9975762367248536,0.9978007078170776
207,0.9976018071174622,0.9974474906921388
208,0.9983185529708862,0.9961093664169312
209,0.9975901246070862,0.9974536895751952
210,0.9975394010543824,0.9974981546401978
211,0.9976242780685424,0.9975669384002686
212,0.9974282383918762,0.9974210858345032
213,0.997392475605011,0.9976317286491394
214,0.9973993897438048,0.9975488185882568
215,0.9974110722541808,0.997507393360138
216,0.9973081946372986,0.9974175691604614
217,0.9987735152244568,0.9975094795227052
218,0.9975032806396484,0.9974865913391112
219,0.9973731637001038,0.9974875450134276
220,0.9975050687789916,0.9974796175956726
221,0.9975056648254396,0.9973968267440796
222,0.9974243640899658,0.997472882270813
223,0.9973517060279846,0.9974732398986816
224,0.9974161982536316,0.9974688291549684
225,0.997395932674408,0.9977432489395142
226,0.9974932074546814,0.9975718855857848
227,0.9969633221626282,0.9974175095558168
228,0.9973689913749696,0.9976218342781068
229,0.9974100589752196,0.9959046840667723
230,0.9974662661552428,0.9975562691688538
231,0.9973626136779784,0.9975809454917908
232,0.9973016381263732,0.9974247217178344
233,0.9973797798156738,0.997350573539734
234,0.9973095059394836,0.9974107146263124
235,0.9974263906478882,0.9972941875457764
236,0.9973108172416688,0.9974246621131896
237,0.997705101966858,0.9974892735481262
238,0.9974138140678406,0.9974312782287598
239,0.9974077343940736,0.9988382458686828
240,0.9973416924476624,0.9972599148750304
241,0.9973198771476746,0.9974669218063354
242,0.9973023533821106,0.9973340630531312
243,0.997323215007782,0.9975064396858216
244,0.996947944164276,0.997362732887268
245,0.997619092464447,0.9974610805511476
246,0.9969375133514404,0.9974874258041382
247,0.997282326221466,0.997458517551422
248,0.9974256753921508,0.997494637966156
249,0.9972484707832336,0.9975951313972472
250,0.9972042441368104,0.9974574446678162
251,0.9971725940704346,0.9972615838050842
252,0.997319519519806,0.9978049993515016
253,0.9971330165863036,0.9973186254501344
254,0.9971649646759032,0.9973408579826356
255,0.9972821474075316,0.9972937107086182
256,0.9972264170646667,0.997322916984558
257,0.9972553849220276,0.9971118569374084
258,0.9971606135368348,0.9972596168518066
259,0.9972596764564514,0.9972721338272096
260,0.9973149299621582,0.9972363710403442
261,0.9972530603408812,0.9973318576812744
262,0.9972540736198424,0.997309148311615
263,0.997235119342804,0.9972142577171326
264,0.9972959756851196,0.9973090291023254
265,0.997285783290863,0.9974507689476012
266,0.9971873760223388,0.997456669807434
267,0.99728262424469,0.9972761869430542
268,0.9973875880241394,0.9973312616348268
269,0.9987009167671204,0.9973235726356506
270,0.995777428150177,0.9973044991493224
271,0.9972485303878784,0.9972312450408936
272,0.997249960899353,0.9968824982643129
273,0.9970996379852296,0.9971824884414672
274,0.9971715211868286,0.9972882270812988
275,0.9972305297851562,0.99738609790802
276,0.9971668124198914,0.9972978830337524
277,0.9975354671478271,0.9974927306175232
278,0.9972580671310424,0.9972471594810486
279,0.9986502528190612,0.9973057508468628
280,0.9971852898597716,0.9973757266998292
281,0.997237503528595,0.9973719120025636
282,0.9971861839294434,0.9976805448532104
283,0.9972270727157592,0.997330129146576
284,0.9971668124198914,0.9972084760665894
285,0.9972482323646544,0.997155487537384
286,0.998574674129486,0.9972787499427797
287,0.9972909092903136,0.9972082376480104
288,0.9970863461494446,0.9973228573799132
289,0.9972111582756042,0.9972295165061952
290,0.9972183108329772,0.9966757297515868
291,0.9954105615615844,0.9966707825660706
292,0.9971572756767272,0.9971307516098022
293,0.997266173362732,0.997227907180786
294,0.9975591897964478,0.996975600719452
295,0.9971891045570374,0.9970035552978516
296,0.995548129081726,0.9971193075180054
297,0.9972882270812988,0.9975152611732484
298,0.9971166253089904,0.9971295595169068
299,0.9970961213111876,0.996920645236969
300,0.9970901012420654,0.9970534443855286
