step,deepseek1.5b_sync_8gpu_entadapt_initial_lr1e-5-training/rollout_probs_diff_std_step,deepseek1.5b_sync_8gpu_entadapt_lr1e-5-training/rollout_probs_diff_std_step
56,0.008514875546097755,0.00823615025728941
57,0.008463568985462189,0.008115754462778568
58,0.008442047983407974,0.008153589442372322
59,0.008469662629067898,0.008124670013785362
60,0.008578353561460972,0.008297974243760109
61,0.008500555530190468,0.008250470273196697
62,0.008495977148413658,0.008268953301012516
63,0.0085263317450881,0.008193672634661198
64,0.008605719543993473,0.008282060734927654
65,0.00852872058749199,0.008209441788494587
66,0.00851189624518156,0.0081636356189847
67,0.008584373630583286,0.008182065561413765
68,0.008491036482155323,0.008084169588983059
69,0.008486906997859478,0.008180974051356316
70,0.008554691448807716,0.008189295418560505
71,0.008658040314912796,0.008332395926117897
72,0.00870831124484539,0.008343447931110859
73,0.008701727725565434,0.008404127322137356
74,0.008605437353253365,0.008273491635918617
75,0.008553601801395416,0.008156298659741879
76,0.00879779364913702,0.008391838520765305
77,0.008653024211525917,0.00822132732719183
78,0.008689438924193382,0.008225279860198498
79,0.008757371455430984,0.008335822261869907
80,0.00872365478426218,0.008366555906832218
81,0.008615677244961262,0.008274934254586697
82,0.008794952183961868,0.008377403020858765
83,0.00886056199669838,0.008395828306674957
84,0.008768090046942234,0.008266833610832691
85,0.00882228184491396,0.00830150581896305
86,0.00895217340439558,0.008353518322110176
87,0.008769957348704338,0.008373775519430637
88,0.008867270313203335,0.008342443034052849
89,0.008778217248618603,0.00835210457444191
90,0.008938316255807877,0.008394655771553516
91,0.00899573415517807,0.008457427844405174
92,0.008846290409564972,0.008395044133067131
93,0.008969881571829319,0.008382321335375309
94,0.009160293266177176,0.008523071184754372
95,0.008898008614778519,0.008424615487456322
96,0.00889254454523325,0.008261168375611305
97,0.009023113176226616,0.008489271625876427
98,0.009106166660785677,0.008548377081751823
99,0.008994978852570057,0.008426505140960217
100,0.008996802382171154,0.008472729474306107
101,0.009104679338634014,0.00853849295526743
102,0.00914896558970213,0.008618228137493134
103,0.00917582307010889,0.00849313847720623
104,0.009181278757750988,0.008577444590628147
105,0.009341894648969172,0.00875037256628275
106,0.00916758831590414,0.008636289276182652
107,0.009229863993823528,0.008772424422204494
108,0.009138615801930428,0.008722353726625443
109,0.009148865006864073,0.00863310694694519
110,0.009248705580830574,0.008744880557060242
111,0.009267725050449371,0.008875344879925251
112,0.009160175919532776,0.008888397365808487
113,0.009271456860005856,0.00895605143159628
114,0.0092548793181777,0.008720670826733112
115,0.00921445805579424,0.008713976480066776
116,0.009250719100236893,0.008754603564739227
117,0.009266134351491928,0.008770544081926346
118,0.009241296909749508,0.008950494229793549
119,0.009312206879258156,0.008931142278015614
120,0.009233512915670872,0.0088945422321558
121,0.009646142832934856,0.00911916233599186
122,0.009379630908370018,0.008935472927987576
123,0.00941895879805088,0.009068438783288002
124,0.00936748832464218,0.009083558805286884
125,0.009632072411477566,0.00926150567829609
126,0.00966758280992508,0.009226232767105104
127,0.009676302783191204,0.009122615680098534
128,0.00956537202000618,0.009209401905536652
129,0.009618054144084454,0.009220914915204048
130,0.009564871899783611,0.009296417236328123
131,0.009756074286997318,0.009404998272657394
132,0.009613322094082832,0.00926204863935709
133,0.009671565145254137,0.009251415729522703
134,0.009612035006284714,0.00922829657793045
135,0.009742005728185177,0.009248820133507252
136,0.009858474135398865,0.009457508102059364
137,0.0096608754247427,0.009185575880110264
138,0.009857199154794216,0.009241095744073393
139,0.009937883354723454,0.009561019949615002
140,0.010043857619166374,0.009514350444078444
141,0.009902266785502434,0.00929272174835205
142,0.0100852744653821,0.00936873909085989
143,0.010047933086752892,0.009332633577287195
144,0.010231506079435349,0.009523703716695309
145,0.010141504928469658,0.009379498660564424
146,0.010363023728132248,0.00960465893149376
147,0.010212120600044727,0.009538362734019756
148,0.010200655087828636,0.009604891762137411
149,0.010027472861111164,0.009621703997254372
150,0.010401101782917976,0.009951204992830752
151,0.010408619418740273,0.009851505979895592
152,0.010191457346081734,0.009716032072901726
153,0.010430315509438516,0.009735992178320885
154,0.010455235838890076,0.009889250621199608
155,0.010422882623970509,0.009781972505152224
156,0.010381467640399933,0.009889986366033554
157,0.010559112764894962,0.009942577220499516
158,0.0105481231585145,0.009975329041481018
159,0.010572991333901882,0.010078594088554382
160,0.01024036668241024,0.009807508438825607
161,0.01038783323019743,0.009828414767980576
162,0.010669809766113758,0.01001348439604044
163,0.01061935257166624,0.0098875118419528
164,0.01060820184648037,0.010102762840688229
165,0.010581763461232184,0.010038407519459724
166,0.010351994074881077,0.010070349089801311
167,0.010640552267432213,0.010366599075496197
168,0.01059104036539793,0.010085050947964191
169,0.010517670772969724,0.010155865922570229
170,0.01069625560194254,0.01014897134155035
171,0.010579347610473633,0.010011566802859306
172,0.01076953113079071,0.0100927772000432
173,0.010855715721845629,0.0102070402354002
174,0.010413546115159988,0.00997223984450102
175,0.010737492702901363,0.010087814182043076
176,0.01081386674195528,0.010122251696884632
177,0.01081645954400301,0.010249347425997255
178,0.010619565844535828,0.010200963355600834
179,0.010710717178881168,0.010173916816711426
180,0.010705236345529556,0.0101448567584157
181,0.010946904309093952,0.01026145089417696
182,0.01072448119521141,0.01032202411442995
183,0.01080693770200014,0.010211031883955002
184,0.01075031515210867,0.010264688171446323
185,0.010909438133239746,0.010338259860873222
186,0.010778683237731457,0.010391239076852798
187,0.01105958502739668,0.01039313431829214
188,0.011014838702976704,0.010254668071866035
189,0.010828453116118908,0.010202515870332718
190,0.01103933248668909,0.010430940426886082
191,0.010670085437595844,0.010250545106828213
192,0.010798539966344832,0.010371417738497255
193,0.01094093918800354,0.01046515442430973
194,0.010887770913541315,0.010535338893532751
195,0.010910100303590298,0.01057414710521698
196,0.010974974371492864,0.01050085760653019
197,0.010786746628582478,0.010366278700530527
198,0.01089106686413288,0.01041581854224205
199,0.01072243507951498,0.01034858264029026
200,0.01086910255253315,0.01034371554851532
201,0.010801006108522415,0.010250961408019066
202,0.011060920543968678,0.010563332587480543
203,0.01109037920832634,0.010491583496332169
204,0.0109921433031559,0.010424553416669369
205,0.011062531732022762,0.01041876059025526
206,0.010899114422500134,0.010447394102811812
207,0.010814822278916836,0.010515925474464892
208,0.011214508675038816,0.010532253421843052
209,0.011027601547539234,0.01058308593928814
210,0.010825056582689284,0.010362157598137856
211,0.01092476211488247,0.0103450333699584
212,0.011233729310333729,0.01060211844742298
213,0.010961724445223808,0.010314115323126316
214,0.011119958013296127,0.01034229900687933
215,0.011116314679384232,0.010590095072984695
216,0.011101619340479374,0.010529226623475552
217,0.011063607409596443,0.010414843447506428
218,0.011086522601544855,0.01055948343127966
219,0.01099258754402399,0.010424653068184853
220,0.01098501868546009,0.010495520196855068
221,0.011061898432672024,0.010471051558852196
222,0.011013617739081384,0.010428383015096188
223,0.011195585131645204,0.010468175634741783
224,0.011069745756685734,0.01041729375720024
225,0.01120396051555872,0.010453226044774055
226,0.011076899245381355,0.010377922095358372
227,0.011047981679439545,0.01039939559996128
228,0.011005459353327751,0.010239147581160069
229,0.011075783520936966,0.010400247760117054
230,0.01096724346280098,0.010400102473795414
231,0.011430356651544573,0.010482273064553738
232,0.011385885067284107,0.010945597663521768
233,0.011135085485875608,0.010522830300033092
234,0.011492659337818624,0.01072768121957779
235,0.011162640526890756,0.010697679594159126
236,0.011118315160274506,0.010346604511141775
237,0.01102201733738184,0.0104589918628335
238,0.011108131147921084,0.010698985308408735
239,0.011243591085076332,0.010613469406962396
240,0.01111584808677435,0.01066645234823227
241,0.011161538772284985,0.010496008209884168
242,0.011156853288412094,0.010557581670582294
243,0.011316422373056412,0.010652328841388226
244,0.011094463989138603,0.010323441587388515
245,0.011207455769181252,0.010475767776370049
246,0.011123135685920715,0.010418695397675036
247,0.011200794018805029,0.010449819266796112
248,0.01101635117083788,0.010507178492844105
249,0.01137776579707861,0.0104596558958292
250,0.01140977256000042,0.010584660805761814
251,0.011120970360934734,0.010419845581054688
252,0.011163407936692238,0.01056484878063202
253,0.011341962963342668,0.010624485090374948
254,0.011338834650814531,0.01059801410883665
255,0.011279094964265823,0.01061255019158125
256,0.011231865733861923,0.010553013533353806
257,0.01126211415976286,0.010817908681929111
258,0.011142538860440254,0.010491193272173405
259,0.011226225644350052,0.010644461959600449
260,0.011316291987895966,0.01071543525904417
261,0.011181475594639778,0.010649207979440687
262,0.01099035795778036,0.010433358140289783
263,0.011087588034570215,0.010512585751712322
264,0.01121833734214306,0.010533264838159084
265,0.01109213475137949,0.010516242124140264
266,0.01135069876909256,0.010608134791254996
267,0.011078211478888988,0.010656490921974182
268,0.011148565448820593,0.010548103600740433
269,0.011134415864944458,0.0106886625289917
270,0.011173728853464128,0.010583272203803062
271,0.01143979374319315,0.010820894502103329
272,0.011245348490774632,0.010563117451965807
273,0.011522075161337852,0.010806703940033913
274,0.011377430520951748,0.010765522718429564
275,0.01115881372243166,0.01048582512885332
276,0.011342165991663933,0.010627193376421928
277,0.01135823130607605,0.010603983886539936
278,0.011240096762776377,0.010506669990718365
279,0.011203600093722343,0.01061729807406664
280,0.011542130261659622,0.010751733556389809
281,0.011458981782197952,0.01063332986086607
282,0.011292465031147003,0.0105833625420928
283,0.011092809028923512,0.010539237409830092
284,0.0110907768830657,0.010525457561016084
285,0.01123540848493576,0.0106923533603549
286,0.011381645686924458,0.010553262196481228
287,0.011124340817332268,0.010711879469454288
288,0.011431013233959677,0.010662171058356762
289,0.011166125535964966,0.010608413256704807
290,0.011123974807560444,0.010557669214904308
291,0.011432412080466747,0.010543149895966051
292,0.01135291438549757,0.010636684484779836
293,0.011414531618356705,0.01069652009755373
294,0.011284898035228252,0.010638604871928692
295,0.011269678361713886,0.010664754547178744
296,0.01120875868946314,0.010502736084163187
297,0.011083186604082584,0.010726907290518284
298,0.011280474252998827,0.01061732042580843
299,0.011391688138246536,0.010784189216792583
300,0.011203018948435783,0.01057143323123455
