step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-actor/pg_loss_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-actor/pg_loss_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-actor/pg_loss_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-actor/pg_loss_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-actor/pg_loss_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-actor/pg_loss_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/pg_loss_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/pg_loss_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/pg_loss_step
18,0.03417292930195496,0.1754182738785292,0.04576397935791951,0.16397057825856284,0.19357408726695044,0.1825988862498586,0.16965266176100283,0.18980137326306085,0.04430989561979004
19,0.053721296403507174,0.16521018368529528,0.048235974140410254,0.1656448587501082,0.1718959448230266,0.20188914693284865,0.19711791320009472,0.1972842364421792,0.034709165483456254
20,0.051128151186206935,0.20369340339766495,0.06165488252960271,0.21230000863598789,0.18988036474786765,0.183314634638544,0.1799899636823322,0.1883050045598242,0.026243927686604423
21,0.05489466742022029,0.1880201256406673,0.058418527951289434,0.202340562067576,0.21579310755356573,0.21372998094435997,0.21483994437652632,0.220395016061957,0.038900743592351385
22,0.08043383285257732,0.22551714845063875,0.050234594093386216,0.22127363840756456,0.21137182727162487,0.22041567923283323,0.18864235547759264,0.193313869323812,0.024259889653306915
23,0.05167564252127811,0.19535002395658072,0.047725105589848854,0.1983825686116082,0.18505421651726855,0.20718946229551932,0.19790803254873027,0.200007103125836,0.05273278940772538
24,0.06214564224391699,0.2178700971216413,0.04859512569756979,0.19671310101963443,0.2234476346316848,0.21693677837486447,0.1778146807294063,0.20260308500935656,0.03874648093655456
25,0.07667349635221399,0.20212682627523507,0.055661272719468496,0.16724594077526556,0.1947386644545798,0.1984402773521984,0.2098156063357153,0.1678871476125026,0.053195758288105334
26,0.07245305975730945,0.2022776429001589,0.06242295454347706,0.1912540229117756,0.2158883526747653,0.1777133438350015,0.20924243052720645,0.19443575669414712,0.043980747251286326
27,0.09540829494494128,0.2083677974490759,0.0640608711541669,0.1970441592966381,0.23350669406108163,0.21277428893176875,0.18226352361809403,0.1890373695665039,0.0347962709111551
28,0.12121293925095718,0.1880031759272377,0.06691761716319888,0.19656085874721613,0.2001233452766276,0.2124280291925812,0.1769058150641839,0.19927604774218943,0.04960286445793827
29,0.05853748277741791,0.20670450587342845,0.05953422492808279,0.2033213678860193,0.166844526465502,0.13308120268098528,0.1483677564114346,0.1592754154726641,0.08804433914610854
30,0.07615368155486923,0.17452348305960186,0.06306588756964782,0.17234239526823375,0.16320370804373635,0.15974379172562053,0.16178912582351282,0.2034431259525858,0.06510875901471991
31,0.05016587052732635,0.18839382014550665,0.0625384542038185,0.17179417037881317,0.1339526864036175,0.14649191711436116,0.1526070803600305,0.1792698761863313,0.06134249747465754
32,0.07772580789819852,0.1933500217128312,0.053771319687257346,0.16854288008783586,0.15094077917496582,0.1284591077120341,0.15262182916354194,0.17712589649308938,0.08074906288311468
33,0.07476884949940191,0.145697690896483,0.07153522733664003,0.13846628126461188,0.12087044881001122,0.15033763550913434,0.10501749383909244,0.14213645595332813,0.05596027055049918
34,0.0890261733460695,0.12700634700158844,0.07613668757949199,0.13131422952441058,0.11245463977957117,0.12136333309771384,0.09119368864305535,0.09614268590196257,0.0454096502138588
35,0.061734964019302015,0.1442132459957396,0.08214075237467315,0.1511781865508965,0.11503627847355348,0.11802168120972484,0.09580197438181665,0.10008723203495988,0.05649024233849452
36,0.07815050470288554,0.1744130169353172,0.09192899788154936,0.15597028922861178,0.06661291224625616,0.10058283772556632,0.13834992694197962,0.1321523936083609,0.08952451007197644
37,0.0798244022390511,0.11644521433588088,0.07636460863677058,0.11361291060144568,0.09622645751126886,0.14195260831002088,0.1272615089537794,0.12224672551656111,0.05991653658394867
38,0.0697639886855829,0.12693803230240816,0.10959983794509752,0.13596584912460563,0.08795051109128897,0.07784407528039688,0.1050679392744011,0.09670926158363552,0.05816809944928322
39,0.0819971555022622,0.1157477187512829,0.10636343809999424,0.13311401008922985,0.09043991451004071,0.08402588858651662,0.05451502610667376,0.07319486884262005,0.07447627628466257
40,0.050851700291911814,0.13719995588018505,0.04073678892200405,0.09851514406812688,0.07318227983237843,0.08880439851581329,0.08195532082150597,0.08614205428013037,0.07183034605178465
41,0.10018054496764808,0.13434900012790735,0.06583717349470437,0.12841673694653283,0.07033568066929417,0.0457792444921714,0.056365586037766965,0.07860881367423644,0.07011466239821043
42,0.10549130819304586,0.10470095205442596,0.05833231967998846,0.09096353875844822,0.07622925008818995,0.07181403901229802,0.07274106079103149,0.10706686374257568,0.07723926875925763
43,0.05137614307477634,0.12774781772350252,0.06706965062724467,0.07345598596342218,0.04943386661631977,0.09851714471161747,0.0967045112370215,0.12554954378724895,0.1005440353948966
44,0.07230108059122678,0.07697390738929458,0.06804303620920535,0.09644185024251996,0.08755353112792363,0.08477758842248778,0.07562441854577173,0.110997668647221,0.07963758114136807
45,0.05750329321552485,0.08762889975546653,0.0781087074458281,0.06777332727051544,0.07582023939903593,0.0755744532405212,0.090451939585043,0.09831096139472112,0.07971413766254523
46,0.0646314041026331,0.12942694952514155,0.07513411629502356,0.10529755740935798,0.09076199286573684,0.09641050761609526,0.08128135145904404,0.053249776560278406,0.0444325392150276
47,0.06604709925914796,0.07253120968630355,0.08059533821714693,0.10368222644410709,0.05911349645042113,0.07346316859802755,0.0886905655170267,0.10830755950540633,0.07423577291238972
48,0.04282113426597789,0.10468869605301734,0.056565614298640016,0.0681295525971412,0.07442462916721043,0.07473154128183523,0.0720503367974743,0.06301395093214524,0.06132656127697878
49,0.04458678406626859,0.10151381945009536,0.09296282560420588,0.08994115365160671,0.0898129883337333,0.09895022903947392,0.07106609640708056,0.07278415891778423,0.06412372803992146
50,0.03770607938007315,0.12276978804767322,0.09470376316580528,0.07788576790848953,0.09201588180782412,0.08029564424256985,0.07181951560642119,0.05841917087332149,0.05923019578239844
51,0.06548814759589731,0.12001177726608936,0.1098374658524112,0.0806662833379318,0.09212598079963807,0.06985004724811006,0.07798123645924908,0.08619990890474583,0.07736218445694439
52,0.05523291304513503,0.10004061053526432,0.08715945979240228,0.06375436540128021,0.076539487930297,0.111114808024093,0.06471164026751305,0.08750577062453566,0.08030177447007089
53,0.03507184941440755,0.09739035818385768,0.07624027648529996,0.05816872036468661,0.08648437389310143,0.07357027384742217,0.11186107112344496,0.07311058312445633,0.056523975267362615
54,0.046905718776542926,0.057973318970528216,0.06523353602662813,0.0601378261174735,0.08578097268423185,0.10375055587193108,0.07777311094610519,0.0674476547195916,0.06638344229854978
55,0.0319008750939247,0.07167804765008948,0.06477749968211069,0.060971484848096225,0.1096325325217038,0.09652032451679415,0.11011845298829331,0.07440916641088038,0.07407289015504323
56,0.03599973071504792,0.09857219064433356,0.06639644328693892,0.07669800725307141,0.0980948882877581,0.08341422302995247,0.10236395845055744,0.05489507980339968,0.07444318506006514
57,0.05979772392867531,0.0693666546851412,0.0797942379708105,0.05216075872219032,0.10476431024538838,0.09834594373961936,0.12491916739604884,0.07859012000517396,0.0704984705966233
58,0.0588270081573094,0.10192150893025802,0.07360002566727214,0.073334983312634,0.11383402775946276,0.10970360090787935,0.12029369858610152,0.07998405021192555,0.06498089187763598
59,0.064528285043814,0.05769499510985471,0.06741846274346447,0.0697803843128213,0.11861689220868836,0.1266457179199757,0.10950622602563512,0.07582243991197833,0.0507562755052564
60,0.05582728242482404,0.08555455915195445,0.06882331619075843,0.10622747263187192,0.09637068408592311,0.09659108099809886,0.08461940068300464,0.10047212788700371,0.08145625973698153
61,0.05541367785838915,0.10075923208324232,0.08086290667070946,0.0875314962656429,0.08042765536096372,0.10711689662696842,0.09798746119340648,0.06039495206297081,0.05632326524592875
62,0.0667780959051657,0.08131410465534827,0.06842239399060525,0.04983145065853023,0.11854742683461056,0.10503740834706388,0.09098449087988011,0.0649482924400812,0.06462098950321567
63,0.07429044024191919,0.09277876809204932,0.06228827828373243,0.08828781559350318,0.10302985122812672,0.11755623039329964,0.09628738818864804,0.08501671654965703,0.07780610660758389
64,0.04223218465422118,0.11385317033212536,0.08015695879881254,0.08364890214503556,0.1008211854981614,0.09096037380536712,0.10022556624608116,0.08446271362335109,0.06281177967749126
65,0.07685237132799931,0.07652836751367431,0.06070239917607978,0.0936352514058586,0.07701189552991357,0.09263338317365484,0.08086671979043258,0.05372617591799806,0.057300621419724654
66,0.06343563625791027,0.08299998231746164,0.07997018640315601,0.09678280172486552,0.0797405974492143,0.10337957703526818,0.09116427015824388,0.06111726762416462,0.06724116097105853
67,0.05020767888687688,0.07156866042778881,0.08442559461319535,0.07519592140249642,0.1029629245073617,0.0827048033733215,0.09831063996534796,0.09038339121378168,0.06765920719600912
68,0.04143069442839048,0.08830712715939759,0.06389007521930148,0.09663611094839586,0.10643233712892795,0.11049513897028908,0.09250682668262442,0.10069284094955606,0.076265367325772
69,0.05794753845666909,0.08630158790037967,0.09294311539098785,0.09784860822219343,0.06586907064238882,0.08711835267451151,0.09657753124146869,0.10939406098393528,0.06298521816512412
70,0.05490217896872577,0.0733200709479919,0.054754389253503184,0.05974630698134813,0.07036016294657803,0.07669082413085775,0.07590627069815219,0.0585850541381458,0.05852701745216644
71,0.08105722211065072,0.07485037767174711,0.06994274306121309,0.07568947149967939,0.09903029564190936,0.10009156735336094,0.07631743399695934,0.0687457592802174,0.04095500903017905
72,0.04981153432091185,0.07912342718474166,0.0493785770480785,0.11359159465994,0.05395810077361067,0.060353693804928873,0.0797959383451396,0.07356188468610544,0.06388491964349263
73,0.06284971643403611,0.12390226211411776,0.06421901619170159,0.126134028136423,0.052760309235761985,0.06826683762311506,0.10081232317192236,0.07681217506992385,0.06816002288114226
74,0.06041033779012436,0.09431829371198495,0.05721766867415735,0.09428995984558984,0.09915159896708144,0.05352967967080664,0.08331837019068189,0.06306943168682563,0.04577239981379867
75,0.0648654527101371,0.08685605716584856,0.05567723767971448,0.1005710757059217,0.09757077172645566,0.07198700916261361,0.0914402046397653,0.11288227806988266,0.056689658926402715
76,0.03190694332828142,0.07492941913604975,0.06321214144881036,0.0937393467044066,0.05760060293112856,0.057901503650100494,0.07484099118887064,0.017086638788299524,0.020906405615652844
77,0.0548887695932458,0.09240459803780682,0.05716039364187964,0.10536846375341864,0.06328479072544724,0.07586381980021734,0.07756365990606261,0.07738620567963356,0.05885889421349727
78,0.07105693744158678,0.08179597403068328,0.06335728792226036,0.08401859145633353,0.07914873896515928,0.07147483625757398,0.07127078898237313,0.059118135683307,0.057540237447082865
79,0.052118757525022374,0.0820760520817595,0.0807492362210349,0.07850332107007643,0.08082257609203225,0.06735665364572521,0.0788040689557957,0.07281513069875217,0.04657263996584031
80,0.09679745216706376,0.06369097317856251,0.057009002584998275,0.09863846210323696,0.11616102512166436,0.08307513249383192,0.09084802227067378,0.06712115533317796,0.0704536486608263
81,0.03771100347020205,0.07027784192675762,0.03964627716758591,0.10325813870666407,0.0827815841616806,0.06636586362320587,0.06631672808445026,0.05391050057778259,0.03400222233418996
82,0.07852198209172911,0.07407297134669337,0.05339585098194862,0.07967817076694286,0.07059004413403112,0.08072440326629945,0.08226464789785336,0.06389113139405656,0.05218821068137913
83,0.047343140055318145,0.08220335197220979,0.025755560756806517,0.0996116586875538,0.05188074282075095,0.056364744052884545,0.07179947720221974,0.06558085442045125,0.05033497735631601
84,0.057216118219205074,0.08421446606593427,0.034052966961673134,0.09609006260229762,0.06601020659649007,0.06899563956982593,0.06076697852147524,0.06495418243096485,0.04136781681396921
85,0.057465214549772686,0.04685775770814329,0.04163206898859547,0.0875422225143618,0.036558774732434865,0.06499914646135746,0.06551128784706885,0.07631611513285239,0.06433410782406818
86,0.07726384519833118,0.07647330600634127,0.054935272179742846,0.0960257575282875,0.08133946291196315,0.06720936142836066,0.0771558983219115,0.0420382191320338,0.03802200803631571
87,0.06559490195821341,0.07482574319434016,0.05673512419851154,0.07317111857810232,0.07997660077063296,0.09272917640110892,0.06614339395985083,0.07352842212544362,0.043386897651209066
88,0.04679930265144494,0.0767318087027197,0.05442194560469538,0.08421564503499357,0.07230922068456971,0.048315922308271794,0.07206956073466297,0.06932673838218761,0.05697292692234947
89,0.06851519579057615,0.09470722415675197,0.05978637220727655,0.09950250467736622,0.07157397263309624,0.05024660984178665,0.06668385284946352,0.05876148056095668,0.05113799440805451
90,0.04998558000079356,0.07709548700413986,0.044079793015309766,0.07335516419354557,0.06536312358285715,0.06740732526064033,0.04067858502075146,0.05844096766055659,0.040870191281934046
91,0.04883570916803472,0.08504840950278207,0.05736571536276881,0.1015509067121648,0.05549206664085539,0.05528532424838939,0.06432331672968919,0.09901503889947584,0.05757882880791505
92,0.05021640074968066,0.05668782184811255,0.07630400520550515,0.0909068939675664,0.05345058955927601,0.053069782875051416,0.06989254574944968,0.055768635099497935,0.05049912915346795
93,0.06515846446666074,0.05896006317359732,0.04474912077901068,0.09024310399272507,0.08341126149102102,0.07630052699581331,0.051539263174430854,0.06369038921952273,0.04845854823684526
94,0.05640927609741031,0.05968428800663199,0.054608064286488414,0.07412929542977785,0.06488483065424078,0.0725672652129947,0.05210999733799029,0.06932204642383169,0.020866041599315634
95,0.06149111686082667,0.05186029276915684,0.04350400675350782,0.08292644929774963,0.0859118546763461,0.06588835843917075,0.07488027119346524,0.07502993020352733,0.04233255300156694
96,0.04986047037730007,0.06788013307151333,0.05490246092711203,0.059413790457054146,0.07936910299222769,0.07223424752447541,0.05657818272427701,0.06749488026635894,0.05807056208723225
97,0.04923625605806592,0.044034174386444434,0.055016206271931066,0.059021390505436366,0.0634483070523282,0.052596326184963495,,,0.03566220002769689
98,0.05301786622016259,0.05519775242325576,0.06643261294488588,0.07374419578520568,0.046969905892730195,0.044127447413302434,,,0.04252752481282543
99,0.06251205057967181,0.0794903574642376,0.060765871004581355,0.06687474686290369,0.0548428909743153,0.0444285535501395,,,0.07071687847260603
100,0.06229962705196622,0.06893848715554715,0.054641691593860744,0.07666480726573738,0.06486147764003124,0.06462285564125256,0.06850207032312028,0.065603201874991,0.05152876234393123
101,0.03805972266926879,0.06575448261949196,0.07716305531472531,0.06683758934769148,0.05519014408759846,0.0484859319219372,0.08185533946033241,0.07912927926542701,0.04549874719217003
102,0.06027679360138589,0.05852584630894639,0.04431067791463446,0.05709961530673728,0.0803054962445075,0.042802023926876896,0.07021712168812214,0.06938226624394397,0.04651714093970919
103,0.03854389486744032,0.07191173452560583,0.06625592723165624,0.06554300894069956,0.07611588666550233,0.03516748566067286,0.052241782950388144,0.05853707822663839,0.04225267103756778
104,0.047262774204682494,0.07172240703421161,0.04665602960985301,0.06010760838650752,0.0709365819845851,0.054893659487586566,0.048398482700577006,0.054213286218274495,0.051472414105703024
105,0.04475550537351998,0.07040022351186627,0.0785942829115811,0.07188066750000999,0.06663104822786281,0.06910560978172917,0.06780289101195247,0.07000204469204618,0.04473094879520229
106,0.06569763163295446,0.04469295238814934,0.05386893171012879,0.05297798191008951,0.08207477552205092,0.06813792070719053,0.10030887560515112,0.06784668236535875,0.05953192730188935
107,0.05938623558733311,0.05231185486546666,0.04156058510771901,0.04916789021696305,0.08288350028650664,0.06141711498316403,0.06103151359987494,0.04447239643782826,0.031042686580414217
108,0.040618570533139414,0.050593033591691275,0.05738962262158136,0.06218513556346243,0.09567667751023116,0.06337553475976973,0.049910523293012946,0.06856707503877463,0.052491701929284325
109,0.0397121250643858,0.08567431859555655,0.0763884961828353,0.06609199949659678,0.08411532288105078,0.04926748390789726,0.07542613647023437,0.06175556905994503,0.05837432889761874
110,0.05700479971710593,0.07171137110357481,0.0553335543313099,0.07825092739545249,0.059951755281010835,0.06093509069176552,0.07015848426017328,0.06186023746011957,0.048690544753515586
111,0.05127781806774745,0.059424115507934194,0.06269938304224827,0.07284594108575393,0.05176229632181477,0.05408002586055279,0.07098529225592135,0.05288529016009609,0.05717840925353812
112,0.03354503284617749,0.06962577167187671,0.06334732808624578,0.07910686903510634,0.09016815781183586,0.05808294819914461,0.055632734218508825,0.03736817055855948,0.032436985511786164
113,0.04413851731206866,0.05557160070824657,0.06621804790831065,0.0731775083839781,0.06342914401283298,0.053954674144458634,0.06534055729540628,0.04618767754477125,0.05095839537222804
114,0.045664825956063235,0.062149613036126546,0.04894437796392594,0.04817520646151695,0.04486905380811852,0.06303683041033227,0.04760216072961492,0.0640206092094511,0.04197866445229011
115,0.049454104068418554,0.06537639997642192,0.06289210649265442,0.04663072090220845,0.04584046206825102,0.0541119916773536,0.05836329062897181,0.05222374398384572,0.0641620918904664
116,0.04417002277328078,0.0658670830964492,0.058437830417662755,0.07332281408785063,0.0612385217208032,0.055649222811074366,0.0715830551077488,0.04701191323539733,0.03707545629696965
117,0.04592580079000019,0.0547334553536769,0.061448578628144984,0.07105315318201771,0.0593458074775602,0.05231597348603444,0.03993542950136767,0.06985569050432792,0.05991904728944064
118,0.048707476671552286,0.059537377763933225,0.04781793721445461,0.05211985864055653,0.05599582340030739,0.06167187229867623,0.05180634094479804,0.035761822714965655,0.04386694328715661
119,0.0301177872260108,0.09100295974313956,0.06300585570311847,0.0743218437807324,0.034567390290260916,0.04924351280368422,0.050015597699185545,0.04082741758917875,0.047308890186575976
120,0.03697465682660764,0.07303752509306881,0.041476377494594395,0.042080986032755494,0.045446646309101835,0.060057205669842295,0.06276936311790807,0.06017737405717424,0.042829750786906866
121,0.027337389643328016,0.05949436336980239,0.06937079283918042,0.04814308487488341,0.04854029111276545,0.07287634241930918,0.05196612842458611,0.0556383075858725,0.05048824106601214
122,0.04219231962890584,0.07106792221921275,0.0425252659647652,0.04913351272419368,0.04329756451392123,0.0379118186694062,0.06303643336448456,0.05352797940470149,0.04336634849716488
123,0.05153440278627386,0.04117059123918329,0.054711533562719225,0.063936531662822,0.04265102261722538,0.06796501266439413,0.04137204731999078,0.05629235797186993,0.04488504400942474
124,0.06176267687826313,0.09012767540989444,0.05299884989079529,0.0504205448191551,0.04569184030333417,0.06671298100386354,0.047459554998110505,0.058521016096840586,0.03339097536009237
125,0.06537128159599138,0.07199817932631136,0.06092569544661705,0.04874504647963668,0.05560479245768339,0.05241265519415246,0.03685071820764517,0.04627273142036489,0.02581780518776213
126,0.05105546021870538,0.05055034443457293,0.06686081782633362,0.07086305068020202,0.04902097793748515,0.04426014012648938,0.03863470154788552,0.04114988837606087,0.04857456628524233
127,0.0411062238862916,0.05259844469510427,0.048937278326009526,0.046577928267652176,0.05704005882623332,0.04917460238808332,0.035471399939577916,0.05612800816561503,0.054337279432251015
128,0.05248517055759508,0.06026107120269444,0.04939361405462084,0.03608197781917018,0.044609327537733896,0.05557500285014176,0.03892076697101242,0.0558862931379234,0.04179581167638964
129,0.0632304670460358,0.05908303249546338,0.05724104788835879,0.05055026025430005,0.04062930322663092,0.04454632484218261,0.02825115542338394,0.04621206482560785,0.054068932785211424
130,0.058726501101773465,0.04343584179924188,0.0580180699049932,0.03127442758596813,0.029554041844890248,0.053396674422805934,0.04018032661321225,0.06694378289945521,0.05477855768823518
131,0.05105323432379759,0.05697358391443077,0.06204421486692506,0.06794460089882956,0.038214109790816214,0.05386335568618961,0.03777136196902789,0.05032650690897272,0.040442245865506266
132,0.04013853033959297,0.05501843724280326,0.03686426267009474,0.06773421823546462,0.03228611884858563,0.04634154709837228,0.04598920061976862,0.06063502670278669,0.03712886117448631
133,0.04704749750898271,0.04976513580599022,0.04523075461201502,0.06020061914455998,0.03649638494269375,0.04066154840831203,0.030984431196379267,0.0527266079425317,0.05994849677808815
134,0.05705854249775738,0.05878844208659996,0.06145609502588438,0.04863787995907586,0.03431341784289543,0.04222558575727615,0.04583482238847543,0.054061326631603554,0.047985675886708413
135,0.05306401645208597,0.05693501714267769,0.05290343175875023,0.037570090701012825,0.04954972432298948,0.03972244098339515,0.04794059814172981,0.05384051323543597,0.04918586135359614
136,0.05427919173436951,0.07731004168509618,0.05833311255963436,0.06151596647993613,0.060276842382422494,0.0478968009227078,0.03477478483725,0.05861645180094026,0.03897408132179407
137,0.058250205938545865,0.05838735562163397,0.05053186441606765,0.0608993105692292,0.04274947954563686,0.0676809623258841,0.05401998637665252,0.04987471231668263,0.04649872576839315
138,0.05836812193892375,0.043058108711011296,0.029719704869325816,0.032493942589223335,0.05615370925483552,0.042545061903688806,0.06880086382186752,0.040344962400280675,0.036692355263059855
139,0.04055162973780926,0.035649092313360595,0.049376644092454194,0.06622355275214527,0.0585263442890688,0.0662501941099579,0.03342038076435629,0.04534268471373556,0.037161971817517445
140,0.056589165685556296,0.07423821503076138,0.047187909735164166,0.05621168481777299,0.0455551966527256,0.033550993062817724,0.06122545478159183,0.0538956231276744,0.032504050813210936
141,0.05790225942473626,0.050128684493661,0.04578576052719856,0.05810348487173872,0.06434326181203544,0.05012595689283991,0.04254754716950831,0.06054826137228196,0.031669215658136324
142,0.044846695374063626,0.03456450406156364,0.05434559416527109,0.051333748419940664,0.06712016521516105,0.061981117848033895,0.05101282320528197,0.0616436692717899,0.027002678575609385
143,0.06333374050078228,0.04749566147534336,0.0502655153122426,0.04769859710665371,0.05420900026037998,0.03103060248050545,0.040707663318042056,0.054111908893805544,0.020959214630137363
144,0.06882958404266423,0.038467885950874345,0.05355015456734691,0.0413311917335178,0.08108367841812739,0.05483694660766847,0.04708740604107685,0.03440509827568247,0.03361703672414354
145,0.037928660998542314,0.04679708747426047,0.034504281197263884,0.057611826303304706,0.05535621787639684,0.04945854236077713,0.04485138582243416,0.06090760569167008,0.030649138478432123
146,0.039682423514831394,0.0522971843907726,0.05900368373375463,0.060745478084726,0.06029200498585276,0.051481689718792426,0.04334502726085607,0.060026912974104854,0.04753691436457706
147,0.05790295056790248,0.049922589143725896,0.031577283582414066,0.04106880399054366,0.07542453539453595,0.031294685349469845,0.06958304823411277,0.047845845480257096,0.03484110817791791
148,0.06445054512311656,0.05236744210369101,0.04116682471143768,0.04253084370787914,0.07528015838517083,0.07127919246538567,0.05221363112765462,0.07679138191030543,0.03500393355756791
149,0.05594587498872945,0.03741363112018454,0.030296735731503252,0.059739939526884375,0.07954098616173724,0.05736961966309345,0.048866696134178995,0.058595338914433096,0.038870053073979866
150,0.08148597678655012,0.05223818212814674,0.042705557503520855,0.06274389591802294,0.06919952237658436,0.05133429008235811,0.03792165848426521,0.05648834741471849,0.0393978017294822
151,0.06403423928070542,0.038440866587916386,0.06515614407190266,0.03545338659383369,0.0484340185248584,0.025973394980246665,0.04896569052552877,0.05267888723220064,0.047313866134668627
152,0.04694541233000468,0.07175873458490012,0.043826866604917754,0.04870928420764119,0.08108102904941342,0.06464479512512862,0.03154073484135249,0.051189398363931105,0.03020206051850335
153,0.04979215374462203,0.03855584680220798,0.052720167131423405,0.033174703354404755,0.07388418904309603,0.055413276280188786,0.034318320594090776,0.045871670852648094,0.054376476085771605
154,0.06911567575558653,0.053158158816384256,0.04223393650883939,0.03988507540996021,0.08408565720050032,0.0593118116815379,0.05084484268177459,0.03841365562057992,0.03353708991183908
155,0.06898316509290857,0.03031431823021397,0.047006656047112,0.038071910968260354,0.05193659616915076,0.054267993198369543,0.06180100387427956,0.0776566094706747,0.049031147536071434
156,0.05542065971530974,0.04047803669723366,0.03549724803234679,0.04741475617952852,0.04753932851969071,0.06465692328653516,0.0439462779491135,0.05693870022534813,0.05089201069333488
157,0.06871701118102971,0.05490666352274466,0.057458533873279136,0.054908325462556126,0.03979533150285373,0.04888510035571495,0.06374907167773927,0.0605166417479172,0.048502786673468606
158,0.04360264420392923,0.03614329600089028,0.03401742558352777,0.03476030306260595,0.05603584151261505,0.04911766785478808,0.04986430312515279,0.06565933315141592,0.05294099708675946
159,0.05942718893998781,0.04394790285606544,0.0692355679749778,0.06238526888046181,0.053170944842147745,0.06616014194116274,0.05009188236880091,0.049329618940407126,0.03671695135643757
