step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-actor/entropy_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-actor/entropy_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-actor/entropy_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-actor/entropy_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-actor/entropy_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-actor/entropy_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/entropy_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/entropy_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/entropy_step
24,0.7111777663230896,0.5988335609436035,0.4648944437503814,0.5865616202354431,0.6393927335739136,0.574752926826477,0.5694001317024231,0.554450273513794,0.4285631775856018
25,0.6977174282073975,0.6006798148155212,0.46003568172454834,0.5844747424125671,0.6355769634246826,0.5634633302688599,0.5275493860244751,0.5232066512107849,0.41160112619400024
26,0.7057784199714661,0.5897761583328247,0.45567160844802856,0.5796516537666321,0.5912033915519714,0.5296570658683777,0.5372846722602844,0.5334912538528442,0.4193528890609741
27,0.7112331390380859,0.6447027325630188,0.4796747863292694,0.6207805871963501,0.6193027496337891,0.5704867243766785,0.559948205947876,0.5538305044174194,0.4262121319770813
28,0.6712939143180847,0.61236971616745,0.47099626064300537,0.5961071252822876,0.5879583358764648,0.5448979139328003,0.5444439649581909,0.5417429804801941,0.4286861717700958
29,0.6550155282020569,0.5835579633712769,0.47072961926460266,0.5545133948326111,0.5656085014343262,0.5219701528549194,0.5359510779380798,0.5262199640274048,0.4126875400543213
30,0.6460394859313965,0.5796211957931519,0.4671245813369751,0.5562992095947266,0.5576982498168945,0.5015875101089478,0.5121545791625977,0.5120260119438171,0.4221698045730591
31,0.6665789484977722,0.5754973888397217,0.4773969054222107,0.5615639686584473,0.5362119674682617,0.4970046579837799,0.5398898124694824,0.5253296494483948,0.44188427925109863
32,0.6472768783569336,0.5693522095680237,0.4723237156867981,0.5519915223121643,0.5225740075111389,0.4851691424846649,0.5194963216781616,0.5168157815933228,0.42200255393981934
33,0.6650881171226501,0.5370193719863892,0.4568852186203003,0.5227533578872681,0.544333279132843,0.5063081383705139,0.5324257612228394,0.5244280099868774,0.4363888204097748
34,0.6589052677154541,0.5554284453392029,0.48708635568618774,0.532590925693512,0.5272502899169922,0.49282845854759216,0.5307298898696899,0.5197033286094666,0.4377746880054474
35,0.6819136142730713,0.5681481957435608,0.48373904824256897,0.5395943522453308,0.5316514372825623,0.4873387813568115,0.5101658701896667,0.4981819689273834,0.4111723303794861
36,0.6582008004188538,0.5396528840065002,0.49110299348831177,0.5197809338569641,0.5113554000854492,0.4823215901851654,0.5151783227920532,0.5156936049461365,0.4394929707050323
37,0.6735310554504395,0.5343090891838074,0.4793767035007477,0.5128927230834961,0.5110581517219543,0.4959520101547241,0.4998664855957031,0.4961194396018982,0.42384251952171326
38,0.6285367608070374,0.5423024892807007,0.4972776472568512,0.5304768085479736,0.4922400712966919,0.4780240058898926,0.5120134949684143,0.5088208317756653,0.4263386130332947
39,0.6424045562744141,0.5489974617958069,0.49716365337371826,0.524311900138855,0.5153865218162537,0.5057163834571838,0.504166841506958,0.5081348419189453,0.4295368492603302
40,0.6416453123092651,0.5232733488082886,0.490984320640564,0.5013181567192078,0.5057142376899719,0.4983883500099182,0.4742684662342071,0.47512248158454895,0.4111584722995758
41,0.6213445067405701,0.4964115619659424,0.4778386652469635,0.48131975531578064,0.4971283972263336,0.5022646188735962,0.5031774044036865,0.5183134078979492,0.4376061260700226
42,0.5929580926895142,0.5043047666549683,0.4963113069534302,0.49247440695762634,0.4901951551437378,0.5003716945648193,0.4754248559474945,0.48499855399131775,0.42375701665878296
43,0.5628129839897156,0.4995375573635102,0.4910171926021576,0.4915863275527954,0.47791150212287903,0.4714179933071137,0.4609041213989258,0.4684025049209595,0.41142910718917847
44,0.5317877531051636,0.4877488911151886,0.4801724851131439,0.47106993198394775,0.4710230827331543,0.46201449632644653,0.4664034843444824,0.4780283570289612,0.4128645360469818
45,0.5437953472137451,0.4887208342552185,0.4885384738445282,0.4653809070587158,0.48915278911590576,0.4767029881477356,0.4719226360321045,0.48955366015434265,0.4280774593353271
46,0.5420651435852051,0.4715500771999359,0.4859026372432709,0.45099127292633057,0.4742152690887451,0.4552837312221527,0.4698389172554016,0.4877638816833496,0.42039602994918823
47,0.543674886226654,0.5255609154701233,0.5276759266853333,0.49260637164115906,0.4772980809211731,0.4670897722244262,0.4453890025615692,0.4603799283504486,0.40509453415870667
48,0.5288426280021667,0.4901345372200012,0.5002774596214294,0.4713955819606781,0.4763580560684204,0.45566219091415405,0.469897598028183,0.482215017080307,0.42008623480796814
49,0.4999968707561493,0.4866125285625458,0.4948335289955139,0.4641222059726715,0.4689655303955078,0.4566928744316101,0.44908255338668823,0.46228453516960144,0.4040402173995972
50,0.508189857006073,0.4972781538963318,0.5129410028457642,0.4691689908504486,0.49654775857925415,0.47617360949516296,0.4574047029018402,0.4709268510341644,0.41060325503349304
51,0.4616558253765106,0.46603456139564514,0.4779604971408844,0.4428391754627228,0.471381276845932,0.4467222392559051,0.44361960887908936,0.45646315813064575,0.3874036073684693
52,0.4704822301864624,0.4667404890060425,0.4898441433906555,0.4476652443408966,0.47936010360717773,0.4566172659397125,0.4458577036857605,0.4547269642353058,0.3899206519126892
53,0.4753521978855133,0.4952993988990784,0.5234461426734924,0.4643350541591644,0.494627445936203,0.4676537811756134,0.453098326921463,0.47019290924072266,0.40314847230911255
54,0.46516290307044983,0.4787053167819977,0.5068276524543762,0.4517676830291748,0.4906657934188843,0.4643498659133911,0.47494471073150635,0.4839275181293487,0.4212244153022766
55,0.4721246063709259,0.4706186354160309,0.4929161667823791,0.43940970301628113,0.507174551486969,0.4804251790046692,0.47874054312705994,0.4917624592781067,0.421471506357193
56,0.44997885823249817,0.4550256133079529,0.47435539960861206,0.43683359026908875,0.4980550706386566,0.468285471200943,0.49258920550346375,0.5004973411560059,0.4275192022323608
57,0.4360993504524231,0.4608774781227112,0.4957403838634491,0.43879204988479614,0.48020926117897034,0.4466388821601868,0.47837674617767334,0.48500239849090576,0.4086590111255646
58,0.4603998064994812,0.45201513171195984,0.4885071814060211,0.4290083646774292,0.5122007727622986,0.4836750030517578,0.4746573865413666,0.4842816889286041,0.4147511124610901
59,0.44785597920417786,0.4772365689277649,0.5003207325935364,0.4520190954208374,0.5038439631462097,0.4806497097015381,0.4714481234550476,0.48064562678337097,0.40755894780159
60,0.4483923614025116,0.4446648061275482,0.479666531085968,0.42752090096473694,0.5068733096122742,0.4698280096054077,0.5042824149131775,0.5123217701911926,0.4369707107543946
61,0.44091954827308655,0.440964013338089,0.4800342321395874,0.42221543192863464,0.504753828048706,0.47690221667289734,0.49168822169303894,0.5050426125526428,0.4222683906555176
62,0.4435991048812866,0.47977590560913086,0.5224898457527161,0.45826491713523865,0.499575138092041,0.4744792878627777,0.48766428232192993,0.501931369304657,0.4216035306453705
63,0.44141536951065063,0.44723907113075256,0.49205482006073,0.42921897768974304,0.5020758509635925,0.4782730042934418,0.47763070464134216,0.4936080873012543,0.4085816442966461
64,0.4212550818920135,0.4458958208560944,0.49567675590515137,0.4302118718624115,0.4856337308883667,0.4596551060676574,0.5018126368522644,0.523813784122467,0.4220406413078308
65,0.4278600215911865,0.4405717849731446,0.4862515330314636,0.4202679693698883,0.5006750226020813,0.47424066066741943,0.47342610359191895,0.4972088932991028,0.3976090550422669
66,0.414471834897995,0.45436641573905945,0.5062354803085327,0.43971237540245056,0.4876301884651184,0.4653383791446686,0.47373342514038086,0.5018858313560486,0.4040183126926422
67,0.4398404359817505,0.4280474781990051,0.47633516788482666,0.4141380190849304,0.5162599086761475,0.4932270348072052,0.48337578773498535,0.5130767226219177,0.4088206887245178
68,0.44304415583610535,0.4540565609931946,0.5090948939323425,0.4419803023338318,0.5101441740989685,0.49489015340805054,0.4554551839828491,0.4777776598930359,0.37671729922294617
69,0.43237727880477905,0.4511599540710449,0.5122864842414856,0.43631187081336975,0.4933188855648041,0.4952947795391083,0.44702377915382385,0.4840015172958374,0.3820938467979431
70,0.45039236545562744,0.43308189511299133,0.4880884289741516,0.4261104166507721,0.5044115781784058,0.4995696246623993,0.4622972011566162,0.5012497305870056,0.3871569335460663
71,0.4332421720027923,0.4308443367481232,0.4878624379634857,0.4185880422592163,0.48780515789985657,0.49242860078811646,0.47814688086509705,0.5267347693443298,0.4086010754108429
72,0.4266015589237213,0.4423309862613678,0.49498409032821655,0.43597644567489624,0.4921226501464844,0.4881841242313385,0.4867153465747833,0.5395638346672058,0.4239929020404816
73,0.438383013010025,0.4397570490837097,0.4858686625957489,0.4262801110744476,0.5088682770729065,0.5061797499656677,0.45641663670539856,0.5038935542106628,0.3986505568027496
74,0.4150466322898865,0.46491682529449463,0.5127713084220886,0.4537256062030792,0.4878523647785187,0.4745998680591583,0.45416420698165894,0.49759986996650696,0.4033975303173065
75,0.41627272963523865,0.4515085518360138,0.48882046341896057,0.4366688728332519,0.4893040657043457,0.48229745030403137,0.4539625644683838,0.4973359704017639,0.4000667929649353
76,0.4389304220676422,0.4605589509010315,0.4975106418132782,0.4478842616081238,0.5213192105293274,0.5092140436172485,0.4847795069217682,0.537439227104187,0.4273490905761719
77,0.42695775628089905,0.4827534556388855,0.5102820992469788,0.4684692621231079,0.5030871033668518,0.48701679706573486,0.4415850043296814,0.489947646856308,0.3932139277458191
78,0.4231104850769043,0.46160611510276794,0.496281385421753,0.44916918873786926,0.49974748492240906,0.4825499355792999,0.4544813930988312,0.5027661323547363,0.41186484694480896
79,0.42626142501831055,0.46922311186790466,0.4957756698131562,0.4563424289226532,0.4995469152927398,0.4868495762348175,0.4593657851219177,0.5052003860473633,0.4197334349155426
80,0.4132653474807739,0.46628478169441223,0.49649596214294434,0.4569205641746521,0.4827265739440918,0.46360889077186584,0.4546155035495758,0.5008835196495056,0.40714287757873535
81,0.4163103997707367,0.4591396749019623,0.5006742477416992,0.455417275428772,0.4913015365600586,0.4811192452907562,0.45387521386146545,0.4983108639717102,0.41058316826820374
82,0.41850224137306213,0.4762374460697174,0.5077303051948547,0.4803008437156677,0.5051935315132141,0.4814096689224243,0.4678351581096649,0.5122008323669434,0.4237731099128723
83,0.4223909080028534,0.4806558489799499,0.5125290155410767,0.4840890765190125,0.5011349320411682,0.4874567687511444,0.4663562476634979,0.5072228312492371,0.4231527745723725
84,0.4371485114097595,0.4658136069774628,0.5009580850601196,0.4606168568134308,0.5204314589500427,0.5007684826850891,0.45947733521461487,0.4995928704738617,0.4207723140716553
85,0.42555728554725647,0.4881383180618286,0.5241709351539612,0.4757213294506073,0.5095040202140808,0.4860948622226715,0.47008275985717773,0.5180931091308594,0.4314808845520019
86,0.427627295255661,0.4665169715881348,0.49794265627861023,0.465811550617218,0.5029736161231995,0.48344558477401733,0.4568611979484558,0.4997905194759369,0.4223651587963104
87,0.4201573133468628,0.4696411192417145,0.5016067624092102,0.46385127305984497,0.4867696464061737,0.4714491069316864,0.45849525928497314,0.505988597869873,0.4343688189983368
88,0.42688795924186707,0.4991310238838196,0.5322108864784241,0.4995771050453186,0.4895144999027252,0.48023414611816406,0.4559848606586456,0.49935010075569153,0.4205258786678314
89,0.4273986518383026,0.4904424548149109,0.5249751806259155,0.4854776263236999,0.48616284132003784,0.4700947701931,0.4503510594367981,0.4933766722679138,0.417716771364212
90,0.4485589563846588,0.5026036500930786,0.5312384963035583,0.49160346388816833,0.492387056350708,0.481950968503952,0.4503602087497711,0.4923940598964691,0.4198772013187408
91,0.4325917959213257,0.4838787019252777,0.5205652713775635,0.4745826721191406,0.4776381552219391,0.4717741012573242,0.4727537930011749,0.5100271105766296,0.4385335445404053
92,0.4223254024982453,0.47495487332344055,0.523282527923584,0.4752178192138672,0.4639889895915985,0.4610917270183563,0.46332934498786926,0.5078758001327515,0.43490803241729736
93,0.45524975657463074,0.4791361093521118,0.5411176681518555,0.47960034012794495,0.4910441935062408,0.4849484860897064,0.4731068611145019,0.5162734985351562,0.4367567002773285
94,0.4523884356021881,0.4902260899543762,0.5578997135162354,0.4881536364555359,0.48341310024261475,0.4823870360851288,0.4869271218776703,0.5259560942649841,0.4413268864154816
95,0.4291659593582154,0.4882414042949677,0.5538427233695984,0.48540955781936646,0.4519453048706054,0.45331820845603943,0.4644059538841248,0.5050856471061707,0.4129250645637512
96,0.43961283564567566,0.4801468849182129,0.5486707091331482,0.4764269888401031,0.4620789587497711,0.4618431627750397,0.44160717725753784,0.48611077666282654,0.4025173485279083
97,0.44706445932388306,0.4564887285232544,0.512859046459198,0.4460526406764984,0.4711015522480011,0.4658071994781494,,,0.4216299951076507
98,0.4679022133350372,0.4737627506256103,0.534262478351593,0.4556271731853485,0.48993951082229614,0.48382067680358887,,,0.4157344400882721
99,0.44429469108581543,0.4641505479812622,0.529731810092926,0.45126062631607056,0.4632318615913391,0.4589262008666992,,,0.3938198983669281
100,0.4518458843231201,0.4812595844268799,0.542953610420227,0.46284058690071106,0.47290506958961487,0.47090384364128113,0.48381733894348145,0.5003917217254639,0.4004506468772888
101,0.443223774433136,0.4462251663208008,0.5148401856422424,0.4358446002006531,0.4771707355976105,0.4672693610191345,0.4830223023891449,0.5063502788543701,0.4024703800678253
102,0.4438940584659576,0.465641587972641,0.5299142003059387,0.4466420114040375,0.4801521301269531,0.4745744466781616,0.49147677421569824,0.5131198167800903,0.4071016907691955
103,0.4499170482158661,0.4612746238708496,0.5254144668579102,0.4360498785972595,0.4929362833499909,0.4804145693778992,0.4694569706916809,0.4900113344192505,0.38625335693359375
104,0.431578129529953,0.47633522748947144,0.5451905727386475,0.4545263350009918,0.4648529887199402,0.4674173891544342,0.4950758218765259,0.5102337598800659,0.4042445719242096
105,0.4381402730941773,0.47863173484802246,0.5372230410575867,0.4594150483608246,0.4708358943462372,0.4763918817043304,0.5026836395263672,0.5127323269844055,0.3988433182239533
106,0.4482170343399048,0.4608802795410156,0.5126833915710449,0.43441301584243774,0.4877057373523712,0.492822140455246,0.49742719531059265,0.4950411915779114,0.3913656771183014
107,0.4173460006713867,0.48441293835639954,0.549613893032074,0.4674111604690552,0.4564228951931,0.47138646245002747,0.5099532604217529,0.4994799494743347,0.3963038623332978
108,0.4192267954349518,0.47917038202285767,0.5496370792388916,0.4682374894618988,0.4594393968582154,0.4751664698123932,0.4985338747501374,0.4798485934734345,0.37774962186813354
109,0.4014236330986023,0.4680998921394348,0.5302316546440125,0.45295658707618713,0.44441846013069153,0.4679836630821228,0.4961385428905487,0.46659940481185913,0.3599083721637726
110,0.41475170850753784,0.4782704114913941,0.540475070476532,0.4668187201023102,0.4641599655151367,0.48742109537124634,0.5170121192932129,0.4722925126552582,0.3732038140296936
111,0.4022938013076782,0.470422238111496,0.5380754470825195,0.4613174498081207,0.4484815895557403,0.47077903151512146,0.5206088423728943,0.47881829738616943,0.3770383298397064
112,0.3862394392490387,0.4702053368091583,0.543409526348114,0.46784940361976624,0.4313807785511017,0.4554281234741211,0.5048811435699463,0.4584797322750091,0.3587014377117157
113,0.3795803487300873,0.45672062039375305,0.5234920978546143,0.4498813450336456,0.4341881275177002,0.4560197293758392,0.533206045627594,0.4775487184524536,0.384131520986557
114,0.3722366690635681,0.4863968193531037,0.5586562752723694,0.4760334193706513,0.4292164742946625,0.45302727818489075,0.5063902735710144,0.4541243612766266,0.3609991669654846
115,0.3799855411052704,0.4798359274864197,0.5546405911445618,0.4673995971679687,0.4319773316383362,0.4624749124050141,0.5097299218177795,0.4509909451007843,0.3614463210105896
116,0.3911243677139282,0.4888198375701904,0.5551019310951233,0.4676445126533508,0.44727981090545654,0.48685356974601746,0.5183176398277283,0.46039801836013794,0.3680668771266937
117,0.3636969029903412,0.4717637300491333,0.5360279679298401,0.4499877393245697,0.4128622114658356,0.4514055848121643,0.49205246567726135,0.4263826310634613,0.35175979137420654
118,0.3706476092338562,0.4841472506523132,0.5490777492523193,0.4567328989505768,0.41921982169151306,0.46323496103286743,0.5123493671417236,0.4465751349925995,0.3731846809387207
119,0.3690507709980011,0.4709886908531189,0.5256161689758301,0.4390593469142914,0.4127323627471924,0.4621689617633819,0.4977079927921295,0.4322834312915802,0.3742676675319672
120,0.3818784654140472,0.4890079200267792,0.543437123298645,0.4492108821868897,0.4262682497501374,0.4871619641780853,0.4866541922092438,0.423387348651886,0.36605942249298096
121,0.3751142919063568,0.4833744466304779,0.5431697368621826,0.4415253400802612,0.4172172248363495,0.4807532727718353,0.5004982948303223,0.433775782585144,0.3764234185218811
122,0.3692513108253479,0.5154101848602295,0.5731337666511536,0.4757235646247864,0.4074975550174713,0.478308618068695,0.4700891971588135,0.41470521688461304,0.3506307601928711
123,0.3726021051406861,0.4907923638820648,0.553520917892456,0.44759681820869446,0.4079905152320862,0.4837462604045868,0.4767034649848938,0.4231332838535309,0.36730122566223145
124,0.3833225965499878,0.47945886850357056,0.5298514366149902,0.44183868169784546,0.4199620485305786,0.4990350902080536,0.47208231687545776,0.41206246614456177,0.3693188726902008
125,0.3542942702770233,0.5186134576797485,0.580935001373291,0.4817070960998535,0.390646755695343,0.4703042209148407,0.4794048070907593,0.4287892282009125,0.36901289224624634
126,0.3816298842430115,0.4719969928264618,0.5238097310066223,0.4415978491306305,0.41661158204078674,0.48866528272628784,0.47188860177993774,0.4261455237865448,0.3762572705745697
127,0.36831381916999817,0.4969674050807953,0.5540228486061096,0.4717799425125122,0.4014134407043457,0.4873715043067932,0.45954784750938416,0.4258269071578979,0.3671701550483704
128,0.36275726556777954,0.4833332300186157,0.5368523001670837,0.4590435028076172,0.404834508895874,0.48173031210899353,0.4628145396709442,0.4205184280872345,0.36645448207855225
129,0.35967159271240234,0.5013711452484131,0.5664501190185547,0.4803593754768371,0.3982827961444855,0.4760719835758209,0.4652179479598999,0.4182756841182709,0.36592376232147217
130,0.3552592098712921,0.493710994720459,0.5510032176971436,0.4740404784679413,0.391950786113739,0.4691530764102936,0.46916812658309937,0.4303966760635376,0.3812815845012665
131,0.3417929708957672,0.4827668070793152,0.555712103843689,0.4767882823944092,0.3969131410121918,0.4651110172271729,0.47590604424476624,0.43586480617523193,0.3879511952400207
132,0.35452690720558167,0.46429094672203064,0.5334191918373108,0.4688233137130738,0.4023917019367218,0.47144603729248047,0.45245614647865295,0.4197503328323364,0.3676430284976959
133,0.3701556921005249,0.4914973974227905,0.5675271153450012,0.4874303638935089,0.42250701785087585,0.4918656647205353,0.4482661783695221,0.4152158498764038,0.3594009280204773
134,0.35285112261772156,0.4922057986259461,0.5613300800323486,0.49370911717414856,0.4099974632263184,0.4770745635032654,0.44664010405540466,0.4170184135437012,0.35750675201416016
135,0.34542039036750793,0.4534533619880676,0.5227358937263489,0.46056047081947327,0.3987475037574768,0.4622210562229157,0.4741021990776062,0.4392004907131195,0.371596485376358
136,0.32896918058395386,0.478361040353775,0.5633967518806458,0.4837545156478882,0.38816481828689575,0.4522510766983032,0.4790169596672058,0.4482749402523041,0.37968209385871887
137,0.3326399326324463,0.48148173093795776,0.5719174742698669,0.48431557416915894,0.38794171810150146,0.4612472355365753,0.42008209228515625,0.39652568101882935,0.32556235790252686
138,0.3386757969856262,0.494709312915802,0.588082492351532,0.507686972618103,0.3978687226772308,0.4646628499031067,0.42468732595443726,0.4113007187843323,0.3243620693683624
139,0.3472941517829895,0.49412572383880615,0.5741862058639526,0.5034470558166504,0.4040963649749756,0.47287535667419434,0.4569251835346222,0.4373616874217987,0.3558861017227173
140,0.3589918315410614,0.502276599407196,0.5801132917404175,0.5076695084571838,0.4125045239925385,0.48543792963027954,0.45197057723999023,0.4394470453262329,0.3560539484024048
141,0.3462977111339569,0.4775294959545135,0.5513496398925781,0.48852208256721497,0.40305832028388977,0.47151613235473633,0.4167434275150299,0.4106985628604889,0.32693803310394287
142,0.34431982040405273,0.4753604531288147,0.5542103052139282,0.4878281354904175,0.4038041830062866,0.4646598994731903,0.4146365523338318,0.40950968861579895,0.3253161907196045
143,0.35257601737976074,0.49582207202911377,0.5769214034080505,0.510593831539154,0.4158048927783966,0.48870912194252014,0.4228282272815704,0.41962969303131104,0.3306156098842621
144,0.3540750741958618,0.47696441411972046,0.5597790479660034,0.4942223131656647,0.42808976769447327,0.48861104249954224,0.4405966103076935,0.4433079361915589,0.3497076630592346
145,0.360773891210556,0.4810624420642853,0.5548450946807861,0.49387308955192566,0.433392196893692,0.5036081075668335,0.4026050865650177,0.41432812809944153,0.32070866227149963
146,0.3594183325767517,0.4846354126930237,0.5530790090560913,0.5009734034538269,0.4261521100997925,0.4888971745967865,0.42913818359375,0.4370889961719513,0.34296029806137085
147,0.3616320788860321,0.500386655330658,0.5685540437698364,0.5083191990852356,0.4170064926147461,0.4829043447971344,0.42326250672340393,0.4379814565181732,0.3375259041786194
148,0.36772364377975464,0.4899007976055145,0.5536342859268188,0.5050547122955322,0.4225010573863983,0.49257075786590576,0.4059184491634369,0.4247427880764008,0.3217277228832245
149,0.37817421555519104,0.4903221130371094,0.5637572407722473,0.5009057521820068,0.43408337235450745,0.5085147023200989,0.3921005129814148,0.4129435122013092,0.3131919205188751
150,0.3713386058807373,0.4858513474464417,0.5589123964309692,0.4926574826240539,0.4251279532909394,0.4992883801460266,0.4065502285957336,0.4313480257987976,0.33555421233177185
151,0.389409065246582,0.49521636962890625,0.5689191222190857,0.49708735942840576,0.4436129033565521,0.5266789793968201,0.417377769947052,0.4331430196762085,0.3415294289588928
152,0.3674203157424927,0.4972825348377228,0.5774432420730591,0.49866193532943726,0.4220721125602722,0.5021717548370361,0.3915866017341614,0.41879376769065857,0.31726518273353577
153,0.38585954904556274,0.4955875277519226,0.5656902194023132,0.4928346574306488,0.432220995426178,0.5176467299461365,0.38347309827804565,0.41511285305023193,0.31789541244506836
154,0.37757062911987305,0.49044865369796753,0.5595731139183044,0.4845035374164582,0.4334605038166046,0.5145735144615173,0.3932410776615143,0.4176148772239685,0.33193302154541016
155,0.3683929741382599,0.48904702067375183,0.5713066458702087,0.4821888506412506,0.41803643107414246,0.5047164559364319,0.3997685313224793,0.4274311065673828,0.3370770514011383
156,0.3788725733757019,0.4899021089076996,0.5677306056022644,0.4865340292453766,0.4184772670269013,0.508673369884491,0.39022061228752136,0.4236459732055664,0.31854358315467834
157,0.3727675378322602,0.4878537356853485,0.5655207633972168,0.48391109704971313,0.4116515815258026,0.4969310164451599,0.394734799861908,0.4284019768238067,0.32442280650138855
158,0.381525993347168,0.47332972288131714,0.5507810711860657,0.4654271006584167,0.4116730988025666,0.4945890605449677,0.384480744600296,0.4232304096221924,0.3188058137893677
159,0.3801603317260742,0.47284936904907227,0.5551150441169739,0.4669955372810364,0.4138331711292267,0.5000919103622437,0.40619614720344543,0.44893762469291687,0.33525550365448
160,0.3811176121234894,0.4931095540523529,0.5865904688835144,0.4852255582809448,0.4023963510990143,0.493451327085495,0.3627103567123413,0.4139266312122345,0.30254679918289185
