step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/g_A1_dot_A2_step
253,-9.036255217862776e-07,0.00011517839451539283,1.0843033126777466e-05,-5.860759200182861e-06,-1.958477258900672e-05,-6.54092560271829e-05,7.912284357083529e-05,0.0001532158280668715,0.00017041884000827608
254,-1.3161973852093218e-05,2.3071739946226216e-05,-0.00010618528098151158,-7.64215113159774e-05,7.294254515254474e-05,-0.0001481057906994305,4.3909206293106786e-05,-5.550546745311878e-05,-0.00010273018658171476
255,0.00013163100257266273,-3.886730613348354e-05,-1.594519248386327e-05,0.00012119894775738276,-2.790925741766224e-05,-9.446958623386156e-05,4.3431654949929046e-05,-3.426323930937409e-05,-4.544756001912514e-06
256,-3.5674996755217176e-06,0.00012637707419685485,-0.0001378358532750456,-8.476680198960654e-05,0.00010344637927046995,-5.298623914112137e-05,1.1537283347797181e-06,-0.00011223952030157872,8.093772296902873e-05
257,4.206635381347998e-05,9.29907517032466e-05,2.152837963352064e-06,0.0001110595197579417,3.5318966054733404e-05,8.172670619219958e-05,-1.0846361575896535e-05,-3.969913936449013e-05,-2.130000677242826e-06
258,-4.711965847728589e-05,-0.0001525715096043551,-0.00010419456419040337,-1.4157242431554236e-05,7.824933967443604e-06,-6.257735126432066e-05,0.00012878770935821507,1.8003328277270534e-05,-8.727258772113356e-06
259,-1.3925357976735936e-05,1.800327036391949e-05,0.00014504834334491757,5.302703998038628e-05,-1.2275410876711743e-05,-1.9541947447914064e-05,-0.00015924764152453602,-0.00011001773445936206,1.057947821083172e-06
260,-0.00012221540541257868,-7.390094280759672e-05,7.484518734243857e-05,-7.769158898755698e-05,8.06140538859384e-06,3.599428610610071e-05,0.00010630485307951038,-6.0539128185041204e-06,-8.322368669772925e-05
261,3.9004667891959e-05,-8.848485803597025e-05,7.035973551722167e-05,-0.00014523793449842742,4.811456858342624e-05,-9.148636824201556e-05,-2.0058795221548228e-05,6.587362397775708e-05,4.694516674044087e-05
262,8.808573434284071e-05,-1.3178566092695017e-05,1.454336789434488e-05,-5.4169819967252375e-06,-6.225228536788245e-05,-8.19533180533999e-05,6.154317332422626e-05,-1.3808423390961277e-05,-0.00019946224794351953
263,1.714528326272103e-05,-3.7280514298466575e-05,-6.405214444728039e-05,9.375139792000117e-05,2.837617598496684e-05,3.382299398174435e-05,0.0001128837151203583,-5.763381570622213e-05,4.241296153838708e-06
264,-3.639039554586758e-05,4.180901259079702e-06,-1.7046895439293557e-05,-4.654711969004218e-05,5.840143401962884e-05,-8.193085509010625e-05,-4.5140508874350655e-05,-1.9890770921891616e-05,-4.493530376807462e-05
265,-4.2055721306108554e-05,-9.091678865469713e-05,4.081253630544068e-05,2.4726062864575023e-05,3.838682557604345e-06,3.242297279873689e-05,-6.405572898362091e-05,-7.384645490295566e-05,-3.867341803478213e-05
266,-9.58979298707896e-05,7.834251211069636e-06,4.41271540719208e-05,4.9217274111090075e-05,-4.7013551699783214e-05,5.0389422526285405e-05,5.767288072584436e-05,4.6076528936564575e-05,-8.648502384618929e-05
267,9.104426408482626e-05,-9.411624525320731e-05,-3.366246055763846e-05,4.695784619634058e-05,-1.417123321480154e-05,-5.9197096303579405e-05,-5.563113886472199e-06,1.1766206423859336e-05,1.1267043713897484e-05
268,-1.0901580867719524e-05,-0.00011382464869225158,4.154790910908264e-05,2.3536570136318168e-05,8.364576775584358e-05,-1.128534247022774e-05,0.00011345731412521696,9.60819649236541e-05,-2.877335811007077e-06
269,6.90329247502615e-05,6.513133099379013e-05,9.79794390060034e-05,-6.939920693340711e-05,9.913105201003567e-06,2.648966476670644e-05,-3.17581110666039e-05,-7.111139837979219e-05,7.588977931888067e-08
270,2.4991687308694115e-05,3.501578474227785e-05,-4.889015426156185e-05,-3.1638972992493336e-05,2.3395417514788383e-05,1.280409480583805e-05,0.00015419128331577058,3.971589870967892e-05,1.9397390498974815e-05
271,-3.886063851931691e-05,9.323293796343776e-05,-5.3484019618340594e-05,-3.207888722655588e-05,-3.299774749553708e-05,5.0200793200380175e-05,-5.523963669388456e-05,1.16642275813866e-05,-3.18929804163118e-05
272,3.2595060738152154e-05,4.632313142805621e-05,6.293956976739097e-05,9.197511099802245e-05,-2.887183664573129e-05,0.00011221617523941868,-8.882346136558054e-06,-5.039735419425908e-05,-2.815531608920387e-06
273,-1.1722066913167346e-06,-1.4781495733508617e-05,2.484358608407361e-05,1.754344646976295e-05,5.477362031349699e-05,7.13509688575893e-05,4.013851882691759e-05,2.6455378611273785e-05,-5.87587377469612e-05
274,3.535925666776302e-05,-7.450288791278368e-05,-3.931305329496619e-05,-0.00011800218345891258,-9.560482792521712e-06,-8.537870567991597e-05,2.5997890316859867e-05,7.091864899761574e-05,0.0001610661242776559
275,-6.582764643493305e-05,-2.6802018742307848e-05,-8.771308662186851e-05,8.578108293198663e-05,-8.29526963017825e-05,2.9864043815212455e-05,9.031694203776676e-05,7.127960821462158e-05,8.322770539087917e-05
276,7.222656853138741e-05,1.0546449095372785e-05,6.495636159539175e-05,1.7466917413088224e-05,-4.4386728811104544e-05,0.000118456859928791,0.00010973863431079188,0.00011451482066848016,2.2988980942360832e-05
277,-2.8234444068494627e-05,5.698018370014074e-05,6.514391812621563e-05,0.00016357011216647073,6.856697804027559e-05,-9.88078735679668e-07,-1.640017730360827e-05,2.4482611888235894e-05,-1.703134329466133e-05
278,-5.359477424008134e-05,1.3413240041018333e-05,8.121493190309117e-05,-2.6944903914295947e-05,0.0001058036289833502,3.344302920591392e-05,-6.174993436154031e-05,0.00011714839945424156,-4.703696846090072e-05
279,-4.77721621636032e-05,0.00013260488838938542,8.266963567255659e-05,3.462788547928365e-06,-4.438874792161356e-05,4.010705628991681e-05,9.3624029058587e-05,2.4791508836602397e-05,3.367018399974419e-05
280,7.621334516511215e-05,-0.00011740433002579807,-7.4962124562118165e-06,-7.853528500368392e-05,2.452688545538431e-06,7.171931018579678e-05,3.248044660698831e-06,1.213051917296994e-05,8.042375817209614e-05
281,-1.0858633146342904e-05,-9.781623934922666e-05,-1.8372861132065e-05,5.557631071399982e-05,-0.0001061609749024852,-2.348607575226277e-05,-1.0687905883621776e-05,-8.579240640082462e-05,6.118154212290589e-05
282,2.8783646563140467e-07,3.498458547141979e-05,2.7264036436138437e-05,1.5278708274212465e-05,1.7208469181157987e-05,6.556198553411268e-06,-4.839369421759683e-05,-1.7399305964514803e-05,3.5606091940320426e-05
283,2.7544988828665583e-06,-2.0275083937915993e-05,4.6395156961558184e-05,-7.595087068007795e-05,-2.4656257383009747e-05,-4.263546331368287e-05,-0.00011024481251924891,-2.2446326770933773e-05,4.954358739518032e-05
284,0.00013440714765731456,0.00010278999601560152,5.911102319525637e-06,-0.00011287550745608676,-2.4620131123486135e-05,9.237865143392352e-05,-5.6450483248725165e-05,2.231445586164381e-05,-2.0075062079642913e-05
285,-7.525194498231363e-05,-2.5680869002092173e-05,-3.475612062871699e-05,-0.0001774670059986201,-3.1204976457850464e-05,0.000217490381231899,2.7356025373832514e-06,-0.00012211718132825594,-2.4225895387863885e-05
286,3.7430136627011746e-05,-4.30415731177514e-05,-4.785507084061381e-06,-6.8883432909248125e-06,2.057510731258602e-05,-3.821278208205994e-05,-2.2366372667999012e-05,2.658532313018102e-05,-1.8184492923617228e-05
287,-1.5143312015905607e-05,-9.363470746670748e-05,5.611372139896464e-05,8.797704402018308e-05,8.435731979068985e-06,7.682961161202588e-05,3.744342220299992e-05,-6.388985617344431e-05,-2.9695198611913692e-05
288,-5.495830837195744e-05,3.707835250212965e-05,-2.1058034425127673e-06,-2.9265141182406923e-05,6.134788774201375e-05,9.44439321340244e-06,4.212147904944119e-05,0.00012877144933475903,5.533852669687848e-05
289,7.886363278730623e-05,-3.653933838486868e-05,-4.366062269221717e-05,-3.737341513069075e-05,-2.8266629781998375e-05,0.00015244629031388796,2.4235592679505907e-05,3.6685638102071704e-06,2.030624598529341e-05
290,-3.3866992264956274e-05,9.15560388114478e-05,3.0030401355418693e-07,3.308508864570434e-05,4.18286738901957e-05,-7.970440493311557e-06,7.68462981096316e-06,-7.442127450201491e-05,7.414621021652397e-06
291,9.987766941401847e-06,-2.2492155856064824e-05,2.1504267573208232e-05,4.106436263583299e-05,-0.00011468626875105968,0.0001880399481925723,-0.00014474057431084397,-6.729021367849949e-06,2.957180672611495e-05
292,-5.062265728981042e-05,-5.672463810414078e-05,7.521891254684748e-05,0.00013141772857104458,6.317847360500169e-05,-0.00012243378490500663,4.613857433847879e-05,-3.920451093429272e-05,-9.843202776396094e-07
293,-8.539711764728291e-06,3.9603439124441027e-05,1.619305294352497e-05,1.632245590506526e-05,-8.487413406694525e-05,6.593861446646652e-06,-5.999715831588778e-05,-3.93440490604966e-05,-9.254616294769829e-06
294,1.0796070999168814e-05,9.04812651501178e-07,5.119915476481238e-05,-2.8089677560335144e-05,1.146247516748707e-05,4.018612354852694e-05,0.00012170196217119556,-2.011803737516406e-05,-6.603510524718292e-05
295,-5.582806446648127e-05,-9.435173436657544e-05,5.1509531689586954e-05,6.885412499543067e-05,-0.00011240559084960536,-7.566830010680048e-05,-1.6067163655813673e-05,0.0001498299532510355,-7.173510052235253e-05
296,5.704309143677988e-05,6.340454629618379e-05,1.6912991756115122e-05,4.0209697084483365e-05,4.849172484736749e-05,-5.679335772830385e-05,1.7225991436067736e-05,7.336297003174378e-05,-5.393912320451999e-05
297,1.8124549454991225e-05,3.739014705153538e-05,3.8372102995950674e-05,6.0408182085249895e-05,-6.83332827605764e-05,6.419573047276876e-05,-0.00012627492617407253,4.0137921769406774e-05,5.945272257380056e-05
298,-1.007192918709076e-05,4.699180898988301e-06,0.00010755612498612224,7.671227057761364e-05,6.57877425027741e-05,4.788969940117243e-05,-7.162090363869193e-05,-8.278796501146945e-05,-6.714151185726675e-05
299,-8.324604322956647e-05,-3.0776053227216584e-05,-0.00015467698894098148,5.043400086318741e-06,-1.0460964647296786e-05,-7.256477267897955e-05,6.782562970491787e-05,-3.828060337166673e-06,7.609523848412482e-05
300,6.902933682680343e-05,2.284556845185937e-05,3.1805646550762925e-05,0.00013613211352280362,-1.8493407264144176e-05,-0.0001027744363764504,-6.107398359503393e-05,-2.497670263025077e-06,-2.0934672281765145e-05
