step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-actor/g_norm_A1_sq_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-actor/g_norm_A1_sq_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-actor/g_norm_A1_sq_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-actor/g_norm_A1_sq_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-actor/g_norm_A1_sq_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-actor/g_norm_A1_sq_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/g_norm_A1_sq_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/g_norm_A1_sq_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/g_norm_A1_sq_step
53,0.004349844556504631,0.0034359459991625796,0.003548701008518861,0.0036462768308398673,0.0030301505086483657,0.004147580084268717,0.003928853790758854,0.00402711254339187,0.0036861964523387343
54,0.0036330996761724703,0.0030088492497976267,0.0030825225892081964,0.003449057135333779,0.00376391787443388,0.004185694462451706,0.004148996969366447,0.00304262966955983,0.0030337141738665976
55,0.003905686125024693,0.003768692596780109,0.003590285014942143,0.003285528340080222,0.003784626440199435,0.003644047211214696,0.00337923880189448,0.004120381820085453,0.0029539040142397247
56,0.0041439714524106365,0.0033730651633205894,0.003719399163162956,0.0031360933186206736,0.003298774871552832,0.0033267124219479942,0.0035811893436099255,0.0033752175530879433,0.003212767752155329
57,0.0033363737843816648,0.0034838068263614544,0.0031927553712190874,0.003742344038908271,0.0035116947110739047,0.0029490816552999793,0.003965078143484236,0.003865115106264344,0.003869851386490016
58,0.003617996367886376,0.003788275378568891,0.0035519383536880447,0.00399435692097342,0.004055842077397129,0.003385982926965522,0.0030834315048356353,0.003115114512447366,0.0032077640298956494
59,0.003552318494676754,0.004089608068840624,0.003338451006623814,0.004079659951076317,0.004507910986926183,0.003357410282728275,0.0033382341715739523,0.003377879310140703,0.00297727619774812
60,0.0040580615199759425,0.003286321929141867,0.003141890935581175,0.0037118745642998456,0.003750928543468205,0.00364959079013425,0.003081492719143541,0.003645907740517174,0.002704669263679256
61,0.004960864782494101,0.00372276817032532,0.0037528386677404234,0.004038049298655561,0.003115072093641797,0.003502934582407128,0.003378518776218749,0.003278946215412594,0.002913616806304795
62,0.003936093151488097,0.003361504734768164,0.0036083659369052497,0.003497807065064232,0.004543476689213018,0.0043033894960916915,0.003380375606143308,0.0028575110803331517,0.0036275218190656546
63,0.0036420231487630096,0.003945744251924546,0.003795100511160895,0.00321009413204346,0.0039023397163303218,0.003766302414288832,0.003397018698217531,0.0033274509649487663,0.0033850391816033004
64,0.0033134379884531395,0.0039089545889336805,0.0038337680815052713,0.0031227509966509836,0.0034905737352722557,0.0027967729428531275,0.0037445803430853656,0.0031553785589986233,0.002210430913474191
65,0.0031533185783415374,0.003851100062492519,0.003770202559307941,0.0032212348806823932,0.003643472841850817,0.003350107157906611,0.003627569015915215,0.0025597695616730483,0.0032870504644144875
66,0.003545235014987542,0.003347365507060142,0.0034827738466576197,0.0033877741653234976,0.003293037839090447,0.003163200511892715,0.003527672190861279,0.0030733641568232144,0.0025894894763200393
67,0.0035301504965630486,0.003872365076008598,0.004196054732954335,0.0028133071103001004,0.004071237350511942,0.00374329521361893,0.003560550614692667,0.0030637077022171084,0.0037994297164233464
68,0.0025906160109002412,0.003911774431310484,0.003118318205886712,0.00308604242940838,0.0035289795366997673,0.0037261456030382575,0.003899132736511431,0.0037866170544764727,0.0032164593688617663
69,0.002791616128550796,0.003814629677360977,0.0031429719019890976,0.0031452670988735168,0.003416838919581025,0.0028105399008763405,0.002926981998752894,0.0030848023362183633,0.003086056863782656
70,0.0034786075266581016,0.0034304878645645864,0.0033842850414517837,0.0033802884531555777,0.003390104704882501,0.003814438872812053,0.0035360102553269952,0.002790318309012293,0.003060553461626012
71,0.003978313607723033,0.004538710698427487,0.003839021479268848,0.003432044349466128,0.0041224601078728535,0.003742745939591254,0.002702982982127137,0.0031891195532832498,0.00328387523156894
72,0.004096823584297986,0.003252008337285465,0.0031964223223869817,0.0035278997865223413,0.003626409538912453,0.004013961891073546,0.0034614106561625846,0.00417970163769635,0.0031572834341273633
73,0.003078649529180425,0.0035676239022135185,0.0035550754080768384,0.003635575244592456,0.0034603858231175458,0.0033662734084754825,0.004230565321616125,0.004123647108426726,0.003564097884145164
74,0.0037817109856911335,0.0034429602127034288,0.004061412774037933,0.0026598785324302068,0.003814984595000214,0.004067117020047171,0.004104403065950878,0.0036829548488645993,0.0031767876930242868
75,0.002956795795211406,0.0029366468742709523,0.0034773915382173503,0.0037235862851345302,0.004072091772297706,0.0028065969334614953,0.0034080601613485544,0.003731575575284605,0.0033565407381148347
76,0.0031632174773340662,0.0033491586685266534,0.003492863758324055,0.0028766930922979844,0.003211506374556521,0.003131069423393609,0.003436059599731811,0.004552814471642042,0.0037957491417705503
77,0.0026578355068645775,0.003663607879568709,0.003486515279042926,0.003312519167026404,0.003239018847467123,0.003345745365928329,0.003171446137197648,0.003502690464689135,0.0033085030002036734
78,0.003810773937404641,0.002826545674279945,0.003504637964948789,0.0031629107020321717,0.0033158385976261896,0.003226047680159562,0.003199739523745574,0.0030902331164334297,0.003465934616607068
79,0.0038892700948262703,0.0038093942848194647,0.0039715572367425974,0.003652322773065206,0.0033147722365141777,0.0038537410425519792,0.003620419550167347,0.003477140888981795,0.0036725987827804017
80,0.0038508699763942734,0.003750928070198074,0.0037558860957549256,0.0027482953625880607,0.003223399741912508,0.003076645676864343,0.00365765178414369,0.003720123279084751,0.004067446712386492
81,0.0032961808659935136,0.0036735757912188154,0.00412719877770476,0.00306752342734187,0.00382349893115555,0.0031174775863679364,0.003561703687784176,0.0036016258820171145,0.0031942307482801403
82,0.0029340554650370424,0.002887108966220171,0.003295860860104259,0.00409788861365854,0.002918224095336683,0.00385191941938474,0.003567028838449561,0.0035526862674969233,0.003690945421958056
83,0.0033164501069177146,0.0031765623018490253,0.00343069499985549,0.003931627746414862,0.0038513650343542792,0.002760526076545334,0.003988236275161129,0.0032952315114415784,0.003351942530889791
84,0.003811985798360912,0.0029049819038910515,0.0030591681506836905,0.003076655033385039,0.0031818308530203072,0.003807903219798667,0.0033505665022512208,0.0032519290734640896,0.002825557112455793
85,0.003387698653131952,0.003533548523110531,0.0029894766692797363,0.003896546073436279,0.0036085136456914064,0.003219402490845366,0.002923464539034384,0.0033525190270329835,0.0029133001076244052
86,0.003254329630881213,0.0033314248496310052,0.0025968236573242053,0.0029505764932878115,0.0031927705603617073,0.003255965075605162,0.0030780915444937338,0.0033895808804351724,0.0029807904510553433
87,0.003692236287870225,0.003343267074880877,0.003575497014937201,0.0035008643326567323,0.003630733937564246,0.003370989620042315,0.0033638065700654107,0.0031740986265928178,0.0027661471659698065
88,0.0031772238149742425,0.003731836636354289,0.0037073639101097783,0.0033812836170625435,0.0033280734549233984,0.002932583473445867,0.003920502582073098,0.0034790289041871404,0.003142960414596833
89,0.0031004481715238667,0.003899194999205121,0.003128703896700761,0.0034304000478581863,0.0031913050084658944,0.002834746113282781,0.0027851176570201455,0.0032334076069318214,0.0032367122917601222
90,0.003475728854618772,0.002527951450469066,0.003154985368168114,0.00383327441905226,0.004102443177324785,0.003688767184072234,0.0031393860630636074,0.0027234050269340053,0.0029331511427685497
91,0.002970887022669424,0.0034598048774355924,0.0037521665182057777,0.003515167087231952,0.00429214832669931,0.0031026898246733253,0.0031983859192567586,0.0037979762018152856,0.0027719121006733447
92,0.0032001113981345933,0.0037744963191148617,0.003860244321446897,0.0033987229172088287,0.0028305475623921503,0.003320630483214692,0.003412015120987906,0.003017287022053306,0.0023180483611038973
93,0.003183715236250482,0.0035898750855491456,0.003398480332506918,0.0033824870204498944,0.0035795836676262745,0.0036002855776767224,0.003056981142975679,0.003919960114708003,0.002715767243902418
94,0.0034316865377309455,0.004264542921098993,0.0037403340763114694,0.003503605216325474,0.00424159288136933,0.003207721450279294,0.003591565283971029,0.003313163025038286,0.003527773965377197
95,0.0031791946726359563,0.003404604682713978,0.0030707164268082275,0.003810960244517843,0.00283929079518728,0.003618830205029763,0.0032912468372477193,0.003320585065999598,0.0037560979804792303
96,0.003135519790521812,0.0035212519955814163,0.003451974818075603,0.003087004338197214,0.00320371803360159,0.00271418178884761,0.003709161173054693,0.0034362686059756166,0.002806680242202337
97,0.003596119877375947,0.0033113852403038576,0.0035467961587883406,0.003472542574861621,0.003213658061940638,0.003296949823865793,0.003378712439015376,,0.0033471390245519332
98,0.0034707756164472033,0.003641795326087415,0.0035051742409890046,0.0033702314283358672,0.0036079284320666375,0.0030643918985014014,0.0037619375951549543,0.002895940272626653,0.0033559029088756063
99,0.00370690313938624,0.0036033896573090295,0.003796245594673095,0.0036910994403813535,0.0035782043337876665,0.0029774289124889367,0.003155134320215594,0.0032570650890466637,0.0029517581040975384
100,0.003660837667504425,0.0034243038214692625,0.0030737201816772803,0.003133552327915607,0.0032762290961548908,0.003469349310739323,0.0034311540809666696,0.003619751824326408,0.0026633206661179796
101,0.0031850922788197386,0.002995224735916427,0.0034523904087083454,0.003785860763704471,0.003078023098914451,0.0038454811546987256,0.0031039669338658003,0.0033730672327413795,0.0026689456202096647
102,0.0030960611154177233,0.003982178972572365,0.003020889854627024,0.002838610132062818,0.0029572479680750304,0.0028649918202454643,0.003002846211353704,0.003864574151879937,0.0030326659837733036
103,0.0034101702882804925,0.00358608285601423,0.0031359333599878373,0.003635190303728498,0.003241181775497667,0.003683911756174084,0.0030029203550460378,0.003182984628226576,0.003186902247867348
104,0.003328925255453247,0.002969272554157438,0.0027640750930873945,0.002884857662159666,0.002782829669374498,0.00294994583556163,0.003523988819072695,0.0034195775598179485,0.003798301469176175
105,0.0034126920712506167,0.003212363118518841,0.00387493282848909,0.003465492561892168,0.0035028302604633147,0.002985350772152808,0.004013393863905321,0.003664460137852472,0.0033561287310316453
106,0.003022167430653541,0.0033198285373336866,0.0031383698759912372,0.0031083899268057776,0.003617754813286811,0.0027194198822915235,0.0034466451282052623,0.003608465905778706,0.00264468137716349
107,0.003892718860035948,0.0032892674632208595,0.003779961483264972,0.002786664762229004,0.0034133453475992982,0.004164297857559731,0.0029780559200783497,0.003653907118884859,0.0028834507947984706
108,0.002622053556683671,0.003190474246360015,0.003653989295022047,0.0031373039419138335,0.0030690125820393016,0.0029449915257150077,0.003373971802178311,0.0028460111906552215,0.002294808159799288
109,0.003035908596832174,0.0027952695455140245,0.003071949233491786,0.0031409658193497017,0.003454239560167896,0.0031006268237783138,0.0032581961632357787,0.003329829719421777,0.002561946015682284
110,0.0030114091636854884,0.0034800219291116004,0.003129885520087053,0.003207020568374977,0.003512456825975823,0.002864427576585287,0.003045699221739072,0.002696641951728321,0.002190401066337326
111,0.0031373952792538348,0.0031840337561472353,0.003124817364156799,0.003701083956105699,0.002836750107269828,0.0029617807711229114,0.0026613644586557404,0.0033181658151434255,0.0029679987050758093
112,0.003199221617840033,0.003345820278931476,0.0034213860810796627,0.003540231401108305,0.0034604522446340423,0.0031271638740680277,0.0030595234618014714,0.002834687388703084,0.00253845395231198
113,0.0034971594186027177,0.0034609705693099263,0.004172677824232451,0.0034353502300226,0.0029629633172688647,0.0028139171526205134,0.003212179822434545,0.0034876856011976463,0.002864547423277905
114,0.0028835242582811796,0.00303025426099554,0.004057949649407639,0.0033067468327065558,0.0028848749477384224,0.0027356013162906454,0.003396106685738692,0.003268118807368097,0.0024247795745509708
115,0.003467775433750333,0.0029780027403181436,0.0035473761883861804,0.003296703730204625,0.003321535957736495,0.0030655953932757427,0.003235454635024314,0.0028830406435705717,0.00221505108501522
116,0.0028803520223963574,0.0027681665771088293,0.0032308260641438326,0.0035045513912276534,0.003461482939638387,0.0024084354814452695,0.0023030718744324772,0.0021929661339002674,0.002817450631227636
117,0.0034181213922972412,0.003069207301831348,0.0034963777091520363,0.003480426683998372,0.003138327256777386,0.002712714252578205,0.0034114049820025113,0.002989411506307749,0.002594831705496405
118,0.0034907608878177797,0.002673833863541318,0.002836135833582417,0.003925965632229344,0.0028456988172127612,0.0032761699870116324,0.004275971178850301,0.002938184118038896,0.002820174957820622
119,0.002815721326479382,0.004223756040364153,0.003792154751604639,0.003553594758130714,0.002572651759499056,0.002882941312352089,0.0024247461707994885,0.002845232885135139,0.002751417980921921
120,0.0030652365160144857,0.003531259602566619,0.00300979441155575,0.003898711333441605,0.0023880678044601363,0.003234980819244943,0.003869015551231304,0.003223336674600427,0.0029817384162416924
121,0.002717163219093042,0.003386508916977406,0.004115040696697588,0.0026984323557356807,0.003611596508935442,0.0031791158559861,0.002738724090953464,0.00332595714086019,0.00263245104210854
122,0.003224318822003292,0.003138248036303493,0.0036199042615039138,0.003552343372680587,0.0034160408158700984,0.003731302796380406,0.0024197901837370458,0.0030036444434412128,0.002443733020528289
123,0.0035801317565362805,0.0026862764002635823,0.0032691297494914463,0.003392320012000273,0.0035346896577659647,0.0033151664900508797,0.003749223046928054,0.003305663603780394,0.0022511847702584853
124,0.0036211134948778982,0.0036025360950822055,0.0028754257332510367,0.0035676017781524753,0.0028678514484240004,0.0029647483554232326,0.0030885566230626875,0.002957591942828613,0.0022613951164971004
125,0.003402929468810772,0.0033967931640864735,0.0037620656096147304,0.0036171010536655062,0.0031437968814078533,0.003088274697701561,0.002913590903080256,0.00321920930093075,0.0026661295820227006
126,0.002816253501704803,0.002964068477067982,0.0031272508733666132,0.0035507922667736835,0.0031174375459251517,0.002855025933170506,0.0028128477560816103,0.003638714983585795,0.0031667731090948884
127,0.002783292632213986,0.0030103646066404104,0.0028564285092621978,0.0029806940443297364,0.003184986232523295,0.0027996015332120965,0.0036212499877628424,0.0038592268552969018,0.002664393297183263
128,0.0026546252001416167,0.0031501946046076056,0.0031700257349276074,0.0028479030488116385,0.0028128011816922044,0.003259034122358334,0.0034117377288828115,0.0033888871639260712,0.0025948441801496745
129,0.0029549814412047925,0.002911940587123944,0.0033123655940086073,0.002772339123131571,0.0031175667689378023,0.0033195571215051413,0.0031687357273319557,0.00295506453472134,0.002652341562426076
130,0.003162124821405159,0.002932762132183224,0.003530018436506571,0.003076009292312918,0.0034105658567004987,0.0031173356855939303,0.00268193560216364,0.003030588228563565,0.0026862565079762237
131,0.0032071080947210424,0.0036001024797208208,0.0033586036596547986,0.0030111122617079615,0.0035216786763431914,0.003152506772028343,0.002829578690440008,0.002877577674652616,0.0027146763211603137
132,0.0027257250418966632,0.0025961390624927466,0.0033737718754660545,0.004196761282264332,0.0025053864556273658,0.002976689606181856,0.0032864277899436016,0.0029632937834887635,0.002402740898778396
133,0.0035382647644069034,0.003052321882395058,0.0033934656139978188,0.0030591974793350383,0.0027334399682032644,0.0034842837653939604,0.0029146717583055145,0.002843719262439888,0.002690636319336306
134,0.003507855105757093,0.00324292925675609,0.003793835660749252,0.0034934519033600173,0.0035373613384546317,0.003404320108728611,0.0030797135854878374,0.002995548786349501,0.002576387429623436
135,0.0026266914941355814,0.003238641281302768,0.0037754195210475856,0.003102129265905127,0.002769130981608048,0.00316988862183157,0.00338653793523517,0.002859538410247373,0.0028801450609680667
136,0.0033452031340449368,0.002831639663855872,0.003476017086880321,0.002811423152314646,0.002889169004680583,0.002835231752388947,0.003008092430866898,0.0031836630632333498,0.0027905167567888224
137,0.002907663736971321,0.0032332930971153548,0.0034125383815640812,0.00386301398838608,0.003214956944311278,0.003412677646649515,0.002880841903575504,0.0032757795681130405,0.002772838074983893
138,0.003167651376745723,0.003004032668265325,0.0028651698713638538,0.0030168910922720297,0.0029134987905316016,0.0030611808879666942,0.002883045128347891,0.003220292402551097,0.00290043126051425
139,0.003205678122638565,0.0032622794511382204,0.0038048025516965655,0.003690797611329533,0.0029674952062738965,0.0032199074981193567,0.002542482582321647,0.0029322967586989596,0.003083274595877758
140,0.003685328082541657,0.003599397645385649,0.004100105552297714,0.0029161394270371217,0.0029415263351866014,0.0034239172323994103,0.00310336097413904,0.0029858758462113985,0.0027062611904302555
141,0.0027624328290417784,0.003023127564149509,0.003336896038266213,0.0034253486009851084,0.0032400351252516325,0.0030599653515395817,0.002927229917264518,0.002789120535847815,0.0025540426535386315
142,0.002864461237601789,0.003029470494478112,0.003767039545505838,0.0034947036727724125,0.003057390191307308,0.0032305629420295544,0.002938971493899425,0.003083254506723856,0.002097352930667029
143,0.003606060973601094,0.002880843158856591,0.003449677821719254,0.003429819535125306,0.0029860482125681925,0.0027944973899386013,0.002548392028230766,0.0025462689677703634,0.002589708146515339
144,0.003190757466904628,0.003195525902486983,0.003346537191407448,0.0032176470696339107,0.003006503917861931,0.003602569433326549,0.003285636801837757,0.0033704845155883567,0.002876320905108219
145,0.002955434156439162,0.002881056834837867,0.003150708709064632,0.003167266965099214,0.003565980517693409,0.003303844196071639,0.0029735458405674253,0.003366872534049245,0.0029331052421430006
146,0.0020256961267365336,0.002268542379412368,0.004106360736015853,0.0026852364967513446,0.003652000572753206,0.0027246198355758405,0.002973744582731612,0.003206732555464533,0.0031095458137320527
147,0.0035902525598862293,0.0029087947904328075,0.0034023014040487527,0.0036782980329799343,0.0034788648819650174,0.002419410309110783,0.0028513663333544536,0.0034106040312998492,0.0029773245153090697
148,0.002943198901049341,0.003015425778994975,0.003720054869230043,0.0029296743198355237,0.0025177048798432104,0.003010393115743983,0.002955942157107072,0.003428385335078719,0.0023407236477008373
149,0.002963508610384359,0.0031290740555995136,0.0027886871925234544,0.003131840487430273,0.0034441542292799124,0.003316566289309532,0.0030151048371739163,0.0030386245097155907,0.0025889329707276245
