step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-actor/grad_norm_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-actor/grad_norm_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-actor/grad_norm_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-actor/grad_norm_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-actor/grad_norm_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-actor/grad_norm_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/grad_norm_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/grad_norm_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/grad_norm_step
18,0.05216764286160469,0.034740909934043884,0.04823677986860275,0.035090647637844086,0.03691256046295166,0.03657504543662071,0.03847751393914223,0.038985706865787506,0.04730912670493126
19,0.044016629457473755,0.03552740812301636,0.04382619261741638,0.0339621976017952,0.03474191576242447,0.036036062985658646,0.035535793751478195,0.03715194761753082,0.044101618230342865
20,0.0484485849738121,0.03881116583943367,0.04721948876976967,0.03824860602617264,0.03756578266620636,0.0403556302189827,0.04014991596341133,0.03927235305309296,0.03765431419014931
21,0.05121583119034767,0.037784021347761154,0.04566910117864609,0.03925392031669617,0.0392448715865612,0.04260868951678276,0.03993763029575348,0.038996372371912,0.04253973439335823
22,0.05175928771495819,0.04011970013380051,0.043896161019802094,0.04028249904513359,0.03910652920603752,0.04084157943725586,0.04215232282876968,0.04117995873093605,0.04380904510617256
23,0.0452459342777729,0.03836819529533386,0.04094475507736206,0.041412100195884705,0.03726699575781822,0.039748407900333405,0.04168875515460968,0.0407990962266922,0.04463477432727814
24,0.04924609884619713,0.040406275540590286,0.048401329666376114,0.04183397442102432,0.04021599888801575,0.04068228229880333,0.04359819367527962,0.041313279420137405,0.04360664263367653
25,0.04850561544299126,0.0403975248336792,0.04456445947289467,0.04213456064462662,0.03888961672782898,0.041238799691200256,0.042940158396959305,0.041469886898994446,0.04034155607223511
26,0.04533804580569267,0.043483275920152664,0.04692418500781059,0.044826727360486984,0.04226367920637131,0.04342526197433472,0.041356198489665985,0.04079731926321983,0.043118640780448914
27,0.04645885154604912,0.042866483330726624,0.04726548120379448,0.04322991892695427,0.04203108698129654,0.040606722235679626,0.04213349521160126,0.03962440043687821,0.04120267555117607
28,0.04936051368713379,0.04045420140028,0.04177434369921684,0.046691861003637314,0.04275921359658241,0.04273500666022301,0.04204334318637848,0.042069047689437866,0.04163969308137894
29,0.05099712684750557,0.04338253661990166,0.04401993751525879,0.04330866411328316,0.04526770859956741,0.04467470571398735,0.04265346750617027,0.04200560227036476,0.044249437749385834
30,0.04861144721508026,0.044338177889585495,0.040321797132492065,0.04526947811245918,0.04032858833670616,0.0422707162797451,0.044480908662080765,0.044911883771419525,0.04253332316875458
31,0.04570145532488823,0.04170110449194908,0.04394672065973282,0.04069319367408752,0.04446391761302948,0.041693948209285736,0.04058051481842995,0.04050176590681076,0.04031459987163544
32,0.046488478779792786,0.047114718705415726,0.04268656298518181,0.042523980140686035,0.043923862278461456,0.043196212500333786,0.04144212231040001,0.04180538281798363,0.03888804093003273
33,0.043546877801418304,0.04090658575296402,0.04192369431257248,0.04565838351845741,0.04418722912669182,0.04215855151414871,0.04525167495012283,0.04197923466563225,0.04439893364906311
34,0.04612405225634575,0.04508371651172638,0.042038094252347946,0.043984897434711456,0.04708576574921608,0.044600293040275574,0.04569629952311516,0.04761352390050888,0.04511567950248718
35,0.04513674974441528,0.04317594692111015,0.04230879619717598,0.0440811887383461,0.045975182205438614,0.04473522678017616,0.043652452528476715,0.04473494365811348,0.04144975543022156
36,0.046755097806453705,0.04370574653148651,0.039666082710027695,0.0435151606798172,0.048132747411727905,0.04653012007474899,0.04357965663075447,0.045217156410217285,0.04189794883131981
37,0.04687824472784996,0.043494414538145065,0.04218001663684845,0.042774830013513565,0.0461176298558712,0.043790385127067566,0.04381030052900314,0.04750486835837364,0.043533921241760254
38,0.04281960800290108,0.045567937195301056,0.04544086754322052,0.04600725695490837,0.04652076214551926,0.043278224766254425,0.049216363579034805,0.04640188813209534,0.045609261840581894
39,0.043182048946619034,0.04450369253754616,0.04423313587903976,0.04571009799838066,0.05166986212134361,0.04593800753355026,0.045070577412843704,0.04616476967930794,0.04168359562754631
40,0.04359089583158493,0.04726465791463852,0.04271554946899414,0.0464523509144783,0.04786300286650658,0.044298574328422546,0.04813402518630028,0.04337090253829956,0.04032880812883377
41,0.044646430760622025,0.04431958869099617,0.04108876734972,0.047568198293447495,0.04682343825697899,0.04584599286317825,0.04450707510113716,0.0459410659968853,0.04279045760631561
42,0.04786071926355362,0.045331377536058426,0.040522173047065735,0.0450398363173008,0.04505284130573273,0.04449136182665825,0.04564779996871948,0.04417843744158745,0.04200481995940208
43,0.04411769285798073,0.04578687995672226,0.04368921369314194,0.04751303791999817,0.04799771681427955,0.046118829399347305,0.045594893395900726,0.04289723560214043,0.040836311876773834
44,0.0450165718793869,0.04201661795377731,0.039966288954019547,0.044159844517707825,0.04244609177112579,0.04256727546453476,0.04286087676882744,0.04452688619494438,0.041715916246175766
45,0.0436786413192749,0.042733605951070786,0.04167791083455086,0.045974425971508026,0.04300564154982567,0.044381629675626755,0.0403304286301136,0.041662320494651794,0.04173634573817253
46,0.04498153179883957,0.0431239977478981,0.0409013070166111,0.04319620132446289,0.04594794288277626,0.04598110169172287,0.04348934069275856,0.043533988296985626,0.039528049528598785
47,0.044556718319654465,0.046611443161964417,0.04568711295723915,0.04667823761701584,0.04588394612073898,0.04617292433977127,0.04715904593467712,0.043366022408008575,0.04269464313983917
48,0.04572766646742821,0.04760069400072098,0.04320210590958595,0.0471813939511776,0.044248566031455994,0.043442610651254654,0.04614286497235298,0.04023667424917221,0.040377769619226456
49,0.04429204016923904,0.044526562094688416,0.042820435017347336,0.0442037507891655,0.04423828795552254,0.042376939207315445,0.04058312997221947,0.04150185361504555,0.0364668034017086
50,0.041091542690992355,0.04220248758792877,0.0415571853518486,0.04318679869174957,0.044371098279953,0.04113205522298813,0.046627119183540344,0.038864865899086,0.039250824600458145
51,0.04241650924086571,0.03982113301753998,0.040033601224422455,0.042487215250730515,0.04404162988066673,0.046175383031368256,0.04424181580543518,0.04647346958518028,0.04019947722554207
52,0.044296447187662125,0.04364795982837677,0.042897969484329224,0.043164901435375214,0.046157874166965485,0.04593062773346901,0.04434583708643913,0.04284161701798439,0.04216878488659859
53,0.04610810801386833,0.04334507510066032,0.04086699336767197,0.04093325138092041,0.04169798642396927,0.043824002146720886,0.04426207020878792,0.043744347989559174,0.04266390949487686
54,0.0421011820435524,0.040828876197338104,0.039165932685136795,0.04029447212815285,0.0436893105506897,0.04506349191069603,0.043892752379179,0.04112568870186806,0.039300329983234406
55,0.04492907598614693,0.04518834501504898,0.04081489518284798,0.042298734188079834,0.044157177209854126,0.04303324595093727,0.04078720137476921,0.04374413192272186,0.039765894412994385
56,0.043470919132232666,0.0415605753660202,0.040666256099939346,0.04161500185728073,0.04149434715509415,0.03852001950144768,0.04384635388851166,0.04218558222055435,0.03935065120458603
57,0.04387219250202179,0.04036737233400345,0.04155918210744858,0.04373743012547493,0.04149461537599563,0.038743890821933746,0.04579664021730423,0.04369102790951729,0.04316667094826698
58,0.04325295239686966,0.04176093637943268,0.04032744839787483,0.04512901231646538,0.043598707765340805,0.04322998598217964,0.04180806502699852,0.04027732089161873,0.04019220545887947
59,0.0424092635512352,0.04349278658628464,0.03922191634774208,0.044992558658123016,0.04674333706498146,0.04031485691666603,0.04283889010548592,0.041299764066934586,0.03965286538004875
60,0.04106797277927399,0.0427602156996727,0.040518034249544144,0.04375137388706207,0.04297790303826332,0.041738055646419525,0.03914162144064903,0.03992019221186638,0.0380060076713562
61,0.044959720224142075,0.04289694502949715,0.04134807363152504,0.042159199714660645,0.04074166715145111,0.04013252630829811,0.04249124601483345,0.04016932100057602,0.040351513773202896
62,0.0436103530228138,0.04382658749818802,0.0425320602953434,0.041186124086380005,0.0478363074362278,0.04331815615296364,0.04318086802959442,0.04093334823846817,0.0430949442088604
63,0.04165913909673691,0.04271624609827995,0.04079730808734894,0.044024791568517685,0.044209979474544525,0.04432854801416397,0.041710276156663895,0.0404026135802269,0.04196080192923546
64,0.04102026671171189,0.04226531833410263,0.04318171367049217,0.039734479039907455,0.041111353784799576,0.03751487284898758,0.03980211168527603,0.040427498519420624,0.03703993186354637
65,0.04137198626995087,0.04318811744451523,0.040713779628276825,0.04381663724780083,0.04218899458646774,0.03975506499409675,0.04290635138750076,0.039742834866046906,0.042389508336782455
66,0.04134440794587135,0.039577584713697433,0.04113050550222397,0.04016178846359253,0.04059012606739998,0.04051970690488815,0.04334750026464462,0.03940326347947121,0.03827977180480957
67,0.04098035767674446,0.04071776941418648,0.0430685319006443,0.04123476892709732,0.04440132528543472,0.042713675647974014,0.041866932064294815,0.041586849838495255,0.03992202877998352
68,0.04207518324255943,0.04352997988462448,0.03681907057762146,0.03840532898902893,0.042871858924627304,0.04074179381132126,0.042635343968868256,0.0427749939262867,0.04070264846086502
69,0.03918718174099922,0.041948333382606506,0.041218072175979614,0.041247349232435226,0.04133620113134384,0.0399448499083519,0.04093398153781891,0.041181452572345734,0.03875087574124336
70,0.04301289841532707,0.03887534514069557,0.04043017700314522,0.04044373705983162,0.044672202318906784,0.042183056473731995,0.04151532799005509,0.040395986288785934,0.041252825409173965
71,0.0455782450735569,0.04513539373874664,0.04250476509332657,0.04182059317827225,0.04244532436132431,0.04289049282670021,0.038136694580316544,0.039920758455991745,0.04016657918691635
72,0.0461202897131443,0.04097624495625496,0.040562912821769714,0.04295282065868378,0.04427478462457657,0.04162518307566643,0.04116497188806534,0.04187232255935669,0.038700226694345474
73,0.03945121541619301,0.04255787283182144,0.04008323326706886,0.04257297143340111,0.0421423502266407,0.04271961748600006,0.044186897575855255,0.044155627489089966,0.043928440660238266
74,0.04325047880411148,0.039526816457509995,0.04179111868143082,0.03755845129489899,0.046211399137973785,0.0428868792951107,0.04009164869785309,0.04134381935000419,0.039621081203222275
75,0.03941064700484276,0.0407349057495594,0.04074016213417053,0.04149772226810455,0.04371258616447449,0.040010128170251846,0.042947303503751755,0.04376868903636933,0.041746024042367935
76,0.040826283395290375,0.041341546922922134,0.04182596504688263,0.03906378522515297,0.041506245732307434,0.04138948395848274,0.043735019862651825,0.04458970949053764,0.04170358180999756
77,0.039474260061979294,0.0407760888338089,0.041408393532037735,0.041383326053619385,0.03957032039761543,0.03940825164318085,0.03920174017548561,0.04095583036541939,0.03870611265301704
78,0.04383978620171547,0.03811116889119148,0.04149491712450981,0.04310844466090202,0.04061976075172424,0.04229170456528664,0.03728673234581947,0.039387766271829605,0.04190060496330261
79,0.045503705739974976,0.04208878427743912,0.04368460923433304,0.04163480922579765,0.04280494153499603,0.04350745677947998,0.04320641607046127,0.044169362634420395,0.04234004765748978
80,0.042474232614040375,0.04064702242612839,0.04346340522170067,0.039988014847040176,0.040130604058504105,0.03891818970441818,0.04298965260386467,0.04172922670841217,0.04392899200320244
81,0.03981664404273033,0.04144804924726486,0.04369460418820381,0.03965860232710838,0.043800923973321915,0.04019909352064133,0.04108741879463196,0.04356170445680618,0.04279215261340141
82,0.04021647945046425,0.03998677432537079,0.04176196828484535,0.04082813858985901,0.03996049612760544,0.04237625002861023,0.04380070045590401,0.04320196062326431,0.042802728712558746
83,0.04145576432347298,0.041782692074775696,0.04231022298336029,0.04292823001742363,0.04196920245885849,0.04004627838730812,0.04338165372610092,0.040153007954359055,0.04065048322081566
84,0.040246039628982544,0.04018174484372139,0.03888043761253357,0.040924571454524994,0.041696514934301376,0.04131836071610451,0.04213902726769447,0.04141886159777641,0.0386526957154274
85,0.04110615327954292,0.040941912680864334,0.040462106466293335,0.04396774247288704,0.04039359465241432,0.03967742249369621,0.039497241377830505,0.04080236703157425,0.03944143280386925
86,0.04272274672985077,0.04034297168254852,0.03869464248418808,0.0409441851079464,0.041735030710697174,0.04102157801389694,0.041141267865896225,0.04400629550218582,0.03991704434156418
87,0.04350506514310837,0.04108159244060517,0.041720516979694366,0.03975517675280571,0.0424850657582283,0.0409434512257576,0.04036563262343407,0.041680485010147095,0.03909454494714737
88,0.04010704532265663,0.04069164767861366,0.04317426681518555,0.04408535733819008,0.04197979345917702,0.041458405554294586,0.04385079815983772,0.041757673025131226,0.040426913648843765
89,0.03815287724137306,0.04212016612291336,0.0425691232085228,0.040210846811532974,0.040009062737226486,0.03754056245088577,0.03744114190340042,0.03842291980981827,0.04012765735387802
90,0.04273918271064758,0.03884350508451462,0.037287868559360504,0.04146384820342064,0.04305749386548996,0.04438968375325203,0.03992543742060661,0.03805394098162651,0.038340575993061066
91,0.0413672961294651,0.04055185988545418,0.04051337391138077,0.04131247103214264,0.042722657322883606,0.041638050228357315,0.041203536093235016,0.043183255940675735,0.039835695177316666
92,0.04044747352600098,0.03810765966773033,0.041823092848062515,0.040294960141181946,0.04047487676143646,0.04140089079737663,0.043388791382312775,0.03821304813027382,0.03651006519794464
93,0.03957280516624451,0.04065868631005287,0.04153544828295708,0.04102727770805359,0.04104842245578766,0.041807543486356735,0.04068822041153908,0.042162880301475525,0.04032390937209129
94,0.041520487517118454,0.045052748173475266,0.042467694729566574,0.042314980179071426,0.04203387349843979,0.04116925224661827,0.040071289986371994,0.03936977684497833,0.039680950343608856
95,0.0388609915971756,0.043273620307445526,0.0401885099709034,0.04211847856640816,0.04017603397369385,0.03906631097197533,0.04272347688674927,0.044036708772182465,0.041989631950855255
96,0.039516352117061615,0.039618704468011856,0.041155148297548294,0.040021996945142746,0.041174959391355515,0.03802526369690895,0.04141988232731819,0.04187123849987984,0.03814543038606644
97,0.04101477190852165,0.040163397789001465,0.03961139917373657,0.04189370200037956,0.04085564240813255,0.0390322282910347,0.0412980243563652,,0.03934323042631149
98,0.041867125779390335,0.0410902313888073,0.04231122508645058,0.04339706525206566,0.043660227209329605,0.04043388366699219,0.04360484331846237,0.04144004359841347,0.04119972884654999
99,0.0427984893321991,0.040694888681173325,0.04245318844914436,0.04174138605594635,0.04260621964931488,0.041093941777944565,0.040688686072826385,0.03987185284495354,0.04073289781808853
100,0.04216960817575455,0.041170183569192886,0.03763728588819504,0.040047742426395416,0.040185920894145966,0.042134687304496765,0.04142417386174202,0.041359007358551025,0.03918984904885292
101,0.04150190204381943,0.04017439484596253,0.042539000511169434,0.03977732732892037,0.04154207929968834,0.0426575243473053,0.03986017033457756,0.04007121920585632,0.03732789307832718
102,0.03799879178404808,0.04439918324351311,0.04268255829811096,0.03951456397771835,0.03881951421499252,0.03934911265969277,0.041169364005327225,0.0424441397190094,0.03761766105890274
103,0.03913478925824165,0.0397801399230957,0.04090214893221855,0.042596206068992615,0.041224002838134766,0.039410609751939774,0.04010144993662834,0.03977695852518082,0.039221443235874176
104,0.039175137877464294,0.03994789719581604,0.040529362857341766,0.0419551320374012,0.038457442075014114,0.03877541795372963,0.04133560508489609,0.0452423132956028,0.03971152380108833
105,0.04174356535077095,0.04008017107844353,0.043563857674598694,0.04184860363602638,0.04067641869187355,0.04153769835829735,0.042851291596889496,0.04535467550158501,0.04063409939408302
106,0.03870511054992676,0.04186059907078743,0.040463488548994064,0.04012890160083771,0.042640455067157745,0.03693772852420807,0.042293667793273926,0.04082204028964043,0.03586999326944351
107,0.04257409647107124,0.03907670080661774,0.04379178583621979,0.037145499140024185,0.04138944298028946,0.042925965040922165,0.03966207802295685,0.03928171843290329,0.03642633184790611
108,0.038917407393455505,0.038885463029146194,0.0399269163608551,0.0396684892475605,0.038372576236724854,0.039287466555833817,0.038323622196912766,0.03966224938631058,0.03643215447664261
109,0.03857854753732681,0.03831067681312561,0.03811029717326164,0.039386797696352005,0.04174758866429329,0.04023171588778496,0.04104115441441536,0.03957054764032364,0.03680151328444481
110,0.04000229761004448,0.0396527536213398,0.04082198813557625,0.04301077872514725,0.040084995329380035,0.04059795290231705,0.03756369277834892,0.0372953787446022,0.03705551102757454
111,0.040159258991479874,0.041152410209178925,0.04065199941396713,0.04317644238471985,0.039905350655317307,0.040750786662101746,0.03797850385308266,0.04103098064661026,0.04016661271452904
112,0.03959621861577034,0.04126151651144028,0.039582930505275726,0.040923360735177994,0.042730242013931274,0.0390724241733551,0.04117600992321968,0.03929029032588005,0.03579268977046013
113,0.04214388132095337,0.0405530147254467,0.04041501134634018,0.041002415120601654,0.040077414363622665,0.038200270384550095,0.04148181527853012,0.04153585061430931,0.03841180354356766
114,0.03880147263407707,0.03938373550772667,0.043029624968767166,0.03957710415124893,0.03920186683535576,0.0389753095805645,0.03990258648991585,0.041192520409822464,0.037200335413217545
115,0.03946221247315407,0.040622420608997345,0.0428226999938488,0.04372619092464447,0.04054080694913864,0.04121655225753784,0.03816625103354454,0.04067569598555565,0.03502512723207474
116,0.040314845740795135,0.03893964737653732,0.04158424213528633,0.039720166474580765,0.039335884153842926,0.037750277668237686,0.036030113697052,0.034866999834775925,0.035662248730659485
117,0.03951076790690422,0.038686759769916534,0.04156811162829399,0.042502231895923615,0.03922881558537483,0.03747349604964256,0.04093826934695244,0.037953827530145645,0.03742751106619835
118,0.04082844778895378,0.0368187390267849,0.03852247819304466,0.04001178964972496,0.03909704461693764,0.0397040955722332,0.04295939579606056,0.04072180017828941,0.03578455373644829
119,0.036509301513433456,0.042357753962278366,0.043135643005371094,0.0432097502052784,0.03623807802796364,0.037114959210157394,0.03878311067819595,0.0385909304022789,0.036881301552057266
120,0.03885869309306145,0.040032148361206055,0.04005492478609085,0.04141315072774887,0.03677351400256157,0.03941351920366287,0.0429510660469532,0.039141591638326645,0.03736348822712898
121,0.038778334856033325,0.040593501180410385,0.043619971722364426,0.03718388453125954,0.04097013175487518,0.040651123970746994,0.040455687791109085,0.0398981086909771,0.0376809723675251
122,0.037709541618824005,0.04191417619585991,0.04354831948876381,0.042947057634592056,0.04127763211727142,0.03971020504832268,0.03865645080804825,0.03888790309429169,0.03518807888031006
123,0.04141482710838318,0.03782835975289345,0.04004167020320892,0.04005135968327522,0.040478017181158066,0.04082244262099266,0.04257049411535263,0.03972213342785835,0.035148803144693375
124,0.04168441891670227,0.04097317159175873,0.04166914522647858,0.03956792876124382,0.03810670226812363,0.03630642965435982,0.0410257913172245,0.03818538412451744,0.03607288375496864
125,0.041084859520196915,0.04117419570684433,0.04088937118649483,0.040447898209095,0.041488245129585266,0.037694983184337616,0.03952160105109215,0.03916497528553009,0.0363815501332283
126,0.03875282779335976,0.03678467869758606,0.04076620563864708,0.04152565449476242,0.03953325375914574,0.03853939101099968,0.039641205221414566,0.04296212270855904,0.03786275535821915
127,0.03838356584310531,0.03771330788731575,0.04057149589061737,0.03907930850982666,0.04066204652190208,0.039432208985090256,0.04271021485328674,0.04237443953752518,0.03701823577284813
128,0.03979517146945,0.04119977727532387,0.039761073887348175,0.03790944814682007,0.03844577819108963,0.03926721215248108,0.03942061960697174,0.041993822902441025,0.03627242147922516
129,0.038268525153398514,0.03808441385626793,0.039637189358472824,0.040088023990392685,0.03884508088231087,0.040541406720876694,0.038810838013887405,0.03929469361901283,0.036135803908109665
130,0.041924748569726944,0.03760967403650284,0.042025718837976456,0.04011151939630509,0.03907833248376846,0.041577521711587906,0.03753883019089699,0.03796156868338585,0.036149222403764725
131,0.04001104459166527,0.04084727168083191,0.04304894804954529,0.041121918708086014,0.04126610234379768,0.040669459849596024,0.04010547325015068,0.038011666387319565,0.036481697112321854
132,0.036742594093084335,0.038294706493616104,0.04153702035546303,0.04471790790557861,0.0372721292078495,0.037956129759550095,0.03865838423371315,0.04234401136636734,0.03600328415632248
133,0.040882740169763565,0.03876186907291413,0.03943808376789093,0.040112290531396866,0.04008190333843231,0.03891684487462044,0.03854856640100479,0.03781489282846451,0.03526061028242111
134,0.0408167690038681,0.03959884122014046,0.03978785499930382,0.0423266738653183,0.03950299322605133,0.04108981043100357,0.0383121557533741,0.03838102146983147,0.03811868280172348
135,0.03980051353573799,0.038220278918743134,0.04403764382004738,0.037876274436712265,0.03949126601219177,0.04077283293008804,0.03691631183028221,0.038670338690280914,0.03751493990421295
136,0.03936531022191048,0.03822130337357521,0.03960723429918289,0.03752627596259117,0.0413670651614666,0.03938746079802513,0.03963096067309379,0.03916389122605324,0.03691035509109497
137,0.03882431983947754,0.03935683518648147,0.04091966524720192,0.04305729269981384,0.03772146627306938,0.040879540145397186,0.041185297071933746,0.039783187210559845,0.03747110068798065
138,0.040545642375946045,0.03788860887289047,0.038993366062641144,0.037476301193237305,0.03969571739435196,0.041261665523052216,0.03752469643950462,0.04042397066950798,0.03647894784808159
139,0.040782153606414795,0.038467973470687866,0.04295029491186142,0.04018039256334305,0.03863760456442833,0.040041521191596985,0.038738396018743515,0.039832908660173416,0.036624643951654434
140,0.04018210247159004,0.03931001201272011,0.0419476181268692,0.0383661650121212,0.03987468034029007,0.04190858453512192,0.037150196731090546,0.03944916278123856,0.0375109501183033
141,0.038869306445121765,0.03953446447849274,0.04026621952652931,0.04075468331575394,0.03776262328028679,0.037830352783203125,0.03812585771083832,0.03928212448954582,0.036499399691820145
142,0.03833044320344925,0.038995496928691864,0.04226583242416382,0.04093773290514946,0.042201269418001175,0.03881144151091576,0.037316154688596725,0.04049428924918175,0.03469233587384224
143,0.04191887378692627,0.037986233830451965,0.040734514594078064,0.04096458479762077,0.03760154917836189,0.03625241667032242,0.0354100838303566,0.03660188242793083,0.033909618854522705
144,0.0404932014644146,0.0387447327375412,0.04227619618177414,0.03855400905013085,0.04256865754723549,0.04020318388938904,0.04236891120672226,0.03927396610379219,0.03912412375211716
145,0.03932918980717659,0.038296181708574295,0.04078701138496399,0.03785780444741249,0.03951173648238182,0.03912675753235817,0.037767816334962845,0.04157283157110214,0.038772083818912506
146,0.03352886438369751,0.037054356187582016,0.04155493900179863,0.03918806463479996,0.039593104273080826,0.03795898333191872,0.03915838524699211,0.04212530702352524,0.03883408010005951
147,0.03981520235538483,0.0406978465616703,0.04050196707248688,0.0409914068877697,0.040811870247125626,0.035874415189027786,0.03830539435148239,0.041257817298173904,0.03764565661549568
148,0.038899388164281845,0.039051879197359085,0.043454427272081375,0.03949842229485512,0.037943631410598755,0.03930564224720001,0.03904414921998978,0.042917415499687195,0.03717753291130066
149,0.03750459849834442,0.04073244705796242,0.03870265185832977,0.0390755869448185,0.03867611661553383,0.04004932940006256,0.03838181868195534,0.03932616114616394,0.03715309500694275
150,0.03879083693027496,0.04124094173312187,0.041623957455158234,0.038874730467796326,0.04195953905582428,0.04089100658893585,0.03644901514053345,0.0385025292634964,0.040333472192287445
151,0.03727949038147926,0.04269891232252121,0.04365459457039833,0.04145564138889313,0.03723957762122154,0.03688456863164902,0.03640047833323479,0.04094788059592247,0.03800184652209282
152,0.0395209863781929,0.03974511846899986,0.04034487158060074,0.039549440145492554,0.04147544503211975,0.04052744060754776,0.039468053728342056,0.03852279111742973,0.036621179431676865
153,0.04145839810371399,0.041138019412755966,0.04259812831878662,0.03912343829870224,0.03860033303499222,0.04218997433781624,0.03599479794502258,0.03902771323919296,0.03926711902022362
154,0.036759164184331894,0.039495326578617096,0.04017307981848717,0.03927013278007507,0.039499636739492416,0.04032890871167183,0.0376218818128109,0.0366160161793232,0.034390464425086975
155,0.03978350758552551,0.0399947464466095,0.04260987043380737,0.0427517406642437,0.040617574006319046,0.03825704008340835,0.03781818971037865,0.039644669741392136,0.03868856281042099
156,0.038313042372465134,0.042743340134620667,0.043779920786619186,0.04458237811923027,0.037261322140693665,0.03784339502453804,0.037621501833200455,0.042495425790548325,0.0381447896361351
157,0.039087314158678055,0.03968125209212303,0.041135065257549286,0.039874058216810226,0.04276164621114731,0.03864051774144173,0.03901766613125801,0.04173843935132027,0.03880760818719864
158,0.03749695420265198,0.03993602097034454,0.04430701583623886,0.0400969497859478,0.03907033056020737,0.037870075553655624,0.03917504847049713,0.04280821979045868,0.03783724829554558
